"ple0055","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"11","1984","(noch) kein Abschluss","","","",""
"11","1984","Hauptschule","","","",""
"11","1984","Realschule","","","",""
"11","1984","(Fach-)Abitur","","","",""
"11","1984","AkademikerIn","","","",""
"12","1984","(noch) kein Abschluss","","","",""
"12","1984","Hauptschule","1","","",""
"12","1984","Realschule","","","",""
"12","1984","(Fach-)Abitur","","","",""
"12","1984","AkademikerIn","","","",""
"13","1984","(noch) kein Abschluss","","","",""
"13","1984","Hauptschule","","","",""
"13","1984","Realschule","","","",""
"13","1984","(Fach-)Abitur","","","",""
"13","1984","AkademikerIn","","","",""
"14","1984","(noch) kein Abschluss","","","",""
"14","1984","Hauptschule","1","","",""
"14","1984","Realschule","","","",""
"14","1984","(Fach-)Abitur","","","",""
"14","1984","AkademikerIn","","","",""
"15","1984","(noch) kein Abschluss","","","",""
"15","1984","Hauptschule","","","",""
"15","1984","Realschule","","","",""
"15","1984","(Fach-)Abitur","","","",""
"15","1984","AkademikerIn","","","",""
"16","1984","(noch) kein Abschluss","","","",""
"16","1984","Hauptschule","","","",""
"16","1984","Realschule","","","",""
"16","1984","(Fach-)Abitur","","","",""
"16","1984","AkademikerIn","","","",""
"17","1984","(noch) kein Abschluss","","","",""
"17","1984","Hauptschule","","","",""
"17","1984","Realschule","","","",""
"17","1984","(Fach-)Abitur","","","",""
"17","1984","AkademikerIn","","","",""
"18","1984","(noch) kein Abschluss","","","",""
"18","1984","Hauptschule","","","",""
"18","1984","Realschule","","","",""
"18","1984","(Fach-)Abitur","","","",""
"18","1984","AkademikerIn","","","",""
"19","1984","(noch) kein Abschluss","","","",""
"19","1984","Hauptschule","","","",""
"19","1984","Realschule","","","",""
"19","1984","(Fach-)Abitur","","","",""
"19","1984","AkademikerIn","","","",""
"20","1984","(noch) kein Abschluss","","","",""
"20","1984","Hauptschule","","","",""
"20","1984","Realschule","","","",""
"20","1984","(Fach-)Abitur","","","",""
"20","1984","AkademikerIn","","","",""
"21","1984","(noch) kein Abschluss","","","",""
"21","1984","Hauptschule","","","",""
"21","1984","Realschule","","","",""
"21","1984","(Fach-)Abitur","","","",""
"21","1984","AkademikerIn","","","",""
"22","1984","(noch) kein Abschluss","","","",""
"22","1984","Hauptschule","","","",""
"22","1984","Realschule","","","",""
"22","1984","(Fach-)Abitur","","","",""
"22","1984","AkademikerIn","","","",""
"23","1984","(noch) kein Abschluss","","","",""
"23","1984","Hauptschule","","","",""
"23","1984","Realschule","","","",""
"23","1984","(Fach-)Abitur","","","",""
"23","1984","AkademikerIn","","","",""
"24","1984","(noch) kein Abschluss","","","",""
"24","1984","Hauptschule","","","",""
"24","1984","Realschule","","","",""
"24","1984","(Fach-)Abitur","","","",""
"24","1984","AkademikerIn","","","",""
"25","1984","(noch) kein Abschluss","","","",""
"25","1984","Hauptschule","","","",""
"25","1984","Realschule","","","",""
"25","1984","(Fach-)Abitur","","","",""
"25","1984","AkademikerIn","","","",""
"26","1984","(noch) kein Abschluss","","","",""
"26","1984","Hauptschule","","","",""
"26","1984","Realschule","","","",""
"26","1984","(Fach-)Abitur","","","",""
"26","1984","AkademikerIn","","","",""
"27","1984","(noch) kein Abschluss","","","",""
"27","1984","Hauptschule","","","",""
"27","1984","Realschule","","","",""
"27","1984","(Fach-)Abitur","","","",""
"27","1984","AkademikerIn","","","",""
"28","1984","(noch) kein Abschluss","","","",""
"28","1984","Hauptschule","","","",""
"28","1984","Realschule","","","",""
"28","1984","(Fach-)Abitur","","","",""
"28","1984","AkademikerIn","","","",""
"30","1984","(noch) kein Abschluss","","","",""
"30","1984","Hauptschule","","","",""
"30","1984","Realschule","","","",""
"30","1984","(Fach-)Abitur","","","",""
"30","1984","AkademikerIn","","","",""
"31","1984","(noch) kein Abschluss","","","",""
"31","1984","Hauptschule","","","",""
"31","1984","Realschule","","","",""
"31","1984","(Fach-)Abitur","","","",""
"31","1984","AkademikerIn","","","",""
"32","1984","(noch) kein Abschluss","","","",""
"32","1984","Hauptschule","","","",""
"32","1984","Realschule","","","",""
"32","1984","(Fach-)Abitur","","","",""
"32","1984","AkademikerIn","","","",""
"35","1984","(noch) kein Abschluss","","","",""
"35","1984","Hauptschule","","","",""
"35","1984","Realschule","","","",""
"35","1984","(Fach-)Abitur","","","",""
"35","1984","AkademikerIn","","","",""
"36","1984","(noch) kein Abschluss","","","",""
"36","1984","Hauptschule","","","",""
"36","1984","Realschule","","","",""
"36","1984","(Fach-)Abitur","","","",""
"36","1984","AkademikerIn","","","",""
"40","1984","(noch) kein Abschluss","","","",""
"40","1984","Hauptschule","","","",""
"40","1984","Realschule","","","",""
"40","1984","(Fach-)Abitur","","","",""
"40","1984","AkademikerIn","","","",""
"42","1984","(noch) kein Abschluss","","","",""
"42","1984","Hauptschule","","","",""
"42","1984","Realschule","","","",""
"42","1984","(Fach-)Abitur","","","",""
"42","1984","AkademikerIn","","","",""
"45","1984","(noch) kein Abschluss","","","",""
"45","1984","Hauptschule","","","",""
"45","1984","Realschule","","","",""
"45","1984","(Fach-)Abitur","","","",""
"45","1984","AkademikerIn","","","",""
"48","1984","(noch) kein Abschluss","","","",""
"48","1984","Hauptschule","","","",""
"48","1984","Realschule","","","",""
"48","1984","(Fach-)Abitur","","","",""
"48","1984","AkademikerIn","","","",""
"50","1984","(noch) kein Abschluss","","","",""
"50","1984","Hauptschule","","","",""
"50","1984","Realschule","","","",""
"50","1984","(Fach-)Abitur","","","",""
"50","1984","AkademikerIn","","","",""
"51","1984","(noch) kein Abschluss","","","",""
"51","1984","Hauptschule","","","",""
"51","1984","Realschule","","","",""
"51","1984","(Fach-)Abitur","","","",""
"51","1984","AkademikerIn","","","",""
"64","1984","(noch) kein Abschluss","","","",""
"64","1984","Hauptschule","","","",""
"64","1984","Realschule","","","",""
"64","1984","(Fach-)Abitur","","","",""
"64","1984","AkademikerIn","","","",""
"65","1984","(noch) kein Abschluss","","","",""
"65","1984","Hauptschule","","","",""
"65","1984","Realschule","","","",""
"65","1984","(Fach-)Abitur","","","",""
"65","1984","AkademikerIn","","","",""
"90","1984","(noch) kein Abschluss","","","",""
"90","1984","Hauptschule","","","",""
"90","1984","Realschule","","","",""
"90","1984","(Fach-)Abitur","","","",""
"90","1984","AkademikerIn","","","",""
"98","1984","(noch) kein Abschluss","","","",""
"98","1984","Hauptschule","","","",""
"98","1984","Realschule","","","",""
"98","1984","(Fach-)Abitur","","","",""
"98","1984","AkademikerIn","","","",""
"100","1984","(noch) kein Abschluss","","","",""
"100","1984","Hauptschule","","","",""
"100","1984","Realschule","","","",""
"100","1984","(Fach-)Abitur","","","",""
"100","1984","AkademikerIn","","","",""
"0","1985","(noch) kein Abschluss","","","",""
"0","1985","Hauptschule","1","","",""
"0","1985","Realschule","","","",""
"0","1985","(Fach-)Abitur","","","",""
"0","1985","AkademikerIn","","","",""
"1","1985","(noch) kein Abschluss","104","0.868041132791956","0.808710015557602","0.927372250026309"
"1","1985","Hauptschule","559","0.78977959010973","0.75952981889196","0.820029361327501"
"1","1985","Realschule","154","0.795702927705143","0.737760302431592","0.853645552978693"
"1","1985","(Fach-)Abitur","65","0.793590339784584","0.704342494208113","0.882838185361055"
"1","1985","AkademikerIn","62","0.885859925388782","0.811369462193882","0.960350388583682"
"2","1985","(noch) kein Abschluss","13","","",""
"2","1985","Hauptschule","86","0.136544164722442","0.111053078677229","0.162035250767655"
"2","1985","Realschule","22","","",""
"2","1985","(Fach-)Abitur","11","","",""
"2","1985","AkademikerIn","6","","",""
"3","1985","(noch) kein Abschluss","5","","",""
"3","1985","Hauptschule","24","","",""
"3","1985","Realschule","4","","",""
"3","1985","(Fach-)Abitur","1","","",""
"3","1985","AkademikerIn","1","","",""
"4","1985","(noch) kein Abschluss","","","",""
"4","1985","Hauptschule","5","","",""
"4","1985","Realschule","","","",""
"4","1985","(Fach-)Abitur","2","","",""
"4","1985","AkademikerIn","","","",""
"5","1985","(noch) kein Abschluss","","","",""
"5","1985","Hauptschule","5","","",""
"5","1985","Realschule","2","","",""
"5","1985","(Fach-)Abitur","","","",""
"5","1985","AkademikerIn","","","",""
"6","1985","(noch) kein Abschluss","1","","",""
"6","1985","Hauptschule","1","","",""
"6","1985","Realschule","2","","",""
"6","1985","(Fach-)Abitur","","","",""
"6","1985","AkademikerIn","","","",""
"7","1985","(noch) kein Abschluss","","","",""
"7","1985","Hauptschule","2","","",""
"7","1985","Realschule","1","","",""
"7","1985","(Fach-)Abitur","","","",""
"7","1985","AkademikerIn","","","",""
"8","1985","(noch) kein Abschluss","1","","",""
"8","1985","Hauptschule","","","",""
"8","1985","Realschule","","","",""
"8","1985","(Fach-)Abitur","","","",""
"8","1985","AkademikerIn","","","",""
"9","1985","(noch) kein Abschluss","","","",""
"9","1985","Hauptschule","1","","",""
"9","1985","Realschule","","","",""
"9","1985","(Fach-)Abitur","","","",""
"9","1985","AkademikerIn","","","",""
"10","1985","(noch) kein Abschluss","","","",""
"10","1985","Hauptschule","4","","",""
"10","1985","Realschule","","","",""
"10","1985","(Fach-)Abitur","","","",""
"10","1985","AkademikerIn","","","",""
"11","1985","(noch) kein Abschluss","","","",""
"11","1985","Hauptschule","","","",""
"11","1985","Realschule","","","",""
"11","1985","(Fach-)Abitur","","","",""
"11","1985","AkademikerIn","","","",""
"12","1985","(noch) kein Abschluss","","","",""
"12","1985","Hauptschule","1","","",""
"12","1985","Realschule","","","",""
"12","1985","(Fach-)Abitur","","","",""
"12","1985","AkademikerIn","","","",""
"13","1985","(noch) kein Abschluss","","","",""
"13","1985","Hauptschule","","","",""
"13","1985","Realschule","","","",""
"13","1985","(Fach-)Abitur","","","",""
"13","1985","AkademikerIn","","","",""
"14","1985","(noch) kein Abschluss","1","","",""
"14","1985","Hauptschule","4","","",""
"14","1985","Realschule","1","","",""
"14","1985","(Fach-)Abitur","","","",""
"14","1985","AkademikerIn","","","",""
"15","1985","(noch) kein Abschluss","","","",""
"15","1985","Hauptschule","1","","",""
"15","1985","Realschule","","","",""
"15","1985","(Fach-)Abitur","","","",""
"15","1985","AkademikerIn","","","",""
"16","1985","(noch) kein Abschluss","","","",""
"16","1985","Hauptschule","1","","",""
"16","1985","Realschule","","","",""
"16","1985","(Fach-)Abitur","","","",""
"16","1985","AkademikerIn","1","","",""
"17","1985","(noch) kein Abschluss","","","",""
"17","1985","Hauptschule","1","","",""
"17","1985","Realschule","","","",""
"17","1985","(Fach-)Abitur","","","",""
"17","1985","AkademikerIn","","","",""
"18","1985","(noch) kein Abschluss","","","",""
"18","1985","Hauptschule","","","",""
"18","1985","Realschule","","","",""
"18","1985","(Fach-)Abitur","","","",""
"18","1985","AkademikerIn","","","",""
"19","1985","(noch) kein Abschluss","","","",""
"19","1985","Hauptschule","","","",""
"19","1985","Realschule","","","",""
"19","1985","(Fach-)Abitur","","","",""
"19","1985","AkademikerIn","","","",""
"20","1985","(noch) kein Abschluss","","","",""
"20","1985","Hauptschule","","","",""
"20","1985","Realschule","","","",""
"20","1985","(Fach-)Abitur","","","",""
"20","1985","AkademikerIn","","","",""
"21","1985","(noch) kein Abschluss","","","",""
"21","1985","Hauptschule","","","",""
"21","1985","Realschule","","","",""
"21","1985","(Fach-)Abitur","","","",""
"21","1985","AkademikerIn","","","",""
"22","1985","(noch) kein Abschluss","","","",""
"22","1985","Hauptschule","","","",""
"22","1985","Realschule","","","",""
"22","1985","(Fach-)Abitur","","","",""
"22","1985","AkademikerIn","","","",""
"23","1985","(noch) kein Abschluss","","","",""
"23","1985","Hauptschule","","","",""
"23","1985","Realschule","","","",""
"23","1985","(Fach-)Abitur","","","",""
"23","1985","AkademikerIn","","","",""
"24","1985","(noch) kein Abschluss","","","",""
"24","1985","Hauptschule","","","",""
"24","1985","Realschule","","","",""
"24","1985","(Fach-)Abitur","","","",""
"24","1985","AkademikerIn","","","",""
"25","1985","(noch) kein Abschluss","","","",""
"25","1985","Hauptschule","","","",""
"25","1985","Realschule","","","",""
"25","1985","(Fach-)Abitur","","","",""
"25","1985","AkademikerIn","","","",""
"26","1985","(noch) kein Abschluss","","","",""
"26","1985","Hauptschule","","","",""
"26","1985","Realschule","","","",""
"26","1985","(Fach-)Abitur","","","",""
"26","1985","AkademikerIn","","","",""
"27","1985","(noch) kein Abschluss","","","",""
"27","1985","Hauptschule","","","",""
"27","1985","Realschule","","","",""
"27","1985","(Fach-)Abitur","","","",""
"27","1985","AkademikerIn","","","",""
"28","1985","(noch) kein Abschluss","","","",""
"28","1985","Hauptschule","","","",""
"28","1985","Realschule","","","",""
"28","1985","(Fach-)Abitur","","","",""
"28","1985","AkademikerIn","","","",""
"30","1985","(noch) kein Abschluss","","","",""
"30","1985","Hauptschule","1","","",""
"30","1985","Realschule","","","",""
"30","1985","(Fach-)Abitur","","","",""
"30","1985","AkademikerIn","","","",""
"31","1985","(noch) kein Abschluss","","","",""
"31","1985","Hauptschule","","","",""
"31","1985","Realschule","","","",""
"31","1985","(Fach-)Abitur","","","",""
"31","1985","AkademikerIn","","","",""
"32","1985","(noch) kein Abschluss","","","",""
"32","1985","Hauptschule","","","",""
"32","1985","Realschule","","","",""
"32","1985","(Fach-)Abitur","","","",""
"32","1985","AkademikerIn","","","",""
"35","1985","(noch) kein Abschluss","","","",""
"35","1985","Hauptschule","","","",""
"35","1985","Realschule","","","",""
"35","1985","(Fach-)Abitur","","","",""
"35","1985","AkademikerIn","","","",""
"36","1985","(noch) kein Abschluss","","","",""
"36","1985","Hauptschule","","","",""
"36","1985","Realschule","","","",""
"36","1985","(Fach-)Abitur","","","",""
"36","1985","AkademikerIn","","","",""
"40","1985","(noch) kein Abschluss","","","",""
"40","1985","Hauptschule","","","",""
"40","1985","Realschule","","","",""
"40","1985","(Fach-)Abitur","","","",""
"40","1985","AkademikerIn","","","",""
"42","1985","(noch) kein Abschluss","","","",""
"42","1985","Hauptschule","","","",""
"42","1985","Realschule","","","",""
"42","1985","(Fach-)Abitur","","","",""
"42","1985","AkademikerIn","","","",""
"45","1985","(noch) kein Abschluss","","","",""
"45","1985","Hauptschule","","","",""
"45","1985","Realschule","","","",""
"45","1985","(Fach-)Abitur","","","",""
"45","1985","AkademikerIn","","","",""
"48","1985","(noch) kein Abschluss","","","",""
"48","1985","Hauptschule","","","",""
"48","1985","Realschule","","","",""
"48","1985","(Fach-)Abitur","","","",""
"48","1985","AkademikerIn","","","",""
"50","1985","(noch) kein Abschluss","","","",""
"50","1985","Hauptschule","","","",""
"50","1985","Realschule","","","",""
"50","1985","(Fach-)Abitur","","","",""
"50","1985","AkademikerIn","","","",""
"51","1985","(noch) kein Abschluss","","","",""
"51","1985","Hauptschule","","","",""
"51","1985","Realschule","","","",""
"51","1985","(Fach-)Abitur","","","",""
"51","1985","AkademikerIn","","","",""
"64","1985","(noch) kein Abschluss","","","",""
"64","1985","Hauptschule","","","",""
"64","1985","Realschule","","","",""
"64","1985","(Fach-)Abitur","","","",""
"64","1985","AkademikerIn","","","",""
"65","1985","(noch) kein Abschluss","","","",""
"65","1985","Hauptschule","","","",""
"65","1985","Realschule","","","",""
"65","1985","(Fach-)Abitur","","","",""
"65","1985","AkademikerIn","","","",""
"90","1985","(noch) kein Abschluss","","","",""
"90","1985","Hauptschule","","","",""
"90","1985","Realschule","","","",""
"90","1985","(Fach-)Abitur","","","",""
"90","1985","AkademikerIn","","","",""
"98","1985","(noch) kein Abschluss","","","",""
"98","1985","Hauptschule","","","",""
"98","1985","Realschule","","","",""
"98","1985","(Fach-)Abitur","","","",""
"98","1985","AkademikerIn","","","",""
"100","1985","(noch) kein Abschluss","","","",""
"100","1985","Hauptschule","","","",""
"100","1985","Realschule","","","",""
"100","1985","(Fach-)Abitur","","","",""
"100","1985","AkademikerIn","","","",""
"0","1986","(noch) kein Abschluss","","","",""
"0","1986","Hauptschule","","","",""
"0","1986","Realschule","1","","",""
"0","1986","(Fach-)Abitur","1","","",""
"0","1986","AkademikerIn","","","",""
"1","1986","(noch) kein Abschluss","113","0.88996617749286","0.836582194123454","0.943350160862266"
"1","1986","Hauptschule","558","0.793593526031898","0.76356865882559","0.823618393238206"
"1","1986","Realschule","144","0.777979557275171","0.718570899393438","0.837388215156903"
"1","1986","(Fach-)Abitur","67","0.744543448333004","0.651830119592662","0.837256777073347"
"1","1986","AkademikerIn","65","0.876111791072336","0.801048607286117","0.951174974858555"
"2","1986","(noch) kein Abschluss","11","","",""
"2","1986","Hauptschule","91","0.128815491728984","0.103963597327993","0.153667386129974"
"2","1986","Realschule","32","0.172633735511908","0.118610460968058","0.226657010055759"
"2","1986","(Fach-)Abitur","12","","",""
"2","1986","AkademikerIn","8","","",""
"3","1986","(noch) kein Abschluss","2","","",""
"3","1986","Hauptschule","21","","",""
"3","1986","Realschule","4","","",""
"3","1986","(Fach-)Abitur","4","","",""
"3","1986","AkademikerIn","1","","",""
"4","1986","(noch) kein Abschluss","2","","",""
"4","1986","Hauptschule","6","","",""
"4","1986","Realschule","1","","",""
"4","1986","(Fach-)Abitur","","","",""
"4","1986","AkademikerIn","","","",""
"5","1986","(noch) kein Abschluss","1","","",""
"5","1986","Hauptschule","5","","",""
"5","1986","Realschule","1","","",""
"5","1986","(Fach-)Abitur","","","",""
"5","1986","AkademikerIn","","","",""
"6","1986","(noch) kein Abschluss","","","",""
"6","1986","Hauptschule","2","","",""
"6","1986","Realschule","2","","",""
"6","1986","(Fach-)Abitur","","","",""
"6","1986","AkademikerIn","","","",""
"7","1986","(noch) kein Abschluss","","","",""
"7","1986","Hauptschule","2","","",""
"7","1986","Realschule","1","","",""
"7","1986","(Fach-)Abitur","","","",""
"7","1986","AkademikerIn","","","",""
"8","1986","(noch) kein Abschluss","","","",""
"8","1986","Hauptschule","2","","",""
"8","1986","Realschule","","","",""
"8","1986","(Fach-)Abitur","","","",""
"8","1986","AkademikerIn","","","",""
"9","1986","(noch) kein Abschluss","2","","",""
"9","1986","Hauptschule","2","","",""
"9","1986","Realschule","","","",""
"9","1986","(Fach-)Abitur","","","",""
"9","1986","AkademikerIn","","","",""
"10","1986","(noch) kein Abschluss","","","",""
"10","1986","Hauptschule","3","","",""
"10","1986","Realschule","1","","",""
"10","1986","(Fach-)Abitur","","","",""
"10","1986","AkademikerIn","","","",""
"11","1986","(noch) kein Abschluss","","","",""
"11","1986","Hauptschule","","","",""
"11","1986","Realschule","","","",""
"11","1986","(Fach-)Abitur","","","",""
"11","1986","AkademikerIn","","","",""
"12","1986","(noch) kein Abschluss","","","",""
"12","1986","Hauptschule","","","",""
"12","1986","Realschule","","","",""
"12","1986","(Fach-)Abitur","","","",""
"12","1986","AkademikerIn","","","",""
"13","1986","(noch) kein Abschluss","","","",""
"13","1986","Hauptschule","","","",""
"13","1986","Realschule","","","",""
"13","1986","(Fach-)Abitur","","","",""
"13","1986","AkademikerIn","","","",""
"14","1986","(noch) kein Abschluss","1","","",""
"14","1986","Hauptschule","","","",""
"14","1986","Realschule","","","",""
"14","1986","(Fach-)Abitur","","","",""
"14","1986","AkademikerIn","","","",""
"15","1986","(noch) kein Abschluss","","","",""
"15","1986","Hauptschule","","","",""
"15","1986","Realschule","1","","",""
"15","1986","(Fach-)Abitur","","","",""
"15","1986","AkademikerIn","","","",""
"16","1986","(noch) kein Abschluss","","","",""
"16","1986","Hauptschule","1","","",""
"16","1986","Realschule","","","",""
"16","1986","(Fach-)Abitur","","","",""
"16","1986","AkademikerIn","","","",""
"17","1986","(noch) kein Abschluss","","","",""
"17","1986","Hauptschule","","","",""
"17","1986","Realschule","","","",""
"17","1986","(Fach-)Abitur","","","",""
"17","1986","AkademikerIn","","","",""
"18","1986","(noch) kein Abschluss","","","",""
"18","1986","Hauptschule","","","",""
"18","1986","Realschule","","","",""
"18","1986","(Fach-)Abitur","","","",""
"18","1986","AkademikerIn","","","",""
"19","1986","(noch) kein Abschluss","","","",""
"19","1986","Hauptschule","","","",""
"19","1986","Realschule","","","",""
"19","1986","(Fach-)Abitur","","","",""
"19","1986","AkademikerIn","","","",""
"20","1986","(noch) kein Abschluss","","","",""
"20","1986","Hauptschule","","","",""
"20","1986","Realschule","","","",""
"20","1986","(Fach-)Abitur","","","",""
"20","1986","AkademikerIn","","","",""
"21","1986","(noch) kein Abschluss","","","",""
"21","1986","Hauptschule","1","","",""
"21","1986","Realschule","","","",""
"21","1986","(Fach-)Abitur","","","",""
"21","1986","AkademikerIn","","","",""
"22","1986","(noch) kein Abschluss","","","",""
"22","1986","Hauptschule","","","",""
"22","1986","Realschule","","","",""
"22","1986","(Fach-)Abitur","","","",""
"22","1986","AkademikerIn","","","",""
"23","1986","(noch) kein Abschluss","","","",""
"23","1986","Hauptschule","","","",""
"23","1986","Realschule","","","",""
"23","1986","(Fach-)Abitur","","","",""
"23","1986","AkademikerIn","","","",""
"24","1986","(noch) kein Abschluss","","","",""
"24","1986","Hauptschule","","","",""
"24","1986","Realschule","","","",""
"24","1986","(Fach-)Abitur","","","",""
"24","1986","AkademikerIn","","","",""
"25","1986","(noch) kein Abschluss","","","",""
"25","1986","Hauptschule","","","",""
"25","1986","Realschule","","","",""
"25","1986","(Fach-)Abitur","","","",""
"25","1986","AkademikerIn","","","",""
"26","1986","(noch) kein Abschluss","","","",""
"26","1986","Hauptschule","","","",""
"26","1986","Realschule","","","",""
"26","1986","(Fach-)Abitur","","","",""
"26","1986","AkademikerIn","","","",""
"27","1986","(noch) kein Abschluss","","","",""
"27","1986","Hauptschule","","","",""
"27","1986","Realschule","","","",""
"27","1986","(Fach-)Abitur","","","",""
"27","1986","AkademikerIn","","","",""
"28","1986","(noch) kein Abschluss","","","",""
"28","1986","Hauptschule","","","",""
"28","1986","Realschule","","","",""
"28","1986","(Fach-)Abitur","","","",""
"28","1986","AkademikerIn","","","",""
"30","1986","(noch) kein Abschluss","","","",""
"30","1986","Hauptschule","","","",""
"30","1986","Realschule","","","",""
"30","1986","(Fach-)Abitur","1","","",""
"30","1986","AkademikerIn","","","",""
"31","1986","(noch) kein Abschluss","","","",""
"31","1986","Hauptschule","1","","",""
"31","1986","Realschule","","","",""
"31","1986","(Fach-)Abitur","","","",""
"31","1986","AkademikerIn","","","",""
"32","1986","(noch) kein Abschluss","","","",""
"32","1986","Hauptschule","","","",""
"32","1986","Realschule","","","",""
"32","1986","(Fach-)Abitur","","","",""
"32","1986","AkademikerIn","","","",""
"35","1986","(noch) kein Abschluss","","","",""
"35","1986","Hauptschule","","","",""
"35","1986","Realschule","","","",""
"35","1986","(Fach-)Abitur","","","",""
"35","1986","AkademikerIn","","","",""
"36","1986","(noch) kein Abschluss","","","",""
"36","1986","Hauptschule","","","",""
"36","1986","Realschule","","","",""
"36","1986","(Fach-)Abitur","","","",""
"36","1986","AkademikerIn","","","",""
"40","1986","(noch) kein Abschluss","","","",""
"40","1986","Hauptschule","1","","",""
"40","1986","Realschule","","","",""
"40","1986","(Fach-)Abitur","","","",""
"40","1986","AkademikerIn","","","",""
"42","1986","(noch) kein Abschluss","","","",""
"42","1986","Hauptschule","","","",""
"42","1986","Realschule","","","",""
"42","1986","(Fach-)Abitur","","","",""
"42","1986","AkademikerIn","","","",""
"45","1986","(noch) kein Abschluss","","","",""
"45","1986","Hauptschule","","","",""
"45","1986","Realschule","","","",""
"45","1986","(Fach-)Abitur","","","",""
"45","1986","AkademikerIn","","","",""
"48","1986","(noch) kein Abschluss","","","",""
"48","1986","Hauptschule","1","","",""
"48","1986","Realschule","","","",""
"48","1986","(Fach-)Abitur","","","",""
"48","1986","AkademikerIn","","","",""
"50","1986","(noch) kein Abschluss","","","",""
"50","1986","Hauptschule","","","",""
"50","1986","Realschule","","","",""
"50","1986","(Fach-)Abitur","","","",""
"50","1986","AkademikerIn","","","",""
"51","1986","(noch) kein Abschluss","","","",""
"51","1986","Hauptschule","1","","",""
"51","1986","Realschule","","","",""
"51","1986","(Fach-)Abitur","","","",""
"51","1986","AkademikerIn","","","",""
"64","1986","(noch) kein Abschluss","","","",""
"64","1986","Hauptschule","","","",""
"64","1986","Realschule","","","",""
"64","1986","(Fach-)Abitur","","","",""
"64","1986","AkademikerIn","","","",""
"65","1986","(noch) kein Abschluss","","","",""
"65","1986","Hauptschule","","","",""
"65","1986","Realschule","","","",""
"65","1986","(Fach-)Abitur","","","",""
"65","1986","AkademikerIn","","","",""
"90","1986","(noch) kein Abschluss","","","",""
"90","1986","Hauptschule","","","",""
"90","1986","Realschule","","","",""
"90","1986","(Fach-)Abitur","","","",""
"90","1986","AkademikerIn","","","",""
"98","1986","(noch) kein Abschluss","","","",""
"98","1986","Hauptschule","","","",""
"98","1986","Realschule","","","",""
"98","1986","(Fach-)Abitur","","","",""
"98","1986","AkademikerIn","","","",""
"100","1986","(noch) kein Abschluss","","","",""
"100","1986","Hauptschule","","","",""
"100","1986","Realschule","","","",""
"100","1986","(Fach-)Abitur","","","",""
"100","1986","AkademikerIn","","","",""
"0","1987","(noch) kein Abschluss","1","","",""
"0","1987","Hauptschule","1","","",""
"0","1987","Realschule","1","","",""
"0","1987","(Fach-)Abitur","","","",""
"0","1987","AkademikerIn","","","",""
"1","1987","(noch) kein Abschluss","94","0.824356639572407","0.753885301370491","0.894827977774323"
