"ple0055","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"20","1984","46-65","männlich","","","",""
"20","1984","46-65","weiblich","","","",""
"20","1984","66","männlich","","","",""
"20","1984","66","weiblich","","","",""
"21","1984","17-29","männlich","","","",""
"21","1984","17-29","weiblich","","","",""
"21","1984","30-45","männlich","","","",""
"21","1984","30-45","weiblich","","","",""
"21","1984","46-65","männlich","","","",""
"21","1984","46-65","weiblich","","","",""
"21","1984","66","männlich","","","",""
"21","1984","66","weiblich","","","",""
"22","1984","17-29","männlich","","","",""
"22","1984","17-29","weiblich","","","",""
"22","1984","30-45","männlich","","","",""
"22","1984","30-45","weiblich","","","",""
"22","1984","46-65","männlich","","","",""
"22","1984","46-65","weiblich","","","",""
"22","1984","66","männlich","","","",""
"22","1984","66","weiblich","","","",""
"23","1984","17-29","männlich","","","",""
"23","1984","17-29","weiblich","","","",""
"23","1984","30-45","männlich","","","",""
"23","1984","30-45","weiblich","","","",""
"23","1984","46-65","männlich","","","",""
"23","1984","46-65","weiblich","","","",""
"23","1984","66","männlich","","","",""
"23","1984","66","weiblich","","","",""
"24","1984","17-29","männlich","","","",""
"24","1984","17-29","weiblich","","","",""
"24","1984","30-45","männlich","","","",""
"24","1984","30-45","weiblich","","","",""
"24","1984","46-65","männlich","","","",""
"24","1984","46-65","weiblich","","","",""
"24","1984","66","männlich","","","",""
"24","1984","66","weiblich","","","",""
"25","1984","17-29","männlich","","","",""
"25","1984","17-29","weiblich","","","",""
"25","1984","30-45","männlich","","","",""
"25","1984","30-45","weiblich","","","",""
"25","1984","46-65","männlich","","","",""
"25","1984","46-65","weiblich","","","",""
"25","1984","66","männlich","","","",""
"25","1984","66","weiblich","","","",""
"26","1984","17-29","männlich","","","",""
"26","1984","17-29","weiblich","","","",""
"26","1984","30-45","männlich","","","",""
"26","1984","30-45","weiblich","","","",""
"26","1984","46-65","männlich","","","",""
"26","1984","46-65","weiblich","","","",""
"26","1984","66","männlich","","","",""
"26","1984","66","weiblich","","","",""
"27","1984","17-29","männlich","","","",""
"27","1984","17-29","weiblich","","","",""
"27","1984","30-45","männlich","","","",""
"27","1984","30-45","weiblich","","","",""
"27","1984","46-65","männlich","","","",""
"27","1984","46-65","weiblich","","","",""
"27","1984","66","männlich","","","",""
"27","1984","66","weiblich","","","",""
"28","1984","17-29","männlich","","","",""
"28","1984","17-29","weiblich","","","",""
"28","1984","30-45","männlich","","","",""
"28","1984","30-45","weiblich","","","",""
"28","1984","46-65","männlich","","","",""
"28","1984","46-65","weiblich","","","",""
"28","1984","66","männlich","","","",""
"28","1984","66","weiblich","","","",""
"30","1984","17-29","männlich","","","",""
"30","1984","17-29","weiblich","","","",""
"30","1984","30-45","männlich","","","",""
"30","1984","30-45","weiblich","","","",""
"30","1984","46-65","männlich","","","",""
"30","1984","46-65","weiblich","","","",""
"30","1984","66","männlich","","","",""
"30","1984","66","weiblich","","","",""
"31","1984","17-29","männlich","","","",""
"31","1984","17-29","weiblich","","","",""
"31","1984","30-45","männlich","","","",""
"31","1984","30-45","weiblich","","","",""
"31","1984","46-65","männlich","","","",""
"31","1984","46-65","weiblich","","","",""
"31","1984","66","männlich","","","",""
"31","1984","66","weiblich","","","",""
"32","1984","17-29","männlich","","","",""
"32","1984","17-29","weiblich","","","",""
"32","1984","30-45","männlich","","","",""
"32","1984","30-45","weiblich","","","",""
"32","1984","46-65","männlich","","","",""
"32","1984","46-65","weiblich","","","",""
"32","1984","66","männlich","","","",""
"32","1984","66","weiblich","","","",""
"35","1984","17-29","männlich","","","",""
"35","1984","17-29","weiblich","","","",""
"35","1984","30-45","männlich","","","",""
"35","1984","30-45","weiblich","","","",""
"35","1984","46-65","männlich","","","",""
"35","1984","46-65","weiblich","","","",""
"35","1984","66","männlich","","","",""
"35","1984","66","weiblich","","","",""
"36","1984","17-29","männlich","","","",""
"36","1984","17-29","weiblich","","","",""
"36","1984","30-45","männlich","","","",""
"36","1984","30-45","weiblich","","","",""
"36","1984","46-65","männlich","","","",""
"36","1984","46-65","weiblich","","","",""
"36","1984","66","männlich","","","",""
"36","1984","66","weiblich","","","",""
"40","1984","17-29","männlich","","","",""
"40","1984","17-29","weiblich","","","",""
"40","1984","30-45","männlich","","","",""
"40","1984","30-45","weiblich","","","",""
"40","1984","46-65","männlich","","","",""
"40","1984","46-65","weiblich","","","",""
"40","1984","66","männlich","","","",""
"40","1984","66","weiblich","","","",""
"42","1984","17-29","männlich","","","",""
"42","1984","17-29","weiblich","","","",""
"42","1984","30-45","männlich","","","",""
"42","1984","30-45","weiblich","","","",""
"42","1984","46-65","männlich","","","",""
"42","1984","46-65","weiblich","","","",""
"42","1984","66","männlich","","","",""
"42","1984","66","weiblich","","","",""
"45","1984","17-29","männlich","","","",""
"45","1984","17-29","weiblich","","","",""
"45","1984","30-45","männlich","","","",""
"45","1984","30-45","weiblich","","","",""
"45","1984","46-65","männlich","","","",""
"45","1984","46-65","weiblich","","","",""
"45","1984","66","männlich","","","",""
"45","1984","66","weiblich","","","",""
"48","1984","17-29","männlich","","","",""
"48","1984","17-29","weiblich","","","",""
"48","1984","30-45","männlich","","","",""
"48","1984","30-45","weiblich","","","",""
"48","1984","46-65","männlich","","","",""
"48","1984","46-65","weiblich","","","",""
"48","1984","66","männlich","","","",""
"48","1984","66","weiblich","","","",""
"50","1984","17-29","männlich","","","",""
"50","1984","17-29","weiblich","","","",""
"50","1984","30-45","männlich","","","",""
"50","1984","30-45","weiblich","","","",""
"50","1984","46-65","männlich","","","",""
"50","1984","46-65","weiblich","","","",""
"50","1984","66","männlich","","","",""
"50","1984","66","weiblich","","","",""
"51","1984","17-29","männlich","","","",""
"51","1984","17-29","weiblich","","","",""
"51","1984","30-45","männlich","","","",""
"51","1984","30-45","weiblich","","","",""
"51","1984","46-65","männlich","","","",""
"51","1984","46-65","weiblich","","","",""
"51","1984","66","männlich","","","",""
"51","1984","66","weiblich","","","",""
"64","1984","17-29","männlich","","","",""
"64","1984","17-29","weiblich","","","",""
"64","1984","30-45","männlich","","","",""
"64","1984","30-45","weiblich","","","",""
"64","1984","46-65","männlich","","","",""
"64","1984","46-65","weiblich","","","",""
"64","1984","66","männlich","","","",""
"64","1984","66","weiblich","","","",""
"65","1984","17-29","männlich","","","",""
"65","1984","17-29","weiblich","","","",""
"65","1984","30-45","männlich","","","",""
"65","1984","30-45","weiblich","","","",""
"65","1984","46-65","männlich","","","",""
"65","1984","46-65","weiblich","","","",""
"65","1984","66","männlich","","","",""
"65","1984","66","weiblich","","","",""
"90","1984","17-29","männlich","","","",""
"90","1984","17-29","weiblich","","","",""
"90","1984","30-45","männlich","","","",""
"90","1984","30-45","weiblich","","","",""
"90","1984","46-65","männlich","","","",""
"90","1984","46-65","weiblich","","","",""
"90","1984","66","männlich","","","",""
"90","1984","66","weiblich","","","",""
"98","1984","17-29","männlich","","","",""
"98","1984","17-29","weiblich","","","",""
"98","1984","30-45","männlich","","","",""
"98","1984","30-45","weiblich","","","",""
"98","1984","46-65","männlich","","","",""
"98","1984","46-65","weiblich","","","",""
"98","1984","66","männlich","","","",""
"98","1984","66","weiblich","","","",""
"100","1984","17-29","männlich","","","",""
"100","1984","17-29","weiblich","","","",""
"100","1984","30-45","männlich","","","",""
"100","1984","30-45","weiblich","","","",""
"100","1984","46-65","männlich","","","",""
"100","1984","46-65","weiblich","","","",""
"100","1984","66","männlich","","","",""
"100","1984","66","weiblich","","","",""
"0","1985","17-29","männlich","1","","",""
"0","1985","17-29","weiblich","","","",""
"0","1985","30-45","männlich","","","",""
"0","1985","30-45","weiblich","","","",""
"0","1985","46-65","männlich","","","",""
"0","1985","46-65","weiblich","","","",""
"0","1985","66","männlich","","","",""
"0","1985","66","weiblich","","","",""
"1","1985","17-29","männlich","88","0.83977373265803","0.769943553032635","0.909603912283426"
"1","1985","17-29","weiblich","188","0.862555233749268","0.816637676482162","0.908472791016374"
"1","1985","30-45","männlich","94","0.745543385667416","0.667614081043201","0.823472690291631"
"1","1985","30-45","weiblich","182","0.797636000762939","0.744667100693444","0.850604900832435"
"1","1985","46-65","männlich","131","0.767847642787471","0.704750754181269","0.830944531393673"
"1","1985","46-65","weiblich","140","0.812779009117348","0.754139930253467","0.87141808798123"
"1","1985","66","männlich","","","",""
"1","1985","66","weiblich","","","",""
"2","1985","17-29","männlich","11","","",""
"2","1985","17-29","weiblich","16","","",""
"2","1985","30-45","männlich","14","","",""
"2","1985","30-45","weiblich","26","","",""
"2","1985","46-65","männlich","28","","",""
"2","1985","46-65","weiblich","19","","",""
"2","1985","66","männlich","","","",""
"2","1985","66","weiblich","","","",""
"3","1985","17-29","männlich","3","","",""
"3","1985","17-29","weiblich","6","","",""
"3","1985","30-45","männlich","2","","",""
"3","1985","30-45","weiblich","7","","",""
"3","1985","46-65","männlich","9","","",""
"3","1985","46-65","weiblich","5","","",""
"3","1985","66","männlich","","","",""
"3","1985","66","weiblich","","","",""
"4","1985","17-29","männlich","","","",""
"4","1985","17-29","weiblich","2","","",""
"4","1985","30-45","männlich","1","","",""
"4","1985","30-45","weiblich","1","","",""
"4","1985","46-65","männlich","","","",""
"4","1985","46-65","weiblich","1","","",""
"4","1985","66","männlich","","","",""
"4","1985","66","weiblich","","","",""
"5","1985","17-29","männlich","","","",""
"5","1985","17-29","weiblich","1","","",""
"5","1985","30-45","männlich","2","","",""
"5","1985","30-45","weiblich","1","","",""
"5","1985","46-65","männlich","","","",""
"5","1985","46-65","weiblich","2","","",""
"5","1985","66","männlich","","","",""
"5","1985","66","weiblich","","","",""
"6","1985","17-29","männlich","","","",""
"6","1985","17-29","weiblich","2","","",""
"6","1985","30-45","männlich","","","",""
"6","1985","30-45","weiblich","","","",""
"6","1985","46-65","männlich","","","",""
"6","1985","46-65","weiblich","1","","",""
"6","1985","66","männlich","","","",""
"6","1985","66","weiblich","","","",""
"7","1985","17-29","männlich","1","","",""
"7","1985","17-29","weiblich","","","",""
"7","1985","30-45","männlich","1","","",""
"7","1985","30-45","weiblich","","","",""
"7","1985","46-65","männlich","1","","",""
"7","1985","46-65","weiblich","","","",""
"7","1985","66","männlich","","","",""
"7","1985","66","weiblich","","","",""
"8","1985","17-29","männlich","1","","",""
"8","1985","17-29","weiblich","","","",""
"8","1985","30-45","männlich","","","",""
"8","1985","30-45","weiblich","","","",""
"8","1985","46-65","männlich","","","",""
"8","1985","46-65","weiblich","","","",""
"8","1985","66","männlich","","","",""
"8","1985","66","weiblich","","","",""
"9","1985","17-29","männlich","","","",""
"9","1985","17-29","weiblich","","","",""
"9","1985","30-45","männlich","1","","",""
"9","1985","30-45","weiblich","","","",""
"9","1985","46-65","männlich","","","",""
"9","1985","46-65","weiblich","","","",""
"9","1985","66","männlich","","","",""
"9","1985","66","weiblich","","","",""
"10","1985","17-29","männlich","","","",""
"10","1985","17-29","weiblich","","","",""
"10","1985","30-45","männlich","4","","",""
"10","1985","30-45","weiblich","","","",""
"10","1985","46-65","männlich","","","",""
"10","1985","46-65","weiblich","","","",""
"10","1985","66","männlich","","","",""
"10","1985","66","weiblich","","","",""
"11","1985","17-29","männlich","","","",""
"11","1985","17-29","weiblich","","","",""
"11","1985","30-45","männlich","","","",""
"11","1985","30-45","weiblich","","","",""
"11","1985","46-65","männlich","","","",""
"11","1985","46-65","weiblich","","","",""
"11","1985","66","männlich","","","",""
"11","1985","66","weiblich","","","",""
"12","1985","17-29","männlich","","","",""
"12","1985","17-29","weiblich","","","",""
"12","1985","30-45","männlich","","","",""
"12","1985","30-45","weiblich","1","","",""
"12","1985","46-65","männlich","","","",""
"12","1985","46-65","weiblich","","","",""
"12","1985","66","männlich","","","",""
"12","1985","66","weiblich","","","",""
"13","1985","17-29","männlich","","","",""
"13","1985","17-29","weiblich","","","",""
"13","1985","30-45","männlich","","","",""
"13","1985","30-45","weiblich","","","",""
"13","1985","46-65","männlich","","","",""
"13","1985","46-65","weiblich","","","",""
"13","1985","66","männlich","","","",""
"13","1985","66","weiblich","","","",""
"14","1985","17-29","männlich","1","","",""
"14","1985","17-29","weiblich","1","","",""
"14","1985","30-45","männlich","","","",""
"14","1985","30-45","weiblich","1","","",""
"14","1985","46-65","männlich","2","","",""
"14","1985","46-65","weiblich","1","","",""
"14","1985","66","männlich","","","",""
"14","1985","66","weiblich","","","",""
"15","1985","17-29","männlich","","","",""
"15","1985","17-29","weiblich","","","",""
"15","1985","30-45","männlich","","","",""
"15","1985","30-45","weiblich","1","","",""
"15","1985","46-65","männlich","","","",""
"15","1985","46-65","weiblich","","","",""
"15","1985","66","männlich","","","",""
"15","1985","66","weiblich","","","",""
"16","1985","17-29","männlich","","","",""
"16","1985","17-29","weiblich","","","",""
"16","1985","30-45","männlich","1","","",""
"16","1985","30-45","weiblich","1","","",""
"16","1985","46-65","männlich","","","",""
"16","1985","46-65","weiblich","","","",""
"16","1985","66","männlich","","","",""
"16","1985","66","weiblich","","","",""
"17","1985","17-29","männlich","","","",""
"17","1985","17-29","weiblich","","","",""
"17","1985","30-45","männlich","","","",""
"17","1985","30-45","weiblich","","","",""
"17","1985","46-65","männlich","","","",""
"17","1985","46-65","weiblich","1","","",""
"17","1985","66","männlich","","","",""
"17","1985","66","weiblich","","","",""
"18","1985","17-29","männlich","","","",""
"18","1985","17-29","weiblich","","","",""
"18","1985","30-45","männlich","","","",""
"18","1985","30-45","weiblich","","","",""
"18","1985","46-65","männlich","","","",""
"18","1985","46-65","weiblich","","","",""
"18","1985","66","männlich","","","",""
"18","1985","66","weiblich","","","",""
"19","1985","17-29","männlich","","","",""
"19","1985","17-29","weiblich","","","",""
"19","1985","30-45","männlich","","","",""
"19","1985","30-45","weiblich","","","",""
"19","1985","46-65","männlich","","","",""
"19","1985","46-65","weiblich","","","",""
"19","1985","66","männlich","","","",""
"19","1985","66","weiblich","","","",""
"20","1985","17-29","männlich","","","",""
"20","1985","17-29","weiblich","","","",""
"20","1985","30-45","männlich","","","",""
"20","1985","30-45","weiblich","","","",""
"20","1985","46-65","männlich","","","",""
"20","1985","46-65","weiblich","","","",""
"20","1985","66","männlich","","","",""
"20","1985","66","weiblich","","","",""
"21","1985","17-29","männlich","","","",""
"21","1985","17-29","weiblich","","","",""
"21","1985","30-45","männlich","","","",""
"21","1985","30-45","weiblich","","","",""
"21","1985","46-65","männlich","","","",""
"21","1985","46-65","weiblich","","","",""
"21","1985","66","männlich","","","",""
"21","1985","66","weiblich","","","",""
"22","1985","17-29","männlich","","","",""
"22","1985","17-29","weiblich","","","",""
"22","1985","30-45","männlich","","","",""
"22","1985","30-45","weiblich","","","",""
"22","1985","46-65","männlich","","","",""
"22","1985","46-65","weiblich","","","",""
"22","1985","66","männlich","","","",""
"22","1985","66","weiblich","","","",""
"23","1985","17-29","männlich","","","",""
"23","1985","17-29","weiblich","","","",""
"23","1985","30-45","männlich","","","",""
"23","1985","30-45","weiblich","","","",""
"23","1985","46-65","männlich","","","",""
"23","1985","46-65","weiblich","","","",""
"23","1985","66","männlich","","","",""
"23","1985","66","weiblich","","","",""
"24","1985","17-29","männlich","","","",""
"24","1985","17-29","weiblich","","","",""
"24","1985","30-45","männlich","","","",""
"24","1985","30-45","weiblich","","","",""
"24","1985","46-65","männlich","","","",""
"24","1985","46-65","weiblich","","","",""
"24","1985","66","männlich","","","",""
"24","1985","66","weiblich","","","",""
"25","1985","17-29","männlich","","","",""
"25","1985","17-29","weiblich","","","",""
"25","1985","30-45","männlich","","","",""
"25","1985","30-45","weiblich","","","",""
"25","1985","46-65","männlich","","","",""
"25","1985","46-65","weiblich","","","",""
"25","1985","66","männlich","","","",""
"25","1985","66","weiblich","","","",""
"26","1985","17-29","männlich","","","",""
"26","1985","17-29","weiblich","","","",""
"26","1985","30-45","männlich","","","",""
"26","1985","30-45","weiblich","","","",""
"26","1985","46-65","männlich","","","",""
"26","1985","46-65","weiblich","","","",""
"26","1985","66","männlich","","","",""
"26","1985","66","weiblich","","","",""
"27","1985","17-29","männlich","","","",""
"27","1985","17-29","weiblich","","","",""
"27","1985","30-45","männlich","","","",""
"27","1985","30-45","weiblich","","","",""
"27","1985","46-65","männlich","","","",""
"27","1985","46-65","weiblich","","","",""
"27","1985","66","männlich","","","",""
"27","1985","66","weiblich","","","",""
"28","1985","17-29","männlich","","","",""
"28","1985","17-29","weiblich","","","",""
"28","1985","30-45","männlich","","","",""
"28","1985","30-45","weiblich","","","",""
"28","1985","46-65","männlich","","","",""
"28","1985","46-65","weiblich","","","",""
"28","1985","66","männlich","","","",""
"28","1985","66","weiblich","","","",""
"30","1985","17-29","männlich","","","",""
"30","1985","17-29","weiblich","","","",""
"30","1985","30-45","männlich","","","",""
"30","1985","30-45","weiblich","","","",""
"30","1985","46-65","männlich","1","","",""
"30","1985","46-65","weiblich","","","",""
"30","1985","66","männlich","","","",""
"30","1985","66","weiblich","","","",""
"31","1985","17-29","männlich","","","",""
"31","1985","17-29","weiblich","","","",""
"31","1985","30-45","männlich","","","",""
"31","1985","30-45","weiblich","","","",""
"31","1985","46-65","männlich","","","",""
"31","1985","46-65","weiblich","","","",""
"31","1985","66","männlich","","","",""
"31","1985","66","weiblich","","","",""
"32","1985","17-29","männlich","","","",""
"32","1985","17-29","weiblich","","","",""
"32","1985","30-45","männlich","","","",""
"32","1985","30-45","weiblich","","","",""
"32","1985","46-65","männlich","","","",""
"32","1985","46-65","weiblich","","","",""
"32","1985","66","männlich","","","",""
"32","1985","66","weiblich","","","",""
"35","1985","17-29","männlich","","","",""
"35","1985","17-29","weiblich","","","",""
"35","1985","30-45","männlich","","","",""
"35","1985","30-45","weiblich","","","",""
"35","1985","46-65","männlich","","","",""
"35","1985","46-65","weiblich","","","",""
"35","1985","66","männlich","","","",""
"35","1985","66","weiblich","","","",""
"36","1985","17-29","männlich","","","",""
"36","1985","17-29","weiblich","","","",""
"36","1985","30-45","männlich","","","",""
"36","1985","30-45","weiblich","","","",""
"36","1985","46-65","männlich","","","",""
"36","1985","46-65","weiblich","","","",""
"36","1985","66","männlich","","","",""
"36","1985","66","weiblich","","","",""
"40","1985","17-29","männlich","","","",""
"40","1985","17-29","weiblich","","","",""
"40","1985","30-45","männlich","","","",""
"40","1985","30-45","weiblich","","","",""
"40","1985","46-65","männlich","","","",""
"40","1985","46-65","weiblich","","","",""
"40","1985","66","männlich","","","",""
"40","1985","66","weiblich","","","",""
"42","1985","17-29","männlich","","","",""
"42","1985","17-29","weiblich","","","",""
"42","1985","30-45","männlich","","","",""
"42","1985","30-45","weiblich","","","",""
"42","1985","46-65","männlich","","","",""
"42","1985","46-65","weiblich","","","",""
"42","1985","66","männlich","","","",""
"42","1985","66","weiblich","","","",""
"45","1985","17-29","männlich","","","",""
"45","1985","17-29","weiblich","","","",""
"45","1985","30-45","männlich","","","",""
"45","1985","30-45","weiblich","","","",""
"45","1985","46-65","männlich","","","",""
"45","1985","46-65","weiblich","","","",""
"45","1985","66","männlich","","","",""
"45","1985","66","weiblich","","","",""
"48","1985","17-29","männlich","","","",""
"48","1985","17-29","weiblich","","","",""
"48","1985","30-45","männlich","","","",""
"48","1985","30-45","weiblich","","","",""
"48","1985","46-65","männlich","","","",""
"48","1985","46-65","weiblich","","","",""
"48","1985","66","männlich","","","",""
"48","1985","66","weiblich","","","",""
"50","1985","17-29","männlich","","","",""
"50","1985","17-29","weiblich","","","",""
"50","1985","30-45","männlich","","","",""
"50","1985","30-45","weiblich","","","",""
"50","1985","46-65","männlich","","","",""
"50","1985","46-65","weiblich","","","",""
"50","1985","66","männlich","","","",""
"50","1985","66","weiblich","","","",""
"51","1985","17-29","männlich","","","",""
"51","1985","17-29","weiblich","","","",""
"51","1985","30-45","männlich","","","",""
"51","1985","30-45","weiblich","","","",""
"51","1985","46-65","männlich","","","",""
"51","1985","46-65","weiblich","","","",""
"51","1985","66","männlich","","","",""
"51","1985","66","weiblich","","","",""
"64","1985","17-29","männlich","","","",""
"64","1985","17-29","weiblich","","","",""
"64","1985","30-45","männlich","","","",""
"64","1985","30-45","weiblich","","","",""
"64","1985","46-65","männlich","","","",""
"64","1985","46-65","weiblich","","","",""
"64","1985","66","männlich","","","",""
"64","1985","66","weiblich","","","",""
"65","1985","17-29","männlich","","","",""
"65","1985","17-29","weiblich","","","",""
"65","1985","30-45","männlich","","","",""
"65","1985","30-45","weiblich","","","",""
"65","1985","46-65","männlich","","","",""
"65","1985","46-65","weiblich","","","",""
"65","1985","66","männlich","","","",""
"65","1985","66","weiblich","","","",""
"90","1985","17-29","männlich","","","",""
"90","1985","17-29","weiblich","","","",""
"90","1985","30-45","männlich","","","",""
"90","1985","30-45","weiblich","","","",""
"90","1985","46-65","männlich","","","",""
"90","1985","46-65","weiblich","","","",""
"90","1985","66","männlich","","","",""
"90","1985","66","weiblich","","","",""
"98","1985","17-29","männlich","","","",""
"98","1985","17-29","weiblich","","","",""
"98","1985","30-45","männlich","","","",""
"98","1985","30-45","weiblich","","","",""
"98","1985","46-65","männlich","","","",""
"98","1985","46-65","weiblich","","","",""
"98","1985","66","männlich","","","",""
"98","1985","66","weiblich","","","",""
"100","1985","17-29","männlich","","","",""
"100","1985","17-29","weiblich","","","",""
