"ple0055","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"28","1992","AkademikerIn","weiblich","","","",""
"30","1992","(noch) kein Abschluss","maennlich","","","",""
"30","1992","(noch) kein Abschluss","weiblich","","","",""
"30","1992","Hauptschule","maennlich","","","",""
"30","1992","Hauptschule","weiblich","","","",""
"30","1992","Realschule","maennlich","","","",""
"30","1992","Realschule","weiblich","","","",""
"30","1992","(Fach-)Abitur","maennlich","","","",""
"30","1992","(Fach-)Abitur","weiblich","","","",""
"30","1992","AkademikerIn","maennlich","","","",""
"30","1992","AkademikerIn","weiblich","1","","",""
"31","1992","(noch) kein Abschluss","maennlich","","","",""
"31","1992","(noch) kein Abschluss","weiblich","","","",""
"31","1992","Hauptschule","maennlich","","","",""
"31","1992","Hauptschule","weiblich","","","",""
"31","1992","Realschule","maennlich","","","",""
"31","1992","Realschule","weiblich","","","",""
"31","1992","(Fach-)Abitur","maennlich","","","",""
"31","1992","(Fach-)Abitur","weiblich","","","",""
"31","1992","AkademikerIn","maennlich","","","",""
"31","1992","AkademikerIn","weiblich","","","",""
"32","1992","(noch) kein Abschluss","maennlich","","","",""
"32","1992","(noch) kein Abschluss","weiblich","","","",""
"32","1992","Hauptschule","maennlich","","","",""
"32","1992","Hauptschule","weiblich","","","",""
"32","1992","Realschule","maennlich","","","",""
"32","1992","Realschule","weiblich","","","",""
"32","1992","(Fach-)Abitur","maennlich","","","",""
"32","1992","(Fach-)Abitur","weiblich","","","",""
"32","1992","AkademikerIn","maennlich","","","",""
"32","1992","AkademikerIn","weiblich","","","",""
"35","1992","(noch) kein Abschluss","maennlich","","","",""
"35","1992","(noch) kein Abschluss","weiblich","","","",""
"35","1992","Hauptschule","maennlich","","","",""
"35","1992","Hauptschule","weiblich","","","",""
"35","1992","Realschule","maennlich","","","",""
"35","1992","Realschule","weiblich","","","",""
"35","1992","(Fach-)Abitur","maennlich","","","",""
"35","1992","(Fach-)Abitur","weiblich","","","",""
"35","1992","AkademikerIn","maennlich","","","",""
"35","1992","AkademikerIn","weiblich","","","",""
"36","1992","(noch) kein Abschluss","maennlich","","","",""
"36","1992","(noch) kein Abschluss","weiblich","","","",""
"36","1992","Hauptschule","maennlich","","","",""
"36","1992","Hauptschule","weiblich","","","",""
"36","1992","Realschule","maennlich","","","",""
"36","1992","Realschule","weiblich","","","",""
"36","1992","(Fach-)Abitur","maennlich","","","",""
"36","1992","(Fach-)Abitur","weiblich","","","",""
"36","1992","AkademikerIn","maennlich","","","",""
"36","1992","AkademikerIn","weiblich","","","",""
"40","1992","(noch) kein Abschluss","maennlich","","","",""
"40","1992","(noch) kein Abschluss","weiblich","","","",""
"40","1992","Hauptschule","maennlich","","","",""
"40","1992","Hauptschule","weiblich","","","",""
"40","1992","Realschule","maennlich","","","",""
"40","1992","Realschule","weiblich","","","",""
"40","1992","(Fach-)Abitur","maennlich","","","",""
"40","1992","(Fach-)Abitur","weiblich","","","",""
"40","1992","AkademikerIn","maennlich","","","",""
"40","1992","AkademikerIn","weiblich","","","",""
"42","1992","(noch) kein Abschluss","maennlich","","","",""
"42","1992","(noch) kein Abschluss","weiblich","","","",""
"42","1992","Hauptschule","maennlich","","","",""
"42","1992","Hauptschule","weiblich","","","",""
"42","1992","Realschule","maennlich","","","",""
"42","1992","Realschule","weiblich","","","",""
"42","1992","(Fach-)Abitur","maennlich","","","",""
"42","1992","(Fach-)Abitur","weiblich","","","",""
"42","1992","AkademikerIn","maennlich","","","",""
"42","1992","AkademikerIn","weiblich","","","",""
"45","1992","(noch) kein Abschluss","maennlich","","","",""
"45","1992","(noch) kein Abschluss","weiblich","","","",""
"45","1992","Hauptschule","maennlich","","","",""
"45","1992","Hauptschule","weiblich","","","",""
"45","1992","Realschule","maennlich","","","",""
"45","1992","Realschule","weiblich","","","",""
"45","1992","(Fach-)Abitur","maennlich","","","",""
"45","1992","(Fach-)Abitur","weiblich","","","",""
"45","1992","AkademikerIn","maennlich","","","",""
"45","1992","AkademikerIn","weiblich","","","",""
"48","1992","(noch) kein Abschluss","maennlich","","","",""
"48","1992","(noch) kein Abschluss","weiblich","","","",""
"48","1992","Hauptschule","maennlich","","","",""
"48","1992","Hauptschule","weiblich","","","",""
"48","1992","Realschule","maennlich","","","",""
"48","1992","Realschule","weiblich","","","",""
"48","1992","(Fach-)Abitur","maennlich","","","",""
"48","1992","(Fach-)Abitur","weiblich","","","",""
"48","1992","AkademikerIn","maennlich","","","",""
"48","1992","AkademikerIn","weiblich","","","",""
"50","1992","(noch) kein Abschluss","maennlich","","","",""
"50","1992","(noch) kein Abschluss","weiblich","","","",""
"50","1992","Hauptschule","maennlich","","","",""
"50","1992","Hauptschule","weiblich","","","",""
"50","1992","Realschule","maennlich","","","",""
"50","1992","Realschule","weiblich","","","",""
"50","1992","(Fach-)Abitur","maennlich","","","",""
"50","1992","(Fach-)Abitur","weiblich","","","",""
"50","1992","AkademikerIn","maennlich","","","",""
"50","1992","AkademikerIn","weiblich","","","",""
"51","1992","(noch) kein Abschluss","maennlich","","","",""
"51","1992","(noch) kein Abschluss","weiblich","","","",""
"51","1992","Hauptschule","maennlich","","","",""
"51","1992","Hauptschule","weiblich","","","",""
"51","1992","Realschule","maennlich","","","",""
"51","1992","Realschule","weiblich","","","",""
"51","1992","(Fach-)Abitur","maennlich","","","",""
"51","1992","(Fach-)Abitur","weiblich","","","",""
"51","1992","AkademikerIn","maennlich","","","",""
"51","1992","AkademikerIn","weiblich","","","",""
"64","1992","(noch) kein Abschluss","maennlich","","","",""
"64","1992","(noch) kein Abschluss","weiblich","","","",""
"64","1992","Hauptschule","maennlich","","","",""
"64","1992","Hauptschule","weiblich","","","",""
"64","1992","Realschule","maennlich","","","",""
"64","1992","Realschule","weiblich","","","",""
"64","1992","(Fach-)Abitur","maennlich","","","",""
"64","1992","(Fach-)Abitur","weiblich","","","",""
"64","1992","AkademikerIn","maennlich","","","",""
"64","1992","AkademikerIn","weiblich","","","",""
"65","1992","(noch) kein Abschluss","maennlich","","","",""
"65","1992","(noch) kein Abschluss","weiblich","","","",""
"65","1992","Hauptschule","maennlich","","","",""
"65","1992","Hauptschule","weiblich","","","",""
"65","1992","Realschule","maennlich","","","",""
"65","1992","Realschule","weiblich","1","","",""
"65","1992","(Fach-)Abitur","maennlich","","","",""
"65","1992","(Fach-)Abitur","weiblich","","","",""
"65","1992","AkademikerIn","maennlich","","","",""
"65","1992","AkademikerIn","weiblich","","","",""
"90","1992","(noch) kein Abschluss","maennlich","","","",""
"90","1992","(noch) kein Abschluss","weiblich","","","",""
"90","1992","Hauptschule","maennlich","","","",""
"90","1992","Hauptschule","weiblich","","","",""
"90","1992","Realschule","maennlich","","","",""
"90","1992","Realschule","weiblich","","","",""
"90","1992","(Fach-)Abitur","maennlich","","","",""
"90","1992","(Fach-)Abitur","weiblich","","","",""
"90","1992","AkademikerIn","maennlich","","","",""
"90","1992","AkademikerIn","weiblich","","","",""
"98","1992","(noch) kein Abschluss","maennlich","","","",""
"98","1992","(noch) kein Abschluss","weiblich","","","",""
"98","1992","Hauptschule","maennlich","","","",""
"98","1992","Hauptschule","weiblich","","","",""
"98","1992","Realschule","maennlich","","","",""
"98","1992","Realschule","weiblich","","","",""
"98","1992","(Fach-)Abitur","maennlich","","","",""
"98","1992","(Fach-)Abitur","weiblich","","","",""
"98","1992","AkademikerIn","maennlich","","","",""
"98","1992","AkademikerIn","weiblich","","","",""
"100","1992","(noch) kein Abschluss","maennlich","","","",""
"100","1992","(noch) kein Abschluss","weiblich","","","",""
"100","1992","Hauptschule","maennlich","","","",""
"100","1992","Hauptschule","weiblich","","","",""
"100","1992","Realschule","maennlich","","","",""
"100","1992","Realschule","weiblich","","","",""
"100","1992","(Fach-)Abitur","maennlich","","","",""
"100","1992","(Fach-)Abitur","weiblich","","","",""
"100","1992","AkademikerIn","maennlich","","","",""
"100","1992","AkademikerIn","weiblich","","","",""
"0","1993","(noch) kein Abschluss","maennlich","","","",""
"0","1993","(noch) kein Abschluss","weiblich","","","",""
"0","1993","Hauptschule","maennlich","","","",""
"0","1993","Hauptschule","weiblich","","","",""
"0","1993","Realschule","maennlich","","","",""
"0","1993","Realschule","weiblich","","","",""
"0","1993","(Fach-)Abitur","maennlich","","","",""
"0","1993","(Fach-)Abitur","weiblich","","","",""
"0","1993","AkademikerIn","maennlich","","","",""
"0","1993","AkademikerIn","weiblich","","","",""
"1","1993","(noch) kein Abschluss","maennlich","","","",""
"1","1993","(noch) kein Abschluss","weiblich","","","",""
"1","1993","Hauptschule","maennlich","","","",""
"1","1993","Hauptschule","weiblich","","","",""
"1","1993","Realschule","maennlich","","","",""
"1","1993","Realschule","weiblich","","","",""
"1","1993","(Fach-)Abitur","maennlich","","","",""
"1","1993","(Fach-)Abitur","weiblich","","","",""
"1","1993","AkademikerIn","maennlich","","","",""
"1","1993","AkademikerIn","weiblich","","","",""
"2","1993","(noch) kein Abschluss","maennlich","","","",""
"2","1993","(noch) kein Abschluss","weiblich","","","",""
"2","1993","Hauptschule","maennlich","","","",""
"2","1993","Hauptschule","weiblich","","","",""
"2","1993","Realschule","maennlich","","","",""
"2","1993","Realschule","weiblich","","","",""
"2","1993","(Fach-)Abitur","maennlich","","","",""
"2","1993","(Fach-)Abitur","weiblich","","","",""
"2","1993","AkademikerIn","maennlich","","","",""
"2","1993","AkademikerIn","weiblich","","","",""
"3","1993","(noch) kein Abschluss","maennlich","","","",""
"3","1993","(noch) kein Abschluss","weiblich","","","",""
"3","1993","Hauptschule","maennlich","","","",""
"3","1993","Hauptschule","weiblich","","","",""
"3","1993","Realschule","maennlich","","","",""
"3","1993","Realschule","weiblich","","","",""
"3","1993","(Fach-)Abitur","maennlich","","","",""
"3","1993","(Fach-)Abitur","weiblich","","","",""
"3","1993","AkademikerIn","maennlich","","","",""
"3","1993","AkademikerIn","weiblich","","","",""
"4","1993","(noch) kein Abschluss","maennlich","","","",""
"4","1993","(noch) kein Abschluss","weiblich","","","",""
"4","1993","Hauptschule","maennlich","","","",""
"4","1993","Hauptschule","weiblich","","","",""
"4","1993","Realschule","maennlich","","","",""
"4","1993","Realschule","weiblich","","","",""
"4","1993","(Fach-)Abitur","maennlich","","","",""
"4","1993","(Fach-)Abitur","weiblich","","","",""
"4","1993","AkademikerIn","maennlich","","","",""
"4","1993","AkademikerIn","weiblich","","","",""
"5","1993","(noch) kein Abschluss","maennlich","","","",""
"5","1993","(noch) kein Abschluss","weiblich","","","",""
"5","1993","Hauptschule","maennlich","","","",""
"5","1993","Hauptschule","weiblich","","","",""
"5","1993","Realschule","maennlich","","","",""
"5","1993","Realschule","weiblich","","","",""
"5","1993","(Fach-)Abitur","maennlich","","","",""
"5","1993","(Fach-)Abitur","weiblich","","","",""
"5","1993","AkademikerIn","maennlich","","","",""
"5","1993","AkademikerIn","weiblich","","","",""
"6","1993","(noch) kein Abschluss","maennlich","","","",""
"6","1993","(noch) kein Abschluss","weiblich","","","",""
"6","1993","Hauptschule","maennlich","","","",""
"6","1993","Hauptschule","weiblich","","","",""
"6","1993","Realschule","maennlich","","","",""
"6","1993","Realschule","weiblich","","","",""
"6","1993","(Fach-)Abitur","maennlich","","","",""
"6","1993","(Fach-)Abitur","weiblich","","","",""
"6","1993","AkademikerIn","maennlich","","","",""
"6","1993","AkademikerIn","weiblich","","","",""
"7","1993","(noch) kein Abschluss","maennlich","","","",""
"7","1993","(noch) kein Abschluss","weiblich","","","",""
"7","1993","Hauptschule","maennlich","","","",""
"7","1993","Hauptschule","weiblich","","","",""
"7","1993","Realschule","maennlich","","","",""
"7","1993","Realschule","weiblich","","","",""
"7","1993","(Fach-)Abitur","maennlich","","","",""
"7","1993","(Fach-)Abitur","weiblich","","","",""
"7","1993","AkademikerIn","maennlich","","","",""
"7","1993","AkademikerIn","weiblich","","","",""
"8","1993","(noch) kein Abschluss","maennlich","","","",""
"8","1993","(noch) kein Abschluss","weiblich","","","",""
"8","1993","Hauptschule","maennlich","","","",""
"8","1993","Hauptschule","weiblich","","","",""
"8","1993","Realschule","maennlich","","","",""
"8","1993","Realschule","weiblich","","","",""
"8","1993","(Fach-)Abitur","maennlich","","","",""
"8","1993","(Fach-)Abitur","weiblich","","","",""
"8","1993","AkademikerIn","maennlich","","","",""
"8","1993","AkademikerIn","weiblich","","","",""
"9","1993","(noch) kein Abschluss","maennlich","","","",""
"9","1993","(noch) kein Abschluss","weiblich","","","",""
"9","1993","Hauptschule","maennlich","","","",""
"9","1993","Hauptschule","weiblich","","","",""
"9","1993","Realschule","maennlich","","","",""
"9","1993","Realschule","weiblich","","","",""
"9","1993","(Fach-)Abitur","maennlich","","","",""
"9","1993","(Fach-)Abitur","weiblich","","","",""
"9","1993","AkademikerIn","maennlich","","","",""
"9","1993","AkademikerIn","weiblich","","","",""
"10","1993","(noch) kein Abschluss","maennlich","","","",""
"10","1993","(noch) kein Abschluss","weiblich","","","",""
"10","1993","Hauptschule","maennlich","","","",""
"10","1993","Hauptschule","weiblich","","","",""
"10","1993","Realschule","maennlich","","","",""
"10","1993","Realschule","weiblich","","","",""
"10","1993","(Fach-)Abitur","maennlich","","","",""
"10","1993","(Fach-)Abitur","weiblich","","","",""
"10","1993","AkademikerIn","maennlich","","","",""
"10","1993","AkademikerIn","weiblich","","","",""
"11","1993","(noch) kein Abschluss","maennlich","","","",""
"11","1993","(noch) kein Abschluss","weiblich","","","",""
"11","1993","Hauptschule","maennlich","","","",""
"11","1993","Hauptschule","weiblich","","","",""
"11","1993","Realschule","maennlich","","","",""
"11","1993","Realschule","weiblich","","","",""
"11","1993","(Fach-)Abitur","maennlich","","","",""
"11","1993","(Fach-)Abitur","weiblich","","","",""
"11","1993","AkademikerIn","maennlich","","","",""
"11","1993","AkademikerIn","weiblich","","","",""
"12","1993","(noch) kein Abschluss","maennlich","","","",""
"12","1993","(noch) kein Abschluss","weiblich","","","",""
"12","1993","Hauptschule","maennlich","","","",""
"12","1993","Hauptschule","weiblich","","","",""
"12","1993","Realschule","maennlich","","","",""
"12","1993","Realschule","weiblich","","","",""
"12","1993","(Fach-)Abitur","maennlich","","","",""
"12","1993","(Fach-)Abitur","weiblich","","","",""
"12","1993","AkademikerIn","maennlich","","","",""
"12","1993","AkademikerIn","weiblich","","","",""
"13","1993","(noch) kein Abschluss","maennlich","","","",""
"13","1993","(noch) kein Abschluss","weiblich","","","",""
"13","1993","Hauptschule","maennlich","","","",""
"13","1993","Hauptschule","weiblich","","","",""
"13","1993","Realschule","maennlich","","","",""
"13","1993","Realschule","weiblich","","","",""
"13","1993","(Fach-)Abitur","maennlich","","","",""
"13","1993","(Fach-)Abitur","weiblich","","","",""
"13","1993","AkademikerIn","maennlich","","","",""
"13","1993","AkademikerIn","weiblich","","","",""
"14","1993","(noch) kein Abschluss","maennlich","","","",""
"14","1993","(noch) kein Abschluss","weiblich","","","",""
"14","1993","Hauptschule","maennlich","","","",""
"14","1993","Hauptschule","weiblich","","","",""
"14","1993","Realschule","maennlich","","","",""
"14","1993","Realschule","weiblich","","","",""
"14","1993","(Fach-)Abitur","maennlich","","","",""
"14","1993","(Fach-)Abitur","weiblich","","","",""
"14","1993","AkademikerIn","maennlich","","","",""
"14","1993","AkademikerIn","weiblich","","","",""
"15","1993","(noch) kein Abschluss","maennlich","","","",""
"15","1993","(noch) kein Abschluss","weiblich","","","",""
"15","1993","Hauptschule","maennlich","","","",""
"15","1993","Hauptschule","weiblich","","","",""
"15","1993","Realschule","maennlich","","","",""
"15","1993","Realschule","weiblich","","","",""
"15","1993","(Fach-)Abitur","maennlich","","","",""
"15","1993","(Fach-)Abitur","weiblich","","","",""
"15","1993","AkademikerIn","maennlich","","","",""
"15","1993","AkademikerIn","weiblich","","","",""
"16","1993","(noch) kein Abschluss","maennlich","","","",""
"16","1993","(noch) kein Abschluss","weiblich","","","",""
"16","1993","Hauptschule","maennlich","","","",""
"16","1993","Hauptschule","weiblich","","","",""
"16","1993","Realschule","maennlich","","","",""
"16","1993","Realschule","weiblich","","","",""
"16","1993","(Fach-)Abitur","maennlich","","","",""
"16","1993","(Fach-)Abitur","weiblich","","","",""
"16","1993","AkademikerIn","maennlich","","","",""
"16","1993","AkademikerIn","weiblich","","","",""
"17","1993","(noch) kein Abschluss","maennlich","","","",""
"17","1993","(noch) kein Abschluss","weiblich","","","",""
"17","1993","Hauptschule","maennlich","","","",""
"17","1993","Hauptschule","weiblich","","","",""
"17","1993","Realschule","maennlich","","","",""
"17","1993","Realschule","weiblich","","","",""
"17","1993","(Fach-)Abitur","maennlich","","","",""
"17","1993","(Fach-)Abitur","weiblich","","","",""
"17","1993","AkademikerIn","maennlich","","","",""
"17","1993","AkademikerIn","weiblich","","","",""
"18","1993","(noch) kein Abschluss","maennlich","","","",""
"18","1993","(noch) kein Abschluss","weiblich","","","",""
"18","1993","Hauptschule","maennlich","","","",""
"18","1993","Hauptschule","weiblich","","","",""
"18","1993","Realschule","maennlich","","","",""
"18","1993","Realschule","weiblich","","","",""
"18","1993","(Fach-)Abitur","maennlich","","","",""
"18","1993","(Fach-)Abitur","weiblich","","","",""
"18","1993","AkademikerIn","maennlich","","","",""
"18","1993","AkademikerIn","weiblich","","","",""
"19","1993","(noch) kein Abschluss","maennlich","","","",""
"19","1993","(noch) kein Abschluss","weiblich","","","",""
"19","1993","Hauptschule","maennlich","","","",""
"19","1993","Hauptschule","weiblich","","","",""
"19","1993","Realschule","maennlich","","","",""
"19","1993","Realschule","weiblich","","","",""
"19","1993","(Fach-)Abitur","maennlich","","","",""
"19","1993","(Fach-)Abitur","weiblich","","","",""
"19","1993","AkademikerIn","maennlich","","","",""
"19","1993","AkademikerIn","weiblich","","","",""
"20","1993","(noch) kein Abschluss","maennlich","","","",""
"20","1993","(noch) kein Abschluss","weiblich","","","",""
"20","1993","Hauptschule","maennlich","","","",""
"20","1993","Hauptschule","weiblich","","","",""
"20","1993","Realschule","maennlich","","","",""
"20","1993","Realschule","weiblich","","","",""
"20","1993","(Fach-)Abitur","maennlich","","","",""
"20","1993","(Fach-)Abitur","weiblich","","","",""
"20","1993","AkademikerIn","maennlich","","","",""
"20","1993","AkademikerIn","weiblich","","","",""
"21","1993","(noch) kein Abschluss","maennlich","","","",""
"21","1993","(noch) kein Abschluss","weiblich","","","",""
"21","1993","Hauptschule","maennlich","","","",""
"21","1993","Hauptschule","weiblich","","","",""
"21","1993","Realschule","maennlich","","","",""
"21","1993","Realschule","weiblich","","","",""
"21","1993","(Fach-)Abitur","maennlich","","","",""
"21","1993","(Fach-)Abitur","weiblich","","","",""
"21","1993","AkademikerIn","maennlich","","","",""
"21","1993","AkademikerIn","weiblich","","","",""
"22","1993","(noch) kein Abschluss","maennlich","","","",""
"22","1993","(noch) kein Abschluss","weiblich","","","",""
"22","1993","Hauptschule","maennlich","","","",""
"22","1993","Hauptschule","weiblich","","","",""
"22","1993","Realschule","maennlich","","","",""
"22","1993","Realschule","weiblich","","","",""
"22","1993","(Fach-)Abitur","maennlich","","","",""
"22","1993","(Fach-)Abitur","weiblich","","","",""
"22","1993","AkademikerIn","maennlich","","","",""
"22","1993","AkademikerIn","weiblich","","","",""
"23","1993","(noch) kein Abschluss","maennlich","","","",""
"23","1993","(noch) kein Abschluss","weiblich","","","",""
"23","1993","Hauptschule","maennlich","","","",""
"23","1993","Hauptschule","weiblich","","","",""
"23","1993","Realschule","maennlich","","","",""
"23","1993","Realschule","weiblich","","","",""
"23","1993","(Fach-)Abitur","maennlich","","","",""
"23","1993","(Fach-)Abitur","weiblich","","","",""
"23","1993","AkademikerIn","maennlich","","","",""
"23","1993","AkademikerIn","weiblich","","","",""
"24","1993","(noch) kein Abschluss","maennlich","","","",""
"24","1993","(noch) kein Abschluss","weiblich","","","",""
"24","1993","Hauptschule","maennlich","","","",""
"24","1993","Hauptschule","weiblich","","","",""
"24","1993","Realschule","maennlich","","","",""
"24","1993","Realschule","weiblich","","","",""
"24","1993","(Fach-)Abitur","maennlich","","","",""
"24","1993","(Fach-)Abitur","weiblich","","","",""
"24","1993","AkademikerIn","maennlich","","","",""
"24","1993","AkademikerIn","weiblich","","","",""
"25","1993","(noch) kein Abschluss","maennlich","","","",""
"25","1993","(noch) kein Abschluss","weiblich","","","",""
"25","1993","Hauptschule","maennlich","","","",""
"25","1993","Hauptschule","weiblich","","","",""
"25","1993","Realschule","maennlich","","","",""
"25","1993","Realschule","weiblich","","","",""
"25","1993","(Fach-)Abitur","maennlich","","","",""
"25","1993","(Fach-)Abitur","weiblich","","","",""
"25","1993","AkademikerIn","maennlich","","","",""
"25","1993","AkademikerIn","weiblich","","","",""
"26","1993","(noch) kein Abschluss","maennlich","","","",""
"26","1993","(noch) kein Abschluss","weiblich","","","",""
"26","1993","Hauptschule","maennlich","","","",""
"26","1993","Hauptschule","weiblich","","","",""
"26","1993","Realschule","maennlich","","","",""
"26","1993","Realschule","weiblich","","","",""
"26","1993","(Fach-)Abitur","maennlich","","","",""
"26","1993","(Fach-)Abitur","weiblich","","","",""
"26","1993","AkademikerIn","maennlich","","","",""
"26","1993","AkademikerIn","weiblich","","","",""
"27","1993","(noch) kein Abschluss","maennlich","","","",""
"27","1993","(noch) kein Abschluss","weiblich","","","",""
"27","1993","Hauptschule","maennlich","","","",""
"27","1993","Hauptschule","weiblich","","","",""
"27","1993","Realschule","maennlich","","","",""
"27","1993","Realschule","weiblich","","","",""
"27","1993","(Fach-)Abitur","maennlich","","","",""
"27","1993","(Fach-)Abitur","weiblich","","","",""
"27","1993","AkademikerIn","maennlich","","","",""
"27","1993","AkademikerIn","weiblich","","","",""
"28","1993","(noch) kein Abschluss","maennlich","","","",""
"28","1993","(noch) kein Abschluss","weiblich","","","",""
"28","1993","Hauptschule","maennlich","","","",""
"28","1993","Hauptschule","weiblich","","","",""
"28","1993","Realschule","maennlich","","","",""
"28","1993","Realschule","weiblich","","","",""
"28","1993","(Fach-)Abitur","maennlich","","","",""
"28","1993","(Fach-)Abitur","weiblich","","","",""
"28","1993","AkademikerIn","maennlich","","","",""
"28","1993","AkademikerIn","weiblich","","","",""
"30","1993","(noch) kein Abschluss","maennlich","","","",""
"30","1993","(noch) kein Abschluss","weiblich","","","",""
"30","1993","Hauptschule","maennlich","","","",""
"30","1993","Hauptschule","weiblich","","","",""
"30","1993","Realschule","maennlich","","","",""
"30","1993","Realschule","weiblich","","","",""
"30","1993","(Fach-)Abitur","maennlich","","","",""
"30","1993","(Fach-)Abitur","weiblich","","","",""
"30","1993","AkademikerIn","maennlich","","","",""
"30","1993","AkademikerIn","weiblich","","","",""
"31","1993","(noch) kein Abschluss","maennlich","","","",""
"31","1993","(noch) kein Abschluss","weiblich","","","",""
"31","1993","Hauptschule","maennlich","","","",""
"31","1993","Hauptschule","weiblich","","","",""
"31","1993","Realschule","maennlich","","","",""
"31","1993","Realschule","weiblich","","","",""
"31","1993","(Fach-)Abitur","maennlich","","","",""
"31","1993","(Fach-)Abitur","weiblich","","","",""
"31","1993","AkademikerIn","maennlich","","","",""
"31","1993","AkademikerIn","weiblich","","","",""
"32","1993","(noch) kein Abschluss","maennlich","","","",""
"32","1993","(noch) kein Abschluss","weiblich","","","",""
"32","1993","Hauptschule","maennlich","","","",""
"32","1993","Hauptschule","weiblich","","","",""
"32","1993","Realschule","maennlich","","","",""
"32","1993","Realschule","weiblich","","","",""
"32","1993","(Fach-)Abitur","maennlich","","","",""
"32","1993","(Fach-)Abitur","weiblich","","","",""
"32","1993","AkademikerIn","maennlich","","","",""
"32","1993","AkademikerIn","weiblich","","","",""
"35","1993","(noch) kein Abschluss","maennlich","","","",""
"35","1993","(noch) kein Abschluss","weiblich","","","",""
"35","1993","Hauptschule","maennlich","","","",""
"35","1993","Hauptschule","weiblich","","","",""
"35","1993","Realschule","maennlich","","","",""
"35","1993","Realschule","weiblich","","","",""
"35","1993","(Fach-)Abitur","maennlich","","","",""
"35","1993","(Fach-)Abitur","weiblich","","","",""
"35","1993","AkademikerIn","maennlich","","","",""
"35","1993","AkademikerIn","weiblich","","","",""
"36","1993","(noch) kein Abschluss","maennlich","","","",""
"36","1993","(noch) kein Abschluss","weiblich","","","",""
"36","1993","Hauptschule","maennlich","","","",""
"36","1993","Hauptschule","weiblich","","","",""
"36","1993","Realschule","maennlich","","","",""
"36","1993","Realschule","weiblich","","","",""
"36","1993","(Fach-)Abitur","maennlich","","","",""
"36","1993","(Fach-)Abitur","weiblich","","","",""
"36","1993","AkademikerIn","maennlich","","","",""
"36","1993","AkademikerIn","weiblich","","","",""
"40","1993","(noch) kein Abschluss","maennlich","","","",""
"40","1993","(noch) kein Abschluss","weiblich","","","",""
"40","1993","Hauptschule","maennlich","","","",""
"40","1993","Hauptschule","weiblich","","","",""
"40","1993","Realschule","maennlich","","","",""
"40","1993","Realschule","weiblich","","","",""
"40","1993","(Fach-)Abitur","maennlich","","","",""
"40","1993","(Fach-)Abitur","weiblich","","","",""
"40","1993","AkademikerIn","maennlich","","","",""
"40","1993","AkademikerIn","weiblich","","","",""
"42","1993","(noch) kein Abschluss","maennlich","","","",""
"42","1993","(noch) kein Abschluss","weiblich","","","",""
"42","1993","Hauptschule","maennlich","","","",""
"42","1993","Hauptschule","weiblich","","","",""
"42","1993","Realschule","maennlich","","","",""
"42","1993","Realschule","weiblich","","","",""
"42","1993","(Fach-)Abitur","maennlich","","","",""
"42","1993","(Fach-)Abitur","weiblich","","","",""
"42","1993","AkademikerIn","maennlich","","","",""
"42","1993","AkademikerIn","weiblich","","","",""
"45","1993","(noch) kein Abschluss","maennlich","","","",""
"45","1993","(noch) kein Abschluss","weiblich","","","",""
"45","1993","Hauptschule","maennlich","","","",""
"45","1993","Hauptschule","weiblich","","","",""
"45","1993","Realschule","maennlich","","","",""
"45","1993","Realschule","weiblich","","","",""
"45","1993","(Fach-)Abitur","maennlich","","","",""
"45","1993","(Fach-)Abitur","weiblich","","","",""
"45","1993","AkademikerIn","maennlich","","","",""
"45","1993","AkademikerIn","weiblich","","","",""
"48","1993","(noch) kein Abschluss","maennlich","","","",""
"48","1993","(noch) kein Abschluss","weiblich","","","",""
"48","1993","Hauptschule","maennlich","","","",""
"48","1993","Hauptschule","weiblich","","","",""
"48","1993","Realschule","maennlich","","","",""
"48","1993","Realschule","weiblich","","","",""
"48","1993","(Fach-)Abitur","maennlich","","","",""
"48","1993","(Fach-)Abitur","weiblich","","","",""
"48","1993","AkademikerIn","maennlich","","","",""
"48","1993","AkademikerIn","weiblich","","","",""
"50","1993","(noch) kein Abschluss","maennlich","","","",""
"50","1993","(noch) kein Abschluss","weiblich","","","",""
"50","1993","Hauptschule","maennlich","","","",""
"50","1993","Hauptschule","weiblich","","","",""
"50","1993","Realschule","maennlich","","","",""
"50","1993","Realschule","weiblich","","","",""
"50","1993","(Fach-)Abitur","maennlich","","","",""
"50","1993","(Fach-)Abitur","weiblich","","","",""
"50","1993","AkademikerIn","maennlich","","","",""
"50","1993","AkademikerIn","weiblich","","","",""
"51","1993","(noch) kein Abschluss","maennlich","","","",""
"51","1993","(noch) kein Abschluss","weiblich","","","",""
"51","1993","Hauptschule","maennlich","","","",""
"51","1993","Hauptschule","weiblich","","","",""
"51","1993","Realschule","maennlich","","","",""
"51","1993","Realschule","weiblich","","","",""
"51","1993","(Fach-)Abitur","maennlich","","","",""
"51","1993","(Fach-)Abitur","weiblich","","","",""
"51","1993","AkademikerIn","maennlich","","","",""
"51","1993","AkademikerIn","weiblich","","","",""
"64","1993","(noch) kein Abschluss","maennlich","","","",""
"64","1993","(noch) kein Abschluss","weiblich","","","",""
"64","1993","Hauptschule","maennlich","","","",""
"64","1993","Hauptschule","weiblich","","","",""
"64","1993","Realschule","maennlich","","","",""
"64","1993","Realschule","weiblich","","","",""
