"ple0055","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"17","1994","Ostdeutschland","maennlich","","","",""
"17","1994","Ostdeutschland","weiblich","","","",""
"18","1994","Westdeutschland","maennlich","","","",""
"18","1994","Westdeutschland","weiblich","","","",""
"18","1994","Ostdeutschland","maennlich","","","",""
"18","1994","Ostdeutschland","weiblich","","","",""
"19","1994","Westdeutschland","maennlich","","","",""
"19","1994","Westdeutschland","weiblich","","","",""
"19","1994","Ostdeutschland","maennlich","","","",""
"19","1994","Ostdeutschland","weiblich","","","",""
"20","1994","Westdeutschland","maennlich","","","",""
"20","1994","Westdeutschland","weiblich","","","",""
"20","1994","Ostdeutschland","maennlich","","","",""
"20","1994","Ostdeutschland","weiblich","","","",""
"21","1994","Westdeutschland","maennlich","","","",""
"21","1994","Westdeutschland","weiblich","1","","",""
"21","1994","Ostdeutschland","maennlich","","","",""
"21","1994","Ostdeutschland","weiblich","1","","",""
"22","1994","Westdeutschland","maennlich","","","",""
"22","1994","Westdeutschland","weiblich","","","",""
"22","1994","Ostdeutschland","maennlich","","","",""
"22","1994","Ostdeutschland","weiblich","","","",""
"23","1994","Westdeutschland","maennlich","","","",""
"23","1994","Westdeutschland","weiblich","","","",""
"23","1994","Ostdeutschland","maennlich","","","",""
"23","1994","Ostdeutschland","weiblich","","","",""
"24","1994","Westdeutschland","maennlich","","","",""
"24","1994","Westdeutschland","weiblich","","","",""
"24","1994","Ostdeutschland","maennlich","","","",""
"24","1994","Ostdeutschland","weiblich","","","",""
"25","1994","Westdeutschland","maennlich","","","",""
"25","1994","Westdeutschland","weiblich","","","",""
"25","1994","Ostdeutschland","maennlich","","","",""
"25","1994","Ostdeutschland","weiblich","","","",""
"26","1994","Westdeutschland","maennlich","","","",""
"26","1994","Westdeutschland","weiblich","","","",""
"26","1994","Ostdeutschland","maennlich","","","",""
"26","1994","Ostdeutschland","weiblich","","","",""
"27","1994","Westdeutschland","maennlich","","","",""
"27","1994","Westdeutschland","weiblich","","","",""
"27","1994","Ostdeutschland","maennlich","","","",""
"27","1994","Ostdeutschland","weiblich","","","",""
"28","1994","Westdeutschland","maennlich","","","",""
"28","1994","Westdeutschland","weiblich","","","",""
"28","1994","Ostdeutschland","maennlich","","","",""
"28","1994","Ostdeutschland","weiblich","","","",""
"30","1994","Westdeutschland","maennlich","","","",""
"30","1994","Westdeutschland","weiblich","","","",""
"30","1994","Ostdeutschland","maennlich","","","",""
"30","1994","Ostdeutschland","weiblich","","","",""
"31","1994","Westdeutschland","maennlich","","","",""
"31","1994","Westdeutschland","weiblich","","","",""
"31","1994","Ostdeutschland","maennlich","","","",""
"31","1994","Ostdeutschland","weiblich","","","",""
"32","1994","Westdeutschland","maennlich","","","",""
"32","1994","Westdeutschland","weiblich","","","",""
"32","1994","Ostdeutschland","maennlich","","","",""
"32","1994","Ostdeutschland","weiblich","","","",""
"35","1994","Westdeutschland","maennlich","","","",""
"35","1994","Westdeutschland","weiblich","","","",""
"35","1994","Ostdeutschland","maennlich","","","",""
"35","1994","Ostdeutschland","weiblich","","","",""
"36","1994","Westdeutschland","maennlich","","","",""
"36","1994","Westdeutschland","weiblich","","","",""
"36","1994","Ostdeutschland","maennlich","","","",""
"36","1994","Ostdeutschland","weiblich","","","",""
"40","1994","Westdeutschland","maennlich","","","",""
"40","1994","Westdeutschland","weiblich","","","",""
"40","1994","Ostdeutschland","maennlich","","","",""
"40","1994","Ostdeutschland","weiblich","","","",""
"42","1994","Westdeutschland","maennlich","","","",""
"42","1994","Westdeutschland","weiblich","","","",""
"42","1994","Ostdeutschland","maennlich","","","",""
"42","1994","Ostdeutschland","weiblich","","","",""
"45","1994","Westdeutschland","maennlich","","","",""
"45","1994","Westdeutschland","weiblich","","","",""
"45","1994","Ostdeutschland","maennlich","","","",""
"45","1994","Ostdeutschland","weiblich","","","",""
"48","1994","Westdeutschland","maennlich","","","",""
"48","1994","Westdeutschland","weiblich","","","",""
"48","1994","Ostdeutschland","maennlich","","","",""
"48","1994","Ostdeutschland","weiblich","","","",""
"50","1994","Westdeutschland","maennlich","1","","",""
"50","1994","Westdeutschland","weiblich","","","",""
"50","1994","Ostdeutschland","maennlich","","","",""
"50","1994","Ostdeutschland","weiblich","","","",""
"51","1994","Westdeutschland","maennlich","","","",""
"51","1994","Westdeutschland","weiblich","","","",""
"51","1994","Ostdeutschland","maennlich","","","",""
"51","1994","Ostdeutschland","weiblich","","","",""
"64","1994","Westdeutschland","maennlich","","","",""
"64","1994","Westdeutschland","weiblich","","","",""
"64","1994","Ostdeutschland","maennlich","","","",""
"64","1994","Ostdeutschland","weiblich","","","",""
"65","1994","Westdeutschland","maennlich","","","",""
"65","1994","Westdeutschland","weiblich","","","",""
"65","1994","Ostdeutschland","maennlich","","","",""
"65","1994","Ostdeutschland","weiblich","","","",""
"90","1994","Westdeutschland","maennlich","","","",""
"90","1994","Westdeutschland","weiblich","","","",""
"90","1994","Ostdeutschland","maennlich","","","",""
"90","1994","Ostdeutschland","weiblich","","","",""
"98","1994","Westdeutschland","maennlich","","","",""
"98","1994","Westdeutschland","weiblich","","","",""
"98","1994","Ostdeutschland","maennlich","","","",""
"98","1994","Ostdeutschland","weiblich","","","",""
"100","1994","Westdeutschland","maennlich","","","",""
"100","1994","Westdeutschland","weiblich","","","",""
"100","1994","Ostdeutschland","maennlich","","","",""
"100","1994","Ostdeutschland","weiblich","","","",""
"0","1995","Westdeutschland","maennlich","","","",""
"0","1995","Westdeutschland","weiblich","","","",""
"0","1995","Ostdeutschland","maennlich","1","","",""
"0","1995","Ostdeutschland","weiblich","6","","",""
"1","1995","Westdeutschland","maennlich","302","0.728315731295784","0.685152882495972","0.771478580095595"
"1","1995","Westdeutschland","weiblich","506","0.746041741134554","0.712579567637687","0.779503914631421"
"1","1995","Ostdeutschland","maennlich","126","0.757455935431503","0.69104155709457","0.823870313768437"
"1","1995","Ostdeutschland","weiblich","188","0.759716770200674","0.70643395024675","0.812999590154598"
"2","1995","Westdeutschland","maennlich","71","0.175630709614669","0.138709226337147","0.212552192892192"
"2","1995","Westdeutschland","weiblich","93","0.167824540307124","0.139095137523671","0.196553943090577"
"2","1995","Ostdeutschland","maennlich","18","","",""
"2","1995","Ostdeutschland","weiblich","34","0.145017357362897","0.101104847860344","0.18892986686545"
"3","1995","Westdeutschland","maennlich","16","","",""
"3","1995","Westdeutschland","weiblich","22","","",""
"3","1995","Ostdeutschland","maennlich","8","","",""
"3","1995","Ostdeutschland","weiblich","9","","",""
"4","1995","Westdeutschland","maennlich","10","","",""
"4","1995","Westdeutschland","weiblich","9","","",""
"4","1995","Ostdeutschland","maennlich","2","","",""
"4","1995","Ostdeutschland","weiblich","5","","",""
"5","1995","Westdeutschland","maennlich","2","","",""
"5","1995","Westdeutschland","weiblich","8","","",""
"5","1995","Ostdeutschland","maennlich","","","",""
"5","1995","Ostdeutschland","weiblich","1","","",""
"6","1995","Westdeutschland","maennlich","1","","",""
"6","1995","Westdeutschland","weiblich","4","","",""
"6","1995","Ostdeutschland","maennlich","1","","",""
"6","1995","Ostdeutschland","weiblich","1","","",""
"7","1995","Westdeutschland","maennlich","1","","",""
"7","1995","Westdeutschland","weiblich","1","","",""
"7","1995","Ostdeutschland","maennlich","","","",""
"7","1995","Ostdeutschland","weiblich","","","",""
"8","1995","Westdeutschland","maennlich","","","",""
"8","1995","Westdeutschland","weiblich","3","","",""
"8","1995","Ostdeutschland","maennlich","","","",""
"8","1995","Ostdeutschland","weiblich","","","",""
"9","1995","Westdeutschland","maennlich","","","",""
"9","1995","Westdeutschland","weiblich","1","","",""
"9","1995","Ostdeutschland","maennlich","","","",""
"9","1995","Ostdeutschland","weiblich","","","",""
"10","1995","Westdeutschland","maennlich","","","",""
"10","1995","Westdeutschland","weiblich","","","",""
"10","1995","Ostdeutschland","maennlich","1","","",""
"10","1995","Ostdeutschland","weiblich","1","","",""
"11","1995","Westdeutschland","maennlich","2","","",""
"11","1995","Westdeutschland","weiblich","1","","",""
"11","1995","Ostdeutschland","maennlich","","","",""
"11","1995","Ostdeutschland","weiblich","2","","",""
"12","1995","Westdeutschland","maennlich","","","",""
"12","1995","Westdeutschland","weiblich","2","","",""
"12","1995","Ostdeutschland","maennlich","1","","",""
"12","1995","Ostdeutschland","weiblich","","","",""
"13","1995","Westdeutschland","maennlich","","","",""
"13","1995","Westdeutschland","weiblich","","","",""
"13","1995","Ostdeutschland","maennlich","","","",""
"13","1995","Ostdeutschland","weiblich","","","",""
"14","1995","Westdeutschland","maennlich","1","","",""
"14","1995","Westdeutschland","weiblich","","","",""
"14","1995","Ostdeutschland","maennlich","","","",""
"14","1995","Ostdeutschland","weiblich","","","",""
"15","1995","Westdeutschland","maennlich","","","",""
"15","1995","Westdeutschland","weiblich","","","",""
"15","1995","Ostdeutschland","maennlich","","","",""
"15","1995","Ostdeutschland","weiblich","","","",""
"16","1995","Westdeutschland","maennlich","","","",""
"16","1995","Westdeutschland","weiblich","","","",""
"16","1995","Ostdeutschland","maennlich","","","",""
"16","1995","Ostdeutschland","weiblich","","","",""
"17","1995","Westdeutschland","maennlich","","","",""
"17","1995","Westdeutschland","weiblich","","","",""
"17","1995","Ostdeutschland","maennlich","","","",""
"17","1995","Ostdeutschland","weiblich","","","",""
"18","1995","Westdeutschland","maennlich","","","",""
"18","1995","Westdeutschland","weiblich","","","",""
"18","1995","Ostdeutschland","maennlich","1","","",""
"18","1995","Ostdeutschland","weiblich","","","",""
"19","1995","Westdeutschland","maennlich","","","",""
"19","1995","Westdeutschland","weiblich","","","",""
"19","1995","Ostdeutschland","maennlich","","","",""
"19","1995","Ostdeutschland","weiblich","","","",""
"20","1995","Westdeutschland","maennlich","1","","",""
"20","1995","Westdeutschland","weiblich","","","",""
"20","1995","Ostdeutschland","maennlich","","","",""
"20","1995","Ostdeutschland","weiblich","","","",""
"21","1995","Westdeutschland","maennlich","1","","",""
"21","1995","Westdeutschland","weiblich","","","",""
"21","1995","Ostdeutschland","maennlich","","","",""
"21","1995","Ostdeutschland","weiblich","","","",""
"22","1995","Westdeutschland","maennlich","","","",""
"22","1995","Westdeutschland","weiblich","","","",""
"22","1995","Ostdeutschland","maennlich","","","",""
"22","1995","Ostdeutschland","weiblich","","","",""
"23","1995","Westdeutschland","maennlich","","","",""
"23","1995","Westdeutschland","weiblich","","","",""
"23","1995","Ostdeutschland","maennlich","","","",""
"23","1995","Ostdeutschland","weiblich","","","",""
"24","1995","Westdeutschland","maennlich","","","",""
"24","1995","Westdeutschland","weiblich","","","",""
"24","1995","Ostdeutschland","maennlich","","","",""
"24","1995","Ostdeutschland","weiblich","","","",""
"25","1995","Westdeutschland","maennlich","","","",""
"25","1995","Westdeutschland","weiblich","","","",""
"25","1995","Ostdeutschland","maennlich","","","",""
"25","1995","Ostdeutschland","weiblich","","","",""
"26","1995","Westdeutschland","maennlich","","","",""
"26","1995","Westdeutschland","weiblich","","","",""
"26","1995","Ostdeutschland","maennlich","","","",""
"26","1995","Ostdeutschland","weiblich","","","",""
"27","1995","Westdeutschland","maennlich","","","",""
"27","1995","Westdeutschland","weiblich","","","",""
"27","1995","Ostdeutschland","maennlich","","","",""
"27","1995","Ostdeutschland","weiblich","","","",""
"28","1995","Westdeutschland","maennlich","","","",""
"28","1995","Westdeutschland","weiblich","","","",""
"28","1995","Ostdeutschland","maennlich","","","",""
"28","1995","Ostdeutschland","weiblich","","","",""
"30","1995","Westdeutschland","maennlich","","","",""
"30","1995","Westdeutschland","weiblich","","","",""
"30","1995","Ostdeutschland","maennlich","","","",""
"30","1995","Ostdeutschland","weiblich","","","",""
"31","1995","Westdeutschland","maennlich","","","",""
"31","1995","Westdeutschland","weiblich","","","",""
"31","1995","Ostdeutschland","maennlich","","","",""
"31","1995","Ostdeutschland","weiblich","","","",""
"32","1995","Westdeutschland","maennlich","","","",""
"32","1995","Westdeutschland","weiblich","","","",""
"32","1995","Ostdeutschland","maennlich","","","",""
"32","1995","Ostdeutschland","weiblich","","","",""
"35","1995","Westdeutschland","maennlich","","","",""
"35","1995","Westdeutschland","weiblich","","","",""
"35","1995","Ostdeutschland","maennlich","1","","",""
"35","1995","Ostdeutschland","weiblich","","","",""
"36","1995","Westdeutschland","maennlich","","","",""
"36","1995","Westdeutschland","weiblich","","","",""
"36","1995","Ostdeutschland","maennlich","","","",""
"36","1995","Ostdeutschland","weiblich","","","",""
"40","1995","Westdeutschland","maennlich","","","",""
"40","1995","Westdeutschland","weiblich","","","",""
"40","1995","Ostdeutschland","maennlich","","","",""
"40","1995","Ostdeutschland","weiblich","","","",""
"42","1995","Westdeutschland","maennlich","","","",""
"42","1995","Westdeutschland","weiblich","","","",""
"42","1995","Ostdeutschland","maennlich","","","",""
"42","1995","Ostdeutschland","weiblich","","","",""
"45","1995","Westdeutschland","maennlich","","","",""
"45","1995","Westdeutschland","weiblich","","","",""
"45","1995","Ostdeutschland","maennlich","","","",""
"45","1995","Ostdeutschland","weiblich","","","",""
"48","1995","Westdeutschland","maennlich","","","",""
"48","1995","Westdeutschland","weiblich","","","",""
"48","1995","Ostdeutschland","maennlich","","","",""
"48","1995","Ostdeutschland","weiblich","","","",""
"50","1995","Westdeutschland","maennlich","","","",""
"50","1995","Westdeutschland","weiblich","","","",""
"50","1995","Ostdeutschland","maennlich","","","",""
"50","1995","Ostdeutschland","weiblich","","","",""
"51","1995","Westdeutschland","maennlich","","","",""
"51","1995","Westdeutschland","weiblich","","","",""
"51","1995","Ostdeutschland","maennlich","","","",""
"51","1995","Ostdeutschland","weiblich","","","",""
"64","1995","Westdeutschland","maennlich","","","",""
"64","1995","Westdeutschland","weiblich","","","",""
"64","1995","Ostdeutschland","maennlich","","","",""
"64","1995","Ostdeutschland","weiblich","","","",""
"65","1995","Westdeutschland","maennlich","","","",""
"65","1995","Westdeutschland","weiblich","","","",""
"65","1995","Ostdeutschland","maennlich","","","",""
"65","1995","Ostdeutschland","weiblich","","","",""
"90","1995","Westdeutschland","maennlich","","","",""
"90","1995","Westdeutschland","weiblich","","","",""
"90","1995","Ostdeutschland","maennlich","","","",""
"90","1995","Ostdeutschland","weiblich","","","",""
"98","1995","Westdeutschland","maennlich","","","",""
"98","1995","Westdeutschland","weiblich","","","",""
"98","1995","Ostdeutschland","maennlich","","","",""
"98","1995","Ostdeutschland","weiblich","","","",""
"100","1995","Westdeutschland","maennlich","","","",""
"100","1995","Westdeutschland","weiblich","","","",""
"100","1995","Ostdeutschland","maennlich","","","",""
"100","1995","Ostdeutschland","weiblich","","","",""
"0","1996","Westdeutschland","maennlich","","","",""
"0","1996","Westdeutschland","weiblich","","","",""
"0","1996","Ostdeutschland","maennlich","","","",""
"0","1996","Ostdeutschland","weiblich","","","",""
"1","1996","Westdeutschland","maennlich","329","0.743894513547223","0.702543008066906","0.785246019027539"
"1","1996","Westdeutschland","weiblich","534","0.779311473586771","0.747454610481924","0.811168336691618"
"1","1996","Ostdeutschland","maennlich","120","0.77094488126805","0.70414003600235","0.837749726533749"
"1","1996","Ostdeutschland","weiblich","207","0.731499195181428","0.678240932553935","0.784757457808921"
"2","1996","Westdeutschland","maennlich","60","0.152320097169373","0.118277651424754","0.186362542913992"
"2","1996","Westdeutschland","weiblich","82","0.144715372926735","0.117690089093765","0.171740656759705"
"2","1996","Ostdeutschland","maennlich","19","","",""
"2","1996","Ostdeutschland","weiblich","38","0.193339426321695","0.145881047245785","0.240797805397604"
"3","1996","Westdeutschland","maennlich","20","","",""
"3","1996","Westdeutschland","weiblich","20","","",""
"3","1996","Ostdeutschland","maennlich","5","","",""
"3","1996","Ostdeutschland","weiblich","10","","",""
"4","1996","Westdeutschland","maennlich","4","","",""
"4","1996","Westdeutschland","weiblich","5","","",""
"4","1996","Ostdeutschland","maennlich","1","","",""
"4","1996","Ostdeutschland","weiblich","2","","",""
"5","1996","Westdeutschland","maennlich","7","","",""
"5","1996","Westdeutschland","weiblich","2","","",""
"5","1996","Ostdeutschland","maennlich","","","",""
"5","1996","Ostdeutschland","weiblich","3","","",""
"6","1996","Westdeutschland","maennlich","2","","",""
"6","1996","Westdeutschland","weiblich","1","","",""
"6","1996","Ostdeutschland","maennlich","","","",""
"6","1996","Ostdeutschland","weiblich","1","","",""
"7","1996","Westdeutschland","maennlich","3","","",""
"7","1996","Westdeutschland","weiblich","2","","",""
"7","1996","Ostdeutschland","maennlich","1","","",""
"7","1996","Ostdeutschland","weiblich","3","","",""
"8","1996","Westdeutschland","maennlich","","","",""
"8","1996","Westdeutschland","weiblich","","","",""
"8","1996","Ostdeutschland","maennlich","","","",""
"8","1996","Ostdeutschland","weiblich","","","",""
"9","1996","Westdeutschland","maennlich","1","","",""
"9","1996","Westdeutschland","weiblich","","","",""
"9","1996","Ostdeutschland","maennlich","1","","",""
"9","1996","Ostdeutschland","weiblich","","","",""
"10","1996","Westdeutschland","maennlich","","","",""
"10","1996","Westdeutschland","weiblich","1","","",""
"10","1996","Ostdeutschland","maennlich","1","","",""
"10","1996","Ostdeutschland","weiblich","1","","",""
"11","1996","Westdeutschland","maennlich","","","",""
"11","1996","Westdeutschland","weiblich","","","",""
"11","1996","Ostdeutschland","maennlich","","","",""
"11","1996","Ostdeutschland","weiblich","","","",""
"12","1996","Westdeutschland","maennlich","","","",""
"12","1996","Westdeutschland","weiblich","1","","",""
"12","1996","Ostdeutschland","maennlich","","","",""
"12","1996","Ostdeutschland","weiblich","","","",""
"13","1996","Westdeutschland","maennlich","","","",""
"13","1996","Westdeutschland","weiblich","","","",""
"13","1996","Ostdeutschland","maennlich","","","",""
"13","1996","Ostdeutschland","weiblich","","","",""
"14","1996","Westdeutschland","maennlich","1","","",""
"14","1996","Westdeutschland","weiblich","1","","",""
"14","1996","Ostdeutschland","maennlich","1","","",""
"14","1996","Ostdeutschland","weiblich","1","","",""
"15","1996","Westdeutschland","maennlich","1","","",""
"15","1996","Westdeutschland","weiblich","","","",""
"15","1996","Ostdeutschland","maennlich","1","","",""
"15","1996","Ostdeutschland","weiblich","","","",""
"16","1996","Westdeutschland","maennlich","","","",""
"16","1996","Westdeutschland","weiblich","","","",""
"16","1996","Ostdeutschland","maennlich","","","",""
"16","1996","Ostdeutschland","weiblich","","","",""
"17","1996","Westdeutschland","maennlich","","","",""
"17","1996","Westdeutschland","weiblich","","","",""
"17","1996","Ostdeutschland","maennlich","1","","",""
"17","1996","Ostdeutschland","weiblich","","","",""
"18","1996","Westdeutschland","maennlich","","","",""
"18","1996","Westdeutschland","weiblich","","","",""
"18","1996","Ostdeutschland","maennlich","","","",""
"18","1996","Ostdeutschland","weiblich","","","",""
"19","1996","Westdeutschland","maennlich","","","",""
"19","1996","Westdeutschland","weiblich","","","",""
"19","1996","Ostdeutschland","maennlich","","","",""
"19","1996","Ostdeutschland","weiblich","","","",""
"20","1996","Westdeutschland","maennlich","","","",""
"20","1996","Westdeutschland","weiblich","","","",""
"20","1996","Ostdeutschland","maennlich","","","",""
"20","1996","Ostdeutschland","weiblich","","","",""
"21","1996","Westdeutschland","maennlich","","","",""
"21","1996","Westdeutschland","weiblich","","","",""
"21","1996","Ostdeutschland","maennlich","","","",""
"21","1996","Ostdeutschland","weiblich","","","",""
"22","1996","Westdeutschland","maennlich","","","",""
"22","1996","Westdeutschland","weiblich","","","",""
"22","1996","Ostdeutschland","maennlich","","","",""
"22","1996","Ostdeutschland","weiblich","","","",""
"23","1996","Westdeutschland","maennlich","","","",""
"23","1996","Westdeutschland","weiblich","","","",""
"23","1996","Ostdeutschland","maennlich","","","",""
"23","1996","Ostdeutschland","weiblich","","","",""
"24","1996","Westdeutschland","maennlich","","","",""
"24","1996","Westdeutschland","weiblich","","","",""
"24","1996","Ostdeutschland","maennlich","","","",""
"24","1996","Ostdeutschland","weiblich","","","",""
"25","1996","Westdeutschland","maennlich","","","",""
"25","1996","Westdeutschland","weiblich","","","",""
"25","1996","Ostdeutschland","maennlich","","","",""
"25","1996","Ostdeutschland","weiblich","","","",""
"26","1996","Westdeutschland","maennlich","","","",""
"26","1996","Westdeutschland","weiblich","","","",""
"26","1996","Ostdeutschland","maennlich","","","",""
"26","1996","Ostdeutschland","weiblich","","","",""
"27","1996","Westdeutschland","maennlich","","","",""
"27","1996","Westdeutschland","weiblich","","","",""
"27","1996","Ostdeutschland","maennlich","","","",""
"27","1996","Ostdeutschland","weiblich","","","",""
"28","1996","Westdeutschland","maennlich","","","",""
"28","1996","Westdeutschland","weiblich","1","","",""
"28","1996","Ostdeutschland","maennlich","","","",""
"28","1996","Ostdeutschland","weiblich","","","",""
"30","1996","Westdeutschland","maennlich","","","",""
"30","1996","Westdeutschland","weiblich","","","",""
"30","1996","Ostdeutschland","maennlich","1","","",""
"30","1996","Ostdeutschland","weiblich","","","",""
"31","1996","Westdeutschland","maennlich","","","",""
"31","1996","Westdeutschland","weiblich","","","",""
"31","1996","Ostdeutschland","maennlich","","","",""
"31","1996","Ostdeutschland","weiblich","","","",""
"32","1996","Westdeutschland","maennlich","","","",""
"32","1996","Westdeutschland","weiblich","","","",""
"32","1996","Ostdeutschland","maennlich","","","",""
"32","1996","Ostdeutschland","weiblich","","","",""
"35","1996","Westdeutschland","maennlich","","","",""
"35","1996","Westdeutschland","weiblich","1","","",""
"35","1996","Ostdeutschland","maennlich","","","",""
"35","1996","Ostdeutschland","weiblich","","","",""
"36","1996","Westdeutschland","maennlich","","","",""
"36","1996","Westdeutschland","weiblich","","","",""
"36","1996","Ostdeutschland","maennlich","","","",""
"36","1996","Ostdeutschland","weiblich","","","",""
"40","1996","Westdeutschland","maennlich","","","",""
"40","1996","Westdeutschland","weiblich","","","",""
"40","1996","Ostdeutschland","maennlich","","","",""
"40","1996","Ostdeutschland","weiblich","","","",""
"42","1996","Westdeutschland","maennlich","","","",""
"42","1996","Westdeutschland","weiblich","","","",""
"42","1996","Ostdeutschland","maennlich","","","",""
"42","1996","Ostdeutschland","weiblich","","","",""
"45","1996","Westdeutschland","maennlich","","","",""
"45","1996","Westdeutschland","weiblich","","","",""
"45","1996","Ostdeutschland","maennlich","","","",""
"45","1996","Ostdeutschland","weiblich","","","",""
"48","1996","Westdeutschland","maennlich","","","",""
"48","1996","Westdeutschland","weiblich","","","",""
"48","1996","Ostdeutschland","maennlich","","","",""
"48","1996","Ostdeutschland","weiblich","","","",""
"50","1996","Westdeutschland","maennlich","","","",""
"50","1996","Westdeutschland","weiblich","","","",""
"50","1996","Ostdeutschland","maennlich","","","",""
"50","1996","Ostdeutschland","weiblich","","","",""
"51","1996","Westdeutschland","maennlich","","","",""
"51","1996","Westdeutschland","weiblich","","","",""
"51","1996","Ostdeutschland","maennlich","","","",""
"51","1996","Ostdeutschland","weiblich","","","",""
"64","1996","Westdeutschland","maennlich","","","",""
"64","1996","Westdeutschland","weiblich","","","",""
"64","1996","Ostdeutschland","maennlich","","","",""
"64","1996","Ostdeutschland","weiblich","","","",""
"65","1996","Westdeutschland","maennlich","","","",""
"65","1996","Westdeutschland","weiblich","","","",""
"65","1996","Ostdeutschland","maennlich","","","",""
"65","1996","Ostdeutschland","weiblich","","","",""
"90","1996","Westdeutschland","maennlich","","","",""
"90","1996","Westdeutschland","weiblich","","","",""
"90","1996","Ostdeutschland","maennlich","","","",""
"90","1996","Ostdeutschland","weiblich","","","",""
"98","1996","Westdeutschland","maennlich","","","",""
"98","1996","Westdeutschland","weiblich","","","",""
"98","1996","Ostdeutschland","maennlich","","","",""
"98","1996","Ostdeutschland","weiblich","","","",""
"100","1996","Westdeutschland","maennlich","","","",""
"100","1996","Westdeutschland","weiblich","","","",""
"100","1996","Ostdeutschland","maennlich","","","",""
"100","1996","Ostdeutschland","weiblich","","","",""
"0","1997","Westdeutschland","maennlich","","","",""
"0","1997","Westdeutschland","weiblich","","","",""
"0","1997","Ostdeutschland","maennlich","","","",""
"0","1997","Ostdeutschland","weiblich","","","",""
"1","1997","Westdeutschland","maennlich","324","0.73399068995345","0.69137527130889","0.77660610859801"
"1","1997","Westdeutschland","weiblich","531","0.813145293809876","0.783316735174908","0.842973852444843"
"1","1997","Ostdeutschland","maennlich","128","0.744361150482287","0.679914992212553","0.808807308752021"
"1","1997","Ostdeutschland","weiblich","168","0.751401460790187","0.69517762568344","0.807625295896934"
"2","1997","Westdeutschland","maennlich","56","0.151593532276386","0.117006333743138","0.186180730809634"
"2","1997","Westdeutschland","weiblich","94","0.13377311835821","0.107723796287596","0.159822440428824"
"2","1997","Ostdeutschland","maennlich","27","","",""
"2","1997","Ostdeutschland","weiblich","45","0.181113832301896","0.131015561018665","0.231212103585126"
"3","1997","Westdeutschland","maennlich","15","","",""
"3","1997","Westdeutschland","weiblich","16","","",""
"3","1997","Ostdeutschland","maennlich","15","","",""
"3","1997","Ostdeutschland","weiblich","7","","",""
"4","1997","Westdeutschland","maennlich","4","","",""
"4","1997","Westdeutschland","weiblich","5","","",""
"4","1997","Ostdeutschland","maennlich","1","","",""
"4","1997","Ostdeutschland","weiblich","2","","",""
"5","1997","Westdeutschland","maennlich","3","","",""
"5","1997","Westdeutschland","weiblich","4","","",""
"5","1997","Ostdeutschland","maennlich","","","",""
"5","1997","Ostdeutschland","weiblich","1","","",""
"6","1997","Westdeutschland","maennlich","","","",""
"6","1997","Westdeutschland","weiblich","1","","",""
"6","1997","Ostdeutschland","maennlich","","","",""
"6","1997","Ostdeutschland","weiblich","1","","",""
"7","1997","Westdeutschland","maennlich","3","","",""
"7","1997","Westdeutschland","weiblich","1","","",""
"7","1997","Ostdeutschland","maennlich","1","","",""
"7","1997","Ostdeutschland","weiblich","1","","",""
"8","1997","Westdeutschland","maennlich","1","","",""
"8","1997","Westdeutschland","weiblich","1","","",""
"8","1997","Ostdeutschland","maennlich","2","","",""
"8","1997","Ostdeutschland","weiblich","","","",""
"9","1997","Westdeutschland","maennlich","","","",""
"9","1997","Westdeutschland","weiblich","","","",""
"9","1997","Ostdeutschland","maennlich","","","",""
"9","1997","Ostdeutschland","weiblich","","","",""
"10","1997","Westdeutschland","maennlich","1","","",""
"10","1997","Westdeutschland","weiblich","","","",""
"10","1997","Ostdeutschland","maennlich","","","",""
"10","1997","Ostdeutschland","weiblich","","","",""
"11","1997","Westdeutschland","maennlich","","","",""
"11","1997","Westdeutschland","weiblich","","","",""
"11","1997","Ostdeutschland","maennlich","","","",""
"11","1997","Ostdeutschland","weiblich","","","",""
"12","1997","Westdeutschland","maennlich","3","","",""
"12","1997","Westdeutschland","weiblich","1","","",""
"12","1997","Ostdeutschland","maennlich","","","",""
"12","1997","Ostdeutschland","weiblich","1","","",""
"13","1997","Westdeutschland","maennlich","","","",""
"13","1997","Westdeutschland","weiblich","","","",""
"13","1997","Ostdeutschland","maennlich","","","",""
"13","1997","Ostdeutschland","weiblich","","","",""
"14","1997","Westdeutschland","maennlich","2","","",""
"14","1997","Westdeutschland","weiblich","","","",""
"14","1997","Ostdeutschland","maennlich","1","","",""
"14","1997","Ostdeutschland","weiblich","","","",""
"15","1997","Westdeutschland","maennlich","1","","",""
"15","1997","Westdeutschland","weiblich","","","",""
"15","1997","Ostdeutschland","maennlich","","","",""
"15","1997","Ostdeutschland","weiblich","","","",""
"16","1997","Westdeutschland","maennlich","","","",""
"16","1997","Westdeutschland","weiblich","","","",""
"16","1997","Ostdeutschland","maennlich","","","",""
"16","1997","Ostdeutschland","weiblich","","","",""
"17","1997","Westdeutschland","maennlich","","","",""
"17","1997","Westdeutschland","weiblich","","","",""
"17","1997","Ostdeutschland","maennlich","","","",""
"17","1997","Ostdeutschland","weiblich","","","",""
"18","1997","Westdeutschland","maennlich","","","",""
"18","1997","Westdeutschland","weiblich","","","",""
"18","1997","Ostdeutschland","maennlich","","","",""
"18","1997","Ostdeutschland","weiblich","","","",""
"19","1997","Westdeutschland","maennlich","","","",""
