"ple0055","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"15","1993","weiblich","","","",""
"16","1993","männlich","","","",""
"16","1993","weiblich","","","",""
"17","1993","männlich","","","",""
"17","1993","weiblich","","","",""
"18","1993","männlich","","","",""
"18","1993","weiblich","","","",""
"19","1993","männlich","","","",""
"19","1993","weiblich","","","",""
"20","1993","männlich","","","",""
"20","1993","weiblich","","","",""
"21","1993","männlich","","","",""
"21","1993","weiblich","","","",""
"22","1993","männlich","","","",""
"22","1993","weiblich","","","",""
"23","1993","männlich","","","",""
"23","1993","weiblich","","","",""
"24","1993","männlich","","","",""
"24","1993","weiblich","","","",""
"25","1993","männlich","","","",""
"25","1993","weiblich","","","",""
"26","1993","männlich","","","",""
"26","1993","weiblich","","","",""
"27","1993","männlich","","","",""
"27","1993","weiblich","","","",""
"28","1993","männlich","","","",""
"28","1993","weiblich","","","",""
"30","1993","männlich","","","",""
"30","1993","weiblich","","","",""
"31","1993","männlich","","","",""
"31","1993","weiblich","","","",""
"32","1993","männlich","","","",""
"32","1993","weiblich","","","",""
"35","1993","männlich","","","",""
"35","1993","weiblich","","","",""
"36","1993","männlich","","","",""
"36","1993","weiblich","","","",""
"40","1993","männlich","","","",""
"40","1993","weiblich","","","",""
"42","1993","männlich","","","",""
"42","1993","weiblich","","","",""
"45","1993","männlich","","","",""
"45","1993","weiblich","","","",""
"48","1993","männlich","","","",""
"48","1993","weiblich","","","",""
"50","1993","männlich","","","",""
"50","1993","weiblich","","","",""
"51","1993","männlich","","","",""
"51","1993","weiblich","","","",""
"64","1993","männlich","","","",""
"64","1993","weiblich","","","",""
"65","1993","männlich","","","",""
"65","1993","weiblich","","","",""
"90","1993","männlich","","","",""
"90","1993","weiblich","","","",""
"98","1993","männlich","","","",""
"98","1993","weiblich","","","",""
"100","1993","männlich","","","",""
"100","1993","weiblich","","","",""
"0","1994","männlich","","","",""
"0","1994","weiblich","","","",""
"1","1994","männlich","416","0.784130878219111","0.748971210715304","0.819290545722918"
"1","1994","weiblich","698","0.779569968034313","0.752024421316009","0.807115514752616"
"2","1994","männlich","70","0.136706953432306","0.107348738686525","0.166065168178086"
"2","1994","weiblich","116","0.147988825942346","0.124393522201588","0.171584129683105"
"3","1994","männlich","17","","",""
"3","1994","weiblich","25","","",""
"4","1994","männlich","13","","",""
"4","1994","weiblich","5","","",""
"5","1994","männlich","3","","",""
"5","1994","weiblich","5","","",""
"6","1994","männlich","1","","",""
"6","1994","weiblich","6","","",""
"7","1994","männlich","","","",""
"7","1994","weiblich","4","","",""
"8","1994","männlich","1","","",""
"8","1994","weiblich","3","","",""
"9","1994","männlich","","","",""
"9","1994","weiblich","","","",""
"10","1994","männlich","","","",""
"10","1994","weiblich","3","","",""
"11","1994","männlich","","","",""
"11","1994","weiblich","","","",""
"12","1994","männlich","1","","",""
"12","1994","weiblich","","","",""
"13","1994","männlich","","","",""
"13","1994","weiblich","1","","",""
"14","1994","männlich","2","","",""
"14","1994","weiblich","1","","",""
"15","1994","männlich","","","",""
"15","1994","weiblich","1","","",""
"16","1994","männlich","1","","",""
"16","1994","weiblich","","","",""
"17","1994","männlich","","","",""
"17","1994","weiblich","","","",""
"18","1994","männlich","","","",""
"18","1994","weiblich","","","",""
"19","1994","männlich","","","",""
"19","1994","weiblich","","","",""
"20","1994","männlich","","","",""
"20","1994","weiblich","","","",""
"21","1994","männlich","","","",""
"21","1994","weiblich","2","","",""
"22","1994","männlich","","","",""
"22","1994","weiblich","","","",""
"23","1994","männlich","","","",""
"23","1994","weiblich","","","",""
"24","1994","männlich","","","",""
"24","1994","weiblich","","","",""
"25","1994","männlich","","","",""
"25","1994","weiblich","","","",""
"26","1994","männlich","","","",""
"26","1994","weiblich","","","",""
"27","1994","männlich","","","",""
"27","1994","weiblich","","","",""
"28","1994","männlich","","","",""
"28","1994","weiblich","","","",""
"30","1994","männlich","","","",""
"30","1994","weiblich","","","",""
"31","1994","männlich","","","",""
"31","1994","weiblich","","","",""
"32","1994","männlich","","","",""
"32","1994","weiblich","","","",""
"35","1994","männlich","","","",""
"35","1994","weiblich","","","",""
"36","1994","männlich","","","",""
"36","1994","weiblich","","","",""
"40","1994","männlich","","","",""
"40","1994","weiblich","","","",""
"42","1994","männlich","","","",""
"42","1994","weiblich","","","",""
"45","1994","männlich","","","",""
"45","1994","weiblich","","","",""
"48","1994","männlich","","","",""
"48","1994","weiblich","","","",""
"50","1994","männlich","1","","",""
"50","1994","weiblich","","","",""
"51","1994","männlich","","","",""
"51","1994","weiblich","","","",""
"64","1994","männlich","","","",""
"64","1994","weiblich","","","",""
"65","1994","männlich","","","",""
"65","1994","weiblich","","","",""
"90","1994","männlich","","","",""
"90","1994","weiblich","","","",""
"98","1994","männlich","","","",""
"98","1994","weiblich","","","",""
"100","1994","männlich","","","",""
"100","1994","weiblich","","","",""
"0","1995","männlich","1","","",""
"0","1995","weiblich","6","","",""
"1","1995","männlich","428","0.734066000540806","0.697730728971186","0.770401272110426"
"1","1995","weiblich","694","0.748574572930628","0.720184010032192","0.776965135829063"
"2","1995","männlich","89","0.163274403227837","0.132877838594437","0.193670967861237"
"2","1995","weiblich","127","0.163600289092688","0.139392738961755","0.187807839223621"
"3","1995","männlich","24","","",""
"3","1995","weiblich","31","0.0432359851191496","0.0299260185351579","0.0565459517031413"
"4","1995","männlich","12","","",""
"4","1995","weiblich","14","","",""
"5","1995","männlich","2","","",""
"5","1995","weiblich","9","","",""
"6","1995","männlich","2","","",""
"6","1995","weiblich","5","","",""
"7","1995","männlich","1","","",""
"7","1995","weiblich","1","","",""
"8","1995","männlich","","","",""
"8","1995","weiblich","3","","",""
"9","1995","männlich","","","",""
"9","1995","weiblich","1","","",""
"10","1995","männlich","1","","",""
"10","1995","weiblich","1","","",""
"11","1995","männlich","2","","",""
"11","1995","weiblich","3","","",""
"12","1995","männlich","1","","",""
"12","1995","weiblich","2","","",""
"13","1995","männlich","","","",""
"13","1995","weiblich","","","",""
"14","1995","männlich","1","","",""
"14","1995","weiblich","","","",""
"15","1995","männlich","","","",""
"15","1995","weiblich","","","",""
"16","1995","männlich","","","",""
"16","1995","weiblich","","","",""
"17","1995","männlich","","","",""
"17","1995","weiblich","","","",""
"18","1995","männlich","1","","",""
"18","1995","weiblich","","","",""
"19","1995","männlich","","","",""
"19","1995","weiblich","","","",""
"20","1995","männlich","1","","",""
"20","1995","weiblich","","","",""
"21","1995","männlich","1","","",""
"21","1995","weiblich","","","",""
"22","1995","männlich","","","",""
"22","1995","weiblich","","","",""
"23","1995","männlich","","","",""
"23","1995","weiblich","","","",""
"24","1995","männlich","","","",""
"24","1995","weiblich","","","",""
"25","1995","männlich","","","",""
"25","1995","weiblich","","","",""
"26","1995","männlich","","","",""
"26","1995","weiblich","","","",""
"27","1995","männlich","","","",""
"27","1995","weiblich","","","",""
"28","1995","männlich","","","",""
"28","1995","weiblich","","","",""
"30","1995","männlich","","","",""
"30","1995","weiblich","","","",""
"31","1995","männlich","","","",""
"31","1995","weiblich","","","",""
"32","1995","männlich","","","",""
"32","1995","weiblich","","","",""
"35","1995","männlich","1","","",""
"35","1995","weiblich","","","",""
"36","1995","männlich","","","",""
"36","1995","weiblich","","","",""
"40","1995","männlich","","","",""
"40","1995","weiblich","","","",""
"42","1995","männlich","","","",""
"42","1995","weiblich","","","",""
"45","1995","männlich","","","",""
"45","1995","weiblich","","","",""
"48","1995","männlich","","","",""
"48","1995","weiblich","","","",""
"50","1995","männlich","","","",""
"50","1995","weiblich","","","",""
"51","1995","männlich","","","",""
"51","1995","weiblich","","","",""
"64","1995","männlich","","","",""
"64","1995","weiblich","","","",""
"65","1995","männlich","","","",""
"65","1995","weiblich","","","",""
"90","1995","männlich","","","",""
"90","1995","weiblich","","","",""
"98","1995","männlich","","","",""
"98","1995","weiblich","","","",""
"100","1995","männlich","","","",""
"100","1995","weiblich","","","",""
"0","1996","männlich","","","",""
"0","1996","weiblich","","","",""
"1","1996","männlich","449","0.749053960358747","0.713769716122403","0.784338204595091"
"1","1996","weiblich","741","0.769864933632345","0.742621484406511","0.797108382858179"
"2","1996","männlich","79","0.149984842812575","0.120926481775956","0.179043203849195"
"2","1996","weiblich","120","0.154322299817931","0.130940377894726","0.177704221741136"
"3","1996","männlich","25","","",""
"3","1996","weiblich","30","0.0387923638558525","0.0262942305761831","0.0512904971355219"
"4","1996","männlich","5","","",""
"4","1996","weiblich","7","","",""
"5","1996","männlich","7","","",""
"5","1996","weiblich","5","","",""
"6","1996","männlich","2","","",""
"6","1996","weiblich","2","","",""
"7","1996","männlich","4","","",""
"7","1996","weiblich","5","","",""
"8","1996","männlich","","","",""
"8","1996","weiblich","","","",""
"9","1996","männlich","2","","",""
"9","1996","weiblich","","","",""
"10","1996","männlich","1","","",""
"10","1996","weiblich","2","","",""
"11","1996","männlich","","","",""
"11","1996","weiblich","","","",""
"12","1996","männlich","","","",""
"12","1996","weiblich","1","","",""
"13","1996","männlich","","","",""
"13","1996","weiblich","","","",""
"14","1996","männlich","2","","",""
"14","1996","weiblich","2","","",""
"15","1996","männlich","2","","",""
"15","1996","weiblich","","","",""
"16","1996","männlich","","","",""
"16","1996","weiblich","","","",""
"17","1996","männlich","1","","",""
"17","1996","weiblich","","","",""
"18","1996","männlich","","","",""
"18","1996","weiblich","","","",""
"19","1996","männlich","","","",""
"19","1996","weiblich","","","",""
"20","1996","männlich","","","",""
"20","1996","weiblich","","","",""
"21","1996","männlich","","","",""
"21","1996","weiblich","","","",""
"22","1996","männlich","","","",""
"22","1996","weiblich","","","",""
"23","1996","männlich","","","",""
"23","1996","weiblich","","","",""
"24","1996","männlich","","","",""
"24","1996","weiblich","","","",""
"25","1996","männlich","","","",""
"25","1996","weiblich","","","",""
"26","1996","männlich","","","",""
"26","1996","weiblich","","","",""
"27","1996","männlich","","","",""
"27","1996","weiblich","","","",""
"28","1996","männlich","","","",""
"28","1996","weiblich","1","","",""
"30","1996","männlich","1","","",""
"30","1996","weiblich","","","",""
"31","1996","männlich","","","",""
"31","1996","weiblich","","","",""
"32","1996","männlich","","","",""
"32","1996","weiblich","","","",""
"35","1996","männlich","","","",""
"35","1996","weiblich","1","","",""
"36","1996","männlich","","","",""
"36","1996","weiblich","","","",""
"40","1996","männlich","","","",""
"40","1996","weiblich","","","",""
"42","1996","männlich","","","",""
"42","1996","weiblich","","","",""
"45","1996","männlich","","","",""
"45","1996","weiblich","","","",""
"48","1996","männlich","","","",""
"48","1996","weiblich","","","",""
"50","1996","männlich","","","",""
"50","1996","weiblich","","","",""
"51","1996","männlich","","","",""
"51","1996","weiblich","","","",""
"64","1996","männlich","","","",""
"64","1996","weiblich","","","",""
"65","1996","männlich","","","",""
"65","1996","weiblich","","","",""
"90","1996","männlich","","","",""
"90","1996","weiblich","","","",""
"98","1996","männlich","","","",""
"98","1996","weiblich","","","",""
"100","1996","männlich","","","",""
"100","1996","weiblich","","","",""
"0","1997","männlich","","","",""
"0","1997","weiblich","","","",""
"1","1997","männlich","452","0.73610878587606","0.700515022422591","0.771702549329529"
"1","1997","weiblich","699","0.801621627579685","0.775318971065088","0.827924284094281"
"2","1997","männlich","83","0.147609061597028","0.11896290475963","0.176255218434425"
"2","1997","weiblich","139","0.142608633743399","0.119544868877746","0.165672398609051"
"3","1997","männlich","30","0.0540892744881638","0.0358221117989335","0.0723564371773942"
"3","1997","weiblich","23","","",""
"4","1997","männlich","5","","",""
"4","1997","weiblich","7","","",""
"5","1997","männlich","3","","",""
"5","1997","weiblich","5","","",""
"6","1997","männlich","","","",""
"6","1997","weiblich","2","","",""
"7","1997","männlich","4","","",""
"7","1997","weiblich","2","","",""
"8","1997","männlich","3","","",""
"8","1997","weiblich","1","","",""
"9","1997","männlich","","","",""
"9","1997","weiblich","","","",""
"10","1997","männlich","1","","",""
"10","1997","weiblich","","","",""
"11","1997","männlich","","","",""
"11","1997","weiblich","","","",""
"12","1997","männlich","3","","",""
"12","1997","weiblich","2","","",""
"13","1997","männlich","","","",""
"13","1997","weiblich","","","",""
"14","1997","männlich","3","","",""
"14","1997","weiblich","","","",""
"15","1997","männlich","1","","",""
"15","1997","weiblich","","","",""
"16","1997","männlich","","","",""
"16","1997","weiblich","","","",""
"17","1997","männlich","","","",""
"17","1997","weiblich","","","",""
"18","1997","männlich","","","",""
"18","1997","weiblich","","","",""
"19","1997","männlich","","","",""
"19","1997","weiblich","","","",""
"20","1997","männlich","","","",""
"20","1997","weiblich","","","",""
"21","1997","männlich","","","",""
"21","1997","weiblich","1","","",""
"22","1997","männlich","","","",""
"22","1997","weiblich","","","",""
"23","1997","männlich","","","",""
"23","1997","weiblich","","","",""
"24","1997","männlich","","","",""
"24","1997","weiblich","","","",""
"25","1997","männlich","","","",""
"25","1997","weiblich","","","",""
"26","1997","männlich","","","",""
"26","1997","weiblich","","","",""
"27","1997","männlich","","","",""
"27","1997","weiblich","","","",""
"28","1997","männlich","","","",""
"28","1997","weiblich","","","",""
"30","1997","männlich","1","","",""
"30","1997","weiblich","1","","",""
"31","1997","männlich","","","",""
"31","1997","weiblich","","","",""
"32","1997","männlich","","","",""
"32","1997","weiblich","","","",""
"35","1997","männlich","","","",""
"35","1997","weiblich","","","",""
"36","1997","männlich","","","",""
"36","1997","weiblich","1","","",""
"40","1997","männlich","","","",""
"40","1997","weiblich","","","",""
"42","1997","männlich","","","",""
"42","1997","weiblich","","","",""
"45","1997","männlich","","","",""
"45","1997","weiblich","","","",""
"48","1997","männlich","","","",""
"48","1997","weiblich","","","",""
"50","1997","männlich","","","",""
"50","1997","weiblich","","","",""
"51","1997","männlich","","","",""
"51","1997","weiblich","","","",""
"64","1997","männlich","","","",""
"64","1997","weiblich","","","",""
"65","1997","männlich","","","",""
"65","1997","weiblich","","","",""
"90","1997","männlich","","","",""
"90","1997","weiblich","","","",""
"98","1997","männlich","","","",""
"98","1997","weiblich","","","",""
"100","1997","männlich","","","",""
"100","1997","weiblich","","","",""
"0","1998","männlich","","","",""
"0","1998","weiblich","","","",""
"1","1998","männlich","510","0.755690591822263","0.722909891558037","0.788471292086488"
"1","1998","weiblich","775","0.767052759439612","0.740734772490589","0.793370746388635"
"2","1998","männlich","99","0.147932731276866","0.120846710801957","0.175018751751774"
"2","1998","weiblich","157","0.168164548405584","0.144878424760099","0.191450672051068"
"3","1998","männlich","18","","",""
"3","1998","weiblich","35","0.0356416335918034","0.0240988835616577","0.0471843836219492"
"4","1998","männlich","13","","",""
"4","1998","weiblich","10","","",""
"5","1998","männlich","6","","",""
"5","1998","weiblich","5","","",""
"6","1998","männlich","3","","",""
"6","1998","weiblich","3","","",""
"7","1998","männlich","3","","",""
"7","1998","weiblich","1","","",""
"8","1998","männlich","2","","",""
"8","1998","weiblich","2","","",""
"9","1998","männlich","1","","",""
"9","1998","weiblich","","","",""
"10","1998","männlich","","","",""
"10","1998","weiblich","","","",""
"11","1998","männlich","","","",""
"11","1998","weiblich","","","",""
"12","1998","männlich","1","","",""
"12","1998","weiblich","","","",""
"13","1998","männlich","","","",""
"13","1998","weiblich","","","",""
"14","1998","männlich","","","",""
"14","1998","weiblich","2","","",""
"15","1998","männlich","","","",""
"15","1998","weiblich","","","",""
"16","1998","männlich","1","","",""
"16","1998","weiblich","","","",""
"17","1998","männlich","","","",""
"17","1998","weiblich","","","",""
"18","1998","männlich","","","",""
"18","1998","weiblich","","","",""
"19","1998","männlich","","","",""
"19","1998","weiblich","","","",""
"20","1998","männlich","2","","",""
"20","1998","weiblich","","","",""
"21","1998","männlich","","","",""
"21","1998","weiblich","","","",""
"22","1998","männlich","","","",""
"22","1998","weiblich","1","","",""
"23","1998","männlich","","","",""
"23","1998","weiblich","","","",""
"24","1998","männlich","","","",""
"24","1998","weiblich","","","",""
"25","1998","männlich","","","",""
"25","1998","weiblich","","","",""
"26","1998","männlich","","","",""
"26","1998","weiblich","","","",""
"27","1998","männlich","","","",""
"27","1998","weiblich","","","",""
"28","1998","männlich","","","",""
"28","1998","weiblich","","","",""
"30","1998","männlich","","","",""
"30","1998","weiblich","","","",""
"31","1998","männlich","","","",""
"31","1998","weiblich","","","",""
"32","1998","männlich","","","",""
"32","1998","weiblich","","","",""
"35","1998","männlich","","","",""
"35","1998","weiblich","","","",""
"36","1998","männlich","","","",""
"36","1998","weiblich","","","",""
"40","1998","männlich","","","",""
"40","1998","weiblich","","","",""
"42","1998","männlich","","","",""
"42","1998","weiblich","","","",""
"45","1998","männlich","","","",""
"45","1998","weiblich","","","",""
"48","1998","männlich","","","",""
"48","1998","weiblich","","","",""
"50","1998","männlich","","","",""
"50","1998","weiblich","","","",""
"51","1998","männlich","","","",""
"51","1998","weiblich","","","",""
"64","1998","männlich","1","","",""
"64","1998","weiblich","","","",""
"65","1998","männlich","","","",""
"65","1998","weiblich","","","",""
"90","1998","männlich","","","",""
"90","1998","weiblich","","","",""
"98","1998","männlich","","","",""
"98","1998","weiblich","","","",""
"100","1998","männlich","","","",""
"100","1998","weiblich","","","",""
"0","1999","männlich","","","",""
"0","1999","weiblich","","","",""
"1","1999","männlich","485","0.724789859113573","0.690768052881252","0.758811665345894"
"1","1999","weiblich","734","0.76267697627482","0.735551807984205","0.789802144565435"
"2","1999","männlich","104","0.160110675375758","0.132176215942401","0.188045134809116"
"2","1999","weiblich","152","0.164316099863947","0.140689933185203","0.187942266542691"
"3","1999","männlich","38","0.067172337625277","0.0481039032921267","0.0862407719584272"
"3","1999","weiblich","27","","",""
"4","1999","männlich","14","","",""
"4","1999","weiblich","9","","",""
"5","1999","männlich","9","","",""
"5","1999","weiblich","7","","",""
"6","1999","männlich","5","","",""
"6","1999","weiblich","4","","",""
"7","1999","männlich","2","","",""
"7","1999","weiblich","5","","",""
"8","1999","männlich","1","","",""
"8","1999","weiblich","","","",""
"9","1999","männlich","1","","",""
"9","1999","weiblich","","","",""
"10","1999","männlich","1","","",""
"10","1999","weiblich","2","","",""
"11","1999","männlich","","","",""
"11","1999","weiblich","1","","",""
"12","1999","männlich","","","",""
"12","1999","weiblich","2","","",""
"13","1999","männlich","","","",""
"13","1999","weiblich","1","","",""
"14","1999","männlich","","","",""
"14","1999","weiblich","1","","",""
"15","1999","männlich","","","",""
"15","1999","weiblich","","","",""
"16","1999","männlich","","","",""
"16","1999","weiblich","","","",""
"17","1999","männlich","","","",""
"17","1999","weiblich","","","",""
"18","1999","männlich","","","",""
"18","1999","weiblich","","","",""
"19","1999","männlich","1","","",""
"19","1999","weiblich","","","",""
"20","1999","männlich","","","",""
"20","1999","weiblich","","","",""
"21","1999","männlich","","","",""
"21","1999","weiblich","","","",""
"22","1999","männlich","","","",""
"22","1999","weiblich","","","",""
"23","1999","männlich","","","",""
"23","1999","weiblich","","","",""
"24","1999","männlich","","","",""
"24","1999","weiblich","","","",""
"25","1999","männlich","","","",""
"25","1999","weiblich","","","",""
"26","1999","männlich","","","",""
"26","1999","weiblich","","","",""
"27","1999","männlich","","","",""
"27","1999","weiblich","","","",""
"28","1999","männlich","","","",""
"28","1999","weiblich","","","",""
"30","1999","männlich","1","","",""
"30","1999","weiblich","","","",""
"31","1999","männlich","","","",""
"31","1999","weiblich","","","",""
"32","1999","männlich","","","",""
"32","1999","weiblich","","","",""
"35","1999","männlich","","","",""
"35","1999","weiblich","","","",""
"36","1999","männlich","","","",""
"36","1999","weiblich","","","",""
"40","1999","männlich","","","",""
"40","1999","weiblich","","","",""
"42","1999","männlich","","","",""
"42","1999","weiblich","","","",""
"45","1999","männlich","","","",""
"45","1999","weiblich","","","",""
"48","1999","männlich","","","",""
"48","1999","weiblich","","","",""
"50","1999","männlich","","","",""
"50","1999","weiblich","","","",""
"51","1999","männlich","","","",""
"51","1999","weiblich","","","",""
"64","1999","männlich","","","",""
"64","1999","weiblich","","","",""
"65","1999","männlich","","","",""
"65","1999","weiblich","","","",""
"90","1999","männlich","","","",""
"90","1999","weiblich","","","",""
"98","1999","männlich","","","",""
"98","1999","weiblich","","","",""
"100","1999","männlich","","","",""
"100","1999","weiblich","","","",""
"0","2000","männlich","","","",""
"0","2000","weiblich","","","",""
"1","2000","männlich","830","0.689895456521272","0.663380767215494","0.71641014582705"
"1","2000","weiblich","1232","0.754011627152544","0.73301383057079","0.775009423734299"
"2","2000","männlich","210","0.187865166782019","0.165473932413326","0.210256401150713"
"2","2000","weiblich","254","0.165025388492952","0.146927019855878","0.183123757130026"
"3","2000","männlich","59","0.0601835300810222","0.0465502238434491","0.0738168363185953"
"3","2000","weiblich","60","0.0411997054926563","0.0315093759175182","0.0508900350677943"
"4","2000","männlich","21","","",""
"4","2000","weiblich","24","","",""
"5","2000","männlich","12","","",""
"5","2000","weiblich","9","","",""
"6","2000","männlich","8","","",""
"6","2000","weiblich","11","","",""
"7","2000","männlich","5","","",""
"7","2000","weiblich","6","","",""
"8","2000","männlich","6","","",""
"8","2000","weiblich","5","","",""
"9","2000","männlich","4","","",""
"9","2000","weiblich","4","","",""
"10","2000","männlich","3","","",""
"10","2000","weiblich","2","","",""
"11","2000","männlich","1","","",""
"11","2000","weiblich","1","","",""
"12","2000","männlich","2","","",""
"12","2000","weiblich","1","","",""
"13","2000","männlich","1","","",""
"13","2000","weiblich","2","","",""
"14","2000","männlich","2","","",""
"14","2000","weiblich","2","","",""
"15","2000","männlich","","","",""
"15","2000","weiblich","","","",""
"16","2000","männlich","","","",""
"16","2000","weiblich","","","",""
"17","2000","männlich","1","","",""
"17","2000","weiblich","","","",""
"18","2000","männlich","","","",""
"18","2000","weiblich","","","",""
"19","2000","männlich","","","",""
"19","2000","weiblich","","","",""
"20","2000","männlich","1","","",""
"20","2000","weiblich","1","","",""
"21","2000","männlich","1","","",""
"21","2000","weiblich","","","",""
"22","2000","männlich","1","","",""
"22","2000","weiblich","","","",""
"23","2000","männlich","","","",""
"23","2000","weiblich","","","",""
"24","2000","männlich","","","",""
"24","2000","weiblich","1","","",""
"25","2000","männlich","","","",""
"25","2000","weiblich","","","",""
"26","2000","männlich","","","",""
"26","2000","weiblich","","","",""
"27","2000","männlich","","","",""
"27","2000","weiblich","","","",""
"28","2000","männlich","","","",""
"28","2000","weiblich","","","",""
"30","2000","männlich","","","",""
"30","2000","weiblich","1","","",""
"31","2000","männlich","","","",""
"31","2000","weiblich","","","",""
"32","2000","männlich","","","",""
"32","2000","weiblich","","","",""
"35","2000","männlich","","","",""
"35","2000","weiblich","","","",""
"36","2000","männlich","","","",""
"36","2000","weiblich","","","",""
"40","2000","männlich","","","",""
"40","2000","weiblich","","","",""
"42","2000","männlich","","","",""
"42","2000","weiblich","","","",""
"45","2000","männlich","1","","",""
"45","2000","weiblich","","","",""
"48","2000","männlich","","","",""
"48","2000","weiblich","","","",""
"50","2000","männlich","","","",""
"50","2000","weiblich","","","",""
"51","2000","männlich","","","",""
"51","2000","weiblich","","","",""
"64","2000","männlich","","","",""
"64","2000","weiblich","","","",""
"65","2000","männlich","","","",""
"65","2000","weiblich","","","",""
"90","2000","männlich","","","",""
"90","2000","weiblich","","","",""
"98","2000","männlich","","","",""
"98","2000","weiblich","","","",""
"100","2000","männlich","","","",""
"100","2000","weiblich","","","",""
"0","2001","männlich","","","",""
"0","2001","weiblich","","","",""
"1","2001","männlich","769","0.714684593835625","0.687538879137404","0.741830308533846"
"1","2001","weiblich","1205","0.773384196175345","0.752352054034537","0.794416338316154"
"2","2001","männlich","204","0.201083206069792","0.176988583121272","0.225177829018312"
"2","2001","weiblich","233","0.171672815015282","0.152727907631725","0.190617722398838"
"3","2001","männlich","55","0.0474790832252116","0.0346949913921709","0.0602631750582523"
"3","2001","weiblich","57","0.0383249391530702","0.0286800846918357","0.0479697936143047"
"4","2001","männlich","15","","",""
"4","2001","weiblich","12","","",""
"5","2001","männlich","10","","",""
"5","2001","weiblich","6","","",""
"6","2001","männlich","5","","",""
"6","2001","weiblich","1","","",""
"7","2001","männlich","1","","",""
"7","2001","weiblich","","","",""
"8","2001","männlich","1","","",""
"8","2001","weiblich","4","","",""
"9","2001","männlich","","","",""
"9","2001","weiblich","1","","",""
"10","2001","männlich","","","",""
"10","2001","weiblich","1","","",""
"11","2001","männlich","","","",""
"11","2001","weiblich","1","","",""
"12","2001","männlich","3","","",""
"12","2001","weiblich","1","","",""
"13","2001","männlich","","","",""
"13","2001","weiblich","","","",""
"14","2001","männlich","","","",""
"14","2001","weiblich","","","",""
"15","2001","männlich","","","",""
"15","2001","weiblich","","","",""
"16","2001","männlich","","","",""
"16","2001","weiblich","","","",""
"17","2001","männlich","","","",""
"17","2001","weiblich","","","",""
"18","2001","männlich","","","",""
"18","2001","weiblich","","","",""
"19","2001","männlich","","","",""
"19","2001","weiblich","","","",""
"20","2001","männlich","","","",""
"20","2001","weiblich","","","",""
"21","2001","männlich","","","",""
"21","2001","weiblich","","","",""
"22","2001","männlich","","","",""
"22","2001","weiblich","","","",""
"23","2001","männlich","","","",""
"23","2001","weiblich","","","",""
"24","2001","männlich","","","",""
"24","2001","weiblich","","","",""
"25","2001","männlich","","","",""
"25","2001","weiblich","","","",""
"26","2001","männlich","","","",""
"26","2001","weiblich","","","",""
"27","2001","männlich","","","",""
"27","2001","weiblich","","","",""
"28","2001","männlich","","","",""
"28","2001","weiblich","","","",""
"30","2001","männlich","","","",""
"30","2001","weiblich","","","",""
"31","2001","männlich","","","",""
"31","2001","weiblich","","","",""
"32","2001","männlich","","","",""
"32","2001","weiblich","","","",""
"35","2001","männlich","","","",""
"35","2001","weiblich","","","",""
"36","2001","männlich","","","",""
"36","2001","weiblich","","","",""
"40","2001","männlich","","","",""
"40","2001","weiblich","","","",""
"42","2001","männlich","","","",""
"42","2001","weiblich","","","",""
"45","2001","männlich","","","",""
"45","2001","weiblich","","","",""
"48","2001","männlich","","","",""
"48","2001","weiblich","","","",""
"50","2001","männlich","","","",""
"50","2001","weiblich","","","",""
"51","2001","männlich","","","",""
"51","2001","weiblich","","","",""
"64","2001","männlich","","","",""
"64","2001","weiblich","","","",""
"65","2001","männlich","","","",""
"65","2001","weiblich","","","",""
"90","2001","männlich","","","",""
"90","2001","weiblich","","","",""
"98","2001","männlich","","","",""
"98","2001","weiblich","","","",""
"100","2001","männlich","","","",""
"100","2001","weiblich","","","",""
"0","2002","männlich","","","",""
"0","2002","weiblich","","","",""
"1","2002","männlich","910","0.752298761624525","0.7277102918347","0.776887231414349"
"1","2002","weiblich","1169","0.76907449939605","0.747604235329241","0.790544763462859"
"2","2002","männlich","198","0.17952917795004","0.157668112146046","0.201390243754033"
"2","2002","weiblich","230","0.177603601620609","0.158132805133462","0.197074398107756"
"3","2002","männlich","48","0.0401357550744771","0.0289557277254815","0.0513157824234727"
"3","2002","weiblich","57","0.0353560556598185","0.0259472898469461","0.0447648214726908"
"4","2002","männlich","13","","",""
"4","2002","weiblich","10","","",""
"5","2002","männlich","10","","",""
"5","2002","weiblich","6","","",""
"6","2002","männlich","1","","",""
"6","2002","weiblich","1","","",""
"7","2002","männlich","1","","",""
"7","2002","weiblich","1","","",""
"8","2002","männlich","","","",""
"8","2002","weiblich","2","","",""
"9","2002","männlich","","","",""
"9","2002","weiblich","1","","",""
"10","2002","männlich","1","","",""
"10","2002","weiblich","1","","",""
"11","2002","männlich","1","","",""
"11","2002","weiblich","","","",""
"12","2002","männlich","","","",""
"12","2002","weiblich","1","","",""
"13","2002","männlich","","","",""
"13","2002","weiblich","","","",""
"14","2002","männlich","","","",""
"14","2002","weiblich","","","",""
"15","2002","männlich","","","",""
"15","2002","weiblich","","","",""
"16","2002","männlich","","","",""
"16","2002","weiblich","","","",""
"17","2002","männlich","","","",""
"17","2002","weiblich","","","",""
"18","2002","männlich","1","","",""
"18","2002","weiblich","","","",""
"19","2002","männlich","","","",""
"19","2002","weiblich","","","",""
"20","2002","männlich","","","",""
