"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"28","2006","46-65","","","",""
"28","2006","66","","","",""
"30","2006","17-29","","","",""
"30","2006","30-45","","","",""
"30","2006","46-65","1","","",""
"30","2006","66","","","",""
"31","2006","17-29","","","",""
"31","2006","30-45","","","",""
"31","2006","46-65","","","",""
"31","2006","66","","","",""
"32","2006","17-29","","","",""
"32","2006","30-45","","","",""
"32","2006","46-65","","","",""
"32","2006","66","","","",""
"35","2006","17-29","","","",""
"35","2006","30-45","","","",""
"35","2006","46-65","","","",""
"35","2006","66","","","",""
"36","2006","17-29","","","",""
"36","2006","30-45","","","",""
"36","2006","46-65","","","",""
"36","2006","66","","","",""
"40","2006","17-29","","","",""
"40","2006","30-45","","","",""
"40","2006","46-65","","","",""
"40","2006","66","","","",""
"42","2006","17-29","","","",""
"42","2006","30-45","","","",""
"42","2006","46-65","","","",""
"42","2006","66","","","",""
"45","2006","17-29","","","",""
"45","2006","30-45","","","",""
"45","2006","46-65","","","",""
"45","2006","66","","","",""
"48","2006","17-29","","","",""
"48","2006","30-45","","","",""
"48","2006","46-65","","","",""
"48","2006","66","","","",""
"50","2006","17-29","","","",""
"50","2006","30-45","","","",""
"50","2006","46-65","","","",""
"50","2006","66","","","",""
"51","2006","17-29","","","",""
"51","2006","30-45","","","",""
"51","2006","46-65","","","",""
"51","2006","66","","","",""
"64","2006","17-29","","","",""
"64","2006","30-45","","","",""
"64","2006","46-65","","","",""
"64","2006","66","","","",""
"65","2006","17-29","","","",""
"65","2006","30-45","","","",""
"65","2006","46-65","","","",""
"65","2006","66","","","",""
"90","2006","17-29","","","",""
"90","2006","30-45","","","",""
"90","2006","46-65","","","",""
"90","2006","66","","","",""
"98","2006","17-29","","","",""
"98","2006","30-45","","","",""
"98","2006","46-65","","","",""
"98","2006","66","","","",""
"100","2006","17-29","","","",""
"100","2006","30-45","","","",""
"100","2006","46-65","","","",""
"100","2006","66","","","",""
"0","2007","17-29","","","",""
"0","2007","30-45","","","",""
"0","2007","46-65","","","",""
"0","2007","66","","","",""
"1","2007","17-29","213","0.769347986236256","0.719740383267474","0.818955589205038"
"1","2007","30-45","371","0.777124420408607","0.739499491927792","0.814749348889423"
"1","2007","46-65","572","0.730847330402686","0.699459370627012","0.76223529017836"
"1","2007","66","","","",""
"2","2007","17-29","45","0.165496960452716","0.121732943373418","0.209260977532014"
"2","2007","30-45","75","0.154721597042882","0.122027110729664","0.187416083356101"
"2","2007","46-65","132","0.184968037165968","0.157489976795968","0.212446097535968"
"2","2007","66","","","",""
"3","2007","17-29","13","","",""
"3","2007","30-45","13","","",""
"3","2007","46-65","39","0.0522670453689751","0.0365160727944504","0.0680180179434997"
"3","2007","66","","","",""
"4","2007","17-29","2","","",""
"4","2007","30-45","6","","",""
"4","2007","46-65","14","","",""
"4","2007","66","","","",""
"5","2007","17-29","3","","",""
"5","2007","30-45","3","","",""
"5","2007","46-65","3","","",""
"5","2007","66","","","",""
"6","2007","17-29","1","","",""
"6","2007","30-45","","","",""
"6","2007","46-65","2","","",""
"6","2007","66","","","",""
"7","2007","17-29","","","",""
"7","2007","30-45","1","","",""
"7","2007","46-65","","","",""
"7","2007","66","","","",""
"8","2007","17-29","","","",""
"8","2007","30-45","","","",""
"8","2007","46-65","","","",""
"8","2007","66","","","",""
"9","2007","17-29","","","",""
"9","2007","30-45","","","",""
"9","2007","46-65","1","","",""
"9","2007","66","","","",""
"10","2007","17-29","","","",""
"10","2007","30-45","1","","",""
"10","2007","46-65","","","",""
"10","2007","66","","","",""
"11","2007","17-29","","","",""
"11","2007","30-45","","","",""
"11","2007","46-65","1","","",""
"11","2007","66","","","",""
"12","2007","17-29","","","",""
"12","2007","30-45","","","",""
"12","2007","46-65","2","","",""
"12","2007","66","","","",""
"13","2007","17-29","","","",""
"13","2007","30-45","","","",""
"13","2007","46-65","","","",""
"13","2007","66","","","",""
"14","2007","17-29","","","",""
"14","2007","30-45","","","",""
"14","2007","46-65","","","",""
"14","2007","66","","","",""
"15","2007","17-29","","","",""
"15","2007","30-45","","","",""
"15","2007","46-65","","","",""
"15","2007","66","","","",""
"16","2007","17-29","","","",""
"16","2007","30-45","","","",""
"16","2007","46-65","1","","",""
"16","2007","66","","","",""
"17","2007","17-29","","","",""
"17","2007","30-45","","","",""
"17","2007","46-65","","","",""
"17","2007","66","","","",""
"18","2007","17-29","","","",""
"18","2007","30-45","","","",""
"18","2007","46-65","","","",""
"18","2007","66","","","",""
"19","2007","17-29","","","",""
"19","2007","30-45","","","",""
"19","2007","46-65","","","",""
"19","2007","66","","","",""
"20","2007","17-29","","","",""
"20","2007","30-45","","","",""
"20","2007","46-65","","","",""
"20","2007","66","","","",""
"21","2007","17-29","","","",""
"21","2007","30-45","","","",""
"21","2007","46-65","","","",""
"21","2007","66","","","",""
"22","2007","17-29","","","",""
"22","2007","30-45","","","",""
"22","2007","46-65","","","",""
"22","2007","66","","","",""
"23","2007","17-29","","","",""
"23","2007","30-45","","","",""
"23","2007","46-65","","","",""
"23","2007","66","","","",""
"24","2007","17-29","","","",""
"24","2007","30-45","","","",""
"24","2007","46-65","","","",""
"24","2007","66","","","",""
"25","2007","17-29","","","",""
"25","2007","30-45","","","",""
"25","2007","46-65","","","",""
"25","2007","66","","","",""
"26","2007","17-29","","","",""
"26","2007","30-45","","","",""
"26","2007","46-65","","","",""
"26","2007","66","","","",""
"27","2007","17-29","","","",""
"27","2007","30-45","","","",""
"27","2007","46-65","","","",""
"27","2007","66","","","",""
"28","2007","17-29","","","",""
"28","2007","30-45","","","",""
"28","2007","46-65","","","",""
"28","2007","66","","","",""
"30","2007","17-29","","","",""
"30","2007","30-45","","","",""
"30","2007","46-65","","","",""
"30","2007","66","","","",""
"31","2007","17-29","","","",""
"31","2007","30-45","","","",""
"31","2007","46-65","","","",""
"31","2007","66","","","",""
"32","2007","17-29","","","",""
"32","2007","30-45","","","",""
"32","2007","46-65","","","",""
"32","2007","66","","","",""
"35","2007","17-29","","","",""
"35","2007","30-45","","","",""
"35","2007","46-65","","","",""
"35","2007","66","","","",""
"36","2007","17-29","","","",""
"36","2007","30-45","","","",""
"36","2007","46-65","","","",""
"36","2007","66","","","",""
"40","2007","17-29","","","",""
"40","2007","30-45","","","",""
"40","2007","46-65","","","",""
"40","2007","66","","","",""
"42","2007","17-29","","","",""
"42","2007","30-45","","","",""
"42","2007","46-65","","","",""
"42","2007","66","","","",""
"45","2007","17-29","","","",""
"45","2007","30-45","","","",""
"45","2007","46-65","","","",""
"45","2007","66","","","",""
"48","2007","17-29","","","",""
"48","2007","30-45","","","",""
"48","2007","46-65","","","",""
"48","2007","66","","","",""
"50","2007","17-29","","","",""
"50","2007","30-45","","","",""
"50","2007","46-65","","","",""
"50","2007","66","","","",""
"51","2007","17-29","","","",""
"51","2007","30-45","","","",""
"51","2007","46-65","","","",""
"51","2007","66","","","",""
"64","2007","17-29","","","",""
"64","2007","30-45","","","",""
"64","2007","46-65","","","",""
"64","2007","66","","","",""
"65","2007","17-29","","","",""
"65","2007","30-45","","","",""
"65","2007","46-65","","","",""
"65","2007","66","","","",""
"90","2007","17-29","","","",""
"90","2007","30-45","","","",""
"90","2007","46-65","","","",""
"90","2007","66","","","",""
"98","2007","17-29","","","",""
"98","2007","30-45","","","",""
"98","2007","46-65","","","",""
"98","2007","66","","","",""
"100","2007","17-29","","","",""
"100","2007","30-45","","","",""
"100","2007","46-65","","","",""
"100","2007","66","","","",""
"0","2008","17-29","","","",""
"0","2008","30-45","","","",""
"0","2008","46-65","","","",""
"0","2008","66","","","",""
"1","2008","17-29","181","0.818248416280788","0.768191700041525","0.868305132520051"
"1","2008","30-45","336","0.771890528300085","0.731174301509246","0.812606755090924"
"1","2008","46-65","526","0.728924695379643","0.696433180890319","0.761416209868967"
"1","2008","66","","","",""
"2","2008","17-29","35","0.152310112451311","0.105669575882215","0.198950649020407"
"2","2008","30-45","51","0.15784540141059","0.122467677476054","0.193223125345125"
"2","2008","46-65","133","0.188275743696169","0.159700819058574","0.216850668333763"
"2","2008","66","","","",""
"3","2008","17-29","11","","",""
"3","2008","30-45","11","","",""
"3","2008","46-65","34","0.0463906192309214","0.0310167214936104","0.0617645169682325"
"3","2008","66","","","",""
"4","2008","17-29","","","",""
"4","2008","30-45","7","","",""
"4","2008","46-65","11","","",""
"4","2008","66","","","",""
"5","2008","17-29","","","",""
"5","2008","30-45","1","","",""
"5","2008","46-65","7","","",""
"5","2008","66","","","",""
"6","2008","17-29","1","","",""
"6","2008","30-45","1","","",""
"6","2008","46-65","","","",""
"6","2008","66","","","",""
"7","2008","17-29","","","",""
"7","2008","30-45","","","",""
"7","2008","46-65","3","","",""
"7","2008","66","","","",""
"8","2008","17-29","","","",""
"8","2008","30-45","1","","",""
"8","2008","46-65","2","","",""
"8","2008","66","","","",""
"9","2008","17-29","","","",""
"9","2008","30-45","","","",""
"9","2008","46-65","","","",""
"9","2008","66","","","",""
"10","2008","17-29","","","",""
"10","2008","30-45","","","",""
"10","2008","46-65","1","","",""
"10","2008","66","","","",""
"11","2008","17-29","","","",""
"11","2008","30-45","","","",""
"11","2008","46-65","","","",""
"11","2008","66","","","",""
"12","2008","17-29","","","",""
"12","2008","30-45","","","",""
"12","2008","46-65","1","","",""
"12","2008","66","","","",""
"13","2008","17-29","","","",""
"13","2008","30-45","","","",""
"13","2008","46-65","","","",""
"13","2008","66","","","",""
"14","2008","17-29","","","",""
"14","2008","30-45","","","",""
"14","2008","46-65","","","",""
"14","2008","66","","","",""
"15","2008","17-29","","","",""
"15","2008","30-45","","","",""
"15","2008","46-65","","","",""
"15","2008","66","","","",""
"16","2008","17-29","","","",""
"16","2008","30-45","","","",""
"16","2008","46-65","","","",""
"16","2008","66","","","",""
"17","2008","17-29","","","",""
"17","2008","30-45","","","",""
"17","2008","46-65","","","",""
"17","2008","66","","","",""
"18","2008","17-29","","","",""
"18","2008","30-45","","","",""
"18","2008","46-65","","","",""
"18","2008","66","","","",""
"19","2008","17-29","","","",""
"19","2008","30-45","","","",""
"19","2008","46-65","","","",""
"19","2008","66","","","",""
"20","2008","17-29","","","",""
"20","2008","30-45","","","",""
"20","2008","46-65","","","",""
"20","2008","66","","","",""
"21","2008","17-29","","","",""
"21","2008","30-45","","","",""
"21","2008","46-65","","","",""
"21","2008","66","","","",""
"22","2008","17-29","","","",""
"22","2008","30-45","","","",""
"22","2008","46-65","","","",""
"22","2008","66","","","",""
"23","2008","17-29","","","",""
"23","2008","30-45","","","",""
"23","2008","46-65","","","",""
"23","2008","66","","","",""
"24","2008","17-29","","","",""
"24","2008","30-45","","","",""
"24","2008","46-65","","","",""
"24","2008","66","","","",""
"25","2008","17-29","","","",""
"25","2008","30-45","","","",""
"25","2008","46-65","","","",""
"25","2008","66","","","",""
"26","2008","17-29","","","",""
"26","2008","30-45","","","",""
"26","2008","46-65","","","",""
"26","2008","66","","","",""
"27","2008","17-29","","","",""
"27","2008","30-45","","","",""
"27","2008","46-65","","","",""
"27","2008","66","","","",""
"28","2008","17-29","","","",""
"28","2008","30-45","","","",""
"28","2008","46-65","","","",""
"28","2008","66","","","",""
"30","2008","17-29","","","",""
"30","2008","30-45","","","",""
"30","2008","46-65","","","",""
"30","2008","66","","","",""
"31","2008","17-29","","","",""
"31","2008","30-45","","","",""
"31","2008","46-65","","","",""
"31","2008","66","","","",""
"32","2008","17-29","","","",""
"32","2008","30-45","","","",""
"32","2008","46-65","","","",""
"32","2008","66","","","",""
"35","2008","17-29","","","",""
"35","2008","30-45","","","",""
"35","2008","46-65","","","",""
"35","2008","66","","","",""
"36","2008","17-29","","","",""
"36","2008","30-45","","","",""
"36","2008","46-65","","","",""
"36","2008","66","","","",""
"40","2008","17-29","","","",""
"40","2008","30-45","","","",""
"40","2008","46-65","","","",""
"40","2008","66","","","",""
"42","2008","17-29","","","",""
"42","2008","30-45","","","",""
"42","2008","46-65","1","","",""
"42","2008","66","","","",""
"45","2008","17-29","","","",""
"45","2008","30-45","","","",""
"45","2008","46-65","","","",""
"45","2008","66","","","",""
"48","2008","17-29","","","",""
"48","2008","30-45","","","",""
"48","2008","46-65","","","",""
"48","2008","66","","","",""
"50","2008","17-29","","","",""
"50","2008","30-45","","","",""
"50","2008","46-65","","","",""
"50","2008","66","","","",""
"51","2008","17-29","","","",""
"51","2008","30-45","","","",""
"51","2008","46-65","","","",""
"51","2008","66","","","",""
"64","2008","17-29","","","",""
"64","2008","30-45","","","",""
"64","2008","46-65","","","",""
"64","2008","66","","","",""
"65","2008","17-29","","","",""
"65","2008","30-45","","","",""
"65","2008","46-65","","","",""
"65","2008","66","","","",""
"90","2008","17-29","","","",""
"90","2008","30-45","","","",""
"90","2008","46-65","","","",""
"90","2008","66","","","",""
"98","2008","17-29","","","",""
"98","2008","30-45","","","",""
"98","2008","46-65","","","",""
"98","2008","66","","","",""
"100","2008","17-29","","","",""
"100","2008","30-45","","","",""
"100","2008","46-65","","","",""
"100","2008","66","","","",""
"0","2009","17-29","","","",""
"0","2009","30-45","","","",""
"0","2009","46-65","","","",""
"0","2009","66","","","",""
"1","2009","17-29","176","0.745286040814385","0.68771227760219","0.80285980402658"
"1","2009","30-45","349","0.824833911680122","0.788822970157281","0.860844853202963"
"1","2009","46-65","558","0.74085603252254","0.709265035373489","0.772447029671591"
"1","2009","66","","","",""
"2","2009","17-29","29","","",""
"2","2009","30-45","60","0.128184930517967","0.0965142876888864","0.159855573347048"
"2","2009","46-65","122","0.178604304447212","0.15098911392579","0.206219494968633"
"2","2009","66","","","",""
"3","2009","17-29","10","","",""
"3","2009","30-45","13","","",""
"3","2009","46-65","36","0.0429913240298443","0.0283670532558936","0.0576155948037951"
"3","2009","66","","","",""
"4","2009","17-29","3","","",""
"4","2009","30-45","2","","",""
"4","2009","46-65","13","","",""
"4","2009","66","","","",""
"5","2009","17-29","2","","",""
"5","2009","30-45","2","","",""
