"ple0055","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"50","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"50","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"50","1994","Sachsen","Westdeutschland","","","",""
"50","1994","Sachsen","Ostdeutschland","","","",""
"50","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"50","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"50","1994","Thueringen","Westdeutschland","","","",""
"50","1994","Thueringen","Ostdeutschland","","","",""
"51","1994","Schleswig-Holstein","Westdeutschland","","","",""
"51","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"51","1994","Hamburg","Westdeutschland","","","",""
"51","1994","Hamburg","Ostdeutschland","","","",""
"51","1994","Niedersachsen","Westdeutschland","","","",""
"51","1994","Niedersachsen","Ostdeutschland","","","",""
"51","1994","Bremen","Westdeutschland","","","",""
"51","1994","Bremen","Ostdeutschland","","","",""
"51","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"51","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"51","1994","Hessen","Westdeutschland","","","",""
"51","1994","Hessen","Ostdeutschland","","","",""
"51","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"51","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"51","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"51","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"51","1994","Bayern","Westdeutschland","","","",""
"51","1994","Bayern","Ostdeutschland","","","",""
"51","1994","Saarland","Westdeutschland","","","",""
"51","1994","Saarland","Ostdeutschland","","","",""
"51","1994","Berlin","Westdeutschland","","","",""
"51","1994","Berlin","Ostdeutschland","","","",""
"51","1994","Brandenburg","Westdeutschland","","","",""
"51","1994","Brandenburg","Ostdeutschland","","","",""
"51","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"51","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"51","1994","Sachsen","Westdeutschland","","","",""
"51","1994","Sachsen","Ostdeutschland","","","",""
"51","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"51","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"51","1994","Thueringen","Westdeutschland","","","",""
"51","1994","Thueringen","Ostdeutschland","","","",""
"64","1994","Schleswig-Holstein","Westdeutschland","","","",""
"64","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"64","1994","Hamburg","Westdeutschland","","","",""
"64","1994","Hamburg","Ostdeutschland","","","",""
"64","1994","Niedersachsen","Westdeutschland","","","",""
"64","1994","Niedersachsen","Ostdeutschland","","","",""
"64","1994","Bremen","Westdeutschland","","","",""
"64","1994","Bremen","Ostdeutschland","","","",""
"64","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"64","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"64","1994","Hessen","Westdeutschland","","","",""
"64","1994","Hessen","Ostdeutschland","","","",""
"64","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"64","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"64","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"64","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"64","1994","Bayern","Westdeutschland","","","",""
"64","1994","Bayern","Ostdeutschland","","","",""
"64","1994","Saarland","Westdeutschland","","","",""
"64","1994","Saarland","Ostdeutschland","","","",""
"64","1994","Berlin","Westdeutschland","","","",""
"64","1994","Berlin","Ostdeutschland","","","",""
"64","1994","Brandenburg","Westdeutschland","","","",""
"64","1994","Brandenburg","Ostdeutschland","","","",""
"64","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"64","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"64","1994","Sachsen","Westdeutschland","","","",""
"64","1994","Sachsen","Ostdeutschland","","","",""
"64","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"64","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"64","1994","Thueringen","Westdeutschland","","","",""
"64","1994","Thueringen","Ostdeutschland","","","",""
"65","1994","Schleswig-Holstein","Westdeutschland","","","",""
"65","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"65","1994","Hamburg","Westdeutschland","","","",""
"65","1994","Hamburg","Ostdeutschland","","","",""
"65","1994","Niedersachsen","Westdeutschland","","","",""
"65","1994","Niedersachsen","Ostdeutschland","","","",""
"65","1994","Bremen","Westdeutschland","","","",""
"65","1994","Bremen","Ostdeutschland","","","",""
"65","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"65","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"65","1994","Hessen","Westdeutschland","","","",""
"65","1994","Hessen","Ostdeutschland","","","",""
"65","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"65","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"65","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"65","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"65","1994","Bayern","Westdeutschland","","","",""
"65","1994","Bayern","Ostdeutschland","","","",""
"65","1994","Saarland","Westdeutschland","","","",""
"65","1994","Saarland","Ostdeutschland","","","",""
"65","1994","Berlin","Westdeutschland","","","",""
"65","1994","Berlin","Ostdeutschland","","","",""
"65","1994","Brandenburg","Westdeutschland","","","",""
"65","1994","Brandenburg","Ostdeutschland","","","",""
"65","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"65","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"65","1994","Sachsen","Westdeutschland","","","",""
"65","1994","Sachsen","Ostdeutschland","","","",""
"65","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"65","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"65","1994","Thueringen","Westdeutschland","","","",""
"65","1994","Thueringen","Ostdeutschland","","","",""
"90","1994","Schleswig-Holstein","Westdeutschland","","","",""
"90","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"90","1994","Hamburg","Westdeutschland","","","",""
"90","1994","Hamburg","Ostdeutschland","","","",""
"90","1994","Niedersachsen","Westdeutschland","","","",""
"90","1994","Niedersachsen","Ostdeutschland","","","",""
"90","1994","Bremen","Westdeutschland","","","",""
"90","1994","Bremen","Ostdeutschland","","","",""
"90","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"90","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"90","1994","Hessen","Westdeutschland","","","",""
"90","1994","Hessen","Ostdeutschland","","","",""
"90","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"90","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"90","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"90","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"90","1994","Bayern","Westdeutschland","","","",""
"90","1994","Bayern","Ostdeutschland","","","",""
"90","1994","Saarland","Westdeutschland","","","",""
"90","1994","Saarland","Ostdeutschland","","","",""
"90","1994","Berlin","Westdeutschland","","","",""
"90","1994","Berlin","Ostdeutschland","","","",""
"90","1994","Brandenburg","Westdeutschland","","","",""
"90","1994","Brandenburg","Ostdeutschland","","","",""
"90","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"90","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"90","1994","Sachsen","Westdeutschland","","","",""
"90","1994","Sachsen","Ostdeutschland","","","",""
"90","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"90","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"90","1994","Thueringen","Westdeutschland","","","",""
"90","1994","Thueringen","Ostdeutschland","","","",""
"98","1994","Schleswig-Holstein","Westdeutschland","","","",""
"98","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"98","1994","Hamburg","Westdeutschland","","","",""
"98","1994","Hamburg","Ostdeutschland","","","",""
"98","1994","Niedersachsen","Westdeutschland","","","",""
"98","1994","Niedersachsen","Ostdeutschland","","","",""
"98","1994","Bremen","Westdeutschland","","","",""
"98","1994","Bremen","Ostdeutschland","","","",""
"98","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"98","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"98","1994","Hessen","Westdeutschland","","","",""
"98","1994","Hessen","Ostdeutschland","","","",""
"98","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"98","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"98","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"98","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"98","1994","Bayern","Westdeutschland","","","",""
"98","1994","Bayern","Ostdeutschland","","","",""
"98","1994","Saarland","Westdeutschland","","","",""
"98","1994","Saarland","Ostdeutschland","","","",""
"98","1994","Berlin","Westdeutschland","","","",""
"98","1994","Berlin","Ostdeutschland","","","",""
"98","1994","Brandenburg","Westdeutschland","","","",""
"98","1994","Brandenburg","Ostdeutschland","","","",""
"98","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"98","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"98","1994","Sachsen","Westdeutschland","","","",""
"98","1994","Sachsen","Ostdeutschland","","","",""
"98","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"98","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"98","1994","Thueringen","Westdeutschland","","","",""
"98","1994","Thueringen","Ostdeutschland","","","",""
"100","1994","Schleswig-Holstein","Westdeutschland","","","",""
"100","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"100","1994","Hamburg","Westdeutschland","","","",""
"100","1994","Hamburg","Ostdeutschland","","","",""
"100","1994","Niedersachsen","Westdeutschland","","","",""
"100","1994","Niedersachsen","Ostdeutschland","","","",""
"100","1994","Bremen","Westdeutschland","","","",""
"100","1994","Bremen","Ostdeutschland","","","",""
"100","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"100","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"100","1994","Hessen","Westdeutschland","","","",""
"100","1994","Hessen","Ostdeutschland","","","",""
"100","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"100","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"100","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"100","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"100","1994","Bayern","Westdeutschland","","","",""
"100","1994","Bayern","Ostdeutschland","","","",""
"100","1994","Saarland","Westdeutschland","","","",""
"100","1994","Saarland","Ostdeutschland","","","",""
"100","1994","Berlin","Westdeutschland","","","",""
"100","1994","Berlin","Ostdeutschland","","","",""
"100","1994","Brandenburg","Westdeutschland","","","",""
"100","1994","Brandenburg","Ostdeutschland","","","",""
"100","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"100","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"100","1994","Sachsen","Westdeutschland","","","",""
"100","1994","Sachsen","Ostdeutschland","","","",""
"100","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"100","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"100","1994","Thueringen","Westdeutschland","","","",""
"100","1994","Thueringen","Ostdeutschland","","","",""
"0","1995","Schleswig-Holstein","Westdeutschland","","","",""
"0","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"0","1995","Hamburg","Westdeutschland","","","",""
"0","1995","Hamburg","Ostdeutschland","","","",""
"0","1995","Niedersachsen","Westdeutschland","","","",""
"0","1995","Niedersachsen","Ostdeutschland","","","",""
"0","1995","Bremen","Westdeutschland","","","",""
"0","1995","Bremen","Ostdeutschland","","","",""
"0","1995","Nordrhein-Westfalen","Westdeutschland","","","",""
"0","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"0","1995","Hessen","Westdeutschland","","","",""
"0","1995","Hessen","Ostdeutschland","","","",""
"0","1995","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"0","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"0","1995","Baden-Wuerttemberg","Westdeutschland","","","",""
"0","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"0","1995","Bayern","Westdeutschland","","","",""
"0","1995","Bayern","Ostdeutschland","","","",""
"0","1995","Saarland","Westdeutschland","","","",""
"0","1995","Saarland","Ostdeutschland","","","",""
"0","1995","Berlin","Westdeutschland","","","",""
"0","1995","Berlin","Ostdeutschland","","","",""
"0","1995","Brandenburg","Westdeutschland","","","",""
"0","1995","Brandenburg","Ostdeutschland","1","","",""
"0","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"0","1995","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"0","1995","Sachsen","Westdeutschland","","","",""
"0","1995","Sachsen","Ostdeutschland","2","","",""
"0","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"0","1995","Sachsen-Anhalt","Ostdeutschland","2","","",""
"0","1995","Thueringen","Westdeutschland","","","",""
"0","1995","Thueringen","Ostdeutschland","2","","",""
"1","1995","Schleswig-Holstein","Westdeutschland","28","","",""
"1","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"1","1995","Hamburg","Westdeutschland","12","","",""
"1","1995","Hamburg","Ostdeutschland","","","",""
"1","1995","Niedersachsen","Westdeutschland","69","0.64909637049991","0.553627673534123","0.744565067465698"
"1","1995","Niedersachsen","Ostdeutschland","","","",""
"1","1995","Bremen","Westdeutschland","8","","",""
"1","1995","Bremen","Ostdeutschland","","","",""
"1","1995","Nordrhein-Westfalen","Westdeutschland","217","0.731140289751381","0.680286902394884","0.781993677107879"
"1","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"1","1995","Hessen","Westdeutschland","85","0.764872200535366","0.685980188983101","0.84376421208763"
"1","1995","Hessen","Ostdeutschland","","","",""
"1","1995","Rheinland-Pfalz,Saarland","Westdeutschland","54","0.665995637239746","0.564529574900753","0.767461699578738"
"1","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"1","1995","Baden-Wuerttemberg","Westdeutschland","155","0.730442812096367","0.668791812688232","0.792093811504502"
"1","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"1","1995","Bayern","Westdeutschland","155","0.76547814727184","0.705546594029381","0.8254097005143"
"1","1995","Bayern","Ostdeutschland","","","",""
"1","1995","Saarland","Westdeutschland","","","",""
"1","1995","Saarland","Ostdeutschland","","","",""
"1","1995","Berlin","Westdeutschland","25","","",""
"1","1995","Berlin","Ostdeutschland","19","","",""
"1","1995","Brandenburg","Westdeutschland","","","",""
"1","1995","Brandenburg","Ostdeutschland","55","0.767033504226252","0.667291647963096","0.866775360489408"
"1","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"1","1995","Mecklenburg-Vorpommern","Ostdeutschland","42","0.785176616790064","0.676636270965675","0.893716962614452"
"1","1995","Sachsen","Westdeutschland","","","",""
"1","1995","Sachsen","Ostdeutschland","78","0.707542393161786","0.620116693745668","0.794968092577904"
"1","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"1","1995","Sachsen-Anhalt","Ostdeutschland","60","0.704723128817062","0.607171971581713","0.802274286052411"
"1","1995","Thueringen","Westdeutschland","","","",""
"1","1995","Thueringen","Ostdeutschland","60","0.798313940781392","0.707502146608828","0.889125734953956"
"2","1995","Schleswig-Holstein","Westdeutschland","3","","",""
"2","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"2","1995","Hamburg","Westdeutschland","","","",""
"2","1995","Hamburg","Ostdeutschland","","","",""
"2","1995","Niedersachsen","Westdeutschland","17","","",""
"2","1995","Niedersachsen","Ostdeutschland","","","",""
"2","1995","Bremen","Westdeutschland","2","","",""
"2","1995","Bremen","Ostdeutschland","","","",""
"2","1995","Nordrhein-Westfalen","Westdeutschland","55","0.185055803737312","0.14051357375919","0.229598033715433"
"2","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"2","1995","Hessen","Westdeutschland","16","","",""
"2","1995","Hessen","Ostdeutschland","","","",""
"2","1995","Rheinland-Pfalz,Saarland","Westdeutschland","17","","",""
"2","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"2","1995","Baden-Wuerttemberg","Westdeutschland","30","0.169975891877697","0.117789103539683","0.22216268021571"
"2","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"2","1995","Bayern","Westdeutschland","22","","",""
"2","1995","Bayern","Ostdeutschland","","","",""
"2","1995","Saarland","Westdeutschland","","","",""
"2","1995","Saarland","Ostdeutschland","","","",""
"2","1995","Berlin","Westdeutschland","2","","",""
"2","1995","Berlin","Ostdeutschland","1","","",""
"2","1995","Brandenburg","Westdeutschland","","","",""
"2","1995","Brandenburg","Ostdeutschland","8","","",""
"2","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"2","1995","Mecklenburg-Vorpommern","Ostdeutschland","6","","",""
"2","1995","Sachsen","Westdeutschland","","","",""
"2","1995","Sachsen","Ostdeutschland","15","","",""
"2","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"2","1995","Sachsen-Anhalt","Ostdeutschland","16","","",""
"2","1995","Thueringen","Westdeutschland","","","",""
"2","1995","Thueringen","Ostdeutschland","6","","",""
"3","1995","Schleswig-Holstein","Westdeutschland","1","","",""
"3","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"3","1995","Hamburg","Westdeutschland","","","",""
"3","1995","Hamburg","Ostdeutschland","","","",""
"3","1995","Niedersachsen","Westdeutschland","4","","",""
"3","1995","Niedersachsen","Ostdeutschland","","","",""
"3","1995","Bremen","Westdeutschland","","","",""
"3","1995","Bremen","Ostdeutschland","","","",""
"3","1995","Nordrhein-Westfalen","Westdeutschland","9","","",""
"3","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"3","1995","Hessen","Westdeutschland","5","","",""
"3","1995","Hessen","Ostdeutschland","","","",""
"3","1995","Rheinland-Pfalz,Saarland","Westdeutschland","5","","",""
"3","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"3","1995","Baden-Wuerttemberg","Westdeutschland","7","","",""
"3","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"3","1995","Bayern","Westdeutschland","6","","",""
"3","1995","Bayern","Ostdeutschland","","","",""
"3","1995","Saarland","Westdeutschland","","","",""
"3","1995","Saarland","Ostdeutschland","","","",""
"3","1995","Berlin","Westdeutschland","1","","",""
"3","1995","Berlin","Ostdeutschland","","","",""
"3","1995","Brandenburg","Westdeutschland","","","",""
"3","1995","Brandenburg","Ostdeutschland","4","","",""
"3","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"3","1995","Mecklenburg-Vorpommern","Ostdeutschland","1","","",""
"3","1995","Sachsen","Westdeutschland","","","",""
"3","1995","Sachsen","Ostdeutschland","5","","",""
"3","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"3","1995","Sachsen-Anhalt","Ostdeutschland","3","","",""
"3","1995","Thueringen","Westdeutschland","","","",""
"3","1995","Thueringen","Ostdeutschland","4","","",""
"4","1995","Schleswig-Holstein","Westdeutschland","","","",""
"4","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"4","1995","Hamburg","Westdeutschland","","","",""
"4","1995","Hamburg","Ostdeutschland","","","",""
"4","1995","Niedersachsen","Westdeutschland","3","","",""
"4","1995","Niedersachsen","Ostdeutschland","","","",""
"4","1995","Bremen","Westdeutschland","1","","",""
"4","1995","Bremen","Ostdeutschland","","","",""
"4","1995","Nordrhein-Westfalen","Westdeutschland","4","","",""
"4","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"4","1995","Hessen","Westdeutschland","2","","",""
"4","1995","Hessen","Ostdeutschland","","","",""
"4","1995","Rheinland-Pfalz,Saarland","Westdeutschland","5","","",""
"4","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"4","1995","Baden-Wuerttemberg","Westdeutschland","","","",""
"4","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"4","1995","Bayern","Westdeutschland","2","","",""
"4","1995","Bayern","Ostdeutschland","","","",""
"4","1995","Saarland","Westdeutschland","","","",""
"4","1995","Saarland","Ostdeutschland","","","",""
"4","1995","Berlin","Westdeutschland","2","","",""
"4","1995","Berlin","Ostdeutschland","","","",""
"4","1995","Brandenburg","Westdeutschland","","","",""
"4","1995","Brandenburg","Ostdeutschland","1","","",""
"4","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"4","1995","Mecklenburg-Vorpommern","Ostdeutschland","2","","",""
"4","1995","Sachsen","Westdeutschland","","","",""
"4","1995","Sachsen","Ostdeutschland","2","","",""
"4","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"4","1995","Sachsen-Anhalt","Ostdeutschland","1","","",""
"4","1995","Thueringen","Westdeutschland","","","",""
"4","1995","Thueringen","Ostdeutschland","1","","",""
"5","1995","Schleswig-Holstein","Westdeutschland","","","",""
"5","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"5","1995","Hamburg","Westdeutschland","","","",""
"5","1995","Hamburg","Ostdeutschland","","","",""
"5","1995","Niedersachsen","Westdeutschland","1","","",""
"5","1995","Niedersachsen","Ostdeutschland","","","",""
"5","1995","Bremen","Westdeutschland","","","",""
"5","1995","Bremen","Ostdeutschland","","","",""
"5","1995","Nordrhein-Westfalen","Westdeutschland","3","","",""
"5","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"5","1995","Hessen","Westdeutschland","1","","",""
"5","1995","Hessen","Ostdeutschland","","","",""
"5","1995","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"5","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"5","1995","Baden-Wuerttemberg","Westdeutschland","2","","",""
"5","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"5","1995","Bayern","Westdeutschland","3","","",""
"5","1995","Bayern","Ostdeutschland","","","",""
"5","1995","Saarland","Westdeutschland","","","",""
"5","1995","Saarland","Ostdeutschland","","","",""
"5","1995","Berlin","Westdeutschland","","","",""
"5","1995","Berlin","Ostdeutschland","","","",""
"5","1995","Brandenburg","Westdeutschland","","","",""
"5","1995","Brandenburg","Ostdeutschland","","","",""
"5","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"5","1995","Mecklenburg-Vorpommern","Ostdeutschland","1","","",""
"5","1995","Sachsen","Westdeutschland","","","",""
"5","1995","Sachsen","Ostdeutschland","","","",""
"5","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"5","1995","Sachsen-Anhalt","Ostdeutschland","","","",""
"5","1995","Thueringen","Westdeutschland","","","",""
"5","1995","Thueringen","Ostdeutschland","","","",""
"6","1995","Schleswig-Holstein","Westdeutschland","","","",""
"6","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"6","1995","Hamburg","Westdeutschland","","","",""
"6","1995","Hamburg","Ostdeutschland","","","",""
"6","1995","Niedersachsen","Westdeutschland","1","","",""
"6","1995","Niedersachsen","Ostdeutschland","","","",""
"6","1995","Bremen","Westdeutschland","","","",""
"6","1995","Bremen","Ostdeutschland","","","",""
"6","1995","Nordrhein-Westfalen","Westdeutschland","","","",""
"6","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"6","1995","Hessen","Westdeutschland","","","",""
"6","1995","Hessen","Ostdeutschland","","","",""
"6","1995","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"6","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"6","1995","Baden-Wuerttemberg","Westdeutschland","3","","",""
"6","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"6","1995","Bayern","Westdeutschland","1","","",""
"6","1995","Bayern","Ostdeutschland","","","",""
"6","1995","Saarland","Westdeutschland","","","",""
"6","1995","Saarland","Ostdeutschland","","","",""
"6","1995","Berlin","Westdeutschland","","","",""
"6","1995","Berlin","Ostdeutschland","","","",""
"6","1995","Brandenburg","Westdeutschland","","","",""
"6","1995","Brandenburg","Ostdeutschland","","","",""
"6","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"6","1995","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"6","1995","Sachsen","Westdeutschland","","","",""
"6","1995","Sachsen","Ostdeutschland","","","",""
"6","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"6","1995","Sachsen-Anhalt","Ostdeutschland","1","","",""
"6","1995","Thueringen","Westdeutschland","","","",""
"6","1995","Thueringen","Ostdeutschland","1","","",""
"7","1995","Schleswig-Holstein","Westdeutschland","","","",""
"7","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"7","1995","Hamburg","Westdeutschland","","","",""
"7","1995","Hamburg","Ostdeutschland","","","",""
"7","1995","Niedersachsen","Westdeutschland","","","",""
"7","1995","Niedersachsen","Ostdeutschland","","","",""
"7","1995","Bremen","Westdeutschland","","","",""
"7","1995","Bremen","Ostdeutschland","","","",""
"7","1995","Nordrhein-Westfalen","Westdeutschland","","","",""
"7","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"7","1995","Hessen","Westdeutschland","","","",""
"7","1995","Hessen","Ostdeutschland","","","",""
"7","1995","Rheinland-Pfalz,Saarland","Westdeutschland","1","","",""
"7","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"7","1995","Baden-Wuerttemberg","Westdeutschland","1","","",""
"7","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"7","1995","Bayern","Westdeutschland","","","",""
"7","1995","Bayern","Ostdeutschland","","","",""
"7","1995","Saarland","Westdeutschland","","","",""
"7","1995","Saarland","Ostdeutschland","","","",""
"7","1995","Berlin","Westdeutschland","","","",""
"7","1995","Berlin","Ostdeutschland","","","",""
"7","1995","Brandenburg","Westdeutschland","","","",""
"7","1995","Brandenburg","Ostdeutschland","","","",""
"7","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"7","1995","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"7","1995","Sachsen","Westdeutschland","","","",""
"7","1995","Sachsen","Ostdeutschland","","","",""
"7","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"7","1995","Sachsen-Anhalt","Ostdeutschland","","","",""
"7","1995","Thueringen","Westdeutschland","","","",""
"7","1995","Thueringen","Ostdeutschland","","","",""
"8","1995","Schleswig-Holstein","Westdeutschland","","","",""
"8","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"8","1995","Hamburg","Westdeutschland","","","",""
"8","1995","Hamburg","Ostdeutschland","","","",""
"8","1995","Niedersachsen","Westdeutschland","","","",""
"8","1995","Niedersachsen","Ostdeutschland","","","",""
"8","1995","Bremen","Westdeutschland","","","",""
"8","1995","Bremen","Ostdeutschland","","","",""
"8","1995","Nordrhein-Westfalen","Westdeutschland","1","","",""
"8","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"8","1995","Hessen","Westdeutschland","","","",""
"8","1995","Hessen","Ostdeutschland","","","",""
"8","1995","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"8","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"8","1995","Baden-Wuerttemberg","Westdeutschland","1","","",""
"8","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"8","1995","Bayern","Westdeutschland","1","","",""
"8","1995","Bayern","Ostdeutschland","","","",""
"8","1995","Saarland","Westdeutschland","","","",""
"8","1995","Saarland","Ostdeutschland","","","",""
"8","1995","Berlin","Westdeutschland","","","",""
"8","1995","Berlin","Ostdeutschland","","","",""
"8","1995","Brandenburg","Westdeutschland","","","",""
"8","1995","Brandenburg","Ostdeutschland","","","",""
"8","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"8","1995","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
