"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"30","2007","17-29","Städtischer Raum","","","",""
"30","2007","17-29","Ländlicher Raum","","","",""
"30","2007","30-45","Städtischer Raum","","","",""
"30","2007","30-45","Ländlicher Raum","","","",""
"30","2007","46-65","Städtischer Raum","","","",""
"30","2007","46-65","Ländlicher Raum","","","",""
"30","2007","66","Städtischer Raum","","","",""
"30","2007","66","Ländlicher Raum","","","",""
"31","2007","17-29","Städtischer Raum","","","",""
"31","2007","17-29","Ländlicher Raum","","","",""
"31","2007","30-45","Städtischer Raum","","","",""
"31","2007","30-45","Ländlicher Raum","","","",""
"31","2007","46-65","Städtischer Raum","","","",""
"31","2007","46-65","Ländlicher Raum","","","",""
"31","2007","66","Städtischer Raum","","","",""
"31","2007","66","Ländlicher Raum","","","",""
"32","2007","17-29","Städtischer Raum","","","",""
"32","2007","17-29","Ländlicher Raum","","","",""
"32","2007","30-45","Städtischer Raum","","","",""
"32","2007","30-45","Ländlicher Raum","","","",""
"32","2007","46-65","Städtischer Raum","","","",""
"32","2007","46-65","Ländlicher Raum","","","",""
"32","2007","66","Städtischer Raum","","","",""
"32","2007","66","Ländlicher Raum","","","",""
"35","2007","17-29","Städtischer Raum","","","",""
"35","2007","17-29","Ländlicher Raum","","","",""
"35","2007","30-45","Städtischer Raum","","","",""
"35","2007","30-45","Ländlicher Raum","","","",""
"35","2007","46-65","Städtischer Raum","","","",""
"35","2007","46-65","Ländlicher Raum","","","",""
"35","2007","66","Städtischer Raum","","","",""
"35","2007","66","Ländlicher Raum","","","",""
"36","2007","17-29","Städtischer Raum","","","",""
"36","2007","17-29","Ländlicher Raum","","","",""
"36","2007","30-45","Städtischer Raum","","","",""
"36","2007","30-45","Ländlicher Raum","","","",""
"36","2007","46-65","Städtischer Raum","","","",""
"36","2007","46-65","Ländlicher Raum","","","",""
"36","2007","66","Städtischer Raum","","","",""
"36","2007","66","Ländlicher Raum","","","",""
"40","2007","17-29","Städtischer Raum","","","",""
"40","2007","17-29","Ländlicher Raum","","","",""
"40","2007","30-45","Städtischer Raum","","","",""
"40","2007","30-45","Ländlicher Raum","","","",""
"40","2007","46-65","Städtischer Raum","","","",""
"40","2007","46-65","Ländlicher Raum","","","",""
"40","2007","66","Städtischer Raum","","","",""
"40","2007","66","Ländlicher Raum","","","",""
"42","2007","17-29","Städtischer Raum","","","",""
"42","2007","17-29","Ländlicher Raum","","","",""
"42","2007","30-45","Städtischer Raum","","","",""
"42","2007","30-45","Ländlicher Raum","","","",""
"42","2007","46-65","Städtischer Raum","","","",""
"42","2007","46-65","Ländlicher Raum","","","",""
"42","2007","66","Städtischer Raum","","","",""
"42","2007","66","Ländlicher Raum","","","",""
"45","2007","17-29","Städtischer Raum","","","",""
"45","2007","17-29","Ländlicher Raum","","","",""
"45","2007","30-45","Städtischer Raum","","","",""
"45","2007","30-45","Ländlicher Raum","","","",""
"45","2007","46-65","Städtischer Raum","","","",""
"45","2007","46-65","Ländlicher Raum","","","",""
"45","2007","66","Städtischer Raum","","","",""
"45","2007","66","Ländlicher Raum","","","",""
"48","2007","17-29","Städtischer Raum","","","",""
"48","2007","17-29","Ländlicher Raum","","","",""
"48","2007","30-45","Städtischer Raum","","","",""
"48","2007","30-45","Ländlicher Raum","","","",""
"48","2007","46-65","Städtischer Raum","","","",""
"48","2007","46-65","Ländlicher Raum","","","",""
"48","2007","66","Städtischer Raum","","","",""
"48","2007","66","Ländlicher Raum","","","",""
"50","2007","17-29","Städtischer Raum","","","",""
"50","2007","17-29","Ländlicher Raum","","","",""
"50","2007","30-45","Städtischer Raum","","","",""
"50","2007","30-45","Ländlicher Raum","","","",""
"50","2007","46-65","Städtischer Raum","","","",""
"50","2007","46-65","Ländlicher Raum","","","",""
"50","2007","66","Städtischer Raum","","","",""
"50","2007","66","Ländlicher Raum","","","",""
"51","2007","17-29","Städtischer Raum","","","",""
"51","2007","17-29","Ländlicher Raum","","","",""
"51","2007","30-45","Städtischer Raum","","","",""
"51","2007","30-45","Ländlicher Raum","","","",""
"51","2007","46-65","Städtischer Raum","","","",""
"51","2007","46-65","Ländlicher Raum","","","",""
"51","2007","66","Städtischer Raum","","","",""
"51","2007","66","Ländlicher Raum","","","",""
"64","2007","17-29","Städtischer Raum","","","",""
"64","2007","17-29","Ländlicher Raum","","","",""
"64","2007","30-45","Städtischer Raum","","","",""
"64","2007","30-45","Ländlicher Raum","","","",""
"64","2007","46-65","Städtischer Raum","","","",""
"64","2007","46-65","Ländlicher Raum","","","",""
"64","2007","66","Städtischer Raum","","","",""
"64","2007","66","Ländlicher Raum","","","",""
"65","2007","17-29","Städtischer Raum","","","",""
"65","2007","17-29","Ländlicher Raum","","","",""
"65","2007","30-45","Städtischer Raum","","","",""
"65","2007","30-45","Ländlicher Raum","","","",""
"65","2007","46-65","Städtischer Raum","","","",""
"65","2007","46-65","Ländlicher Raum","","","",""
"65","2007","66","Städtischer Raum","","","",""
"65","2007","66","Ländlicher Raum","","","",""
"90","2007","17-29","Städtischer Raum","","","",""
"90","2007","17-29","Ländlicher Raum","","","",""
"90","2007","30-45","Städtischer Raum","","","",""
"90","2007","30-45","Ländlicher Raum","","","",""
"90","2007","46-65","Städtischer Raum","","","",""
"90","2007","46-65","Ländlicher Raum","","","",""
"90","2007","66","Städtischer Raum","","","",""
"90","2007","66","Ländlicher Raum","","","",""
"98","2007","17-29","Städtischer Raum","","","",""
"98","2007","17-29","Ländlicher Raum","","","",""
"98","2007","30-45","Städtischer Raum","","","",""
"98","2007","30-45","Ländlicher Raum","","","",""
"98","2007","46-65","Städtischer Raum","","","",""
"98","2007","46-65","Ländlicher Raum","","","",""
"98","2007","66","Städtischer Raum","","","",""
"98","2007","66","Ländlicher Raum","","","",""
"100","2007","17-29","Städtischer Raum","","","",""
"100","2007","17-29","Ländlicher Raum","","","",""
"100","2007","30-45","Städtischer Raum","","","",""
"100","2007","30-45","Ländlicher Raum","","","",""
"100","2007","46-65","Städtischer Raum","","","",""
"100","2007","46-65","Ländlicher Raum","","","",""
"100","2007","66","Städtischer Raum","","","",""
"100","2007","66","Ländlicher Raum","","","",""
"0","2008","17-29","Städtischer Raum","","","",""
"0","2008","17-29","Ländlicher Raum","","","",""
"0","2008","30-45","Städtischer Raum","","","",""
"0","2008","30-45","Ländlicher Raum","","","",""
"0","2008","46-65","Städtischer Raum","","","",""
"0","2008","46-65","Ländlicher Raum","","","",""
"0","2008","66","Städtischer Raum","","","",""
"0","2008","66","Ländlicher Raum","","","",""
"1","2008","17-29","Städtischer Raum","119","0.861807632706387","0.805636745146019","0.917978520266754"
"1","2008","17-29","Ländlicher Raum","62","0.741701154161996","0.647537185299632","0.83586512302436"
"1","2008","30-45","Städtischer Raum","221","0.758045106900147","0.706675387980374","0.809414825819921"
"1","2008","30-45","Ländlicher Raum","115","0.802088358562241","0.736324799071075","0.867851918053406"
"1","2008","46-65","Städtischer Raum","313","0.720950503847455","0.678605439015158","0.763295568679753"
"1","2008","46-65","Ländlicher Raum","213","0.742305630496304","0.691793499680328","0.79281776131228"
"1","2008","66","Städtischer Raum","","","",""
"1","2008","66","Ländlicher Raum","","","",""
"2","2008","17-29","Städtischer Raum","21","","",""
"2","2008","17-29","Ländlicher Raum","14","","",""
"2","2008","30-45","Städtischer Raum","34","0.172745239146435","0.127401728515738","0.218088749777132"
"2","2008","30-45","Ländlicher Raum","17","","",""
"2","2008","46-65","Städtischer Raum","76","0.182405443393373","0.145947064932404","0.218863821854343"
"2","2008","46-65","Ländlicher Raum","57","0.198126285553604","0.152092585392046","0.244159985715163"
"2","2008","66","Städtischer Raum","","","",""
"2","2008","66","Ländlicher Raum","","","",""
"3","2008","17-29","Städtischer Raum","5","","",""
"3","2008","17-29","Ländlicher Raum","6","","",""
"3","2008","30-45","Städtischer Raum","7","","",""
"3","2008","30-45","Ländlicher Raum","4","","",""
"3","2008","46-65","Städtischer Raum","26","","",""
"3","2008","46-65","Ländlicher Raum","8","","",""
"3","2008","66","Städtischer Raum","","","",""
"3","2008","66","Ländlicher Raum","","","",""
"4","2008","17-29","Städtischer Raum","","","",""
"4","2008","17-29","Ländlicher Raum","","","",""
"4","2008","30-45","Städtischer Raum","2","","",""
"4","2008","30-45","Ländlicher Raum","5","","",""
"4","2008","46-65","Städtischer Raum","7","","",""
"4","2008","46-65","Ländlicher Raum","4","","",""
"4","2008","66","Städtischer Raum","","","",""
"4","2008","66","Ländlicher Raum","","","",""
"5","2008","17-29","Städtischer Raum","","","",""
"5","2008","17-29","Ländlicher Raum","","","",""
"5","2008","30-45","Städtischer Raum","1","","",""
"5","2008","30-45","Ländlicher Raum","","","",""
"5","2008","46-65","Städtischer Raum","4","","",""
"5","2008","46-65","Ländlicher Raum","3","","",""
"5","2008","66","Städtischer Raum","","","",""
"5","2008","66","Ländlicher Raum","","","",""
"6","2008","17-29","Städtischer Raum","","","",""
"6","2008","17-29","Ländlicher Raum","1","","",""
"6","2008","30-45","Städtischer Raum","1","","",""
"6","2008","30-45","Ländlicher Raum","","","",""
"6","2008","46-65","Städtischer Raum","","","",""
"6","2008","46-65","Ländlicher Raum","","","",""
"6","2008","66","Städtischer Raum","","","",""
"6","2008","66","Ländlicher Raum","","","",""
"7","2008","17-29","Städtischer Raum","","","",""
"7","2008","17-29","Ländlicher Raum","","","",""
"7","2008","30-45","Städtischer Raum","","","",""
"7","2008","30-45","Ländlicher Raum","","","",""
"7","2008","46-65","Städtischer Raum","2","","",""
"7","2008","46-65","Ländlicher Raum","1","","",""
"7","2008","66","Städtischer Raum","","","",""
"7","2008","66","Ländlicher Raum","","","",""
"8","2008","17-29","Städtischer Raum","","","",""
"8","2008","17-29","Ländlicher Raum","","","",""
"8","2008","30-45","Städtischer Raum","1","","",""
"8","2008","30-45","Ländlicher Raum","","","",""
"8","2008","46-65","Städtischer Raum","1","","",""
"8","2008","46-65","Ländlicher Raum","1","","",""
"8","2008","66","Städtischer Raum","","","",""
"8","2008","66","Ländlicher Raum","","","",""
"9","2008","17-29","Städtischer Raum","","","",""
"9","2008","17-29","Ländlicher Raum","","","",""
"9","2008","30-45","Städtischer Raum","","","",""
"9","2008","30-45","Ländlicher Raum","","","",""
"9","2008","46-65","Städtischer Raum","","","",""
"9","2008","46-65","Ländlicher Raum","","","",""
"9","2008","66","Städtischer Raum","","","",""
"9","2008","66","Ländlicher Raum","","","",""
"10","2008","17-29","Städtischer Raum","","","",""
"10","2008","17-29","Ländlicher Raum","","","",""
"10","2008","30-45","Städtischer Raum","","","",""
"10","2008","30-45","Ländlicher Raum","","","",""
"10","2008","46-65","Städtischer Raum","","","",""
"10","2008","46-65","Ländlicher Raum","1","","",""
"10","2008","66","Städtischer Raum","","","",""
"10","2008","66","Ländlicher Raum","","","",""
"11","2008","17-29","Städtischer Raum","","","",""
"11","2008","17-29","Ländlicher Raum","","","",""
"11","2008","30-45","Städtischer Raum","","","",""
"11","2008","30-45","Ländlicher Raum","","","",""
"11","2008","46-65","Städtischer Raum","","","",""
"11","2008","46-65","Ländlicher Raum","","","",""
"11","2008","66","Städtischer Raum","","","",""
"11","2008","66","Ländlicher Raum","","","",""
"12","2008","17-29","Städtischer Raum","","","",""
"12","2008","17-29","Ländlicher Raum","","","",""
"12","2008","30-45","Städtischer Raum","","","",""
"12","2008","30-45","Ländlicher Raum","","","",""
"12","2008","46-65","Städtischer Raum","1","","",""
"12","2008","46-65","Ländlicher Raum","","","",""
"12","2008","66","Städtischer Raum","","","",""
"12","2008","66","Ländlicher Raum","","","",""
"13","2008","17-29","Städtischer Raum","","","",""
"13","2008","17-29","Ländlicher Raum","","","",""
"13","2008","30-45","Städtischer Raum","","","",""
"13","2008","30-45","Ländlicher Raum","","","",""
"13","2008","46-65","Städtischer Raum","","","",""
"13","2008","46-65","Ländlicher Raum","","","",""
"13","2008","66","Städtischer Raum","","","",""
"13","2008","66","Ländlicher Raum","","","",""
"14","2008","17-29","Städtischer Raum","","","",""
"14","2008","17-29","Ländlicher Raum","","","",""
"14","2008","30-45","Städtischer Raum","","","",""
"14","2008","30-45","Ländlicher Raum","","","",""
"14","2008","46-65","Städtischer Raum","","","",""
"14","2008","46-65","Ländlicher Raum","","","",""
"14","2008","66","Städtischer Raum","","","",""
"14","2008","66","Ländlicher Raum","","","",""
"15","2008","17-29","Städtischer Raum","","","",""
"15","2008","17-29","Ländlicher Raum","","","",""
"15","2008","30-45","Städtischer Raum","","","",""
"15","2008","30-45","Ländlicher Raum","","","",""
"15","2008","46-65","Städtischer Raum","","","",""
"15","2008","46-65","Ländlicher Raum","","","",""
"15","2008","66","Städtischer Raum","","","",""
"15","2008","66","Ländlicher Raum","","","",""
"16","2008","17-29","Städtischer Raum","","","",""
"16","2008","17-29","Ländlicher Raum","","","",""
"16","2008","30-45","Städtischer Raum","","","",""
"16","2008","30-45","Ländlicher Raum","","","",""
"16","2008","46-65","Städtischer Raum","","","",""
"16","2008","46-65","Ländlicher Raum","","","",""
"16","2008","66","Städtischer Raum","","","",""
"16","2008","66","Ländlicher Raum","","","",""
"17","2008","17-29","Städtischer Raum","","","",""
"17","2008","17-29","Ländlicher Raum","","","",""
"17","2008","30-45","Städtischer Raum","","","",""
"17","2008","30-45","Ländlicher Raum","","","",""
"17","2008","46-65","Städtischer Raum","","","",""
"17","2008","46-65","Ländlicher Raum","","","",""
"17","2008","66","Städtischer Raum","","","",""
"17","2008","66","Ländlicher Raum","","","",""
"18","2008","17-29","Städtischer Raum","","","",""
"18","2008","17-29","Ländlicher Raum","","","",""
"18","2008","30-45","Städtischer Raum","","","",""
"18","2008","30-45","Ländlicher Raum","","","",""
"18","2008","46-65","Städtischer Raum","","","",""
"18","2008","46-65","Ländlicher Raum","","","",""
"18","2008","66","Städtischer Raum","","","",""
"18","2008","66","Ländlicher Raum","","","",""
"19","2008","17-29","Städtischer Raum","","","",""
"19","2008","17-29","Ländlicher Raum","","","",""
"19","2008","30-45","Städtischer Raum","","","",""
"19","2008","30-45","Ländlicher Raum","","","",""
"19","2008","46-65","Städtischer Raum","","","",""
"19","2008","46-65","Ländlicher Raum","","","",""
"19","2008","66","Städtischer Raum","","","",""
"19","2008","66","Ländlicher Raum","","","",""
"20","2008","17-29","Städtischer Raum","","","",""
"20","2008","17-29","Ländlicher Raum","","","",""
"20","2008","30-45","Städtischer Raum","","","",""
"20","2008","30-45","Ländlicher Raum","","","",""
"20","2008","46-65","Städtischer Raum","","","",""
"20","2008","46-65","Ländlicher Raum","","","",""
"20","2008","66","Städtischer Raum","","","",""
"20","2008","66","Ländlicher Raum","","","",""
"21","2008","17-29","Städtischer Raum","","","",""
"21","2008","17-29","Ländlicher Raum","","","",""
"21","2008","30-45","Städtischer Raum","","","",""
