"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","2003","Städtischer Raum","weiblich","155","0.188796702824858","0.163712266759196","0.213881138890519"
"2","2003","Ländlicher Raum","männlich","57","0.149089937383354","0.11294398509077","0.185235889675938"
"2","2003","Ländlicher Raum","weiblich","88","0.171488022214643","0.139306315329027","0.203669729100259"
"3","2003","Städtischer Raum","männlich","30","0.0383996425367746","0.0245452728956255","0.0522540121779236"
"3","2003","Städtischer Raum","weiblich","33","0.0412563835350471","0.0285084700877731","0.0540042969823211"
"3","2003","Ländlicher Raum","männlich","16","","",""
"3","2003","Ländlicher Raum","weiblich","25","","",""
"4","2003","Städtischer Raum","männlich","16","","",""
"4","2003","Städtischer Raum","weiblich","11","","",""
"4","2003","Ländlicher Raum","männlich","9","","",""
"4","2003","Ländlicher Raum","weiblich","2","","",""
"5","2003","Städtischer Raum","männlich","5","","",""
"5","2003","Städtischer Raum","weiblich","1","","",""
"5","2003","Ländlicher Raum","männlich","4","","",""
"5","2003","Ländlicher Raum","weiblich","3","","",""
"6","2003","Städtischer Raum","männlich","5","","",""
"6","2003","Städtischer Raum","weiblich","4","","",""
"6","2003","Ländlicher Raum","männlich","","","",""
"6","2003","Ländlicher Raum","weiblich","1","","",""
"7","2003","Städtischer Raum","männlich","4","","",""
"7","2003","Städtischer Raum","weiblich","","","",""
"7","2003","Ländlicher Raum","männlich","3","","",""
"7","2003","Ländlicher Raum","weiblich","1","","",""
"8","2003","Städtischer Raum","männlich","","","",""
"8","2003","Städtischer Raum","weiblich","","","",""
"8","2003","Ländlicher Raum","männlich","1","","",""
"8","2003","Ländlicher Raum","weiblich","1","","",""
"9","2003","Städtischer Raum","männlich","","","",""
"9","2003","Städtischer Raum","weiblich","","","",""
"9","2003","Ländlicher Raum","männlich","","","",""
"9","2003","Ländlicher Raum","weiblich","","","",""
"10","2003","Städtischer Raum","männlich","","","",""
"10","2003","Städtischer Raum","weiblich","1","","",""
"10","2003","Ländlicher Raum","männlich","","","",""
"10","2003","Ländlicher Raum","weiblich","1","","",""
"11","2003","Städtischer Raum","männlich","","","",""
"11","2003","Städtischer Raum","weiblich","","","",""
"11","2003","Ländlicher Raum","männlich","","","",""
"11","2003","Ländlicher Raum","weiblich","","","",""
"12","2003","Städtischer Raum","männlich","1","","",""
"12","2003","Städtischer Raum","weiblich","","","",""
"12","2003","Ländlicher Raum","männlich","1","","",""
"12","2003","Ländlicher Raum","weiblich","","","",""
"13","2003","Städtischer Raum","männlich","","","",""
"13","2003","Städtischer Raum","weiblich","","","",""
"13","2003","Ländlicher Raum","männlich","","","",""
"13","2003","Ländlicher Raum","weiblich","","","",""
"14","2003","Städtischer Raum","männlich","1","","",""
"14","2003","Städtischer Raum","weiblich","","","",""
"14","2003","Ländlicher Raum","männlich","","","",""
"14","2003","Ländlicher Raum","weiblich","","","",""
"15","2003","Städtischer Raum","männlich","","","",""
"15","2003","Städtischer Raum","weiblich","1","","",""
"15","2003","Ländlicher Raum","männlich","","","",""
"15","2003","Ländlicher Raum","weiblich","","","",""
"16","2003","Städtischer Raum","männlich","","","",""
"16","2003","Städtischer Raum","weiblich","","","",""
"16","2003","Ländlicher Raum","männlich","","","",""
"16","2003","Ländlicher Raum","weiblich","","","",""
"17","2003","Städtischer Raum","männlich","","","",""
"17","2003","Städtischer Raum","weiblich","","","",""
"17","2003","Ländlicher Raum","männlich","","","",""
"17","2003","Ländlicher Raum","weiblich","","","",""
"18","2003","Städtischer Raum","männlich","","","",""
"18","2003","Städtischer Raum","weiblich","","","",""
"18","2003","Ländlicher Raum","männlich","","","",""
"18","2003","Ländlicher Raum","weiblich","","","",""
"19","2003","Städtischer Raum","männlich","","","",""
"19","2003","Städtischer Raum","weiblich","","","",""
"19","2003","Ländlicher Raum","männlich","","","",""
"19","2003","Ländlicher Raum","weiblich","","","",""
"20","2003","Städtischer Raum","männlich","","","",""
"20","2003","Städtischer Raum","weiblich","","","",""
"20","2003","Ländlicher Raum","männlich","","","",""
"20","2003","Ländlicher Raum","weiblich","","","",""
"21","2003","Städtischer Raum","männlich","","","",""
"21","2003","Städtischer Raum","weiblich","","","",""
"21","2003","Ländlicher Raum","männlich","","","",""
"21","2003","Ländlicher Raum","weiblich","","","",""
"22","2003","Städtischer Raum","männlich","","","",""
"22","2003","Städtischer Raum","weiblich","","","",""
"22","2003","Ländlicher Raum","männlich","","","",""
"22","2003","Ländlicher Raum","weiblich","","","",""
"23","2003","Städtischer Raum","männlich","","","",""
"23","2003","Städtischer Raum","weiblich","","","",""
"23","2003","Ländlicher Raum","männlich","","","",""
"23","2003","Ländlicher Raum","weiblich","","","",""
"24","2003","Städtischer Raum","männlich","","","",""
"24","2003","Städtischer Raum","weiblich","","","",""
"24","2003","Ländlicher Raum","männlich","","","",""
"24","2003","Ländlicher Raum","weiblich","","","",""
"25","2003","Städtischer Raum","männlich","","","",""
"25","2003","Städtischer Raum","weiblich","","","",""
"25","2003","Ländlicher Raum","männlich","","","",""
"25","2003","Ländlicher Raum","weiblich","","","",""
"26","2003","Städtischer Raum","männlich","","","",""
"26","2003","Städtischer Raum","weiblich","","","",""
"26","2003","Ländlicher Raum","männlich","","","",""
"26","2003","Ländlicher Raum","weiblich","","","",""
"27","2003","Städtischer Raum","männlich","","","",""
"27","2003","Städtischer Raum","weiblich","","","",""
"27","2003","Ländlicher Raum","männlich","","","",""
"27","2003","Ländlicher Raum","weiblich","","","",""
"28","2003","Städtischer Raum","männlich","","","",""
"28","2003","Städtischer Raum","weiblich","","","",""
"28","2003","Ländlicher Raum","männlich","","","",""
"28","2003","Ländlicher Raum","weiblich","","","",""
"30","2003","Städtischer Raum","männlich","","","",""
"30","2003","Städtischer Raum","weiblich","","","",""
"30","2003","Ländlicher Raum","männlich","","","",""
"30","2003","Ländlicher Raum","weiblich","","","",""
"31","2003","Städtischer Raum","männlich","","","",""
"31","2003","Städtischer Raum","weiblich","","","",""
"31","2003","Ländlicher Raum","männlich","","","",""
"31","2003","Ländlicher Raum","weiblich","","","",""
"32","2003","Städtischer Raum","männlich","","","",""
"32","2003","Städtischer Raum","weiblich","","","",""
"32","2003","Ländlicher Raum","männlich","","","",""
"32","2003","Ländlicher Raum","weiblich","","","",""
"35","2003","Städtischer Raum","männlich","","","",""
"35","2003","Städtischer Raum","weiblich","","","",""
"35","2003","Ländlicher Raum","männlich","","","",""
"35","2003","Ländlicher Raum","weiblich","","","",""
"36","2003","Städtischer Raum","männlich","","","",""
"36","2003","Städtischer Raum","weiblich","","","",""
"36","2003","Ländlicher Raum","männlich","","","",""
"36","2003","Ländlicher Raum","weiblich","","","",""
"40","2003","Städtischer Raum","männlich","","","",""
"40","2003","Städtischer Raum","weiblich","","","",""
"40","2003","Ländlicher Raum","männlich","","","",""
"40","2003","Ländlicher Raum","weiblich","","","",""
"42","2003","Städtischer Raum","männlich","","","",""
"42","2003","Städtischer Raum","weiblich","","","",""
"42","2003","Ländlicher Raum","männlich","","","",""
"42","2003","Ländlicher Raum","weiblich","","","",""
"45","2003","Städtischer Raum","männlich","","","",""
"45","2003","Städtischer Raum","weiblich","","","",""
"45","2003","Ländlicher Raum","männlich","","","",""
"45","2003","Ländlicher Raum","weiblich","","","",""
"48","2003","Städtischer Raum","männlich","","","",""
"48","2003","Städtischer Raum","weiblich","","","",""
"48","2003","Ländlicher Raum","männlich","","","",""
"48","2003","Ländlicher Raum","weiblich","","","",""
"50","2003","Städtischer Raum","männlich","","","",""
"50","2003","Städtischer Raum","weiblich","","","",""
"50","2003","Ländlicher Raum","männlich","","","",""
"50","2003","Ländlicher Raum","weiblich","","","",""
"51","2003","Städtischer Raum","männlich","","","",""
"51","2003","Städtischer Raum","weiblich","","","",""
"51","2003","Ländlicher Raum","männlich","","","",""
"51","2003","Ländlicher Raum","weiblich","","","",""
"64","2003","Städtischer Raum","männlich","","","",""
"64","2003","Städtischer Raum","weiblich","","","",""
"64","2003","Ländlicher Raum","männlich","","","",""
"64","2003","Ländlicher Raum","weiblich","","","",""
"65","2003","Städtischer Raum","männlich","","","",""
"65","2003","Städtischer Raum","weiblich","","","",""
"65","2003","Ländlicher Raum","männlich","","","",""
"65","2003","Ländlicher Raum","weiblich","","","",""
"90","2003","Städtischer Raum","männlich","","","",""
"90","2003","Städtischer Raum","weiblich","","","",""
"90","2003","Ländlicher Raum","männlich","","","",""
"90","2003","Ländlicher Raum","weiblich","","","",""
"98","2003","Städtischer Raum","männlich","","","",""
"98","2003","Städtischer Raum","weiblich","","","",""
"98","2003","Ländlicher Raum","männlich","","","",""
"98","2003","Ländlicher Raum","weiblich","","","",""
"100","2003","Städtischer Raum","männlich","","","",""
"100","2003","Städtischer Raum","weiblich","","","",""
"100","2003","Ländlicher Raum","männlich","","","",""
"100","2003","Ländlicher Raum","weiblich","","","",""
"0","2004","Städtischer Raum","männlich","","","",""
"0","2004","Städtischer Raum","weiblich","","","",""
"0","2004","Ländlicher Raum","männlich","","","",""
"0","2004","Ländlicher Raum","weiblich","","","",""
"1","2004","Städtischer Raum","männlich","514","0.713731645286392","0.68012618593473","0.747337104638055"
"1","2004","Städtischer Raum","weiblich","759","0.774301931682843","0.747802397655599","0.800801465710087"
"1","2004","Ländlicher Raum","männlich","263","0.684206391395675","0.637222454997087","0.731190327794263"
"1","2004","Ländlicher Raum","weiblich","395","0.768375998653756","0.731654297953472","0.80509769935404"
"2","2004","Städtischer Raum","männlich","124","0.194469206385623","0.165043819392857","0.223894593378388"
"2","2004","Städtischer Raum","weiblich","141","0.15711226709256","0.134044314019683","0.180180220165436"
"2","2004","Ländlicher Raum","männlich","77","0.226397307001615","0.184096487286703","0.268698126716528"
"2","2004","Ländlicher Raum","weiblich","85","0.169461995249421","0.136806218058758","0.202117772440085"
"3","2004","Städtischer Raum","männlich","33","0.0511329239552286","0.0347568914574769","0.0675089564529803"
"3","2004","Städtischer Raum","weiblich","39","0.048374157207843","0.0347735291348601","0.0619747852808259"
"3","2004","Ländlicher Raum","männlich","21","","",""
"3","2004","Ländlicher Raum","weiblich","17","","",""
"4","2004","Städtischer Raum","männlich","13","","",""
"4","2004","Städtischer Raum","weiblich","8","","",""
"4","2004","Ländlicher Raum","männlich","6","","",""
"4","2004","Ländlicher Raum","weiblich","","","",""
"5","2004","Städtischer Raum","männlich","5","","",""
"5","2004","Städtischer Raum","weiblich","2","","",""
"5","2004","Ländlicher Raum","männlich","5","","",""
"5","2004","Ländlicher Raum","weiblich","4","","",""
"6","2004","Städtischer Raum","männlich","1","","",""
"6","2004","Städtischer Raum","weiblich","4","","",""
"6","2004","Ländlicher Raum","männlich","1","","",""
"6","2004","Ländlicher Raum","weiblich","","","",""
"7","2004","Städtischer Raum","männlich","","","",""
"7","2004","Städtischer Raum","weiblich","","","",""
"7","2004","Ländlicher Raum","männlich","","","",""
"7","2004","Ländlicher Raum","weiblich","2","","",""
"8","2004","Städtischer Raum","männlich","1","","",""
"8","2004","Städtischer Raum","weiblich","","","",""
"8","2004","Ländlicher Raum","männlich","2","","",""
"8","2004","Ländlicher Raum","weiblich","2","","",""
"9","2004","Städtischer Raum","männlich","","","",""
"9","2004","Städtischer Raum","weiblich","","","",""
"9","2004","Ländlicher Raum","männlich","","","",""
"9","2004","Ländlicher Raum","weiblich","","","",""
"10","2004","Städtischer Raum","männlich","","","",""
"10","2004","Städtischer Raum","weiblich","1","","",""
"10","2004","Ländlicher Raum","männlich","1","","",""
"10","2004","Ländlicher Raum","weiblich","2","","",""
"11","2004","Städtischer Raum","männlich","1","","",""
"11","2004","Städtischer Raum","weiblich","1","","",""
"11","2004","Ländlicher Raum","männlich","","","",""
"11","2004","Ländlicher Raum","weiblich","","","",""
"12","2004","Städtischer Raum","männlich","2","","",""
"12","2004","Städtischer Raum","weiblich","","","",""
"12","2004","Ländlicher Raum","männlich","","","",""
"12","2004","Ländlicher Raum","weiblich","","","",""
"13","2004","Städtischer Raum","männlich","1","","",""
"13","2004","Städtischer Raum","weiblich","1","","",""
"13","2004","Ländlicher Raum","männlich","","","",""
"13","2004","Ländlicher Raum","weiblich","","","",""
"14","2004","Städtischer Raum","männlich","","","",""
"14","2004","Städtischer Raum","weiblich","","","",""
"14","2004","Ländlicher Raum","männlich","","","",""
"14","2004","Ländlicher Raum","weiblich","","","",""
"15","2004","Städtischer Raum","männlich","","","",""
"15","2004","Städtischer Raum","weiblich","","","",""
"15","2004","Ländlicher Raum","männlich","","","",""
"15","2004","Ländlicher Raum","weiblich","","","",""
"16","2004","Städtischer Raum","männlich","","","",""
"16","2004","Städtischer Raum","weiblich","","","",""
"16","2004","Ländlicher Raum","männlich","","","",""
"16","2004","Ländlicher Raum","weiblich","","","",""
"17","2004","Städtischer Raum","männlich","","","",""
"17","2004","Städtischer Raum","weiblich","","","",""
"17","2004","Ländlicher Raum","männlich","","","",""
"17","2004","Ländlicher Raum","weiblich","","","",""
"18","2004","Städtischer Raum","männlich","","","",""
"18","2004","Städtischer Raum","weiblich","","","",""
"18","2004","Ländlicher Raum","männlich","","","",""
"18","2004","Ländlicher Raum","weiblich","","","",""
"19","2004","Städtischer Raum","männlich","","","",""
