"ple0055","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"0","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"0","1985","Hauptschule","Städtischer Raum","","","",""
"0","1985","Hauptschule","Ländlicher Raum","1","","",""
"0","1985","Realschule","Städtischer Raum","","","",""
"0","1985","Realschule","Ländlicher Raum","","","",""
"0","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"0","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"0","1985","AkademikerIn","Städtischer Raum","","","",""
"0","1985","AkademikerIn","Ländlicher Raum","","","",""
"1","1985","(noch) kein Abschluss","Städtischer Raum","86","0.861284714653861","0.795171393955927","0.927398035351795"
"1","1985","(noch) kein Abschluss","Ländlicher Raum","18","","",""
"1","1985","Hauptschule","Städtischer Raum","421","0.79639432485442","0.761717268124406","0.831071381584434"
"1","1985","Hauptschule","Ländlicher Raum","138","0.773864605330622","0.712581842150276","0.835147368510969"
"1","1985","Realschule","Städtischer Raum","118","0.803610498443431","0.738038190536689","0.869182806350174"
"1","1985","Realschule","Ländlicher Raum","36","0.773087197013851","0.65071420604705","0.895460187980652"
"1","1985","(Fach-)Abitur","Städtischer Raum","56","0.775631063696153","0.677199925465044","0.874062201927261"
"1","1985","(Fach-)Abitur","Ländlicher Raum","9","","",""
"1","1985","AkademikerIn","Städtischer Raum","52","0.878682914195684","0.79537252549132","0.961993302900047"
"1","1985","AkademikerIn","Ländlicher Raum","10","","",""
"2","1985","(noch) kein Abschluss","Städtischer Raum","12","","",""
"2","1985","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"2","1985","Hauptschule","Städtischer Raum","60","0.131164760699386","0.102093724601041","0.16023579679773"
"2","1985","Hauptschule","Ländlicher Raum","26","","",""
"2","1985","Realschule","Städtischer Raum","15","","",""
"2","1985","Realschule","Ländlicher Raum","7","","",""
"2","1985","(Fach-)Abitur","Städtischer Raum","11","","",""
"2","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"2","1985","AkademikerIn","Städtischer Raum","6","","",""
"2","1985","AkademikerIn","Ländlicher Raum","","","",""
"3","1985","(noch) kein Abschluss","Städtischer Raum","5","","",""
"3","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"3","1985","Hauptschule","Städtischer Raum","17","","",""
"3","1985","Hauptschule","Ländlicher Raum","7","","",""
"3","1985","Realschule","Städtischer Raum","3","","",""
"3","1985","Realschule","Ländlicher Raum","1","","",""
"3","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"3","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"3","1985","AkademikerIn","Städtischer Raum","1","","",""
"3","1985","AkademikerIn","Ländlicher Raum","","","",""
"4","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"4","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"4","1985","Hauptschule","Städtischer Raum","3","","",""
"4","1985","Hauptschule","Ländlicher Raum","2","","",""
"4","1985","Realschule","Städtischer Raum","","","",""
"4","1985","Realschule","Ländlicher Raum","","","",""
"4","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"4","1985","(Fach-)Abitur","Ländlicher Raum","1","","",""
"4","1985","AkademikerIn","Städtischer Raum","","","",""
"4","1985","AkademikerIn","Ländlicher Raum","","","",""
"5","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"5","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"5","1985","Hauptschule","Städtischer Raum","5","","",""
"5","1985","Hauptschule","Ländlicher Raum","","","",""
"5","1985","Realschule","Städtischer Raum","2","","",""
"5","1985","Realschule","Ländlicher Raum","","","",""
"5","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"5","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"5","1985","AkademikerIn","Städtischer Raum","","","",""
"5","1985","AkademikerIn","Ländlicher Raum","","","",""
"6","1985","(noch) kein Abschluss","Städtischer Raum","1","","",""
"6","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"6","1985","Hauptschule","Städtischer Raum","1","","",""
"6","1985","Hauptschule","Ländlicher Raum","","","",""
"6","1985","Realschule","Städtischer Raum","2","","",""
"6","1985","Realschule","Ländlicher Raum","","","",""
"6","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"6","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"6","1985","AkademikerIn","Städtischer Raum","","","",""
"6","1985","AkademikerIn","Ländlicher Raum","","","",""
"7","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"7","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"7","1985","Hauptschule","Städtischer Raum","1","","",""
"7","1985","Hauptschule","Ländlicher Raum","1","","",""
"7","1985","Realschule","Städtischer Raum","1","","",""
"7","1985","Realschule","Ländlicher Raum","","","",""
"7","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"7","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"7","1985","AkademikerIn","Städtischer Raum","","","",""
"7","1985","AkademikerIn","Ländlicher Raum","","","",""
"8","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"8","1985","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"8","1985","Hauptschule","Städtischer Raum","","","",""
"8","1985","Hauptschule","Ländlicher Raum","","","",""
"8","1985","Realschule","Städtischer Raum","","","",""
"8","1985","Realschule","Ländlicher Raum","","","",""
"8","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"8","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"8","1985","AkademikerIn","Städtischer Raum","","","",""
"8","1985","AkademikerIn","Ländlicher Raum","","","",""
"9","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"9","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"9","1985","Hauptschule","Städtischer Raum","","","",""
"9","1985","Hauptschule","Ländlicher Raum","1","","",""
"9","1985","Realschule","Städtischer Raum","","","",""
"9","1985","Realschule","Ländlicher Raum","","","",""
"9","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"9","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"9","1985","AkademikerIn","Städtischer Raum","","","",""
"9","1985","AkademikerIn","Ländlicher Raum","","","",""
"10","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"10","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"10","1985","Hauptschule","Städtischer Raum","2","","",""
"10","1985","Hauptschule","Ländlicher Raum","2","","",""
"10","1985","Realschule","Städtischer Raum","","","",""
"10","1985","Realschule","Ländlicher Raum","","","",""
"10","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"10","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"10","1985","AkademikerIn","Städtischer Raum","","","",""
"10","1985","AkademikerIn","Ländlicher Raum","","","",""
"11","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"11","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"11","1985","Hauptschule","Städtischer Raum","","","",""
"11","1985","Hauptschule","Ländlicher Raum","","","",""
"11","1985","Realschule","Städtischer Raum","","","",""
"11","1985","Realschule","Ländlicher Raum","","","",""
"11","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"11","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"11","1985","AkademikerIn","Städtischer Raum","","","",""
"11","1985","AkademikerIn","Ländlicher Raum","","","",""
"12","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"12","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"12","1985","Hauptschule","Städtischer Raum","1","","",""
"12","1985","Hauptschule","Ländlicher Raum","","","",""
"12","1985","Realschule","Städtischer Raum","","","",""
"12","1985","Realschule","Ländlicher Raum","","","",""
"12","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"12","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"12","1985","AkademikerIn","Städtischer Raum","","","",""
"12","1985","AkademikerIn","Ländlicher Raum","","","",""
"13","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"13","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"13","1985","Hauptschule","Städtischer Raum","","","",""
"13","1985","Hauptschule","Ländlicher Raum","","","",""
"13","1985","Realschule","Städtischer Raum","","","",""
"13","1985","Realschule","Ländlicher Raum","","","",""
"13","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"13","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"13","1985","AkademikerIn","Städtischer Raum","","","",""
