"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"14","1985","Niedersachsen","Laendlicher Raum","2","","",""
"14","1985","Bremen","Staedtischer Raum","","","",""
"14","1985","Bremen","Laendlicher Raum","","","",""
"14","1985","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"14","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"14","1985","Hessen","Staedtischer Raum","1","","",""
"14","1985","Hessen","Laendlicher Raum","","","",""
"14","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"14","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"14","1985","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"14","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"14","1985","Bayern","Staedtischer Raum","","","",""
"14","1985","Bayern","Laendlicher Raum","","","",""
"14","1985","Saarland","Staedtischer Raum","","","",""
"14","1985","Saarland","Laendlicher Raum","","","",""
"14","1985","Berlin","Staedtischer Raum","","","",""
"14","1985","Berlin","Laendlicher Raum","","","",""
"14","1985","Brandenburg","Staedtischer Raum","","","",""
"14","1985","Brandenburg","Laendlicher Raum","","","",""
"14","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"14","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"14","1985","Sachsen","Staedtischer Raum","","","",""
"14","1985","Sachsen","Laendlicher Raum","","","",""
"14","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"14","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"14","1985","Thueringen","Staedtischer Raum","","","",""
"14","1985","Thueringen","Laendlicher Raum","","","",""
"15","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"15","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"15","1985","Hamburg","Staedtischer Raum","","","",""
"15","1985","Hamburg","Laendlicher Raum","","","",""
"15","1985","Niedersachsen","Staedtischer Raum","","","",""
"15","1985","Niedersachsen","Laendlicher Raum","","","",""
"15","1985","Bremen","Staedtischer Raum","","","",""
"15","1985","Bremen","Laendlicher Raum","","","",""
"15","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"15","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"15","1985","Hessen","Staedtischer Raum","","","",""
"15","1985","Hessen","Laendlicher Raum","","","",""
"15","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"15","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"15","1985","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"15","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"15","1985","Bayern","Staedtischer Raum","","","",""
"15","1985","Bayern","Laendlicher Raum","","","",""
"15","1985","Saarland","Staedtischer Raum","","","",""
"15","1985","Saarland","Laendlicher Raum","","","",""
"15","1985","Berlin","Staedtischer Raum","","","",""
"15","1985","Berlin","Laendlicher Raum","","","",""
"15","1985","Brandenburg","Staedtischer Raum","","","",""
"15","1985","Brandenburg","Laendlicher Raum","","","",""
"15","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"15","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"15","1985","Sachsen","Staedtischer Raum","","","",""
"15","1985","Sachsen","Laendlicher Raum","","","",""
"15","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"15","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"15","1985","Thueringen","Staedtischer Raum","","","",""
"15","1985","Thueringen","Laendlicher Raum","","","",""
"16","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"16","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"16","1985","Hamburg","Staedtischer Raum","","","",""
"16","1985","Hamburg","Laendlicher Raum","","","",""
"16","1985","Niedersachsen","Staedtischer Raum","","","",""
"16","1985","Niedersachsen","Laendlicher Raum","","","",""
"16","1985","Bremen","Staedtischer Raum","","","",""
"16","1985","Bremen","Laendlicher Raum","","","",""
"16","1985","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"16","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"16","1985","Hessen","Staedtischer Raum","","","",""
"16","1985","Hessen","Laendlicher Raum","","","",""
"16","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"16","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"16","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"16","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"16","1985","Bayern","Staedtischer Raum","","","",""
"16","1985","Bayern","Laendlicher Raum","1","","",""
"16","1985","Saarland","Staedtischer Raum","","","",""
"16","1985","Saarland","Laendlicher Raum","","","",""
"16","1985","Berlin","Staedtischer Raum","","","",""
"16","1985","Berlin","Laendlicher Raum","","","",""
"16","1985","Brandenburg","Staedtischer Raum","","","",""
"16","1985","Brandenburg","Laendlicher Raum","","","",""
"16","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"16","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"16","1985","Sachsen","Staedtischer Raum","","","",""
"16","1985","Sachsen","Laendlicher Raum","","","",""
"16","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"16","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"16","1985","Thueringen","Staedtischer Raum","","","",""
"16","1985","Thueringen","Laendlicher Raum","","","",""
"17","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"17","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"17","1985","Hamburg","Staedtischer Raum","","","",""
"17","1985","Hamburg","Laendlicher Raum","","","",""
"17","1985","Niedersachsen","Staedtischer Raum","","","",""
"17","1985","Niedersachsen","Laendlicher Raum","","","",""
"17","1985","Bremen","Staedtischer Raum","","","",""
"17","1985","Bremen","Laendlicher Raum","","","",""
"17","1985","Nordrhein-Westfalen","Staedtischer Raum","1","","",""
"17","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"17","1985","Hessen","Staedtischer Raum","","","",""
"17","1985","Hessen","Laendlicher Raum","","","",""
"17","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"17","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"17","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"17","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"17","1985","Bayern","Staedtischer Raum","","","",""
"17","1985","Bayern","Laendlicher Raum","","","",""
"17","1985","Saarland","Staedtischer Raum","","","",""
"17","1985","Saarland","Laendlicher Raum","","","",""
"17","1985","Berlin","Staedtischer Raum","","","",""
"17","1985","Berlin","Laendlicher Raum","","","",""
"17","1985","Brandenburg","Staedtischer Raum","","","",""
"17","1985","Brandenburg","Laendlicher Raum","","","",""
"17","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"17","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"17","1985","Sachsen","Staedtischer Raum","","","",""
"17","1985","Sachsen","Laendlicher Raum","","","",""
"17","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"17","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"17","1985","Thueringen","Staedtischer Raum","","","",""
"17","1985","Thueringen","Laendlicher Raum","","","",""
"18","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"18","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"18","1985","Hamburg","Staedtischer Raum","","","",""
"18","1985","Hamburg","Laendlicher Raum","","","",""
"18","1985","Niedersachsen","Staedtischer Raum","","","",""
"18","1985","Niedersachsen","Laendlicher Raum","","","",""
"18","1985","Bremen","Staedtischer Raum","","","",""
"18","1985","Bremen","Laendlicher Raum","","","",""
"18","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"18","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"18","1985","Hessen","Staedtischer Raum","","","",""
"18","1985","Hessen","Laendlicher Raum","","","",""
"18","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"18","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"18","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"18","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"18","1985","Bayern","Staedtischer Raum","","","",""
"18","1985","Bayern","Laendlicher Raum","","","",""
"18","1985","Saarland","Staedtischer Raum","","","",""
"18","1985","Saarland","Laendlicher Raum","","","",""
"18","1985","Berlin","Staedtischer Raum","","","",""
"18","1985","Berlin","Laendlicher Raum","","","",""
"18","1985","Brandenburg","Staedtischer Raum","","","",""
"18","1985","Brandenburg","Laendlicher Raum","","","",""
"18","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"18","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"18","1985","Sachsen","Staedtischer Raum","","","",""
"18","1985","Sachsen","Laendlicher Raum","","","",""
"18","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"18","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"18","1985","Thueringen","Staedtischer Raum","","","",""
"18","1985","Thueringen","Laendlicher Raum","","","",""
"19","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"19","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"19","1985","Hamburg","Staedtischer Raum","","","",""
"19","1985","Hamburg","Laendlicher Raum","","","",""
"19","1985","Niedersachsen","Staedtischer Raum","","","",""
"19","1985","Niedersachsen","Laendlicher Raum","","","",""
"19","1985","Bremen","Staedtischer Raum","","","",""
"19","1985","Bremen","Laendlicher Raum","","","",""
"19","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"19","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"19","1985","Hessen","Staedtischer Raum","","","",""
"19","1985","Hessen","Laendlicher Raum","","","",""
"19","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"19","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"19","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"19","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"19","1985","Bayern","Staedtischer Raum","","","",""
"19","1985","Bayern","Laendlicher Raum","","","",""
"19","1985","Saarland","Staedtischer Raum","","","",""
"19","1985","Saarland","Laendlicher Raum","","","",""
"19","1985","Berlin","Staedtischer Raum","","","",""
"19","1985","Berlin","Laendlicher Raum","","","",""
"19","1985","Brandenburg","Staedtischer Raum","","","",""
"19","1985","Brandenburg","Laendlicher Raum","","","",""
"19","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"19","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"19","1985","Sachsen","Staedtischer Raum","","","",""
"19","1985","Sachsen","Laendlicher Raum","","","",""
"19","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"19","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"19","1985","Thueringen","Staedtischer Raum","","","",""
"19","1985","Thueringen","Laendlicher Raum","","","",""
"20","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"20","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"20","1985","Hamburg","Staedtischer Raum","","","",""
"20","1985","Hamburg","Laendlicher Raum","","","",""
"20","1985","Niedersachsen","Staedtischer Raum","","","",""
"20","1985","Niedersachsen","Laendlicher Raum","","","",""
"20","1985","Bremen","Staedtischer Raum","","","",""
"20","1985","Bremen","Laendlicher Raum","","","",""
"20","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"20","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"20","1985","Hessen","Staedtischer Raum","","","",""
"20","1985","Hessen","Laendlicher Raum","","","",""
"20","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"20","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"20","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"20","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"20","1985","Bayern","Staedtischer Raum","","","",""
"20","1985","Bayern","Laendlicher Raum","","","",""
"20","1985","Saarland","Staedtischer Raum","","","",""
"20","1985","Saarland","Laendlicher Raum","","","",""
"20","1985","Berlin","Staedtischer Raum","","","",""
"20","1985","Berlin","Laendlicher Raum","","","",""
"20","1985","Brandenburg","Staedtischer Raum","","","",""
"20","1985","Brandenburg","Laendlicher Raum","","","",""
"20","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"20","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"20","1985","Sachsen","Staedtischer Raum","","","",""
"20","1985","Sachsen","Laendlicher Raum","","","",""
"20","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"20","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"20","1985","Thueringen","Staedtischer Raum","","","",""
"20","1985","Thueringen","Laendlicher Raum","","","",""
"21","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"21","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"21","1985","Hamburg","Staedtischer Raum","","","",""
"21","1985","Hamburg","Laendlicher Raum","","","",""
"21","1985","Niedersachsen","Staedtischer Raum","","","",""
"21","1985","Niedersachsen","Laendlicher Raum","","","",""
"21","1985","Bremen","Staedtischer Raum","","","",""
"21","1985","Bremen","Laendlicher Raum","","","",""
"21","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"21","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"21","1985","Hessen","Staedtischer Raum","","","",""
"21","1985","Hessen","Laendlicher Raum","","","",""
"21","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"21","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"21","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"21","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"21","1985","Bayern","Staedtischer Raum","","","",""
"21","1985","Bayern","Laendlicher Raum","","","",""
"21","1985","Saarland","Staedtischer Raum","","","",""
"21","1985","Saarland","Laendlicher Raum","","","",""
"21","1985","Berlin","Staedtischer Raum","","","",""
"21","1985","Berlin","Laendlicher Raum","","","",""
"21","1985","Brandenburg","Staedtischer Raum","","","",""
"21","1985","Brandenburg","Laendlicher Raum","","","",""
"21","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"21","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"21","1985","Sachsen","Staedtischer Raum","","","",""
"21","1985","Sachsen","Laendlicher Raum","","","",""
"21","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"21","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"21","1985","Thueringen","Staedtischer Raum","","","",""
"21","1985","Thueringen","Laendlicher Raum","","","",""
"22","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"22","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"22","1985","Hamburg","Staedtischer Raum","","","",""
"22","1985","Hamburg","Laendlicher Raum","","","",""
"22","1985","Niedersachsen","Staedtischer Raum","","","",""
"22","1985","Niedersachsen","Laendlicher Raum","","","",""
"22","1985","Bremen","Staedtischer Raum","","","",""
"22","1985","Bremen","Laendlicher Raum","","","",""
"22","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"22","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"22","1985","Hessen","Staedtischer Raum","","","",""
"22","1985","Hessen","Laendlicher Raum","","","",""
"22","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"22","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"22","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"22","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"22","1985","Bayern","Staedtischer Raum","","","",""
"22","1985","Bayern","Laendlicher Raum","","","",""
"22","1985","Saarland","Staedtischer Raum","","","",""
"22","1985","Saarland","Laendlicher Raum","","","",""
"22","1985","Berlin","Staedtischer Raum","","","",""
"22","1985","Berlin","Laendlicher Raum","","","",""
"22","1985","Brandenburg","Staedtischer Raum","","","",""
"22","1985","Brandenburg","Laendlicher Raum","","","",""
"22","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"22","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"22","1985","Sachsen","Staedtischer Raum","","","",""
"22","1985","Sachsen","Laendlicher Raum","","","",""
"22","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"22","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"22","1985","Thueringen","Staedtischer Raum","","","",""
"22","1985","Thueringen","Laendlicher Raum","","","",""
"23","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"23","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"23","1985","Hamburg","Staedtischer Raum","","","",""
"23","1985","Hamburg","Laendlicher Raum","","","",""
"23","1985","Niedersachsen","Staedtischer Raum","","","",""
"23","1985","Niedersachsen","Laendlicher Raum","","","",""
"23","1985","Bremen","Staedtischer Raum","","","",""
"23","1985","Bremen","Laendlicher Raum","","","",""
"23","1985","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"23","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"23","1985","Hessen","Staedtischer Raum","","","",""
"23","1985","Hessen","Laendlicher Raum","","","",""
"23","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"23","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"23","1985","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"23","1985","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"23","1985","Bayern","Staedtischer Raum","","","",""
"23","1985","Bayern","Laendlicher Raum","","","",""
