"ple0055","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"1","1995","46-65","4","38","0.809256315227835","0.701428418107612","0.917084212348057"
"1","1995","46-65","5 Einkommensstärkstes Quintil","23","","",""
"1","1995","66","1 Einkommensschwächstes Quintil","","","",""
"1","1995","66","2","","","",""
"1","1995","66","3","","","",""
"1","1995","66","4","","","",""
"1","1995","66","5 Einkommensstärkstes Quintil","","","",""
"2","1995","17-29","1 Einkommensschwächstes Quintil","23","","",""
"2","1995","17-29","2","7","","",""
"2","1995","17-29","3","3","","",""
"2","1995","17-29","4","","","",""
"2","1995","17-29","5 Einkommensstärkstes Quintil","1","","",""
"2","1995","30-45","1 Einkommensschwächstes Quintil","25","","",""
"2","1995","30-45","2","14","","",""
"2","1995","30-45","3","6","","",""
"2","1995","30-45","4","6","","",""
"2","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"2","1995","46-65","1 Einkommensschwächstes Quintil","27","","",""
"2","1995","46-65","2","22","","",""
"2","1995","46-65","3","11","","",""
"2","1995","46-65","4","9","","",""
"2","1995","46-65","5 Einkommensstärkstes Quintil","4","","",""
"2","1995","66","1 Einkommensschwächstes Quintil","","","",""
"2","1995","66","2","","","",""
"2","1995","66","3","","","",""
"2","1995","66","4","","","",""
"2","1995","66","5 Einkommensstärkstes Quintil","","","",""
"3","1995","17-29","1 Einkommensschwächstes Quintil","5","","",""
"3","1995","17-29","2","","","",""
"3","1995","17-29","3","1","","",""
"3","1995","17-29","4","1","","",""
"3","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"3","1995","30-45","1 Einkommensschwächstes Quintil","10","","",""
"3","1995","30-45","2","2","","",""
"3","1995","30-45","3","4","","",""
"3","1995","30-45","4","","","",""
"3","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"3","1995","46-65","1 Einkommensschwächstes Quintil","7","","",""
"3","1995","46-65","2","3","","",""
"3","1995","46-65","3","","","",""
"3","1995","46-65","4","1","","",""
"3","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"3","1995","66","1 Einkommensschwächstes Quintil","","","",""
"3","1995","66","2","","","",""
"3","1995","66","3","","","",""
"3","1995","66","4","","","",""
"3","1995","66","5 Einkommensstärkstes Quintil","","","",""
"4","1995","17-29","1 Einkommensschwächstes Quintil","2","","",""
"4","1995","17-29","2","1","","",""
"4","1995","17-29","3","1","","",""
"4","1995","17-29","4","","","",""
"4","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"4","1995","30-45","1 Einkommensschwächstes Quintil","2","","",""
"4","1995","30-45","2","","","",""
"4","1995","30-45","3","1","","",""
"4","1995","30-45","4","1","","",""
"4","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"4","1995","46-65","1 Einkommensschwächstes Quintil","5","","",""
"4","1995","46-65","2","5","","",""
"4","1995","46-65","3","2","","",""
"4","1995","46-65","4","","","",""
"4","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"4","1995","66","1 Einkommensschwächstes Quintil","","","",""
"4","1995","66","2","","","",""
"4","1995","66","3","","","",""
"4","1995","66","4","","","",""
"4","1995","66","5 Einkommensstärkstes Quintil","","","",""
"5","1995","17-29","1 Einkommensschwächstes Quintil","3","","",""
"5","1995","17-29","2","1","","",""
"5","1995","17-29","3","2","","",""
"5","1995","17-29","4","","","",""
"5","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"5","1995","30-45","1 Einkommensschwächstes Quintil","1","","",""
"5","1995","30-45","2","2","","",""
"5","1995","30-45","3","1","","",""
"5","1995","30-45","4","","","",""
"5","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"5","1995","46-65","1 Einkommensschwächstes Quintil","1","","",""
"5","1995","46-65","2","","","",""
"5","1995","46-65","3","","","",""
"5","1995","46-65","4","","","",""
"5","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"5","1995","66","1 Einkommensschwächstes Quintil","","","",""
"5","1995","66","2","","","",""
"5","1995","66","3","","","",""
"5","1995","66","4","","","",""
"5","1995","66","5 Einkommensstärkstes Quintil","","","",""
"6","1995","17-29","1 Einkommensschwächstes Quintil","2","","",""
"6","1995","17-29","2","","","",""
"6","1995","17-29","3","","","",""
"6","1995","17-29","4","","","",""
"6","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"6","1995","30-45","1 Einkommensschwächstes Quintil","1","","",""
"6","1995","30-45","2","","","",""
"6","1995","30-45","3","","","",""
"6","1995","30-45","4","","","",""
"6","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"6","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"6","1995","46-65","2","","","",""
"6","1995","46-65","3","1","","",""
"6","1995","46-65","4","1","","",""
"6","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"6","1995","66","1 Einkommensschwächstes Quintil","","","",""
"6","1995","66","2","","","",""
"6","1995","66","3","","","",""
"6","1995","66","4","","","",""
"6","1995","66","5 Einkommensstärkstes Quintil","","","",""
"7","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"7","1995","17-29","2","","","",""
"7","1995","17-29","3","","","",""
"7","1995","17-29","4","","","",""
"7","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"7","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"7","1995","30-45","2","","","",""
"7","1995","30-45","3","","","",""
"7","1995","30-45","4","","","",""
"7","1995","30-45","5 Einkommensstärkstes Quintil","1","","",""
"7","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"7","1995","46-65","2","","","",""
"7","1995","46-65","3","","","",""
"7","1995","46-65","4","","","",""
"7","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"7","1995","66","1 Einkommensschwächstes Quintil","","","",""
"7","1995","66","2","","","",""
"7","1995","66","3","","","",""
"7","1995","66","4","","","",""
"7","1995","66","5 Einkommensstärkstes Quintil","","","",""
"8","1995","17-29","1 Einkommensschwächstes Quintil","1","","",""
"8","1995","17-29","2","","","",""
"8","1995","17-29","3","","","",""
"8","1995","17-29","4","","","",""
"8","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"8","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"8","1995","30-45","2","1","","",""
"8","1995","30-45","3","","","",""
"8","1995","30-45","4","","","",""
"8","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"8","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"8","1995","46-65","2","","","",""
"8","1995","46-65","3","","","",""
"8","1995","46-65","4","1","","",""
"8","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"8","1995","66","1 Einkommensschwächstes Quintil","","","",""
"8","1995","66","2","","","",""
"8","1995","66","3","","","",""
"8","1995","66","4","","","",""
"8","1995","66","5 Einkommensstärkstes Quintil","","","",""
"9","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"9","1995","17-29","2","1","","",""
"9","1995","17-29","3","","","",""
"9","1995","17-29","4","","","",""
"9","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"9","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"9","1995","30-45","2","","","",""
"9","1995","30-45","3","","","",""
"9","1995","30-45","4","","","",""
"9","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"9","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"9","1995","46-65","2","","","",""
"9","1995","46-65","3","","","",""
"9","1995","46-65","4","","","",""
"9","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"9","1995","66","1 Einkommensschwächstes Quintil","","","",""
"9","1995","66","2","","","",""
"9","1995","66","3","","","",""
"9","1995","66","4","","","",""
"9","1995","66","5 Einkommensstärkstes Quintil","","","",""
"10","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"10","1995","17-29","2","","","",""
"10","1995","17-29","3","","","",""
"10","1995","17-29","4","","","",""
"10","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"10","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"10","1995","30-45","2","","","",""
"10","1995","30-45","3","","","",""
"10","1995","30-45","4","","","",""
"10","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"10","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"10","1995","46-65","2","","","",""
"10","1995","46-65","3","","","",""
"10","1995","46-65","4","1","","",""
"10","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"10","1995","66","1 Einkommensschwächstes Quintil","","","",""
"10","1995","66","2","","","",""
"10","1995","66","3","","","",""
"10","1995","66","4","","","",""
"10","1995","66","5 Einkommensstärkstes Quintil","","","",""
"11","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"11","1995","17-29","2","1","","",""
"11","1995","17-29","3","","","",""
"11","1995","17-29","4","","","",""
"11","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"11","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"11","1995","30-45","2","1","","",""
"11","1995","30-45","3","1","","",""
"11","1995","30-45","4","","","",""
"11","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"11","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"11","1995","46-65","2","1","","",""
"11","1995","46-65","3","","","",""
"11","1995","46-65","4","","","",""
"11","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"11","1995","66","1 Einkommensschwächstes Quintil","","","",""
"11","1995","66","2","","","",""
"11","1995","66","3","","","",""
"11","1995","66","4","","","",""
"11","1995","66","5 Einkommensstärkstes Quintil","","","",""
"12","1995","17-29","1 Einkommensschwächstes Quintil","1","","",""
"12","1995","17-29","2","","","",""
"12","1995","17-29","3","","","",""
"12","1995","17-29","4","","","",""
"12","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"12","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"12","1995","30-45","2","","","",""
"12","1995","30-45","3","","","",""
"12","1995","30-45","4","","","",""
"12","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"12","1995","46-65","1 Einkommensschwächstes Quintil","1","","",""
"12","1995","46-65","2","","","",""
"12","1995","46-65","3","","","",""
"12","1995","46-65","4","","","",""
"12","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"12","1995","66","1 Einkommensschwächstes Quintil","","","",""
"12","1995","66","2","","","",""
"12","1995","66","3","","","",""
"12","1995","66","4","","","",""
"12","1995","66","5 Einkommensstärkstes Quintil","","","",""
"13","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"13","1995","17-29","2","","","",""
"13","1995","17-29","3","","","",""
"13","1995","17-29","4","","","",""
"13","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"13","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"13","1995","30-45","2","","","",""
"13","1995","30-45","3","","","",""
"13","1995","30-45","4","","","",""
"13","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"13","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"13","1995","46-65","2","","","",""
"13","1995","46-65","3","","","",""
"13","1995","46-65","4","","","",""
"13","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"13","1995","66","1 Einkommensschwächstes Quintil","","","",""
"13","1995","66","2","","","",""
"13","1995","66","3","","","",""
"13","1995","66","4","","","",""
"13","1995","66","5 Einkommensstärkstes Quintil","","","",""
"14","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"14","1995","17-29","2","","","",""
"14","1995","17-29","3","","","",""
"14","1995","17-29","4","","","",""
"14","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"14","1995","30-45","1 Einkommensschwächstes Quintil","1","","",""
"14","1995","30-45","2","","","",""
"14","1995","30-45","3","","","",""
"14","1995","30-45","4","","","",""
"14","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"14","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"14","1995","46-65","2","","","",""
"14","1995","46-65","3","","","",""
"14","1995","46-65","4","","","",""
"14","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"14","1995","66","1 Einkommensschwächstes Quintil","","","",""
"14","1995","66","2","","","",""
"14","1995","66","3","","","",""
"14","1995","66","4","","","",""
"14","1995","66","5 Einkommensstärkstes Quintil","","","",""
"15","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"15","1995","17-29","2","","","",""
"15","1995","17-29","3","","","",""
"15","1995","17-29","4","","","",""
"15","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"15","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"15","1995","30-45","2","","","",""
"15","1995","30-45","3","","","",""
"15","1995","30-45","4","","","",""
"15","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"15","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"15","1995","46-65","2","","","",""
"15","1995","46-65","3","","","",""
"15","1995","46-65","4","","","",""
"15","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"15","1995","66","1 Einkommensschwächstes Quintil","","","",""
"15","1995","66","2","","","",""
"15","1995","66","3","","","",""
"15","1995","66","4","","","",""
"15","1995","66","5 Einkommensstärkstes Quintil","","","",""
"16","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"16","1995","17-29","2","","","",""
"16","1995","17-29","3","","","",""
"16","1995","17-29","4","","","",""
"16","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"16","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"16","1995","30-45","2","","","",""
"16","1995","30-45","3","","","",""
"16","1995","30-45","4","","","",""
"16","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"16","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"16","1995","46-65","2","","","",""
"16","1995","46-65","3","","","",""
"16","1995","46-65","4","","","",""
"16","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"16","1995","66","1 Einkommensschwächstes Quintil","","","",""
"16","1995","66","2","","","",""
"16","1995","66","3","","","",""
"16","1995","66","4","","","",""
"16","1995","66","5 Einkommensstärkstes Quintil","","","",""
"17","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"17","1995","17-29","2","","","",""
"17","1995","17-29","3","","","",""
"17","1995","17-29","4","","","",""
"17","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"17","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"17","1995","30-45","2","","","",""
"17","1995","30-45","3","","","",""
"17","1995","30-45","4","","","",""
"17","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"17","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"17","1995","46-65","2","","","",""
"17","1995","46-65","3","","","",""
"17","1995","46-65","4","","","",""
"17","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"17","1995","66","1 Einkommensschwächstes Quintil","","","",""
"17","1995","66","2","","","",""
"17","1995","66","3","","","",""
"17","1995","66","4","","","",""
"17","1995","66","5 Einkommensstärkstes Quintil","","","",""
"18","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"18","1995","17-29","2","","","",""
"18","1995","17-29","3","","","",""
"18","1995","17-29","4","","","",""
"18","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"18","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"18","1995","30-45","2","","","",""
"18","1995","30-45","3","","","",""
"18","1995","30-45","4","","","",""
"18","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"18","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"18","1995","46-65","2","","","",""
"18","1995","46-65","3","","","",""
"18","1995","46-65","4","","","",""
"18","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"18","1995","66","1 Einkommensschwächstes Quintil","","","",""
"18","1995","66","2","","","",""
"18","1995","66","3","","","",""
"18","1995","66","4","","","",""
"18","1995","66","5 Einkommensstärkstes Quintil","","","",""
"19","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"19","1995","17-29","2","","","",""
"19","1995","17-29","3","","","",""
"19","1995","17-29","4","","","",""
"19","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"19","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"19","1995","30-45","2","","","",""
"19","1995","30-45","3","","","",""
"19","1995","30-45","4","","","",""
"19","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"19","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"19","1995","46-65","2","","","",""
"19","1995","46-65","3","","","",""
"19","1995","46-65","4","","","",""
"19","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"19","1995","66","1 Einkommensschwächstes Quintil","","","",""
"19","1995","66","2","","","",""
"19","1995","66","3","","","",""
"19","1995","66","4","","","",""
"19","1995","66","5 Einkommensstärkstes Quintil","","","",""
"20","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"20","1995","17-29","2","","","",""
"20","1995","17-29","3","","","",""
"20","1995","17-29","4","","","",""
"20","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"20","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"20","1995","30-45","2","","","",""
"20","1995","30-45","3","","","",""
"20","1995","30-45","4","","","",""
"20","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"20","1995","46-65","1 Einkommensschwächstes Quintil","1","","",""
"20","1995","46-65","2","","","",""
"20","1995","46-65","3","","","",""
"20","1995","46-65","4","","","",""
"20","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"20","1995","66","1 Einkommensschwächstes Quintil","","","",""
"20","1995","66","2","","","",""
"20","1995","66","3","","","",""
"20","1995","66","4","","","",""
"20","1995","66","5 Einkommensstärkstes Quintil","","","",""
"21","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"21","1995","17-29","2","","","",""
"21","1995","17-29","3","","","",""
"21","1995","17-29","4","","","",""
"21","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"21","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"21","1995","30-45","2","","","",""
"21","1995","30-45","3","","","",""
"21","1995","30-45","4","","","",""
"21","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"21","1995","46-65","1 Einkommensschwächstes Quintil","1","","",""
"21","1995","46-65","2","","","",""
"21","1995","46-65","3","","","",""
"21","1995","46-65","4","","","",""
"21","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"21","1995","66","1 Einkommensschwächstes Quintil","","","",""
"21","1995","66","2","","","",""
"21","1995","66","3","","","",""
"21","1995","66","4","","","",""
"21","1995","66","5 Einkommensstärkstes Quintil","","","",""
"22","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"22","1995","17-29","2","","","",""
"22","1995","17-29","3","","","",""
"22","1995","17-29","4","","","",""
"22","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"22","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"22","1995","30-45","2","","","",""
"22","1995","30-45","3","","","",""
"22","1995","30-45","4","","","",""
"22","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"22","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"22","1995","46-65","2","","","",""
"22","1995","46-65","3","","","",""
"22","1995","46-65","4","","","",""
"22","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"22","1995","66","1 Einkommensschwächstes Quintil","","","",""
"22","1995","66","2","","","",""
"22","1995","66","3","","","",""
"22","1995","66","4","","","",""
"22","1995","66","5 Einkommensstärkstes Quintil","","","",""
"23","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"23","1995","17-29","2","","","",""
"23","1995","17-29","3","","","",""
"23","1995","17-29","4","","","",""
"23","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"23","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"23","1995","30-45","2","","","",""
"23","1995","30-45","3","","","",""
"23","1995","30-45","4","","","",""
"23","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"23","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"23","1995","46-65","2","","","",""
"23","1995","46-65","3","","","",""
"23","1995","46-65","4","","","",""
"23","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"23","1995","66","1 Einkommensschwächstes Quintil","","","",""
"23","1995","66","2","","","",""
"23","1995","66","3","","","",""
"23","1995","66","4","","","",""
"23","1995","66","5 Einkommensstärkstes Quintil","","","",""
"24","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"24","1995","17-29","2","","","",""
"24","1995","17-29","3","","","",""
"24","1995","17-29","4","","","",""
"24","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"24","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"24","1995","30-45","2","","","",""
"24","1995","30-45","3","","","",""
"24","1995","30-45","4","","","",""
"24","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"24","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"24","1995","46-65","2","","","",""
"24","1995","46-65","3","","","",""
"24","1995","46-65","4","","","",""
"24","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"24","1995","66","1 Einkommensschwächstes Quintil","","","",""
"24","1995","66","2","","","",""
"24","1995","66","3","","","",""
"24","1995","66","4","","","",""
"24","1995","66","5 Einkommensstärkstes Quintil","","","",""
"25","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"25","1995","17-29","2","","","",""
"25","1995","17-29","3","","","",""
"25","1995","17-29","4","","","",""
"25","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"25","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"25","1995","30-45","2","","","",""
"25","1995","30-45","3","","","",""
"25","1995","30-45","4","","","",""
"25","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"25","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"25","1995","46-65","2","","","",""
"25","1995","46-65","3","","","",""
"25","1995","46-65","4","","","",""
"25","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"25","1995","66","1 Einkommensschwächstes Quintil","","","",""
"25","1995","66","2","","","",""
"25","1995","66","3","","","",""
"25","1995","66","4","","","",""
"25","1995","66","5 Einkommensstärkstes Quintil","","","",""
"26","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"26","1995","17-29","2","","","",""
"26","1995","17-29","3","","","",""
"26","1995","17-29","4","","","",""
"26","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"26","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"26","1995","30-45","2","","","",""
"26","1995","30-45","3","","","",""
"26","1995","30-45","4","","","",""
"26","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"26","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"26","1995","46-65","2","","","",""
"26","1995","46-65","3","","","",""
"26","1995","46-65","4","","","",""
"26","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"26","1995","66","1 Einkommensschwächstes Quintil","","","",""
"26","1995","66","2","","","",""
"26","1995","66","3","","","",""
"26","1995","66","4","","","",""
"26","1995","66","5 Einkommensstärkstes Quintil","","","",""
"28","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"28","1995","17-29","2","","","",""
"28","1995","17-29","3","","","",""
"28","1995","17-29","4","","","",""
"28","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"28","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"28","1995","30-45","2","","","",""
"28","1995","30-45","3","","","",""
"28","1995","30-45","4","","","",""
"28","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"28","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"28","1995","46-65","2","","","",""
"28","1995","46-65","3","","","",""
"28","1995","46-65","4","","","",""
"28","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"28","1995","66","1 Einkommensschwächstes Quintil","","","",""
"28","1995","66","2","","","",""
"28","1995","66","3","","","",""
"28","1995","66","4","","","",""
"28","1995","66","5 Einkommensstärkstes Quintil","","","",""
"30","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"30","1995","17-29","2","","","",""
"30","1995","17-29","3","","","",""
"30","1995","17-29","4","","","",""
"30","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"30","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"30","1995","30-45","2","","","",""
"30","1995","30-45","3","","","",""
"30","1995","30-45","4","","","",""
"30","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"30","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"30","1995","46-65","2","","","",""
"30","1995","46-65","3","","","",""
"30","1995","46-65","4","","","",""
"30","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"30","1995","66","1 Einkommensschwächstes Quintil","","","",""
"30","1995","66","2","","","",""
"30","1995","66","3","","","",""
"30","1995","66","4","","","",""
"30","1995","66","5 Einkommensstärkstes Quintil","","","",""
"32","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"32","1995","17-29","2","","","",""
"32","1995","17-29","3","","","",""
"32","1995","17-29","4","","","",""
"32","1995","17-29","5 Einkommensstärkstes Quintil","","","",""
"32","1995","30-45","1 Einkommensschwächstes Quintil","","","",""
"32","1995","30-45","2","","","",""
"32","1995","30-45","3","","","",""
"32","1995","30-45","4","","","",""
"32","1995","30-45","5 Einkommensstärkstes Quintil","","","",""
"32","1995","46-65","1 Einkommensschwächstes Quintil","","","",""
"32","1995","46-65","2","","","",""
"32","1995","46-65","3","","","",""
"32","1995","46-65","4","","","",""
"32","1995","46-65","5 Einkommensstärkstes Quintil","","","",""
"32","1995","66","1 Einkommensschwächstes Quintil","","","",""
"32","1995","66","2","","","",""
"32","1995","66","3","","","",""
"32","1995","66","4","","","",""
"32","1995","66","5 Einkommensstärkstes Quintil","","","",""
"35","1995","17-29","1 Einkommensschwächstes Quintil","","","",""
"35","1995","17-29","2","","","",""
"35","1995","17-29","3","","","",""
"35","1995","17-29","4","","","",""
