"ple0055","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"98","1992","66 +","Ostdeutschland","","","",""
"100","1992","17-34","Westdeutschland","","","",""
"100","1992","17-34","Ostdeutschland","","","",""
"100","1992","35-65","Westdeutschland","","","",""
"100","1992","35-65","Ostdeutschland","","","",""
"100","1992","66 +","Westdeutschland","","","",""
"100","1992","66 +","Ostdeutschland","","","",""
"0","1993","17-34","Westdeutschland","","","",""
"0","1993","17-34","Ostdeutschland","","","",""
"0","1993","35-65","Westdeutschland","","","",""
"0","1993","35-65","Ostdeutschland","","","",""
"0","1993","66 +","Westdeutschland","","","",""
"0","1993","66 +","Ostdeutschland","","","",""
"1","1993","17-34","Westdeutschland","","","",""
"1","1993","17-34","Ostdeutschland","","","",""
"1","1993","35-65","Westdeutschland","","","",""
"1","1993","35-65","Ostdeutschland","","","",""
"1","1993","66 +","Westdeutschland","","","",""
"1","1993","66 +","Ostdeutschland","","","",""
"2","1993","17-34","Westdeutschland","","","",""
"2","1993","17-34","Ostdeutschland","","","",""
"2","1993","35-65","Westdeutschland","","","",""
"2","1993","35-65","Ostdeutschland","","","",""
"2","1993","66 +","Westdeutschland","","","",""
"2","1993","66 +","Ostdeutschland","","","",""
"3","1993","17-34","Westdeutschland","","","",""
"3","1993","17-34","Ostdeutschland","","","",""
"3","1993","35-65","Westdeutschland","","","",""
"3","1993","35-65","Ostdeutschland","","","",""
"3","1993","66 +","Westdeutschland","","","",""
"3","1993","66 +","Ostdeutschland","","","",""
"4","1993","17-34","Westdeutschland","","","",""
"4","1993","17-34","Ostdeutschland","","","",""
"4","1993","35-65","Westdeutschland","","","",""
"4","1993","35-65","Ostdeutschland","","","",""
"4","1993","66 +","Westdeutschland","","","",""
"4","1993","66 +","Ostdeutschland","","","",""
"5","1993","17-34","Westdeutschland","","","",""
"5","1993","17-34","Ostdeutschland","","","",""
"5","1993","35-65","Westdeutschland","","","",""
"5","1993","35-65","Ostdeutschland","","","",""
"5","1993","66 +","Westdeutschland","","","",""
"5","1993","66 +","Ostdeutschland","","","",""
"6","1993","17-34","Westdeutschland","","","",""
"6","1993","17-34","Ostdeutschland","","","",""
"6","1993","35-65","Westdeutschland","","","",""
"6","1993","35-65","Ostdeutschland","","","",""
"6","1993","66 +","Westdeutschland","","","",""
"6","1993","66 +","Ostdeutschland","","","",""
"7","1993","17-34","Westdeutschland","","","",""
"7","1993","17-34","Ostdeutschland","","","",""
"7","1993","35-65","Westdeutschland","","","",""
"7","1993","35-65","Ostdeutschland","","","",""
"7","1993","66 +","Westdeutschland","","","",""
"7","1993","66 +","Ostdeutschland","","","",""
"8","1993","17-34","Westdeutschland","","","",""
"8","1993","17-34","Ostdeutschland","","","",""
"8","1993","35-65","Westdeutschland","","","",""
"8","1993","35-65","Ostdeutschland","","","",""
"8","1993","66 +","Westdeutschland","","","",""
"8","1993","66 +","Ostdeutschland","","","",""
"9","1993","17-34","Westdeutschland","","","",""
"9","1993","17-34","Ostdeutschland","","","",""
"9","1993","35-65","Westdeutschland","","","",""
"9","1993","35-65","Ostdeutschland","","","",""
"9","1993","66 +","Westdeutschland","","","",""
"9","1993","66 +","Ostdeutschland","","","",""
"10","1993","17-34","Westdeutschland","","","",""
"10","1993","17-34","Ostdeutschland","","","",""
"10","1993","35-65","Westdeutschland","","","",""
"10","1993","35-65","Ostdeutschland","","","",""
"10","1993","66 +","Westdeutschland","","","",""
"10","1993","66 +","Ostdeutschland","","","",""
"11","1993","17-34","Westdeutschland","","","",""
"11","1993","17-34","Ostdeutschland","","","",""
"11","1993","35-65","Westdeutschland","","","",""
"11","1993","35-65","Ostdeutschland","","","",""
"11","1993","66 +","Westdeutschland","","","",""
"11","1993","66 +","Ostdeutschland","","","",""
"12","1993","17-34","Westdeutschland","","","",""
"12","1993","17-34","Ostdeutschland","","","",""
"12","1993","35-65","Westdeutschland","","","",""
"12","1993","35-65","Ostdeutschland","","","",""
"12","1993","66 +","Westdeutschland","","","",""
"12","1993","66 +","Ostdeutschland","","","",""
"13","1993","17-34","Westdeutschland","","","",""
"13","1993","17-34","Ostdeutschland","","","",""
"13","1993","35-65","Westdeutschland","","","",""
"13","1993","35-65","Ostdeutschland","","","",""
"13","1993","66 +","Westdeutschland","","","",""
"13","1993","66 +","Ostdeutschland","","","",""
"14","1993","17-34","Westdeutschland","","","",""
"14","1993","17-34","Ostdeutschland","","","",""
"14","1993","35-65","Westdeutschland","","","",""
"14","1993","35-65","Ostdeutschland","","","",""
"14","1993","66 +","Westdeutschland","","","",""
"14","1993","66 +","Ostdeutschland","","","",""
"15","1993","17-34","Westdeutschland","","","",""
"15","1993","17-34","Ostdeutschland","","","",""
"15","1993","35-65","Westdeutschland","","","",""
"15","1993","35-65","Ostdeutschland","","","",""
"15","1993","66 +","Westdeutschland","","","",""
"15","1993","66 +","Ostdeutschland","","","",""
"16","1993","17-34","Westdeutschland","","","",""
"16","1993","17-34","Ostdeutschland","","","",""
"16","1993","35-65","Westdeutschland","","","",""
"16","1993","35-65","Ostdeutschland","","","",""
"16","1993","66 +","Westdeutschland","","","",""
"16","1993","66 +","Ostdeutschland","","","",""
"17","1993","17-34","Westdeutschland","","","",""
"17","1993","17-34","Ostdeutschland","","","",""
"17","1993","35-65","Westdeutschland","","","",""
"17","1993","35-65","Ostdeutschland","","","",""
"17","1993","66 +","Westdeutschland","","","",""
"17","1993","66 +","Ostdeutschland","","","",""
"18","1993","17-34","Westdeutschland","","","",""
"18","1993","17-34","Ostdeutschland","","","",""
"18","1993","35-65","Westdeutschland","","","",""
"18","1993","35-65","Ostdeutschland","","","",""
"18","1993","66 +","Westdeutschland","","","",""
"18","1993","66 +","Ostdeutschland","","","",""
"19","1993","17-34","Westdeutschland","","","",""
"19","1993","17-34","Ostdeutschland","","","",""
"19","1993","35-65","Westdeutschland","","","",""
"19","1993","35-65","Ostdeutschland","","","",""
"19","1993","66 +","Westdeutschland","","","",""
"19","1993","66 +","Ostdeutschland","","","",""
"20","1993","17-34","Westdeutschland","","","",""
"20","1993","17-34","Ostdeutschland","","","",""
"20","1993","35-65","Westdeutschland","","","",""
"20","1993","35-65","Ostdeutschland","","","",""
"20","1993","66 +","Westdeutschland","","","",""
"20","1993","66 +","Ostdeutschland","","","",""
"21","1993","17-34","Westdeutschland","","","",""
"21","1993","17-34","Ostdeutschland","","","",""
"21","1993","35-65","Westdeutschland","","","",""
"21","1993","35-65","Ostdeutschland","","","",""
"21","1993","66 +","Westdeutschland","","","",""
"21","1993","66 +","Ostdeutschland","","","",""
"22","1993","17-34","Westdeutschland","","","",""
"22","1993","17-34","Ostdeutschland","","","",""
"22","1993","35-65","Westdeutschland","","","",""
"22","1993","35-65","Ostdeutschland","","","",""
"22","1993","66 +","Westdeutschland","","","",""
"22","1993","66 +","Ostdeutschland","","","",""
"23","1993","17-34","Westdeutschland","","","",""
"23","1993","17-34","Ostdeutschland","","","",""
"23","1993","35-65","Westdeutschland","","","",""
"23","1993","35-65","Ostdeutschland","","","",""
"23","1993","66 +","Westdeutschland","","","",""
"23","1993","66 +","Ostdeutschland","","","",""
"24","1993","17-34","Westdeutschland","","","",""
"24","1993","17-34","Ostdeutschland","","","",""
"24","1993","35-65","Westdeutschland","","","",""
"24","1993","35-65","Ostdeutschland","","","",""
"24","1993","66 +","Westdeutschland","","","",""
"24","1993","66 +","Ostdeutschland","","","",""
"25","1993","17-34","Westdeutschland","","","",""
"25","1993","17-34","Ostdeutschland","","","",""
"25","1993","35-65","Westdeutschland","","","",""
"25","1993","35-65","Ostdeutschland","","","",""
"25","1993","66 +","Westdeutschland","","","",""
"25","1993","66 +","Ostdeutschland","","","",""
"26","1993","17-34","Westdeutschland","","","",""
"26","1993","17-34","Ostdeutschland","","","",""
"26","1993","35-65","Westdeutschland","","","",""
"26","1993","35-65","Ostdeutschland","","","",""
"26","1993","66 +","Westdeutschland","","","",""
"26","1993","66 +","Ostdeutschland","","","",""
"27","1993","17-34","Westdeutschland","","","",""
"27","1993","17-34","Ostdeutschland","","","",""
"27","1993","35-65","Westdeutschland","","","",""
"27","1993","35-65","Ostdeutschland","","","",""
"27","1993","66 +","Westdeutschland","","","",""
"27","1993","66 +","Ostdeutschland","","","",""
"28","1993","17-34","Westdeutschland","","","",""
"28","1993","17-34","Ostdeutschland","","","",""
"28","1993","35-65","Westdeutschland","","","",""
"28","1993","35-65","Ostdeutschland","","","",""
"28","1993","66 +","Westdeutschland","","","",""
"28","1993","66 +","Ostdeutschland","","","",""
"30","1993","17-34","Westdeutschland","","","",""
"30","1993","17-34","Ostdeutschland","","","",""
"30","1993","35-65","Westdeutschland","","","",""
"30","1993","35-65","Ostdeutschland","","","",""
"30","1993","66 +","Westdeutschland","","","",""
"30","1993","66 +","Ostdeutschland","","","",""
"31","1993","17-34","Westdeutschland","","","",""
"31","1993","17-34","Ostdeutschland","","","",""
"31","1993","35-65","Westdeutschland","","","",""
"31","1993","35-65","Ostdeutschland","","","",""
"31","1993","66 +","Westdeutschland","","","",""
"31","1993","66 +","Ostdeutschland","","","",""
"32","1993","17-34","Westdeutschland","","","",""
"32","1993","17-34","Ostdeutschland","","","",""
"32","1993","35-65","Westdeutschland","","","",""
"32","1993","35-65","Ostdeutschland","","","",""
"32","1993","66 +","Westdeutschland","","","",""
"32","1993","66 +","Ostdeutschland","","","",""
"35","1993","17-34","Westdeutschland","","","",""
"35","1993","17-34","Ostdeutschland","","","",""
"35","1993","35-65","Westdeutschland","","","",""
"35","1993","35-65","Ostdeutschland","","","",""
"35","1993","66 +","Westdeutschland","","","",""
"35","1993","66 +","Ostdeutschland","","","",""
"36","1993","17-34","Westdeutschland","","","",""
"36","1993","17-34","Ostdeutschland","","","",""
"36","1993","35-65","Westdeutschland","","","",""
"36","1993","35-65","Ostdeutschland","","","",""
"36","1993","66 +","Westdeutschland","","","",""
"36","1993","66 +","Ostdeutschland","","","",""
"40","1993","17-34","Westdeutschland","","","",""
"40","1993","17-34","Ostdeutschland","","","",""
"40","1993","35-65","Westdeutschland","","","",""
"40","1993","35-65","Ostdeutschland","","","",""
"40","1993","66 +","Westdeutschland","","","",""
"40","1993","66 +","Ostdeutschland","","","",""
"42","1993","17-34","Westdeutschland","","","",""
"42","1993","17-34","Ostdeutschland","","","",""
"42","1993","35-65","Westdeutschland","","","",""
"42","1993","35-65","Ostdeutschland","","","",""
"42","1993","66 +","Westdeutschland","","","",""
"42","1993","66 +","Ostdeutschland","","","",""
"45","1993","17-34","Westdeutschland","","","",""
"45","1993","17-34","Ostdeutschland","","","",""
"45","1993","35-65","Westdeutschland","","","",""
"45","1993","35-65","Ostdeutschland","","","",""
"45","1993","66 +","Westdeutschland","","","",""
"45","1993","66 +","Ostdeutschland","","","",""
"48","1993","17-34","Westdeutschland","","","",""
"48","1993","17-34","Ostdeutschland","","","",""
"48","1993","35-65","Westdeutschland","","","",""
"48","1993","35-65","Ostdeutschland","","","",""
"48","1993","66 +","Westdeutschland","","","",""
"48","1993","66 +","Ostdeutschland","","","",""
"50","1993","17-34","Westdeutschland","","","",""
"50","1993","17-34","Ostdeutschland","","","",""
"50","1993","35-65","Westdeutschland","","","",""
"50","1993","35-65","Ostdeutschland","","","",""
"50","1993","66 +","Westdeutschland","","","",""
"50","1993","66 +","Ostdeutschland","","","",""
"51","1993","17-34","Westdeutschland","","","",""
"51","1993","17-34","Ostdeutschland","","","",""
"51","1993","35-65","Westdeutschland","","","",""
"51","1993","35-65","Ostdeutschland","","","",""
"51","1993","66 +","Westdeutschland","","","",""
"51","1993","66 +","Ostdeutschland","","","",""
"64","1993","17-34","Westdeutschland","","","",""
"64","1993","17-34","Ostdeutschland","","","",""
"64","1993","35-65","Westdeutschland","","","",""
"64","1993","35-65","Ostdeutschland","","","",""
"64","1993","66 +","Westdeutschland","","","",""
"64","1993","66 +","Ostdeutschland","","","",""
"65","1993","17-34","Westdeutschland","","","",""
"65","1993","17-34","Ostdeutschland","","","",""
"65","1993","35-65","Westdeutschland","","","",""
"65","1993","35-65","Ostdeutschland","","","",""
"65","1993","66 +","Westdeutschland","","","",""
"65","1993","66 +","Ostdeutschland","","","",""
"90","1993","17-34","Westdeutschland","","","",""
"90","1993","17-34","Ostdeutschland","","","",""
"90","1993","35-65","Westdeutschland","","","",""
"90","1993","35-65","Ostdeutschland","","","",""
"90","1993","66 +","Westdeutschland","","","",""
"90","1993","66 +","Ostdeutschland","","","",""
"98","1993","17-34","Westdeutschland","","","",""
"98","1993","17-34","Ostdeutschland","","","",""
"98","1993","35-65","Westdeutschland","","","",""
"98","1993","35-65","Ostdeutschland","","","",""
"98","1993","66 +","Westdeutschland","","","",""
"98","1993","66 +","Ostdeutschland","","","",""
"100","1993","17-34","Westdeutschland","","","",""
"100","1993","17-34","Ostdeutschland","","","",""
"100","1993","35-65","Westdeutschland","","","",""
"100","1993","35-65","Ostdeutschland","","","",""
"100","1993","66 +","Westdeutschland","","","",""
"100","1993","66 +","Ostdeutschland","","","",""
"0","1994","17-34","Westdeutschland","","","",""
"0","1994","17-34","Ostdeutschland","","","",""
"0","1994","35-65","Westdeutschland","","","",""
"0","1994","35-65","Ostdeutschland","","","",""
"0","1994","66 +","Westdeutschland","","","",""
"0","1994","66 +","Ostdeutschland","","","",""
"1","1994","17-34","Westdeutschland","306","0.83703110032665","0.798984402447927","0.875077798205373"
"1","1994","17-34","Ostdeutschland","97","0.841260854961952","0.774179314943663","0.90834239498024"
"1","1994","35-65","Westdeutschland","374","0.797277845443043","0.760418684418653","0.834137006467434"
"1","1994","35-65","Ostdeutschland","133","0.762857718921268","0.698921065692752","0.826794372149784"
"1","1994","66 +","Westdeutschland","158","0.731755435287062","0.673475367572273","0.790035503001851"
"1","1994","66 +","Ostdeutschland","46","0.681232800542723","0.572839234245555","0.789626366839892"
"2","1994","17-34","Westdeutschland","41","0.120475277657621","0.0869427107802834","0.154007844534959"
"2","1994","17-34","Ostdeutschland","","","",""
"2","1994","35-65","Westdeutschland","63","0.145675208214672","0.113331164191545","0.178019252237799"
"2","1994","35-65","Ostdeutschland","","","",""
"2","1994","66 +","Westdeutschland","34","0.143743155672382","0.0975936323842428","0.189892678960522"
"2","1994","66 +","Ostdeutschland","","","",""
"3","1994","17-34","Westdeutschland","","","",""
"3","1994","17-34","Ostdeutschland","","","",""
"3","1994","35-65","Westdeutschland","","","",""
"3","1994","35-65","Ostdeutschland","","","",""
"3","1994","66 +","Westdeutschland","","","",""
"3","1994","66 +","Ostdeutschland","","","",""
"4","1994","17-34","Westdeutschland","","","",""
"4","1994","17-34","Ostdeutschland","","","",""
"4","1994","35-65","Westdeutschland","","","",""
"4","1994","35-65","Ostdeutschland","","","",""
"4","1994","66 +","Westdeutschland","","","",""
"4","1994","66 +","Ostdeutschland","","","",""
"5","1994","17-34","Westdeutschland","","","",""
"5","1994","17-34","Ostdeutschland","","","",""
"5","1994","35-65","Westdeutschland","","","",""
"5","1994","35-65","Ostdeutschland","","","",""
"5","1994","66 +","Westdeutschland","","","",""
"5","1994","66 +","Ostdeutschland","","","",""
"6","1994","17-34","Westdeutschland","","","",""
"6","1994","17-34","Ostdeutschland","","","",""
"6","1994","35-65","Westdeutschland","","","",""
"6","1994","35-65","Ostdeutschland","","","",""
"6","1994","66 +","Westdeutschland","","","",""
"6","1994","66 +","Ostdeutschland","","","",""
"7","1994","17-34","Westdeutschland","","","",""
"7","1994","17-34","Ostdeutschland","","","",""
"7","1994","35-65","Westdeutschland","","","",""
"7","1994","35-65","Ostdeutschland","","","",""
"7","1994","66 +","Westdeutschland","","","",""
"7","1994","66 +","Ostdeutschland","","","",""
"8","1994","17-34","Westdeutschland","","","",""
"8","1994","17-34","Ostdeutschland","","","",""
"8","1994","35-65","Westdeutschland","","","",""
"8","1994","35-65","Ostdeutschland","","","",""
"8","1994","66 +","Westdeutschland","","","",""
"8","1994","66 +","Ostdeutschland","","","",""
"9","1994","17-34","Westdeutschland","","","",""
"9","1994","17-34","Ostdeutschland","","","",""
"9","1994","35-65","Westdeutschland","","","",""
"9","1994","35-65","Ostdeutschland","","","",""
"9","1994","66 +","Westdeutschland","","","",""
"9","1994","66 +","Ostdeutschland","","","",""
"10","1994","17-34","Westdeutschland","","","",""
"10","1994","17-34","Ostdeutschland","","","",""
"10","1994","35-65","Westdeutschland","","","",""
"10","1994","35-65","Ostdeutschland","","","",""
"10","1994","66 +","Westdeutschland","","","",""
"10","1994","66 +","Ostdeutschland","","","",""
"11","1994","17-34","Westdeutschland","","","",""
"11","1994","17-34","Ostdeutschland","","","",""
"11","1994","35-65","Westdeutschland","","","",""
"11","1994","35-65","Ostdeutschland","","","",""
"11","1994","66 +","Westdeutschland","","","",""
"11","1994","66 +","Ostdeutschland","","","",""
"12","1994","17-34","Westdeutschland","","","",""
"12","1994","17-34","Ostdeutschland","","","",""
"12","1994","35-65","Westdeutschland","","","",""
"12","1994","35-65","Ostdeutschland","","","",""
"12","1994","66 +","Westdeutschland","","","",""
"12","1994","66 +","Ostdeutschland","","","",""
"13","1994","17-34","Westdeutschland","","","",""
"13","1994","17-34","Ostdeutschland","","","",""
"13","1994","35-65","Westdeutschland","","","",""
"13","1994","35-65","Ostdeutschland","","","",""
"13","1994","66 +","Westdeutschland","","","",""
"13","1994","66 +","Ostdeutschland","","","",""
"14","1994","17-34","Westdeutschland","","","",""
"14","1994","17-34","Ostdeutschland","","","",""
"14","1994","35-65","Westdeutschland","","","",""
"14","1994","35-65","Ostdeutschland","","","",""
"14","1994","66 +","Westdeutschland","","","",""
"14","1994","66 +","Ostdeutschland","","","",""
"15","1994","17-34","Westdeutschland","","","",""
"15","1994","17-34","Ostdeutschland","","","",""
"15","1994","35-65","Westdeutschland","","","",""
"15","1994","35-65","Ostdeutschland","","","",""
"15","1994","66 +","Westdeutschland","","","",""
"15","1994","66 +","Ostdeutschland","","","",""
"16","1994","17-34","Westdeutschland","","","",""
"16","1994","17-34","Ostdeutschland","","","",""
"16","1994","35-65","Westdeutschland","","","",""
"16","1994","35-65","Ostdeutschland","","","",""
"16","1994","66 +","Westdeutschland","","","",""
"16","1994","66 +","Ostdeutschland","","","",""
"17","1994","17-34","Westdeutschland","","","",""
"17","1994","17-34","Ostdeutschland","","","",""
"17","1994","35-65","Westdeutschland","","","",""
"17","1994","35-65","Ostdeutschland","","","",""
"17","1994","66 +","Westdeutschland","","","",""
"17","1994","66 +","Ostdeutschland","","","",""
"18","1994","17-34","Westdeutschland","","","",""
"18","1994","17-34","Ostdeutschland","","","",""
"18","1994","35-65","Westdeutschland","","","",""
"18","1994","35-65","Ostdeutschland","","","",""
"18","1994","66 +","Westdeutschland","","","",""
"18","1994","66 +","Ostdeutschland","","","",""
"19","1994","17-34","Westdeutschland","","","",""
"19","1994","17-34","Ostdeutschland","","","",""
"19","1994","35-65","Westdeutschland","","","",""
"19","1994","35-65","Ostdeutschland","","","",""
"19","1994","66 +","Westdeutschland","","","",""
"19","1994","66 +","Ostdeutschland","","","",""
"20","1994","17-34","Westdeutschland","","","",""
"20","1994","17-34","Ostdeutschland","","","",""
"20","1994","35-65","Westdeutschland","","","",""
"20","1994","35-65","Ostdeutschland","","","",""
"20","1994","66 +","Westdeutschland","","","",""
"20","1994","66 +","Ostdeutschland","","","",""
"21","1994","17-34","Westdeutschland","","","",""
"21","1994","17-34","Ostdeutschland","","","",""
"21","1994","35-65","Westdeutschland","","","",""
"21","1994","35-65","Ostdeutschland","","","",""
"21","1994","66 +","Westdeutschland","","","",""
"21","1994","66 +","Ostdeutschland","","","",""
"22","1994","17-34","Westdeutschland","","","",""
"22","1994","17-34","Ostdeutschland","","","",""
"22","1994","35-65","Westdeutschland","","","",""
"22","1994","35-65","Ostdeutschland","","","",""
"22","1994","66 +","Westdeutschland","","","",""
"22","1994","66 +","Ostdeutschland","","","",""
"23","1994","17-34","Westdeutschland","","","",""
"23","1994","17-34","Ostdeutschland","","","",""
"23","1994","35-65","Westdeutschland","","","",""
"23","1994","35-65","Ostdeutschland","","","",""
"23","1994","66 +","Westdeutschland","","","",""
"23","1994","66 +","Ostdeutschland","","","",""
"24","1994","17-34","Westdeutschland","","","",""
"24","1994","17-34","Ostdeutschland","","","",""
"24","1994","35-65","Westdeutschland","","","",""
"24","1994","35-65","Ostdeutschland","","","",""
"24","1994","66 +","Westdeutschland","","","",""
"24","1994","66 +","Ostdeutschland","","","",""
"25","1994","17-34","Westdeutschland","","","",""
"25","1994","17-34","Ostdeutschland","","","",""
"25","1994","35-65","Westdeutschland","","","",""
"25","1994","35-65","Ostdeutschland","","","",""
"25","1994","66 +","Westdeutschland","","","",""
"25","1994","66 +","Ostdeutschland","","","",""
"26","1994","17-34","Westdeutschland","","","",""
"26","1994","17-34","Ostdeutschland","","","",""
"26","1994","35-65","Westdeutschland","","","",""
"26","1994","35-65","Ostdeutschland","","","",""
"26","1994","66 +","Westdeutschland","","","",""
"26","1994","66 +","Ostdeutschland","","","",""
"27","1994","17-34","Westdeutschland","","","",""
"27","1994","17-34","Ostdeutschland","","","",""
"27","1994","35-65","Westdeutschland","","","",""
"27","1994","35-65","Ostdeutschland","","","",""
"27","1994","66 +","Westdeutschland","","","",""
"27","1994","66 +","Ostdeutschland","","","",""
"28","1994","17-34","Westdeutschland","","","",""
"28","1994","17-34","Ostdeutschland","","","",""
"28","1994","35-65","Westdeutschland","","","",""
"28","1994","35-65","Ostdeutschland","","","",""
"28","1994","66 +","Westdeutschland","","","",""
"28","1994","66 +","Ostdeutschland","","","",""
"30","1994","17-34","Westdeutschland","","","",""
"30","1994","17-34","Ostdeutschland","","","",""
"30","1994","35-65","Westdeutschland","","","",""
"30","1994","35-65","Ostdeutschland","","","",""
"30","1994","66 +","Westdeutschland","","","",""
"30","1994","66 +","Ostdeutschland","","","",""
"31","1994","17-34","Westdeutschland","","","",""
"31","1994","17-34","Ostdeutschland","","","",""
"31","1994","35-65","Westdeutschland","","","",""
"31","1994","35-65","Ostdeutschland","","","",""
"31","1994","66 +","Westdeutschland","","","",""
"31","1994","66 +","Ostdeutschland","","","",""
"32","1994","17-34","Westdeutschland","","","",""
"32","1994","17-34","Ostdeutschland","","","",""
"32","1994","35-65","Westdeutschland","","","",""
"32","1994","35-65","Ostdeutschland","","","",""
"32","1994","66 +","Westdeutschland","","","",""
"32","1994","66 +","Ostdeutschland","","","",""
"35","1994","17-34","Westdeutschland","","","",""
"35","1994","17-34","Ostdeutschland","","","",""
"35","1994","35-65","Westdeutschland","","","",""
"35","1994","35-65","Ostdeutschland","","","",""
"35","1994","66 +","Westdeutschland","","","",""
"35","1994","66 +","Ostdeutschland","","","",""
"36","1994","17-34","Westdeutschland","","","",""
"36","1994","17-34","Ostdeutschland","","","",""
"36","1994","35-65","Westdeutschland","","","",""
"36","1994","35-65","Ostdeutschland","","","",""
"36","1994","66 +","Westdeutschland","","","",""
"36","1994","66 +","Ostdeutschland","","","",""
"40","1994","17-34","Westdeutschland","","","",""
"40","1994","17-34","Ostdeutschland","","","",""
"40","1994","35-65","Westdeutschland","","","",""
"40","1994","35-65","Ostdeutschland","","","",""
"40","1994","66 +","Westdeutschland","","","",""
"40","1994","66 +","Ostdeutschland","","","",""
"42","1994","17-34","Westdeutschland","","","",""
"42","1994","17-34","Ostdeutschland","","","",""
"42","1994","35-65","Westdeutschland","","","",""
"42","1994","35-65","Ostdeutschland","","","",""
"42","1994","66 +","Westdeutschland","","","",""
"42","1994","66 +","Ostdeutschland","","","",""
"45","1994","17-34","Westdeutschland","","","",""
"45","1994","17-34","Ostdeutschland","","","",""
"45","1994","35-65","Westdeutschland","","","",""
"45","1994","35-65","Ostdeutschland","","","",""
"45","1994","66 +","Westdeutschland","","","",""
"45","1994","66 +","Ostdeutschland","","","",""
"48","1994","17-34","Westdeutschland","","","",""
"48","1994","17-34","Ostdeutschland","","","",""
"48","1994","35-65","Westdeutschland","","","",""
"48","1994","35-65","Ostdeutschland","","","",""
"48","1994","66 +","Westdeutschland","","","",""
"48","1994","66 +","Ostdeutschland","","","",""
"50","1994","17-34","Westdeutschland","","","",""
"50","1994","17-34","Ostdeutschland","","","",""
"50","1994","35-65","Westdeutschland","","","",""
"50","1994","35-65","Ostdeutschland","","","",""
"50","1994","66 +","Westdeutschland","","","",""
"50","1994","66 +","Ostdeutschland","","","",""
"51","1994","17-34","Westdeutschland","","","",""
"51","1994","17-34","Ostdeutschland","","","",""
"51","1994","35-65","Westdeutschland","","","",""
"51","1994","35-65","Ostdeutschland","","","",""
"51","1994","66 +","Westdeutschland","","","",""
"51","1994","66 +","Ostdeutschland","","","",""
"64","1994","17-34","Westdeutschland","","","",""
"64","1994","17-34","Ostdeutschland","","","",""
"64","1994","35-65","Westdeutschland","","","",""
"64","1994","35-65","Ostdeutschland","","","",""
"64","1994","66 +","Westdeutschland","","","",""
"64","1994","66 +","Ostdeutschland","","","",""
"65","1994","17-34","Westdeutschland","","","",""
"65","1994","17-34","Ostdeutschland","","","",""
"65","1994","35-65","Westdeutschland","","","",""
"65","1994","35-65","Ostdeutschland","","","",""
"65","1994","66 +","Westdeutschland","","","",""
"65","1994","66 +","Ostdeutschland","","","",""
"90","1994","17-34","Westdeutschland","","","",""
"90","1994","17-34","Ostdeutschland","","","",""
"90","1994","35-65","Westdeutschland","","","",""
"90","1994","35-65","Ostdeutschland","","","",""
"90","1994","66 +","Westdeutschland","","","",""
"90","1994","66 +","Ostdeutschland","","","",""
"98","1994","17-34","Westdeutschland","","","",""
"98","1994","17-34","Ostdeutschland","","","",""
"98","1994","35-65","Westdeutschland","","","",""
"98","1994","35-65","Ostdeutschland","","","",""
"98","1994","66 +","Westdeutschland","","","",""
"98","1994","66 +","Ostdeutschland","","","",""
"100","1994","17-34","Westdeutschland","","","",""
"100","1994","17-34","Ostdeutschland","","","",""
"100","1994","35-65","Westdeutschland","","","",""
"100","1994","35-65","Ostdeutschland","","","",""
"100","1994","66 +","Westdeutschland","","","",""
"100","1994","66 +","Ostdeutschland","","","",""
"0","1995","17-34","Westdeutschland","","","",""
"0","1995","17-34","Ostdeutschland","","","",""
"0","1995","35-65","Westdeutschland","","","",""
"0","1995","35-65","Ostdeutschland","","","",""
"0","1995","66 +","Westdeutschland","","","",""
"0","1995","66 +","Ostdeutschland","","","",""
"1","1995","17-34","Westdeutschland","310","0.848070232298474","0.811932089246709","0.884208375350239"
"1","1995","17-34","Ostdeutschland","104","0.824803469395849","0.758429038742805","0.891177900048894"
"1","1995","35-65","Westdeutschland","371","0.752435248840642","0.714142446439405","0.790728051241879"
"1","1995","35-65","Ostdeutschland","161","0.805193905486195","0.750577399205496","0.859810411766895"
"1","1995","66 +","Westdeutschland","127","0.619727875075576","0.550881802771519","0.688573947379633"
"1","1995","66 +","Ostdeutschland","49","0.632150468640677","0.525814576021572","0.738486361259783"
"2","1995","17-34","Westdeutschland","40","0.081658197146063","0.0540885913364604","0.109227802955666"
"2","1995","17-34","Ostdeutschland","","","",""
"2","1995","35-65","Westdeutschland","80","0.173893136101812","0.140265408927744","0.207520863275881"
"2","1995","35-65","Ostdeutschland","","","",""
"2","1995","66 +","Westdeutschland","44","0.248026126735431","0.186779595240511","0.309272658230351"
"2","1995","66 +","Ostdeutschland","","","",""
"3","1995","17-34","Westdeutschland","","","",""
"3","1995","17-34","Ostdeutschland","","","",""
"3","1995","35-65","Westdeutschland","","","",""
"3","1995","35-65","Ostdeutschland","","","",""
"3","1995","66 +","Westdeutschland","","","",""
"3","1995","66 +","Ostdeutschland","","","",""
"4","1995","17-34","Westdeutschland","","","",""
"4","1995","17-34","Ostdeutschland","","","",""
"4","1995","35-65","Westdeutschland","","","",""
"4","1995","35-65","Ostdeutschland","","","",""
"4","1995","66 +","Westdeutschland","","","",""
"4","1995","66 +","Ostdeutschland","","","",""
