"ple0055","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"9","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"9","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"9","2006","2","männlich","","","",""
"9","2006","2","weiblich","","","",""
"9","2006","3","männlich","","","",""
"9","2006","3","weiblich","","","",""
"9","2006","4","männlich","","","",""
"9","2006","4","weiblich","","","",""
"9","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"9","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"10","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"10","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"10","2006","2","männlich","","","",""
"10","2006","2","weiblich","","","",""
"10","2006","3","männlich","","","",""
"10","2006","3","weiblich","","","",""
"10","2006","4","männlich","","","",""
"10","2006","4","weiblich","","","",""
"10","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"10","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"11","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"11","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"11","2006","2","männlich","","","",""
"11","2006","2","weiblich","","","",""
"11","2006","3","männlich","","","",""
"11","2006","3","weiblich","","","",""
"11","2006","4","männlich","","","",""
"11","2006","4","weiblich","1","","",""
"11","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"11","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"12","2006","1 Einkommensschwächstes Quintil","männlich","1","","",""
"12","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"12","2006","2","männlich","1","","",""
"12","2006","2","weiblich","","","",""
"12","2006","3","männlich","","","",""
"12","2006","3","weiblich","","","",""
"12","2006","4","männlich","","","",""
"12","2006","4","weiblich","1","","",""
"12","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"12","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"13","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"13","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"13","2006","2","männlich","","","",""
"13","2006","2","weiblich","","","",""
"13","2006","3","männlich","","","",""
"13","2006","3","weiblich","","","",""
"13","2006","4","männlich","","","",""
"13","2006","4","weiblich","","","",""
"13","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"13","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"14","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"14","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"14","2006","2","männlich","","","",""
"14","2006","2","weiblich","","","",""
"14","2006","3","männlich","","","",""
"14","2006","3","weiblich","","","",""
"14","2006","4","männlich","","","",""
"14","2006","4","weiblich","","","",""
"14","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"14","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"15","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"15","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"15","2006","2","männlich","1","","",""
"15","2006","2","weiblich","","","",""
"15","2006","3","männlich","1","","",""
"15","2006","3","weiblich","","","",""
"15","2006","4","männlich","","","",""
"15","2006","4","weiblich","","","",""
"15","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"15","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"16","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"16","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","2006","2","männlich","","","",""
"16","2006","2","weiblich","","","",""
"16","2006","3","männlich","","","",""
"16","2006","3","weiblich","","","",""
"16","2006","4","männlich","","","",""
"16","2006","4","weiblich","","","",""
"16","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"17","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","2006","2","männlich","","","",""
"17","2006","2","weiblich","","","",""
"17","2006","3","männlich","","","",""
"17","2006","3","weiblich","","","",""
"17","2006","4","männlich","","","",""
"17","2006","4","weiblich","","","",""
"17","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"18","2006","2","männlich","","","",""
"18","2006","2","weiblich","","","",""
"18","2006","3","männlich","","","",""
"18","2006","3","weiblich","","","",""
"18","2006","4","männlich","","","",""
"18","2006","4","weiblich","","","",""
"18","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"18","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","2006","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"19","2006","2","männlich","","","",""
"19","2006","2","weiblich","","","",""
"19","2006","3","männlich","","","",""
"19","2006","3","weiblich","","","",""
"19","2006","4","männlich","","","",""
"19","2006","4","weiblich","","","",""
"19","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","2006","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"20","2006","2","männlich","","","",""
"20","2006","2","weiblich","","","",""
"20","2006","3","männlich","","","",""
"20","2006","3","weiblich","","","",""
"20","2006","4","männlich","","","",""
"20","2006","4","weiblich","","","",""
"20","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2006","2","männlich","","","",""
"21","2006","2","weiblich","","","",""
"21","2006","3","männlich","","","",""
"21","2006","3","weiblich","","","",""
"21","2006","4","männlich","","","",""
"21","2006","4","weiblich","","","",""
"21","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2006","2","männlich","","","",""
"22","2006","2","weiblich","","","",""
"22","2006","3","männlich","","","",""
"22","2006","3","weiblich","","","",""
"22","2006","4","männlich","","","",""
"22","2006","4","weiblich","","","",""
"22","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2006","2","männlich","","","",""
"23","2006","2","weiblich","","","",""
"23","2006","3","männlich","","","",""
"23","2006","3","weiblich","","","",""
"23","2006","4","männlich","","","",""
"23","2006","4","weiblich","","","",""
"23","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2006","2","männlich","","","",""
"24","2006","2","weiblich","","","",""
"24","2006","3","männlich","","","",""
"24","2006","3","weiblich","","","",""
"24","2006","4","männlich","","","",""
"24","2006","4","weiblich","","","",""
"24","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2006","2","männlich","","","",""
"25","2006","2","weiblich","","","",""
"25","2006","3","männlich","","","",""
"25","2006","3","weiblich","","","",""
"25","2006","4","männlich","","","",""
"25","2006","4","weiblich","","","",""
"25","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2006","2","männlich","","","",""
"26","2006","2","weiblich","","","",""
"26","2006","3","männlich","","","",""
"26","2006","3","weiblich","","","",""
"26","2006","4","männlich","","","",""
"26","2006","4","weiblich","","","",""
"26","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","2006","2","männlich","","","",""
"28","2006","2","weiblich","","","",""
"28","2006","3","männlich","","","",""
"28","2006","3","weiblich","","","",""
"28","2006","4","männlich","","","",""
"28","2006","4","weiblich","","","",""
"28","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","2006","2","männlich","1","","",""
"30","2006","2","weiblich","","","",""
"30","2006","3","männlich","","","",""
"30","2006","3","weiblich","","","",""
"30","2006","4","männlich","","","",""
"30","2006","4","weiblich","","","",""
"30","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","2006","2","männlich","","","",""
"32","2006","2","weiblich","","","",""
"32","2006","3","männlich","","","",""
"32","2006","3","weiblich","","","",""
"32","2006","4","männlich","","","",""
"32","2006","4","weiblich","","","",""
"32","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","2006","2","männlich","","","",""
"35","2006","2","weiblich","","","",""
"35","2006","3","männlich","","","",""
"35","2006","3","weiblich","","","",""
"35","2006","4","männlich","","","",""
"35","2006","4","weiblich","","","",""
"35","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","2006","2","männlich","","","",""
"36","2006","2","weiblich","","","",""
"36","2006","3","männlich","","","",""
"36","2006","3","weiblich","","","",""
"36","2006","4","männlich","","","",""
"36","2006","4","weiblich","","","",""
"36","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","2006","2","männlich","","","",""
"40","2006","2","weiblich","","","",""
"40","2006","3","männlich","","","",""
"40","2006","3","weiblich","","","",""
"40","2006","4","männlich","","","",""
"40","2006","4","weiblich","","","",""
"40","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","2006","2","männlich","","","",""
"42","2006","2","weiblich","","","",""
"42","2006","3","männlich","","","",""
"42","2006","3","weiblich","","","",""
"42","2006","4","männlich","","","",""
"42","2006","4","weiblich","","","",""
"42","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","2006","2","männlich","","","",""
"45","2006","2","weiblich","","","",""
"45","2006","3","männlich","","","",""
"45","2006","3","weiblich","","","",""
"45","2006","4","männlich","","","",""
"45","2006","4","weiblich","","","",""
"45","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","2006","2","männlich","","","",""
"48","2006","2","weiblich","","","",""
"48","2006","3","männlich","","","",""
"48","2006","3","weiblich","","","",""
"48","2006","4","männlich","","","",""
"48","2006","4","weiblich","","","",""
"48","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","2006","2","männlich","","","",""
"50","2006","2","weiblich","","","",""
"50","2006","3","männlich","","","",""
"50","2006","3","weiblich","","","",""
"50","2006","4","männlich","","","",""
"50","2006","4","weiblich","","","",""
"50","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2006","2","männlich","","","",""
"64","2006","2","weiblich","","","",""
"64","2006","3","männlich","","","",""
"64","2006","3","weiblich","","","",""
"64","2006","4","männlich","","","",""
"64","2006","4","weiblich","","","",""
"64","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"98","2006","2","männlich","","","",""
"98","2006","2","weiblich","","","",""
"98","2006","3","männlich","","","",""
"98","2006","3","weiblich","","","",""
"98","2006","4","männlich","","","",""
"98","2006","4","weiblich","","","",""
"98","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","2006","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","2006","1 Einkommensschwächstes Quintil","weiblich","","","",""
"100","2006","2","männlich","","","",""
"100","2006","2","weiblich","","","",""
"100","2006","3","männlich","","","",""
"100","2006","3","weiblich","","","",""
"100","2006","4","männlich","","","",""
"100","2006","4","weiblich","","","",""
"100","2006","5 Einkommensstärkstes Quintil","männlich","","","",""
"100","2006","5 Einkommensstärkstes Quintil","weiblich","","","",""
"0","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"0","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"0","2007","2","männlich","","","",""
"0","2007","2","weiblich","","","",""
"0","2007","3","männlich","","","",""
"0","2007","3","weiblich","","","",""
"0","2007","4","männlich","","","",""
"0","2007","4","weiblich","","","",""
"0","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"0","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"1","2007","1 Einkommensschwächstes Quintil","männlich","120","0.647232495669125","0.57762063426782","0.716844357070431"
"1","2007","1 Einkommensschwächstes Quintil","weiblich","226","0.77549932399752","0.728283562110453","0.822715085884586"
"1","2007","2","männlich","163","0.623466504536995","0.562796584867514","0.684136424206476"
"1","2007","2","weiblich","250","0.761481673839324","0.71514797036553","0.807815377313118"
"1","2007","3","männlich","154","0.711583759378737","0.650165455677596","0.773002063079879"
"1","2007","3","weiblich","209","0.767871106537365","0.717039490410742","0.818702722663988"
"1","2007","4","männlich","147","0.659043449080782","0.594930613252147","0.723156284909417"
"1","2007","4","weiblich","161","0.69897332050642","0.639948198664","0.757998442348841"
"1","2007","5 Einkommensstärkstes Quintil","männlich","174","0.854706317664161","0.807602003652572","0.901810631675749"
"1","2007","5 Einkommensstärkstes Quintil","weiblich","173","0.797462100940054","0.744714363455354","0.850209838424753"
"2","2007","1 Einkommensschwächstes Quintil","männlich","40","0.243301998393062","0.180792943138779","0.305811053647345"
"2","2007","1 Einkommensschwächstes Quintil","weiblich","48","0.144195438532465","0.10444421293602","0.18394666412891"
"2","2007","2","männlich","62","0.287471828292105","0.230800457930973","0.344143198653237"
"2","2007","2","weiblich","53","0.162194655990818","0.122117560062122","0.202271751919513"
"2","2007","3","männlich","39","0.201498674434325","0.147117464577258","0.255879884291391"
"2","2007","3","weiblich","42","0.164046790623376","0.119460637011666","0.208632944235086"
"2","2007","4","männlich","40","0.223268764960145","0.166945501100777","0.279592028819512"
"2","2007","4","weiblich","48","0.207179466043315","0.155028194931129","0.259330737155501"
"2","2007","5 Einkommensstärkstes Quintil","männlich","24","","",""
"2","2007","5 Einkommensstärkstes Quintil","weiblich","33","0.131592575657137","0.0872242421147927","0.175960909199481"
"3","2007","1 Einkommensschwächstes Quintil","männlich","12","","",""
"3","2007","1 Einkommensschwächstes Quintil","weiblich","15","","",""
"3","2007","2","männlich","12","","",""
"3","2007","2","weiblich","15","","",""
"3","2007","3","männlich","9","","",""
"3","2007","3","weiblich","9","","",""
"3","2007","4","männlich","15","","",""
"3","2007","4","weiblich","16","","",""
"3","2007","5 Einkommensstärkstes Quintil","männlich","12","","",""
"3","2007","5 Einkommensstärkstes Quintil","weiblich","10","","",""
"4","2007","1 Einkommensschwächstes Quintil","männlich","4","","",""
"4","2007","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"4","2007","2","männlich","5","","",""
"4","2007","2","weiblich","3","","",""
"4","2007","3","männlich","1","","",""
"4","2007","3","weiblich","2","","",""
"4","2007","4","männlich","4","","",""
"4","2007","4","weiblich","6","","",""
"4","2007","5 Einkommensstärkstes Quintil","männlich","1","","",""
"4","2007","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"5","2007","1 Einkommensschwächstes Quintil","männlich","2","","",""
"5","2007","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"5","2007","2","männlich","2","","",""
"5","2007","2","weiblich","2","","",""
"5","2007","3","männlich","3","","",""
"5","2007","3","weiblich","1","","",""
"5","2007","4","männlich","3","","",""
"5","2007","4","weiblich","","","",""
"5","2007","5 Einkommensstärkstes Quintil","männlich","2","","",""
"5","2007","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"6","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"6","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"6","2007","2","männlich","","","",""
"6","2007","2","weiblich","1","","",""
"6","2007","3","männlich","1","","",""
"6","2007","3","weiblich","","","",""
"6","2007","4","männlich","1","","",""
"6","2007","4","weiblich","","","",""
"6","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"6","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"7","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"7","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"7","2007","2","männlich","","","",""
"7","2007","2","weiblich","","","",""
"7","2007","3","männlich","","","",""
"7","2007","3","weiblich","2","","",""
"7","2007","4","männlich","","","",""
"7","2007","4","weiblich","","","",""
"7","2007","5 Einkommensstärkstes Quintil","männlich","1","","",""
"7","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"8","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"8","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"8","2007","2","männlich","","","",""
"8","2007","2","weiblich","","","",""
"8","2007","3","männlich","1","","",""
"8","2007","3","weiblich","","","",""
"8","2007","4","männlich","","","",""
"8","2007","4","weiblich","","","",""
"8","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"8","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"9","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"9","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"9","2007","2","männlich","","","",""
"9","2007","2","weiblich","1","","",""
"9","2007","3","männlich","1","","",""
"9","2007","3","weiblich","","","",""
"9","2007","4","männlich","","","",""
"9","2007","4","weiblich","","","",""
"9","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"9","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"10","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"10","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"10","2007","2","männlich","","","",""
"10","2007","2","weiblich","","","",""
"10","2007","3","männlich","","","",""
"10","2007","3","weiblich","","","",""
"10","2007","4","männlich","","","",""
"10","2007","4","weiblich","","","",""
"10","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"10","2007","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"11","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"11","2007","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"11","2007","2","männlich","","","",""
"11","2007","2","weiblich","","","",""
"11","2007","3","männlich","","","",""
"11","2007","3","weiblich","","","",""
"11","2007","4","männlich","","","",""
"11","2007","4","weiblich","","","",""
"11","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"11","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"12","2007","1 Einkommensschwächstes Quintil","männlich","1","","",""
"12","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"12","2007","2","männlich","","","",""
"12","2007","2","weiblich","","","",""
"12","2007","3","männlich","","","",""
"12","2007","3","weiblich","","","",""
"12","2007","4","männlich","","","",""
"12","2007","4","weiblich","1","","",""
"12","2007","5 Einkommensstärkstes Quintil","männlich","1","","",""
"12","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"13","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"13","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"13","2007","2","männlich","","","",""
"13","2007","2","weiblich","","","",""
"13","2007","3","männlich","","","",""
"13","2007","3","weiblich","","","",""
"13","2007","4","männlich","","","",""
"13","2007","4","weiblich","","","",""
"13","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"13","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"14","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"14","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"14","2007","2","männlich","1","","",""
"14","2007","2","weiblich","","","",""
"14","2007","3","männlich","","","",""
"14","2007","3","weiblich","","","",""
"14","2007","4","männlich","","","",""
"14","2007","4","weiblich","","","",""
"14","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"14","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"15","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"15","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"15","2007","2","männlich","","","",""
"15","2007","2","weiblich","","","",""
"15","2007","3","männlich","","","",""
"15","2007","3","weiblich","","","",""
"15","2007","4","männlich","","","",""
"15","2007","4","weiblich","","","",""
"15","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"15","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"16","2007","1 Einkommensschwächstes Quintil","männlich","1","","",""
"16","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","2007","2","männlich","","","",""
"16","2007","2","weiblich","","","",""
"16","2007","3","männlich","","","",""
"16","2007","3","weiblich","","","",""
"16","2007","4","männlich","","","",""
"16","2007","4","weiblich","","","",""
"16","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"17","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","2007","2","männlich","","","",""
"17","2007","2","weiblich","","","",""
"17","2007","3","männlich","","","",""
"17","2007","3","weiblich","","","",""
"17","2007","4","männlich","","","",""
"17","2007","4","weiblich","","","",""
"17","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","2007","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"18","2007","2","männlich","","","",""
"18","2007","2","weiblich","","","",""
"18","2007","3","männlich","","","",""
"18","2007","3","weiblich","","","",""
"18","2007","4","männlich","","","",""
"18","2007","4","weiblich","","","",""
"18","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"18","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"19","2007","2","männlich","","","",""
"19","2007","2","weiblich","","","",""
"19","2007","3","männlich","","","",""
"19","2007","3","weiblich","","","",""
"19","2007","4","männlich","","","",""
"19","2007","4","weiblich","","","",""
"19","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"20","2007","2","männlich","","","",""
"20","2007","2","weiblich","","","",""
"20","2007","3","männlich","","","",""
"20","2007","3","weiblich","","","",""
"20","2007","4","männlich","","","",""
"20","2007","4","weiblich","","","",""
"20","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2007","2","männlich","","","",""
"21","2007","2","weiblich","","","",""
"21","2007","3","männlich","","","",""
"21","2007","3","weiblich","","","",""
"21","2007","4","männlich","","","",""
"21","2007","4","weiblich","","","",""
"21","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2007","2","männlich","","","",""
"22","2007","2","weiblich","","","",""
"22","2007","3","männlich","","","",""
"22","2007","3","weiblich","","","",""
"22","2007","4","männlich","","","",""
"22","2007","4","weiblich","","","",""
"22","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2007","1 Einkommensschwächstes Quintil","männlich","1","","",""
"23","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2007","2","männlich","","","",""
"23","2007","2","weiblich","","","",""
"23","2007","3","männlich","","","",""
"23","2007","3","weiblich","","","",""
"23","2007","4","männlich","","","",""
"23","2007","4","weiblich","","","",""
"23","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2007","2","männlich","","","",""
"24","2007","2","weiblich","","","",""
"24","2007","3","männlich","","","",""
"24","2007","3","weiblich","","","",""
"24","2007","4","männlich","","","",""
"24","2007","4","weiblich","","","",""
"24","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2007","2","männlich","","","",""
"25","2007","2","weiblich","","","",""
"25","2007","3","männlich","","","",""
"25","2007","3","weiblich","","","",""
"25","2007","4","männlich","","","",""
"25","2007","4","weiblich","","","",""
"25","2007","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2007","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2007","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2007","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2007","2","männlich","","","",""
