"ple0055","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"48","2001","4","weiblich","","","",""
"48","2001","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2001","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2001","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2001","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","2001","2","männlich","","","",""
"50","2001","2","weiblich","","","",""
"50","2001","3","männlich","","","",""
"50","2001","3","weiblich","","","",""
"50","2001","4","männlich","","","",""
"50","2001","4","weiblich","","","",""
"50","2001","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2001","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2001","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2001","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2001","2","männlich","","","",""
"64","2001","2","weiblich","","","",""
"64","2001","3","männlich","","","",""
"64","2001","3","weiblich","","","",""
"64","2001","4","männlich","","","",""
"64","2001","4","weiblich","","","",""
"64","2001","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","2001","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","2001","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","2001","1 Einkommensschwächstes Quintil","weiblich","","","",""
"98","2001","2","männlich","","","",""
"98","2001","2","weiblich","","","",""
"98","2001","3","männlich","","","",""
"98","2001","3","weiblich","","","",""
"98","2001","4","männlich","","","",""
"98","2001","4","weiblich","","","",""
"98","2001","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","2001","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","2001","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","2001","1 Einkommensschwächstes Quintil","weiblich","","","",""
"100","2001","2","männlich","","","",""
"100","2001","2","weiblich","","","",""
"100","2001","3","männlich","","","",""
"100","2001","3","weiblich","","","",""
"100","2001","4","männlich","","","",""
"100","2001","4","weiblich","","","",""
"100","2001","5 Einkommensstärkstes Quintil","männlich","","","",""
"100","2001","5 Einkommensstärkstes Quintil","weiblich","","","",""
"0","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"0","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"0","2002","2","männlich","","","",""
"0","2002","2","weiblich","","","",""
"0","2002","3","männlich","","","",""
"0","2002","3","weiblich","","","",""
"0","2002","4","männlich","","","",""
"0","2002","4","weiblich","","","",""
"0","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"0","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"1","2002","1 Einkommensschwächstes Quintil","männlich","164","0.720520709015602","0.662015852077034","0.779025565954169"
"1","2002","1 Einkommensschwächstes Quintil","weiblich","267","0.761152958905457","0.7164196235977","0.805886294213214"
"1","2002","2","männlich","222","0.755398228656424","0.705667488547761","0.805128968765086"
"1","2002","2","weiblich","315","0.759246599091264","0.717710230051104","0.800782968131424"
"1","2002","3","männlich","171","0.779161482490869","0.723842731662794","0.834480233318944"
"1","2002","3","weiblich","210","0.770061069071631","0.719775798778144","0.820346339365119"
"1","2002","4","männlich","166","0.738073173781613","0.679437635544193","0.796708712019033"
"1","2002","4","weiblich","175","0.728023114839199","0.67026417016084","0.785782059517557"
"1","2002","5 Einkommensstärkstes Quintil","männlich","187","0.770860836590289","0.71757806673823","0.824143606442349"
"1","2002","5 Einkommensstärkstes Quintil","weiblich","202","0.873212837370759","0.829928292061361","0.916497382680158"
"2","2002","1 Einkommensschwächstes Quintil","männlich","46","0.217920291680752","0.164097252611179","0.271743330750326"
"2","2002","1 Einkommensschwächstes Quintil","weiblich","61","0.191581560229061","0.150292943233341","0.232870177224781"
"2","2002","2","männlich","46","0.164756212732865","0.121838687639758","0.207673737825971"
"2","2002","2","weiblich","68","0.187119780198564","0.149229831816635","0.225009728580493"
"2","2002","3","männlich","35","0.165822955767375","0.116223985668453","0.215421925866297"
"2","2002","3","weiblich","43","0.169438351138501","0.124608866509657","0.214267835767346"
"2","2002","4","männlich","30","0.159511725408735","0.110682104642059","0.20834134617541"
"2","2002","4","weiblich","38","0.192236374835862","0.141086968471759","0.243385781199965"
"2","2002","5 Einkommensstärkstes Quintil","männlich","41","0.195302775499938","0.145043109305619","0.245562441694258"
"2","2002","5 Einkommensstärkstes Quintil","weiblich","20","","",""
"3","2002","1 Einkommensschwächstes Quintil","männlich","8","","",""
"3","2002","1 Einkommensschwächstes Quintil","weiblich","17","","",""
"3","2002","2","männlich","10","","",""
"3","2002","2","weiblich","14","","",""
"3","2002","3","männlich","6","","",""
"3","2002","3","weiblich","9","","",""
"3","2002","4","männlich","16","","",""
"3","2002","4","weiblich","12","","",""
"3","2002","5 Einkommensstärkstes Quintil","männlich","8","","",""
"3","2002","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"4","2002","1 Einkommensschwächstes Quintil","männlich","4","","",""
"4","2002","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"4","2002","2","männlich","5","","",""
"4","2002","2","weiblich","5","","",""
"4","2002","3","männlich","2","","",""
"4","2002","3","weiblich","1","","",""
"4","2002","4","männlich","1","","",""
"4","2002","4","weiblich","1","","",""
"4","2002","5 Einkommensstärkstes Quintil","männlich","1","","",""
"4","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"5","2002","1 Einkommensschwächstes Quintil","männlich","3","","",""
"5","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"5","2002","2","männlich","3","","",""
"5","2002","2","weiblich","3","","",""
"5","2002","3","männlich","1","","",""
"5","2002","3","weiblich","2","","",""
"5","2002","4","männlich","2","","",""
"5","2002","4","weiblich","1","","",""
"5","2002","5 Einkommensstärkstes Quintil","männlich","1","","",""
"5","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"6","2002","1 Einkommensschwächstes Quintil","männlich","1","","",""
"6","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"6","2002","2","männlich","","","",""
"6","2002","2","weiblich","1","","",""
"6","2002","3","männlich","","","",""
"6","2002","3","weiblich","","","",""
"6","2002","4","männlich","","","",""
"6","2002","4","weiblich","","","",""
"6","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"6","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"7","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"7","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"7","2002","2","männlich","1","","",""
"7","2002","2","weiblich","","","",""
"7","2002","3","männlich","","","",""
"7","2002","3","weiblich","1","","",""
"7","2002","4","männlich","","","",""
"7","2002","4","weiblich","","","",""
"7","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"7","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"8","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"8","2002","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"8","2002","2","männlich","","","",""
"8","2002","2","weiblich","","","",""
"8","2002","3","männlich","","","",""
"8","2002","3","weiblich","1","","",""
"8","2002","4","männlich","","","",""
"8","2002","4","weiblich","","","",""
"8","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"8","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"9","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"9","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"9","2002","2","männlich","","","",""
"9","2002","2","weiblich","","","",""
"9","2002","3","männlich","","","",""
"9","2002","3","weiblich","","","",""
"9","2002","4","männlich","","","",""
"9","2002","4","weiblich","1","","",""
"9","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"9","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"10","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"10","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"10","2002","2","männlich","","","",""
"10","2002","2","weiblich","","","",""
"10","2002","3","männlich","1","","",""
"10","2002","3","weiblich","1","","",""
"10","2002","4","männlich","","","",""
"10","2002","4","weiblich","","","",""
"10","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"10","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"11","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"11","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"11","2002","2","männlich","","","",""
"11","2002","2","weiblich","","","",""
"11","2002","3","männlich","","","",""
"11","2002","3","weiblich","","","",""
"11","2002","4","männlich","1","","",""
"11","2002","4","weiblich","","","",""
"11","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"11","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"12","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"12","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"12","2002","2","männlich","","","",""
"12","2002","2","weiblich","1","","",""
"12","2002","3","männlich","","","",""
"12","2002","3","weiblich","","","",""
"12","2002","4","männlich","","","",""
"12","2002","4","weiblich","","","",""
"12","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"12","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"13","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"13","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"13","2002","2","männlich","","","",""
"13","2002","2","weiblich","","","",""
"13","2002","3","männlich","","","",""
"13","2002","3","weiblich","","","",""
"13","2002","4","männlich","","","",""
"13","2002","4","weiblich","","","",""
"13","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"13","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"14","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"14","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"14","2002","2","männlich","","","",""
"14","2002","2","weiblich","","","",""
"14","2002","3","männlich","","","",""
"14","2002","3","weiblich","","","",""
"14","2002","4","männlich","","","",""
"14","2002","4","weiblich","","","",""
"14","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"14","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"15","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"15","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"15","2002","2","männlich","","","",""
"15","2002","2","weiblich","","","",""
"15","2002","3","männlich","","","",""
"15","2002","3","weiblich","","","",""
"15","2002","4","männlich","","","",""
"15","2002","4","weiblich","","","",""
"15","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"15","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"16","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"16","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","2002","2","männlich","","","",""
"16","2002","2","weiblich","","","",""
"16","2002","3","männlich","","","",""
"16","2002","3","weiblich","","","",""
"16","2002","4","männlich","","","",""
"16","2002","4","weiblich","","","",""
"16","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"17","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","2002","2","männlich","","","",""
"17","2002","2","weiblich","","","",""
"17","2002","3","männlich","","","",""
"17","2002","3","weiblich","","","",""
"17","2002","4","männlich","","","",""
"17","2002","4","weiblich","","","",""
"17","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"18","2002","2","männlich","","","",""
"18","2002","2","weiblich","","","",""
"18","2002","3","männlich","","","",""
"18","2002","3","weiblich","","","",""
"18","2002","4","männlich","","","",""
"18","2002","4","weiblich","","","",""
"18","2002","5 Einkommensstärkstes Quintil","männlich","1","","",""
"18","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"19","2002","2","männlich","","","",""
"19","2002","2","weiblich","","","",""
"19","2002","3","männlich","","","",""
"19","2002","3","weiblich","","","",""
"19","2002","4","männlich","","","",""
"19","2002","4","weiblich","","","",""
"19","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"20","2002","2","männlich","","","",""
"20","2002","2","weiblich","","","",""
"20","2002","3","männlich","","","",""
"20","2002","3","weiblich","","","",""
"20","2002","4","männlich","","","",""
"20","2002","4","weiblich","","","",""
"20","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2002","2","männlich","","","",""
"21","2002","2","weiblich","","","",""
"21","2002","3","männlich","","","",""
"21","2002","3","weiblich","","","",""
"21","2002","4","männlich","","","",""
"21","2002","4","weiblich","","","",""
"21","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2002","2","männlich","","","",""
"22","2002","2","weiblich","","","",""
"22","2002","3","männlich","","","",""
"22","2002","3","weiblich","","","",""
"22","2002","4","männlich","","","",""
"22","2002","4","weiblich","","","",""
"22","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2002","2","männlich","","","",""
"23","2002","2","weiblich","","","",""
"23","2002","3","männlich","","","",""
"23","2002","3","weiblich","","","",""
"23","2002","4","männlich","","","",""
"23","2002","4","weiblich","","","",""
"23","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2002","2","männlich","","","",""
"24","2002","2","weiblich","","","",""
"24","2002","3","männlich","","","",""
"24","2002","3","weiblich","","","",""
"24","2002","4","männlich","","","",""
"24","2002","4","weiblich","","","",""
"24","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2002","2","männlich","","","",""
"25","2002","2","weiblich","","","",""
"25","2002","3","männlich","","","",""
"25","2002","3","weiblich","","","",""
"25","2002","4","männlich","","","",""
"25","2002","4","weiblich","","","",""
"25","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2002","2","männlich","","","",""
"26","2002","2","weiblich","","","",""
"26","2002","3","männlich","","","",""
"26","2002","3","weiblich","","","",""
"26","2002","4","männlich","","","",""
"26","2002","4","weiblich","","","",""
"26","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","2002","2","männlich","","","",""
"28","2002","2","weiblich","","","",""
"28","2002","3","männlich","","","",""
"28","2002","3","weiblich","","","",""
"28","2002","4","männlich","","","",""
"28","2002","4","weiblich","","","",""
"28","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","2002","2","männlich","","","",""
"30","2002","2","weiblich","","","",""
"30","2002","3","männlich","","","",""
"30","2002","3","weiblich","","","",""
"30","2002","4","männlich","","","",""
"30","2002","4","weiblich","","","",""
"30","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","2002","2","männlich","","","",""
"32","2002","2","weiblich","","","",""
"32","2002","3","männlich","","","",""
"32","2002","3","weiblich","","","",""
"32","2002","4","männlich","","","",""
"32","2002","4","weiblich","","","",""
"32","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","2002","2","männlich","","","",""
"35","2002","2","weiblich","","","",""
"35","2002","3","männlich","","","",""
"35","2002","3","weiblich","","","",""
"35","2002","4","männlich","","","",""
"35","2002","4","weiblich","","","",""
"35","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","2002","2","männlich","","","",""
"36","2002","2","weiblich","","","",""
"36","2002","3","männlich","","","",""
"36","2002","3","weiblich","","","",""
"36","2002","4","männlich","","","",""
"36","2002","4","weiblich","","","",""
"36","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","2002","2","männlich","","","",""
"40","2002","2","weiblich","","","",""
"40","2002","3","männlich","","","",""
"40","2002","3","weiblich","","","",""
"40","2002","4","männlich","","","",""
"40","2002","4","weiblich","","","",""
"40","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","2002","2","männlich","","","",""
"42","2002","2","weiblich","","","",""
"42","2002","3","männlich","","","",""
"42","2002","3","weiblich","","","",""
"42","2002","4","männlich","","","",""
"42","2002","4","weiblich","","","",""
"42","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","2002","2","männlich","","","",""
"45","2002","2","weiblich","","","",""
"45","2002","3","männlich","","","",""
"45","2002","3","weiblich","","","",""
"45","2002","4","männlich","","","",""
"45","2002","4","weiblich","","","",""
"45","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","2002","2","männlich","","","",""
"48","2002","2","weiblich","","","",""
"48","2002","3","männlich","","","",""
"48","2002","3","weiblich","1","","",""
"48","2002","4","männlich","","","",""
"48","2002","4","weiblich","","","",""
"48","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","2002","2","männlich","","","",""
"50","2002","2","weiblich","","","",""
"50","2002","3","männlich","","","",""
"50","2002","3","weiblich","","","",""
"50","2002","4","männlich","","","",""
"50","2002","4","weiblich","","","",""
"50","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2002","2","männlich","","","",""
"64","2002","2","weiblich","","","",""
"64","2002","3","männlich","","","",""
"64","2002","3","weiblich","","","",""
"64","2002","4","männlich","","","",""
"64","2002","4","weiblich","","","",""
"64","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"98","2002","2","männlich","","","",""
"98","2002","2","weiblich","","","",""
"98","2002","3","männlich","","","",""
"98","2002","3","weiblich","","","",""
"98","2002","4","männlich","","","",""
"98","2002","4","weiblich","","","",""
"98","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","2002","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","2002","1 Einkommensschwächstes Quintil","weiblich","","","",""
"100","2002","2","männlich","","","",""
"100","2002","2","weiblich","","","",""
"100","2002","3","männlich","","","",""
"100","2002","3","weiblich","","","",""
"100","2002","4","männlich","","","",""
"100","2002","4","weiblich","","","",""
"100","2002","5 Einkommensstärkstes Quintil","männlich","","","",""
"100","2002","5 Einkommensstärkstes Quintil","weiblich","","","",""
"0","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"0","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"0","2003","2","männlich","","","",""
"0","2003","2","weiblich","","","",""
"0","2003","3","männlich","","","",""
"0","2003","3","weiblich","","","",""
"0","2003","4","männlich","","","",""
"0","2003","4","weiblich","","","",""
"0","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"0","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"1","2003","1 Einkommensschwächstes Quintil","männlich","174","0.767324395654693","0.71235764168214","0.822291149627246"
"1","2003","1 Einkommensschwächstes Quintil","weiblich","269","0.719476494718328","0.673004233964618","0.765948755472038"
"1","2003","2","männlich","191","0.700065568687271","0.645408198743853","0.754722938630689"
"1","2003","2","weiblich","254","0.753214081235023","0.707250999026224","0.799177163443822"
"1","2003","3","männlich","151","0.744033172895965","0.683400104749072","0.804666241042858"
"1","2003","3","weiblich","208","0.73216895298513","0.679639499606728","0.784698406363531"
"1","2003","4","männlich","164","0.729039396240078","0.670174740553306","0.78790405192685"
"1","2003","4","weiblich","216","0.77686633273406","0.727204595129715","0.826528070338405"
"1","2003","5 Einkommensstärkstes Quintil","männlich","147","0.713190208470801","0.650034203409893","0.776346213531709"
"1","2003","5 Einkommensstärkstes Quintil","weiblich","187","0.840017941182817","0.791795240907433","0.888240641458201"
"2","2003","1 Einkommensschwächstes Quintil","männlich","32","0.129018866433811","0.0854108686202182","0.172626864247403"
"2","2003","1 Einkommensschwächstes Quintil","weiblich","65","0.198482501604715","0.15722352197479","0.23974148123464"
"2","2003","2","männlich","51","0.198636527164338","0.151047093425602","0.246225960903073"
"2","2003","2","weiblich","64","0.191260122144902","0.149331906116694","0.233188338173109"
"2","2003","3","männlich","30","0.168782471506558","0.116741838530055","0.22082310448306"
"2","2003","3","weiblich","49","0.202659819044724","0.154975847740458","0.250343790348991"
"2","2003","4","männlich","42","0.204294733816451","0.150896027486094","0.257693440146807"
"2","2003","4","weiblich","41","0.164027694840272","0.119858371635574","0.208197018044969"
"2","2003","5 Einkommensstärkstes Quintil","männlich","34","0.207917046315695","0.151248070991552","0.264586021639838"
"2","2003","5 Einkommensstärkstes Quintil","weiblich","24","","",""
"3","2003","1 Einkommensschwächstes Quintil","männlich","10","","",""
"3","2003","1 Einkommensschwächstes Quintil","weiblich","15","","",""
"3","2003","2","männlich","11","","",""
"3","2003","2","weiblich","17","","",""
"3","2003","3","männlich","10","","",""
"3","2003","3","weiblich","12","","",""
"3","2003","4","männlich","6","","",""
"3","2003","4","weiblich","7","","",""
"3","2003","5 Einkommensstärkstes Quintil","männlich","9","","",""
"3","2003","5 Einkommensstärkstes Quintil","weiblich","7","","",""
"4","2003","1 Einkommensschwächstes Quintil","männlich","6","","",""
"4","2003","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"4","2003","2","männlich","11","","",""
"4","2003","2","weiblich","2","","",""
"4","2003","3","männlich","4","","",""
"4","2003","3","weiblich","2","","",""
"4","2003","4","männlich","3","","",""
"4","2003","4","weiblich","3","","",""
"4","2003","5 Einkommensstärkstes Quintil","männlich","1","","",""
"4","2003","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"5","2003","1 Einkommensschwächstes Quintil","männlich","3","","",""
"5","2003","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"5","2003","2","männlich","2","","",""
"5","2003","2","weiblich","","","",""
"5","2003","3","männlich","1","","",""
"5","2003","3","weiblich","","","",""
"5","2003","4","männlich","2","","",""
"5","2003","4","weiblich","3","","",""
"5","2003","5 Einkommensstärkstes Quintil","männlich","1","","",""
"5","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"6","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"6","2003","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"6","2003","2","männlich","3","","",""
"6","2003","2","weiblich","","","",""
"6","2003","3","männlich","","","",""
"6","2003","3","weiblich","1","","",""
"6","2003","4","männlich","1","","",""
"6","2003","4","weiblich","","","",""
"6","2003","5 Einkommensstärkstes Quintil","männlich","1","","",""
"6","2003","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"7","2003","1 Einkommensschwächstes Quintil","männlich","1","","",""
"7","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"7","2003","2","männlich","","","",""
"7","2003","2","weiblich","","","",""
"7","2003","3","männlich","3","","",""
"7","2003","3","weiblich","","","",""
"7","2003","4","männlich","","","",""
"7","2003","4","weiblich","","","",""
"7","2003","5 Einkommensstärkstes Quintil","männlich","3","","",""
"7","2003","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"8","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"8","2003","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"8","2003","2","männlich","","","",""
"8","2003","2","weiblich","","","",""
"8","2003","3","männlich","","","",""
"8","2003","3","weiblich","","","",""
"8","2003","4","männlich","1","","",""
"8","2003","4","weiblich","","","",""
"8","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"8","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"9","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"9","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"9","2003","2","männlich","","","",""
"9","2003","2","weiblich","","","",""
"9","2003","3","männlich","","","",""
"9","2003","3","weiblich","","","",""
"9","2003","4","männlich","","","",""
"9","2003","4","weiblich","","","",""
"9","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"9","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"10","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"10","2003","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"10","2003","2","männlich","","","",""
"10","2003","2","weiblich","1","","",""
"10","2003","3","männlich","","","",""
"10","2003","3","weiblich","","","",""
"10","2003","4","männlich","","","",""
"10","2003","4","weiblich","","","",""
"10","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"10","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
