"ple0055","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"1","1990","Realschule","Westdeutschland","","","",""
"1","1990","Realschule","Ostdeutschland","","","",""
"1","1990","(Fach-)Abitur","Westdeutschland","","","",""
"1","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"1","1990","AkademikerIn","Westdeutschland","","","",""
"1","1990","AkademikerIn","Ostdeutschland","","","",""
"2","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"2","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"2","1990","Hauptschule","Westdeutschland","","","",""
"2","1990","Hauptschule","Ostdeutschland","","","",""
"2","1990","Realschule","Westdeutschland","","","",""
"2","1990","Realschule","Ostdeutschland","","","",""
"2","1990","(Fach-)Abitur","Westdeutschland","","","",""
"2","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"2","1990","AkademikerIn","Westdeutschland","","","",""
"2","1990","AkademikerIn","Ostdeutschland","","","",""
"3","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"3","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"3","1990","Hauptschule","Westdeutschland","","","",""
"3","1990","Hauptschule","Ostdeutschland","","","",""
"3","1990","Realschule","Westdeutschland","","","",""
"3","1990","Realschule","Ostdeutschland","","","",""
"3","1990","(Fach-)Abitur","Westdeutschland","","","",""
"3","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"3","1990","AkademikerIn","Westdeutschland","","","",""
"3","1990","AkademikerIn","Ostdeutschland","","","",""
"4","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"4","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"4","1990","Hauptschule","Westdeutschland","","","",""
"4","1990","Hauptschule","Ostdeutschland","","","",""
"4","1990","Realschule","Westdeutschland","","","",""
"4","1990","Realschule","Ostdeutschland","","","",""
"4","1990","(Fach-)Abitur","Westdeutschland","","","",""
"4","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"4","1990","AkademikerIn","Westdeutschland","","","",""
"4","1990","AkademikerIn","Ostdeutschland","","","",""
"5","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"5","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"5","1990","Hauptschule","Westdeutschland","","","",""
"5","1990","Hauptschule","Ostdeutschland","","","",""
"5","1990","Realschule","Westdeutschland","","","",""
"5","1990","Realschule","Ostdeutschland","","","",""
"5","1990","(Fach-)Abitur","Westdeutschland","","","",""
"5","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"5","1990","AkademikerIn","Westdeutschland","","","",""
"5","1990","AkademikerIn","Ostdeutschland","","","",""
"6","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"6","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"6","1990","Hauptschule","Westdeutschland","","","",""
"6","1990","Hauptschule","Ostdeutschland","","","",""
"6","1990","Realschule","Westdeutschland","","","",""
"6","1990","Realschule","Ostdeutschland","","","",""
"6","1990","(Fach-)Abitur","Westdeutschland","","","",""
"6","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"6","1990","AkademikerIn","Westdeutschland","","","",""
"6","1990","AkademikerIn","Ostdeutschland","","","",""
"7","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"7","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"7","1990","Hauptschule","Westdeutschland","","","",""
"7","1990","Hauptschule","Ostdeutschland","","","",""
"7","1990","Realschule","Westdeutschland","","","",""
"7","1990","Realschule","Ostdeutschland","","","",""
"7","1990","(Fach-)Abitur","Westdeutschland","","","",""
"7","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"7","1990","AkademikerIn","Westdeutschland","","","",""
"7","1990","AkademikerIn","Ostdeutschland","","","",""
"8","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"8","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"8","1990","Hauptschule","Westdeutschland","","","",""
"8","1990","Hauptschule","Ostdeutschland","","","",""
"8","1990","Realschule","Westdeutschland","","","",""
"8","1990","Realschule","Ostdeutschland","","","",""
"8","1990","(Fach-)Abitur","Westdeutschland","","","",""
"8","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"8","1990","AkademikerIn","Westdeutschland","","","",""
"8","1990","AkademikerIn","Ostdeutschland","","","",""
"9","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"9","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"9","1990","Hauptschule","Westdeutschland","","","",""
"9","1990","Hauptschule","Ostdeutschland","","","",""
"9","1990","Realschule","Westdeutschland","","","",""
"9","1990","Realschule","Ostdeutschland","","","",""
"9","1990","(Fach-)Abitur","Westdeutschland","","","",""
"9","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"9","1990","AkademikerIn","Westdeutschland","","","",""
"9","1990","AkademikerIn","Ostdeutschland","","","",""
"10","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"10","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"10","1990","Hauptschule","Westdeutschland","","","",""
"10","1990","Hauptschule","Ostdeutschland","","","",""
"10","1990","Realschule","Westdeutschland","","","",""
"10","1990","Realschule","Ostdeutschland","","","",""
"10","1990","(Fach-)Abitur","Westdeutschland","","","",""
"10","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"10","1990","AkademikerIn","Westdeutschland","","","",""
"10","1990","AkademikerIn","Ostdeutschland","","","",""
"11","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"11","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"11","1990","Hauptschule","Westdeutschland","","","",""
"11","1990","Hauptschule","Ostdeutschland","","","",""
"11","1990","Realschule","Westdeutschland","","","",""
"11","1990","Realschule","Ostdeutschland","","","",""
"11","1990","(Fach-)Abitur","Westdeutschland","","","",""
"11","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"11","1990","AkademikerIn","Westdeutschland","","","",""
"11","1990","AkademikerIn","Ostdeutschland","","","",""
"12","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"12","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"12","1990","Hauptschule","Westdeutschland","","","",""
"12","1990","Hauptschule","Ostdeutschland","","","",""
"12","1990","Realschule","Westdeutschland","","","",""
"12","1990","Realschule","Ostdeutschland","","","",""
"12","1990","(Fach-)Abitur","Westdeutschland","","","",""
"12","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"12","1990","AkademikerIn","Westdeutschland","","","",""
"12","1990","AkademikerIn","Ostdeutschland","","","",""
"13","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"13","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"13","1990","Hauptschule","Westdeutschland","","","",""
"13","1990","Hauptschule","Ostdeutschland","","","",""
"13","1990","Realschule","Westdeutschland","","","",""
"13","1990","Realschule","Ostdeutschland","","","",""
"13","1990","(Fach-)Abitur","Westdeutschland","","","",""
"13","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"13","1990","AkademikerIn","Westdeutschland","","","",""
"13","1990","AkademikerIn","Ostdeutschland","","","",""
"14","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"14","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"14","1990","Hauptschule","Westdeutschland","","","",""
"14","1990","Hauptschule","Ostdeutschland","","","",""
"14","1990","Realschule","Westdeutschland","","","",""
"14","1990","Realschule","Ostdeutschland","","","",""
"14","1990","(Fach-)Abitur","Westdeutschland","","","",""
"14","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"14","1990","AkademikerIn","Westdeutschland","","","",""
"14","1990","AkademikerIn","Ostdeutschland","","","",""
"15","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"15","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"15","1990","Hauptschule","Westdeutschland","","","",""
"15","1990","Hauptschule","Ostdeutschland","","","",""
"15","1990","Realschule","Westdeutschland","","","",""
"15","1990","Realschule","Ostdeutschland","","","",""
"15","1990","(Fach-)Abitur","Westdeutschland","","","",""
"15","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"15","1990","AkademikerIn","Westdeutschland","","","",""
"15","1990","AkademikerIn","Ostdeutschland","","","",""
"16","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"16","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"16","1990","Hauptschule","Westdeutschland","","","",""
"16","1990","Hauptschule","Ostdeutschland","","","",""
"16","1990","Realschule","Westdeutschland","","","",""
"16","1990","Realschule","Ostdeutschland","","","",""
"16","1990","(Fach-)Abitur","Westdeutschland","","","",""
"16","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"16","1990","AkademikerIn","Westdeutschland","","","",""
"16","1990","AkademikerIn","Ostdeutschland","","","",""
"17","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"17","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"17","1990","Hauptschule","Westdeutschland","","","",""
"17","1990","Hauptschule","Ostdeutschland","","","",""
"17","1990","Realschule","Westdeutschland","","","",""
"17","1990","Realschule","Ostdeutschland","","","",""
"17","1990","(Fach-)Abitur","Westdeutschland","","","",""
"17","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"17","1990","AkademikerIn","Westdeutschland","","","",""
"17","1990","AkademikerIn","Ostdeutschland","","","",""
"18","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"18","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"18","1990","Hauptschule","Westdeutschland","","","",""
"18","1990","Hauptschule","Ostdeutschland","","","",""
"18","1990","Realschule","Westdeutschland","","","",""
"18","1990","Realschule","Ostdeutschland","","","",""
"18","1990","(Fach-)Abitur","Westdeutschland","","","",""
"18","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"18","1990","AkademikerIn","Westdeutschland","","","",""
"18","1990","AkademikerIn","Ostdeutschland","","","",""
"19","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"19","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"19","1990","Hauptschule","Westdeutschland","","","",""
"19","1990","Hauptschule","Ostdeutschland","","","",""
"19","1990","Realschule","Westdeutschland","","","",""
"19","1990","Realschule","Ostdeutschland","","","",""
"19","1990","(Fach-)Abitur","Westdeutschland","","","",""
"19","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"19","1990","AkademikerIn","Westdeutschland","","","",""
"19","1990","AkademikerIn","Ostdeutschland","","","",""
"20","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"20","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"20","1990","Hauptschule","Westdeutschland","","","",""
"20","1990","Hauptschule","Ostdeutschland","","","",""
"20","1990","Realschule","Westdeutschland","","","",""
"20","1990","Realschule","Ostdeutschland","","","",""
"20","1990","(Fach-)Abitur","Westdeutschland","","","",""
"20","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"20","1990","AkademikerIn","Westdeutschland","","","",""
"20","1990","AkademikerIn","Ostdeutschland","","","",""
"21","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"21","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"21","1990","Hauptschule","Westdeutschland","","","",""
"21","1990","Hauptschule","Ostdeutschland","","","",""
"21","1990","Realschule","Westdeutschland","","","",""
"21","1990","Realschule","Ostdeutschland","","","",""
"21","1990","(Fach-)Abitur","Westdeutschland","","","",""
"21","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"21","1990","AkademikerIn","Westdeutschland","","","",""
"21","1990","AkademikerIn","Ostdeutschland","","","",""
"22","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"22","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"22","1990","Hauptschule","Westdeutschland","","","",""
"22","1990","Hauptschule","Ostdeutschland","","","",""
"22","1990","Realschule","Westdeutschland","","","",""
"22","1990","Realschule","Ostdeutschland","","","",""
"22","1990","(Fach-)Abitur","Westdeutschland","","","",""
"22","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"22","1990","AkademikerIn","Westdeutschland","","","",""
"22","1990","AkademikerIn","Ostdeutschland","","","",""
"23","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"23","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"23","1990","Hauptschule","Westdeutschland","","","",""
"23","1990","Hauptschule","Ostdeutschland","","","",""
"23","1990","Realschule","Westdeutschland","","","",""
"23","1990","Realschule","Ostdeutschland","","","",""
"23","1990","(Fach-)Abitur","Westdeutschland","","","",""
"23","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"23","1990","AkademikerIn","Westdeutschland","","","",""
"23","1990","AkademikerIn","Ostdeutschland","","","",""
"24","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"24","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"24","1990","Hauptschule","Westdeutschland","","","",""
"24","1990","Hauptschule","Ostdeutschland","","","",""
"24","1990","Realschule","Westdeutschland","","","",""
"24","1990","Realschule","Ostdeutschland","","","",""
"24","1990","(Fach-)Abitur","Westdeutschland","","","",""
"24","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"24","1990","AkademikerIn","Westdeutschland","","","",""
"24","1990","AkademikerIn","Ostdeutschland","","","",""
"25","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"25","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"25","1990","Hauptschule","Westdeutschland","","","",""
"25","1990","Hauptschule","Ostdeutschland","","","",""
"25","1990","Realschule","Westdeutschland","","","",""
"25","1990","Realschule","Ostdeutschland","","","",""
"25","1990","(Fach-)Abitur","Westdeutschland","","","",""
"25","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"25","1990","AkademikerIn","Westdeutschland","","","",""
"25","1990","AkademikerIn","Ostdeutschland","","","",""
"26","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"26","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"26","1990","Hauptschule","Westdeutschland","","","",""
"26","1990","Hauptschule","Ostdeutschland","","","",""
"26","1990","Realschule","Westdeutschland","","","",""
"26","1990","Realschule","Ostdeutschland","","","",""
"26","1990","(Fach-)Abitur","Westdeutschland","","","",""
"26","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"26","1990","AkademikerIn","Westdeutschland","","","",""
"26","1990","AkademikerIn","Ostdeutschland","","","",""
"27","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"27","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"27","1990","Hauptschule","Westdeutschland","","","",""
"27","1990","Hauptschule","Ostdeutschland","","","",""
"27","1990","Realschule","Westdeutschland","","","",""
"27","1990","Realschule","Ostdeutschland","","","",""
"27","1990","(Fach-)Abitur","Westdeutschland","","","",""
"27","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"27","1990","AkademikerIn","Westdeutschland","","","",""
"27","1990","AkademikerIn","Ostdeutschland","","","",""
"28","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"28","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"28","1990","Hauptschule","Westdeutschland","","","",""
"28","1990","Hauptschule","Ostdeutschland","","","",""
"28","1990","Realschule","Westdeutschland","","","",""
"28","1990","Realschule","Ostdeutschland","","","",""
"28","1990","(Fach-)Abitur","Westdeutschland","","","",""
"28","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"28","1990","AkademikerIn","Westdeutschland","","","",""
"28","1990","AkademikerIn","Ostdeutschland","","","",""
"30","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"30","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"30","1990","Hauptschule","Westdeutschland","","","",""
"30","1990","Hauptschule","Ostdeutschland","","","",""
"30","1990","Realschule","Westdeutschland","","","",""
"30","1990","Realschule","Ostdeutschland","","","",""
"30","1990","(Fach-)Abitur","Westdeutschland","","","",""
"30","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"30","1990","AkademikerIn","Westdeutschland","","","",""
"30","1990","AkademikerIn","Ostdeutschland","","","",""
"31","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"31","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"31","1990","Hauptschule","Westdeutschland","","","",""
"31","1990","Hauptschule","Ostdeutschland","","","",""
"31","1990","Realschule","Westdeutschland","","","",""
"31","1990","Realschule","Ostdeutschland","","","",""
"31","1990","(Fach-)Abitur","Westdeutschland","","","",""
"31","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"31","1990","AkademikerIn","Westdeutschland","","","",""
"31","1990","AkademikerIn","Ostdeutschland","","","",""
"32","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"32","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"32","1990","Hauptschule","Westdeutschland","","","",""
"32","1990","Hauptschule","Ostdeutschland","","","",""
"32","1990","Realschule","Westdeutschland","","","",""
"32","1990","Realschule","Ostdeutschland","","","",""
"32","1990","(Fach-)Abitur","Westdeutschland","","","",""
"32","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"32","1990","AkademikerIn","Westdeutschland","","","",""
"32","1990","AkademikerIn","Ostdeutschland","","","",""
"35","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"35","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"35","1990","Hauptschule","Westdeutschland","","","",""
"35","1990","Hauptschule","Ostdeutschland","","","",""
"35","1990","Realschule","Westdeutschland","","","",""
"35","1990","Realschule","Ostdeutschland","","","",""
"35","1990","(Fach-)Abitur","Westdeutschland","","","",""
"35","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"35","1990","AkademikerIn","Westdeutschland","","","",""
"35","1990","AkademikerIn","Ostdeutschland","","","",""
"36","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"36","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"36","1990","Hauptschule","Westdeutschland","","","",""
"36","1990","Hauptschule","Ostdeutschland","","","",""
"36","1990","Realschule","Westdeutschland","","","",""
"36","1990","Realschule","Ostdeutschland","","","",""
"36","1990","(Fach-)Abitur","Westdeutschland","","","",""
"36","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"36","1990","AkademikerIn","Westdeutschland","","","",""
"36","1990","AkademikerIn","Ostdeutschland","","","",""
"40","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"40","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"40","1990","Hauptschule","Westdeutschland","","","",""
"40","1990","Hauptschule","Ostdeutschland","","","",""
"40","1990","Realschule","Westdeutschland","","","",""
"40","1990","Realschule","Ostdeutschland","","","",""
"40","1990","(Fach-)Abitur","Westdeutschland","","","",""
"40","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"40","1990","AkademikerIn","Westdeutschland","","","",""
"40","1990","AkademikerIn","Ostdeutschland","","","",""
"42","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"42","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"42","1990","Hauptschule","Westdeutschland","","","",""
"42","1990","Hauptschule","Ostdeutschland","","","",""
"42","1990","Realschule","Westdeutschland","","","",""
"42","1990","Realschule","Ostdeutschland","","","",""
"42","1990","(Fach-)Abitur","Westdeutschland","","","",""
"42","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"42","1990","AkademikerIn","Westdeutschland","","","",""
"42","1990","AkademikerIn","Ostdeutschland","","","",""
"45","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"45","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"45","1990","Hauptschule","Westdeutschland","","","",""
"45","1990","Hauptschule","Ostdeutschland","","","",""
"45","1990","Realschule","Westdeutschland","","","",""
"45","1990","Realschule","Ostdeutschland","","","",""
"45","1990","(Fach-)Abitur","Westdeutschland","","","",""
"45","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"45","1990","AkademikerIn","Westdeutschland","","","",""
"45","1990","AkademikerIn","Ostdeutschland","","","",""
"48","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"48","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"48","1990","Hauptschule","Westdeutschland","","","",""
"48","1990","Hauptschule","Ostdeutschland","","","",""
"48","1990","Realschule","Westdeutschland","","","",""
"48","1990","Realschule","Ostdeutschland","","","",""
"48","1990","(Fach-)Abitur","Westdeutschland","","","",""
"48","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"48","1990","AkademikerIn","Westdeutschland","","","",""
"48","1990","AkademikerIn","Ostdeutschland","","","",""
"50","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"50","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"50","1990","Hauptschule","Westdeutschland","","","",""
"50","1990","Hauptschule","Ostdeutschland","","","",""
"50","1990","Realschule","Westdeutschland","","","",""
"50","1990","Realschule","Ostdeutschland","","","",""
"50","1990","(Fach-)Abitur","Westdeutschland","","","",""
"50","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"50","1990","AkademikerIn","Westdeutschland","","","",""
"50","1990","AkademikerIn","Ostdeutschland","","","",""
"51","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"51","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"51","1990","Hauptschule","Westdeutschland","","","",""
"51","1990","Hauptschule","Ostdeutschland","","","",""
"51","1990","Realschule","Westdeutschland","","","",""
"51","1990","Realschule","Ostdeutschland","","","",""
"51","1990","(Fach-)Abitur","Westdeutschland","","","",""
"51","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"51","1990","AkademikerIn","Westdeutschland","","","",""
"51","1990","AkademikerIn","Ostdeutschland","","","",""
"64","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"64","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"64","1990","Hauptschule","Westdeutschland","","","",""
"64","1990","Hauptschule","Ostdeutschland","","","",""
"64","1990","Realschule","Westdeutschland","","","",""
"64","1990","Realschule","Ostdeutschland","","","",""
"64","1990","(Fach-)Abitur","Westdeutschland","","","",""
"64","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"64","1990","AkademikerIn","Westdeutschland","","","",""
"64","1990","AkademikerIn","Ostdeutschland","","","",""
"65","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"65","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"65","1990","Hauptschule","Westdeutschland","","","",""
"65","1990","Hauptschule","Ostdeutschland","","","",""
"65","1990","Realschule","Westdeutschland","","","",""
"65","1990","Realschule","Ostdeutschland","","","",""
"65","1990","(Fach-)Abitur","Westdeutschland","","","",""
"65","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"65","1990","AkademikerIn","Westdeutschland","","","",""
"65","1990","AkademikerIn","Ostdeutschland","","","",""
"90","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"90","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"90","1990","Hauptschule","Westdeutschland","","","",""
"90","1990","Hauptschule","Ostdeutschland","","","",""
"90","1990","Realschule","Westdeutschland","","","",""
"90","1990","Realschule","Ostdeutschland","","","",""
"90","1990","(Fach-)Abitur","Westdeutschland","","","",""
"90","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"90","1990","AkademikerIn","Westdeutschland","","","",""
"90","1990","AkademikerIn","Ostdeutschland","","","",""
"98","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"98","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"98","1990","Hauptschule","Westdeutschland","","","",""
"98","1990","Hauptschule","Ostdeutschland","","","",""
"98","1990","Realschule","Westdeutschland","","","",""
"98","1990","Realschule","Ostdeutschland","","","",""
"98","1990","(Fach-)Abitur","Westdeutschland","","","",""
"98","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"98","1990","AkademikerIn","Westdeutschland","","","",""
"98","1990","AkademikerIn","Ostdeutschland","","","",""
"100","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"100","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"100","1990","Hauptschule","Westdeutschland","","","",""
"100","1990","Hauptschule","Ostdeutschland","","","",""
"100","1990","Realschule","Westdeutschland","","","",""
"100","1990","Realschule","Ostdeutschland","","","",""
"100","1990","(Fach-)Abitur","Westdeutschland","","","",""
"100","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"100","1990","AkademikerIn","Westdeutschland","","","",""
"100","1990","AkademikerIn","Ostdeutschland","","","",""
"0","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"0","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"0","1991","Hauptschule","Westdeutschland","","","",""
"0","1991","Hauptschule","Ostdeutschland","","","",""
"0","1991","Realschule","Westdeutschland","","","",""
"0","1991","Realschule","Ostdeutschland","","","",""
"0","1991","(Fach-)Abitur","Westdeutschland","","","",""
"0","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"0","1991","AkademikerIn","Westdeutschland","","","",""
"0","1991","AkademikerIn","Ostdeutschland","","","",""
"1","1991","(noch) kein Abschluss","Westdeutschland","65","0.760421101522787","0.667469485757775","0.8533727172878"
"1","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"1","1991","Hauptschule","Westdeutschland","484","0.750146872404333","0.715958904979111","0.784334839829556"
"1","1991","Hauptschule","Ostdeutschland","","","",""
"1","1991","Realschule","Westdeutschland","154","0.774114279805531","0.714655195246987","0.833573364364075"
"1","1991","Realschule","Ostdeutschland","","","",""
"1","1991","(Fach-)Abitur","Westdeutschland","86","0.878395042714604","0.81401502800853","0.942775057420678"
"1","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"1","1991","AkademikerIn","Westdeutschland","48","0.724899453224528","0.615493055989983","0.834305850459073"
"1","1991","AkademikerIn","Ostdeutschland","","","",""
"2","1991","(noch) kein Abschluss","Westdeutschland","14","","",""
"2","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"2","1991","Hauptschule","Westdeutschland","82","0.151189051345926","0.122899673760042","0.17947842893181"
"2","1991","Hauptschule","Ostdeutschland","","","",""
"2","1991","Realschule","Westdeutschland","22","","",""
"2","1991","Realschule","Ostdeutschland","","","",""
"2","1991","(Fach-)Abitur","Westdeutschland","10","","",""
"2","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"2","1991","AkademikerIn","Westdeutschland","11","","",""
"2","1991","AkademikerIn","Ostdeutschland","","","",""
"3","1991","(noch) kein Abschluss","Westdeutschland","1","","",""
"3","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"3","1991","Hauptschule","Westdeutschland","25","","",""
"3","1991","Hauptschule","Ostdeutschland","","","",""
"3","1991","Realschule","Westdeutschland","7","","",""
"3","1991","Realschule","Ostdeutschland","","","",""
"3","1991","(Fach-)Abitur","Westdeutschland","2","","",""
"3","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"3","1991","AkademikerIn","Westdeutschland","3","","",""
"3","1991","AkademikerIn","Ostdeutschland","","","",""
"4","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"4","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"4","1991","Hauptschule","Westdeutschland","7","","",""
"4","1991","Hauptschule","Ostdeutschland","","","",""
"4","1991","Realschule","Westdeutschland","2","","",""
"4","1991","Realschule","Ostdeutschland","","","",""
"4","1991","(Fach-)Abitur","Westdeutschland","1","","",""
"4","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"4","1991","AkademikerIn","Westdeutschland","1","","",""
"4","1991","AkademikerIn","Ostdeutschland","","","",""
"5","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"5","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"5","1991","Hauptschule","Westdeutschland","2","","",""
"5","1991","Hauptschule","Ostdeutschland","","","",""
"5","1991","Realschule","Westdeutschland","","","",""
