"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"9","1996","Staedtischer Raum","Westdeutschland","","","",""
"9","1996","Staedtischer Raum","Ostdeutschland","","","",""
"9","1996","Laendlicher Raum","Westdeutschland","1","","",""
"9","1996","Laendlicher Raum","Ostdeutschland","1","","",""
"10","1996","Staedtischer Raum","Westdeutschland","1","","",""
"10","1996","Staedtischer Raum","Ostdeutschland","","","",""
"10","1996","Laendlicher Raum","Westdeutschland","","","",""
"10","1996","Laendlicher Raum","Ostdeutschland","2","","",""
"11","1996","Staedtischer Raum","Westdeutschland","","","",""
"11","1996","Staedtischer Raum","Ostdeutschland","","","",""
"11","1996","Laendlicher Raum","Westdeutschland","","","",""
"11","1996","Laendlicher Raum","Ostdeutschland","","","",""
"12","1996","Staedtischer Raum","Westdeutschland","1","","",""
"12","1996","Staedtischer Raum","Ostdeutschland","","","",""
"12","1996","Laendlicher Raum","Westdeutschland","","","",""
"12","1996","Laendlicher Raum","Ostdeutschland","","","",""
"13","1996","Staedtischer Raum","Westdeutschland","","","",""
"13","1996","Staedtischer Raum","Ostdeutschland","","","",""
"13","1996","Laendlicher Raum","Westdeutschland","","","",""
"13","1996","Laendlicher Raum","Ostdeutschland","","","",""
"14","1996","Staedtischer Raum","Westdeutschland","1","","",""
"14","1996","Staedtischer Raum","Ostdeutschland","1","","",""
"14","1996","Laendlicher Raum","Westdeutschland","1","","",""
"14","1996","Laendlicher Raum","Ostdeutschland","1","","",""
"15","1996","Staedtischer Raum","Westdeutschland","","","",""
"15","1996","Staedtischer Raum","Ostdeutschland","1","","",""
"15","1996","Laendlicher Raum","Westdeutschland","1","","",""
"15","1996","Laendlicher Raum","Ostdeutschland","","","",""
"16","1996","Staedtischer Raum","Westdeutschland","","","",""
"16","1996","Staedtischer Raum","Ostdeutschland","","","",""
"16","1996","Laendlicher Raum","Westdeutschland","","","",""
"16","1996","Laendlicher Raum","Ostdeutschland","","","",""
"17","1996","Staedtischer Raum","Westdeutschland","","","",""
"17","1996","Staedtischer Raum","Ostdeutschland","","","",""
"17","1996","Laendlicher Raum","Westdeutschland","","","",""
"17","1996","Laendlicher Raum","Ostdeutschland","1","","",""
"18","1996","Staedtischer Raum","Westdeutschland","","","",""
"18","1996","Staedtischer Raum","Ostdeutschland","","","",""
"18","1996","Laendlicher Raum","Westdeutschland","","","",""
"18","1996","Laendlicher Raum","Ostdeutschland","","","",""
"19","1996","Staedtischer Raum","Westdeutschland","","","",""
"19","1996","Staedtischer Raum","Ostdeutschland","","","",""
"19","1996","Laendlicher Raum","Westdeutschland","","","",""
"19","1996","Laendlicher Raum","Ostdeutschland","","","",""
"20","1996","Staedtischer Raum","Westdeutschland","","","",""
"20","1996","Staedtischer Raum","Ostdeutschland","","","",""
"20","1996","Laendlicher Raum","Westdeutschland","","","",""
"20","1996","Laendlicher Raum","Ostdeutschland","","","",""
"21","1996","Staedtischer Raum","Westdeutschland","","","",""
"21","1996","Staedtischer Raum","Ostdeutschland","","","",""
"21","1996","Laendlicher Raum","Westdeutschland","","","",""
"21","1996","Laendlicher Raum","Ostdeutschland","","","",""
"22","1996","Staedtischer Raum","Westdeutschland","","","",""
"22","1996","Staedtischer Raum","Ostdeutschland","","","",""
"22","1996","Laendlicher Raum","Westdeutschland","","","",""
"22","1996","Laendlicher Raum","Ostdeutschland","","","",""
"23","1996","Staedtischer Raum","Westdeutschland","","","",""
"23","1996","Staedtischer Raum","Ostdeutschland","","","",""
"23","1996","Laendlicher Raum","Westdeutschland","","","",""
"23","1996","Laendlicher Raum","Ostdeutschland","","","",""
"24","1996","Staedtischer Raum","Westdeutschland","","","",""
"24","1996","Staedtischer Raum","Ostdeutschland","","","",""
"24","1996","Laendlicher Raum","Westdeutschland","","","",""
"24","1996","Laendlicher Raum","Ostdeutschland","","","",""
"25","1996","Staedtischer Raum","Westdeutschland","","","",""
"25","1996","Staedtischer Raum","Ostdeutschland","","","",""
"25","1996","Laendlicher Raum","Westdeutschland","","","",""
"25","1996","Laendlicher Raum","Ostdeutschland","","","",""
"26","1996","Staedtischer Raum","Westdeutschland","","","",""
"26","1996","Staedtischer Raum","Ostdeutschland","","","",""
"26","1996","Laendlicher Raum","Westdeutschland","","","",""
"26","1996","Laendlicher Raum","Ostdeutschland","","","",""
"27","1996","Staedtischer Raum","Westdeutschland","","","",""
"27","1996","Staedtischer Raum","Ostdeutschland","","","",""
"27","1996","Laendlicher Raum","Westdeutschland","","","",""
"27","1996","Laendlicher Raum","Ostdeutschland","","","",""
"28","1996","Staedtischer Raum","Westdeutschland","1","","",""
"28","1996","Staedtischer Raum","Ostdeutschland","","","",""
"28","1996","Laendlicher Raum","Westdeutschland","","","",""
"28","1996","Laendlicher Raum","Ostdeutschland","","","",""
"30","1996","Staedtischer Raum","Westdeutschland","","","",""
"30","1996","Staedtischer Raum","Ostdeutschland","1","","",""
"30","1996","Laendlicher Raum","Westdeutschland","","","",""
"30","1996","Laendlicher Raum","Ostdeutschland","","","",""
"31","1996","Staedtischer Raum","Westdeutschland","","","",""
"31","1996","Staedtischer Raum","Ostdeutschland","","","",""
"31","1996","Laendlicher Raum","Westdeutschland","","","",""
"31","1996","Laendlicher Raum","Ostdeutschland","","","",""
"32","1996","Staedtischer Raum","Westdeutschland","","","",""
"32","1996","Staedtischer Raum","Ostdeutschland","","","",""
"32","1996","Laendlicher Raum","Westdeutschland","","","",""
"32","1996","Laendlicher Raum","Ostdeutschland","","","",""
"35","1996","Staedtischer Raum","Westdeutschland","","","",""
"35","1996","Staedtischer Raum","Ostdeutschland","","","",""
"35","1996","Laendlicher Raum","Westdeutschland","1","","",""
"35","1996","Laendlicher Raum","Ostdeutschland","","","",""
"36","1996","Staedtischer Raum","Westdeutschland","","","",""
"36","1996","Staedtischer Raum","Ostdeutschland","","","",""
"36","1996","Laendlicher Raum","Westdeutschland","","","",""
"36","1996","Laendlicher Raum","Ostdeutschland","","","",""
"40","1996","Staedtischer Raum","Westdeutschland","","","",""
"40","1996","Staedtischer Raum","Ostdeutschland","","","",""
"40","1996","Laendlicher Raum","Westdeutschland","","","",""
"40","1996","Laendlicher Raum","Ostdeutschland","","","",""
"42","1996","Staedtischer Raum","Westdeutschland","","","",""
"42","1996","Staedtischer Raum","Ostdeutschland","","","",""
"42","1996","Laendlicher Raum","Westdeutschland","","","",""
"42","1996","Laendlicher Raum","Ostdeutschland","","","",""
"45","1996","Staedtischer Raum","Westdeutschland","","","",""
"45","1996","Staedtischer Raum","Ostdeutschland","","","",""
"45","1996","Laendlicher Raum","Westdeutschland","","","",""
"45","1996","Laendlicher Raum","Ostdeutschland","","","",""
"48","1996","Staedtischer Raum","Westdeutschland","","","",""
"48","1996","Staedtischer Raum","Ostdeutschland","","","",""
"48","1996","Laendlicher Raum","Westdeutschland","","","",""
"48","1996","Laendlicher Raum","Ostdeutschland","","","",""
"50","1996","Staedtischer Raum","Westdeutschland","","","",""
"50","1996","Staedtischer Raum","Ostdeutschland","","","",""
"50","1996","Laendlicher Raum","Westdeutschland","","","",""
"50","1996","Laendlicher Raum","Ostdeutschland","","","",""
"51","1996","Staedtischer Raum","Westdeutschland","","","",""
"51","1996","Staedtischer Raum","Ostdeutschland","","","",""
"51","1996","Laendlicher Raum","Westdeutschland","","","",""
"51","1996","Laendlicher Raum","Ostdeutschland","","","",""
"64","1996","Staedtischer Raum","Westdeutschland","","","",""
"64","1996","Staedtischer Raum","Ostdeutschland","","","",""
"64","1996","Laendlicher Raum","Westdeutschland","","","",""
"64","1996","Laendlicher Raum","Ostdeutschland","","","",""
"65","1996","Staedtischer Raum","Westdeutschland","","","",""
"65","1996","Staedtischer Raum","Ostdeutschland","","","",""
"65","1996","Laendlicher Raum","Westdeutschland","","","",""
"65","1996","Laendlicher Raum","Ostdeutschland","","","",""
"90","1996","Staedtischer Raum","Westdeutschland","","","",""
"90","1996","Staedtischer Raum","Ostdeutschland","","","",""
"90","1996","Laendlicher Raum","Westdeutschland","","","",""
"90","1996","Laendlicher Raum","Ostdeutschland","","","",""
"98","1996","Staedtischer Raum","Westdeutschland","","","",""
"98","1996","Staedtischer Raum","Ostdeutschland","","","",""
"98","1996","Laendlicher Raum","Westdeutschland","","","",""
"98","1996","Laendlicher Raum","Ostdeutschland","","","",""
"100","1996","Staedtischer Raum","Westdeutschland","","","",""
"100","1996","Staedtischer Raum","Ostdeutschland","","","",""
"100","1996","Laendlicher Raum","Westdeutschland","","","",""
"100","1996","Laendlicher Raum","Ostdeutschland","","","",""
"0","1997","Staedtischer Raum","Westdeutschland","","","",""
"0","1997","Staedtischer Raum","Ostdeutschland","","","",""
"0","1997","Laendlicher Raum","Westdeutschland","","","",""
"0","1997","Laendlicher Raum","Ostdeutschland","","","",""
"1","1997","Staedtischer Raum","Westdeutschland","674","0.790115364193702","0.762327402324775","0.817903326062629"
"1","1997","Staedtischer Raum","Ostdeutschland","97","0.746014041753135","0.670605340563111","0.821422742943159"
"1","1997","Laendlicher Raum","Westdeutschland","181","0.750154093254785","0.69583349568286","0.804474690826711"
"1","1997","Laendlicher Raum","Ostdeutschland","199","0.749431758586219","0.698215151674532","0.800648365497907"
"2","1997","Staedtischer Raum","Westdeutschland","107","0.140707436638368","0.116980035693617","0.164434837583119"
"2","1997","Staedtischer Raum","Ostdeutschland","22","","",""
"2","1997","Laendlicher Raum","Westdeutschland","43","0.142059377196978","0.0982550769647717","0.185863677429184"
"2","1997","Laendlicher Raum","Ostdeutschland","50","0.160565301936396","0.117174162702872","0.20395644116992"
"3","1997","Staedtischer Raum","Westdeutschland","21","","",""
"3","1997","Staedtischer Raum","Ostdeutschland","5","","",""
"3","1997","Laendlicher Raum","Westdeutschland","10","","",""
"3","1997","Laendlicher Raum","Ostdeutschland","17","","",""
"4","1997","Staedtischer Raum","Westdeutschland","7","","",""
"4","1997","Staedtischer Raum","Ostdeutschland","1","","",""
"4","1997","Laendlicher Raum","Westdeutschland","2","","",""
"4","1997","Laendlicher Raum","Ostdeutschland","2","","",""
"5","1997","Staedtischer Raum","Westdeutschland","6","","",""
"5","1997","Staedtischer Raum","Ostdeutschland","","","",""
"5","1997","Laendlicher Raum","Westdeutschland","1","","",""
"5","1997","Laendlicher Raum","Ostdeutschland","1","","",""
"6","1997","Staedtischer Raum","Westdeutschland","1","","",""
"6","1997","Staedtischer Raum","Ostdeutschland","","","",""
"6","1997","Laendlicher Raum","Westdeutschland","","","",""
"6","1997","Laendlicher Raum","Ostdeutschland","1","","",""
"7","1997","Staedtischer Raum","Westdeutschland","1","","",""
"7","1997","Staedtischer Raum","Ostdeutschland","","","",""
"7","1997","Laendlicher Raum","Westdeutschland","3","","",""
"7","1997","Laendlicher Raum","Ostdeutschland","2","","",""
"8","1997","Staedtischer Raum","Westdeutschland","1","","",""
"8","1997","Staedtischer Raum","Ostdeutschland","","","",""
"8","1997","Laendlicher Raum","Westdeutschland","1","","",""
"8","1997","Laendlicher Raum","Ostdeutschland","2","","",""
"9","1997","Staedtischer Raum","Westdeutschland","","","",""
"9","1997","Staedtischer Raum","Ostdeutschland","","","",""
"9","1997","Laendlicher Raum","Westdeutschland","","","",""
"9","1997","Laendlicher Raum","Ostdeutschland","","","",""
"10","1997","Staedtischer Raum","Westdeutschland","1","","",""
"10","1997","Staedtischer Raum","Ostdeutschland","","","",""
"10","1997","Laendlicher Raum","Westdeutschland","","","",""
"10","1997","Laendlicher Raum","Ostdeutschland","","","",""
"11","1997","Staedtischer Raum","Westdeutschland","","","",""
"11","1997","Staedtischer Raum","Ostdeutschland","","","",""
"11","1997","Laendlicher Raum","Westdeutschland","","","",""
"11","1997","Laendlicher Raum","Ostdeutschland","","","",""
"12","1997","Staedtischer Raum","Westdeutschland","3","","",""
"12","1997","Staedtischer Raum","Ostdeutschland","1","","",""
"12","1997","Laendlicher Raum","Westdeutschland","1","","",""
"12","1997","Laendlicher Raum","Ostdeutschland","","","",""
"13","1997","Staedtischer Raum","Westdeutschland","","","",""
"13","1997","Staedtischer Raum","Ostdeutschland","","","",""
"13","1997","Laendlicher Raum","Westdeutschland","","","",""
"13","1997","Laendlicher Raum","Ostdeutschland","","","",""
"14","1997","Staedtischer Raum","Westdeutschland","1","","",""
"14","1997","Staedtischer Raum","Ostdeutschland","","","",""
"14","1997","Laendlicher Raum","Westdeutschland","1","","",""
"14","1997","Laendlicher Raum","Ostdeutschland","1","","",""
"15","1997","Staedtischer Raum","Westdeutschland","1","","",""
"15","1997","Staedtischer Raum","Ostdeutschland","","","",""
"15","1997","Laendlicher Raum","Westdeutschland","","","",""
"15","1997","Laendlicher Raum","Ostdeutschland","","","",""
"16","1997","Staedtischer Raum","Westdeutschland","","","",""
"16","1997","Staedtischer Raum","Ostdeutschland","","","",""
"16","1997","Laendlicher Raum","Westdeutschland","","","",""
"16","1997","Laendlicher Raum","Ostdeutschland","","","",""
"17","1997","Staedtischer Raum","Westdeutschland","","","",""
"17","1997","Staedtischer Raum","Ostdeutschland","","","",""
"17","1997","Laendlicher Raum","Westdeutschland","","","",""
"17","1997","Laendlicher Raum","Ostdeutschland","","","",""
"18","1997","Staedtischer Raum","Westdeutschland","","","",""
"18","1997","Staedtischer Raum","Ostdeutschland","","","",""
"18","1997","Laendlicher Raum","Westdeutschland","","","",""
"18","1997","Laendlicher Raum","Ostdeutschland","","","",""
"19","1997","Staedtischer Raum","Westdeutschland","","","",""
"19","1997","Staedtischer Raum","Ostdeutschland","","","",""
"19","1997","Laendlicher Raum","Westdeutschland","","","",""
"19","1997","Laendlicher Raum","Ostdeutschland","","","",""
"20","1997","Staedtischer Raum","Westdeutschland","","","",""
"20","1997","Staedtischer Raum","Ostdeutschland","","","",""
"20","1997","Laendlicher Raum","Westdeutschland","","","",""
"20","1997","Laendlicher Raum","Ostdeutschland","","","",""
"21","1997","Staedtischer Raum","Westdeutschland","1","","",""
"21","1997","Staedtischer Raum","Ostdeutschland","","","",""
"21","1997","Laendlicher Raum","Westdeutschland","","","",""
"21","1997","Laendlicher Raum","Ostdeutschland","","","",""
"22","1997","Staedtischer Raum","Westdeutschland","","","",""
"22","1997","Staedtischer Raum","Ostdeutschland","","","",""
"22","1997","Laendlicher Raum","Westdeutschland","","","",""
"22","1997","Laendlicher Raum","Ostdeutschland","","","",""
"23","1997","Staedtischer Raum","Westdeutschland","","","",""
"23","1997","Staedtischer Raum","Ostdeutschland","","","",""
"23","1997","Laendlicher Raum","Westdeutschland","","","",""
"23","1997","Laendlicher Raum","Ostdeutschland","","","",""
"24","1997","Staedtischer Raum","Westdeutschland","","","",""
"24","1997","Staedtischer Raum","Ostdeutschland","","","",""
"24","1997","Laendlicher Raum","Westdeutschland","","","",""
"24","1997","Laendlicher Raum","Ostdeutschland","","","",""
"25","1997","Staedtischer Raum","Westdeutschland","","","",""
"25","1997","Staedtischer Raum","Ostdeutschland","","","",""
"25","1997","Laendlicher Raum","Westdeutschland","","","",""
"25","1997","Laendlicher Raum","Ostdeutschland","","","",""
"26","1997","Staedtischer Raum","Westdeutschland","","","",""
"26","1997","Staedtischer Raum","Ostdeutschland","","","",""
"26","1997","Laendlicher Raum","Westdeutschland","","","",""
"26","1997","Laendlicher Raum","Ostdeutschland","","","",""
"27","1997","Staedtischer Raum","Westdeutschland","","","",""
"27","1997","Staedtischer Raum","Ostdeutschland","","","",""
"27","1997","Laendlicher Raum","Westdeutschland","","","",""
"27","1997","Laendlicher Raum","Ostdeutschland","","","",""
"28","1997","Staedtischer Raum","Westdeutschland","","","",""
"28","1997","Staedtischer Raum","Ostdeutschland","","","",""
"28","1997","Laendlicher Raum","Westdeutschland","","","",""
"28","1997","Laendlicher Raum","Ostdeutschland","","","",""
