"ple0055","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"27","2012","Laendlicher Raum","","","",""
"28","2012","Staedtischer Raum","","","",""
"28","2012","Laendlicher Raum","","","",""
"30","2012","Staedtischer Raum","","","",""
"30","2012","Laendlicher Raum","","","",""
"31","2012","Staedtischer Raum","","","",""
"31","2012","Laendlicher Raum","","","",""
"32","2012","Staedtischer Raum","","","",""
"32","2012","Laendlicher Raum","","","",""
"35","2012","Staedtischer Raum","","","",""
"35","2012","Laendlicher Raum","","","",""
"36","2012","Staedtischer Raum","","","",""
"36","2012","Laendlicher Raum","","","",""
"40","2012","Staedtischer Raum","","","",""
"40","2012","Laendlicher Raum","","","",""
"42","2012","Staedtischer Raum","","","",""
"42","2012","Laendlicher Raum","","","",""
"45","2012","Staedtischer Raum","","","",""
"45","2012","Laendlicher Raum","","","",""
"48","2012","Staedtischer Raum","","","",""
"48","2012","Laendlicher Raum","","","",""
"50","2012","Staedtischer Raum","","","",""
"50","2012","Laendlicher Raum","","","",""
"51","2012","Staedtischer Raum","","","",""
"51","2012","Laendlicher Raum","","","",""
"64","2012","Staedtischer Raum","","","",""
"64","2012","Laendlicher Raum","","","",""
"65","2012","Staedtischer Raum","","","",""
"65","2012","Laendlicher Raum","","","",""
"90","2012","Staedtischer Raum","","","",""
"90","2012","Laendlicher Raum","","","",""
"98","2012","Staedtischer Raum","","","",""
"98","2012","Laendlicher Raum","","","",""
"100","2012","Staedtischer Raum","","","",""
"100","2012","Laendlicher Raum","","","",""
"0","2013","Staedtischer Raum","","","",""
"0","2013","Laendlicher Raum","","","",""
"1","2013","Staedtischer Raum","1578","0.737558706216696","0.71863314362741","0.756484268805982"
"1","2013","Laendlicher Raum","980","0.715685084969242","0.69125790972906","0.740112260209424"
"2","2013","Staedtischer Raum","347","0.179819380092826","0.163299480017351","0.196339280168301"
"2","2013","Laendlicher Raum","231","0.198608164861283","0.177004200650641","0.220212129071926"
"3","2013","Staedtischer Raum","90","0.0522021364115369","0.0426338004066241","0.0617704724164498"
"3","2013","Laendlicher Raum","63","0.0587463585419192","0.0460126104626139","0.0714801066212246"
"4","2013","Staedtischer Raum","24","","",""
"4","2013","Laendlicher Raum","18","","",""
"5","2013","Staedtischer Raum","21","","",""
"5","2013","Laendlicher Raum","5","","",""
"6","2013","Staedtischer Raum","6","","",""
"6","2013","Laendlicher Raum","6","","",""
"7","2013","Staedtischer Raum","2","","",""
"7","2013","Laendlicher Raum","","","",""
"8","2013","Staedtischer Raum","3","","",""
"8","2013","Laendlicher Raum","1","","",""
"9","2013","Staedtischer Raum","1","","",""
"9","2013","Laendlicher Raum","2","","",""
"10","2013","Staedtischer Raum","1","","",""
"10","2013","Laendlicher Raum","2","","",""
"11","2013","Staedtischer Raum","1","","",""
"11","2013","Laendlicher Raum","","","",""
"12","2013","Staedtischer Raum","","","",""
"12","2013","Laendlicher Raum","","","",""
"13","2013","Staedtischer Raum","","","",""
"13","2013","Laendlicher Raum","","","",""
"14","2013","Staedtischer Raum","1","","",""
"14","2013","Laendlicher Raum","","","",""
"15","2013","Staedtischer Raum","","","",""
"15","2013","Laendlicher Raum","1","","",""
"16","2013","Staedtischer Raum","","","",""
"16","2013","Laendlicher Raum","","","",""
"17","2013","Staedtischer Raum","","","",""
"17","2013","Laendlicher Raum","","","",""
"18","2013","Staedtischer Raum","","","",""
"18","2013","Laendlicher Raum","","","",""
"19","2013","Staedtischer Raum","","","",""
"19","2013","Laendlicher Raum","","","",""
"20","2013","Staedtischer Raum","1","","",""
"20","2013","Laendlicher Raum","","","",""
"21","2013","Staedtischer Raum","","","",""
"21","2013","Laendlicher Raum","","","",""
"22","2013","Staedtischer Raum","","","",""
"22","2013","Laendlicher Raum","","","",""
"23","2013","Staedtischer Raum","","","",""
"23","2013","Laendlicher Raum","","","",""
"24","2013","Staedtischer Raum","","","",""
"24","2013","Laendlicher Raum","","","",""
"25","2013","Staedtischer Raum","","","",""
"25","2013","Laendlicher Raum","","","",""
"26","2013","Staedtischer Raum","","","",""
"26","2013","Laendlicher Raum","1","","",""
"27","2013","Staedtischer Raum","","","",""
"27","2013","Laendlicher Raum","","","",""
"28","2013","Staedtischer Raum","","","",""
"28","2013","Laendlicher Raum","","","",""
"30","2013","Staedtischer Raum","","","",""
"30","2013","Laendlicher Raum","","","",""
"31","2013","Staedtischer Raum","","","",""
"31","2013","Laendlicher Raum","","","",""
"32","2013","Staedtischer Raum","","","",""
"32","2013","Laendlicher Raum","","","",""
"35","2013","Staedtischer Raum","","","",""
"35","2013","Laendlicher Raum","","","",""
"36","2013","Staedtischer Raum","","","",""
"36","2013","Laendlicher Raum","","","",""
"40","2013","Staedtischer Raum","","","",""
"40","2013","Laendlicher Raum","","","",""
"42","2013","Staedtischer Raum","","","",""
"42","2013","Laendlicher Raum","","","",""
"45","2013","Staedtischer Raum","","","",""
"45","2013","Laendlicher Raum","","","",""
"48","2013","Staedtischer Raum","","","",""
"48","2013","Laendlicher Raum","","","",""
"50","2013","Staedtischer Raum","","","",""
"50","2013","Laendlicher Raum","","","",""
"51","2013","Staedtischer Raum","","","",""
"51","2013","Laendlicher Raum","","","",""
"64","2013","Staedtischer Raum","","","",""
"64","2013","Laendlicher Raum","","","",""
"65","2013","Staedtischer Raum","","","",""
"65","2013","Laendlicher Raum","","","",""
"90","2013","Staedtischer Raum","","","",""
"90","2013","Laendlicher Raum","","","",""
"98","2013","Staedtischer Raum","","","",""
"98","2013","Laendlicher Raum","","","",""
"100","2013","Staedtischer Raum","","","",""
"100","2013","Laendlicher Raum","","","",""
"0","2014","Staedtischer Raum","","","",""
"0","2014","Laendlicher Raum","","","",""
"1","2014","Staedtischer Raum","1385","0.761345011805126","0.741696715931169","0.780993307679082"
"1","2014","Laendlicher Raum","844","0.730050881273818","0.704224254765173","0.755877507782462"
"2","2014","Staedtischer Raum","290","0.1629160624861","0.145893876367002","0.179938248605198"
"2","2014","Laendlicher Raum","181","0.154390192311222","0.133369596573668","0.175410788048775"
"3","2014","Staedtischer Raum","90","0.0534431997784321","0.043075833458052","0.0638105660988123"
"3","2014","Laendlicher Raum","65","0.0710691763533285","0.0561211970349643","0.0860171556716927"
"4","2014","Staedtischer Raum","20","","",""
"4","2014","Laendlicher Raum","28","","",""
"5","2014","Staedtischer Raum","7","","",""
"5","2014","Laendlicher Raum","10","","",""
"6","2014","Staedtischer Raum","4","","",""
"6","2014","Laendlicher Raum","5","","",""
"7","2014","Staedtischer Raum","3","","",""
"7","2014","Laendlicher Raum","","","",""
"8","2014","Staedtischer Raum","4","","",""
"8","2014","Laendlicher Raum","","","",""
"9","2014","Staedtischer Raum","","","",""
"9","2014","Laendlicher Raum","1","","",""
"10","2014","Staedtischer Raum","2","","",""
"10","2014","Laendlicher Raum","","","",""
"11","2014","Staedtischer Raum","","","",""
"11","2014","Laendlicher Raum","1","","",""
"12","2014","Staedtischer Raum","1","","",""
"12","2014","Laendlicher Raum","","","",""
"13","2014","Staedtischer Raum","","","",""
"13","2014","Laendlicher Raum","","","",""
"14","2014","Staedtischer Raum","","","",""
"14","2014","Laendlicher Raum","","","",""
"15","2014","Staedtischer Raum","1","","",""
"15","2014","Laendlicher Raum","","","",""
"16","2014","Staedtischer Raum","","","",""
"16","2014","Laendlicher Raum","","","",""
"17","2014","Staedtischer Raum","1","","",""
"17","2014","Laendlicher Raum","","","",""
"18","2014","Staedtischer Raum","","","",""
"18","2014","Laendlicher Raum","","","",""
"19","2014","Staedtischer Raum","","","",""
"19","2014","Laendlicher Raum","","","",""
"20","2014","Staedtischer Raum","","","",""
"20","2014","Laendlicher Raum","","","",""
"21","2014","Staedtischer Raum","","","",""
"21","2014","Laendlicher Raum","","","",""
"22","2014","Staedtischer Raum","","","",""
"22","2014","Laendlicher Raum","","","",""
"23","2014","Staedtischer Raum","","","",""
"23","2014","Laendlicher Raum","","","",""
"24","2014","Staedtischer Raum","","","",""
"24","2014","Laendlicher Raum","","","",""
"25","2014","Staedtischer Raum","","","",""
"25","2014","Laendlicher Raum","","","",""
"26","2014","Staedtischer Raum","","","",""
"26","2014","Laendlicher Raum","","","",""
"27","2014","Staedtischer Raum","","","",""
"27","2014","Laendlicher Raum","","","",""
"28","2014","Staedtischer Raum","","","",""
"28","2014","Laendlicher Raum","","","",""
"30","2014","Staedtischer Raum","","","",""
"30","2014","Laendlicher Raum","","","",""
"31","2014","Staedtischer Raum","","","",""
"31","2014","Laendlicher Raum","","","",""
"32","2014","Staedtischer Raum","","","",""
"32","2014","Laendlicher Raum","","","",""
"35","2014","Staedtischer Raum","","","",""
"35","2014","Laendlicher Raum","","","",""
"36","2014","Staedtischer Raum","","","",""
"36","2014","Laendlicher Raum","","","",""
"40","2014","Staedtischer Raum","","","",""
"40","2014","Laendlicher Raum","","","",""
"42","2014","Staedtischer Raum","","","",""
"42","2014","Laendlicher Raum","","","",""
"45","2014","Staedtischer Raum","","","",""
"45","2014","Laendlicher Raum","","","",""
"48","2014","Staedtischer Raum","","","",""
"48","2014","Laendlicher Raum","","","",""
"50","2014","Staedtischer Raum","","","",""
"50","2014","Laendlicher Raum","","","",""
"51","2014","Staedtischer Raum","","","",""
"51","2014","Laendlicher Raum","","","",""
"64","2014","Staedtischer Raum","","","",""
"64","2014","Laendlicher Raum","","","",""
"65","2014","Staedtischer Raum","","","",""
"65","2014","Laendlicher Raum","","","",""
"90","2014","Staedtischer Raum","","","",""
"90","2014","Laendlicher Raum","","","",""
"98","2014","Staedtischer Raum","","","",""
"98","2014","Laendlicher Raum","","","",""
"100","2014","Staedtischer Raum","","","",""
"100","2014","Laendlicher Raum","","","",""
"0","2015","Staedtischer Raum","","","",""
"0","2015","Laendlicher Raum","","","",""
"1","2015","Staedtischer Raum","1552","0.763020024772602","0.744425635639092","0.781614413906113"
"1","2015","Laendlicher Raum","955","0.767019937641345","0.743706349452624","0.790333525830065"
"2","2015","Staedtischer Raum","299","0.159391591852814","0.143385412038113","0.175397771667515"
"2","2015","Laendlicher Raum","204","0.152434012322572","0.132610796171176","0.172257228473968"
"3","2015","Staedtischer Raum","94","0.0471175966456537","0.0378520863884703","0.0563831069028371"
"3","2015","Laendlicher Raum","68","0.0552235440031241","0.042626371286105","0.0678207167201433"
"4","2015","Staedtischer Raum","26","","",""
"4","2015","Laendlicher Raum","19","","",""
"5","2015","Staedtischer Raum","15","","",""
"5","2015","Laendlicher Raum","8","","",""
"6","2015","Staedtischer Raum","5","","",""
"6","2015","Laendlicher Raum","3","","",""
"7","2015","Staedtischer Raum","3","","",""
"7","2015","Laendlicher Raum","2","","",""
"8","2015","Staedtischer Raum","6","","",""
"8","2015","Laendlicher Raum","1","","",""
"9","2015","Staedtischer Raum","","","",""
"9","2015","Laendlicher Raum","","","",""
"10","2015","Staedtischer Raum","2","","",""
"10","2015","Laendlicher Raum","1","","",""
"11","2015","Staedtischer Raum","1","","",""
"11","2015","Laendlicher Raum","","","",""
"12","2015","Staedtischer Raum","2","","",""
"12","2015","Laendlicher Raum","1","","",""
"13","2015","Staedtischer Raum","","","",""
"13","2015","Laendlicher Raum","","","",""
"14","2015","Staedtischer Raum","","","",""
"14","2015","Laendlicher Raum","","","",""
"15","2015","Staedtischer Raum","","","",""
"15","2015","Laendlicher Raum","","","",""
"16","2015","Staedtischer Raum","","","",""
"16","2015","Laendlicher Raum","","","",""
"17","2015","Staedtischer Raum","","","",""
"17","2015","Laendlicher Raum","","","",""
"18","2015","Staedtischer Raum","","","",""
"18","2015","Laendlicher Raum","","","",""
"19","2015","Staedtischer Raum","","","",""
"19","2015","Laendlicher Raum","","","",""
"20","2015","Staedtischer Raum","1","","",""
"20","2015","Laendlicher Raum","","","",""
"21","2015","Staedtischer Raum","","","",""
"21","2015","Laendlicher Raum","","","",""
"22","2015","Staedtischer Raum","","","",""
"22","2015","Laendlicher Raum","","","",""
"23","2015","Staedtischer Raum","","","",""
"23","2015","Laendlicher Raum","","","",""
"24","2015","Staedtischer Raum","","","",""
"24","2015","Laendlicher Raum","","","",""
"25","2015","Staedtischer Raum","","","",""
"25","2015","Laendlicher Raum","1","","",""
"26","2015","Staedtischer Raum","","","",""
"26","2015","Laendlicher Raum","","","",""
"27","2015","Staedtischer Raum","","","",""
"27","2015","Laendlicher Raum","","","",""
"28","2015","Staedtischer Raum","","","",""
"28","2015","Laendlicher Raum","","","",""
"30","2015","Staedtischer Raum","1","","",""
"30","2015","Laendlicher Raum","","","",""
"31","2015","Staedtischer Raum","","","",""
"31","2015","Laendlicher Raum","","","",""
"32","2015","Staedtischer Raum","1","","",""
"32","2015","Laendlicher Raum","","","",""
"35","2015","Staedtischer Raum","","","",""
"35","2015","Laendlicher Raum","","","",""
"36","2015","Staedtischer Raum","","","",""
"36","2015","Laendlicher Raum","","","",""
"40","2015","Staedtischer Raum","","","",""
"40","2015","Laendlicher Raum","","","",""
"42","2015","Staedtischer Raum","","","",""
"42","2015","Laendlicher Raum","","","",""
"45","2015","Staedtischer Raum","","","",""
"45","2015","Laendlicher Raum","","","",""
"48","2015","Staedtischer Raum","","","",""
"48","2015","Laendlicher Raum","","","",""
"50","2015","Staedtischer Raum","1","","",""
"50","2015","Laendlicher Raum","","","",""
"51","2015","Staedtischer Raum","","","",""
"51","2015","Laendlicher Raum","","","",""
"64","2015","Staedtischer Raum","","","",""
"64","2015","Laendlicher Raum","","","",""
"65","2015","Staedtischer Raum","","","",""
"65","2015","Laendlicher Raum","","","",""
"90","2015","Staedtischer Raum","","","",""
"90","2015","Laendlicher Raum","","","",""
"98","2015","Staedtischer Raum","","","",""
"98","2015","Laendlicher Raum","","","",""
"100","2015","Staedtischer Raum","","","",""
"100","2015","Laendlicher Raum","","","",""
"0","2016","Staedtischer Raum","","","",""
"0","2016","Laendlicher Raum","","","",""
"1","2016","Staedtischer Raum","1477","0.742597626794688","0.723142669676272","0.762052583913104"
"1","2016","Laendlicher Raum","894","0.749507620950469","0.724826917994793","0.774188323906145"
"2","2016","Staedtischer Raum","325","0.177395866950522","0.160397217484333","0.194394516416711"
"2","2016","Laendlicher Raum","200","0.171044742382319","0.149596453538321","0.192493031226316"
"3","2016","Staedtischer Raum","85","0.0481861794852384","0.0386563643438253","0.0577159946266514"
"3","2016","Laendlicher Raum","56","0.0435428502603676","0.0319186408332212","0.055167059687514"
"4","2016","Staedtischer Raum","25","","",""
"4","2016","Laendlicher Raum","19","","",""
"5","2016","Staedtischer Raum","7","","",""
"5","2016","Laendlicher Raum","5","","",""
"6","2016","Staedtischer Raum","4","","",""
"6","2016","Laendlicher Raum","3","","",""
"7","2016","Staedtischer Raum","4","","",""
"7","2016","Laendlicher Raum","2","","",""
"8","2016","Staedtischer Raum","3","","",""
"8","2016","Laendlicher Raum","1","","",""
"9","2016","Staedtischer Raum","","","",""
"9","2016","Laendlicher Raum","1","","",""
"10","2016","Staedtischer Raum","5","","",""
"10","2016","Laendlicher Raum","1","","",""
"11","2016","Staedtischer Raum","1","","",""
"11","2016","Laendlicher Raum","","","",""
"12","2016","Staedtischer Raum","1","","",""
"12","2016","Laendlicher Raum","2","","",""
"13","2016","Staedtischer Raum","1","","",""
"13","2016","Laendlicher Raum","","","",""
"14","2016","Staedtischer Raum","","","",""
"14","2016","Laendlicher Raum","","","",""
"15","2016","Staedtischer Raum","","","",""
"15","2016","Laendlicher Raum","","","",""
"16","2016","Staedtischer Raum","","","",""
"16","2016","Laendlicher Raum","","","",""
"17","2016","Staedtischer Raum","","","",""
"17","2016","Laendlicher Raum","","","",""
"18","2016","Staedtischer Raum","","","",""
"18","2016","Laendlicher Raum","","","",""
"19","2016","Staedtischer Raum","","","",""
"19","2016","Laendlicher Raum","","","",""
"20","2016","Staedtischer Raum","","","",""
"20","2016","Laendlicher Raum","","","",""
"21","2016","Staedtischer Raum","","","",""
"21","2016","Laendlicher Raum","","","",""
"22","2016","Staedtischer Raum","","","",""
"22","2016","Laendlicher Raum","","","",""
"23","2016","Staedtischer Raum","","","",""
"23","2016","Laendlicher Raum","","","",""
"24","2016","Staedtischer Raum","","","",""
"24","2016","Laendlicher Raum","","","",""
"25","2016","Staedtischer Raum","","","",""
"25","2016","Laendlicher Raum","","","",""
"26","2016","Staedtischer Raum","","","",""
"26","2016","Laendlicher Raum","","","",""
"27","2016","Staedtischer Raum","","","",""
"27","2016","Laendlicher Raum","","","",""
"28","2016","Staedtischer Raum","","","",""
"28","2016","Laendlicher Raum","","","",""
"30","2016","Staedtischer Raum","1","","",""
"30","2016","Laendlicher Raum","","","",""
"31","2016","Staedtischer Raum","","","",""
"31","2016","Laendlicher Raum","","","",""
"32","2016","Staedtischer Raum","","","",""
"32","2016","Laendlicher Raum","","","",""
"35","2016","Staedtischer Raum","","","",""
"35","2016","Laendlicher Raum","","","",""
"36","2016","Staedtischer Raum","","","",""
"36","2016","Laendlicher Raum","","","",""
"40","2016","Staedtischer Raum","","","",""
"40","2016","Laendlicher Raum","","","",""
"42","2016","Staedtischer Raum","","","",""
"42","2016","Laendlicher Raum","","","",""
"45","2016","Staedtischer Raum","","","",""
"45","2016","Laendlicher Raum","","","",""
"48","2016","Staedtischer Raum","1","","",""
"48","2016","Laendlicher Raum","","","",""
"50","2016","Staedtischer Raum","","","",""
"50","2016","Laendlicher Raum","","","",""
"51","2016","Staedtischer Raum","","","",""
"51","2016","Laendlicher Raum","","","",""
"64","2016","Staedtischer Raum","","","",""
"64","2016","Laendlicher Raum","","","",""
"65","2016","Staedtischer Raum","","","",""
"65","2016","Laendlicher Raum","","","",""
"90","2016","Staedtischer Raum","","","",""
"90","2016","Laendlicher Raum","","","",""
"98","2016","Staedtischer Raum","","","",""
"98","2016","Laendlicher Raum","","","",""
"100","2016","Staedtischer Raum","","","",""
"100","2016","Laendlicher Raum","","","",""
"0","2017","Staedtischer Raum","","","",""
"0","2017","Laendlicher Raum","","","",""
"1","2017","Staedtischer Raum","1688","0.736867322017815","0.718467280961149","0.755267363074481"
"1","2017","Laendlicher Raum","961","0.738971005601617","0.714938843910896","0.763003167292338"
"2","2017","Staedtischer Raum","347","0.170372328863344","0.154662267006213","0.186082390720475"
"2","2017","Laendlicher Raum","219","0.172743671710705","0.152058654571819","0.19342868884959"
"3","2017","Staedtischer Raum","101","0.056840013281413","0.0471648897269421","0.0665151368358839"
"3","2017","Laendlicher Raum","57","0.0574933523437649","0.0447558056213509","0.0702308990661788"
"4","2017","Staedtischer Raum","30","0.0177380667188619","0.0122223297263439","0.0232538037113799"
"4","2017","Laendlicher Raum","19","","",""
"5","2017","Staedtischer Raum","17","","",""
"5","2017","Laendlicher Raum","12","","",""
"6","2017","Staedtischer Raum","5","","",""
"6","2017","Laendlicher Raum","7","","",""
"7","2017","Staedtischer Raum","3","","",""
"7","2017","Laendlicher Raum","3","","",""
"8","2017","Staedtischer Raum","4","","",""
"8","2017","Laendlicher Raum","","","",""
"9","2017","Staedtischer Raum","3","","",""
"9","2017","Laendlicher Raum","1","","",""
"10","2017","Staedtischer Raum","2","","",""
"10","2017","Laendlicher Raum","2","","",""
"11","2017","Staedtischer Raum","","","",""
"11","2017","Laendlicher Raum","","","",""
"12","2017","Staedtischer Raum","","","",""
"12","2017","Laendlicher Raum","","","",""
"13","2017","Staedtischer Raum","","","",""
"13","2017","Laendlicher Raum","","","",""
"14","2017","Staedtischer Raum","","","",""
"14","2017","Laendlicher Raum","","","",""
"15","2017","Staedtischer Raum","","","",""
"15","2017","Laendlicher Raum","1","","",""
"16","2017","Staedtischer Raum","","","",""
"16","2017","Laendlicher Raum","","","",""
"17","2017","Staedtischer Raum","","","",""
"17","2017","Laendlicher Raum","","","",""
"18","2017","Staedtischer Raum","","","",""
"18","2017","Laendlicher Raum","","","",""
"19","2017","Staedtischer Raum","","","",""
"19","2017","Laendlicher Raum","","","",""
"20","2017","Staedtischer Raum","","","",""
"20","2017","Laendlicher Raum","","","",""
"21","2017","Staedtischer Raum","","","",""
"21","2017","Laendlicher Raum","","","",""
"22","2017","Staedtischer Raum","","","",""
"22","2017","Laendlicher Raum","","","",""
"23","2017","Staedtischer Raum","","","",""
"23","2017","Laendlicher Raum","","","",""
"24","2017","Staedtischer Raum","","","",""
"24","2017","Laendlicher Raum","","","",""
"25","2017","Staedtischer Raum","","","",""
"25","2017","Laendlicher Raum","","","",""
"26","2017","Staedtischer Raum","","","",""
"26","2017","Laendlicher Raum","","","",""
"27","2017","Staedtischer Raum","","","",""
"27","2017","Laendlicher Raum","","","",""
"28","2017","Staedtischer Raum","","","",""
"28","2017","Laendlicher Raum","","","",""
"30","2017","Staedtischer Raum","","","",""
"30","2017","Laendlicher Raum","1","","",""
"31","2017","Staedtischer Raum","","","",""
"31","2017","Laendlicher Raum","","","",""
"32","2017","Staedtischer Raum","","","",""
"32","2017","Laendlicher Raum","","","",""
"35","2017","Staedtischer Raum","","","",""
"35","2017","Laendlicher Raum","","","",""
"36","2017","Staedtischer Raum","","","",""
"36","2017","Laendlicher Raum","","","",""
"40","2017","Staedtischer Raum","","","",""
"40","2017","Laendlicher Raum","","","",""
"42","2017","Staedtischer Raum","","","",""
"42","2017","Laendlicher Raum","","","",""
"45","2017","Staedtischer Raum","","","",""
"45","2017","Laendlicher Raum","","","",""
"48","2017","Staedtischer Raum","","","",""
"48","2017","Laendlicher Raum","","","",""
"50","2017","Staedtischer Raum","","","",""
"50","2017","Laendlicher Raum","","","",""
"51","2017","Staedtischer Raum","","","",""
"51","2017","Laendlicher Raum","","","",""
"64","2017","Staedtischer Raum","","","",""
"64","2017","Laendlicher Raum","","","",""
"65","2017","Staedtischer Raum","","","",""
"65","2017","Laendlicher Raum","","","",""
"90","2017","Staedtischer Raum","","","",""
"90","2017","Laendlicher Raum","","","",""
"98","2017","Staedtischer Raum","","","",""
"98","2017","Laendlicher Raum","","","",""
"100","2017","Staedtischer Raum","","","",""
"100","2017","Laendlicher Raum","","","",""
"0","2018","Staedtischer Raum","","","",""
"0","2018","Laendlicher Raum","","","",""
"1","2018","Staedtischer Raum","1639","0.764706972444334","0.746671784278376","0.782742160610292"
"1","2018","Laendlicher Raum","932","0.75192236089656","0.72783468370418","0.776010038088941"
"2","2018","Staedtischer Raum","324","0.158836276599835","0.143295105559946","0.174377447639724"
"2","2018","Laendlicher Raum","179","0.146390836069055","0.126675640377738","0.166106031760373"
"3","2018","Staedtischer Raum","90","0.0424362143634755","0.0338654254808377","0.0510070032461133"
"3","2018","Laendlicher Raum","71","0.0653699884193372","0.0515844517618128","0.0791555250768617"
"4","2018","Staedtischer Raum","40","0.0210746003067007","0.0149676681447919","0.0271815324686096"
"4","2018","Laendlicher Raum","27","","",""
"5","2018","Staedtischer Raum","17","","",""
"5","2018","Laendlicher Raum","10","","",""
"6","2018","Staedtischer Raum","4","","",""
"6","2018","Laendlicher Raum","3","","",""
"7","2018","Staedtischer Raum","4","","",""
"7","2018","Laendlicher Raum","4","","",""
"8","2018","Staedtischer Raum","1","","",""
"8","2018","Laendlicher Raum","3","","",""
"9","2018","Staedtischer Raum","2","","",""
"9","2018","Laendlicher Raum","","","",""
"10","2018","Staedtischer Raum","1","","",""
"10","2018","Laendlicher Raum","1","","",""
"11","2018","Staedtischer Raum","","","",""
"11","2018","Laendlicher Raum","","","",""
"12","2018","Staedtischer Raum","1","","",""
"12","2018","Laendlicher Raum","2","","",""
"13","2018","Staedtischer Raum","","","",""
"13","2018","Laendlicher Raum","","","",""
"14","2018","Staedtischer Raum","","","",""
"14","2018","Laendlicher Raum","","","",""
"15","2018","Staedtischer Raum","1","","",""
"15","2018","Laendlicher Raum","1","","",""
"16","2018","Staedtischer Raum","","","",""
"16","2018","Laendlicher Raum","","","",""
"17","2018","Staedtischer Raum","","","",""
"17","2018","Laendlicher Raum","","","",""
"18","2018","Staedtischer Raum","","","",""
"18","2018","Laendlicher Raum","","","",""
"19","2018","Staedtischer Raum","","","",""
"19","2018","Laendlicher Raum","","","",""
"20","2018","Staedtischer Raum","","","",""
"20","2018","Laendlicher Raum","1","","",""
"21","2018","Staedtischer Raum","","","",""
"21","2018","Laendlicher Raum","","","",""
"22","2018","Staedtischer Raum","","","",""
"22","2018","Laendlicher Raum","","","",""
"23","2018","Staedtischer Raum","","","",""
"23","2018","Laendlicher Raum","","","",""
"24","2018","Staedtischer Raum","","","",""
"24","2018","Laendlicher Raum","","","",""
"25","2018","Staedtischer Raum","","","",""
"25","2018","Laendlicher Raum","","","",""
"26","2018","Staedtischer Raum","","","",""
"26","2018","Laendlicher Raum","","","",""
"27","2018","Staedtischer Raum","","","",""
"27","2018","Laendlicher Raum","","","",""
"28","2018","Staedtischer Raum","","","",""
"28","2018","Laendlicher Raum","","","",""
"30","2018","Staedtischer Raum","","","",""
"30","2018","Laendlicher Raum","","","",""
"31","2018","Staedtischer Raum","","","",""
"31","2018","Laendlicher Raum","","","",""
"32","2018","Staedtischer Raum","","","",""
"32","2018","Laendlicher Raum","","","",""
"35","2018","Staedtischer Raum","","","",""
"35","2018","Laendlicher Raum","","","",""
"36","2018","Staedtischer Raum","","","",""
"36","2018","Laendlicher Raum","","","",""
"40","2018","Staedtischer Raum","","","",""
"40","2018","Laendlicher Raum","","","",""
"42","2018","Staedtischer Raum","","","",""
"42","2018","Laendlicher Raum","","","",""
"45","2018","Staedtischer Raum","","","",""
"45","2018","Laendlicher Raum","","","",""
"48","2018","Staedtischer Raum","","","",""
"48","2018","Laendlicher Raum","","","",""
"50","2018","Staedtischer Raum","","","",""
"50","2018","Laendlicher Raum","","","",""
"51","2018","Staedtischer Raum","","","",""
"51","2018","Laendlicher Raum","","","",""
"64","2018","Staedtischer Raum","","","",""
"64","2018","Laendlicher Raum","","","",""
"65","2018","Staedtischer Raum","","","",""
"65","2018","Laendlicher Raum","","","",""
"90","2018","Staedtischer Raum","","","",""
"90","2018","Laendlicher Raum","","","",""
"98","2018","Staedtischer Raum","","","",""
"98","2018","Laendlicher Raum","1","","",""
"100","2018","Staedtischer Raum","1","","",""
"100","2018","Laendlicher Raum","","","",""
"0","2019","Staedtischer Raum","","","",""
"0","2019","Laendlicher Raum","","","",""
"1","2019","Staedtischer Raum","1630","0.761063274029709","0.74290667722753","0.779219870831889"
"1","2019","Laendlicher Raum","915","0.749928548091968","0.725457234724485","0.77439986145945"
"2","2019","Staedtischer Raum","334","0.159497723008979","0.143908326489913","0.175087119528045"
"2","2019","Laendlicher Raum","190","0.160588552072029","0.139841327280744","0.181335776863315"
"3","2019","Staedtischer Raum","90","0.0467071043351793","0.0377227419140057","0.0556914667563529"
"3","2019","Laendlicher Raum","60","0.0642621794559849","0.0504051514663281","0.0781192074456418"
"4","2019","Staedtischer Raum","32","0.0192810268122449","0.013426120088213","0.0251359335362767"
"4","2019","Laendlicher Raum","17","","",""
"5","2019","Staedtischer Raum","13","","",""
"5","2019","Laendlicher Raum","8","","",""
"6","2019","Staedtischer Raum","8","","",""
"6","2019","Laendlicher Raum","2","","",""
"7","2019","Staedtischer Raum","1","","",""
"7","2019","Laendlicher Raum","2","","",""
"8","2019","Staedtischer Raum","2","","",""
"8","2019","Laendlicher Raum","4","","",""
"9","2019","Staedtischer Raum","4","","",""
"9","2019","Laendlicher Raum","","","",""
"10","2019","Staedtischer Raum","1","","",""
"10","2019","Laendlicher Raum","1","","",""
"11","2019","Staedtischer Raum","","","",""
"11","2019","Laendlicher Raum","1","","",""
"12","2019","Staedtischer Raum","1","","",""
"12","2019","Laendlicher Raum","1","","",""
"13","2019","Staedtischer Raum","","","",""
"13","2019","Laendlicher Raum","","","",""
"14","2019","Staedtischer Raum","1","","",""
"14","2019","Laendlicher Raum","","","",""
"15","2019","Staedtischer Raum","1","","",""
"15","2019","Laendlicher Raum","1","","",""
"16","2019","Staedtischer Raum","","","",""
"16","2019","Laendlicher Raum","","","",""
