year,age_gr,bula_h,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,66 and older,Hesse,(1b) General Elementary School,0.31738,36,73,0.20987,0.42490
1989,66 and older,Hesse,(1c) Basic Vocational Qualification,0.37160,37,73,0.25997,0.48322
1989,66 and older,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.41489,33,65,0.29418,0.53560
1989,66 and older,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.34864,32,65,0.23189,0.46539
1989,66 and older,Baden-Wuerttemberg,(1b) General Elementary School,0.43637,70,119,0.34689,0.52585
1989,66 and older,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.29402,49,119,0.21182,0.37623
1989,66 and older,Bavaria,(1b) General Elementary School,0.28924,51,125,0.20943,0.36905
1989,66 and older,Bavaria,(1c) Basic Vocational Qualification,0.40615,74,125,0.31971,0.49259
1990,17-29 y.,Lower Saxony,(1b) General Elementary School,0.11150,43,194,0.06709,0.15590
1990,17-29 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.18112,57,194,0.12678,0.23545
1990,17-29 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.37915,94,194,0.31070,0.44760
1990,17-29 y.,North Rhine-Westphalia,(0) No qualification (yet),0.07619,59,681,0.05625,0.09613
1990,17-29 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.02950,37,681,0.01678,0.04221
1990,17-29 y.,North Rhine-Westphalia,(1b) General Elementary School,0.14528,155,681,0.11880,0.17177
1990,17-29 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.14343,112,681,0.11708,0.16977
1990,17-29 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.30709,184,681,0.27242,0.34176
1990,17-29 y.,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.14504,93,681,0.11857,0.17151
1990,17-29 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.07250,41,681,0.05301,0.09199
1990,17-29 y.,Hesse,(1b) General Elementary School,0.18523,66,181,0.12847,0.24198
1990,17-29 y.,Hesse,(1c) Basic Vocational Qualification,0.17048,45,181,0.11554,0.22542
1990,17-29 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.27914,70,181,0.21360,0.34467
1990,17-29 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.19801,44,136,0.13079,0.26524
1990,17-29 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.29870,56,136,0.22149,0.37590
1990,17-29 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.21244,36,136,0.14344,0.28144
1990,17-29 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.17743,131,444,0.14185,0.21301
1990,17-29 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.25251,149,444,0.21206,0.29297
1990,17-29 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.30106,121,444,0.25835,0.34378
1990,17-29 y.,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.10763,43,444,0.07877,0.13649
1990,17-29 y.,Bavaria,(1b) General Elementary School,0.12385,75,372,0.09033,0.15737
1990,17-29 y.,Bavaria,(1c) Basic Vocational Qualification,0.37049,162,372,0.32135,0.41963
1990,17-29 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.21494,102,372,0.17314,0.25674
1990,17-29 y.,Bavaria,(2c_gen) General Maturity Certificate,0.08338,33,372,0.05525,0.11151
1990,17-29 y.,Berlin,(2) Intermediate General/Vocational Qualification,0.39731,66,66,0.27834,0.51627
1990,17-29 y.,Brandenburg,(2) Intermediate General/Vocational Qualification,0.62956,111,111,0.53931,0.71981
1990,17-29 y.,Mecklenburg-Western Pomerania,(2) Intermediate General/Vocational Qualification,0.68114,97,97,0.58791,0.77436
1990,17-29 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.64314,210,210,0.57819,0.70809
1990,17-29 y.,Saxony-Anhalt,(2) Intermediate General/Vocational Qualification,0.70424,151,151,0.63121,0.77728
1990,17-29 y.,Thuringa,(2) Intermediate General/Vocational Qualification,0.65811,138,138,0.57868,0.73754
1990,30-45 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.51380,35,35,0.34580,0.68181
1990,30-45 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.44289,99,150,0.36313,0.52265
1990,30-45 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.22313,51,150,0.15628,0.28999
1990,30-45 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03503,62,786,0.02217,0.04789
1990,30-45 y.,North Rhine-Westphalia,(1b) General Elementary School,0.08144,105,786,0.06230,0.10057
1990,30-45 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.43103,316,786,0.39639,0.46568
1990,30-45 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.19107,141,786,0.16357,0.21857
1990,30-45 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.07015,55,786,0.05228,0.08802
1990,30-45 y.,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.04456,32,786,0.03013,0.05900
1990,30-45 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.11603,75,786,0.09362,0.13843
1990,30-45 y.,Hesse,(1b) General Elementary School,0.11342,53,192,0.06845,0.15840
1990,30-45 y.,Hesse,(1c) Basic Vocational Qualification,0.31855,91,192,0.25248,0.38463
1990,30-45 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.21962,48,192,0.16091,0.27833
1990,30-45 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.17331,37,103,0.09985,0.24677
1990,30-45 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.43909,66,103,0.34278,0.53540
1990,30-45 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.04357,70,491,0.02550,0.06165
1990,30-45 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.14150,123,491,0.11064,0.17237
1990,30-45 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.41183,194,491,0.36825,0.45541
1990,30-45 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.18761,70,491,0.15304,0.22218
1990,30-45 y.,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.08622,34,491,0.06136,0.11107
1990,30-45 y.,Bavaria,(1b) General Elementary School,0.12653,86,387,0.09336,0.15969
1990,30-45 y.,Bavaria,(1c) Basic Vocational Qualification,0.45127,185,387,0.40163,0.50091
1990,30-45 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.21950,81,387,0.17820,0.26079
1990,30-45 y.,Bavaria,(3b) Higher Tertiary Education,0.07251,35,387,0.04664,0.09838
1990,30-45 y.,Berlin,(1c) Basic Vocational Qualification,0.20149,36,148,0.13665,0.26634
1990,30-45 y.,Berlin,(2) Intermediate General/Vocational Qualification,0.28367,70,148,0.21080,0.35654
1990,30-45 y.,Berlin,(3b) Higher Tertiary Education,0.23147,42,148,0.16329,0.29966
1990,30-45 y.,Brandenburg,(1c) Basic Vocational Qualification,0.19224,48,230,0.14120,0.24328
1990,30-45 y.,Brandenburg,(2) Intermediate General/Vocational Qualification,0.46891,124,230,0.40427,0.53354
1990,30-45 y.,Brandenburg,(3a) Lower Tertiary Education,0.20344,58,230,0.15130,0.25558
1990,30-45 y.,Mecklenburg-Western Pomerania,(1c) Basic Vocational Qualification,0.19709,34,110,0.12241,0.27177
1990,30-45 y.,Mecklenburg-Western Pomerania,(2) Intermediate General/Vocational Qualification,0.48046,76,110,0.38666,0.57425
1990,30-45 y.,Saxony,(1c) Basic Vocational Qualification,0.20415,88,423,0.16569,0.24260
1990,30-45 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.43077,194,423,0.38353,0.47802
1990,30-45 y.,Saxony,(3a) Lower Tertiary Education,0.17246,82,423,0.13642,0.20850
1990,30-45 y.,Saxony,(3b) Higher Tertiary Education,0.13816,59,423,0.10523,0.17108
1990,30-45 y.,Saxony-Anhalt,(1c) Basic Vocational Qualification,0.22419,57,232,0.17041,0.27797
1990,30-45 y.,Saxony-Anhalt,(2) Intermediate General/Vocational Qualification,0.40865,112,232,0.34526,0.47204
1990,30-45 y.,Saxony-Anhalt,(3a) Lower Tertiary Education,0.22537,63,232,0.17149,0.27926
1990,30-45 y.,Thuringa,(1c) Basic Vocational Qualification,0.21683,49,209,0.16082,0.27283
1990,30-45 y.,Thuringa,(2) Intermediate General/Vocational Qualification,0.52497,121,209,0.45710,0.59284
1990,30-45 y.,Thuringa,(3a) Lower Tertiary Education,0.13109,39,209,0.08523,0.17696
1990,46-65 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.51249,49,49,0.37108,0.65390
1990,46-65 y.,Lower Saxony,(1b) General Elementary School,0.25915,86,276,0.20736,0.31094
1990,46-65 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.44474,143,276,0.38601,0.50348
1990,46-65 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.15749,47,276,0.11444,0.20054
1990,46-65 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03588,103,710,0.02219,0.04957
1990,46-65 y.,North Rhine-Westphalia,(1b) General Elementary School,0.23578,187,710,0.20454,0.26703
1990,46-65 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.47002,301,710,0.43328,0.50676
1990,46-65 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14080,78,710,0.11519,0.16640
1990,46-65 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.05660,41,710,0.03959,0.07361
1990,46-65 y.,Hesse,(1a) Inadequately completed,0.03587,47,275,0.01385,0.05790
1990,46-65 y.,Hesse,(1b) General Elementary School,0.27248,84,275,0.21976,0.32520
1990,46-65 y.,Hesse,(1c) Basic Vocational Qualification,0.42293,113,275,0.36443,0.48143
1990,46-65 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.15328,31,275,0.11062,0.19594
1990,46-65 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.34819,78,177,0.27781,0.41858
1990,46-65 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.47052,99,177,0.39678,0.54426
1990,46-65 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.02964,89,476,0.01439,0.04489
1990,46-65 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.25938,136,476,0.21996,0.29879
1990,46-65 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.45404,207,476,0.40926,0.49881
1990,46-65 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.11494,44,476,0.08626,0.14363
1990,46-65 y.,Bavaria,(1b) General Elementary School,0.26343,134,373,0.21867,0.30820
1990,46-65 y.,Bavaria,(1c) Basic Vocational Qualification,0.40057,171,373,0.35078,0.45037
1990,46-65 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.17026,68,373,0.13207,0.20846
1990,46-65 y.,Berlin,(1c) Basic Vocational Qualification,0.37500,68,68,0.25908,0.49093
1990,46-65 y.,Brandenburg,(1c) Basic Vocational Qualification,0.52712,117,165,0.45070,0.60353
1990,46-65 y.,Brandenburg,(3a) Lower Tertiary Education,0.22294,48,165,0.15924,0.28664
1990,46-65 y.,Mecklenburg-Western Pomerania,(1c) Basic Vocational Qualification,0.50701,80,80,0.39677,0.61726
1990,46-65 y.,Saxony,(1b) General Elementary School,0.12119,46,418,0.08986,0.15251
1990,46-65 y.,Saxony,(1c) Basic Vocational Qualification,0.56909,246,418,0.52156,0.61662
1990,46-65 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.10471,44,418,0.07532,0.13410
1990,46-65 y.,Saxony,(3a) Lower Tertiary Education,0.11427,51,418,0.08374,0.14481
1990,46-65 y.,Saxony,(3b) Higher Tertiary Education,0.06948,31,418,0.04507,0.09389
1990,46-65 y.,Saxony-Anhalt,(1b) General Elementary School,0.15754,38,198,0.10667,0.20842
1990,46-65 y.,Saxony-Anhalt,(1c) Basic Vocational Qualification,0.54527,127,198,0.47573,0.61480
1990,46-65 y.,Saxony-Anhalt,(3a) Lower Tertiary Education,0.14273,33,198,0.09388,0.19157
1990,46-65 y.,Thuringa,(1c) Basic Vocational Qualification,0.66646,152,152,0.59126,0.74166
1990,66 and older,Lower Saxony,(1b) General Elementary School,0.41168,48,93,0.31112,0.51225
1990,66 and older,Lower Saxony,(1c) Basic Vocational Qualification,0.36902,45,93,0.27042,0.46762
1990,66 and older,North Rhine-Westphalia,(1b) General Elementary School,0.35270,80,207,0.28745,0.41795
1990,66 and older,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.40309,96,207,0.33611,0.47008
1990,66 and older,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14198,31,207,0.09431,0.18964
1990,66 and older,Hesse,(1b) General Elementary School,0.26819,34,74,0.16656,0.36982
1990,66 and older,Hesse,(1c) Basic Vocational Qualification,0.38718,40,74,0.27544,0.49892
1990,66 and older,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.41923,35,69,0.30195,0.53652
1990,66 and older,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.34449,34,69,0.23155,0.45744
1990,66 and older,Baden-Wuerttemberg,(1b) General Elementary School,0.41999,67,118,0.33056,0.50942
1990,66 and older,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.32269,51,118,0.23797,0.40740
1990,66 and older,Bavaria,(1b) General Elementary School,0.27972,54,168,0.21164,0.34780
1990,66 and older,Bavaria,(1c) Basic Vocational Qualification,0.40581,80,168,0.33133,0.48028
1990,66 and older,Bavaria,(2) Intermediate General/Vocational Qualification,0.17251,34,168,0.11521,0.22981
1990,66 and older,Brandenburg,(1c) Basic Vocational Qualification,0.47367,31,31,0.29500,0.65235
1990,66 and older,Saxony,(1b) General Elementary School,0.36552,47,110,0.27511,0.45593
1990,66 and older,Saxony,(1c) Basic Vocational Qualification,0.45377,63,110,0.36030,0.54723
1990,66 and older,Saxony-Anhalt,(1c) Basic Vocational Qualification,0.49400,44,44,0.34456,0.64344
1990,66 and older,Thuringa,(1c) Basic Vocational Qualification,0.64436,45,45,0.50292,0.78581
1991,17-29 y.,Lower Saxony,(1b) General Elementary School,0.12582,45,233,0.08314,0.16849
1991,17-29 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.15464,53,233,0.10811,0.20117
1991,17-29 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.38465,101,233,0.32204,0.44725
1991,17-29 y.,Lower Saxony,(2c_gen) General Maturity Certificate,0.13959,34,233,0.09499,0.18418
1991,17-29 y.,North Rhine-Westphalia,(0) No qualification (yet),0.07771,56,675,0.05750,0.09792
1991,17-29 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.02315,31,675,0.01179,0.03450
1991,17-29 y.,North Rhine-Westphalia,(1b) General Elementary School,0.13563,146,675,0.10978,0.16148
1991,17-29 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.13897,108,675,0.11286,0.16509
1991,17-29 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.32547,197,675,0.29009,0.36084
1991,17-29 y.,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.12971,91,675,0.10434,0.15507
1991,17-29 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.08181,46,675,0.06112,0.10250
1991,17-29 y.,Hesse,(1b) General Elementary School,0.18083,50,158,0.12062,0.24103
1991,17-29 y.,Hesse,(1c) Basic Vocational Qualification,0.15523,42,158,0.09858,0.21187
1991,17-29 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.27810,66,158,0.20801,0.34819
1991,17-29 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.18366,43,131,0.11710,0.25023
1991,17-29 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.32709,56,131,0.24644,0.40774
1991,17-29 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.19138,32,131,0.12376,0.25901
1991,17-29 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.17216,126,444,0.13701,0.20732
1991,17-29 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.24412,146,444,0.20412,0.28412
1991,17-29 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.31017,129,444,0.26710,0.35325
1991,17-29 y.,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.11971,43,444,0.08948,0.14994
1991,17-29 y.,Bavaria,(1b) General Elementary School,0.11404,68,360,0.08116,0.14692
1991,17-29 y.,Bavaria,(1c) Basic Vocational Qualification,0.36874,160,360,0.31883,0.41865
1991,17-29 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.20507,99,360,0.16331,0.24684
1991,17-29 y.,Bavaria,(2c_gen) General Maturity Certificate,0.08574,33,360,0.05678,0.11470
1991,17-29 y.,Berlin,(2) Intermediate General/Vocational Qualification,0.45257,61,61,0.32663,0.57852
1991,17-29 y.,Brandenburg,(2) Intermediate General/Vocational Qualification,0.66681,95,95,0.57153,0.76210
1991,17-29 y.,Mecklenburg-Western Pomerania,(2) Intermediate General/Vocational Qualification,0.69707,84,84,0.59821,0.79593
1991,17-29 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.62515,178,178,0.55383,0.69647
1991,17-29 y.,Saxony-Anhalt,(2) Intermediate General/Vocational Qualification,0.68079,135,135,0.60185,0.75972
1991,17-29 y.,Thuringa,(2) Intermediate General/Vocational Qualification,0.66507,119,119,0.57991,0.75023
1991,30-45 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.42162,35,35,0.25563,0.58761
1991,30-45 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.44229,100,145,0.36117,0.52341
1991,30-45 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.20143,45,145,0.13592,0.26694
1991,30-45 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03628,59,797,0.02329,0.04927
1991,30-45 y.,North Rhine-Westphalia,(1b) General Elementary School,0.08246,103,797,0.06335,0.10156
1991,30-45 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.40838,315,797,0.37423,0.44253
1991,30-45 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.19214,147,797,0.16477,0.21951
1991,30-45 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.07053,54,797,0.05274,0.08832
1991,30-45 y.,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.05243,38,797,0.03695,0.06792
1991,30-45 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.12551,81,797,0.10250,0.14853
1991,30-45 y.,Hesse,(1b) General Elementary School,0.11515,54,195,0.07023,0.16007
1991,30-45 y.,Hesse,(1c) Basic Vocational Qualification,0.31915,92,195,0.25355,0.38474
1991,30-45 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.21537,49,195,0.15752,0.27321
1991,30-45 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.17048,38,142,0.10841,0.23256
1991,30-45 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.42313,72,142,0.34158,0.50468
1991,30-45 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.21147,32,142,0.14407,0.27887
1991,30-45 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.04859,72,487,0.02948,0.06771
1991,30-45 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.13074,113,487,0.10077,0.16071
1991,30-45 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.40471,200,487,0.36107,0.44835
1991,30-45 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.18756,70,487,0.15286,0.22227
1991,30-45 y.,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.09322,32,487,0.06737,0.11907
1991,30-45 y.,Bavaria,(1b) General Elementary School,0.12152,84,399,0.08942,0.15362
1991,30-45 y.,Bavaria,(1c) Basic Vocational Qualification,0.42733,189,399,0.37873,0.47593
1991,30-45 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.22460,85,399,0.18360,0.26560
1991,30-45 y.,Bavaria,(3b) Higher Tertiary Education,0.08580,41,399,0.05829,0.11332
1991,30-45 y.,Berlin,(1c) Basic Vocational Qualification,0.19902,34,139,0.13240,0.26563
1991,30-45 y.,Berlin,(2) Intermediate General/Vocational Qualification,0.31442,68,139,0.23695,0.39188
1991,30-45 y.,Berlin,(3b) Higher Tertiary Education,0.20518,37,139,0.13781,0.27256
1991,30-45 y.,Brandenburg,(1c) Basic Vocational Qualification,0.17799,42,222,0.12756,0.22842
1991,30-45 y.,Brandenburg,(2) Intermediate General/Vocational Qualification,0.49307,125,222,0.42716,0.55899
1991,30-45 y.,Brandenburg,(3a) Lower Tertiary Education,0.18759,55,222,0.13612,0.23906
1991,30-45 y.,Mecklenburg-Western Pomerania,(1c) Basic Vocational Qualification,0.18898,32,114,0.11680,0.26117
1991,30-45 y.,Mecklenburg-Western Pomerania,(2) Intermediate General/Vocational Qualification,0.53283,82,114,0.44084,0.62482
1991,30-45 y.,Saxony,(1c) Basic Vocational Qualification,0.18450,76,409,0.14686,0.22214
1991,30-45 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.44266,194,409,0.39446,0.49085
1991,30-45 y.,Saxony,(3a) Lower Tertiary Education,0.17744,86,409,0.14037,0.21452
1991,30-45 y.,Saxony,(3b) Higher Tertiary Education,0.12314,53,409,0.09125,0.15503
1991,30-45 y.,Saxony-Anhalt,(1c) Basic Vocational Qualification,0.18301,53,240,0.13399,0.23203
1991,30-45 y.,Saxony-Anhalt,(2) Intermediate General/Vocational Qualification,0.47157,126,240,0.40828,0.53486
1991,30-45 y.,Saxony-Anhalt,(3a) Lower Tertiary Education,0.20646,61,240,0.15514,0.25777
1991,30-45 y.,Thuringa,(1c) Basic Vocational Qualification,0.18519,42,208,0.13227,0.23811
1991,30-45 y.,Thuringa,(2) Intermediate General/Vocational Qualification,0.54780,127,208,0.47999,0.61560
1991,30-45 y.,Thuringa,(3a) Lower Tertiary Education,0.13232,39,208,0.08616,0.17848
1991,46-65 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.47434,45,45,0.32679,0.62189
1991,46-65 y.,Lower Saxony,(1b) General Elementary School,0.26798,85,269,0.21495,0.32100
1991,46-65 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.42550,136,269,0.36631,0.48470
1991,46-65 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.16714,48,269,0.12247,0.21181
1991,46-65 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03676,95,678,0.02259,0.05094
1991,46-65 y.,North Rhine-Westphalia,(1b) General Elementary School,0.23656,182,678,0.20455,0.26858
1991,46-65 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.46175,290,678,0.42419,0.49930
1991,46-65 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.13577,72,678,0.10997,0.16158
1991,46-65 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.05872,39,678,0.04101,0.07643
1991,46-65 y.,Hesse,(1a) Inadequately completed,0.03999,46,276,0.01683,0.06315
1991,46-65 y.,Hesse,(1b) General Elementary School,0.27089,84,276,0.21836,0.32342
1991,46-65 y.,Hesse,(1c) Basic Vocational Qualification,0.42091,115,276,0.36256,0.47926
1991,46-65 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.15570,31,276,0.11284,0.19855
1991,46-65 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.36073,75,167,0.28768,0.43378
1991,46-65 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.46983,92,167,0.39391,0.54575
1991,46-65 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.03472,85,471,0.01817,0.05127
1991,46-65 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.25288,140,471,0.21359,0.29218
1991,46-65 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.43515,202,471,0.39033,0.47997
1991,46-65 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.11393,44,471,0.08521,0.14266
1991,46-65 y.,Bavaria,(1b) General Elementary School,0.22800,117,361,0.18466,0.27133
1991,46-65 y.,Bavaria,(1c) Basic Vocational Qualification,0.42666,174,361,0.37556,0.47775
1991,46-65 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.17482,70,361,0.13559,0.21406
1991,46-65 y.,Berlin,(1c) Basic Vocational Qualification,0.36816,69,69,0.25353,0.48280
1991,46-65 y.,Brandenburg,(1c) Basic Vocational Qualification,0.51456,107,156,0.43587,0.59324
1991,46-65 y.,Brandenburg,(3a) Lower Tertiary Education,0.23607,49,156,0.16921,0.30292
1991,46-65 y.,Mecklenburg-Western Pomerania,(1c) Basic Vocational Qualification,0.51430,77,77,0.40193,0.62667
1991,46-65 y.,Saxony,(1b) General Elementary School,0.10476,37,380,0.07393,0.13560
1991,46-65 y.,Saxony,(1c) Basic Vocational Qualification,0.54016,211,380,0.48998,0.59034
1991,46-65 y.,Saxony,(2) Intermediate General/Vocational Qualification,0.12038,46,380,0.08762,0.15314
1991,46-65 y.,Saxony,(3a) Lower Tertiary Education,0.13210,52,380,0.09801,0.16619
1991,46-65 y.,Saxony,(3b) Higher Tertiary Education,0.08089,34,380,0.05344,0.10835
1991,46-65 y.,Saxony-Anhalt,(1b) General Elementary School,0.15627,37,191,0.10464,0.20790
1991,46-65 y.,Saxony-Anhalt,(1c) Basic Vocational Qualification,0.53246,121,191,0.46151,0.60341
1991,46-65 y.,Saxony-Anhalt,(3a) Lower Tertiary Education,0.14437,33,191,0.09439,0.19434
1991,46-65 y.,Thuringa,(1c) Basic Vocational Qualification,0.66023,140,140,0.58150,0.73897
1991,66 and older,Lower Saxony,(1b) General Elementary School,0.39256,45,92,0.29222,0.49289
1991,66 and older,Lower Saxony,(1c) Basic Vocational Qualification,0.39437,47,92,0.29395,0.49478
1991,66 and older,North Rhine-Westphalia,(1b) General Elementary School,0.34446,80,214,0.28064,0.40828
1991,66 and older,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.41438,102,214,0.34822,0.48054
1991,66 and older,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14235,32,214,0.09542,0.18927
1991,66 and older,Hesse,(1b) General Elementary School,0.27973,35,75,0.17746,0.38201
1991,66 and older,Hesse,(1c) Basic Vocational Qualification,0.38564,40,75,0.27473,0.49654
1991,66 and older,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.38527,33,70,0.27044,0.50010
1991,66 and older,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.36315,37,70,0.24968,0.47663
1991,66 and older,Baden-Wuerttemberg,(1b) General Elementary School,0.39838,63,118,0.30967,0.48709
1991,66 and older,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.35103,55,118,0.26454,0.43751
1991,66 and older,Bavaria,(1b) General Elementary School,0.26574,54,170,0.19914,0.33234
1991,66 and older,Bavaria,(1c) Basic Vocational Qualification,0.40152,80,170,0.32761,0.47543
1991,66 and older,Bavaria,(2) Intermediate General/Vocational Qualification,0.18352,36,170,0.12516,0.24188
1991,66 and older,Brandenburg,(1c) Basic Vocational Qualification,0.48730,31,31,0.30843,0.66616
1991,66 and older,Saxony,(1b) General Elementary School,0.34351,38,98,0.24900,0.43801
1991,66 and older,Saxony,(1c) Basic Vocational Qualification,0.47262,60,98,0.37327,0.57197
