year,age_gr,bula_h,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.35833,32,32,0.18953,0.52713
1984,17-29 y.,Lower Saxony,(1b) General Elementary School,0.14680,58,269,0.10443,0.18918
1984,17-29 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.25002,81,269,0.19818,0.30187
1984,17-29 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.33551,99,269,0.27898,0.39204
1984,17-29 y.,Lower Saxony,(2c_gen) General Maturity Certificate,0.07962,31,269,0.04721,0.11203
1984,17-29 y.,North Rhine-Westphalia,(0) No qualification (yet),0.07363,61,925,0.05679,0.09047
1984,17-29 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03632,72,925,0.02425,0.04838
1984,17-29 y.,North Rhine-Westphalia,(1b) General Elementary School,0.12839,187,925,0.10682,0.14996
1984,17-29 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.25152,225,925,0.22355,0.27950
1984,17-29 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.27656,215,925,0.24772,0.30540
1984,17-29 y.,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.12131,109,925,0.10025,0.14236
1984,17-29 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.06629,56,925,0.05025,0.08234
1984,17-29 y.,Hesse,(1b) General Elementary School,0.11703,87,297,0.08041,0.15365
1984,17-29 y.,Hesse,(1c) Basic Vocational Qualification,0.19817,74,297,0.15276,0.24358
1984,17-29 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.31212,84,297,0.25934,0.36491
1984,17-29 y.,Hesse,(2c_gen) General Maturity Certificate,0.16395,52,297,0.12177,0.20612
1984,17-29 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.23173,62,194,0.17220,0.29126
1984,17-29 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.33328,77,194,0.26678,0.39979
1984,17-29 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.24990,55,194,0.18881,0.31098
1984,17-29 y.,Baden-Wuerttemberg,(0) No qualification (yet),0.07317,35,611,0.05250,0.09383
1984,17-29 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.01770,48,611,0.00723,0.02816
1984,17-29 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.19712,165,611,0.16555,0.22869
1984,17-29 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.29604,186,611,0.25982,0.33227
1984,17-29 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.26650,130,611,0.23141,0.30158
1984,17-29 y.,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.09230,47,611,0.06933,0.11527
1984,17-29 y.,Bavaria,(1b) General Elementary School,0.14934,99,473,0.11718,0.18149
1984,17-29 y.,Bavaria,(1c) Basic Vocational Qualification,0.33317,177,473,0.29065,0.37569
1984,17-29 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.29316,151,473,0.25209,0.33422
1984,17-29 y.,Bavaria,(2c_gen) General Maturity Certificate,0.08651,46,473,0.06115,0.11188
1984,30-45 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.50138,66,100,0.40289,0.59987
1984,30-45 y.,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.22733,34,100,0.14477,0.30989
1984,30-45 y.,Hamburg,(1c) Basic Vocational Qualification,0.39695,36,36,0.23486,0.55905
1984,30-45 y.,Lower Saxony,(1b) General Elementary School,0.14080,62,337,0.10361,0.17800
1984,30-45 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.48587,171,337,0.43242,0.53931
1984,30-45 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.19124,64,337,0.14919,0.23329
1984,30-45 y.,Lower Saxony,(3b) Higher Tertiary Education,0.11408,40,337,0.08009,0.14808
1984,30-45 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.04324,145,1058,0.03098,0.05551
1984,30-45 y.,North Rhine-Westphalia,(1b) General Elementary School,0.14219,198,1058,0.12114,0.16325
1984,30-45 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.47604,433,1058,0.44594,0.50615
1984,30-45 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14960,129,1058,0.12810,0.17111
1984,30-45 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03245,36,1058,0.02177,0.04313
1984,30-45 y.,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.04224,34,1058,0.03012,0.05437
1984,30-45 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.09698,83,1058,0.07914,0.11482
1984,30-45 y.,Hesse,(1a) Inadequately completed,0.02727,48,309,0.00908,0.04546
1984,30-45 y.,Hesse,(1b) General Elementary School,0.14872,75,309,0.10898,0.18846
1984,30-45 y.,Hesse,(1c) Basic Vocational Qualification,0.45908,143,309,0.40343,0.51473
1984,30-45 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.18113,43,309,0.13812,0.22414
1984,30-45 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.25010,54,142,0.17862,0.32159
1984,30-45 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.49154,88,142,0.40902,0.57405
1984,30-45 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.04399,124,684,0.02861,0.05937
1984,30-45 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.20400,183,684,0.17378,0.23422
1984,30-45 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.45268,264,684,0.41535,0.49001
1984,30-45 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.14183,68,684,0.11567,0.16800
1984,30-45 y.,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.07777,45,684,0.05768,0.09785
1984,30-45 y.,Bavaria,(1a) Inadequately completed,0.01678,44,611,0.00659,0.02698
1984,30-45 y.,Bavaria,(1b) General Elementary School,0.16282,140,611,0.13352,0.19212
1984,30-45 y.,Bavaria,(1c) Basic Vocational Qualification,0.46233,274,611,0.42276,0.50189
1984,30-45 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.20230,110,611,0.17042,0.23418
1984,30-45 y.,Bavaria,(3b) Higher Tertiary Education,0.06841,43,611,0.04838,0.08845
1984,30-45 y.,Berlin,(1c) Basic Vocational Qualification,0.33447,46,46,0.19662,0.47232
1984,46-65 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.47619,47,47,0.33186,0.62052
1984,46-65 y.,Hamburg,(1c) Basic Vocational Qualification,0.53779,35,35,0.37020,0.70537
1984,46-65 y.,Lower Saxony,(1b) General Elementary School,0.33910,117,302,0.28562,0.39258
1984,46-65 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.42623,143,302,0.37036,0.48210
1984,46-65 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.13492,42,302,0.09632,0.17351
1984,46-65 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.02818,121,849,0.01704,0.03932
1984,46-65 y.,North Rhine-Westphalia,(1b) General Elementary School,0.29322,256,849,0.26258,0.32386
1984,46-65 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.44833,352,849,0.41486,0.48180
1984,46-65 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.11891,87,849,0.09713,0.14070
1984,46-65 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.03937,33,849,0.02628,0.05246
1984,46-65 y.,Hesse,(1a) Inadequately completed,0.02560,53,354,0.00912,0.04207
1984,46-65 y.,Hesse,(1b) General Elementary School,0.30929,118,354,0.26108,0.35751
1984,46-65 y.,Hesse,(1c) Basic Vocational Qualification,0.40187,136,354,0.35072,0.45301
1984,46-65 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.15125,47,354,0.11387,0.18862
1984,46-65 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.35901,98,221,0.29562,0.42240
1984,46-65 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.46365,123,221,0.39775,0.52955
1984,46-65 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.03014,124,575,0.01616,0.04413
1984,46-65 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.32735,182,575,0.28896,0.36574
1984,46-65 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.40930,218,575,0.36907,0.44953
1984,46-65 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.11501,51,575,0.08891,0.14111
1984,46-65 y.,Bavaria,(1a) Inadequately completed,0.01418,41,543,0.00423,0.02414
1984,46-65 y.,Bavaria,(1b) General Elementary School,0.28790,174,543,0.24978,0.32602
1984,46-65 y.,Bavaria,(1c) Basic Vocational Qualification,0.43927,252,543,0.39749,0.48105
1984,46-65 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.14077,76,543,0.11149,0.17005
1984,46-65 y.,Berlin,(1b) General Elementary School,0.28474,32,70,0.17825,0.39122
1984,46-65 y.,Berlin,(1c) Basic Vocational Qualification,0.36191,38,70,0.24852,0.47530
1984,66 and older,Lower Saxony,(1b) General Elementary School,0.45508,69,116,0.36406,0.54610
1984,66 and older,Lower Saxony,(1c) Basic Vocational Qualification,0.29254,47,116,0.20939,0.37569
1984,66 and older,North Rhine-Westphalia,(1b) General Elementary School,0.35543,97,253,0.29633,0.41453
1984,66 and older,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.44660,125,253,0.38521,0.50798
1984,66 and older,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.10795,31,253,0.06964,0.14626
1984,66 and older,Hesse,(1b) General Elementary School,0.34730,36,73,0.23732,0.45728
1984,66 and older,Hesse,(1c) Basic Vocational Qualification,0.36605,37,73,0.25478,0.47732
1984,66 and older,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.51042,54,91,0.40715,0.61370
1984,66 and older,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.31439,37,91,0.21847,0.41031
1984,66 and older,Baden-Wuerttemberg,(1b) General Elementary School,0.43400,89,190,0.36334,0.50466
1984,66 and older,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30805,68,190,0.24223,0.37387
1984,66 and older,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15901,33,190,0.10687,0.21114
1984,66 and older,Bavaria,(1b) General Elementary School,0.35761,82,201,0.29118,0.42403
1984,66 and older,Bavaria,(1c) Basic Vocational Qualification,0.36926,86,201,0.30237,0.43614
1984,66 and older,Bavaria,(2) Intermediate General/Vocational Qualification,0.14884,33,201,0.09951,0.19816
1985,17-29 y.,Lower Saxony,(1b) General Elementary School,0.14547,48,240,0.10077,0.19017
1985,17-29 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.22089,66,240,0.16830,0.27349
1985,17-29 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.33452,94,240,0.27470,0.39434
1985,17-29 y.,Lower Saxony,(2c_gen) General Maturity Certificate,0.09350,32,240,0.05659,0.13041
1985,17-29 y.,North Rhine-Westphalia,(0) No qualification (yet),0.08595,61,803,0.06655,0.10535
1985,17-29 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03248,54,803,0.02021,0.04474
1985,17-29 y.,North Rhine-Westphalia,(1b) General Elementary School,0.12110,149,803,0.09852,0.14368
1985,17-29 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.20794,173,803,0.17985,0.23603
1985,17-29 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.29773,213,803,0.26608,0.32937
1985,17-29 y.,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.12365,106,803,0.10087,0.14644
1985,17-29 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.06299,47,803,0.04618,0.07980
1985,17-29 y.,Hesse,(1b) General Elementary School,0.12168,81,259,0.08179,0.16157
1985,17-29 y.,Hesse,(1c) Basic Vocational Qualification,0.19112,59,259,0.14314,0.23910
1985,17-29 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.32071,78,259,0.26376,0.37767
1985,17-29 y.,Hesse,(2c_gen) General Maturity Certificate,0.13494,41,259,0.09325,0.17663
1985,17-29 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.22344,58,184,0.16308,0.28379
1985,17-29 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.29831,69,184,0.23203,0.36460
1985,17-29 y.,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.26820,57,184,0.20401,0.33239
1985,17-29 y.,Baden-Wuerttemberg,(0) No qualification (yet),0.08478,41,564,0.06177,0.10779
1985,17-29 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.01884,35,564,0.00761,0.03007
1985,17-29 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.17758,149,564,0.14601,0.20915
1985,17-29 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.26641,167,564,0.22990,0.30293
1985,17-29 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.29342,131,564,0.25581,0.33103
1985,17-29 y.,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.07368,41,564,0.05210,0.09526
1985,17-29 y.,Bavaria,(1b) General Elementary School,0.16521,96,440,0.13047,0.19995
1985,17-29 y.,Bavaria,(1c) Basic Vocational Qualification,0.32192,160,440,0.27821,0.36562
1985,17-29 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.29701,141,440,0.25426,0.33975
1985,17-29 y.,Bavaria,(2c_gen) General Maturity Certificate,0.07874,43,440,0.05354,0.10393
1985,30-45 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.49075,59,91,0.38747,0.59403
1985,30-45 y.,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.24879,32,91,0.15948,0.33811
1985,30-45 y.,Hamburg,(1c) Basic Vocational Qualification,0.41581,31,31,0.23944,0.59218
1985,30-45 y.,Lower Saxony,(1b) General Elementary School,0.12572,51,303,0.08833,0.16311
1985,30-45 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.48350,153,303,0.42714,0.53986
1985,30-45 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.20978,64,303,0.16386,0.25570
1985,30-45 y.,Lower Saxony,(3b) Higher Tertiary Education,0.10997,35,303,0.07468,0.14525
1985,30-45 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03816,110,932,0.02585,0.05047
1985,30-45 y.,North Rhine-Westphalia,(1b) General Elementary School,0.12665,165,932,0.10528,0.14801
1985,30-45 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.46778,399,932,0.43573,0.49983
1985,30-45 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.15719,127,932,0.13381,0.18057
1985,30-45 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.04301,43,932,0.02998,0.05605
1985,30-45 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.11260,88,932,0.09229,0.13290
1985,30-45 y.,Hesse,(1a) Inadequately completed,0.02446,38,277,0.00623,0.04268
1985,30-45 y.,Hesse,(1b) General Elementary School,0.13904,66,277,0.09822,0.17986
1985,30-45 y.,Hesse,(1c) Basic Vocational Qualification,0.43904,130,277,0.38050,0.49759
1985,30-45 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.19649,43,277,0.14962,0.24337
1985,30-45 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.21541,41,113,0.13927,0.29155
1985,30-45 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.49589,72,113,0.40329,0.58849
1985,30-45 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.04582,102,590,0.02894,0.06271
1985,30-45 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.17351,151,590,0.14293,0.20409
1985,30-45 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.46494,236,590,0.42466,0.50522
1985,30-45 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15127,66,590,0.12234,0.18021
1985,30-45 y.,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.06888,35,590,0.04843,0.08934
1985,30-45 y.,Bavaria,(1a) Inadequately completed,0.01640,37,553,0.00581,0.02700
1985,30-45 y.,Bavaria,(1b) General Elementary School,0.15519,121,553,0.12498,0.18540
1985,30-45 y.,Bavaria,(1c) Basic Vocational Qualification,0.45487,246,553,0.41333,0.49641
1985,30-45 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.21705,107,553,0.18266,0.25144
1985,30-45 y.,Bavaria,(3b) Higher Tertiary Education,0.07313,42,553,0.05141,0.09485
1985,30-45 y.,Berlin,(1c) Basic Vocational Qualification,0.28520,38,38,0.13972,0.43069
1985,46-65 y.,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.50318,48,48,0.36024,0.64613
1985,46-65 y.,Hamburg,(1c) Basic Vocational Qualification,0.52053,34,34,0.35007,0.69098
1985,46-65 y.,Lower Saxony,(1b) General Elementary School,0.33409,107,282,0.27894,0.38924
1985,46-65 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.42510,135,282,0.36730,0.48290
1985,46-65 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.14019,40,282,0.09960,0.18079
1985,46-65 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03042,112,798,0.01850,0.04235
1985,46-65 y.,North Rhine-Westphalia,(1b) General Elementary School,0.27761,230,798,0.24652,0.30870
1985,46-65 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.45310,337,798,0.41854,0.48766
1985,46-65 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.12478,86,798,0.10184,0.14772
1985,46-65 y.,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.04068,33,798,0.02696,0.05439
1985,46-65 y.,Hesse,(1a) Inadequately completed,0.02626,47,327,0.00890,0.04362
1985,46-65 y.,Hesse,(1b) General Elementary School,0.31893,112,327,0.26834,0.36952
1985,46-65 y.,Hesse,(1c) Basic Vocational Qualification,0.38701,123,327,0.33414,0.43989
1985,46-65 y.,Hesse,(2) Intermediate General/Vocational Qualification,0.15888,45,327,0.11920,0.19856
1985,46-65 y.,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.35327,93,209,0.28831,0.41823
1985,46-65 y.,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.48155,116,209,0.41364,0.54945
1985,46-65 y.,Baden-Wuerttemberg,(1a) Inadequately completed,0.03014,114,533,0.01561,0.04467
1985,46-65 y.,Baden-Wuerttemberg,(1b) General Elementary School,0.30659,159,533,0.26740,0.34577
1985,46-65 y.,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.42825,212,533,0.38621,0.47030
1985,46-65 y.,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.11574,48,533,0.08855,0.14292
1985,46-65 y.,Bavaria,(1b) General Elementary School,0.29763,167,461,0.25584,0.33941
1985,46-65 y.,Bavaria,(1c) Basic Vocational Qualification,0.41819,219,461,0.37311,0.46327
1985,46-65 y.,Bavaria,(2) Intermediate General/Vocational Qualification,0.14798,75,461,0.11553,0.18043
1985,46-65 y.,Berlin,(1c) Basic Vocational Qualification,0.32428,32,32,0.15950,0.48907
1985,66 and older,Lower Saxony,(1b) General Elementary School,0.40610,52,91,0.30463,0.50756
1985,66 and older,Lower Saxony,(1c) Basic Vocational Qualification,0.29118,39,91,0.19732,0.38504
1985,66 and older,North Rhine-Westphalia,(1b) General Elementary School,0.33742,82,196,0.27106,0.40379
1985,66 and older,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.46467,114,196,0.39466,0.53467
1985,66 and older,Hesse,(1c) Basic Vocational Qualification,0.39792,36,36,0.23576,0.56008
1985,66 and older,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.48493,45,78,0.37330,0.59656
1985,66 and older,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.32391,33,78,0.21938,0.42844
1985,66 and older,Baden-Wuerttemberg,(1b) General Elementary School,0.42671,75,132,0.34201,0.51141
1985,66 and older,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.31404,57,132,0.23456,0.39352
1985,66 and older,Bavaria,(1b) General Elementary School,0.34265,67,177,0.27253,0.41276
1985,66 and older,Bavaria,(1c) Basic Vocational Qualification,0.36901,79,177,0.29772,0.44030
1985,66 and older,Bavaria,(2) Intermediate General/Vocational Qualification,0.15687,31,177,0.10314,0.21060
1986,17-29 y.,Lower Saxony,(1b) General Elementary School,0.15477,61,262,0.11089,0.19865
1986,17-29 y.,Lower Saxony,(1c) Basic Vocational Qualification,0.20136,62,262,0.15271,0.25001
1986,17-29 y.,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.37188,107,262,0.31324,0.43051
1986,17-29 y.,Lower Saxony,(2c_gen) General Maturity Certificate,0.09608,32,262,0.06032,0.13183
1986,17-29 y.,North Rhine-Westphalia,(0) No qualification (yet),0.08919,73,783,0.06921,0.10916
1986,17-29 y.,North Rhine-Westphalia,(1a) Inadequately completed,0.03441,52,783,0.02164,0.04719
1986,17-29 y.,North Rhine-Westphalia,(1b) General Elementary School,0.11750,138,783,0.09493,0.14007
1986,17-29 y.,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.20253,164,783,0.17436,0.23069
1986,17-29 y.,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.29980,207,783,0.26769,0.33191
1986,17-29 y.,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.14485,109,783,0.12018,0.16951
1986,17-29 y.,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.05919,40,783,0.04265,0.07572
