year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55463,1702,3272,0.53759,0.57166
2009,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.41265,1512,3272,0.39578,0.42952
2009,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02170,58,3272,0.01671,0.02670
2009,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27598,136,543,0.23835,0.31361
2009,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49060,279,543,0.44851,0.53268
2009,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22940,128,543,0.19400,0.26479
2009,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40133,668,1759,0.37842,0.42425
2009,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59867,1091,1759,0.57575,0.62158
2009,66 and older,Primary Level,(1a) Inadequately completed,0.99735,40,40,0.98120,1.01349
2009,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94872,619,652,0.93178,0.96567
2009,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05128,33,652,0.03433,0.06822
2009,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.77251,1693,2136,0.75473,0.79030
2009,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20840,443,2136,0.19118,0.22563
2009,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.53960,178,314,0.48438,0.59482
2009,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29314,82,314,0.24271,0.34357
2009,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.16468,54,314,0.12359,0.20577
2009,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46090,377,881,0.42797,0.49384
2009,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53910,504,881,0.50616,0.57203
2010,17-29 y.,Primary Level,(1a) Inadequately completed,0.59246,73,73,0.47896,0.70596
2010,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.43346,413,816,0.39944,0.46749
2010,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.56654,403,816,0.53251,0.60056
2010,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.18586,367,1600,0.16679,0.20492
2010,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32558,670,1600,0.30261,0.34855
2010,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.39451,563,1600,0.37055,0.41846
2010,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46049,122,322,0.40596,0.51502
2010,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53951,200,322,0.48498,0.59404
2010,30-45 y.,Primary Level,(1a) Inadequately completed,0.81662,133,133,0.75060,0.88263
2010,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.79905,499,654,0.76832,0.82979
2010,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.20095,155,654,0.17021,0.23168
2010,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36196,1490,4327,0.34764,0.37628
2010,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.56526,2600,4327,0.55048,0.58003
2010,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06211,237,4327,0.05492,0.06930
2010,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.13600,93,627,0.10915,0.16285
2010,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45240,308,627,0.41341,0.49139
2010,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.40116,226,627,0.36276,0.43955
2010,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34703,744,2274,0.32746,0.36660
2010,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65297,1530,2274,0.63340,0.67254
2010,46-65 y.,Primary Level,(1a) Inadequately completed,0.89314,47,47,0.80386,0.98242
2010,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.90967,374,435,0.88270,0.93664
2010,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09033,61,435,0.06336,0.11730
2010,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.53679,1764,3557,0.52040,0.55318
2010,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.42861,1705,3557,0.41234,0.44487
2010,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02548,88,3557,0.02030,0.03065
2010,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28245,152,600,0.24640,0.31850
2010,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47423,310,600,0.43424,0.51422
2010,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.23794,138,600,0.20384,0.27204
2010,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39626,712,1883,0.37416,0.41836
2010,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60374,1171,1883,0.58164,0.62584
2010,66 and older,Primary Level,(1a) Inadequately completed,0.99691,35,35,0.97827,1.01556
2010,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94285,570,605,0.92434,0.96137
2010,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05715,35,605,0.03863,0.07566
2010,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.76409,1582,2032,0.74563,0.78256
2010,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21319,450,2032,0.19538,0.23100
2010,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.49150,163,315,0.43620,0.54680
2010,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32063,95,315,0.26901,0.37225
2010,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18492,57,315,0.14198,0.22786
2010,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.47148,386,897,0.43879,0.50416
2010,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.52852,511,897,0.49584,0.56121
2011,17-29 y.,Primary Level,(1a) Inadequately completed,0.61582,68,100,0.52001,0.71164
2011,17-29 y.,Primary Level,(1b) General Elementary School,0.38418,32,100,0.28836,0.47999
2011,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.41833,418,866,0.38545,0.45120
2011,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.58167,448,866,0.54880,0.61455
2011,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.18166,346,1659,0.16310,0.20022
2011,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32419,630,1659,0.30166,0.34672
2011,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.41133,683,1659,0.38765,0.43502
2011,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40533,121,331,0.35236,0.45831
2011,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59467,210,331,0.54169,0.64764
2011,30-45 y.,Primary Level,(1a) Inadequately completed,0.84190,138,138,0.78081,0.90300
2011,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.73761,536,728,0.70563,0.76959
2011,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26239,192,728,0.23041,0.29437
2011,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.35022,1556,4686,0.33656,0.36388
2011,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.56975,2858,4686,0.55557,0.58392
2011,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06625,272,4686,0.05913,0.07337
2011,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.15653,98,644,0.12845,0.18462
2011,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42923,313,644,0.39097,0.46749
2011,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39168,233,644,0.35395,0.42941
2011,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.34691,827,2449,0.32805,0.36576
2011,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.65309,1622,2449,0.63424,0.67195
2011,46-65 y.,Primary Level,(1a) Inadequately completed,0.90127,75,75,0.83331,0.96924
2011,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.88793,530,630,0.86327,0.91258
2011,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.11207,100,630,0.08742,0.13673
2011,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00747,35,4704,0.00501,0.00993
2011,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51962,2300,4704,0.50534,0.53390
2011,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43736,2243,4704,0.42318,0.45154
2011,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03021,126,4704,0.02532,0.03510
2011,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.26234,181,746,0.23075,0.29393
2011,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48546,384,746,0.44957,0.52135
2011,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.24476,181,746,0.21389,0.27563
2011,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39101,872,2342,0.37124,0.41077
2011,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60899,1470,2342,0.58923,0.62876
2011,66 and older,Primary Level,(1a) Inadequately completed,0.93531,53,53,0.86845,1.00217
2011,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92614,758,825,0.90828,0.94400
2011,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07386,67,825,0.05600,0.09172
2011,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75730,1992,2617,0.74087,0.77372
2011,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21564,588,2617,0.19988,0.23140
2011,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01400,37,2617,0.00950,0.01850
2011,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.48971,193,376,0.43911,0.54031
2011,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.32334,109,376,0.27600,0.37068
2011,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17777,74,376,0.13907,0.21647
2011,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44181,451,1090,0.41232,0.47131
2011,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55819,639,1090,0.52869,0.58768
2012,17-29 y.,Primary Level,(1a) Inadequately completed,0.62059,65,65,0.50171,0.73947
2012,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.46352,400,856,0.43009,0.49694
2012,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.53648,456,856,0.50306,0.56991
2012,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.18179,324,1546,0.16255,0.20102
2012,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33957,559,1546,0.31595,0.36318
2012,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.39126,663,1546,0.36692,0.41559
2012,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43450,134,338,0.38158,0.48743
2012,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56550,204,338,0.51257,0.61842
2012,30-45 y.,Primary Level,(1a) Inadequately completed,0.86381,136,136,0.80595,0.92167
2012,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.75989,519,688,0.72795,0.79184
2012,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24011,169,688,0.20816,0.27205
2012,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.34527,1396,4277,0.33102,0.35952
2012,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.56550,2635,4277,0.55064,0.58036
2012,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07068,246,4277,0.06299,0.07836
2012,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.13716,85,582,0.10919,0.16513
2012,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46077,286,582,0.42024,0.50130
2012,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39083,211,582,0.35115,0.43051
2012,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.33111,756,2265,0.31172,0.35049
2012,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.66889,1509,2265,0.64951,0.68828
2012,46-65 y.,Primary Level,(1a) Inadequately completed,0.89258,68,68,0.81843,0.96672
2012,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.86947,519,635,0.84325,0.89570
2012,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.13053,116,635,0.10430,0.15675
2012,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00835,35,4828,0.00578,0.01092
2012,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.51812,2304,4828,0.50403,0.53222
2012,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43628,2352,4828,0.42229,0.45027
2012,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03023,137,4828,0.02540,0.03505
2012,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.24413,187,786,0.21408,0.27418
2012,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48073,403,786,0.44578,0.51568
2012,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26260,196,786,0.23182,0.29339
2012,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39829,909,2398,0.37869,0.41788
2012,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60171,1489,2398,0.58212,0.62131
2012,66 and older,Primary Level,(1a) Inadequately completed,0.96393,52,52,0.91275,1.01510
2012,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91299,732,807,0.89353,0.93245
2012,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08701,75,807,0.06755,0.10647
2012,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74351,1981,2650,0.72688,0.76014
2012,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22710,629,2650,0.21115,0.24306
2012,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01538,40,2650,0.01069,0.02006
2012,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.50459,187,363,0.45309,0.55610
2012,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29273,102,363,0.24586,0.33961
2012,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18731,74,363,0.14711,0.22750
2012,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44404,476,1145,0.41525,0.47284
2012,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55596,669,1145,0.52716,0.58475
2013,17-29 y.,Primary Level,(1a) Inadequately completed,0.64502,88,120,0.55905,0.73100
2013,17-29 y.,Primary Level,(1b) General Elementary School,0.35498,32,120,0.26900,0.44095
2013,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.42682,594,1233,0.39920,0.45444
2013,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.57318,639,1233,0.54556,0.60080
2013,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.18359,378,1863,0.16601,0.20118
2013,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32814,606,1863,0.30681,0.34947
2013,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.43191,879,1863,0.40941,0.45441
2013,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43126,169,435,0.38467,0.47786
2013,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56874,266,435,0.52214,0.61533
2013,30-45 y.,Primary Level,(1a) Inadequately completed,0.91966,254,254,0.88616,0.95315
2013,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.78791,833,1013,0.76272,0.81310
2013,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21209,180,1013,0.18690,0.23728
2013,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00686,39,4550,0.00446,0.00926
2013,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32918,1584,4550,0.31552,0.34283
2013,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.55455,2495,4550,0.54010,0.56899
2013,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08817,432,4550,0.07993,0.09641
2013,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.13012,76,516,0.10106,0.15917
2013,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49113,250,516,0.44795,0.53431
2013,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.36253,190,516,0.32101,0.40405
2013,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.31889,743,2681,0.30124,0.33653
2013,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.68111,1938,2681,0.66347,0.69876
2013,46-65 y.,Primary Level,(1a) Inadequately completed,0.91564,162,162,0.87271,0.95857
2013,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.86488,687,810,0.84132,0.88843
2013,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.13512,123,810,0.11157,0.15868
2013,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00861,39,4969,0.00604,0.01117
2013,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49557,2354,4969,0.48167,0.50947
2013,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45668,2337,4969,0.44282,0.47053
2013,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03088,239,4969,0.02607,0.03569
2013,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.23298,176,783,0.20335,0.26260
2013,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47319,398,783,0.43820,0.50819
2013,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28167,209,783,0.25014,0.31320
2013,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39389,888,2576,0.37502,0.41276
2013,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60611,1688,2576,0.58724,0.62498
2013,66 and older,Primary Level,(1a) Inadequately completed,0.95552,58,58,0.90200,1.00904
2013,66 and older,Lower Secondary Level,(1b) General Elementary School,0.90312,677,748,0.88191,0.92433
2013,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09688,71,748,0.07567,0.11809
2013,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.73266,1856,2539,0.71544,0.74988
2013,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23460,632,2539,0.21811,0.25108
2013,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01778,51,2539,0.01264,0.02292
2013,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.51584,178,344,0.46296,0.56873
2013,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.29327,94,344,0.24509,0.34145
2013,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18323,72,344,0.14229,0.22417
2013,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44420,475,1170,0.41572,0.47269
2013,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55580,695,1170,0.52731,0.58428
2014,17-29 y.,Primary Level,(1a) Inadequately completed,0.59523,65,102,0.49950,0.69096
2014,17-29 y.,Primary Level,(1b) General Elementary School,0.40477,37,102,0.30904,0.50050
2014,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.44392,494,1042,0.41374,0.47410
2014,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.55608,548,1042,0.52590,0.58626
2014,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.16673,289,1599,0.14846,0.18501
2014,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30700,495,1599,0.28438,0.32961
2014,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.45959,815,1599,0.43515,0.48402
2014,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.50585,191,381,0.45558,0.55612
2014,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.49415,190,381,0.44388,0.54442
2014,30-45 y.,Primary Level,(1a) Inadequately completed,0.95472,189,189,0.92500,0.98444
2014,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.78272,648,798,0.75409,0.81135
2014,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21728,150,798,0.18865,0.24591
2014,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.00923,35,3694,0.00615,0.01232
2014,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32784,1251,3694,0.31270,0.34298
2014,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54392,2041,3694,0.52786,0.55999
2014,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09746,367,3694,0.08789,0.10702
2014,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.14357,67,422,0.11008,0.17707
2014,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44265,197,422,0.39520,0.49010
2014,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.37234,158,422,0.32616,0.41852
2014,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.32615,665,2260,0.30682,0.34548
2014,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.67385,1595,2260,0.65452,0.69318
2014,46-65 y.,Primary Level,(1a) Inadequately completed,0.89639,138,138,0.84536,0.94742
2014,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.85383,582,700,0.82764,0.88002
2014,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.14617,118,700,0.11998,0.17236
2014,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00825,34,4509,0.00561,0.01089
2014,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48591,2072,4509,0.47132,0.50050
2014,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.47018,2199,4509,0.45561,0.48475
2014,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02939,204,4509,0.02446,0.03432
2014,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.22171,161,751,0.19198,0.25144
2014,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45558,380,751,0.41994,0.49122
2014,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30915,210,751,0.27608,0.34223
2014,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.39391,845,2421,0.37445,0.41338
2014,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.60609,1576,2421,0.58662,0.62555
2014,66 and older,Primary Level,(1a) Inadequately completed,0.97876,48,48,0.93754,1.01998
2014,66 and older,Lower Secondary Level,(1b) General Elementary School,0.90771,624,689,0.88609,0.92934
2014,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09229,65,689,0.07066,0.11391
2014,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72715,1835,2523,0.70977,0.74454
2014,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23897,635,2523,0.22232,0.25561
2014,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01924,53,2523,0.01388,0.02460
2014,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.50662,170,338,0.45324,0.56000
2014,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.30249,98,338,0.25345,0.35153
2014,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18231,70,338,0.14109,0.22353
2014,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43840,474,1165,0.40990,0.46691
2014,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56160,691,1165,0.53309,0.59010
2015,17-29 y.,Primary Level,(1a) Inadequately completed,0.59436,81,116,0.50461,0.68410
2015,17-29 y.,Primary Level,(1b) General Elementary School,0.40564,35,116,0.31590,0.49539
2015,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.43500,497,1021,0.40458,0.46543
2015,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.56500,524,1021,0.53457,0.59542
2015,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.16212,294,1666,0.14442,0.17983
2015,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30226,465,1666,0.28020,0.32431
2015,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.46024,907,1666,0.43630,0.48418
2015,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.58627,208,501,0.54310,0.62944
2015,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.41373,293,501,0.37056,0.45690
2015,30-45 y.,Primary Level,(1a) Inadequately completed,0.95963,214,214,0.93320,0.98607
2015,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.75246,619,766,0.72188,0.78304
2015,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.24754,147,766,0.21696,0.27812
2015,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01250,44,3412,0.00877,0.01622
2015,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32441,1166,3412,0.30870,0.34012
2015,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54600,1806,3412,0.52929,0.56271
2015,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.09360,396,3412,0.08382,0.10337
2015,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.12287,53,374,0.08955,0.15618
2015,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42070,169,374,0.37060,0.47080
