year,bula_h,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03301,129,3224,0.02685,0.03918
1984,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02352,75,3224,0.01829,0.02876
1984,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.04160,150,3224,0.03471,0.04849
1984,Hesse,(1a) Inadequately completed,0.02313,129,1192,0.01459,0.03167
1984,Hesse,(1b) General Elementary School,0.19424,316,1192,0.17177,0.21671
1984,Hesse,(1c) Basic Vocational Qualification,0.30485,390,1192,0.27871,0.33100
1984,Hesse,(2) Intermediate General/Vocational Qualification,0.16842,188,1192,0.14717,0.18968
1984,Hesse,(2c_gen) General Maturity Certificate,0.03903,59,1192,0.02803,0.05003
1984,Hesse,(2c_voc) Vocational Maturity Certificate,0.02840,47,1192,0.01897,0.03784
1984,Hesse,(3b) Higher Tertiary Education,0.05162,63,1192,0.03906,0.06419
1984,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02117,67,769,0.01099,0.03136
1984,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.28034,268,769,0.24857,0.31211
1984,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.34478,325,769,0.31117,0.37840
1984,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.12117,109,769,0.09809,0.14425
1984,Baden-Wuerttemberg,(0) No qualification (yet),0.01495,35,2231,0.00991,0.01999
1984,Baden-Wuerttemberg,(1a) Inadequately completed,0.02177,299,2231,0.01571,0.02782
1984,Baden-Wuerttemberg,(1b) General Elementary School,0.22473,619,2231,0.20741,0.24206
1984,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30077,736,2231,0.28173,0.31980
1984,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.13541,282,2231,0.12121,0.14962
1984,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02134,58,2231,0.01534,0.02733
1984,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.02771,77,2231,0.02089,0.03452
1984,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.02198,44,2231,0.01590,0.02807
1984,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03214,81,2231,0.02482,0.03946
1984,Bavaria,(1a) Inadequately completed,0.01179,108,2057,0.00713,0.01646
1984,Bavaria,(1b) General Elementary School,0.19176,495,2057,0.17474,0.20877
1984,Bavaria,(1c) Basic Vocational Qualification,0.33625,789,2057,0.31583,0.35668
1984,Bavaria,(2) Intermediate General/Vocational Qualification,0.16279,370,2057,0.14683,0.17874
1984,Bavaria,(2c_gen) General Maturity Certificate,0.02102,58,2057,0.01482,0.02722
1984,Bavaria,(2c_voc) Vocational Maturity Certificate,0.02955,80,2057,0.02223,0.03687
1984,Bavaria,(3a) Lower Tertiary Education,0.02371,55,2057,0.01713,0.03029
1984,Bavaria,(3b) Higher Tertiary Education,0.03879,102,2057,0.03044,0.04713
1984,Berlin,(1a) Inadequately completed,0.02700,41,327,0.00941,0.04459
1984,Berlin,(1b) General Elementary School,0.17697,91,327,0.13554,0.21839
1984,Berlin,(1c) Basic Vocational Qualification,0.28237,119,327,0.23351,0.33124
1984,Berlin,(2) Intermediate General/Vocational Qualification,0.18410,76,327,0.14202,0.22617
1985,Schleswig-Holstein,(1b) General Elementary School,0.17113,71,294,0.12801,0.21426
1985,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.34304,143,294,0.28868,0.39740
1985,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.18564,80,294,0.14112,0.23016
1985,Hamburg,(1b) General Elementary School,0.14675,47,203,0.09795,0.19554
1985,Hamburg,(1c) Basic Vocational Qualification,0.36426,99,203,0.29790,0.43062
1985,Hamburg,(2) Intermediate General/Vocational Qualification,0.21314,57,203,0.15667,0.26962
1985,Lower Saxony,(1a) Inadequately completed,0.01301,50,1050,0.00615,0.01986
1985,Lower Saxony,(1b) General Elementary School,0.20768,258,1050,0.18313,0.23223
1985,Lower Saxony,(1c) Basic Vocational Qualification,0.30906,393,1050,0.28109,0.33702
1985,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.18220,220,1050,0.15884,0.20556
1985,Lower Saxony,(2c_gen) General Maturity Certificate,0.02142,37,1050,0.01266,0.03018
1985,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.02502,35,1050,0.01557,0.03447
1985,Lower Saxony,(3b) Higher Tertiary Education,0.04201,57,1050,0.02987,0.05415
1985,Bremen,(1c) Basic Vocational Qualification,0.40948,52,52,0.27452,0.54444
1985,North Rhine-Westphalia,(0) No qualification (yet),0.01843,61,2919,0.01355,0.02330
1985,North Rhine-Westphalia,(1a) Inadequately completed,0.02515,279,2919,0.01947,0.03083
1985,North Rhine-Westphalia,(1b) General Elementary School,0.16785,626,2919,0.15429,0.18142
1985,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.32738,1023,2919,0.31036,0.34441
1985,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14641,453,2919,0.13358,0.15924
1985,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.03114,129,2919,0.02484,0.03744
1985,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03500,125,2919,0.02833,0.04167
1985,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02272,67,2919,0.01732,0.02813
1985,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.04691,156,2919,0.03924,0.05459
1985,Hesse,(1a) Inadequately completed,0.02188,107,1076,0.01314,0.03063
1985,Hesse,(1b) General Elementary School,0.19539,289,1076,0.17168,0.21909
1985,Hesse,(1c) Basic Vocational Qualification,0.30357,348,1076,0.27609,0.33106
1985,Hesse,(2) Intermediate General/Vocational Qualification,0.17655,179,1076,0.15375,0.19934
1985,Hesse,(2c_gen) General Maturity Certificate,0.03328,48,1076,0.02256,0.04400
1985,Hesse,(2c_voc) Vocational Maturity Certificate,0.02808,41,1076,0.01820,0.03796
1985,Hesse,(3b) Higher Tertiary Education,0.05751,64,1076,0.04359,0.07142
1985,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02353,59,690,0.01221,0.03485
1985,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.27130,237,690,0.23810,0.30450
1985,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.34543,290,690,0.30992,0.38093
1985,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.12918,104,690,0.10413,0.15422
1985,Baden-Wuerttemberg,(0) No qualification (yet),0.01885,41,2010,0.01290,0.02480
1985,Baden-Wuerttemberg,(1a) Inadequately completed,0.02251,254,2010,0.01602,0.02900
1985,Baden-Wuerttemberg,(1b) General Elementary School,0.21131,534,2010,0.19346,0.22916
1985,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30540,672,2010,0.28526,0.32555
1985,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.14732,273,2010,0.13182,0.16281
1985,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.01920,52,2010,0.01320,0.02520
1985,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.03177,72,2010,0.02410,0.03944
1985,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.02482,44,2010,0.01802,0.03163
1985,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03028,68,2010,0.02279,0.03778
1985,Bavaria,(1a) Inadequately completed,0.01293,86,1862,0.00780,0.01806
1985,Bavaria,(1b) General Elementary School,0.19697,451,1862,0.17890,0.21504
1985,Bavaria,(1c) Basic Vocational Qualification,0.33001,704,1862,0.30864,0.35137
1985,Bavaria,(2) Intermediate General/Vocational Qualification,0.17178,354,1862,0.15464,0.18892
1985,Bavaria,(2c_gen) General Maturity Certificate,0.02006,52,1862,0.01369,0.02643
1985,Bavaria,(2c_voc) Vocational Maturity Certificate,0.02952,68,1862,0.02183,0.03721
1985,Bavaria,(3a) Lower Tertiary Education,0.02383,51,1862,0.01690,0.03075
1985,Bavaria,(3b) Higher Tertiary Education,0.03986,96,1862,0.03098,0.04875
1985,Berlin,(1a) Inadequately completed,0.02714,32,279,0.00804,0.04623
1985,Berlin,(1b) General Elementary School,0.16333,73,279,0.11987,0.20678
1985,Berlin,(1c) Basic Vocational Qualification,0.26796,101,279,0.21589,0.32002
1985,Berlin,(2) Intermediate General/Vocational Qualification,0.20051,73,279,0.15345,0.24758
1986,Schleswig-Holstein,(1b) General Elementary School,0.15854,66,271,0.11498,0.20211
1986,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.35202,131,271,0.29505,0.40899
1986,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.19654,74,271,0.14914,0.24394
1986,Hamburg,(1b) General Elementary School,0.15556,49,181,0.10261,0.20851
1986,Hamburg,(1c) Basic Vocational Qualification,0.35453,83,181,0.28465,0.42442
1986,Hamburg,(2) Intermediate General/Vocational Qualification,0.21228,49,181,0.15254,0.27202
1986,Lower Saxony,(1a) Inadequately completed,0.01347,52,1054,0.00650,0.02043
1986,Lower Saxony,(1b) General Elementary School,0.20285,253,1054,0.17856,0.22714
1986,Lower Saxony,(1c) Basic Vocational Qualification,0.30720,381,1054,0.27934,0.33507
1986,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.19147,230,1054,0.16770,0.21523
1986,Lower Saxony,(2c_gen) General Maturity Certificate,0.02319,39,1054,0.01410,0.03228
1986,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.02781,38,1054,0.01788,0.03774
1986,Lower Saxony,(3b) Higher Tertiary Education,0.04422,61,1054,0.03180,0.05663
1986,Bremen,(1c) Basic Vocational Qualification,0.38035,45,45,0.23690,0.52380
1986,North Rhine-Westphalia,(0) No qualification (yet),0.01846,73,2819,0.01349,0.02343
1986,North Rhine-Westphalia,(1a) Inadequately completed,0.02595,268,2819,0.02008,0.03182
1986,North Rhine-Westphalia,(1b) General Elementary School,0.16044,584,2819,0.14689,0.17399
1986,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.32294,966,2819,0.30568,0.34021
1986,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.15251,453,2819,0.13923,0.16578
1986,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.03518,132,2819,0.02837,0.04198
1986,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03571,124,2819,0.02886,0.04256
1986,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02214,66,2819,0.01671,0.02757
1986,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.04617,153,2819,0.03842,0.05392
1986,Hesse,(1a) Inadequately completed,0.02000,94,985,0.01125,0.02874
1986,Hesse,(1b) General Elementary School,0.18299,256,985,0.15883,0.20715
1986,Hesse,(1c) Basic Vocational Qualification,0.28255,309,985,0.25442,0.31068
1986,Hesse,(2) Intermediate General/Vocational Qualification,0.17733,166,985,0.15347,0.20120
1986,Hesse,(2c_gen) General Maturity Certificate,0.04189,50,985,0.02937,0.05441
1986,Hesse,(2c_voc) Vocational Maturity Certificate,0.03452,47,985,0.02311,0.04593
1986,Hesse,(3b) Higher Tertiary Education,0.06098,63,985,0.04603,0.07593
1986,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.02170,49,682,0.01075,0.03264
1986,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.26127,229,682,0.22828,0.29427
1986,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.34216,294,682,0.30653,0.37780
1986,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.14246,110,682,0.11621,0.16871
1986,Baden-Wuerttemberg,(0) No qualification (yet),0.01253,32,1955,0.00760,0.01746
1986,Baden-Wuerttemberg,(1a) Inadequately completed,0.02291,231,1955,0.01628,0.02955
1986,Baden-Wuerttemberg,(1b) General Elementary School,0.20683,517,1955,0.18888,0.22479
1986,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30763,659,1955,0.28716,0.32809
1986,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15373,281,1955,0.13774,0.16973
1986,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02023,50,1955,0.01399,0.02648
1986,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.03267,71,1955,0.02479,0.04055
1986,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.02520,40,1955,0.01825,0.03215
1986,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03312,74,1955,0.02518,0.04105
1986,Bavaria,(1a) Inadequately completed,0.01353,77,1736,0.00809,0.01897
1986,Bavaria,(1b) General Elementary School,0.18860,420,1736,0.17019,0.20701
1986,Bavaria,(1c) Basic Vocational Qualification,0.33102,649,1736,0.30888,0.35316
1986,Bavaria,(2) Intermediate General/Vocational Qualification,0.16386,320,1736,0.14644,0.18127
1986,Bavaria,(2c_gen) General Maturity Certificate,0.02830,64,1736,0.02050,0.03611
1986,Bavaria,(2c_voc) Vocational Maturity Certificate,0.02930,63,1736,0.02136,0.03723
1986,Bavaria,(3a) Lower Tertiary Education,0.02516,50,1736,0.01779,0.03253
1986,Bavaria,(3b) Higher Tertiary Education,0.04068,93,1736,0.03138,0.04997
1986,Berlin,(1a) Inadequately completed,0.02739,36,273,0.00799,0.04678
1986,Berlin,(1b) General Elementary School,0.16374,69,273,0.11977,0.20772
1986,Berlin,(1c) Basic Vocational Qualification,0.28256,103,273,0.22905,0.33606
1986,Berlin,(2) Intermediate General/Vocational Qualification,0.18989,65,273,0.14328,0.23650
1987,Schleswig-Holstein,(1b) General Elementary School,0.14150,64,270,0.09985,0.18315
1987,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.35140,131,270,0.29435,0.40845
1987,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.19775,75,270,0.15015,0.24535
1987,Hamburg,(1b) General Elementary School,0.13415,43,164,0.08183,0.18648
1987,Hamburg,(1c) Basic Vocational Qualification,0.36700,76,164,0.29301,0.44099
1987,Hamburg,(2) Intermediate General/Vocational Qualification,0.21972,45,164,0.15616,0.28329
1987,Lower Saxony,(1a) Inadequately completed,0.01386,49,1047,0.00677,0.02094
1987,Lower Saxony,(1b) General Elementary School,0.19782,242,1047,0.17368,0.22197
1987,Lower Saxony,(1c) Basic Vocational Qualification,0.30702,384,1047,0.27906,0.33497
1987,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.18943,235,1047,0.16568,0.21317
1987,Lower Saxony,(2c_gen) General Maturity Certificate,0.03064,46,1047,0.02019,0.04108
1987,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.02772,36,1047,0.01777,0.03766
1987,Lower Saxony,(3b) Higher Tertiary Education,0.04204,55,1047,0.02988,0.05421
1987,Bremen,(1c) Basic Vocational Qualification,0.39132,43,43,0.24372,0.53892
1987,North Rhine-Westphalia,(0) No qualification (yet),0.01878,81,2779,0.01373,0.02383
1987,North Rhine-Westphalia,(1a) Inadequately completed,0.02511,251,2779,0.01930,0.03093
1987,North Rhine-Westphalia,(1b) General Elementary School,0.16117,582,2779,0.14749,0.17484
1987,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.32461,948,2779,0.30719,0.34202
1987,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.14921,448,2779,0.13596,0.16246
1987,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.03383,126,2779,0.02710,0.04055
1987,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03582,123,2779,0.02891,0.04273
1987,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02232,64,2779,0.01683,0.02781
1987,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.04810,156,2779,0.04014,0.05605
1987,Hesse,(1a) Inadequately completed,0.02225,100,993,0.01307,0.03143
1987,Hesse,(1b) General Elementary School,0.18153,258,993,0.15754,0.20551
1987,Hesse,(1c) Basic Vocational Qualification,0.28840,317,993,0.26021,0.31659
1987,Hesse,(2) Intermediate General/Vocational Qualification,0.17066,163,993,0.14724,0.19407
1987,Hesse,(2c_gen) General Maturity Certificate,0.03512,45,993,0.02366,0.04657
1987,Hesse,(2c_voc) Vocational Maturity Certificate,0.03871,48,993,0.02671,0.05071
1987,Hesse,(3b) Higher Tertiary Education,0.06174,62,993,0.04676,0.07671
1987,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.01955,49,676,0.00911,0.03000
1987,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.26783,229,676,0.23442,0.30124
1987,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.33919,293,676,0.30347,0.37490
1987,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.13820,105,676,0.11216,0.16423
1987,Baden-Wuerttemberg,(1a) Inadequately completed,0.02352,228,1905,0.01671,0.03033
1987,Baden-Wuerttemberg,(1b) General Elementary School,0.20329,520,1905,0.18521,0.22137
1987,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30456,646,1905,0.28389,0.32523
1987,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15405,281,1905,0.13783,0.17026
1987,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02056,49,1905,0.01418,0.02693
1987,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.03544,73,1905,0.02714,0.04375
1987,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.02684,41,1905,0.01958,0.03410
1987,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03142,67,1905,0.02358,0.03925
1987,Bavaria,(1a) Inadequately completed,0.01045,68,1678,0.00558,0.01532
1987,Bavaria,(1b) General Elementary School,0.17925,402,1678,0.16090,0.19761
1987,Bavaria,(1c) Basic Vocational Qualification,0.33905,640,1678,0.31639,0.36170
1987,Bavaria,(2) Intermediate General/Vocational Qualification,0.16364,313,1678,0.14593,0.18135
1987,Bavaria,(2c_gen) General Maturity Certificate,0.02456,55,1678,0.01715,0.03197
1987,Bavaria,(2c_voc) Vocational Maturity Certificate,0.02749,59,1678,0.01966,0.03531
1987,Bavaria,(3a) Lower Tertiary Education,0.02587,49,1678,0.01828,0.03347
1987,Bavaria,(3b) Higher Tertiary Education,0.04300,92,1678,0.03329,0.05271
1987,Berlin,(1a) Inadequately completed,0.02832,37,282,0.00893,0.04772
1987,Berlin,(1b) General Elementary School,0.15556,70,282,0.11318,0.19794
1987,Berlin,(1c) Basic Vocational Qualification,0.27744,103,282,0.22509,0.32979
1987,Berlin,(2) Intermediate General/Vocational Qualification,0.20387,72,282,0.15677,0.25098
1988,Schleswig-Holstein,(1b) General Elementary School,0.13446,63,269,0.09362,0.17531
1988,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.35415,130,269,0.29689,0.41141
1988,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.19012,76,269,0.14314,0.23710
1988,Hamburg,(1b) General Elementary School,0.12347,38,149,0.07047,0.17647
1988,Hamburg,(1c) Basic Vocational Qualification,0.36658,69,149,0.28894,0.44421
1988,Hamburg,(2) Intermediate General/Vocational Qualification,0.23040,42,149,0.16256,0.29824
1988,Lower Saxony,(1a) Inadequately completed,0.01346,47,985,0.00626,0.02066
1988,Lower Saxony,(1b) General Elementary School,0.19483,227,985,0.17008,0.21957
1988,Lower Saxony,(1c) Basic Vocational Qualification,0.30815,361,985,0.27930,0.33700
1988,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.18905,226,985,0.16458,0.21351
1988,Lower Saxony,(2c_gen) General Maturity Certificate,0.02924,40,985,0.01871,0.03976
1988,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.02762,31,985,0.01738,0.03785
1988,Lower Saxony,(3b) Higher Tertiary Education,0.04055,53,985,0.02822,0.05287
1988,Bremen,(1c) Basic Vocational Qualification,0.34616,39,39,0.19489,0.49742
1988,North Rhine-Westphalia,(0) No qualification (yet),0.01807,68,2634,0.01298,0.02316
1988,North Rhine-Westphalia,(1a) Inadequately completed,0.02258,220,2634,0.01690,0.02825
1988,North Rhine-Westphalia,(1b) General Elementary School,0.15621,557,2634,0.14234,0.17008
1988,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.32208,893,2634,0.30423,0.33993
1988,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.15360,444,2634,0.13983,0.16737
1988,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.03474,118,2634,0.02775,0.04174
1988,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.03986,127,2634,0.03238,0.04733
1988,North Rhine-Westphalia,(3a) Lower Tertiary Education,0.02057,60,2634,0.01515,0.02599
1988,North Rhine-Westphalia,(3b) Higher Tertiary Education,0.05012,147,2634,0.04179,0.05845
1988,Hesse,(1a) Inadequately completed,0.02111,97,950,0.01197,0.03026
1988,Hesse,(1b) General Elementary School,0.17910,250,950,0.15471,0.20350
1988,Hesse,(1c) Basic Vocational Qualification,0.29938,307,950,0.27024,0.32852
1988,Hesse,(2) Intermediate General/Vocational Qualification,0.16499,156,950,0.14137,0.18860
1988,Hesse,(2c_gen) General Maturity Certificate,0.03735,44,950,0.02529,0.04942
1988,Hesse,(2c_voc) Vocational Maturity Certificate,0.03362,39,950,0.02215,0.04509
1988,Hesse,(3b) Higher Tertiary Education,0.05880,57,950,0.04383,0.07377
1988,"Rhineland-Palatinate, Saarland",(1a) Inadequately completed,0.01774,47,648,0.00757,0.02791
1988,"Rhineland-Palatinate, Saarland",(1b) General Elementary School,0.25370,215,648,0.22017,0.28723
1988,"Rhineland-Palatinate, Saarland",(1c) Basic Vocational Qualification,0.35636,289,648,0.31946,0.39327
1988,"Rhineland-Palatinate, Saarland",(2) Intermediate General/Vocational Qualification,0.13970,97,648,0.11299,0.16642
1988,Baden-Wuerttemberg,(1a) Inadequately completed,0.02159,213,1828,0.01492,0.02825
1988,Baden-Wuerttemberg,(1b) General Elementary School,0.20022,497,1828,0.18187,0.21857
1988,Baden-Wuerttemberg,(1c) Basic Vocational Qualification,0.30423,616,1828,0.28313,0.32532
1988,Baden-Wuerttemberg,(2) Intermediate General/Vocational Qualification,0.15694,277,1828,0.14026,0.17362
1988,Baden-Wuerttemberg,(2c_gen) General Maturity Certificate,0.02162,53,1828,0.01495,0.02829
1988,Baden-Wuerttemberg,(2c_voc) Vocational Maturity Certificate,0.03593,71,1828,0.02740,0.04447
1988,Baden-Wuerttemberg,(3a) Lower Tertiary Education,0.02455,38,1828,0.01745,0.03164
1988,Baden-Wuerttemberg,(3b) Higher Tertiary Education,0.03459,63,1828,0.02621,0.04297
1988,Bavaria,(1a) Inadequately completed,0.01029,66,1598,0.00534,0.01524
1988,Bavaria,(1b) General Elementary School,0.17646,381,1598,0.15776,0.19515
1988,Bavaria,(1c) Basic Vocational Qualification,0.34197,621,1598,0.31871,0.36524
1988,Bavaria,(2) Intermediate General/Vocational Qualification,0.16134,296,1598,0.14330,0.17938
1988,Bavaria,(2c_gen) General Maturity Certificate,0.02244,44,1598,0.01517,0.02970
1988,Bavaria,(2c_voc) Vocational Maturity Certificate,0.03139,60,1598,0.02283,0.03994
1988,Bavaria,(3a) Lower Tertiary Education,0.02424,43,1598,0.01669,0.03178
1988,Bavaria,(3b) Higher Tertiary Education,0.04367,87,1598,0.03364,0.05369
1988,Berlin,(1b) General Elementary School,0.16538,68,231,0.11736,0.21339
1988,Berlin,(1c) Basic Vocational Qualification,0.27935,96,231,0.22136,0.33734
1988,Berlin,(2) Intermediate General/Vocational Qualification,0.20333,67,231,0.15132,0.25535
1989,Schleswig-Holstein,(1b) General Elementary School,0.11586,53,242,0.07545,0.15627
1989,Schleswig-Holstein,(1c) Basic Vocational Qualification,0.34123,118,242,0.28137,0.40109
1989,Schleswig-Holstein,(2) Intermediate General/Vocational Qualification,0.18450,71,242,0.13553,0.23347
1989,Hamburg,(1b) General Elementary School,0.11073,35,141,0.05875,0.16271
1989,Hamburg,(1c) Basic Vocational Qualification,0.35164,64,141,0.27254,0.43073
1989,Hamburg,(2) Intermediate General/Vocational Qualification,0.23581,42,141,0.16550,0.30613
1989,Lower Saxony,(1a) Inadequately completed,0.01528,46,951,0.00748,0.02308
1989,Lower Saxony,(1b) General Elementary School,0.19733,218,951,0.17202,0.22263
1989,Lower Saxony,(1c) Basic Vocational Qualification,0.31297,349,951,0.28348,0.34245
1989,Lower Saxony,(2) Intermediate General/Vocational Qualification,0.18728,211,951,0.16247,0.21209
1989,Lower Saxony,(2c_gen) General Maturity Certificate,0.02800,37,951,0.01751,0.03849
1989,Lower Saxony,(2c_voc) Vocational Maturity Certificate,0.03207,34,951,0.02086,0.04327
1989,Lower Saxony,(3b) Higher Tertiary Education,0.04880,56,951,0.03510,0.06251
1989,Bremen,(1c) Basic Vocational Qualification,0.31810,40,40,0.17193,0.46428
1989,North Rhine-Westphalia,(0) No qualification (yet),0.02014,76,2557,0.01469,0.02559
1989,North Rhine-Westphalia,(1a) Inadequately completed,0.02230,207,2557,0.01657,0.02802
1989,North Rhine-Westphalia,(1b) General Elementary School,0.15656,540,2557,0.14247,0.17065
1989,North Rhine-Westphalia,(1c) Basic Vocational Qualification,0.31491,851,2557,0.29690,0.33292
1989,North Rhine-Westphalia,(2) Intermediate General/Vocational Qualification,0.15461,435,2557,0.14059,0.16862
1989,North Rhine-Westphalia,(2c_gen) General Maturity Certificate,0.03580,124,2557,0.02859,0.04300
1989,North Rhine-Westphalia,(2c_voc) Vocational Maturity Certificate,0.04128,123,2557,0.03356,0.04899
