year,quintil_oecd,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,3rd Quintile,(3b) Higher Tertiary Education,0.02348,61,2182,0.01713,0.02984
1985,4th Quintile,(0) No qualification (yet),0.01338,34,2207,0.00859,0.01818
1985,4th Quintile,(1a) Inadequately completed,0.01547,140,2207,0.01032,0.02062
1985,4th Quintile,(1b) General Elementary School,0.14654,405,2207,0.13178,0.16129
1985,4th Quintile,(1c) Basic Vocational Qualification,0.36758,868,2207,0.34746,0.38770
1985,4th Quintile,(2) Intermediate General/Vocational Qualification,0.19271,428,2207,0.17626,0.20917
1985,4th Quintile,(2c_gen) General Maturity Certificate,0.02241,63,2207,0.01624,0.02859
1985,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.03955,94,2207,0.03142,0.04768
1985,4th Quintile,(3a) Lower Tertiary Education,0.02517,58,2207,0.01863,0.03170
1985,4th Quintile,(3b) Higher Tertiary Education,0.04402,117,2207,0.03546,0.05258
1985,5th Quintile,(0) No qualification (yet),0.01623,36,2155,0.01089,0.02157
1985,5th Quintile,(1a) Inadequately completed,0.00609,63,2155,0.00280,0.00938
1985,5th Quintile,(1b) General Elementary School,0.09140,238,2155,0.07923,0.10357
1985,5th Quintile,(1c) Basic Vocational Qualification,0.29964,712,2155,0.28029,0.31899
1985,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25039,563,2155,0.23209,0.26869
1985,5th Quintile,(2c_gen) General Maturity Certificate,0.01841,50,2155,0.01273,0.02409
1985,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05082,119,2155,0.04155,0.06010
1985,5th Quintile,(3a) Lower Tertiary Education,0.05407,117,2155,0.04452,0.06362
1985,5th Quintile,(3b) Higher Tertiary Education,0.10958,257,2155,0.09639,0.12277
1986,1st Quintile,(0) No qualification (yet),0.01218,44,1980,0.00735,0.01701
1986,1st Quintile,(1a) Inadequately completed,0.03618,276,1980,0.02796,0.04441
1986,1st Quintile,(1b) General Elementary School,0.27816,695,1980,0.25842,0.29791
1986,1st Quintile,(1c) Basic Vocational Qualification,0.26841,590,1980,0.24889,0.28793
1986,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08783,184,1980,0.07536,0.10030
1986,1st Quintile,(2c_gen) General Maturity Certificate,0.04181,114,1980,0.03299,0.05062
1986,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.02597,77,1980,0.01896,0.03297
1986,2nd Quintile,(0) No qualification (yet),0.01030,37,2028,0.00591,0.01470
1986,2nd Quintile,(1a) Inadequately completed,0.02240,204,2028,0.01596,0.02884
1986,2nd Quintile,(1b) General Elementary School,0.24821,628,2028,0.22941,0.26702
1986,2nd Quintile,(1c) Basic Vocational Qualification,0.32691,751,2028,0.30649,0.34733
1986,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12114,256,2028,0.10693,0.13534
1986,2nd Quintile,(2c_gen) General Maturity Certificate,0.01937,72,2028,0.01337,0.02537
1986,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.01494,48,2028,0.00966,0.02022
1986,2nd Quintile,(3b) Higher Tertiary Education,0.01214,32,2028,0.00738,0.01691
1986,3rd Quintile,(0) No qualification (yet),0.01612,45,2083,0.01071,0.02153
1986,3rd Quintile,(1a) Inadequately completed,0.01678,160,2083,0.01126,0.02229
1986,3rd Quintile,(1b) General Elementary School,0.18609,505,2083,0.16938,0.20281
1986,3rd Quintile,(1c) Basic Vocational Qualification,0.35772,793,2083,0.33713,0.37831
1986,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.15240,327,2083,0.13696,0.16784
1986,3rd Quintile,(2c_gen) General Maturity Certificate,0.02758,70,2083,0.02054,0.03461
1986,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03240,87,2083,0.02480,0.04001
1986,3rd Quintile,(3a) Lower Tertiary Education,0.01540,38,2083,0.01011,0.02069
1986,3rd Quintile,(3b) Higher Tertiary Education,0.01988,58,2083,0.01388,0.02588
1986,4th Quintile,(0) No qualification (yet),0.01293,34,2194,0.00820,0.01765
1986,4th Quintile,(1a) Inadequately completed,0.01720,144,2194,0.01176,0.02264
1986,4th Quintile,(1b) General Elementary School,0.13626,410,2194,0.12190,0.15062
1986,4th Quintile,(1c) Basic Vocational Qualification,0.35637,821,2194,0.33633,0.37642
1986,4th Quintile,(2) Intermediate General/Vocational Qualification,0.21983,470,2194,0.20250,0.23717
1986,4th Quintile,(2c_gen) General Maturity Certificate,0.02507,72,2194,0.01853,0.03162
1986,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.03562,78,2194,0.02787,0.04338
1986,4th Quintile,(3a) Lower Tertiary Education,0.02493,53,2194,0.01840,0.03145
1986,4th Quintile,(3b) Higher Tertiary Education,0.04503,112,2194,0.03635,0.05371
1986,5th Quintile,(1a) Inadequately completed,0.00751,55,2057,0.00378,0.01124
1986,5th Quintile,(1b) General Elementary School,0.09210,231,2057,0.07960,0.10460
1986,5th Quintile,(1c) Basic Vocational Qualification,0.28890,665,2057,0.26931,0.30849
1986,5th Quintile,(2) Intermediate General/Vocational Qualification,0.24659,534,2057,0.22796,0.26522
1986,5th Quintile,(2c_gen) General Maturity Certificate,0.02831,70,2057,0.02114,0.03547
1986,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05283,119,2057,0.04316,0.06250
1986,5th Quintile,(3a) Lower Tertiary Education,0.05495,115,2057,0.04510,0.06481
1986,5th Quintile,(3b) Higher Tertiary Education,0.11676,268,2057,0.10287,0.13064
1987,1st Quintile,(0) No qualification (yet),0.01115,39,1929,0.00646,0.01584
1987,1st Quintile,(1a) Inadequately completed,0.03466,261,1929,0.02650,0.04283
1987,1st Quintile,(1b) General Elementary School,0.27915,693,1929,0.25913,0.29918
1987,1st Quintile,(1c) Basic Vocational Qualification,0.28807,605,1929,0.26786,0.30829
1987,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08332,176,1929,0.07098,0.09565
1987,1st Quintile,(2c_gen) General Maturity Certificate,0.03443,95,1929,0.02629,0.04256
1987,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.01951,60,1929,0.01333,0.02568
1987,2nd Quintile,(0) No qualification (yet),0.01039,41,2005,0.00595,0.01483
1987,2nd Quintile,(1a) Inadequately completed,0.02045,185,2005,0.01425,0.02665
1987,2nd Quintile,(1b) General Elementary School,0.22706,601,2005,0.20872,0.24540
1987,2nd Quintile,(1c) Basic Vocational Qualification,0.33471,744,2005,0.31405,0.35537
1987,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12760,266,2005,0.11299,0.14221
1987,2nd Quintile,(2c_gen) General Maturity Certificate,0.02228,77,2005,0.01582,0.02875
1987,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02027,58,2005,0.01410,0.02644
1987,2nd Quintile,(3b) Higher Tertiary Education,0.00992,33,2005,0.00558,0.01426
1987,3rd Quintile,(0) No qualification (yet),0.01138,42,2076,0.00682,0.01594
1987,3rd Quintile,(1a) Inadequately completed,0.01564,170,2076,0.01030,0.02098
1987,3rd Quintile,(1b) General Elementary School,0.17624,484,2076,0.15984,0.19263
1987,3rd Quintile,(1c) Basic Vocational Qualification,0.35627,798,2076,0.33566,0.37688
1987,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.15792,341,2076,0.14223,0.17361
1987,3rd Quintile,(2c_gen) General Maturity Certificate,0.02558,69,2076,0.01879,0.03237
1987,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03617,84,2076,0.02814,0.04421
1987,3rd Quintile,(3a) Lower Tertiary Education,0.01886,38,2076,0.01301,0.02471
1987,3rd Quintile,(3b) Higher Tertiary Education,0.01828,50,2076,0.01251,0.02404
1987,4th Quintile,(0) No qualification (yet),0.01447,41,2157,0.00943,0.01951
1987,4th Quintile,(1a) Inadequately completed,0.01767,136,2157,0.01211,0.02323
1987,4th Quintile,(1b) General Elementary School,0.14750,409,2157,0.13253,0.16246
1987,4th Quintile,(1c) Basic Vocational Qualification,0.34051,790,2157,0.32050,0.36051
1987,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20747,452,2157,0.19036,0.22459
1987,4th Quintile,(2c_gen) General Maturity Certificate,0.02817,72,2157,0.02118,0.03515
1987,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.03781,84,2157,0.02976,0.04586
1987,4th Quintile,(3a) Lower Tertiary Education,0.02716,58,2157,0.02029,0.03402
1987,4th Quintile,(3b) Higher Tertiary Education,0.05161,115,2157,0.04227,0.06095
1987,5th Quintile,(1a) Inadequately completed,0.00884,59,2033,0.00477,0.01291
1987,5th Quintile,(1b) General Elementary School,0.09307,247,2033,0.08043,0.10570
1987,5th Quintile,(1c) Basic Vocational Qualification,0.28729,643,2033,0.26762,0.30697
1987,5th Quintile,(2) Intermediate General/Vocational Qualification,0.24449,524,2033,0.22581,0.26318
1987,5th Quintile,(2c_gen) General Maturity Certificate,0.02621,65,2033,0.01926,0.03315
1987,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05096,115,2033,0.04140,0.06052
1987,5th Quintile,(3a) Lower Tertiary Education,0.05621,115,2033,0.04620,0.06623
1987,5th Quintile,(3b) Higher Tertiary Education,0.11663,265,2033,0.10267,0.13058
1988,1st Quintile,(0) No qualification (yet),0.01235,40,1894,0.00738,0.01733
1988,1st Quintile,(1a) Inadequately completed,0.03647,253,1894,0.02803,0.04492
1988,1st Quintile,(1b) General Elementary School,0.27708,688,1894,0.25692,0.29724
1988,1st Quintile,(1c) Basic Vocational Qualification,0.27576,565,1894,0.25563,0.29589
1988,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08699,176,1894,0.07429,0.09968
1988,1st Quintile,(2c_gen) General Maturity Certificate,0.03525,88,1894,0.02695,0.04356
1988,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.01556,48,1894,0.00999,0.02114
1988,1st Quintile,(3b) Higher Tertiary Education,0.01454,36,1894,0.00915,0.01994
1988,2nd Quintile,(0) No qualification (yet),0.01279,35,1907,0.00775,0.01783
1988,2nd Quintile,(1a) Inadequately completed,0.01661,172,1907,0.01087,0.02235
1988,2nd Quintile,(1b) General Elementary School,0.21598,567,1907,0.19751,0.23446
1988,2nd Quintile,(1c) Basic Vocational Qualification,0.34045,723,1907,0.31918,0.36173
1988,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.12599,272,1907,0.11109,0.14089
1988,2nd Quintile,(2c_gen) General Maturity Certificate,0.02359,69,1907,0.01677,0.03040
1988,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02593,69,1907,0.01879,0.03306
1988,3rd Quintile,(0) No qualification (yet),0.01616,42,1975,0.01060,0.02172
1988,3rd Quintile,(1a) Inadequately completed,0.01319,135,1975,0.00816,0.01822
1988,3rd Quintile,(1b) General Elementary School,0.19791,505,1975,0.18033,0.21548
1988,3rd Quintile,(1c) Basic Vocational Qualification,0.34883,756,1975,0.32780,0.36985
1988,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.15535,320,1975,0.13937,0.17133
1988,3rd Quintile,(2c_gen) General Maturity Certificate,0.02629,69,1975,0.01923,0.03335
1988,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.02827,64,1975,0.02095,0.03558
1988,3rd Quintile,(3a) Lower Tertiary Education,0.01478,33,1975,0.00946,0.02011
1988,3rd Quintile,(3b) Higher Tertiary Education,0.02041,51,1975,0.01417,0.02664
1988,4th Quintile,(1a) Inadequately completed,0.01683,137,2017,0.01121,0.02244
1988,4th Quintile,(1b) General Elementary School,0.13291,366,2017,0.11809,0.14773
1988,4th Quintile,(1c) Basic Vocational Qualification,0.35408,771,2017,0.33320,0.37495
1988,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20350,428,2017,0.18593,0.22108
1988,4th Quintile,(2c_gen) General Maturity Certificate,0.02798,66,2017,0.02078,0.03518
1988,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04285,89,2017,0.03401,0.05169
1988,4th Quintile,(3a) Lower Tertiary Education,0.02697,53,2017,0.01990,0.03404
1988,4th Quintile,(3b) Higher Tertiary Education,0.04923,107,2017,0.03978,0.05867
1988,5th Quintile,(1a) Inadequately completed,0.00738,48,1891,0.00352,0.01124
1988,5th Quintile,(1b) General Elementary School,0.07768,197,1891,0.06561,0.08975
1988,5th Quintile,(1c) Basic Vocational Qualification,0.29709,605,1891,0.27649,0.31770
1988,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25177,505,1891,0.23220,0.27134
1988,5th Quintile,(2c_gen) General Maturity Certificate,0.02275,57,1891,0.01603,0.02948
1988,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.05782,118,1891,0.04730,0.06835
1988,5th Quintile,(3a) Lower Tertiary Education,0.05691,111,1891,0.04646,0.06735
1988,5th Quintile,(3b) Higher Tertiary Education,0.12261,250,1891,0.10782,0.13739
1989,1st Quintile,(0) No qualification (yet),0.01610,46,1849,0.01036,0.02184
1989,1st Quintile,(1a) Inadequately completed,0.03446,236,1849,0.02614,0.04278
1989,1st Quintile,(1b) General Elementary School,0.27167,661,1849,0.25139,0.29195
1989,1st Quintile,(1c) Basic Vocational Qualification,0.28084,552,1849,0.26035,0.30133
1989,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08120,177,1849,0.06875,0.09366
1989,1st Quintile,(2c_gen) General Maturity Certificate,0.03755,91,1849,0.02888,0.04621
1989,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.02159,54,1849,0.01496,0.02821
1989,1st Quintile,(3b) Higher Tertiary Education,0.01504,32,1849,0.00949,0.02059
1989,2nd Quintile,(0) No qualification (yet),0.01486,44,1880,0.00939,0.02033
1989,2nd Quintile,(1a) Inadequately completed,0.02254,194,1880,0.01583,0.02925
1989,2nd Quintile,(1b) General Elementary School,0.21291,555,1880,0.19440,0.23142
1989,2nd Quintile,(1c) Basic Vocational Qualification,0.31717,679,1880,0.29613,0.33821
1989,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.13974,282,1880,0.12406,0.15542
1989,2nd Quintile,(2c_gen) General Maturity Certificate,0.02030,65,1880,0.01392,0.02667
1989,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02179,61,1880,0.01519,0.02839
1989,3rd Quintile,(0) No qualification (yet),0.01636,37,1865,0.01060,0.02212
1989,3rd Quintile,(1a) Inadequately completed,0.01633,128,1865,0.01058,0.02209
1989,3rd Quintile,(1b) General Elementary School,0.17920,438,1865,0.16179,0.19661
1989,3rd Quintile,(1c) Basic Vocational Qualification,0.35583,731,1865,0.33410,0.37757
1989,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14727,302,1865,0.13118,0.16336
1989,3rd Quintile,(2c_gen) General Maturity Certificate,0.02831,70,1865,0.02078,0.03584
1989,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03488,71,1865,0.02655,0.04321
1989,3rd Quintile,(3a) Lower Tertiary Education,0.01771,33,1865,0.01173,0.02370
1989,3rd Quintile,(3b) Higher Tertiary Education,0.02595,55,1865,0.01873,0.03316
1989,4th Quintile,(1a) Inadequately completed,0.01281,110,1972,0.00785,0.01777
1989,4th Quintile,(1b) General Elementary School,0.14300,360,1972,0.12754,0.15845
1989,4th Quintile,(1c) Basic Vocational Qualification,0.36696,772,1972,0.34569,0.38824
1989,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20771,417,1972,0.18980,0.22562
1989,4th Quintile,(2c_gen) General Maturity Certificate,0.02549,68,1972,0.01853,0.03244
1989,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.04222,97,1972,0.03334,0.05109
1989,4th Quintile,(3a) Lower Tertiary Education,0.02607,52,1972,0.01904,0.03311
1989,4th Quintile,(3b) Higher Tertiary Education,0.04241,96,1972,0.03352,0.05131
1989,5th Quintile,(1a) Inadequately completed,0.00726,44,1804,0.00334,0.01118
1989,5th Quintile,(1b) General Elementary School,0.07682,190,1804,0.06453,0.08911
1989,5th Quintile,(1c) Basic Vocational Qualification,0.27498,555,1804,0.25437,0.29559
1989,5th Quintile,(2) Intermediate General/Vocational Qualification,0.24531,473,1804,0.22545,0.26517
1989,5th Quintile,(2c_gen) General Maturity Certificate,0.02590,58,1804,0.01857,0.03323
1989,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.06037,119,1804,0.04938,0.07137
1989,5th Quintile,(3a) Lower Tertiary Education,0.05941,109,1804,0.04850,0.07032
1989,5th Quintile,(3b) Higher Tertiary Education,0.13322,256,1804,0.11754,0.14891
1990,1st Quintile,(0) No qualification (yet),0.01255,39,1799,0.00740,0.01769
1990,1st Quintile,(1a) Inadequately completed,0.04262,253,1799,0.03328,0.05195
1990,1st Quintile,(1b) General Elementary School,0.28311,676,1799,0.26228,0.30393
1990,1st Quintile,(1c) Basic Vocational Qualification,0.28003,552,1799,0.25928,0.30079
1990,1st Quintile,(2) Intermediate General/Vocational Qualification,0.07836,151,1799,0.06594,0.09078
1990,1st Quintile,(2c_gen) General Maturity Certificate,0.02517,74,1799,0.01793,0.03241
1990,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.02021,54,1799,0.01370,0.02671
1990,2nd Quintile,(0) No qualification (yet),0.01431,44,1825,0.00886,0.01976
1990,2nd Quintile,(1a) Inadequately completed,0.01914,169,1825,0.01285,0.02543
1990,2nd Quintile,(1b) General Elementary School,0.19851,494,1825,0.18021,0.21682
1990,2nd Quintile,(1c) Basic Vocational Qualification,0.31350,663,1825,0.29221,0.33479
1990,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.14334,292,1825,0.12725,0.15942
1990,2nd Quintile,(2c_gen) General Maturity Certificate,0.02628,68,1825,0.01894,0.03362
1990,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.02343,56,1825,0.01649,0.03037
1990,2nd Quintile,(3b) Higher Tertiary Education,0.01843,39,1825,0.01226,0.02460
1990,3rd Quintile,(1a) Inadequately completed,0.02024,131,1848,0.01381,0.02666
1990,3rd Quintile,(1b) General Elementary School,0.17346,456,1848,0.15619,0.19073
1990,3rd Quintile,(1c) Basic Vocational Qualification,0.34614,716,1848,0.32444,0.36784
1990,3rd Quintile,(2) Intermediate General/Vocational Qualification,0.14919,307,1848,0.13294,0.16543
1990,3rd Quintile,(2c_gen) General Maturity Certificate,0.02953,70,1848,0.02181,0.03725
1990,3rd Quintile,(2c_voc) Vocational Maturity Certificate,0.03956,81,1848,0.03067,0.04844
1990,3rd Quintile,(3a) Lower Tertiary Education,0.01855,40,1848,0.01239,0.02470
1990,3rd Quintile,(3b) Higher Tertiary Education,0.02326,47,1848,0.01639,0.03014
1990,4th Quintile,(1a) Inadequately completed,0.01087,88,1883,0.00619,0.01556
1990,4th Quintile,(1b) General Elementary School,0.13994,344,1883,0.12427,0.15561
1990,4th Quintile,(1c) Basic Vocational Qualification,0.36232,733,1883,0.34060,0.38403
1990,4th Quintile,(2) Intermediate General/Vocational Qualification,0.20438,399,1883,0.18617,0.22260
1990,4th Quintile,(2c_gen) General Maturity Certificate,0.03057,70,1883,0.02279,0.03835
1990,4th Quintile,(2c_voc) Vocational Maturity Certificate,0.03890,88,1883,0.03017,0.04764
1990,4th Quintile,(3a) Lower Tertiary Education,0.02832,56,1883,0.02082,0.03581
1990,4th Quintile,(3b) Higher Tertiary Education,0.05258,105,1883,0.04250,0.06266
1990,5th Quintile,(1a) Inadequately completed,0.00692,41,1775,0.00306,0.01078
1990,5th Quintile,(1b) General Elementary School,0.06371,167,1775,0.05235,0.07508
1990,5th Quintile,(1c) Basic Vocational Qualification,0.27676,545,1775,0.25594,0.29758
1990,5th Quintile,(2) Intermediate General/Vocational Qualification,0.25249,476,1775,0.23227,0.27271
1990,5th Quintile,(2c_gen) General Maturity Certificate,0.02651,56,1775,0.01903,0.03398
1990,5th Quintile,(2c_voc) Vocational Maturity Certificate,0.06460,131,1775,0.05316,0.07604
1990,5th Quintile,(3a) Lower Tertiary Education,0.06189,110,1775,0.05067,0.07310
1990,5th Quintile,(3b) Higher Tertiary Education,0.12631,249,1775,0.11085,0.14177
1991,1st Quintile,(0) No qualification (yet),0.01146,34,1768,0.00650,0.01642
1991,1st Quintile,(1a) Inadequately completed,0.04234,242,1768,0.03295,0.05173
1991,1st Quintile,(1b) General Elementary School,0.28130,647,1768,0.26034,0.30227
1991,1st Quintile,(1c) Basic Vocational Qualification,0.26251,517,1768,0.24200,0.28303
1991,1st Quintile,(2) Intermediate General/Vocational Qualification,0.08919,172,1768,0.07590,0.10248
1991,1st Quintile,(2c_gen) General Maturity Certificate,0.02343,62,1768,0.01638,0.03048
1991,1st Quintile,(2c_voc) Vocational Maturity Certificate,0.02022,56,1768,0.01366,0.02678
1991,1st Quintile,(3b) Higher Tertiary Education,0.01996,38,1768,0.01344,0.02649
1991,2nd Quintile,(0) No qualification (yet),0.01259,35,1787,0.00742,0.01776
1991,2nd Quintile,(1a) Inadequately completed,0.02304,177,1787,0.01608,0.02999
1991,2nd Quintile,(1b) General Elementary School,0.19963,493,1787,0.18110,0.21817
1991,2nd Quintile,(1c) Basic Vocational Qualification,0.31192,654,1787,0.29044,0.33341
1991,2nd Quintile,(2) Intermediate General/Vocational Qualification,0.13512,279,1787,0.11926,0.15097
1991,2nd Quintile,(2c_gen) General Maturity Certificate,0.02409,77,1787,0.01698,0.03121
1991,2nd Quintile,(2c_voc) Vocational Maturity Certificate,0.03274,72,1787,0.02448,0.04099
1991,3rd Quintile,(0) No qualification (yet),0.01013,32,1868,0.00559,0.01467
1991,3rd Quintile,(1a) Inadequately completed,0.01704,125,1868,0.01117,0.02291
1991,3rd Quintile,(1b) General Elementary School,0.15638,411,1868,0.13991,0.17286
1991,3rd Quintile,(1c) Basic Vocational Qualification,0.34389,737,1868,0.32234,0.36544
