year,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,East,(2c_voc) Vocational Maturity Certificate,0.03656,227,5245,0.03148,0.04164
2006,East,(3a) Lower Tertiary Education,0.09722,684,5245,0.08920,0.10524
2006,East,(3b) Higher Tertiary Education,0.08902,648,5245,0.08131,0.09673
2007,West,(0) No qualification (yet),0.02105,477,15410,0.01878,0.02331
2007,West,(1a) Inadequately completed,0.01363,194,15410,0.01180,0.01547
2007,West,(1b) General Elementary School,0.09570,1535,15410,0.09106,0.10035
2007,West,(1c) Basic Vocational Qualification,0.26185,4553,15410,0.25491,0.26879
2007,West,(2) Intermediate General/Vocational Qualification,0.18816,3593,15410,0.18199,0.19433
2007,West,(2c_gen) General Maturity Certificate,0.03198,633,15410,0.02920,0.03476
2007,West,(2c_voc) Vocational Maturity Certificate,0.07061,1336,15410,0.06657,0.07466
2007,West,(3a) Lower Tertiary Education,0.04956,1059,15410,0.04614,0.05299
2007,West,(3b) Higher Tertiary Education,0.08700,2030,15410,0.08255,0.09145
2007,East,(0) No qualification (yet),0.02373,152,4954,0.01949,0.02796
2007,East,(1b) General Elementary School,0.04992,214,4954,0.04385,0.05598
2007,East,(1c) Basic Vocational Qualification,0.19920,1060,4954,0.18808,0.21032
2007,East,(2) Intermediate General/Vocational Qualification,0.33287,1838,4954,0.31974,0.34599
2007,East,(2c_gen) General Maturity Certificate,0.02761,169,4954,0.02305,0.03217
2007,East,(2c_voc) Vocational Maturity Certificate,0.03839,221,4954,0.03303,0.04374
2007,East,(3a) Lower Tertiary Education,0.10226,655,4954,0.09382,0.11069
2007,East,(3b) Higher Tertiary Education,0.08960,645,4954,0.08164,0.09755
2008,West,(0) No qualification (yet),0.02111,444,14406,0.01876,0.02346
2008,West,(1a) Inadequately completed,0.01309,171,14406,0.01123,0.01494
2008,West,(1b) General Elementary School,0.09380,1401,14406,0.08904,0.09856
2008,West,(1c) Basic Vocational Qualification,0.26054,4238,14406,0.25337,0.26770
2008,West,(2) Intermediate General/Vocational Qualification,0.19083,3392,14406,0.18442,0.19725
2008,West,(2c_gen) General Maturity Certificate,0.03333,579,14406,0.03039,0.03626
2008,West,(2c_voc) Vocational Maturity Certificate,0.06999,1231,14406,0.06583,0.07416
2008,West,(3a) Lower Tertiary Education,0.05085,1020,14406,0.04726,0.05444
2008,West,(3b) Higher Tertiary Education,0.08918,1930,14406,0.08453,0.09384
2008,East,(0) No qualification (yet),0.01960,114,4667,0.01562,0.02358
2008,East,(1b) General Elementary School,0.04538,194,4667,0.03941,0.05135
2008,East,(1c) Basic Vocational Qualification,0.19197,1004,4667,0.18067,0.20328
2008,East,(2) Intermediate General/Vocational Qualification,0.33990,1752,4667,0.32631,0.35349
2008,East,(2c_gen) General Maturity Certificate,0.02670,149,4667,0.02207,0.03133
2008,East,(2c_voc) Vocational Maturity Certificate,0.04030,212,4667,0.03466,0.04594
2008,East,(3a) Lower Tertiary Education,0.10239,629,4667,0.09369,0.11108
2008,East,(3b) Higher Tertiary Education,0.08825,613,4667,0.08011,0.09639
2009,West,(0) No qualification (yet),0.02192,424,13336,0.01944,0.02441
2009,West,(1a) Inadequately completed,0.01300,154,13336,0.01108,0.01492
2009,West,(1b) General Elementary School,0.08829,1241,13336,0.08348,0.09311
2009,West,(1c) Basic Vocational Qualification,0.25606,3872,13336,0.24865,0.26347
2009,West,(2) Intermediate General/Vocational Qualification,0.19241,3159,13336,0.18572,0.19910
2009,West,(2c_gen) General Maturity Certificate,0.03481,534,13336,0.03170,0.03792
2009,West,(2c_voc) Vocational Maturity Certificate,0.07027,1124,13336,0.06593,0.07461
2009,West,(3a) Lower Tertiary Education,0.05366,979,13336,0.04984,0.05749
2009,West,(3b) Higher Tertiary Education,0.09496,1849,13336,0.08999,0.09994
2009,East,(0) No qualification (yet),0.01658,81,4423,0.01282,0.02035
2009,East,(1b) General Elementary School,0.04040,174,4423,0.03460,0.04621
2009,East,(1c) Basic Vocational Qualification,0.18112,948,4423,0.16977,0.19247
2009,East,(2) Intermediate General/Vocational Qualification,0.34081,1669,4423,0.32684,0.35478
2009,East,(2c_gen) General Maturity Certificate,0.02806,146,4423,0.02319,0.03292
2009,East,(2c_voc) Vocational Maturity Certificate,0.04151,198,4423,0.03563,0.04739
2009,East,(3a) Lower Tertiary Education,0.10487,612,4423,0.09584,0.11390
2009,East,(3b) Higher Tertiary Education,0.09101,595,4423,0.08253,0.09949
2010,West,(0) No qualification (yet),0.02148,621,18450,0.01939,0.02358
2010,West,(1a) Inadequately completed,0.01334,322,18450,0.01168,0.01499
2010,West,(1b) General Elementary School,0.09132,1716,18450,0.08717,0.09548
2010,West,(1c) Basic Vocational Qualification,0.24512,4632,18450,0.23891,0.25133
2010,West,(2) Intermediate General/Vocational Qualification,0.19193,4615,18450,0.18624,0.19761
2010,West,(2c_gen) General Maturity Certificate,0.03667,728,18450,0.03396,0.03938
2010,West,(2c_voc) Vocational Maturity Certificate,0.07327,1836,18450,0.06951,0.07703
2010,West,(3a) Lower Tertiary Education,0.05557,1296,18450,0.05227,0.05888
2010,West,(3b) Higher Tertiary Education,0.09725,2684,18450,0.09297,0.10152
2010,East,(0) No qualification (yet),0.01008,88,5405,0.00742,0.01275
2010,East,(1a) Inadequately completed,0.00452,36,5405,0.00273,0.00631
2010,East,(1b) General Elementary School,0.03788,195,5405,0.03279,0.04297
2010,East,(1c) Basic Vocational Qualification,0.17812,989,5405,0.16792,0.18832
2010,East,(2) Intermediate General/Vocational Qualification,0.34916,2206,5405,0.33645,0.36187
2010,East,(2c_gen) General Maturity Certificate,0.03291,179,5405,0.02815,0.03766
2010,East,(2c_voc) Vocational Maturity Certificate,0.04506,316,5405,0.03952,0.05059
2010,East,(3a) Lower Tertiary Education,0.10666,668,5405,0.09843,0.11489
2010,East,(3b) Higher Tertiary Education,0.09353,728,5405,0.08577,0.10130
2011,West,(0) No qualification (yet),0.02136,783,21881,0.01945,0.02328
2011,West,(1a) Inadequately completed,0.01466,373,21881,0.01306,0.01625
2011,West,(1b) General Elementary School,0.08572,2053,21881,0.08201,0.08943
2011,West,(1c) Basic Vocational Qualification,0.23844,5532,21881,0.23279,0.24408
2011,West,(2) Intermediate General/Vocational Qualification,0.18947,5424,21881,0.18428,0.19467
2011,West,(2c_gen) General Maturity Certificate,0.03989,916,21881,0.03730,0.04248
2011,West,(2c_voc) Vocational Maturity Certificate,0.07532,2150,21881,0.07183,0.07882
2011,West,(3a) Lower Tertiary Education,0.05487,1541,21881,0.05186,0.05789
2011,West,(3b) Higher Tertiary Education,0.10049,3109,21881,0.09650,0.10447
2011,East,(0) No qualification (yet),0.01071,111,6231,0.00816,0.01327
2011,East,(1a) Inadequately completed,0.00697,52,6231,0.00491,0.00904
2011,East,(1b) General Elementary School,0.04206,262,6231,0.03708,0.04705
2011,East,(1c) Basic Vocational Qualification,0.17187,1144,6231,0.16251,0.18124
2011,East,(2) Intermediate General/Vocational Qualification,0.35179,2534,6231,0.33994,0.36365
2011,East,(2c_gen) General Maturity Certificate,0.03250,202,6231,0.02810,0.03690
2011,East,(2c_voc) Vocational Maturity Certificate,0.04687,364,6231,0.04162,0.05212
2011,East,(3a) Lower Tertiary Education,0.09912,730,6231,0.09170,0.10654
2011,East,(3b) Higher Tertiary Education,0.09184,832,6231,0.08467,0.09902
2012,West,(0) No qualification (yet),0.02052,801,21411,0.01862,0.02242
2012,West,(1a) Inadequately completed,0.01477,365,21411,0.01315,0.01638
2012,West,(1b) General Elementary School,0.08607,1986,21411,0.08231,0.08983
2012,West,(1c) Basic Vocational Qualification,0.23387,5327,21411,0.22820,0.23954
2012,West,(2) Intermediate General/Vocational Qualification,0.19106,5330,21411,0.18579,0.19632
2012,West,(2c_gen) General Maturity Certificate,0.03928,908,21411,0.03668,0.04188
2012,West,(2c_voc) Vocational Maturity Certificate,0.07505,2084,21411,0.07152,0.07858
2012,West,(3a) Lower Tertiary Education,0.05865,1573,21411,0.05550,0.06179
2012,West,(3b) Higher Tertiary Education,0.10336,3037,21411,0.09928,0.10744
2012,East,(0) No qualification (yet),0.00950,109,6125,0.00707,0.01193
2012,East,(1a) Inadequately completed,0.00686,53,6125,0.00480,0.00893
2012,East,(1b) General Elementary School,0.04253,249,6125,0.03748,0.04758
2012,East,(1c) Basic Vocational Qualification,0.17559,1145,6125,0.16606,0.18512
2012,East,(2) Intermediate General/Vocational Qualification,0.34501,2471,6125,0.33310,0.35692
2012,East,(2c_gen) General Maturity Certificate,0.02810,178,6125,0.02397,0.03224
2012,East,(2c_voc) Vocational Maturity Certificate,0.05267,384,6125,0.04707,0.05826
2012,East,(3a) Lower Tertiary Education,0.09536,702,6125,0.08800,0.10272
2012,East,(3b) Higher Tertiary Education,0.09627,834,6125,0.08888,0.10366
2013,West,(0) No qualification (yet),0.02126,935,24315,0.01945,0.02308
2013,West,(1a) Inadequately completed,0.01664,606,24315,0.01503,0.01825
2013,West,(1b) General Elementary School,0.08488,2587,24315,0.08138,0.08838
2013,West,(1c) Basic Vocational Qualification,0.22542,5501,24315,0.22016,0.23067
2013,West,(2) Intermediate General/Vocational Qualification,0.18979,5483,24315,0.18486,0.19472
2013,West,(2c_gen) General Maturity Certificate,0.04354,1425,24315,0.04098,0.04611
2013,West,(2c_voc) Vocational Maturity Certificate,0.07753,2470,24315,0.07417,0.08089
2013,West,(3a) Lower Tertiary Education,0.05918,1599,24315,0.05621,0.06214
2013,West,(3b) Higher Tertiary Education,0.10641,3709,24315,0.10253,0.11028
2013,East,(0) No qualification (yet),0.01163,149,6085,0.00894,0.01433
2013,East,(1a) Inadequately completed,0.00880,70,6085,0.00645,0.01114
2013,East,(1b) General Elementary School,0.04156,273,6085,0.03654,0.04657
2013,East,(1c) Basic Vocational Qualification,0.17263,1107,6085,0.16313,0.18212
2013,East,(2) Intermediate General/Vocational Qualification,0.35078,2364,6085,0.33879,0.36277
2013,East,(2c_gen) General Maturity Certificate,0.02774,176,6085,0.02362,0.03187
2013,East,(2c_voc) Vocational Maturity Certificate,0.05012,392,6085,0.04464,0.05560
2013,East,(3a) Lower Tertiary Education,0.09545,676,6085,0.08807,0.10284
2013,East,(3b) Higher Tertiary Education,0.09978,878,6085,0.09225,0.10732
2014,West,(0) No qualification (yet),0.01978,776,21298,0.01791,0.02165
2014,West,(1a) Inadequately completed,0.01661,486,21298,0.01489,0.01832
2014,West,(1b) General Elementary School,0.08253,2150,21298,0.07884,0.08623
2014,West,(1c) Basic Vocational Qualification,0.21966,4851,21298,0.21410,0.22522
2014,West,(2) Intermediate General/Vocational Qualification,0.18512,4821,21298,0.17990,0.19033
2014,West,(2c_gen) General Maturity Certificate,0.04602,1285,21298,0.04320,0.04883
2014,West,(2c_voc) Vocational Maturity Certificate,0.08015,2143,21298,0.07650,0.08380
2014,West,(3a) Lower Tertiary Education,0.06433,1524,21298,0.06104,0.06763
2014,West,(3b) Higher Tertiary Education,0.11016,3262,21298,0.10596,0.11437
2014,East,(0) No qualification (yet),0.00979,116,5524,0.00719,0.01239
2014,East,(1a) Inadequately completed,0.00968,58,5524,0.00710,0.01227
2014,East,(1b) General Elementary School,0.04552,262,5524,0.04002,0.05102
2014,East,(1c) Basic Vocational Qualification,0.16656,1000,5524,0.15674,0.17639
2014,East,(2) Intermediate General/Vocational Qualification,0.33862,2125,5524,0.32614,0.35110
2014,East,(2c_gen) General Maturity Certificate,0.02367,154,5524,0.01966,0.02768
2014,East,(2c_voc) Vocational Maturity Certificate,0.05407,368,5524,0.04811,0.06004
2014,East,(3a) Lower Tertiary Education,0.09614,651,5524,0.08836,0.10391
2014,East,(3b) Higher Tertiary Education,0.10140,790,5524,0.09344,0.10936
2015,West,(0) No qualification (yet),0.01623,658,21111,0.01453,0.01794
2015,West,(1a) Inadequately completed,0.01630,525,21111,0.01460,0.01801
2015,West,(1b) General Elementary School,0.07937,2058,21111,0.07572,0.08301
2015,West,(1c) Basic Vocational Qualification,0.21283,4604,21111,0.20731,0.21835
2015,West,(2) Intermediate General/Vocational Qualification,0.18758,4619,21111,0.18232,0.19285
2015,West,(2c_gen) General Maturity Certificate,0.04535,1401,21111,0.04254,0.04815
2015,West,(2c_voc) Vocational Maturity Certificate,0.08271,2242,21111,0.07899,0.08642
2015,West,(3a) Lower Tertiary Education,0.06694,1508,21111,0.06357,0.07032
2015,West,(3b) Higher Tertiary Education,0.11507,3496,21111,0.11077,0.11937
2015,East,(0) No qualification (yet),0.01113,121,5361,0.00832,0.01394
2015,East,(1a) Inadequately completed,0.00999,61,5361,0.00732,0.01265
2015,East,(1b) General Elementary School,0.04434,259,5361,0.03883,0.04985
2015,East,(1c) Basic Vocational Qualification,0.16442,956,5361,0.15449,0.17434
2015,East,(2) Intermediate General/Vocational Qualification,0.34178,2023,5361,0.32908,0.35448
2015,East,(2c_gen) General Maturity Certificate,0.02354,166,5361,0.01948,0.02760
2015,East,(2c_voc) Vocational Maturity Certificate,0.05247,357,5361,0.04650,0.05844
2015,East,(3a) Lower Tertiary Education,0.09338,619,5361,0.08559,0.10117
2015,East,(3b) Higher Tertiary Education,0.10458,799,5361,0.09639,0.11277
2016,West,(0) No qualification (yet),0.01691,735,21412,0.01519,0.01864
2016,West,(1a) Inadequately completed,0.01641,1286,21412,0.01471,0.01811
2016,West,(1b) General Elementary School,0.07892,2229,21412,0.07531,0.08254
2016,West,(1c) Basic Vocational Qualification,0.20853,4264,21412,0.20308,0.21397
2016,West,(2) Intermediate General/Vocational Qualification,0.18511,4213,21412,0.17991,0.19031
2016,West,(2c_gen) General Maturity Certificate,0.04419,1484,21412,0.04144,0.04695
2016,West,(2c_voc) Vocational Maturity Certificate,0.08680,2153,21412,0.08303,0.09057
2016,West,(3a) Lower Tertiary Education,0.06641,1430,21412,0.06308,0.06975
2016,West,(3b) Higher Tertiary Education,0.11631,3618,21412,0.11201,0.12060
2016,East,(0) No qualification (yet),0.01014,135,5488,0.00749,0.01279
2016,East,(1a) Inadequately completed,0.01024,243,5488,0.00758,0.01290
2016,East,(1b) General Elementary School,0.03999,314,5488,0.03480,0.04517
2016,East,(1c) Basic Vocational Qualification,0.14836,870,5488,0.13896,0.15777
2016,East,(2) Intermediate General/Vocational Qualification,0.33892,1909,5488,0.32639,0.35144
2016,East,(2c_gen) General Maturity Certificate,0.02625,221,5488,0.02202,0.03048
2016,East,(2c_voc) Vocational Maturity Certificate,0.05708,356,5488,0.05094,0.06322
2016,East,(3a) Lower Tertiary Education,0.09562,582,5488,0.08784,0.10340
2016,East,(3b) Higher Tertiary Education,0.10746,858,5488,0.09927,0.11566
2017,West,(0) No qualification (yet),0.01759,781,24057,0.01593,0.01925
2017,West,(1a) Inadequately completed,0.01946,1724,24057,0.01771,0.02120
2017,West,(1b) General Elementary School,0.07823,2497,24057,0.07484,0.08162
2017,West,(1c) Basic Vocational Qualification,0.19945,4376,24057,0.19440,0.20450
2017,West,(2) Intermediate General/Vocational Qualification,0.18910,4818,24057,0.18415,0.19405
2017,West,(2c_gen) General Maturity Certificate,0.04449,1796,24057,0.04189,0.04710
2017,West,(2c_voc) Vocational Maturity Certificate,0.08372,2345,24057,0.08022,0.08722
2017,West,(3a) Lower Tertiary Education,0.06735,1662,24057,0.06418,0.07052
2017,West,(3b) Higher Tertiary Education,0.11941,4058,24057,0.11531,0.12350
2017,East,(0) No qualification (yet),0.01311,144,6104,0.01026,0.01597
2017,East,(1a) Inadequately completed,0.01246,295,6104,0.00968,0.01524
2017,East,(1b) General Elementary School,0.03993,357,6104,0.03502,0.04484
2017,East,(1c) Basic Vocational Qualification,0.14050,884,6104,0.13178,0.14922
2017,East,(2) Intermediate General/Vocational Qualification,0.33909,2201,6104,0.32721,0.35097
2017,East,(2c_gen) General Maturity Certificate,0.02894,278,6104,0.02474,0.03315
2017,East,(2c_voc) Vocational Maturity Certificate,0.05902,414,6104,0.05311,0.06493
2017,East,(3a) Lower Tertiary Education,0.08850,616,6104,0.08137,0.09562
2017,East,(3b) Higher Tertiary Education,0.10877,915,6104,0.10096,0.11658
2018,West,(0) No qualification (yet),0.01408,643,22766,0.01255,0.01561
2018,West,(1a) Inadequately completed,0.01978,1648,22766,0.01797,0.02159
2018,West,(1b) General Elementary School,0.07720,2346,22766,0.07373,0.08067
2018,West,(1c) Basic Vocational Qualification,0.19526,4098,22766,0.19011,0.20041
2018,West,(2) Intermediate General/Vocational Qualification,0.18594,4569,22766,0.18088,0.19099
2018,West,(2c_gen) General Maturity Certificate,0.04515,1727,22766,0.04246,0.04785
2018,West,(2c_voc) Vocational Maturity Certificate,0.08670,2245,22766,0.08305,0.09036
2018,West,(3a) Lower Tertiary Education,0.07182,1652,22766,0.06847,0.07517
2018,West,(3b) Higher Tertiary Education,0.12205,3838,22766,0.11780,0.12630
2018,East,(0) No qualification (yet),0.01738,134,5943,0.01405,0.02070
2018,East,(1a) Inadequately completed,0.01120,270,5943,0.00852,0.01387
2018,East,(1b) General Elementary School,0.03950,376,5943,0.03455,0.04445
2018,East,(1c) Basic Vocational Qualification,0.13134,820,5943,0.12276,0.13993
2018,East,(2) Intermediate General/Vocational Qualification,0.34165,2187,5943,0.32959,0.35370
2018,East,(2c_gen) General Maturity Certificate,0.03471,265,5943,0.03006,0.03936
2018,East,(2c_voc) Vocational Maturity Certificate,0.06004,403,5943,0.05400,0.06608
2018,East,(3a) Lower Tertiary Education,0.09084,601,5943,0.08353,0.09815
2018,East,(3b) Higher Tertiary Education,0.10811,887,5943,0.10022,0.11601
2019,West,(0) No qualification (yet),0.01312,509,22496,0.01163,0.01461
2019,West,(1a) Inadequately completed,0.02041,1570,22496,0.01857,0.02226
2019,West,(1b) General Elementary School,0.07328,2054,22496,0.06987,0.07669
2019,West,(1c) Basic Vocational Qualification,0.18652,3842,22496,0.18143,0.19161
2019,West,(2) Intermediate General/Vocational Qualification,0.18700,4649,22496,0.18191,0.19210
2019,West,(2c_gen) General Maturity Certificate,0.04676,1659,22496,0.04400,0.04952
2019,West,(2c_voc) Vocational Maturity Certificate,0.08918,2324,22496,0.08546,0.09291
2019,West,(3a) Lower Tertiary Education,0.07053,1810,22496,0.06718,0.07387
2019,West,(3b) Higher Tertiary Education,0.12676,4079,22496,0.12241,0.13111
2019,East,(0) No qualification (yet),0.01389,107,5887,0.01090,0.01688
2019,East,(1a) Inadequately completed,0.01041,230,5887,0.00782,0.01300
2019,East,(1b) General Elementary School,0.03945,323,5887,0.03448,0.04442
2019,East,(1c) Basic Vocational Qualification,0.12484,722,5887,0.11639,0.13328
2019,East,(2) Intermediate General/Vocational Qualification,0.34338,2178,5887,0.33125,0.35551
2019,East,(2c_gen) General Maturity Certificate,0.03101,245,5887,0.02658,0.03543
2019,East,(2c_voc) Vocational Maturity Certificate,0.06211,418,5887,0.05595,0.06828
2019,East,(3a) Lower Tertiary Education,0.09511,650,5887,0.08761,0.10260
2019,East,(3b) Higher Tertiary Education,0.10891,1014,5887,0.10095,0.11687
2020,West,(0) No qualification (yet),0.01437,627,22847,0.01283,0.01592
2020,West,(1a) Inadequately completed,0.01853,1667,22847,0.01678,0.02028
2020,West,(1b) General Elementary School,0.07192,2208,22847,0.06857,0.07527
2020,West,(1c) Basic Vocational Qualification,0.18282,3590,22847,0.17781,0.18784
2020,West,(2) Intermediate General/Vocational Qualification,0.18704,4311,22847,0.18198,0.19210
2020,West,(2c_gen) General Maturity Certificate,0.04415,1921,22847,0.04148,0.04681
2020,West,(2c_voc) Vocational Maturity Certificate,0.08999,2408,22847,0.08628,0.09370
2020,West,(3a) Lower Tertiary Education,0.07523,1739,22847,0.07181,0.07865
2020,West,(3b) Higher Tertiary Education,0.12662,4376,22847,0.12230,0.13093
2020,East,(0) No qualification (yet),0.01859,149,5734,0.01510,0.02209
2020,East,(1a) Inadequately completed,0.00895,247,5734,0.00651,0.01139
2020,East,(1b) General Elementary School,0.03814,322,5734,0.03318,0.04310
2020,East,(1c) Basic Vocational Qualification,0.12140,678,5734,0.11295,0.12985
2020,East,(2) Intermediate General/Vocational Qualification,0.33737,2002,5734,0.32513,0.34961
2020,East,(2c_gen) General Maturity Certificate,0.03529,284,5734,0.03051,0.04007
2020,East,(2c_voc) Vocational Maturity Certificate,0.06206,404,5734,0.05582,0.06831
2020,East,(3a) Lower Tertiary Education,0.09605,616,5734,0.08842,0.10367
2020,East,(3b) Higher Tertiary Education,0.11117,1032,5734,0.10303,0.11931
2021,West,(0) No qualification (yet),0.01214,353,15110,0.01039,0.01389
2021,West,(1a) Inadequately completed,0.01729,991,15110,0.01521,0.01937
2021,West,(1b) General Elementary School,0.06266,1219,15110,0.05880,0.06653
2021,West,(1c) Basic Vocational Qualification,0.17745,2285,15110,0.17136,0.18354
2021,West,(2) Intermediate General/Vocational Qualification,0.17814,2911,15110,0.17204,0.18424
2021,West,(2c_gen) General Maturity Certificate,0.04810,1202,15110,0.04468,0.05151
2021,West,(2c_voc) Vocational Maturity Certificate,0.09214,1633,15110,0.08753,0.09676
2021,West,(3a) Lower Tertiary Education,0.07405,1298,15110,0.06987,0.07822
2021,West,(3b) Higher Tertiary Education,0.13882,3218,15110,0.13331,0.14433
2021,East,(0) No qualification (yet),0.01502,96,3831,0.01117,0.01887
2021,East,(1a) Inadequately completed,0.00881,133,3831,0.00585,0.01177
2021,East,(1b) General Elementary School,0.03462,166,3831,0.02883,0.04041
2021,East,(1c) Basic Vocational Qualification,0.11382,415,3831,0.10376,0.12388
2021,East,(2) Intermediate General/Vocational Qualification,0.32197,1352,3831,0.30717,0.33676
2021,East,(2c_gen) General Maturity Certificate,0.03814,201,3831,0.03207,0.04421
2021,East,(2c_voc) Vocational Maturity Certificate,0.06658,277,3831,0.05868,0.07447
2021,East,(3a) Lower Tertiary Education,0.08918,430,3831,0.08016,0.09821
2021,East,(3b) Higher Tertiary Education,0.12862,761,3831,0.11802,0.13923
