year,bula_h,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,At least once per month,0.25044,85,237,0.19516,0.30572
1990,Schleswig-Holstein,Seldom,0.42548,152,237,0.36240,0.48856
1990,Hamburg,At least once per month,0.37904,70,130,0.29532,0.46276
1990,Hamburg,Seldom,0.33813,60,130,0.25649,0.41976
1990,Lower Saxony,At least once per week,0.05880,60,970,0.04399,0.07362
1990,Lower Saxony,At least once per month,0.29781,332,970,0.26901,0.32660
1990,Lower Saxony,Seldom,0.40499,475,970,0.37409,0.43590
1990,Lower Saxony,Never,0.08611,103,970,0.06845,0.10378
1990,Bremen,At least once per month,0.33571,38,72,0.22586,0.44556
1990,Bremen,Seldom,0.27569,34,72,0.17174,0.37963
1990,North Rhine-Westphalia,At least once per week,0.05486,159,2537,0.04599,0.06372
1990,North Rhine-Westphalia,At least once per month,0.24251,721,2537,0.22583,0.25919
1990,North Rhine-Westphalia,Seldom,0.44033,1355,2537,0.42101,0.45965
1990,North Rhine-Westphalia,Never,0.07836,302,2537,0.06790,0.08882
1990,Hesse,At least once per week,0.07509,83,975,0.05854,0.09164
1990,Hesse,At least once per month,0.28227,292,975,0.25400,0.31054
1990,Hesse,Seldom,0.37754,434,975,0.34710,0.40799
1990,Hesse,Never,0.09926,166,975,0.08048,0.11804
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.07973,59,668,0.05918,0.10029
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.27139,203,668,0.23764,0.30514
1990,"Rhineland-Palatinate, Saarland",Seldom,0.37763,315,668,0.34084,0.41442
1990,"Rhineland-Palatinate, Saarland",Never,0.12093,91,668,0.09618,0.14567
1990,Baden-Wuerttemberg,At least once per week,0.06667,127,1772,0.05505,0.07829
1990,Baden-Wuerttemberg,At least once per month,0.26816,545,1772,0.24753,0.28879
1990,Baden-Wuerttemberg,Seldom,0.39057,881,1772,0.36784,0.41329
1990,Baden-Wuerttemberg,Never,0.08083,219,1772,0.06814,0.09353
1990,Bavaria,At least once per week,0.09149,156,1584,0.07729,0.10570
1990,Bavaria,At least once per month,0.28872,553,1584,0.26639,0.31104
1990,Bavaria,Seldom,0.39056,753,1584,0.36652,0.41459
1990,Bavaria,Never,0.05992,122,1584,0.04823,0.07161
1990,Berlin,At least once per month,0.19250,93,299,0.14774,0.23727
1990,Berlin,Seldom,0.21746,134,299,0.17062,0.26430
1990,Berlin,Never,0.07325,72,299,0.04367,0.10283
1995,Schleswig-Holstein,At least once per month,0.19263,64,229,0.14144,0.24383
1995,Schleswig-Holstein,Seldom,0.45170,165,229,0.38710,0.51630
1995,Hamburg,At least once per month,0.24598,37,93,0.15797,0.33398
1995,Hamburg,Seldom,0.40624,56,93,0.30588,0.50660
1995,Lower Saxony,At least once per month,0.24450,291,1010,0.21798,0.27102
1995,Lower Saxony,Seldom,0.44642,608,1010,0.41575,0.47709
1995,Lower Saxony,Never,0.09117,111,1010,0.07341,0.10893
1995,Bremen,Seldom,0.36779,38,38,0.21241,0.52317
1995,North Rhine-Westphalia,At least once per week,0.03903,121,2557,0.03152,0.04654
1995,North Rhine-Westphalia,At least once per month,0.21695,603,2557,0.20098,0.23293
1995,North Rhine-Westphalia,Seldom,0.45054,1463,2557,0.43126,0.46983
