year,sampreg,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,West,Daily,0.00271,35,9413,0.00166,0.00376
1990,West,At least once per week,0.06953,713,9413,0.06439,0.07467
1990,West,At least once per month,0.27329,2932,9413,0.26429,0.28229
1990,West,Seldom,0.40148,4593,9413,0.39158,0.41138
1990,West,Never,0.08311,1140,9413,0.07754,0.08869
1995,West,At least once per week,0.04911,507,9512,0.04476,0.05345
1995,West,At least once per month,0.22860,2481,9512,0.22016,0.23704
1995,West,Seldom,0.43462,5250,9512,0.42466,0.44458
1995,West,Never,0.10139,1274,9512,0.09532,0.10745
1995,East,At least once per week,0.04819,207,3669,0.04126,0.05512
1995,East,At least once per month,0.23417,1117,3669,0.22046,0.24787
1995,East,Seldom,0.43805,1996,3669,0.42199,0.45410
1995,East,Never,0.09774,349,3669,0.08813,0.10736
1998,West,At least once per week,0.04224,492,10279,0.03835,0.04612
1998,West,At least once per month,0.20953,2497,10279,0.20166,0.21740
1998,West,Seldom,0.47529,6165,10279,0.46564,0.48495
1998,West,Never,0.08712,1125,10279,0.08166,0.09257
1998,East,At least once per week,0.03882,182,3843,0.03271,0.04493
1998,East,At least once per month,0.20490,971,3843,0.19214,0.21766
1998,East,Seldom,0.49587,2338,3843,0.48006,0.51168
1998,East,Never,0.09285,352,3843,0.08367,0.10203
2003,West,At least once per week,0.03732,812,16697,0.03445,0.04020
2003,West,At least once per month,0.19983,4367,16697,0.19376,0.20589
2003,West,Seldom,0.46641,9526,16697,0.45884,0.47398
2003,West,Never,0.11417,1992,16697,0.10935,0.11900
2003,East,At least once per week,0.04123,260,5326,0.03589,0.04657
2003,East,At least once per month,0.19795,1267,5326,0.18725,0.20865
2003,East,Seldom,0.51093,3196,5326,0.49751,0.52436
2003,East,Never,0.11485,603,5326,0.10628,0.12341
2008,West,At least once per week,0.02290,407,14469,0.02046,0.02534
2008,West,At least once per month,0.16639,3203,14469,0.16033,0.17246
2008,West,Seldom,0.49318,8691,14469,0.48504,0.50133
2008,West,Never,0.14442,2168,14469,0.13870,0.15015
2008,East,At least once per week,0.02517,143,4751,0.02071,0.02962
2008,East,At least once per month,0.17237,977,4751,0.16163,0.18311
2008,East,Seldom,0.50784,2848,4751,0.49362,0.52205
2008,East,Never,0.16754,783,4751,0.15692,0.17816
2013,West,At least once per week,0.02871,898,19714,0.02638,0.03104
2013,West,At least once per month,0.20077,5674,19714,0.19518,0.20637
2013,West,Seldom,0.40931,10720,19714,0.40245,0.41618
2013,West,Never,0.10518,2422,19714,0.10090,0.10947
2013,East,At least once per week,0.02879,249,5688,0.02444,0.03313
2013,East,At least once per month,0.20452,1457,5688,0.19404,0.21500
2013,East,Seldom,0.47167,3126,5688,0.45870,0.48465
2013,East,Never,0.13119,856,5688,0.12241,0.13996
2017,West,Daily,0.00009,41,3377,-0.00023,0.00040
2017,West,At least once per week,0.00049,286,3377,-0.00026,0.00123
2017,West,At least once per month,0.00106,584,3377,-0.00004,0.00216
2017,West,Seldom,0.00178,1163,3377,0.00036,0.00320
2017,West,Never,0.00222,1303,3377,0.00063,0.00380
2017,East,At least once per week,0.00052,53,575,-0.00134,0.00238
2017,East,At least once per month,0.00068,78,575,-0.00145,0.00282
2017,East,Seldom,0.00210,222,575,-0.00165,0.00584
2017,East,Never,0.00217,222,575,-0.00164,0.00598
2018,West,Daily,0.00013,55,2697,-0.00030,0.00057
2018,West,At least once per week,0.00092,448,2697,-0.00023,0.00206
2018,West,At least once per month,0.00149,708,2697,0.00004,0.00295
2018,West,Seldom,0.00189,971,2697,0.00025,0.00353
2018,West,Never,0.00121,515,2697,-0.00010,0.00252
2018,East,At least once per week,0.00109,84,467,-0.00191,0.00409
2018,East,At least once per month,0.00096,98,467,-0.00185,0.00377
2018,East,Seldom,0.00195,176,467,-0.00206,0.00596
2018,East,Never,0.00119,109,467,-0.00194,0.00432
2019,West,Daily,0.00138,126,22742,0.00090,0.00186
2019,West,At least once per week,0.03997,1488,22742,0.03742,0.04252
2019,West,At least once per month,0.26945,7890,22742,0.26369,0.27522
2019,West,Seldom,0.42687,10892,22742,0.42044,0.43330
2019,West,Never,0.09664,2346,22742,0.09280,0.10048
2019,East,At least once per week,0.04029,347,5949,0.03530,0.04529
2019,East,At least once per month,0.24935,1954,5949,0.23835,0.26034
2019,East,Seldom,0.44554,2983,5949,0.43291,0.45817
2019,East,Never,0.10863,665,5949,0.10072,0.11654
