year,age_gr,bula_h,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Seldom,0.64603,49,49,0.51075,0.78132
1990,17-29 y.,Lower Saxony,At least once per month,0.38956,94,262,0.33039,0.44872
1990,17-29 y.,Lower Saxony,Seldom,0.46337,136,262,0.40287,0.52386
1990,17-29 y.,Lower Saxony,Never,0.08250,32,262,0.04913,0.11588
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.07173,48,733,0.05304,0.09043
1990,17-29 y.,North Rhine-Westphalia,At least once per month,0.28329,201,733,0.25065,0.31593
1990,17-29 y.,North Rhine-Westphalia,Seldom,0.56829,406,733,0.53241,0.60417
1990,17-29 y.,North Rhine-Westphalia,Never,0.07188,78,733,0.05317,0.09059
1990,17-29 y.,Hesse,At least once per month,0.34789,81,240,0.28751,0.40828
1990,17-29 y.,Hesse,Seldom,0.43549,122,240,0.37263,0.49835
1990,17-29 y.,Hesse,Never,0.11089,37,240,0.07108,0.15070
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.34673,64,150,0.27031,0.42315
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.45482,86,150,0.37487,0.53478
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.08270,40,534,0.05932,0.10608
1990,17-29 y.,Baden-Wuerttemberg,At least once per month,0.34128,180,534,0.30103,0.38154
1990,17-29 y.,Baden-Wuerttemberg,Seldom,0.52758,276,534,0.48519,0.56996
1990,17-29 y.,Baden-Wuerttemberg,Never,0.03243,38,534,0.01739,0.04747
1990,17-29 y.,Bavaria,At least once per week,0.10933,51,440,0.08014,0.13852
1990,17-29 y.,Bavaria,At least once per month,0.34865,162,440,0.30407,0.39323
1990,17-29 y.,Bavaria,Seldom,0.49017,227,440,0.44341,0.53693
1990,17-29 y.,Berlin,Seldom,0.32276,45,45,0.18462,0.46091
1990,30-45 y.,Schleswig-Holstein,Seldom,0.46429,38,38,0.30359,0.62499
1990,30-45 y.,Lower Saxony,At least once per month,0.37552,89,215,0.31064,0.44040
1990,30-45 y.,Lower Saxony,Seldom,0.49986,126,215,0.43287,0.56685
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.06636,54,820,0.04931,0.08341
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.34029,263,820,0.30784,0.37274
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.52846,433,820,0.49427,0.56265
1990,30-45 y.,North Rhine-Westphalia,Never,0.06202,70,820,0.04550,0.07854
1990,30-45 y.,Hesse,At least once per month,0.43989,109,266,0.38013,0.49966
1990,30-45 y.,Hesse,Seldom,0.42137,120,266,0.36191,0.48082
1990,30-45 y.,Hesse,Never,0.06249,37,266,0.03335,0.09163
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.27748,44,136,0.20195,0.35301
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.51973,92,136,0.43545,0.60400
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.35754,166,512,0.31598,0.39909
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.49862,279,512,0.45526,0.54197
1990,30-45 y.,Baden-Wuerttemberg,Never,0.08496,67,512,0.06078,0.10913
1990,30-45 y.,Bavaria,At least once per week,0.10775,39,435,0.07858,0.13692
1990,30-45 y.,Bavaria,At least once per month,0.36924,174,435,0.32384,0.41465
1990,30-45 y.,Bavaria,Seldom,0.48203,222,435,0.43502,0.52905
1990,30-45 y.,Berlin,At least once per month,0.26847,34,72,0.16539,0.37156
1990,30-45 y.,Berlin,Seldom,0.25304,38,72,0.15191,0.35417
1990,46-65 y.,Schleswig-Holstein,At least once per month,0.33974,31,81,0.23595,0.44353
1990,46-65 y.,Schleswig-Holstein,Seldom,0.49442,50,81,0.38486,0.60398
1990,46-65 y.,Lower Saxony,At least once per month,0.36323,118,286,0.30740,0.41907
1990,46-65 y.,Lower Saxony,Seldom,0.49503,168,286,0.43698,0.55307
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.06612,42,749,0.04831,0.08393
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.28909,201,749,0.25660,0.32158
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.54507,401,749,0.50938,0.58076
1990,46-65 y.,North Rhine-Westphalia,Never,0.08625,105,749,0.06613,0.10637
1990,46-65 y.,Hesse,At least once per month,0.30516,74,285,0.25160,0.35871
1990,46-65 y.,Hesse,Seldom,0.47480,142,285,0.41672,0.53287
1990,46-65 y.,Hesse,Never,0.09020,69,285,0.05688,0.12352
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.34212,69,202,0.27654,0.40771
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.40997,100,202,0.34197,0.47796
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.12911,33,202,0.08275,0.17546
1990,46-65 y.,Baden-Wuerttemberg,At least once per week,0.10483,47,535,0.07885,0.13082
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.33382,158,535,0.29383,0.37382
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.46866,258,535,0.42633,0.51099
1990,46-65 y.,Baden-Wuerttemberg,Never,0.07968,72,535,0.05672,0.10265
1990,46-65 y.,Bavaria,At least once per week,0.10853,44,459,0.08004,0.13702
1990,46-65 y.,Bavaria,At least once per month,0.34759,154,459,0.30398,0.39121
1990,46-65 y.,Bavaria,Seldom,0.49583,230,459,0.45004,0.54162
1990,46-65 y.,Bavaria,Never,0.03777,31,459,0.02031,0.05523
1990,46-65 y.,Berlin,At least once per month,0.26183,32,72,0.15957,0.36409
1990,46-65 y.,Berlin,Seldom,0.24975,40,72,0.14906,0.35044
1990,66 and older,Lower Saxony,At least once per month,0.23182,31,112,0.15331,0.31032
1990,66 and older,Lower Saxony,Seldom,0.41314,45,112,0.32153,0.50474
1990,66 and older,Lower Saxony,Never,0.31334,36,112,0.22705,0.39963
1990,66 and older,North Rhine-Westphalia,At least once per month,0.23229,56,220,0.17636,0.28822
1990,66 and older,North Rhine-Westphalia,Seldom,0.47947,115,220,0.41330,0.54563
1990,66 and older,North Rhine-Westphalia,Never,0.22321,49,220,0.16806,0.27836
1990,66 and older,Hesse,Seldom,0.44781,50,50,0.30858,0.58705
1990,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.38200,37,37,0.22328,0.54072
1990,66 and older,Baden-Wuerttemberg,At least once per month,0.25166,41,151,0.18221,0.32111
1990,66 and older,Baden-Wuerttemberg,Seldom,0.39320,68,151,0.31503,0.47137
1990,66 and older,Baden-Wuerttemberg,Never,0.27333,42,151,0.20201,0.34465
1990,66 and older,Bavaria,At least once per month,0.30686,63,176,0.23852,0.37519
1990,66 and older,Bavaria,Seldom,0.37664,74,176,0.30485,0.44843
1990,66 and older,Bavaria,Never,0.20119,39,176,0.14180,0.26059
1995,17-29 y.,Schleswig-Holstein,Seldom,0.66884,48,48,0.53429,0.80339
1995,17-29 y.,Lower Saxony,At least once per month,0.23553,61,237,0.18139,0.28967
1995,17-29 y.,Lower Saxony,Seldom,0.64635,176,237,0.58536,0.70735
1995,17-29 y.,North Rhine-Westphalia,At least once per month,0.23512,140,641,0.20227,0.26798
1995,17-29 y.,North Rhine-Westphalia,Seldom,0.62192,405,641,0.58436,0.65949
1995,17-29 y.,North Rhine-Westphalia,Never,0.10263,96,641,0.07912,0.12614
1995,17-29 y.,Hesse,At least once per month,0.24349,52,221,0.18678,0.30021
1995,17-29 y.,Hesse,Seldom,0.56475,134,221,0.49924,0.63027
1995,17-29 y.,Hesse,Never,0.12502,35,221,0.08131,0.16872
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.20579,35,162,0.14334,0.26824
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.54476,96,162,0.46784,0.62169
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.19954,31,162,0.13781,0.26128
1995,17-29 y.,Baden-Wuerttemberg,At least once per month,0.30620,148,488,0.26526,0.34714
1995,17-29 y.,Baden-Wuerttemberg,Seldom,0.53308,287,488,0.48877,0.57739
1995,17-29 y.,Baden-Wuerttemberg,Never,0.09175,53,488,0.06611,0.11739
1995,17-29 y.,Bavaria,At least once per month,0.31142,131,388,0.26528,0.35755
1995,17-29 y.,Bavaria,Seldom,0.54133,257,388,0.49168,0.59098
1995,17-29 y.,Berlin,Seldom,0.63110,79,79,0.52402,0.73818
1995,17-29 y.,Brandenburg,At least once per month,0.26570,33,115,0.18461,0.34678
1995,17-29 y.,Brandenburg,Seldom,0.57887,82,115,0.48824,0.66951
1995,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.38966,40,97,0.29211,0.48721
1995,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.51451,57,97,0.41453,0.61449
1995,17-29 y.,Saxony,At least once per month,0.32181,78,209,0.25832,0.38530
1995,17-29 y.,Saxony,Seldom,0.56189,131,209,0.49446,0.62931
1995,17-29 y.,Saxony-Anhalt,At least once per month,0.32751,56,145,0.25085,0.40416
1995,17-29 y.,Saxony-Anhalt,Seldom,0.59270,89,145,0.51245,0.67295
1995,17-29 y.,Thuringa,At least once per month,0.28290,48,131,0.20548,0.36033
1995,17-29 y.,Thuringa,Seldom,0.49740,83,131,0.41145,0.58335
1995,30-45 y.,Schleswig-Holstein,Seldom,0.66126,59,59,0.53946,0.78307
1995,30-45 y.,Lower Saxony,At least once per month,0.30755,96,305,0.25568,0.35943
1995,30-45 y.,Lower Saxony,Seldom,0.58657,209,305,0.53121,0.64193
1995,30-45 y.,North Rhine-Westphalia,At least once per week,0.07198,58,885,0.05495,0.08902
1995,30-45 y.,North Rhine-Westphalia,At least once per month,0.30728,243,885,0.27687,0.33769
1995,30-45 y.,North Rhine-Westphalia,Seldom,0.53069,492,885,0.49779,0.56359
1995,30-45 y.,North Rhine-Westphalia,Never,0.07870,92,885,0.06095,0.09645
1995,30-45 y.,Hesse,At least once per month,0.36376,99,284,0.30771,0.41982
1995,30-45 y.,Hesse,Seldom,0.49979,154,284,0.44154,0.55805
1995,30-45 y.,Hesse,Never,0.06056,31,284,0.03277,0.08835
1995,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.30271,66,245,0.24506,0.36035
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.53496,147,245,0.47237,0.59754
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.10116,32,245,0.06333,0.13900
1995,30-45 y.,Baden-Wuerttemberg,At least once per month,0.28602,154,539,0.24784,0.32421
1995,30-45 y.,Baden-Wuerttemberg,Seldom,0.58669,332,539,0.54508,0.62830
1995,30-45 y.,Baden-Wuerttemberg,Never,0.05463,53,539,0.03543,0.07383
1995,30-45 y.,Bavaria,At least once per week,0.09095,36,548,0.06686,0.11505
1995,30-45 y.,Bavaria,At least once per month,0.31555,181,548,0.27660,0.35450
1995,30-45 y.,Bavaria,Seldom,0.53807,298,548,0.49629,0.57985
1995,30-45 y.,Bavaria,Never,0.05195,33,548,0.03335,0.07055
1995,30-45 y.,Berlin,At least once per month,0.32879,61,152,0.25386,0.40372
1995,30-45 y.,Berlin,Seldom,0.48439,91,152,0.40468,0.56411
1995,30-45 y.,Brandenburg,At least once per month,0.27803,63,180,0.21240,0.34367
1995,30-45 y.,Brandenburg,Seldom,0.59745,117,180,0.52561,0.66930
1995,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.30403,43,115,0.21959,0.38847
1995,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.56223,72,115,0.47116,0.65330
1995,30-45 y.,Saxony,At least once per month,0.38556,135,360,0.33521,0.43590
1995,30-45 y.,Saxony,Seldom,0.47621,192,360,0.42454,0.52787
1995,30-45 y.,Saxony,Never,0.09084,33,360,0.06111,0.12057
1995,30-45 y.,Saxony-Anhalt,At least once per month,0.31977,72,188,0.25293,0.38662
1995,30-45 y.,Saxony-Anhalt,Seldom,0.51906,116,188,0.44745,0.59068
1995,30-45 y.,Thuringa,At least once per month,0.32673,79,199,0.26140,0.39206
1995,30-45 y.,Thuringa,Seldom,0.48935,120,199,0.41972,0.55898
1995,46-65 y.,Schleswig-Holstein,Seldom,0.55922,47,47,0.41574,0.70269
1995,46-65 y.,Lower Saxony,At least once per month,0.32665,96,306,0.27401,0.37928
1995,46-65 y.,Lower Saxony,Seldom,0.54856,174,306,0.49271,0.60441
1995,46-65 y.,Lower Saxony,Never,0.08937,36,306,0.05735,0.12138
1995,46-65 y.,North Rhine-Westphalia,At least once per month,0.23591,155,709,0.20464,0.26719
1995,46-65 y.,North Rhine-Westphalia,Seldom,0.60651,447,709,0.57053,0.64250
1995,46-65 y.,North Rhine-Westphalia,Never,0.10194,107,709,0.07965,0.12423
1995,46-65 y.,Hesse,At least once per month,0.23065,66,270,0.18031,0.28099
1995,46-65 y.,Hesse,Seldom,0.52068,132,270,0.46098,0.58038
1995,46-65 y.,Hesse,Never,0.16650,72,270,0.12198,0.21102
1995,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31159,52,138,0.23404,0.38915
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.46250,86,138,0.37901,0.54600
1995,46-65 y.,Baden-Wuerttemberg,At least once per month,0.21999,106,487,0.18316,0.25682
1995,46-65 y.,Baden-Wuerttemberg,Seldom,0.61327,300,487,0.56997,0.65657
1995,46-65 y.,Baden-Wuerttemberg,Never,0.10669,81,487,0.07924,0.13414
1995,46-65 y.,Bavaria,At least once per month,0.31125,138,458,0.26880,0.35370
1995,46-65 y.,Bavaria,Seldom,0.51225,272,458,0.46642,0.55808
1995,46-65 y.,Bavaria,Never,0.10305,48,458,0.07518,0.13093
1995,46-65 y.,Berlin,At least once per month,0.30144,54,150,0.22776,0.37512
1995,46-65 y.,Berlin,Seldom,0.50586,96,150,0.42558,0.58614
1995,46-65 y.,Brandenburg,At least once per month,0.30717,56,162,0.23591,0.37843
1995,46-65 y.,Brandenburg,Seldom,0.58720,106,162,0.51115,0.66325
1995,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.34423,53,129,0.26192,0.42654
1995,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.50882,76,129,0.42221,0.59543
1995,46-65 y.,Saxony,At least once per month,0.34701,125,307,0.29367,0.40035
1995,46-65 y.,Saxony,Seldom,0.50876,182,307,0.45274,0.56477
1995,46-65 y.,Saxony-Anhalt,At least once per month,0.20148,47,197,0.14532,0.25763
1995,46-65 y.,Saxony-Anhalt,Seldom,0.62005,150,197,0.55209,0.68800
1995,46-65 y.,Thuringa,At least once per month,0.27044,49,160,0.20139,0.33948
1995,46-65 y.,Thuringa,Seldom,0.53916,111,160,0.46168,0.61664
1995,66 and older,Lower Saxony,At least once per month,0.31403,38,87,0.21593,0.41212
1995,66 and older,Lower Saxony,Seldom,0.39505,49,87,0.29172,0.49837
1995,66 and older,North Rhine-Westphalia,At least once per month,0.26957,65,259,0.21543,0.32372
1995,66 and older,North Rhine-Westphalia,Seldom,0.40502,119,259,0.34512,0.46492
1995,66 and older,North Rhine-Westphalia,Never,0.28431,75,259,0.22927,0.33936
1995,66 and older,Hesse,Seldom,0.46877,55,55,0.33567,0.60187
1995,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.40009,41,75,0.28846,0.51171
1995,66 and older,"Rhineland-Palatinate, Saarland",Never,0.32095,34,75,0.21458,0.42731
1995,66 and older,Baden-Wuerttemberg,At least once per month,0.24117,43,176,0.17778,0.30455
1995,66 and older,Baden-Wuerttemberg,Seldom,0.40879,84,176,0.33595,0.48163
1995,66 and older,Baden-Wuerttemberg,Never,0.24456,49,176,0.18088,0.30824
1995,66 and older,Bavaria,At least once per month,0.29583,58,179,0.22878,0.36288
1995,66 and older,Bavaria,Seldom,0.38831,77,179,0.31671,0.45991
1995,66 and older,Bavaria,Never,0.24760,44,179,0.18419,0.31101
1995,66 and older,Saxony,Seldom,0.47116,63,100,0.37283,0.56949
1995,66 and older,Saxony,Never,0.31782,37,100,0.22610,0.40954
1995,66 and older,Saxony-Anhalt,Seldom,0.60880,46,46,0.46621,0.75139
1995,66 and older,Thuringa,Seldom,0.45657,36,36,0.29155,0.62160
1998,17-29 y.,Schleswig-Holstein,Seldom,0.70134,47,47,0.56908,0.83360
1998,17-29 y.,Lower Saxony,At least once per month,0.21363,59,235,0.16111,0.26615
1998,17-29 y.,Lower Saxony,Seldom,0.63493,176,235,0.57324,0.69662
