year,age_gr,bula_h,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,North Rhine-Westphalia,At least once per month,0.22851,150,599,0.19486,0.26217
1998,17-29 y.,North Rhine-Westphalia,Seldom,0.65089,397,599,0.61268,0.68910
1998,17-29 y.,North Rhine-Westphalia,Never,0.08133,52,599,0.05942,0.10324
1998,17-29 y.,Hesse,At least once per month,0.17536,42,164,0.11698,0.23374
1998,17-29 y.,Hesse,Seldom,0.68504,122,164,0.61373,0.75635
1998,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.19009,31,128,0.12185,0.25833
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.62655,97,128,0.54242,0.71068
1998,17-29 y.,Baden-Wuerttemberg,At least once per month,0.23872,93,417,0.19776,0.27969
1998,17-29 y.,Baden-Wuerttemberg,Seldom,0.62804,283,417,0.58160,0.67449
1998,17-29 y.,Baden-Wuerttemberg,Never,0.07685,41,417,0.05125,0.10245
1998,17-29 y.,Bavaria,At least once per month,0.35356,129,374,0.30505,0.40208
1998,17-29 y.,Bavaria,Seldom,0.54201,245,374,0.49145,0.59257
1998,17-29 y.,Berlin,Seldom,0.56620,63,63,0.44283,0.68956
1998,17-29 y.,Brandenburg,At least once per month,0.19037,33,130,0.12262,0.25812
1998,17-29 y.,Brandenburg,Seldom,0.68335,97,130,0.60308,0.76363
1998,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.35142,32,84,0.24871,0.45413
1998,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.50163,52,84,0.39406,0.60920
1998,17-29 y.,Saxony,At least once per month,0.32055,82,226,0.25957,0.38153
1998,17-29 y.,Saxony,Seldom,0.55440,144,226,0.48945,0.61934
1998,17-29 y.,Saxony-Anhalt,Seldom,0.63099,98,98,0.53496,0.72702
1998,17-29 y.,Thuringa,At least once per month,0.25632,47,151,0.18645,0.32619
1998,17-29 y.,Thuringa,Seldom,0.64397,104,151,0.56734,0.72060
1998,30-45 y.,Schleswig-Holstein,At least once per month,0.27969,43,112,0.19618,0.36319
1998,30-45 y.,Schleswig-Holstein,Seldom,0.61809,69,112,0.52771,0.70848
1998,30-45 y.,Lower Saxony,At least once per month,0.26071,100,407,0.21801,0.30342
1998,30-45 y.,Lower Saxony,Seldom,0.63220,271,407,0.58529,0.67910
1998,30-45 y.,Lower Saxony,Never,0.07231,36,407,0.04711,0.09750
1998,30-45 y.,North Rhine-Westphalia,At least once per week,0.04876,42,966,0.03517,0.06235
1998,30-45 y.,North Rhine-Westphalia,At least once per month,0.26769,248,966,0.23975,0.29562
1998,30-45 y.,North Rhine-Westphalia,Seldom,0.59824,600,966,0.56730,0.62917
1998,30-45 y.,North Rhine-Westphalia,Never,0.07293,76,966,0.05653,0.08934
1998,30-45 y.,Hesse,At least once per month,0.32555,88,293,0.27180,0.37930
1998,30-45 y.,Hesse,Seldom,0.51315,170,293,0.45582,0.57048
1998,30-45 y.,Hesse,Never,0.09940,35,293,0.06508,0.13371
1998,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.20855,51,253,0.15838,0.25871
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.65311,202,253,0.59434,0.71188
1998,30-45 y.,Baden-Wuerttemberg,At least once per month,0.22959,137,619,0.19643,0.26275
1998,30-45 y.,Baden-Wuerttemberg,Seldom,0.66636,425,619,0.62918,0.70353
1998,30-45 y.,Baden-Wuerttemberg,Never,0.06862,57,619,0.04868,0.08855
1998,30-45 y.,Bavaria,At least once per week,0.05396,34,600,0.03587,0.07206
1998,30-45 y.,Bavaria,At least once per month,0.29281,192,600,0.25637,0.32926
1998,30-45 y.,Bavaria,Seldom,0.60280,374,600,0.56362,0.64199
1998,30-45 y.,Berlin,At least once per month,0.27682,50,165,0.20834,0.34530
1998,30-45 y.,Berlin,Seldom,0.62786,115,165,0.55388,0.70184
1998,30-45 y.,Brandenburg,At least once per month,0.23650,48,165,0.17147,0.30154
1998,30-45 y.,Brandenburg,Seldom,0.62943,117,165,0.55552,0.70335
1998,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.64350,87,87,0.54227,0.74473
1998,30-45 y.,Saxony,At least once per month,0.29627,109,346,0.24809,0.34445
1998,30-45 y.,Saxony,Seldom,0.59746,237,346,0.54571,0.64921
1998,30-45 y.,Saxony-Anhalt,At least once per month,0.29032,55,174,0.22268,0.35796
1998,30-45 y.,Saxony-Anhalt,Seldom,0.57299,119,174,0.49928,0.64670
1998,30-45 y.,Thuringa,At least once per month,0.20337,54,221,0.15019,0.25656
1998,30-45 y.,Thuringa,Seldom,0.67229,167,221,0.61027,0.73432
1998,46-65 y.,Schleswig-Holstein,At least once per month,0.29880,31,92,0.20475,0.39284
1998,46-65 y.,Schleswig-Holstein,Seldom,0.58373,61,92,0.48245,0.68501
1998,46-65 y.,Lower Saxony,At least once per month,0.28449,101,300,0.23335,0.33563
1998,46-65 y.,Lower Saxony,Seldom,0.54800,199,300,0.49159,0.60441
1998,46-65 y.,North Rhine-Westphalia,At least once per month,0.23301,178,848,0.20454,0.26148
1998,46-65 y.,North Rhine-Westphalia,Seldom,0.61517,558,848,0.58240,0.64794
1998,46-65 y.,North Rhine-Westphalia,Never,0.10345,112,848,0.08294,0.12396
1998,46-65 y.,Hesse,At least once per month,0.27912,76,292,0.22758,0.33066
1998,46-65 y.,Hesse,Seldom,0.55825,176,292,0.50119,0.61530
1998,46-65 y.,Hesse,Never,0.09707,40,292,0.06305,0.13108
1998,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.25606,51,207,0.19646,0.31566
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.52739,118,207,0.45922,0.59557
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.16109,38,207,0.11089,0.21129
1998,46-65 y.,Baden-Wuerttemberg,At least once per month,0.27155,120,489,0.23208,0.31101
1998,46-65 y.,Baden-Wuerttemberg,Seldom,0.55203,291,489,0.50791,0.59616
1998,46-65 y.,Baden-Wuerttemberg,Never,0.11016,78,489,0.08238,0.13794
1998,46-65 y.,Bavaria,At least once per week,0.05876,32,542,0.03895,0.07858
1998,46-65 y.,Bavaria,At least once per month,0.27127,135,542,0.23380,0.30874
1998,46-65 y.,Bavaria,Seldom,0.56961,324,542,0.52789,0.61134
1998,46-65 y.,Bavaria,Never,0.08593,51,542,0.06231,0.10955
1998,46-65 y.,Berlin,At least once per month,0.28886,51,148,0.21559,0.36212
1998,46-65 y.,Berlin,Seldom,0.59968,97,148,0.52047,0.67888
1998,46-65 y.,Brandenburg,At least once per month,0.23121,47,186,0.17046,0.29197
1998,46-65 y.,Brandenburg,Seldom,0.61305,139,186,0.54287,0.68324
1998,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.24137,38,120,0.16448,0.31825
1998,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.59399,82,120,0.50575,0.68222
1998,46-65 y.,Saxony,At least once per month,0.27494,105,343,0.22762,0.32226
1998,46-65 y.,Saxony,Seldom,0.60048,238,343,0.54857,0.65240
1998,46-65 y.,Saxony-Anhalt,At least once per month,0.20187,48,206,0.14692,0.25681
1998,46-65 y.,Saxony-Anhalt,Seldom,0.60749,158,206,0.54065,0.67434
1998,46-65 y.,Thuringa,At least once per month,0.25823,57,189,0.19567,0.32079
1998,46-65 y.,Thuringa,Seldom,0.59021,132,189,0.51991,0.66051
1998,66 and older,Lower Saxony,Seldom,0.57248,87,87,0.46792,0.67704
1998,66 and older,North Rhine-Westphalia,At least once per month,0.17937,64,329,0.13785,0.22089
1998,66 and older,North Rhine-Westphalia,Seldom,0.51482,186,329,0.46073,0.56891
1998,66 and older,North Rhine-Westphalia,Never,0.22128,79,329,0.17635,0.26620
1998,66 and older,Hesse,Seldom,0.51839,65,65,0.39597,0.64080
1998,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.44039,59,90,0.33725,0.54353
1998,66 and older,"Rhineland-Palatinate, Saarland",Never,0.22587,31,90,0.13899,0.31274
1998,66 and older,Baden-Wuerttemberg,At least once per month,0.25271,51,202,0.19263,0.31278
1998,66 and older,Baden-Wuerttemberg,Seldom,0.47406,102,202,0.40503,0.54309
1998,66 and older,Baden-Wuerttemberg,Never,0.22793,49,202,0.16993,0.28592
1998,66 and older,Bavaria,At least once per month,0.27203,76,245,0.21619,0.32786
1998,66 and older,Bavaria,Seldom,0.43858,125,245,0.37632,0.50085
1998,66 and older,Bavaria,Never,0.16711,44,245,0.12030,0.21392
1998,66 and older,Berlin,Seldom,0.48331,34,34,0.31280,0.65381
1998,66 and older,Brandenburg,Seldom,0.46242,35,35,0.29482,0.63001
1998,66 and older,Saxony,Seldom,0.52562,79,111,0.43230,0.61893
1998,66 and older,Saxony,Never,0.22172,32,111,0.14409,0.29935
1998,66 and older,Saxony-Anhalt,Seldom,0.39390,33,33,0.22460,0.56319
1998,66 and older,Thuringa,Seldom,0.55262,54,54,0.41875,0.68649
2003,17-29 y.,Schleswig-Holstein,Seldom,0.59330,70,70,0.47739,0.70920
2003,17-29 y.,Hamburg,Seldom,0.82571,35,35,0.69819,0.95322
2003,17-29 y.,Lower Saxony,At least once per month,0.24818,89,299,0.19913,0.29722
2003,17-29 y.,Lower Saxony,Seldom,0.65092,210,299,0.59680,0.70505
2003,17-29 y.,North Rhine-Westphalia,At least once per month,0.22482,174,753,0.19499,0.25466
2003,17-29 y.,North Rhine-Westphalia,Seldom,0.59539,484,753,0.56031,0.63047
2003,17-29 y.,North Rhine-Westphalia,Never,0.13128,95,753,0.10714,0.15542
2003,17-29 y.,Hesse,At least once per month,0.16824,52,211,0.11764,0.21884
2003,17-29 y.,Hesse,Seldom,0.68416,159,211,0.62129,0.74703
2003,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.15848,43,214,0.10944,0.20752
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.59128,136,214,0.52526,0.65730
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.19326,35,214,0.14023,0.24628
2003,17-29 y.,Baden-Wuerttemberg,At least once per month,0.23352,131,501,0.19644,0.27060
2003,17-29 y.,Baden-Wuerttemberg,Seldom,0.59627,303,501,0.55327,0.63928
2003,17-29 y.,Baden-Wuerttemberg,Never,0.14591,67,501,0.11497,0.17685
2003,17-29 y.,Bavaria,At least once per month,0.27334,154,530,0.23536,0.31132
2003,17-29 y.,Bavaria,Seldom,0.57830,322,530,0.53622,0.62039
2003,17-29 y.,Bavaria,Never,0.09563,54,530,0.07057,0.12069
2003,17-29 y.,Berlin,At least once per month,0.24311,42,160,0.17643,0.30978
2003,17-29 y.,Berlin,Seldom,0.67778,118,160,0.60514,0.75042
2003,17-29 y.,Brandenburg,At least once per month,0.24066,36,157,0.17358,0.30775
2003,17-29 y.,Brandenburg,Seldom,0.62761,121,157,0.55174,0.70347
2003,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.63060,60,60,0.50745,0.75376
2003,17-29 y.,Saxony,At least once per month,0.21962,70,255,0.16870,0.27053
2003,17-29 y.,Saxony,Seldom,0.58200,185,255,0.52134,0.64265
