year,quintil_oecd,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,At least once per week,0.04693,106,1867,0.03734,0.05653
1990,1st Quintile,At least once per month,0.16709,406,1867,0.15016,0.18402
1990,1st Quintile,Seldom,0.37810,912,1867,0.35610,0.40011
1990,1st Quintile,Never,0.17791,443,1867,0.16056,0.19526
1990,2nd Quintile,At least once per week,0.05902,126,1872,0.04834,0.06970
1990,2nd Quintile,At least once per month,0.23526,521,1872,0.21604,0.25448
1990,2nd Quintile,Seldom,0.39479,979,1872,0.37264,0.41693
1990,2nd Quintile,Never,0.08478,246,1872,0.07216,0.09741
1990,3rd Quintile,At least once per week,0.06739,143,1897,0.05610,0.07867
1990,3rd Quintile,At least once per month,0.25100,549,1897,0.23149,0.27052
1990,3rd Quintile,Seldom,0.42503,980,1897,0.40278,0.44729
1990,3rd Quintile,Never,0.07114,225,1897,0.05957,0.08271
1990,4th Quintile,At least once per week,0.08464,177,1918,0.07218,0.09710
1990,4th Quintile,At least once per month,0.33634,690,1918,0.31519,0.35749
1990,4th Quintile,Seldom,0.40431,896,1918,0.38234,0.42627
1990,4th Quintile,Never,0.05518,155,1918,0.04496,0.06540
1990,5th Quintile,At least once per week,0.08980,161,1821,0.07666,0.10293
1990,5th Quintile,At least once per month,0.37725,766,1821,0.35499,0.39952
1990,5th Quintile,Seldom,0.40557,825,1821,0.38301,0.42813
1990,5th Quintile,Never,0.02590,69,1821,0.01861,0.03320
1995,1st Quintile,At least once per week,0.04001,117,2515,0.03235,0.04767
1995,1st Quintile,At least once per month,0.14529,498,2515,0.13152,0.15907
1995,1st Quintile,Seldom,0.37662,1320,2515,0.35768,0.39556
1995,1st Quintile,Never,0.17643,580,2515,0.16153,0.19133
1995,2nd Quintile,At least once per week,0.03746,133,2844,0.03048,0.04444
1995,2nd Quintile,At least once per month,0.18866,678,2844,0.17428,0.20304
1995,2nd Quintile,Seldom,0.41783,1584,2844,0.39970,0.43596
1995,2nd Quintile,Never,0.13675,449,2844,0.12412,0.14938
1995,3rd Quintile,At least once per week,0.05110,168,2695,0.04279,0.05942
1995,3rd Quintile,At least once per month,0.21245,690,2695,0.19701,0.22790
1995,3rd Quintile,Seldom,0.45484,1543,2695,0.43604,0.47365
1995,3rd Quintile,Never,0.08533,294,2695,0.07478,0.09588
1995,4th Quintile,At least once per week,0.05170,140,2660,0.04329,0.06012
1995,4th Quintile,At least once per month,0.25888,811,2660,0.24223,0.27553
1995,4th Quintile,Seldom,0.48563,1523,2660,0.46663,0.50463
1995,4th Quintile,Never,0.06116,186,2660,0.05205,0.07027
1995,5th Quintile,At least once per week,0.06448,156,2463,0.05478,0.07418
1995,5th Quintile,At least once per month,0.34360,921,2463,0.32484,0.36236
1995,5th Quintile,Seldom,0.44179,1275,2463,0.42218,0.46141
1995,5th Quintile,Never,0.04243,111,2463,0.03447,0.05039
1998,1st Quintile,At least once per week,0.03051,96,2316,0.02351,0.03752
1998,1st Quintile,At least once per month,0.11146,347,2316,0.09864,0.12428
1998,1st Quintile,Seldom,0.43216,1364,2316,0.41198,0.45234
1998,1st Quintile,Never,0.17521,509,2316,0.15973,0.19070
1998,2nd Quintile,At least once per week,0.03303,96,2551,0.02610,0.03997
1998,2nd Quintile,At least once per month,0.15622,512,2551,0.14213,0.17032
1998,2nd Quintile,Seldom,0.47123,1599,2551,0.45185,0.49060
1998,2nd Quintile,Never,0.11164,344,2551,0.09942,0.12386
1998,3rd Quintile,At least once per week,0.02643,80,2519,0.02016,0.03269
1998,3rd Quintile,At least once per month,0.21670,651,2519,0.20061,0.23280
1998,3rd Quintile,Seldom,0.50649,1607,2519,0.48696,0.52602
1998,3rd Quintile,Never,0.06543,181,2519,0.05577,0.07509
1998,4th Quintile,At least once per week,0.04423,130,2577,0.03629,0.05217
1998,4th Quintile,At least once per month,0.23436,688,2577,0.21800,0.25071
1998,4th Quintile,Seldom,0.51839,1585,2577,0.49909,0.53768
1998,4th Quintile,Never,0.06317,174,2577,0.05377,0.07256
1998,5th Quintile,At least once per week,0.05510,135,2265,0.04570,0.06450
1998,5th Quintile,At least once per month,0.28806,686,2265,0.26941,0.30672
1998,5th Quintile,Seldom,0.51473,1364,2265,0.49414,0.53532
1998,5th Quintile,Never,0.02426,80,2265,0.01792,0.03059
2003,1st Quintile,At least once per week,0.01902,83,3378,0.01441,0.02362
2003,1st Quintile,At least once per month,0.11500,493,3378,0.10424,0.12575
2003,1st Quintile,Seldom,0.42610,1890,3378,0.40942,0.44278
2003,1st Quintile,Never,0.22324,912,3378,0.20920,0.23729
2003,2nd Quintile,At least once per week,0.03857,172,3850,0.03249,0.04466
2003,2nd Quintile,At least once per month,0.16040,744,3850,0.14880,0.17199
2003,2nd Quintile,Seldom,0.46046,2307,3850,0.44471,0.47621
2003,2nd Quintile,Never,0.13053,627,3850,0.11988,0.14117
2003,3rd Quintile,At least once per week,0.03552,178,4103,0.02986,0.04119
2003,3rd Quintile,At least once per month,0.18839,990,4103,0.17643,0.20036
2003,3rd Quintile,Seldom,0.49567,2500,4103,0.48037,0.51097
2003,3rd Quintile,Never,0.09481,435,4103,0.08585,0.10378
2003,4th Quintile,At least once per week,0.04009,201,4394,0.03429,0.04589
2003,4th Quintile,At least once per month,0.22972,1169,4394,0.21728,0.24216
2003,4th Quintile,Seldom,0.50855,2666,4394,0.49377,0.52333
2003,4th Quintile,Never,0.07415,358,4394,0.06640,0.08190
2003,5th Quintile,At least once per week,0.05701,438,6295,0.05128,0.06274
2003,5th Quintile,At least once per month,0.30411,2237,6295,0.29274,0.31548
2003,5th Quintile,Seldom,0.48175,3357,6295,0.46941,0.49410
2003,5th Quintile,Never,0.04885,263,6295,0.04352,0.05417
2008,1st Quintile,At least once per week,0.01540,55,2994,0.01099,0.01982
2008,1st Quintile,At least once per month,0.08679,345,2994,0.07670,0.09687
2008,1st Quintile,Seldom,0.40122,1532,2994,0.38366,0.41878
2008,1st Quintile,Never,0.29130,1062,2994,0.27503,0.30758
2008,2nd Quintile,At least once per week,0.02528,87,3342,0.01995,0.03060
2008,2nd Quintile,At least once per month,0.11820,517,3342,0.10725,0.12915
2008,2nd Quintile,Seldom,0.47842,2048,3342,0.46148,0.49536
2008,2nd Quintile,Never,0.18557,690,3342,0.17239,0.19875
2008,3rd Quintile,At least once per week,0.01936,98,3752,0.01495,0.02377
2008,3rd Quintile,At least once per month,0.16048,740,3752,0.14873,0.17223
2008,3rd Quintile,Seldom,0.52236,2381,3752,0.50638,0.53835
2008,3rd Quintile,Never,0.12458,533,3752,0.11401,0.13515
2008,4th Quintile,At least once per week,0.02091,95,3920,0.01643,0.02539
2008,4th Quintile,At least once per month,0.18827,896,3920,0.17603,0.20051
2008,4th Quintile,Seldom,0.55477,2517,3920,0.53921,0.57033
2008,4th Quintile,Never,0.09220,412,3920,0.08314,0.10125
2008,5th Quintile,At least once per week,0.03561,215,5210,0.03058,0.04064
2008,5th Quintile,At least once per month,0.28391,1682,5210,0.27167,0.29616
2008,5th Quintile,Seldom,0.52188,3059,5210,0.50832,0.53545
2008,5th Quintile,Never,0.04902,254,5210,0.04316,0.05488
2013,1st Quintile,At least once per week,0.02413,185,5106,0.01992,0.02834
2013,1st Quintile,At least once per month,0.11785,848,5106,0.10901,0.12670
2013,1st Quintile,Seldom,0.40688,2667,5106,0.39340,0.42035
2013,1st Quintile,Never,0.24764,1406,5106,0.23580,0.25948
2013,2nd Quintile,At least once per week,0.02380,200,5142,0.01963,0.02796
2013,2nd Quintile,At least once per month,0.17079,1197,5142,0.16050,0.18108
2013,2nd Quintile,Seldom,0.45889,2883,5142,0.44527,0.47252
2013,2nd Quintile,Never,0.16966,862,5142,0.15940,0.17992
2013,3rd Quintile,At least once per week,0.03164,221,4880,0.02672,0.03655
2013,3rd Quintile,At least once per month,0.19956,1323,4880,0.18834,0.21077
2013,3rd Quintile,Seldom,0.49689,2847,4880,0.48286,0.51092
2013,3rd Quintile,Never,0.10365,489,4880,0.09510,0.11221
2013,4th Quintile,At least once per week,0.03581,257,4843,0.03058,0.04104
2013,4th Quintile,At least once per month,0.26601,1565,4843,0.25356,0.27845
2013,4th Quintile,Seldom,0.48425,2690,4843,0.47017,0.49832
2013,4th Quintile,Never,0.06974,331,4843,0.06257,0.07692
2013,5th Quintile,At least once per week,0.04186,284,5426,0.03653,0.04719
2013,5th Quintile,At least once per month,0.34107,2197,5426,0.32845,0.35368
2013,5th Quintile,Seldom,0.47073,2756,5426,0.45745,0.48401
2013,5th Quintile,Never,0.03565,189,5426,0.03071,0.04058
2017,1st Quintile,At least once per week,0.00138,136,1501,-0.00050,0.00327
2017,1st Quintile,At least once per month,0.00332,279,1501,0.00041,0.00624
2017,1st Quintile,Seldom,0.00492,555,1501,0.00138,0.00847
2017,1st Quintile,Never,0.00528,531,1501,0.00161,0.00894
2017,2nd Quintile,Seldom,0.00023,34,34,-0.00494,0.00540
2018,1st Quintile,Daily,0.00057,52,2405,-0.00038,0.00152
2018,1st Quintile,At least once per week,0.00359,387,2405,0.00120,0.00598
2018,1st Quintile,At least once per month,0.00599,615,2405,0.00290,0.00907
2018,1st Quintile,Seldom,0.00767,872,2405,0.00419,0.01116
2018,1st Quintile,Never,0.00480,479,2405,0.00204,0.00757
2018,2nd Quintile,At least once per week,0.00040,57,198,-0.00240,0.00321
2018,2nd Quintile,At least once per month,0.00043,47,198,-0.00246,0.00331
2018,2nd Quintile,Seldom,0.00057,59,198,-0.00276,0.00389
2018,2nd Quintile,Never,0.00037,35,198,-0.00232,0.00307
2019,1st Quintile,Daily,0.00141,79,7036,0.00053,0.00228
2019,1st Quintile,At least once per week,0.03541,580,7036,0.03109,0.03973
2019,1st Quintile,At least once per month,0.16170,1738,7036,0.15309,0.17030
2019,1st Quintile,Seldom,0.38360,3111,7036,0.37224,0.39497
2019,1st Quintile,Never,0.20302,1528,7036,0.19362,0.21242
2019,2nd Quintile,At least once per week,0.03103,243,4904,0.02617,0.03588
2019,2nd Quintile,At least once per month,0.21412,1371,4904,0.20263,0.22560
2019,2nd Quintile,Seldom,0.44594,2652,4904,0.43202,0.45985
2019,2nd Quintile,Never,0.12456,638,4904,0.11532,0.13380
2019,3rd Quintile,At least once per week,0.04091,231,4505,0.03512,0.04669
2019,3rd Quintile,At least once per month,0.26463,1510,4505,0.25175,0.27751
2019,3rd Quintile,Seldom,0.44400,2404,4505,0.42949,0.45851
2019,3rd Quintile,Never,0.08540,360,4505,0.07724,0.09356
2019,4th Quintile,At least once per week,0.04252,209,4267,0.03646,0.04857
2019,4th Quintile,At least once per month,0.29650,1605,4267,0.28279,0.31020
2019,4th Quintile,Seldom,0.46407,2233,4267,0.44911,0.47904
2019,4th Quintile,Never,0.05277,220,4267,0.04606,0.05948
2019,5th Quintile,At least once per week,0.04561,269,4771,0.03969,0.05153
2019,5th Quintile,At least once per month,0.38615,2150,4771,0.37233,0.39997
2019,5th Quintile,Seldom,0.42985,2215,4771,0.41580,0.44390
2019,5th Quintile,Never,0.03418,137,4771,0.02903,0.03934
