year,age_gr,pgisced97,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,At least once per month,0.28302,42,142,0.20867,0.35738
1990,17-29 y.,Pre-primary Level,Seldom,0.56094,100,142,0.47902,0.64285
1990,17-29 y.,Primary Level,Seldom,0.50993,59,59,0.38128,0.63859
1990,17-29 y.,Lower Secondary Level,At least once per week,0.06536,62,789,0.04810,0.08262
1990,17-29 y.,Lower Secondary Level,At least once per month,0.25960,225,789,0.22899,0.29021
1990,17-29 y.,Lower Secondary Level,Seldom,0.43721,384,789,0.40257,0.47184
1990,17-29 y.,Lower Secondary Level,Never,0.09479,118,789,0.07434,0.11525
1990,17-29 y.,Upper Secondary Level,At least once per week,0.06756,101,1257,0.05368,0.08144
1990,17-29 y.,Upper Secondary Level,At least once per month,0.24127,400,1257,0.21761,0.26493
1990,17-29 y.,Upper Secondary Level,Seldom,0.40079,667,1257,0.37368,0.42789
1990,17-29 y.,Upper Secondary Level,Never,0.03753,89,1257,0.02702,0.04804
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.37946,49,104,0.28575,0.47317
1990,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.37215,55,104,0.27879,0.46550
1990,17-29 y.,First Stage of Tertiary Education,At least once per month,0.46304,42,78,0.35167,0.57442
1990,17-29 y.,First Stage of Tertiary Education,Seldom,0.37426,36,78,0.26617,0.48235
1990,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.23675,35,35,0.09386,0.37963
1990,30-45 y.,Primary Level,At least once per month,0.18427,35,178,0.12715,0.24139
1990,30-45 y.,Primary Level,Seldom,0.44222,90,178,0.36905,0.51538
1990,30-45 y.,Primary Level,Never,0.25674,53,178,0.19238,0.32109
1990,30-45 y.,Lower Secondary Level,At least once per month,0.24973,114,460,0.21013,0.28933
1990,30-45 y.,Lower Secondary Level,Seldom,0.48815,260,460,0.44242,0.53388
1990,30-45 y.,Lower Secondary Level,Never,0.15338,86,460,0.12041,0.18634
1990,30-45 y.,Upper Secondary Level,At least once per week,0.06197,100,1419,0.04943,0.07452
1990,30-45 y.,Upper Secondary Level,At least once per month,0.28320,496,1419,0.25975,0.30666
1990,30-45 y.,Upper Secondary Level,Seldom,0.41388,730,1419,0.38825,0.43952
1990,30-45 y.,Upper Secondary Level,Never,0.03775,93,1419,0.02783,0.04767
1990,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.42851,39,80,0.31938,0.53763
1990,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.34284,41,80,0.23817,0.44751
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.33523,81,183,0.26665,0.40382
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.40234,102,183,0.33110,0.47359
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.07417,32,327,0.04572,0.10262
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.30909,164,327,0.25892,0.35925
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.26876,131,327,0.22064,0.31689
1990,46-65 y.,Primary Level,At least once per month,0.13484,33,289,0.09539,0.17429
1990,46-65 y.,Primary Level,Seldom,0.41728,143,289,0.36033,0.47423
1990,46-65 y.,Primary Level,Never,0.38090,113,289,0.32481,0.43698
1990,46-65 y.,Lower Secondary Level,At least once per week,0.05568,42,787,0.03965,0.07171
1990,46-65 y.,Lower Secondary Level,At least once per month,0.24295,204,787,0.21297,0.27294
1990,46-65 y.,Lower Secondary Level,Seldom,0.48152,408,787,0.44659,0.51645
1990,46-65 y.,Lower Secondary Level,Never,0.10730,133,787,0.08566,0.12893
1990,46-65 y.,Upper Secondary Level,At least once per week,0.08018,128,1349,0.06568,0.09468
1990,46-65 y.,Upper Secondary Level,At least once per month,0.26485,430,1349,0.24130,0.28841
1990,46-65 y.,Upper Secondary Level,Seldom,0.39490,682,1349,0.36880,0.42099
1990,46-65 y.,Upper Secondary Level,Never,0.04742,109,1349,0.03608,0.05877
1990,46-65 y.,First Stage of Tertiary Education,At least once per month,0.31038,64,136,0.23233,0.38842
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.35481,72,136,0.27410,0.43552
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.08210,31,222,0.04591,0.11830
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.29907,111,222,0.23871,0.35944
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.21668,80,222,0.16237,0.27100
1990,66 and older,Lower Secondary Level,At least once per month,0.15418,74,361,0.11688,0.19149
1990,66 and older,Lower Secondary Level,Seldom,0.37545,168,361,0.32543,0.42548
1990,66 and older,Lower Secondary Level,Never,0.27106,119,361,0.22514,0.31698
1990,66 and older,Upper Secondary Level,At least once per week,0.06707,38,486,0.04481,0.08933
1990,66 and older,Upper Secondary Level,At least once per month,0.24822,154,486,0.20977,0.28666
1990,66 and older,Upper Secondary Level,Seldom,0.31892,194,486,0.27744,0.36039
1990,66 and older,Upper Secondary Level,Never,0.18417,100,486,0.14967,0.21867
1995,17-29 y.,Pre-primary Level,At least once per month,0.22552,67,251,0.17372,0.27733
1995,17-29 y.,Pre-primary Level,Seldom,0.64947,184,251,0.59032,0.70862
1995,17-29 y.,Primary Level,Seldom,0.53973,46,46,0.39410,0.68536
1995,17-29 y.,Lower Secondary Level,At least once per week,0.04936,39,755,0.03390,0.06482
1995,17-29 y.,Lower Secondary Level,At least once per month,0.20725,170,755,0.17832,0.23618
1995,17-29 y.,Lower Secondary Level,Seldom,0.62285,445,755,0.58825,0.65744
1995,17-29 y.,Lower Secondary Level,Never,0.11436,101,755,0.09164,0.13707
1995,17-29 y.,Upper Secondary Level,At least once per week,0.05032,81,1603,0.03962,0.06103
1995,17-29 y.,Upper Secondary Level,At least once per month,0.29067,443,1603,0.26844,0.31291
1995,17-29 y.,Upper Secondary Level,Seldom,0.57537,947,1603,0.55117,0.59958
1995,17-29 y.,Upper Secondary Level,Never,0.07948,132,1603,0.06623,0.09272
1995,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.34001,62,152,0.26446,0.41557
1995,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.51438,90,152,0.43466,0.59410
1995,17-29 y.,First Stage of Tertiary Education,At least once per month,0.32221,34,97,0.22873,0.41569
1995,17-29 y.,First Stage of Tertiary Education,Seldom,0.55640,63,97,0.45702,0.65578
1995,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.39663,71,156,0.31962,0.47365
1995,17-29 y.,Second Stage of Tertiary Education,Seldom,0.49076,85,156,0.41205,0.56946
1995,30-45 y.,Primary Level,Seldom,0.53606,91,127,0.44898,0.62313
1995,30-45 y.,Primary Level,Never,0.25922,36,127,0.18271,0.33574
1995,30-45 y.,Lower Secondary Level,At least once per month,0.16745,75,440,0.13253,0.20238
1995,30-45 y.,Lower Secondary Level,Seldom,0.63500,279,440,0.58997,0.68004
1995,30-45 y.,Lower Secondary Level,Never,0.13512,86,440,0.10314,0.16710
1995,30-45 y.,Upper Secondary Level,At least once per week,0.06403,132,2371,0.05417,0.07389
1995,30-45 y.,Upper Secondary Level,At least once per month,0.28158,688,2371,0.26347,0.29969
1995,30-45 y.,Upper Secondary Level,Seldom,0.57518,1341,2371,0.55528,0.59508
1995,30-45 y.,Upper Secondary Level,Never,0.07146,210,2371,0.06109,0.08183
1995,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.39279,80,188,0.32279,0.46279
1995,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.51950,108,188,0.44789,0.59111
1995,30-45 y.,First Stage of Tertiary Education,At least once per month,0.33418,105,283,0.27913,0.38924
1995,30-45 y.,First Stage of Tertiary Education,Seldom,0.51043,178,283,0.45208,0.56877
1995,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08328,61,819,0.06435,0.10222
1995,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.45839,358,819,0.42425,0.49254
1995,30-45 y.,Second Stage of Tertiary Education,Seldom,0.42434,400,819,0.39047,0.45821
1995,46-65 y.,Primary Level,At least once per month,0.12373,36,263,0.08385,0.16360
1995,46-65 y.,Primary Level,Seldom,0.52127,137,263,0.46078,0.58176
1995,46-65 y.,Primary Level,Never,0.30991,90,263,0.25391,0.36591
1995,46-65 y.,Lower Secondary Level,At least once per week,0.04663,34,779,0.03181,0.06145
1995,46-65 y.,Lower Secondary Level,At least once per month,0.21256,148,779,0.18381,0.24131
1995,46-65 y.,Lower Secondary Level,Seldom,0.55876,437,779,0.52387,0.59365
1995,46-65 y.,Lower Secondary Level,Never,0.17580,160,779,0.14905,0.20255
1995,46-65 y.,Upper Secondary Level,At least once per week,0.05884,105,1970,0.04845,0.06923
1995,46-65 y.,Upper Secondary Level,At least once per month,0.26572,524,1970,0.24621,0.28523
1995,46-65 y.,Upper Secondary Level,Seldom,0.56748,1129,1970,0.54560,0.58936
1995,46-65 y.,Upper Secondary Level,Never,0.10151,212,1970,0.08817,0.11485
1995,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.59810,36,36,0.43567,0.76053
