year,age_gr,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1989,66 und älter,Westdeutschland,7.066217211355889,7.00199760875197,7.130436813959808,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1009.0
1989,5,Westdeutschland,,,,,,,,,,,,
1989,6,Westdeutschland,,,,,,,,,,,,
1989,7,Westdeutschland,,,,,,,,,,,,
1989,8,Westdeutschland,,,,,,,,,,,,
1989,9,Westdeutschland,,,,,,,,,,,,
1989,10,Westdeutschland,,,,,,,,,,,,
1989,11,Westdeutschland,,,,,,,,,,,,
1989,12,Westdeutschland,,,,,,,,,,,,
1989,13,Westdeutschland,,,,,,,,,,,,
1989,14,Westdeutschland,,,,,,,,,,,,
1989,15,Westdeutschland,,,,,,,,,,,,
1989,16,Westdeutschland,,,,,,,,,,,,
1989,17,Westdeutschland,,,,,,,,,,,,
1990,0,Westdeutschland,,,,,,,,,,,,
1990,0,Ostdeutschland,,,,,,,,,,,,
1990,18-29 J.,Westdeutschland,7.3846798800911495,7.3519861758460925,7.4173735843362065,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,2532.0
1990,18-29 J.,Ostdeutschland,6.608248900057343,6.554128671918659,6.662369128196027,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1062.0
1990,30-45 J.,Westdeutschland,7.285855654557782,7.256048604520991,7.315662704594573,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,2785.0
1990,30-45 J.,Ostdeutschland,6.525579648992428,6.480008417045878,6.571150880938979,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1507.0
1990,46-65 J.,Westdeutschland,7.194385748394347,7.162259959625656,7.226511537163038,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2902.0
1990,46-65 J.,Ostdeutschland,6.539754881979122,6.486416036454174,6.59309372750407,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1340.0
1990,66 und älter,Westdeutschland,7.092194191800403,7.028828925127517,7.15555945847329,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1032.0
1990,66 und älter,Ostdeutschland,6.561360500105911,6.459321136078104,6.6633998641337175,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,418.0
1990,5,Westdeutschland,,,,,,,,,,,,
1990,5,Ostdeutschland,,,,,,,,,,,,
1990,6,Westdeutschland,,,,,,,,,,,,
1990,6,Ostdeutschland,,,,,,,,,,,,
1990,7,Westdeutschland,,,,,,,,,,,,
1990,7,Ostdeutschland,,,,,,,,,,,,
1990,8,Westdeutschland,,,,,,,,,,,,
1990,8,Ostdeutschland,,,,,,,,,,,,
1990,9,Westdeutschland,,,,,,,,,,,,
1990,9,Ostdeutschland,,,,,,,,,,,,
1990,10,Westdeutschland,,,,,,,,,,,,
1990,10,Ostdeutschland,,,,,,,,,,,,
1990,11,Westdeutschland,,,,,,,,,,,,
1990,11,Ostdeutschland,,,,,,,,,,,,
1990,12,Westdeutschland,,,,,,,,,,,,
1990,12,Ostdeutschland,,,,,,,,,,,,
1990,13,Westdeutschland,,,,,,,,,,,,
1990,13,Ostdeutschland,,,,,,,,,,,,
1990,14,Westdeutschland,,,,,,,,,,,,
1990,14,Ostdeutschland,,,,,,,,,,,,
1990,15,Westdeutschland,,,,,,,,,,,,
1990,15,Ostdeutschland,,,,,,,,,,,,
1990,16,Westdeutschland,,,,,,,,,,,,
1990,16,Ostdeutschland,,,,,,,,,,,,
1990,17,Westdeutschland,,,,,,,,,,,,
1990,17,Ostdeutschland,,,,,,,,,,,,
1991,0,Westdeutschland,,,,,,,,,,,,
1991,0,Ostdeutschland,,,,,,,,,,,,
1991,18-29 J.,Westdeutschland,7.404115085386634,7.3740660365333595,7.434164134239908,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,2535.0
1991,18-29 J.,Ostdeutschland,6.159602875294706,6.098656329223748,6.220549421365663,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,904.0
1991,30-45 J.,Westdeutschland,7.2678757738056285,7.237683548342191,7.298067999269066,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0,2807.0
1991,30-45 J.,Ostdeutschland,5.903805617335153,5.85759595667938,5.950015277990926,5.0,6.0,7.0,2.0,10.0,6.0,6.0,6.0,1483.0
1991,46-65 J.,Westdeutschland,7.343636432194587,7.312764547400882,7.374508316988291,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,2827.0
1991,46-65 J.,Ostdeutschland,5.88427626173573,5.830978149814516,5.937574373656943,5.0,6.0,7.0,2.0,10.0,6.0,6.0,6.0,1264.0
1991,66 und älter,Westdeutschland,7.2926110924552425,7.2335369818098,7.351685203100685,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1036.0
1991,66 und älter,Ostdeutschland,6.380587156941685,6.274478822815611,6.486695491067758,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,384.0
1991,5,Westdeutschland,,,,,,,,,,,,
1991,5,Ostdeutschland,,,,,,,,,,,,
1991,6,Westdeutschland,,,,,,,,,,,,
1991,6,Ostdeutschland,,,,,,,,,,,,
1991,7,Westdeutschland,,,,,,,,,,,,
1991,7,Ostdeutschland,,,,,,,,,,,,
1991,8,Westdeutschland,,,,,,,,,,,,
1991,8,Ostdeutschland,,,,,,,,,,,,
1991,9,Westdeutschland,,,,,,,,,,,,
1991,9,Ostdeutschland,,,,,,,,,,,,
1991,10,Westdeutschland,,,,,,,,,,,,
1991,10,Ostdeutschland,,,,,,,,,,,,
1991,11,Westdeutschland,,,,,,,,,,,,
1991,11,Ostdeutschland,,,,,,,,,,,,
1991,12,Westdeutschland,,,,,,,,,,,,
1991,12,Ostdeutschland,,,,,,,,,,,,
1991,13,Westdeutschland,,,,,,,,,,,,
1991,13,Ostdeutschland,,,,,,,,,,,,
1991,14,Westdeutschland,,,,,,,,,,,,
1991,14,Ostdeutschland,,,,,,,,,,,,
1991,15,Westdeutschland,,,,,,,,,,,,
1991,15,Ostdeutschland,,,,,,,,,,,,
1991,16,Westdeutschland,,,,,,,,,,,,
1991,16,Ostdeutschland,,,,,,,,,,,,
1991,17,Westdeutschland,,,,,,,,,,,,
1991,17,Ostdeutschland,,,,,,,,,,,,
1992,0,Westdeutschland,,,,,,,,,,,,
1992,0,Ostdeutschland,,,,,,,,,,,,
1992,18-29 J.,Westdeutschland,7.390507457789981,7.360356340643599,7.420658574936364,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,2497.0
1992,18-29 J.,Ostdeutschland,6.209907384868026,6.15180628972057,6.268008480015482,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,828.0
1992,30-45 J.,Westdeutschland,7.18181023260119,7.152010357613835,7.2116101075885455,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2813.0
1992,30-45 J.,Ostdeutschland,6.026455161944632,5.983100028479734,6.06981029540953,5.0,6.0,7.0,2.0,10.0,6.0,6.0,6.0,1430.0
1992,46-65 J.,Westdeutschland,7.245539842662378,7.214414928258889,7.276664757065867,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0,2778.0
1992,46-65 J.,Ostdeutschland,5.993876479348519,5.946087597779549,6.04166536091749,5.0,6.0,7.0,2.0,10.0,6.0,6.0,6.0,1224.0
1992,66 und älter,Westdeutschland,7.141009948899017,7.08250955129499,7.199510346503043,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1050.0
1992,66 und älter,Ostdeutschland,6.1964019157194645,6.098064647013891,6.294739184425038,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,385.0
1992,5,Westdeutschland,,,,,,,,,,,,
1992,5,Ostdeutschland,,,,,,,,,,,,
1992,6,Westdeutschland,,,,,,,,,,,,
1992,6,Ostdeutschland,,,,,,,,,,,,
1992,7,Westdeutschland,,,,,,,,,,,,
1992,7,Ostdeutschland,,,,,,,,,,,,
1992,8,Westdeutschland,,,,,,,,,,,,
1992,8,Ostdeutschland,,,,,,,,,,,,
1992,9,Westdeutschland,,,,,,,,,,,,
1992,9,Ostdeutschland,,,,,,,,,,,,
1992,10,Westdeutschland,,,,,,,,,,,,
1992,10,Ostdeutschland,,,,,,,,,,,,
1992,11,Westdeutschland,,,,,,,,,,,,
1992,11,Ostdeutschland,,,,,,,,,,,,
1992,12,Westdeutschland,,,,,,,,,,,,
1992,12,Ostdeutschland,,,,,,,,,,,,
1992,13,Westdeutschland,,,,,,,,,,,,
1992,13,Ostdeutschland,,,,,,,,,,,,
1992,14,Westdeutschland,,,,,,,,,,,,
1992,14,Ostdeutschland,,,,,,,,,,,,
1992,15,Westdeutschland,,,,,,,,,,,,
1992,15,Ostdeutschland,,,,,,,,,,,,
1992,16,Westdeutschland,,,,,,,,,,,,
1992,16,Ostdeutschland,,,,,,,,,,,,
1992,17,Westdeutschland,,,,,,,,,,,,
1992,17,Ostdeutschland,,,,,,,,,,,,
1993,0,Westdeutschland,,,,,,,,,,,,
1993,0,Ostdeutschland,,,,,,,,,,,,
1993,18-29 J.,Westdeutschland,7.243026743104748,7.210225126221437,7.275828359988059,7.0,8.0,8.0,5.5,9.5,8.0,8.0,9.0,2460.0
1993,18-29 J.,Ostdeutschland,6.469210394651821,6.409504679690213,6.528916109613429,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,789.0
1993,30-45 J.,Westdeutschland,7.078145749598094,7.047229114857134,7.109062384339054,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,2803.0
1993,30-45 J.,Ostdeutschland,6.113404302218165,6.065578760307324,6.161229844129006,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1379.0
1993,46-65 J.,Westdeutschland,7.123974167325252,7.090631087435825,7.157317247214679,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2750.0
1993,46-65 J.,Ostdeutschland,5.992874486867163,5.938547560466481,6.047201413267845,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,1181.0
1993,66 und älter,Westdeutschland,7.207813575248003,7.148907058208767,7.266720092287239,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0,1076.0
1993,66 und älter,Ostdeutschland,6.420598327984675,6.319389652451251,6.521807003518099,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,383.0
1993,5,Westdeutschland,,,,,,,,,,,,
1993,5,Ostdeutschland,,,,,,,,,,,,
1993,6,Westdeutschland,,,,,,,,,,,,
1993,6,Ostdeutschland,,,,,,,,,,,,
1993,7,Westdeutschland,,,,,,,,,,,,
1993,7,Ostdeutschland,,,,,,,,,,,,
1993,8,Westdeutschland,,,,,,,,,,,,
1993,8,Ostdeutschland,,,,,,,,,,,,
1993,9,Westdeutschland,,,,,,,,,,,,
1993,9,Ostdeutschland,,,,,,,,,,,,
1993,10,Westdeutschland,,,,,,,,,,,,
1993,10,Ostdeutschland,,,,,,,,,,,,
1993,11,Westdeutschland,,,,,,,,,,,,
1993,11,Ostdeutschland,,,,,,,,,,,,
1993,12,Westdeutschland,,,,,,,,,,,,
1993,12,Ostdeutschland,,,,,,,,,,,,
1993,13,Westdeutschland,,,,,,,,,,,,
1993,13,Ostdeutschland,,,,,,,,,,,,
1993,14,Westdeutschland,,,,,,,,,,,,
1993,14,Ostdeutschland,,,,,,,,,,,,
1993,15,Westdeutschland,,,,,,,,,,,,
1993,15,Ostdeutschland,,,,,,,,,,,,
1993,16,Westdeutschland,,,,,,,,,,,,
1993,16,Ostdeutschland,,,,,,,,,,,,
1993,17,Westdeutschland,,,,,,,,,,,,
1993,17,Ostdeutschland,,,,,,,,,,,,
1994,0,Westdeutschland,,,,,,,,,,,,
1994,0,Ostdeutschland,,,,,,,,,,,,
1994,18-29 J.,Westdeutschland,7.209967066765921,7.17526705996676,7.244667073565081,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2367.0
1994,18-29 J.,Ostdeutschland,6.525634389800999,6.466697267324826,6.584571512277171,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,772.0
1994,30-45 J.,Westdeutschland,7.010096615261419,6.979440263725549,7.040752966797288,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,2790.0
1994,30-45 J.,Ostdeutschland,6.107848496025826,6.059473257200281,6.1562237348513715,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1335.0
1994,46-65 J.,Westdeutschland,6.99254755613595,6.958124256734142,7.0269708555377575,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,2690.0
1994,46-65 J.,Ostdeutschland,6.128300815969297,6.0791427642155265,6.177458867723067,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,1187.0
1994,66 und älter,Westdeutschland,7.013778016412416,6.955482332259644,7.072073700565188,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1079.0
1994,66 und älter,Ostdeutschland,6.542155837498562,6.44383762389817,6.640474051098955,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,397.0
1994,5,Westdeutschland,,,,,,,,,,,,
1994,5,Ostdeutschland,,,,,,,,,,,,
1994,6,Westdeutschland,,,,,,,,,,,,
1994,6,Ostdeutschland,,,,,,,,,,,,
1994,7,Westdeutschland,,,,,,,,,,,,
1994,7,Ostdeutschland,,,,,,,,,,,,
1994,8,Westdeutschland,,,,,,,,,,,,
1994,8,Ostdeutschland,,,,,,,,,,,,
1994,9,Westdeutschland,,,,,,,,,,,,
1994,9,Ostdeutschland,,,,,,,,,,,,
1994,10,Westdeutschland,,,,,,,,,,,,
1994,10,Ostdeutschland,,,,,,,,,,,,
1994,11,Westdeutschland,,,,,,,,,,,,
1994,11,Ostdeutschland,,,,,,,,,,,,
1994,12,Westdeutschland,,,,,,,,,,,,
1994,12,Ostdeutschland,,,,,,,,,,,,
1994,13,Westdeutschland,,,,,,,,,,,,
1994,13,Ostdeutschland,,,,,,,,,,,,
1994,14,Westdeutschland,,,,,,,,,,,,
1994,14,Ostdeutschland,,,,,,,,,,,,
1994,15,Westdeutschland,,,,,,,,,,,,
1994,15,Ostdeutschland,,,,,,,,,,,,
1994,16,Westdeutschland,,,,,,,,,,,,
1994,16,Ostdeutschland,,,,,,,,,,,,
1994,17,Westdeutschland,,,,,,,,,,,,
1994,17,Ostdeutschland,,,,,,,,,,,,
1995,0,Westdeutschland,,,,,,,,,,,,
1995,0,Ostdeutschland,,,,,,,,,,,,
1995,18-29 J.,Westdeutschland,7.207769921807576,7.174112175025875,7.241427668589277,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2363.0
1995,18-29 J.,Ostdeutschland,6.688628898495175,6.630154661077445,6.747103135912904,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,755.0
1995,30-45 J.,Westdeutschland,6.969763345162945,6.939515850303045,7.000010840022845,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3141.0
1995,30-45 J.,Ostdeutschland,6.3062497922523635,6.256414379033128,6.356085205471599,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1277.0
1995,46-65 J.,Westdeutschland,6.883854238404472,6.850251230107811,6.917457246701132,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,2779.0
1995,46-65 J.,Ostdeutschland,6.283512626655739,6.235004411854007,6.332020841457471,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1170.0
1995,66 und älter,Westdeutschland,6.957499746960093,6.898428480982775,7.016571012937411,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1108.0
1995,66 und älter,Ostdeutschland,6.420337535324648,6.32138012254606,6.519294948103235,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,404.0
1995,5,Westdeutschland,,,,,,,,,,,,
1995,5,Ostdeutschland,,,,,,,,,,,,
1995,6,Westdeutschland,,,,,,,,,,,,
1995,6,Ostdeutschland,,,,,,,,,,,,
1995,7,Westdeutschland,,,,,,,,,,,,
1995,7,Ostdeutschland,,,,,,,,,,,,
1995,8,Westdeutschland,,,,,,,,,,,,
1995,8,Ostdeutschland,,,,,,,,,,,,
1995,9,Westdeutschland,,,,,,,,,,,,
1995,9,Ostdeutschland,,,,,,,,,,,,
1995,10,Westdeutschland,,,,,,,,,,,,
1995,10,Ostdeutschland,,,,,,,,,,,,
1995,11,Westdeutschland,,,,,,,,,,,,
1995,11,Ostdeutschland,,,,,,,,,,,,
1995,12,Westdeutschland,,,,,,,,,,,,
1995,12,Ostdeutschland,,,,,,,,,,,,
1995,13,Westdeutschland,,,,,,,,,,,,
1995,13,Ostdeutschland,,,,,,,,,,,,
1995,14,Westdeutschland,,,,,,,,,,,,
1995,14,Ostdeutschland,,,,,,,,,,,,
1995,15,Westdeutschland,,,,,,,,,,,,
1995,15,Ostdeutschland,,,,,,,,,,,,
1995,16,Westdeutschland,,,,,,,,,,,,
1995,16,Ostdeutschland,,,,,,,,,,,,
1995,17,Westdeutschland,,,,,,,,,,,,
1995,17,Ostdeutschland,,,,,,,,,,,,
1996,0,Westdeutschland,,,,,,,,,,,,
1996,0,Ostdeutschland,,,,,,,,,,,,
1996,18-29 J.,Westdeutschland,7.259979828126919,7.226389275089047,7.293570381164792,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2180.0
1996,18-29 J.,Ostdeutschland,6.586967952440152,6.527449726180583,6.646486178699721,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,756.0
1996,30-45 J.,Westdeutschland,6.98451215795635,6.955805274630717,7.013219041281983,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3174.0
1996,30-45 J.,Ostdeutschland,6.355395305750748,6.308188743872551,6.402601867628945,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1259.0
1996,46-65 J.,Westdeutschland,6.917355517555368,6.884024718676325,6.950686316434411,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,2725.0
1996,46-65 J.,Ostdeutschland,6.207261253403742,6.158486286572445,6.25603622023504,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1171.0
1996,66 und älter,Westdeutschland,7.02903597885777,6.971506421799659,7.086565535915882,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1128.0
1996,66 und älter,Ostdeutschland,6.713917197979053,6.621747208780642,6.806087187177464,5.0,7.0,8.0,1.0,10.0,7.0,7.0,7.0,417.0
1996,5,Westdeutschland,,,,,,,,,,,,
1996,5,Ostdeutschland,,,,,,,,,,,,
1996,6,Westdeutschland,,,,,,,,,,,,
1996,6,Ostdeutschland,,,,,,,,,,,,
1996,7,Westdeutschland,,,,,,,,,,,,
1996,7,Ostdeutschland,,,,,,,,,,,,
1996,8,Westdeutschland,,,,,,,,,,,,
1996,8,Ostdeutschland,,,,,,,,,,,,
1996,9,Westdeutschland,,,,,,,,,,,,
1996,9,Ostdeutschland,,,,,,,,,,,,
1996,10,Westdeutschland,,,,,,,,,,,,
1996,10,Ostdeutschland,,,,,,,,,,,,
1996,11,Westdeutschland,,,,,,,,,,,,
1996,11,Ostdeutschland,,,,,,,,,,,,
1996,12,Westdeutschland,,,,,,,,,,,,
1996,12,Ostdeutschland,,,,,,,,,,,,
1996,13,Westdeutschland,,,,,,,,,,,,
1996,13,Ostdeutschland,,,,,,,,,,,,
1996,14,Westdeutschland,,,,,,,,,,,,
1996,14,Ostdeutschland,,,,,,,,,,,,
1996,15,Westdeutschland,,,,,,,,,,,,
1996,15,Ostdeutschland,,,,,,,,,,,,
1996,16,Westdeutschland,,,,,,,,,,,,
1996,16,Ostdeutschland,,,,,,,,,,,,
1996,17,Westdeutschland,,,,,,,,,,,,
1996,17,Ostdeutschland,,,,,,,,,,,,
1997,0,Westdeutschland,,,,,,,,,,,,
1997,0,Ostdeutschland,,,,,,,,,,,,
1997,18-29 J.,Westdeutschland,7.175505719652213,7.1396081189156435,7.211403320388782,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2030.0
1997,18-29 J.,Ostdeutschland,6.652105841469321,6.597310570406507,6.706901112532134,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,750.0
1997,30-45 J.,Westdeutschland,6.853616573690057,6.823396479832624,6.88383666754749,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3174.0
1997,30-45 J.,Ostdeutschland,6.186603796969903,6.138843709094927,6.234363884844879,5.0,6.0,7.0,2.0,10.0,6.0,5.0,6.0,1189.0
