year,quintil_oecd,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-6,-1,,,,,,,,,,,,
1984,1. Quintil,-1,7.188351142770235,7.162965367386621,7.213736918153848,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7045.0
1984,2. Quintil,-1,7.65752868510358,7.623410952365103,7.691646417842057,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2934.0
1984,3. Quintil,-1,7.835875014980887,7.782365993123436,7.889384036838338,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1189.0
1984,4. Quintil,-1,7.8412407563406825,7.755449926452477,7.927031586228888,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,486.0
1984,5. Quintil,-1,7.9112714420768695,7.797172926011989,8.02536995814175,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,178.0
1985,-6,Staedtischer Raum,,,,,,,,,,,,
1985,-6,Laendlicher Raum,,,,,,,,,,,,
1985,1. Quintil,Staedtischer Raum,6.995414674948619,6.965047146101448,7.02578220379579,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,4606.0
1985,1. Quintil,Laendlicher Raum,6.9113303043871674,6.8546584847317735,6.968002124042561,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1391.0
1985,2. Quintil,Staedtischer Raum,7.478385839926929,7.441604087740602,7.515167592113256,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2283.0
1985,2. Quintil,Laendlicher Raum,7.534738195115439,7.460907696190164,7.608568694040715,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,521.0
1985,3. Quintil,Staedtischer Raum,7.5100261983990135,7.456415556268196,7.563636840529831,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1005.0
1985,3. Quintil,Laendlicher Raum,7.631807775296272,7.518670687079537,7.744944863513007,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,271.0
1985,4. Quintil,Staedtischer Raum,7.590297148390107,7.499811137195048,7.680783159585165,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,401.0
1985,4. Quintil,Laendlicher Raum,7.800867186917968,7.635686474827245,7.966047899008692,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,79.0
1985,5. Quintil,Staedtischer Raum,7.818968057156074,7.682204866250839,7.9557312480613085,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,134.0
1985,5. Quintil,Laendlicher Raum,8.080238336774816,7.80454436906155,8.355932304488082,7.0,8.0,9.328504497484401,4.0,10.0,8.0,7.0,8.024999999999999,31.0
1986,-6,Staedtischer Raum,,,,,,,,,,,,
1986,-6,Laendlicher Raum,,,,,,,,,,,,
1986,1. Quintil,Staedtischer Raum,7.1099355366562245,7.079645216480028,7.140225856832421,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,4198.0
1986,1. Quintil,Laendlicher Raum,7.202180846846039,7.151414703699608,7.25294698999247,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1220.0
1986,2. Quintil,Staedtischer Raum,7.432769308035562,7.395840577871653,7.46969803819947,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2233.0
1986,2. Quintil,Laendlicher Raum,7.354477836153329,7.288014306465266,7.420941365841392,6.746688206038448,8.0,8.0,4.866720515096121,9.879967690942328,8.0,8.0,9.0,582.0
1986,3. Quintil,Staedtischer Raum,7.5772320997039735,7.5268915847713345,7.6275726146366125,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1113.0
1986,3. Quintil,Laendlicher Raum,7.58213294699183,7.483890883372368,7.680375010611293,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,262.0
1986,4. Quintil,Staedtischer Raum,7.531677251345118,7.4430913751278105,7.620263127562426,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,421.0
1986,4. Quintil,Laendlicher Raum,7.22780250103964,7.0311485648033845,7.424456437275895,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,95.0
1986,5. Quintil,Staedtischer Raum,7.606956081075518,7.461773738274104,7.752138423876932,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,120.0
1986,5. Quintil,Laendlicher Raum,7.706128883006993,7.473246245183964,7.9390115208300225,7.0,8.0,8.972074392915852,4.041888410626222,10.0,8.0,8.0,8.0,41.0
1987,-6,Staedtischer Raum,,,,,,,,,,,,
1987,-6,Laendlicher Raum,,,,,,,,,,,,
1987,1. Quintil,Staedtischer Raum,6.893118109224096,6.86086914521012,6.925367073238072,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3735.0
1987,1. Quintil,Laendlicher Raum,6.854412672792969,6.796457272871266,6.9123680727146715,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1152.0
1987,2. Quintil,Staedtischer Raum,7.208613071812156,7.17185974114457,7.245366402479742,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,2285.0
1987,2. Quintil,Laendlicher Raum,7.320064117909197,7.248522849264649,7.391605386553746,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,586.0
1987,3. Quintil,Staedtischer Raum,7.347252396792832,7.3003166997757925,7.394188093809871,7.0,8.0,8.0,5.5,9.5,8.0,8.0,8.0,1330.0
