"year","alter_gr","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","7.38","7.5","4570","7.32","7.44"
"1984","35-65 J.","7.47","7.5","6282","7.42","7.52"
"1984","66 und älter","7.38","7.5","1259","7.25","7.51"
"1985","16-34 J.","7.21","7.5","4151","7.15","7.27"
"1985","35-65 J.","7.22","7.5","5737","7.17","7.27"
"1985","66 und älter","7.3","7.5","1098","7.17","7.43"
"1986","16-34 J.","7.33","7.5","4074","7.27","7.39"
"1986","35-65 J.","7.22","7.5","5447","7.17","7.27"
"1986","66 und älter","7.49","7.5","1027","7.36","7.62"
"1987","16-34 J.","7.12","6.5","4011","7.06","7.18"
"1987","35-65 J.","7.04","6.5","5341","6.99","7.09"
"1987","66 und älter","7.22","7.5","1066","7.09","7.35"
"1988","16-34 J.","7.08","6.5","3830","7.02","7.14"
"1988","35-65 J.","6.98","6.5","5067","6.93","7.03"
"1988","66 und älter","6.99","6.5","1031","6.85","7.13"
"1989","16-34 J.","7.14","7.5","3751","7.08","7.2"
"1989","35-65 J.","7.01","6.5","4871","6.96","7.06"
"1989","66 und älter","7.07","6.5","1009","6.94","7.2"
"1990","16-34 J.","7.2","7.5","5315","7.15","7.25"
"1990","35-65 J.","7.1","6.5","7054","7.06","7.14"
"1990","66 und älter","7","6.5","1450","6.89","7.11"
"1991","16-34 J.","7.13","6.5","5096","7.08","7.18"
"1991","35-65 J.","7.01","6.5","6937","6.97","7.05"
"1991","66 und älter","7.13","7.5","1420","7.02","7.24"
"1992","16-34 J.","7.12","6.5","4945","7.07","7.17"
"1992","35-65 J.","6.96","6.5","6847","6.92","7"
"1992","66 und älter","6.98","6.5","1435","6.87","7.09"
"1993","16-34 J.","7.06","6.5","4871","7.01","7.11"
"1993","35-65 J.","6.88","6.5","6707","6.83","6.93"
"1993","66 und älter","7.07","7.5","1459","6.96","7.18"
"1994","16-34 J.","7.04","6.5","4771","6.99","7.09"
"1994","35-65 J.","6.8","6.5","6555","6.76","6.84"
"1994","66 und älter","6.93","6.5","1476","6.83","7.03"
"1995","16-34 J.","7.05","6.5","4906","7","7.1"
"1995","35-65 J.","6.78","6.5","6797","6.74","6.82"
"1995","66 und älter","6.86","6.5","1512","6.76","6.96"
"1996","16-34 J.","7.08","6.5","4749","7.03","7.13"
"1996","35-65 J.","6.8","6.5","6735","6.76","6.84"
"1996","66 und älter","6.97","6.5","1545","6.87","7.07"
"1997","16-34 J.","6.98","6.5","4599","6.93","7.03"
"1997","35-65 J.","6.67","6.5","6628","6.63","6.71"
"1997","66 und älter","6.83","6.5","1575","6.74","6.92"
"1998","16-34 J.","7.15","6.5","4851","7.1","7.2"
"1998","35-65 J.","6.87","6.5","7505","6.83","6.91"
"1998","66 und älter","6.92","6.5","1845","6.83","7.01"
"1999","16-34 J.","7.23","7.5","4583","7.18","7.28"
"1999","35-65 J.","6.91","6.5","7269","6.87","6.95"
"1999","66 und älter","6.94","6.5","1792","6.85","7.03"
"2000","16-34 J.","7.27","7.5","7055","7.23","7.31"
"2000","35-65 J.","7.05","6.5","13406","7.02","7.08"
"2000","66 und älter","7.04","6.5","3583","6.98","7.1"
"2001","16-34 J.","7.31","7.5","6231","7.27","7.35"
"2001","35-65 J.","7.04","6.5","12251","7.01","7.07"
"2001","66 und älter","7.1","6.5","3388","7.04","7.16"
"2002","16-34 J.","7.11","6.5","6122","7.07","7.15"
"2002","35-65 J.","6.84","6.5","13276","6.81","6.87"
"2002","66 und älter","6.91","6.5","3583","6.85","6.97"
"2003","16-34 J.","7.08","6.5","5829","7.04","7.12"
"2003","35-65 J.","6.77","6.5","12651","6.74","6.8"
"2003","66 und älter","6.91","6.5","3643","6.85","6.97"
"2004","16-34 J.","6.87","6.5","5593","6.83","6.91"
"2004","35-65 J.","6.57","6.5","12225","6.54","6.6"
"2004","66 und älter","6.7","6.5","3740","6.64","6.76"
"2005","16-34 J.","7.06","6.5","5291","7.01","7.11"
"2005","35-65 J.","6.73","6.5","11597","6.7","6.76"
"2005","66 und älter","6.87","6.5","3746","6.81","6.93"
"2006","16-34 J.","7.04","6.5","5107","6.99","7.09"
"2006","35-65 J.","6.67","6.5","12389","6.64","6.7"
"2006","66 und älter","6.81","6.5","4400","6.75","6.87"
"2007","16-34 J.","7.17","6.5","4681","7.12","7.22"
"2007","35-65 J.","6.72","6.5","11454","6.69","6.75"
"2007","66 und älter","6.82","6.5","4326","6.77","6.87"
"2008","16-34 J.","7.13","6.5","4335","7.08","7.18"
"2008","35-65 J.","6.78","6.5","10659","6.75","6.81"
"2008","66 und älter","6.85","6.5","4281","6.79","6.91"
"2009","16-34 J.","7.06","6.5","3958","7.01","7.11"
"2009","35-65 J.","6.68","6.5","9856","6.64","6.72"
"2009","66 und älter","6.85","6.5","4149","6.79","6.91"
"2010","16-34 J.","7.33","7.5","6544","7.29","7.37"
"2010","35-65 J.","6.89","6.5","13367","6.86","6.92"
"2010","66 und älter","7.01","6.5","4016","6.95","7.07"
"2011","16-34 J.","7.29","7.5","6295","7.25","7.33"
"2011","35-65 J.","6.88","6.5","15031","6.85","6.91"
"2011","66 und älter","6.87","6.5","4451","6.82","6.92"
