year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,7.42157,7.38358,7.45957,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000,12111.00000
1985,7.23338,7.19507,7.27169,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000,10986.00000
1986,7.30313,7.26649,7.33978,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000,10548.00000
1987,7.10179,7.06413,7.13945,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000,10418.00000
1988,7.01086,6.97160,7.05011,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,9928.00000
1989,7.06378,7.02447,7.10309,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000,9631.00000
1990,7.11462,7.08332,7.14591,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000,13819.00000
1991,7.07041,7.03886,7.10196,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000,13453.00000
1992,7.01260,6.98177,7.04343,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,13227.00000
1993,6.97101,6.93871,7.00331,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,13037.00000
1994,6.89919,6.86685,6.93152,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,12802.00000
1995,6.87659,6.84469,6.90850,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,13215.00000
1996,6.91405,6.88273,6.94536,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,13029.00000
1997,6.79270,6.76081,6.82460,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,12802.00000
1998,6.96102,6.93109,6.99095,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,14201.00000
1999,7.00032,6.96975,7.03090,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,13644.00000
2000,7.10497,7.08220,7.12774,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000,24044.00000
2001,7.12114,7.09771,7.14457,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000,21870.00000
2002,6.92381,6.90058,6.94705,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,22981.00000
2003,6.87687,6.85281,6.90093,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,22123.00000
2004,6.67206,6.64684,6.69727,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000,21558.00000
2005,6.84560,6.81989,6.87131,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,20634.00000
2006,6.78796,6.76338,6.81254,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,21896.00000
2007,6.84860,6.82353,6.87367,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,20461.00000
2008,6.88002,6.85425,6.90579,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,19275.00000
2009,6.81044,6.78352,6.83735,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,17963.00000
2010,7.02493,7.00218,7.04767,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,23927.00000
2011,6.97354,6.95154,6.99553,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,25777.00000
2012,7.08494,7.06382,7.10606,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000,26387.00000
2013,7.17372,7.15373,7.19370,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000,30556.00000
2014,7.16322,7.14227,7.18417,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000,26988.00000
2015,7.27245,7.25134,7.29356,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000,26728.00000
2016,7.27108,7.25032,7.29183,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,27117.00000
2017,7.26925,7.24992,7.28858,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,30468.00000
2018,7.35640,7.33679,7.37602,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,29165.00000
2019,7.43938,7.41979,7.45897,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,29007.00000
2020,7.46015,7.44110,7.47921,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,29345.00000
2021,7.40483,7.38079,7.42887,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000,19491.00000
