"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.81","6.5","381","5","6","8","9","10","6.62","7","0","10","7","7"
"1995","(Fach-)Abitur","2","7.15","6.5","280","5","7","8","9","10","6.97","7.33","0","10","7","8"
"1995","(Fach-)Abitur","3","7.27","7.5","182","5","6","8","9","10","7.04","7.5","3","10","7","8"
"1995","(Fach-)Abitur","4","7.3","7.5","133","5","7","8","9","10","7.03","7.57","0","10","7","8"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.49","7.5","79","6","7","8","9","10","7.19","7.79","3","10","7","8"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.66","6.5","479","4","5","8","9","10","6.48","6.84","0","10","7","7"
"1995","(noch) kein Abschluss","2","7.13","6.5","221","5","6","8","9","10","6.9","7.36","0","10","7","8"
"1995","(noch) kein Abschluss","3","7.04","7.5","98","5","6","8","9","10","6.69","7.39","1","10","7","8"
"1995","(noch) kein Abschluss","4","7.7","7.5","57","6","7","9","9","10","7.32","8.08","3","10","7","8"
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","6.39","6.5","359","4","5","8","9","10","6.2","6.58","0","10","6","7"
"1995","AkademikerIn","2","6.74","6.5","454","5","6","8","8","10","6.58","6.9","0","10","7","7"
"1995","AkademikerIn","3","6.97","6.5","373","5","6","8","9","10","6.81","7.13","2","10","7","8"
"1995","AkademikerIn","4","7.33","7.5","310","5","7","8","9","10","7.16","7.5","1","10","7","8"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","7.37","7.5","251","6","7","8","9","10","7.19","7.55","1","10","7","8"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","6.39","6.5","2522","4","5","8","9","10","6.31","6.47","0","10","7","7"
"1995","Hauptschule","2","6.9","6.5","1881","5","6","8","9","10","6.82","6.98","0","10","7","7"
"1995","Hauptschule","3","7.14","6.5","946","5","6","8","9","10","7.03","7.25","0","10","7","8"
"1995","Hauptschule","4","7.21","7.5","561","5","6","8","9","10","7.06","7.36","0","10","7","8"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","7.45","7.5","181","5","7","8","10","10","7.21","7.69","2","10","7","8"
"1995","Realschule","1 Einkommensschwächstes Quintil","6.48","6.5","1082","4","5","8","9","10","6.37","6.59","0","10","7","7"
"1995","Realschule","2","6.88","6.5","917","5","6","8","9","10","6.77","6.99","0","10","7","7"
"1995","Realschule","3","7.04","6.5","546","5","6","8","9","10","6.9","7.18","0","10","7","8"
"1995","Realschule","4","7.27","7.5","380","5","7","8","9","10","7.11","7.43","2","10","8","8"
"1995","Realschule","5 Einkommensstärkstes Quintil","7.5","7.5","179","6","7","8","9","10","7.29","7.71","2","10","7","8"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.79","6.5","333","4","6","8","9","10","6.59","6.99","0","10","7","7"
"1996","(Fach-)Abitur","2","7.05","6.5","285","5","6","8","9","10","6.86","7.24","0","10","7","8"
"1996","(Fach-)Abitur","3","7.32","7.5","211","5","7","8","9","10","7.13","7.51","2","10","7","8"
"1996","(Fach-)Abitur","4","7.37","7.5","130","6","7","8","9","10","7.12","7.62","3","10","7","8"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.35","7.5","70","6","7","8","9","10","7.01","7.69","4","10","7","8"
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.68","6.5","414","5","5","8","9","10","6.51","6.85","0","10","6","7"
"1996","(noch) kein Abschluss","2","7.27","7.5","254","5","7","8","9","10","7.06","7.48","0","10","7","8"
"1996","(noch) kein Abschluss","3","7.21","7.5","89","5","6","8","9","10","6.87","7.55","2","10","7","8"
"1996","(noch) kein Abschluss","4","7.72","7.5","53","5","7","9","10","10","7.22","8.22","3","10","7","8"
"1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","AkademikerIn","1 Einkommensschwächstes Quintil","6.08","5.5","295","3","5","8","8","9","5.86","6.3","0","10","6","7"
"1996","AkademikerIn","2","6.68","6.5","469","5","6","8","8","10","6.53","6.83","0","10","7","7"
"1996","AkademikerIn","3","7.01","6.5","361","5","6","8","9","10","6.85","7.17","2","10","7","7"
"1996","AkademikerIn","4","7.33","7.5","333","5","7","8","9","10","7.16","7.5","1","10","7","8"
"1996","AkademikerIn","5 Einkommensstärkstes Quintil","7.34","7.5","304","6","7","8","9","10","7.18","7.5","0","10","8","8"
"1996","Hauptschule","1 Einkommensschwächstes Quintil","6.46","6.5","2311","4","5","8","9","10","6.38","6.54","0","10","7","7"
"1996","Hauptschule","2","6.84","6.5","1839","5","6","8","9","10","6.76","6.92","0","10","7","7"
"1996","Hauptschule","3","7.21","7.5","988","5","6","8","9","10","7.11","7.31","0","10","7","8"
"1996","Hauptschule","4","7.18","7.5","594","5","6","8","9","10","7.04","7.32","0","10","7","8"
"1996","Hauptschule","5 Einkommensstärkstes Quintil","7.49","7.5","204","5","7","8","9","10","7.3","7.68","2","10","8","8"
"1996","Realschule","1 Einkommensschwächstes Quintil","6.58","6.5","989","4","5","8","9","10","6.46","6.7","0","10","7","7"
"1996","Realschule","2","7.01","6.5","911","5","6","8","9","10","6.9","7.12","0","10","7","7"
"1996","Realschule","3","7.15","6.5","610","5","6","8","9","10","7.02","7.28","0","10","7","7"
"1996","Realschule","4","7.39","7.5","393","5","7","8","9","10","7.24","7.54","1","10","7","8"
"1996","Realschule","5 Einkommensstärkstes Quintil","7.14","6.5","210","5","7","8","9","10","6.9","7.38","0","10","7","8"
"1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.62","6.5","314","4","6","8","8","10","6.42","6.82","0","10","7","7"
"1997","(Fach-)Abitur","2","6.99","6.5","271","5","6","8","9","9","6.81","7.17","2","10","7","7"
"1997","(Fach-)Abitur","3","7.46","7.5","215","6","7","8","9","10","7.26","7.66","2","10","7","8"
"1997","(Fach-)Abitur","4","7.37","7.5","146","6","7","8","9","10","7.11","7.63","2","10","7","8"
"1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.01","6.5","70","5","7","8","8","10","6.66","7.36","3","10","7","8"
"1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.61","6.5","417","4","5","8","9","10","6.42","6.8","0","10","7","7"
"1997","(noch) kein Abschluss","2","7.16","6.5","223","5","6","8","9","10","6.93","7.39","0","10","7","8"
"1997","(noch) kein Abschluss","3","7.63","7.5","114","5","6","9","10","10","7.3","7.96","2","10","7","8"
"1997","(noch) kein Abschluss","4","7.36","7.5","54","4","7","9","10","10","6.82","7.9","1","10","7","8"
"1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1997","AkademikerIn","1 Einkommensschwächstes Quintil","6.46","6.5","304","4","5","8","8","10","6.26","6.66","0","10","6","7"
"1997","AkademikerIn","2","6.59","6.5","429","5","6","8","8","10","6.44","6.74","1","10","7","7"
"1997","AkademikerIn","3","6.79","6.5","363","5","6","8","9","10","6.63","6.95","0","10","7","7"
"1997","AkademikerIn","4","7.22","6.5","361","5","7","8","9","10","7.06","7.38","0","10","7","7"
"1997","AkademikerIn","5 Einkommensstärkstes Quintil","7.3","7.5","305","5","7","8","9","10","7.12","7.48","1","10","7","8"
"1997","Hauptschule","1 Einkommensschwächstes Quintil","6.22","5.5","2129","3","5","8","8","10","6.14","6.3","0","10","6","7"
"1997","Hauptschule","2","6.79","6.5","1828","5","5","8","9","10","6.71","6.87","0","10","7","7"
"1997","Hauptschule","3","6.93","6.5","1030","4","6","8","9","10","6.82","7.04","0","10","7","7"
"1997","Hauptschule","4","7.2","7.5","569","5","6","8","9","10","7.07","7.33","1","10","7","8"
"1997","Hauptschule","5 Einkommensstärkstes Quintil","7.44","7.5","205","5","7","8","9","10","7.22","7.66","1","10","8","8"
"1997","Realschule","1 Einkommensschwächstes Quintil","6.26","6.5","941","4","5","8","8","10","6.14","6.38","0","10","6","7"
"1997","Realschule","2","6.73","6.5","950","5","6","8","9","10","6.62","6.84","0","10","7","7"
"1997","Realschule","3","7.03","6.5","568","5","6","8","9","10","6.9","7.16","0","10","7","7"
"1997","Realschule","4","7.34","7.5","415","5","7","8","9","10","7.19","7.49","0","10","7","8"
"1997","Realschule","5 Einkommensstärkstes Quintil","7.48","7.5","201","6","7","8","9","10","7.26","7.7","1","10","8","8"
"1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.78","6.5","348","5","6","8","9","10","6.59","6.97","1","10","7","7"
"1998","(Fach-)Abitur","2","7","7.5","273","4","6","8","9","10","6.8","7.2","1","10","7","8"
"1998","(Fach-)Abitur","3","7.39","7.5","230","6","7","8","9","10","7.2","7.58","0","10","7","8"
"1998","(Fach-)Abitur","4","7.44","7.5","187","6","7","8","9","10","7.23","7.65","0","10","7","8"
"1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.41","7.5","108","6","7","8","9","10","7.15","7.67","3","10","7","8"
"1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6.58","6.5","398","4","5","8","9","10","6.39","6.77","0","10","6","7"
"1998","(noch) kein Abschluss","2","7.45","7.5","220","5","6","8","10","10","7.23","7.67","0","10","7","8"
