"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1985","16-34 Jahre alt","Laendlicher Raum","7.18","7.5","861","7.04","7.32"
"1985","16-34 Jahre alt","Staedtischer Raum","7.22","7.5","3290","7.15","7.29"
"1985","35-65 Jahre alt","Laendlicher Raum","7.19","7.5","1209","7.07","7.31"
"1985","35-65 Jahre alt","Staedtischer Raum","7.24","7.5","4528","7.18","7.3"
"1985","66 und älter","Laendlicher Raum","7.19","7.5","291","6.93","7.45"
"1985","66 und älter","Staedtischer Raum","7.34","7.5","807","7.18","7.5"
"1986","16-34 Jahre alt","Laendlicher Raum","7.36","7.5","842","7.24","7.48"
"1986","16-34 Jahre alt","Staedtischer Raum","7.32","7.5","3232","7.26","7.38"
"1986","35-65 Jahre alt","Laendlicher Raum","7.21","7.5","1143","7.1","7.32"
"1986","35-65 Jahre alt","Staedtischer Raum","7.22","7.5","4304","7.16","7.28"
"1986","66 und älter","Laendlicher Raum","7.45","7.5","266","7.22","7.68"
"1986","66 und älter","Staedtischer Raum","7.51","7.5","761","7.35","7.67"
"1987","16-34 Jahre alt","Laendlicher Raum","7.05","6.5","835","6.92","7.18"
"1987","16-34 Jahre alt","Staedtischer Raum","7.15","7.5","3176","7.08","7.22"
"1987","35-65 Jahre alt","Laendlicher Raum","7.02","6.5","1113","6.91","7.13"
"1987","35-65 Jahre alt","Staedtischer Raum","7.05","6.5","4228","6.99","7.11"
"1987","66 und älter","Laendlicher Raum","7.23","7.5","272","6.97","7.49"
"1987","66 und älter","Staedtischer Raum","7.22","7.5","794","7.07","7.37"
"1988","16-34 Jahre alt","Laendlicher Raum","7.06","6.5","774","6.93","7.19"
"1988","16-34 Jahre alt","Staedtischer Raum","7.08","6.5","3056","7.01","7.15"
"1988","35-65 Jahre alt","Laendlicher Raum","6.91","6.5","1051","6.79","7.03"
"1988","35-65 Jahre alt","Staedtischer Raum","6.99","6.5","4016","6.93","7.05"
"1988","66 und älter","Laendlicher Raum","6.93","6.5","255","6.64","7.22"
"1988","66 und älter","Staedtischer Raum","7.01","6.5","776","6.85","7.17"
"1989","16-34 Jahre alt","Laendlicher Raum","7.12","7.5","739","6.99","7.25"
"1989","16-34 Jahre alt","Staedtischer Raum","7.15","7.5","3012","7.08","7.22"
"1989","35-65 Jahre alt","Laendlicher Raum","6.86","6.5","985","6.73","6.99"
"1989","35-65 Jahre alt","Staedtischer Raum","7.05","7.5","3886","6.99","7.11"
"1989","66 und älter","Laendlicher Raum","6.8","6.5","250","6.53","7.07"
"1989","66 und älter","Staedtischer Raum","7.16","7.5","759","7.01","7.31"
"1990","16-34 Jahre alt","Laendlicher Raum","7.08","6.5","1848","6.99","7.17"
"1990","16-34 Jahre alt","Staedtischer Raum","7.26","7.5","3427","7.2","7.32"
"1990","35-65 Jahre alt","Laendlicher Raum","6.9","6.5","2438","6.82","6.98"
"1990","35-65 Jahre alt","Staedtischer Raum","7.19","7.5","4573","7.14","7.24"
"1990","66 und älter","Laendlicher Raum","6.98","6.5","543","6.81","7.15"
"1990","66 und älter","Staedtischer Raum","7.01","6.5","903","6.87","7.15"
"1991","16-34 Jahre alt","Laendlicher Raum","6.88","6.5","1768","6.79","6.97"
"1991","16-34 Jahre alt","Staedtischer Raum","7.27","7.5","3289","7.21","7.33"
"1991","35-65 Jahre alt","Laendlicher Raum","6.71","6.5","2416","6.63","6.79"
"1991","35-65 Jahre alt","Staedtischer Raum","7.16","7.5","4477","7.11","7.21"
"1991","66 und älter","Laendlicher Raum","6.96","6.5","519","6.79","7.13"
"1991","66 und älter","Staedtischer Raum","7.21","7.5","895","7.07","7.35"
"1992","16-34 Jahre alt","Laendlicher Raum","6.9","6.5","1668","6.81","6.99"
"1992","16-34 Jahre alt","Staedtischer Raum","7.23","7.5","3218","7.17","7.29"
"1992","35-65 Jahre alt","Laendlicher Raum","6.67","6.5","2344","6.6","6.74"
"1992","35-65 Jahre alt","Staedtischer Raum","7.09","6.5","4450","7.04","7.14"
"1992","66 und älter","Laendlicher Raum","6.74","6.5","507","6.57","6.91"
"1992","66 und älter","Staedtischer Raum","7.09","7.5","921","6.95","7.23"
"1993","16-34 Jahre alt","Laendlicher Raum","6.86","6.5","1651","6.77","6.95"
"1993","16-34 Jahre alt","Staedtischer Raum","7.15","6.5","3220","7.09","7.21"
"1993","35-65 Jahre alt","Laendlicher Raum","6.65","6.5","2320","6.57","6.73"
"1993","35-65 Jahre alt","Staedtischer Raum","6.98","6.5","4387","6.93","7.03"
"1993","66 und älter","Laendlicher Raum","6.97","6.5","525","6.8","7.14"
"1993","66 und älter","Staedtischer Raum","7.12","7.5","934","6.98","7.26"
"1994","16-34 Jahre alt","Laendlicher Raum","6.94","6.5","1585","6.85","7.03"
"1994","16-34 Jahre alt","Staedtischer Raum","7.08","6.5","3186","7.02","7.14"
"1994","35-65 Jahre alt","Laendlicher Raum","6.62","6.5","2292","6.54","6.7"
"1994","35-65 Jahre alt","Staedtischer Raum","6.89","6.5","4263","6.84","6.94"
"1994","66 und älter","Laendlicher Raum","6.85","6.5","516","6.68","7.02"
"1994","66 und älter","Staedtischer Raum","6.97","6.5","960","6.84","7.1"
"1995","16-34 Jahre alt","Laendlicher Raum","7.04","6.5","1651","6.96","7.12"
"1995","16-34 Jahre alt","Staedtischer Raum","7.06","6.5","3255","7","7.12"
"1995","35-65 Jahre alt","Laendlicher Raum","6.66","6.5","2398","6.59","6.73"
"1995","35-65 Jahre alt","Staedtischer Raum","6.84","6.5","4399","6.79","6.89"
"1995","66 und älter","Laendlicher Raum","6.89","6.5","512","6.71","7.07"
