"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1995","66 und älter","Staedtischer Raum","6.85","6.5","1000","6.72","6.98"
"1996","16-34 Jahre alt","Laendlicher Raum","6.94","6.5","1596","6.86","7.02"
"1996","16-34 Jahre alt","Staedtischer Raum","7.15","6.5","3153","7.09","7.21"
"1996","35-65 Jahre alt","Laendlicher Raum","6.62","6.5","2419","6.55","6.69"
"1996","35-65 Jahre alt","Staedtischer Raum","6.88","6.5","4316","6.83","6.93"
"1996","66 und älter","Laendlicher Raum","6.88","6.5","517","6.71","7.05"
"1996","66 und älter","Staedtischer Raum","7.02","6.5","1028","6.9","7.14"
"1997","16-34 Jahre alt","Laendlicher Raum","6.85","6.5","1549","6.77","6.93"
"1997","16-34 Jahre alt","Staedtischer Raum","7.05","6.5","3049","6.99","7.11"
"1997","35-65 Jahre alt","Laendlicher Raum","6.58","6.5","2383","6.51","6.65"
"1997","35-65 Jahre alt","Staedtischer Raum","6.71","6.5","4245","6.66","6.76"
"1997","66 und älter","Laendlicher Raum","6.69","6.5","527","6.53","6.85"
"1997","66 und älter","Staedtischer Raum","6.9","6.5","1048","6.78","7.02"
"1998","16-34 Jahre alt","Laendlicher Raum","7.16","6.5","1639","7.08","7.24"
"1998","16-34 Jahre alt","Staedtischer Raum","7.15","6.5","3212","7.09","7.21"
"1998","35-65 Jahre alt","Laendlicher Raum","6.77","6.5","2715","6.7","6.84"
"1998","35-65 Jahre alt","Staedtischer Raum","6.92","6.5","4790","6.87","6.97"
"1998","66 und älter","Laendlicher Raum","6.84","6.5","617","6.68","7"
"1998","66 und älter","Staedtischer Raum","6.96","6.5","1228","6.85","7.07"
"1999","16-34 Jahre alt","Laendlicher Raum","7.15","6.5","1568","7.07","7.23"
"1999","16-34 Jahre alt","Staedtischer Raum","7.26","7.5","3015","7.2","7.32"
"1999","35-65 Jahre alt","Laendlicher Raum","6.85","6.5","2619","6.78","6.92"
"1999","35-65 Jahre alt","Staedtischer Raum","6.93","6.5","4650","6.88","6.98"
"1999","66 und älter","Laendlicher Raum","6.88","6.5","615","6.74","7.02"
"1999","66 und älter","Staedtischer Raum","6.97","7.5","1177","6.85","7.09"
"2000","16-34 Jahre alt","Laendlicher Raum","7.18","6.5","2468","7.12","7.24"
"2000","16-34 Jahre alt","Staedtischer Raum","7.31","7.5","4587","7.26","7.36"
"2000","35-65 Jahre alt","Laendlicher Raum","6.89","6.5","4685","6.84","6.94"
"2000","35-65 Jahre alt","Staedtischer Raum","7.12","6.5","8721","7.08","7.16"
"2000","66 und älter","Laendlicher Raum","6.96","6.5","1255","6.86","7.06"
"2000","66 und älter","Staedtischer Raum","7.07","7.5","2328","6.99","7.15"
"2001","16-34 Jahre alt","Laendlicher Raum","7.21","7.5","2156","7.14","7.28"
"2001","16-34 Jahre alt","Staedtischer Raum","7.35","7.5","4075","7.3","7.4"
"2001","35-65 Jahre alt","Laendlicher Raum","6.88","6.5","4292","6.83","6.93"
"2001","35-65 Jahre alt","Staedtischer Raum","7.12","7.5","7959","7.08","7.16"
"2001","66 und älter","Laendlicher Raum","7","6.5","1186","6.9","7.1"
"2001","66 und älter","Staedtischer Raum","7.15","7.5","2202","7.07","7.23"
"2002","16-34 Jahre alt","Laendlicher Raum","7.01","6.5","2102","6.94","7.08"
"2002","16-34 Jahre alt","Staedtischer Raum","7.17","6.5","4020","7.12","7.22"
"2002","35-65 Jahre alt","Laendlicher Raum","6.69","6.5","4444","6.64","6.74"
"2002","35-65 Jahre alt","Staedtischer Raum","6.91","6.5","8832","6.87","6.95"
"2002","66 und älter","Laendlicher Raum","6.73","6.5","1233","6.63","6.83"
"2002","66 und älter","Staedtischer Raum","7","6.5","2350","6.92","7.08"
"2003","16-34 Jahre alt","Laendlicher Raum","6.88","6.5","1982","6.81","6.95"
"2003","16-34 Jahre alt","Staedtischer Raum","7.16","6.5","3847","7.11","7.21"
"2003","35-65 Jahre alt","Laendlicher Raum","6.64","6.5","4220","6.59","6.69"
"2003","35-65 Jahre alt","Staedtischer Raum","6.83","6.5","8431","6.79","6.87"
"2003","66 und älter","Laendlicher Raum","6.74","6.5","1250","6.64","6.84"
"2003","66 und älter","Staedtischer Raum","7","6.5","2393","6.93","7.07"
"2004","16-34 Jahre alt","Laendlicher Raum","6.76","6.5","1909","6.68","6.84"
"2004","16-34 Jahre alt","Staedtischer Raum","6.92","6.5","3684","6.87","6.97"
"2004","35-65 Jahre alt","Laendlicher Raum","6.43","6.5","4077","6.37","6.49"
"2004","35-65 Jahre alt","Staedtischer Raum","6.63","6.5","8148","6.59","6.67"
"2004","66 und älter","Laendlicher Raum","6.61","6.5","1286","6.51","6.71"
"2004","66 und älter","Staedtischer Raum","6.75","6.5","2454","6.67","6.83"
"2005","16-34 Jahre alt","Laendlicher Raum","7.04","6.5","1780","6.96","7.12"
"2005","16-34 Jahre alt","Staedtischer Raum","7.08","6.5","3511","7.02","7.14"
"2005","35-65 Jahre alt","Laendlicher Raum","6.59","6.5","3894","6.53","6.65"
"2005","35-65 Jahre alt","Staedtischer Raum","6.8","6.5","7703","6.76","6.84"
"2005","66 und älter","Laendlicher Raum","6.76","6.5","1277","6.65","6.87"
"2005","66 und älter","Staedtischer Raum","6.93","6.5","2469","6.86","7"
"2006","16-34 Jahre alt","Laendlicher Raum","7","6.5","1756","6.92","7.08"
"2006","16-34 Jahre alt","Staedtischer Raum","7.05","6.5","3351","7","7.1"
"2006","35-65 Jahre alt","Laendlicher Raum","6.53","6.5","4232","6.47","6.59"
"2006","35-65 Jahre alt","Staedtischer Raum","6.73","6.5","8157","6.69","6.77"
"2006","66 und älter","Laendlicher Raum","6.69","6.5","1541","6.6","6.78"
"2006","66 und älter","Staedtischer Raum","6.86","6.5","2859","6.79","6.93"
"2007","16-34 Jahre alt","Laendlicher Raum","7.16","6.5","1629","7.08","7.24"
"2007","16-34 Jahre alt","Staedtischer Raum","7.18","7.5","3052","7.12","7.24"
"2007","35-65 Jahre alt","Laendlicher Raum","6.61","6.5","3954","6.55","6.67"
"2007","35-65 Jahre alt","Staedtischer Raum","6.78","6.5","7500","6.74","6.82"
"2007","66 und älter","Laendlicher Raum","6.66","6.5","1510","6.57","6.75"
"2007","66 und älter","Staedtischer Raum","6.89","6.5","2816","6.82","6.96"
"2008","16-34 Jahre alt","Laendlicher Raum","7.13","6.5","1477","7.05","7.21"
"2008","16-34 Jahre alt","Staedtischer Raum","7.14","6.5","2858","7.08","7.2"
"2008","35-65 Jahre alt","Laendlicher Raum","6.75","6.5","3700","6.69","6.81"
"2008","35-65 Jahre alt","Staedtischer Raum","6.8","6.5","6959","6.76","6.84"
"2008","66 und älter","Laendlicher Raum","6.74","6.5","1488","6.65","6.83"
"2008","66 und älter","Staedtischer Raum","6.9","6.5","2793","6.83","6.97"
"2009","16-34 Jahre alt","Laendlicher Raum","7.01","6.5","1359","6.92","7.1"
"2009","16-34 Jahre alt","Staedtischer Raum","7.08","6.5","2599","7.02","7.14"
"2009","35-65 Jahre alt","Laendlicher Raum","6.52","6.5","3528","6.46","6.58"
"2009","35-65 Jahre alt","Staedtischer Raum","6.75","6.5","6328","6.71","6.79"
"2009","66 und älter","Laendlicher Raum","6.79","6.5","1460","6.7","6.88"
"2009","66 und älter","Staedtischer Raum","6.89","6.5","2689","6.82","6.96"
"2010","16-34 Jahre alt","Laendlicher Raum","7.3","7.5","2266","7.23","7.37"
"2010","16-34 Jahre alt","Staedtischer Raum","7.34","7.5","4278","7.29","7.39"
"2010","35-65 Jahre alt","Laendlicher Raum","6.83","6.5","4684","6.78","6.88"
"2010","35-65 Jahre alt","Staedtischer Raum","6.92","6.5","8683","6.88","6.96"
"2010","66 und älter","Laendlicher Raum","6.9","6.5","1403","6.8","7"
"2010","66 und älter","Staedtischer Raum","7.06","6.5","2613","6.99","7.13"
"2011","16-34 Jahre alt","Laendlicher Raum","7.21","6.5","2235","7.14","7.28"
"2011","16-34 Jahre alt","Staedtischer Raum","7.33","7.5","4060","7.28","7.38"
"2011","35-65 Jahre alt","Laendlicher Raum","6.77","6.5","5485","6.72","6.82"
"2011","35-65 Jahre alt","Staedtischer Raum","6.94","6.5","9546","6.91","6.97"
"2011","66 und älter","Laendlicher Raum","6.72","6.5","1544","6.63","6.81"
"2011","66 und älter","Staedtischer Raum","6.94","6.5","2907","6.87","7.01"
"2012","16-34 Jahre alt","Laendlicher Raum","7.31","7.5","2140","7.24","7.38"
"2012","16-34 Jahre alt","Staedtischer Raum","7.43","7.5","3922","7.38","7.48"
"2012","35-65 Jahre alt","Laendlicher Raum","6.93","6.5","5752","6.88","6.98"
"2012","35-65 Jahre alt","Staedtischer Raum","6.98","6.5","9675","6.95","7.01"
"2012","66 und älter","Laendlicher Raum","6.92","6.5","1761","6.83","7.01"
"2012","66 und älter","Staedtischer Raum","7.11","6.5","3137","7.05","7.17"
"2013","16-34 Jahre alt","Laendlicher Raum","7.33","7.5","2427","7.26","7.4"
"2013","16-34 Jahre alt","Staedtischer Raum","7.44","7.5","5403","7.4","7.48"
"2013","35-65 Jahre alt","Laendlicher Raum","7.03","6.5","6267","6.99","7.07"
"2013","35-65 Jahre alt","Staedtischer Raum","7.1","7.5","11440","7.07","7.13"
"2013","66 und älter","Laendlicher Raum","7.02","6.5","1791","6.94","7.1"
"2013","66 und älter","Staedtischer Raum","7.21","7.5","3228","7.15","7.27"
"2014","16-34 Jahre alt","Laendlicher Raum","7.33","7.5","2092","7.26","7.4"
"2014","16-34 Jahre alt","Staedtischer Raum","7.45","7.5","4422","7.4","7.5"
"2014","35-65 Jahre alt","Laendlicher Raum","7.02","6.5","5558","6.97","7.07"
"2014","35-65 Jahre alt","Staedtischer Raum","7.07","6.5","9989","7.04","7.1"
"2014","66 und älter","Laendlicher Raum","7.12","6.5","1786","7.04","7.2"
"2014","66 und älter","Staedtischer Raum","7.18","7.5","3141","7.12","7.24"
"2015","16-34 Jahre alt","Laendlicher Raum","7.45","7.5","2088","7.38","7.52"
"2015","16-34 Jahre alt","Staedtischer Raum","7.58","7.5","4552","7.53","7.63"
"2015","35-65 Jahre alt","Laendlicher Raum","7.14","7.5","5431","7.09","7.19"
"2015","35-65 Jahre alt","Staedtischer Raum","7.2","7.5","9771","7.17","7.23"
"2015","66 und älter","Laendlicher Raum","7.1","7.5","1798","7.02","7.18"
"2015","66 und älter","Staedtischer Raum","7.27","7.5","3088","7.21","7.33"
"2016","16-34 Jahre alt","Laendlicher Raum","7.57","7.5","2253","7.5","7.64"
"2016","16-34 Jahre alt","Staedtischer Raum","7.64","7.5","4913","7.59","7.69"
"2016","35-65 Jahre alt","Laendlicher Raum","7.09","7.5","5368","7.04","7.14"
"2016","35-65 Jahre alt","Staedtischer Raum","7.23","7.5","9875","7.2","7.26"
"2016","66 und älter","Laendlicher Raum","7","6.5","1744","6.92","7.08"
"2016","66 und älter","Staedtischer Raum","7.17","7.5","2964","7.11","7.23"
"2017","16-34 Jahre alt","Laendlicher Raum","7.3","7.5","2652","7.23","7.37"
"2017","16-34 Jahre alt","Staedtischer Raum","7.53","7.5","5658","7.49","7.57"
"2017","35-65 Jahre alt","Laendlicher Raum","7.14","7.5","6111","7.1","7.18"
"2017","35-65 Jahre alt","Staedtischer Raum","7.2","7.5","11069","7.17","7.23"
"2017","66 und älter","Laendlicher Raum","7.17","7.5","1861","7.09","7.25"
"2017","66 und älter","Staedtischer Raum","7.3","7.5","3123","7.24","7.36"
"2018","16-34 Jahre alt","Laendlicher Raum","7.4","7.5","2393","7.33","7.47"
"2018","16-34 Jahre alt","Staedtischer Raum","7.49","7.5","5410","7.44","7.54"
"2018","35-65 Jahre alt","Laendlicher Raum","7.28","7.5","5758","7.24","7.32"
"2018","35-65 Jahre alt","Staedtischer Raum","7.29","7.5","10597","7.26","7.32"
"2018","66 und älter","Laendlicher Raum","7.31","7.5","1834","7.23","7.39"
"2018","66 und älter","Staedtischer Raum","7.42","7.5","3173","7.36","7.48"
"2019","16-34 Jahre alt","Laendlicher Raum","7.45","7.5","2070","7.37","7.53"
"2019","16-34 Jahre alt","Staedtischer Raum","7.6","7.5","4756","7.55","7.65"
"2019","35-65 Jahre alt","Laendlicher Raum","7.34","7.5","5790","7.3","7.38"
"2019","35-65 Jahre alt","Staedtischer Raum","7.42","7.5","10772","7.39","7.45"
"2019","66 und älter","Laendlicher Raum","7.28","7.5","1904","7.2","7.36"
"2019","66 und älter","Staedtischer Raum","7.48","7.5","3262","7.42","7.54"
"2020","16-34 Jahre alt","Laendlicher Raum","7.41","7.5","2203","7.34","7.48"
"2020","16-34 Jahre alt","Staedtischer Raum","7.57","7.5","5850","7.53","7.61"
"2020","35-65 Jahre alt","Laendlicher Raum","7.33","7.5","5519","7.29","7.37"
"2020","35-65 Jahre alt","Staedtischer Raum","7.42","7.5","10917","7.39","7.45"
"2020","66 und älter","Laendlicher Raum","7.46","7.5","1829","7.39","7.53"
"2020","66 und älter","Staedtischer Raum","7.6","7.5","3139","7.54","7.66"
