year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,8001,10.00522,9.34761,10.66282,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1984,West,female,8074,12.74296,12.01551,13.47041,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,West,male,7177,10.60870,9.89613,11.32127,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1985,West,female,7257,13.57118,12.78309,14.35928,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,West,male,6853,9.30629,8.61834,9.99425,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1986,West,female,6883,12.94675,12.15351,13.74000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,West,male,6747,9.51722,8.81688,10.21756,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,West,female,6746,12.39832,11.61174,13.18489,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,West,male,6382,8.79096,8.09611,9.48581,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,West,female,6433,12.05433,11.25853,12.85013,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,West,male,6152,9.21308,8.49024,9.93591,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,West,female,6240,12.90141,12.06953,13.73330,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1990,West,No answer / don't know,,,,,,,,,,,,
1990,West,male,6022,8.67515,7.96410,9.38620,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1990,West,female,6119,11.96916,11.15568,12.78263,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,5995,9.03349,8.30770,9.75927,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1991,West,female,6104,12.88320,12.04260,13.72380,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1991,East,male,,,,,,,,,,,,
1991,East,female,,,,,,,,,,,,
1992,West,male,5926,7.84275,7.15812,8.52738,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,West,female,6090,10.61585,9.84204,11.38966,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,East,male,2601,13.29618,11.99072,14.60163,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,East,female,2730,21.39737,19.85830,22.93644,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,West,male,5889,8.85954,8.13364,9.58545,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,West,female,6015,11.80599,10.99037,12.62161,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,East,male,2470,13.61938,12.26607,14.97270,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,East,female,2617,19.16736,17.65860,20.67613,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,West,male,5740,7.51608,6.83388,8.19829,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,West,female,5944,10.98704,10.19187,11.78222,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,East,male,2418,13.73028,12.35780,15.10276,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,East,female,2533,17.86366,16.37124,19.35608,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,West,male,6129,11.03542,10.25083,11.82000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,West,female,6324,13.05269,12.22224,13.88314,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,East,male,2334,11.60307,10.30312,12.90303,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,East,female,2455,17.01849,15.53122,18.50575,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,West,male,5965,9.61977,8.87134,10.36820,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,West,female,6183,12.35410,11.53374,13.17446,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,East,male,2296,10.77470,9.50577,12.04363,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,East,female,2412,14.61770,13.20711,16.02829,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,West,male,5866,9.42539,8.67754,10.17325,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,West,female,6053,11.80475,10.99173,12.61777,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,East,male,2237,11.10302,9.80041,12.40563,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,East,female,2330,14.13474,12.71944,15.55004,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,West,male,5570,9.44677,8.67851,10.21504,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,West,female,5807,11.40326,10.58557,12.22094,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,East,male,2154,11.30675,9.96866,12.64483,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,East,female,2240,15.13300,13.64812,16.61788,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,West,male,6243,9.40483,8.68062,10.12904,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,West,female,6491,11.08713,10.32318,11.85108,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,East,male,2281,11.21473,9.91910,12.51036,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,East,female,2381,15.36448,13.91529,16.81367,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,West,male,6000,8.52616,7.81938,9.23294,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,West,female,6245,11.03676,10.25945,11.81406,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,East,male,2230,12.47833,11.10597,13.85069,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,East,female,2321,16.89139,15.36631,18.41647,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,West,male,10350,10.20161,9.61844,10.78478,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,West,female,10873,12.67698,12.05152,13.30243,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,East,male,3203,11.87876,10.75787,12.99964,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,East,female,3369,16.50916,15.25505,17.76327,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,West,male,9705,10.38006,9.77317,10.98694,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,West,female,10230,13.02227,12.37002,13.67451,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,East,male,3025,14.01153,12.77409,15.24896,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,East,female,3165,16.18972,14.90593,17.47352,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,West,male,10421,10.96457,10.36461,11.56453,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,West,female,10969,13.57358,12.93254,14.21462,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,East,male,3104,13.79505,12.58143,15.00868,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,East,female,3229,16.35601,15.07976,17.63225,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2004,West,male,10072,10.99298,10.38202,11.60394,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2004,West,female,10577,13.38459,12.73564,14.03355,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2004,East,male,2987,15.58275,14.28155,16.88395,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2004,East,female,3151,17.77188,16.43662,19.10715,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,West,male,9495,11.25397,10.61823,11.88972,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,West,female,10110,13.55299,12.88569,14.22028,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,East,male,2879,16.87252,15.50393,18.24110,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,East,female,3033,19.91540,18.49355,21.33725,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2006,West,male,8887,11.36469,10.70474,12.02464,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2006,West,female,9571,13.55440,12.86854,14.24026,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2006,East,male,2738,16.38950,15.00231,17.77669,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2006,East,female,2883,20.52603,19.05109,22.00096,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,West,male,9378,11.57989,10.93219,12.22760,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,West,female,10118,13.83118,13.15842,14.50393,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,East,male,2866,16.41412,15.05746,17.77077,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,East,female,3020,18.86423,17.46836,20.26010,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2008,West,male,8679,11.77740,11.09915,12.45565,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2008,West,female,9411,14.57027,13.85738,15.28317,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2008,East,male,2719,17.76320,16.32595,19.20044,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2008,East,female,2862,20.55806,19.07686,22.03925,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,West,male,8013,12.19400,11.47745,12.91056,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,West,female,8629,14.73825,13.99020,15.48630,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,East,male,2597,18.14856,16.66553,19.63159,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,East,female,2738,20.22227,18.71713,21.72742,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2010,West,male,7356,12.47486,11.71962,13.23009,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2010,West,female,7959,15.46671,14.67221,16.26122,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2010,East,male,2360,19.57292,17.97136,21.17448,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2010,East,female,2496,22.12552,20.49630,23.75475,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,West,Implausible value,,,,,,,,,,,,
2011,West,male,11846,11.33349,10.76258,11.90440,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,West,female,13144,14.02191,13.42827,14.61555,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,East,male,3340,21.18450,19.79823,22.57076,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,East,female,3719,20.72649,19.42332,22.02967,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,West,Implausible value,,,,,,,,,,,,
2012,West,male,13762,12.37838,11.82810,12.92866,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,West,female,15402,14.08957,13.54008,14.63907,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,East,male,3762,18.93426,17.68192,20.18660,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,East,female,4264,20.65278,19.43738,21.86817,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,West,Implausible value,,,,,,,,,,,,
2013,West,male,13723,12.06825,11.52318,12.61333,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,West,female,15392,14.44003,13.88469,14.99536,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,East,male,3722,19.43260,18.16101,20.70418,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,East,female,4222,21.95726,20.70824,23.20628,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2014,West,Implausible value,,,,,,,,,,,,
2014,West,No answer / don't know,,,,,,,,,,,,
2014,West,male,14803,13.02608,12.48381,13.56834,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2014,West,female,16241,15.17594,14.62410,15.72777,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2014,East,male,3590,18.92645,17.64465,20.20825,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2014,East,female,4050,21.04408,19.78832,22.29984,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,West,Implausible value,,,,,,,,,,,,
2015,West,No answer / don't know,,,,,,,,,,,,
2015,West,male,13400,13.63366,13.05261,14.21471,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,West,female,14901,15.11668,14.54148,15.69187,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,East,male,3338,20.79376,19.41652,22.17100,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,East,female,3799,20.78268,19.49202,22.07334,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2016,West,Implausible value,,,,,,,,,,,,
2016,West,No answer / don't know,,,,,,,,,,,,
2016,West,male,12901,14.61597,14.00632,15.22562,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2016,West,female,14334,15.37717,14.78659,15.96776,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2016,East,No answer / don't know,,,,,,,,,,,,
2016,East,male,3160,22.93075,21.46446,24.39704,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2016,East,female,3624,22.88551,21.51732,24.25371,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,West,Implausible value,,,,,,,,,,,,
2017,West,No answer / don't know,,,,,,,,,,,,
2017,West,male,13831,14.31999,13.73618,14.90380,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,West,female,14779,15.50361,14.92004,16.08719,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,East,male,3343,21.75349,20.35444,23.15255,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,East,female,3714,22.24582,20.90782,23.58381,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2018,West,Implausible value,,,,,,,,,,,,
2018,West,No answer / don't know,,,,,,,,,,,,
2018,West,male,15532,14.35088,13.79947,14.90228,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2018,West,female,16205,15.40843,14.85253,15.96434,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2018,East,No answer / don't know,,,,,,,,,,,,
2018,East,male,3760,22.95996,21.61522,24.30470,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2018,East,female,4091,22.54182,21.26099,23.82264,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,West,Implausible value,,,,,,,,,,,,
2019,West,No answer / don't know,,,,,,,,,,,,
2019,West,male,14570,14.38529,13.81541,14.95518,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,West,female,15142,16.10631,15.52078,16.69185,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,East,No answer / don't know,,,,,,,,,,,,
2019,East,male,3567,21.67507,20.32246,23.02769,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,East,female,3879,22.34075,21.02955,23.65195,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2020,West,Implausible value,,,,,,,,,,,,
2020,West,No answer / don't know,,,,,,,,,,,,
2020,West,male,14758,14.46050,13.89303,15.02797,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2020,West,female,15034,17.09655,16.49470,17.69840,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2020,East,Implausible value,,,,,,,,,,,,
2020,East,No answer / don't know,,,,,,,,,,,,
2020,East,male,3698,20.73009,19.42314,22.03705,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2020,East,female,3853,21.76411,20.46077,23.06745,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,West,Implausible value,,,,,,,,,,,,
2021,West,No answer / don't know,,,,,,,,,,,,
2021,West,male,10540,15.31082,14.62329,15.99835,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,West,female,10801,17.38893,16.67407,18.10379,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,East,Implausible value,,,,,,,,,,,,
2021,East,male,2549,21.95041,20.34282,23.55801,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,East,female,2681,21.06385,19.51966,22.60805,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2022,West,Implausible value,,,,,,,,,,,,
2022,West,No answer / don't know,,,,,,,,,,,,
2022,West,male,9639,15.13825,14.42263,15.85386,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2022,West,female,9900,18.43033,17.66647,19.19420,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2022,East,Implausible value,,,,,,,,,,,,
2022,East,No answer / don't know,,,,,,,,,,,,
2022,East,male,2411,21.42719,19.78854,23.06584,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2022,East,female,2569,22.97743,21.34989,24.60496,0.00000,0.00000,0.00000,0.00000,0.00000,,,
