year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,11332,11.65552,10.94943,12.31022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1985,Rural regions,3102,13.82831,12.47961,15.25090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,Urban regions,10787,10.50003,9.78696,11.11021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,Rural regions,2949,12.50897,10.93273,13.88301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,Urban regions,10591,10.48136,9.53743,11.11315,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,Rural regions,2902,12.98627,11.38830,14.19162,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,Urban regions,10106,9.83969,9.11858,10.52181,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,Rural regions,2709,13.07867,11.66844,14.46996,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,Urban regions,9824,10.91680,10.16411,11.61339,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,Rural regions,2568,12.01929,10.72196,13.26817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,Urban regions,9608,9.94181,9.16522,10.64975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,Rural regions,2537,11.41714,10.03709,12.90945,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1991,Urban regions,9518,10.19617,9.30443,10.89471,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1991,Rural regions,2581,12.31352,10.82752,13.94748,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,Urban regions,11167,9.27631,8.57540,9.96389,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,Rural regions,6003,13.93919,12.92292,15.04285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,Urban regions,11039,10.31013,9.58800,10.93341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,Rural regions,5952,13.16874,12.05811,14.37176,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,Urban regions,10830,9.78059,8.95202,10.51268,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,Rural regions,5805,12.36974,11.17744,13.34904,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,Urban regions,11222,11.76706,11.11514,12.50402,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,Rural regions,6020,13.08599,11.94364,14.11922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1996,Urban regions,10960,11.12892,10.41561,11.83150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1996,Rural regions,5896,11.01191,10.01964,12.03607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1997,Urban regions,10703,10.51538,9.80340,11.24770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
