year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,11.43386,10.94190,11.92583,0.00000,0.00000,0.00000,0.00000,0.00000,16075.00000
1985,12.15805,11.62487,12.69123,0.00000,0.00000,0.00000,0.00000,0.00000,14434.00000
1986,11.20654,10.67897,11.73411,0.00000,0.00000,0.00000,0.00000,0.00000,13736.00000
1987,11.01662,10.48828,11.54495,0.00000,0.00000,0.00000,0.00000,0.00000,13493.00000
1988,10.48223,9.95182,11.01264,0.00000,0.00000,0.00000,0.00000,0.00000,12815.00000
1989,11.12162,10.56801,11.67523,0.00000,0.00000,0.00000,0.00000,0.00000,12392.00000
1990,10.36800,9.82578,10.91021,0.00000,0.00000,0.00000,0.00000,0.00000,12145.00000
1991,11.02048,10.46245,11.57852,0.00000,0.00000,0.00000,0.00000,0.00000,12099.00000
1992,10.94417,10.47956,11.40878,0.00000,0.00000,0.00000,0.00000,0.00000,17347.00000
1993,11.60715,11.12549,12.08881,0.00000,0.00000,0.00000,0.00000,0.00000,16991.00000
1994,10.60072,10.13287,11.06856,0.00000,0.00000,0.00000,0.00000,0.00000,16635.00000
1995,12.51582,12.02187,13.00976,0.00000,0.00000,0.00000,0.00000,0.00000,17242.00000
1996,11.34498,10.86618,11.82378,0.00000,0.00000,0.00000,0.00000,0.00000,16856.00000
1997,11.01977,10.54174,11.49780,0.00000,0.00000,0.00000,0.00000,0.00000,16486.00000
1998,10.98899,10.50084,11.47714,0.00000,0.00000,0.00000,0.00000,0.00000,15771.00000
1999,10.83220,10.37034,11.29407,0.00000,0.00000,0.00000,0.00000,0.00000,17396.00000
2000,10.74876,10.28031,11.21721,0.00000,0.00000,0.00000,0.00000,0.00000,16796.00000
2001,11.97403,11.59234,12.35571,0.00000,0.00000,0.00000,0.00000,0.00000,27795.00000
2002,12.34301,11.94413,12.74189,0.00000,0.00000,0.00000,0.00000,0.00000,26125.00000
2003,12.80268,12.40935,13.19600,0.00000,0.00000,0.00000,0.00000,0.00000,27723.00000
2004,13.01448,12.61154,13.41742,0.00000,0.00000,0.00000,0.00000,0.00000,26787.00000
2005,13.50391,13.08455,13.92326,0.00000,0.00000,0.00000,0.00000,0.00000,25517.00000
2006,13.57053,13.13793,14.00312,0.00000,0.00000,0.00000,0.00000,0.00000,24079.00000
2007,13.61866,13.19668,14.04063,0.00000,0.00000,0.00000,0.00000,0.00000,25382.00000
2008,14.26762,13.82206,14.71319,0.00000,0.00000,0.00000,0.00000,0.00000,23671.00000
2009,14.53125,14.06530,14.99721,0.00000,0.00000,0.00000,0.00000,0.00000,21977.00000
2010,15.21737,14.72165,15.71309,0.00000,0.00000,0.00000,0.00000,0.00000,20171.00000
2011,14.18711,13.80510,14.56911,0.00000,0.00000,0.00000,0.00000,0.00000,32050.00000
2012,14.39989,14.04306,14.75671,0.00000,0.00000,0.00000,0.00000,0.00000,37192.00000
2013,14.56868,14.20949,14.92787,0.00000,0.00000,0.00000,0.00000,0.00000,37061.00000
2014,15.14941,14.79213,15.50669,0.00000,0.00000,0.00000,0.00000,0.00000,38687.00000
2015,15.50040,15.12360,15.87720,0.00000,0.00000,0.00000,0.00000,0.00000,35441.00000
2016,16.37072,15.97754,16.76389,0.00000,0.00000,0.00000,0.00000,0.00000,34023.00000
2017,16.12544,15.74378,16.50711,0.00000,0.00000,0.00000,0.00000,0.00000,35670.00000
2018,16.23597,15.87270,16.59924,0.00000,0.00000,0.00000,0.00000,0.00000,39591.00000
2019,16.39739,16.02095,16.77384,0.00000,0.00000,0.00000,0.00000,0.00000,37163.00000
2020,16.73929,16.36073,17.11785,0.00000,0.00000,0.00000,0.00000,0.00000,37362.00000
2021,17.23816,16.78407,17.69225,0.00000,0.00000,0.00000,0.00000,0.00000,26581.00000
2022,17.73966,17.26162,18.21771,0.00000,0.00000,0.00000,0.00000,0.00000,24532.00000
