year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,16075,11.51479,10.95831,12.08146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1985,West,14434,12.19890,11.58799,12.75491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,West,13736,10.99763,10.36666,11.59088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,West,13493,11.09647,10.38360,11.72922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,West,12815,10.62474,9.94042,11.24081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,West,12392,11.17761,10.47878,11.96127,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,West,12145,10.28591,9.47528,10.99559,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,East,,,,,,,,,,,,
1991,West,12099,10.70493,10.08130,11.45770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1991,East,,,,,,,,,,,,
1992,West,12016,8.93554,8.24691,9.56049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,East,5331,18.00418,16.92045,19.34652,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,West,11904,9.92344,9.24185,10.52503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1993,East,5087,16.32195,14.96815,17.61669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,West,11684,9.13460,8.36765,9.83241,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1994,East,4951,16.47050,15.15212,17.64860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,West,12453,11.66339,10.99069,12.41053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1995,East,4789,14.38895,13.18404,15.53991,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
