year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,West,11332,11.655519787997145,10.91412924225456,12.425889284769136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Rural regions,West,3102,13.828313526590435,12.199668311892212,15.503852625874398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Urban regions,West,10787,10.5000297824985,9.724518811799449,11.143995536264613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Rural regions,West,2949,12.508968819695223,11.210984232722913,13.873510536003982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Urban regions,West,10591,10.481362770352424,9.765057277408959,11.131949784583062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Rural regions,West,2902,12.986268526880195,11.861202428689804,14.449202671195668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Urban regions,West,10106,9.839690279095118,9.148998299292794,10.420159687184304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Rural regions,West,2709,13.078668757184934,11.680958908438537,14.468386781552242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Urban regions,West,9824,10.916803340376491,10.142776546129438,11.608421307224983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Rural regions,West,2568,12.019293346264726,10.66438452765654,13.440192891385466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Urban regions,West,9608,9.94180636793704,9.053113518449956,10.687560033937192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Urban regions,East,,,,,,,,,,,,
1990,Rural regions,West,2537,11.417137354152484,9.996464228466978,12.817465915070692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Rural regions,East,,,,,,,,,,,,
1991,Urban regions,West,9518,10.196165717564503,9.392803985395032,10.990365937953813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Urban regions,East,,,,,,,,,,,,
1991,Rural regions,West,2581,12.313521387259035,10.768163956152476,13.889327272917345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Rural regions,East,,,,,,,,,,,,
1992,Urban regions,West,9409,8.382396852388089,7.652767634009809,9.038573999260793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Urban regions,East,1758,16.729324388267898,14.881589605111138,18.9856362971394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Rural regions,West,2589,10.741495195127344,9.324660559620561,12.504593097992103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Rural regions,East,3414,18.764811904929807,17.26645933584279,20.42524107783041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Urban regions,West,9306,9.786480421418021,8.941314348583964,10.569738554522768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Urban regions,East,1733,14.711150801628724,12.765846076293013,16.69009475176092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Rural regions,West,2598,10.367721629705711,9.030629978783718,11.906721128341676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Rural regions,East,3354,17.22149855304825,15.64500357970157,18.796289550644637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Urban regions,West,9134,9.246787908712639,8.42538378996185,9.983907820035023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Urban regions,East,1696,14.357409528768315,12.56616235932838,16.5240490614963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Rural regions,West,2550,8.766651209225852,7.368436157610406,10.058149550094154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Rural regions,East,3255,17.65653582540591,16.068639944144845,19.504961368141046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Urban regions,West,9662,11.520232581195511,10.663147703322585,12.279101446339872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Urban regions,East,1560,14.071889279577556,12.181179196749653,16.027914603524557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Rural regions,West,2791,12.11853817918029,10.65882247077111,13.373229851085718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Rural regions,East,3229,14.552610997617522,13.173160489435064,16.01210761082738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Urban regions,West,9385,10.762050924706434,9.898448131966772,11.59725179247566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Urban regions,East,1575,14.496044831482385,12.604875759996606,16.76476039401833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
