year,bula_h,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,male,134,11.10072,9.53076,12.67067,4.00000,8.00000,17.00000,0.00000,36.50000,8.00000,6.00000,12.00000
1984,Schleswig-Holstein,female,90,8.07595,6.26270,9.88919,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,4.00000,6.00000
1984,Hamburg,male,101,11.42032,9.45850,13.38214,3.00000,9.00000,16.00000,0.00000,35.50000,9.00000,7.00000,12.00000
1984,Hamburg,female,74,8.16964,6.23677,10.10252,3.00000,5.00000,11.00000,0.00000,23.00000,5.00000,3.97500,7.00000
1984,Lower Saxony,male,425,12.41825,11.42415,13.41235,4.00000,10.00000,18.00000,0.00000,39.00000,10.00000,9.00000,11.00000
1984,Lower Saxony,female,244,7.86848,6.91128,8.82568,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,4.00000,7.00000
1984,Bremen,male,33,13.32773,8.98990,17.66557,2.00000,10.18025,25.90008,0.00000,39.00000,10.00000,2.00000,19.00000
1984,Bremen,female,,,,,,,,,,,,
1984,North Rhine-Westphalia,male,1191,12.04826,11.45299,12.64353,4.00000,9.00000,19.00000,0.00000,41.50000,9.00000,8.00000,10.00000
1984,North Rhine-Westphalia,female,613,8.87250,8.20892,9.53609,3.00000,7.00000,13.00000,0.00000,28.00000,7.00000,5.00000,7.00000
1984,Hesse,male,464,12.39165,11.36533,13.41796,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,7.00000,11.00000
1984,Hesse,female,277,7.92478,6.99258,8.85698,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,4.00000,7.00000
1984,"Rhineland-Palatinate, Saarland",male,284,12.25292,11.09004,13.41581,4.00000,10.00000,19.00000,0.00000,41.50000,10.00000,8.00000,11.00000
1984,"Rhineland-Palatinate, Saarland",female,165,8.42630,7.00194,9.85065,2.00508,5.00000,11.00000,0.00000,24.49238,5.00000,4.00000,6.00000
1984,Baden-Wuerttemberg,male,888,11.85058,11.17334,12.52781,3.00000,9.69620,18.00000,0.00000,40.50000,10.00000,8.00000,10.00000
1984,Baden-Wuerttemberg,female,533,8.79208,8.03052,9.55364,2.73046,6.00000,13.00000,0.00000,28.40430,6.00000,5.00000,7.00000
1984,Bavaria,male,739,12.71874,11.94205,13.49543,4.00000,11.00000,19.00000,0.00000,41.50000,11.00000,10.00000,12.00000
1984,Bavaria,female,507,8.86599,8.08889,9.64309,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,7.00000
1984,Berlin,male,149,10.11702,8.68320,11.55084,3.00000,6.41027,17.70619,0.00000,32.00000,6.00000,5.00000,10.00000
1984,Berlin,female,114,7.98581,6.53967,9.43195,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,4.00000,8.00000
1985,Schleswig-Holstein,male,114,12.34593,10.68786,14.00400,5.00000,11.00000,20.12953,0.00000,32.00000,11.00000,7.00000,15.00000
1985,Schleswig-Holstein,female,77,7.70911,5.96168,9.45653,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,4.00000,7.02500
1985,Hamburg,male,89,10.86876,8.72193,13.01560,2.00000,9.00000,17.00000,0.00000,38.00000,9.00000,4.00000,12.00000
1985,Hamburg,female,67,8.00034,5.85730,10.14338,2.00000,6.00000,10.37029,0.00000,22.92571,6.00000,3.00000,7.00000
1985,Lower Saxony,male,332,11.97101,10.91430,13.02772,4.00000,10.00000,17.00000,0.00000,36.50000,10.00000,8.00000,11.00000
1985,Lower Saxony,female,224,7.85348,6.81667,8.89030,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,4.00000,7.00000
1985,Bremen,male,,,,,,,,,,,,
1985,Bremen,female,,,,,,,,,,,,
1985,North Rhine-Westphalia,male,1054,12.08070,11.45842,12.70298,4.00000,9.00000,18.00000,0.00000,39.00000,9.00000,8.00000,11.00000
1985,North Rhine-Westphalia,female,578,8.48357,7.86022,9.10692,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,7.00000
1985,Hesse,male,411,11.94526,10.89326,12.99725,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,6.97500,10.02500
1985,Hesse,female,235,8.15793,7.19158,9.12427,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,4.00000,7.00000
1985,"Rhineland-Palatinate, Saarland",male,257,12.19922,10.91525,13.48318,4.00000,9.24786,17.00000,0.00000,36.50000,9.00000,7.00000,11.00000
1985,"Rhineland-Palatinate, Saarland",female,146,7.66477,6.47124,8.85830,3.00000,6.00000,10.00000,0.00000,20.50000,6.00000,5.00000,7.00000
1985,Baden-Wuerttemberg,male,772,11.68443,10.97586,12.39300,3.00000,9.00000,17.23958,0.00000,38.59896,9.00000,8.00000,10.00000
1985,Baden-Wuerttemberg,female,493,8.55026,7.81385,9.28667,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,7.00000
1985,Bavaria,male,644,12.43192,11.60420,13.25963,4.00000,10.00000,19.00000,0.00000,41.50000,10.00000,8.00000,11.02500
1985,Bavaria,female,478,8.46632,7.66037,9.27227,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,5.00000,6.00000
1985,Berlin,male,118,10.36773,8.72149,12.01397,3.00000,6.00000,19.00000,0.00000,33.00000,6.00000,4.00000,11.00000
1985,Berlin,female,102,7.22413,5.93592,8.51233,2.00000,5.00000,11.90265,0.00000,26.75663,5.00000,3.97500,7.00000
1986,Schleswig-Holstein,male,,,,,,,,,,,,
1986,Schleswig-Holstein,female,,,,,,,,,,,,
1986,Hamburg,male,,,,,,,,,,,,
