year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1992,Post-secondary Non-tertiary Level,246,6.29798,5.39094,7.20502,2.00000,4.00000,8.00000,0.00000,17.00000,4.00000,3.00000,5.00000
1992,First Stage of Tertiary Education,548,12.46138,11.49769,13.42507,3.00000,10.00000,19.00000,0.00000,43.00000,10.00000,7.00000,11.00000
1992,Second Stage of Tertiary Education,1253,10.29492,9.72283,10.86701,2.00000,6.00000,17.00000,0.00000,39.50000,6.00000,5.00000,7.00000
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,302,9.90439,8.87204,10.93674,2.00000,6.00000,17.00000,0.00000,39.50000,6.00000,5.00000,8.00000
1993,Lower Secondary Level,1305,9.11352,8.59757,9.62947,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,4.00000,5.00000
1993,Upper Secondary Level,4104,10.22757,9.92527,10.52987,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,7.00000
1993,Post-secondary Non-tertiary Level,252,6.17174,5.27963,7.06385,1.00000,4.00000,9.00000,0.00000,21.00000,4.00000,3.00000,5.00000
1993,First Stage of Tertiary Education,512,11.22248,10.32593,12.11904,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,10.00000
1993,Second Stage of Tertiary Education,1232,9.90173,9.35234,10.45111,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,5.00000,6.02500
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,266,9.41912,8.37338,10.46486,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,4.00000,7.00000
1994,Lower Secondary Level,1127,9.45245,8.89244,10.01246,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,4.00000,6.00000
1994,Upper Secondary Level,3963,10.49038,10.18206,10.79870,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,6.00000,7.00000
1994,Post-secondary Non-tertiary Level,253,6.28464,5.36356,7.20572,1.00000,4.00000,8.00000,0.00000,18.50000,4.00000,3.00000,4.00000
1994,First Stage of Tertiary Education,521,11.58162,10.69595,12.46729,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,10.00000
1994,Second Stage of Tertiary Education,1255,10.02500,9.48480,10.56520,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,5.00000,7.00000
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,238,9.07986,7.97357,10.18614,2.00000,5.90958,16.00000,0.00000,33.00000,6.00000,4.00000,7.00000
1995,Lower Secondary Level,1150,8.99511,8.44678,9.54344,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,4.00000,6.00000
1995,Upper Secondary Level,4084,10.29720,9.98937,10.60503,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
1995,Post-secondary Non-tertiary Level,304,6.04380,5.27822,6.80937,2.00000,4.00000,8.00000,0.00000,17.00000,4.00000,3.00000,4.00000
1995,First Stage of Tertiary Education,539,11.17218,10.32307,12.02129,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,9.00000
1995,Second Stage of Tertiary Education,1340,9.66223,9.13764,10.18682,2.00000,5.00000,15.00000,0.00000,34.50000,5.00000,5.00000,6.00000
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,219,9.39742,8.15968,10.63516,2.00000,6.00000,17.00000,0.00000,39.50000,6.00000,4.00000,7.00000
1996,Lower Secondary Level,1075,8.80770,8.24569,9.36971,2.00000,5.00000,14.00000,0.00000,32.00000,5.00000,4.00000,6.00000
1996,Upper Secondary Level,3986,10.42720,10.11936,10.73503,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,6.00000,7.00000
1996,Post-secondary Non-tertiary Level,315,5.93769,5.25980,6.61558,2.00000,4.00000,7.00000,0.00000,14.50000,4.00000,4.00000,4.00000
1996,First Stage of Tertiary Education,549,10.34127,9.55851,11.12403,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,6.00000,8.02500
1996,Second Stage of Tertiary Education,1327,9.95930,9.43365,10.48496,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,6.00000
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,190,9.77468,8.49794,11.05141,3.00000,7.00000,18.00000,0.00000,32.00000,7.00000,5.00000,8.00000
1997,Lower Secondary Level,1021,8.66564,8.09129,9.23999,2.00000,4.00000,14.00000,0.00000,32.00000,4.00000,3.00000,5.00000
1997,Upper Secondary Level,3805,10.48662,10.17442,10.79881,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,7.00000
1997,Post-secondary Non-tertiary Level,306,6.13187,5.33042,6.93332,2.00000,4.00000,7.00000,0.00000,14.50000,4.00000,3.00000,5.00000
1997,First Stage of Tertiary Education,534,11.25887,10.42202,12.09572,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,10.00000
1997,Second Stage of Tertiary Education,1343,10.29463,9.77292,10.81634,3.00000,6.00000,16.00000,0.00000,35.50000,6.00000,6.00000,7.00000
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,184,10.09892,8.79424,11.40361,3.00000,8.00000,16.25359,0.00000,33.00000,8.00000,6.00000,9.00000
1998,Lower Secondary Level,1064,8.58458,8.02487,9.14429,2.00000,4.00000,14.00000,0.00000,32.00000,4.00000,3.00000,5.00000
1998,Upper Secondary Level,4108,10.53429,10.23113,10.83745,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,8.00000
1998,Post-secondary Non-tertiary Level,357,7.03504,6.24528,7.82480,2.00000,5.00000,9.00000,0.00000,19.50000,5.00000,4.00000,6.00000
1998,First Stage of Tertiary Education,583,10.99819,10.20848,11.78790,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
1998,Second Stage of Tertiary Education,1459,10.50379,9.99723,11.01035,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
1999,Pre-primary Level,30,2.03594,0.36552,3.70635,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,0.00000,1.00000
1999,Primary Level,182,9.37421,8.02727,10.72115,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,4.00000,9.00000
1999,Lower Secondary Level,1066,8.14767,7.59699,8.69834,1.00000,3.00000,13.00000,0.00000,31.00000,3.00000,3.00000,4.00000
1999,Upper Secondary Level,4168,10.27912,9.97867,10.57958,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,7.02500
1999,Post-secondary Non-tertiary Level,360,7.19358,6.41803,7.96914,2.00000,5.00000,9.00000,0.00000,19.50000,5.00000,4.00000,6.00000
1999,First Stage of Tertiary Education,587,11.34351,10.51949,12.16752,3.49503,8.00000,17.00000,0.00000,37.25746,8.00000,7.00000,9.00000
1999,Second Stage of Tertiary Education,1488,10.50327,10.00332,11.00322,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,8.00000
2000,Pre-primary Level,46,1.55808,0.72282,2.39334,0.00000,1.00000,2.00000,0.00000,5.00000,1.00000,1.00000,2.00000
2000,Primary Level,145,8.92224,7.33765,10.50683,1.00000,4.83340,13.30178,0.00000,31.75444,5.00000,2.97500,9.00000
2000,Lower Secondary Level,1424,7.50882,7.03254,7.98509,1.00000,3.00000,11.00000,0.00000,26.00000,3.00000,3.00000,3.00000
2000,Upper Secondary Level,7266,10.35936,10.13061,10.58812,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,7.00000,8.00000
2000,Post-secondary Non-tertiary Level,758,6.92826,6.38190,7.47462,2.00000,5.00000,9.97548,0.00000,21.93870,5.00000,4.00000,5.00000
2000,First Stage of Tertiary Education,1260,11.30586,10.75422,11.85749,4.00000,8.57912,17.00000,0.00000,36.50000,9.00000,8.00000,9.00000
2000,Second Stage of Tertiary Education,2778,10.47447,10.10509,10.84386,2.00000,8.00000,16.00000,0.00000,37.00000,8.00000,7.00000,8.00000
2001,Pre-primary Level,78,1.52333,1.18587,1.86078,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
2001,Primary Level,111,10.30561,8.36582,12.24541,1.00000,6.87365,15.74289,0.00000,36.00000,7.00000,4.00000,11.00000
2001,Lower Secondary Level,1265,7.33977,6.84435,7.83520,1.00000,3.00000,11.00000,0.00000,26.00000,3.00000,3.00000,3.00000
2001,Upper Secondary Level,6630,10.50263,10.26133,10.74392,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,8.00000
2001,Post-secondary Non-tertiary Level,705,7.23294,6.66733,7.79855,2.00000,5.00000,10.00000,0.00000,22.00000,5.00000,4.00000,5.00000
2001,First Stage of Tertiary Education,1125,11.28436,10.70310,11.86562,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,8.00000,9.00000
2001,Second Stage of Tertiary Education,2575,10.60629,10.21692,10.99566,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
2002,Pre-primary Level,69,1.28071,1.07850,1.48293,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2002,Primary Level,98,9.14338,7.16414,11.12261,2.00000,5.00000,13.10222,0.00000,29.75556,5.00000,3.00000,8.00000
2002,Lower Secondary Level,1175,7.44965,6.92574,7.97356,1.00000,3.00000,11.00000,0.00000,26.00000,3.00000,3.00000,3.00000
2002,Upper Secondary Level,6509,10.81846,10.57393,11.06299,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
2002,Post-secondary Non-tertiary Level,783,7.16440,6.62335,7.70545,2.00000,5.00000,10.00000,0.00000,22.00000,5.00000,4.00000,5.00000
2002,First Stage of Tertiary Education,1199,11.29964,10.73829,11.86099,3.00000,9.00000,17.00000,0.00000,38.00000,9.00000,8.00000,9.00000
2002,Second Stage of Tertiary Education,3398,10.81335,10.47399,11.15271,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
2003,Pre-primary Level,58,1.72381,1.35286,2.09476,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,2.00000
2003,Primary Level,86,10.06364,7.85359,12.27369,3.00000,5.26369,15.00000,1.00000,33.00000,5.00000,3.00000,10.00000
2003,Lower Secondary Level,1093,7.74723,7.19465,8.29982,2.00000,3.00000,11.00000,0.00000,24.50000,3.00000,3.00000,4.00000
2003,Upper Secondary Level,6155,11.06880,10.81506,11.32254,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2003,Post-secondary Non-tertiary Level,787,7.13894,6.61872,7.65916,2.00000,4.00000,10.00000,0.00000,22.00000,4.00000,4.00000,5.00000
2003,First Stage of Tertiary Education,1117,11.62794,11.04629,12.20959,4.00000,9.00000,17.00000,0.00000,36.50000,9.00000,8.00000,10.00000
2003,Second Stage of Tertiary Education,3170,11.04781,10.69178,11.40385,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,9.00000
2004,Pre-primary Level,47,1.70139,1.32930,2.07348,1.00000,1.00000,2.50406,0.00000,4.76016,1.00000,1.00000,2.00000
2004,Primary Level,81,9.93419,7.47041,12.39798,1.00000,4.38917,14.00000,0.00000,33.50000,4.00000,2.00000,10.00000
2004,Lower Secondary Level,1007,7.70699,7.13584,8.27813,2.00000,3.00000,10.00000,0.00000,22.00000,3.00000,3.00000,4.00000
2004,Upper Secondary Level,5926,11.33157,11.07169,11.59145,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,8.00000,9.00000
2004,Post-secondary Non-tertiary Level,788,7.56172,7.03456,8.08889,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,4.00000,6.00000
2004,First Stage of Tertiary Education,1095,11.59694,11.00907,12.18482,4.00000,9.00000,16.00000,0.00000,34.00000,9.00000,8.00000,10.00000
2004,Second Stage of Tertiary Education,3117,11.23057,10.87162,11.58952,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,9.00000
2005,Pre-primary Level,49,2.36033,1.90069,2.81997,1.00000,2.00000,3.00000,0.00000,6.00000,2.00000,2.00000,2.00000
2005,Primary Level,75,9.46917,7.16079,11.77755,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,3.00000,9.00000
2005,Lower Secondary Level,923,7.59973,7.00918,8.19027,2.00000,3.00000,10.00000,0.00000,22.00000,3.00000,3.00000,4.00000
2005,Upper Secondary Level,5597,11.18133,10.91684,11.44582,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,9.00000
2005,Post-secondary Non-tertiary Level,779,7.92962,7.40603,8.45322,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,5.00000,6.00000
2005,First Stage of Tertiary Education,1025,12.25341,11.64394,12.86289,5.00000,10.00000,17.00000,0.00000,35.00000,10.00000,9.00000,11.00000
2005,Second Stage of Tertiary Education,2959,10.88307,10.52393,11.24220,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,7.00000,8.00000
2006,Pre-primary Level,40,3.13770,0.35328,5.92213,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2006,Primary Level,73,10.15811,7.54432,12.77191,2.00000,5.25410,14.63989,0.00000,33.59973,6.00000,3.00000,10.00000
2006,Lower Secondary Level,899,7.90470,7.28385,8.52556,1.00000,3.00000,10.00000,0.00000,23.50000,3.00000,3.00000,4.00000
2006,Upper Secondary Level,5929,11.31676,11.05331,11.58022,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2006,Post-secondary Non-tertiary Level,835,7.91123,7.38536,8.43711,2.00000,5.00000,11.00000,0.00000,24.50000,5.00000,5.00000,6.00000
2006,First Stage of Tertiary Education,1063,12.31082,11.72898,12.89267,5.00000,10.00000,17.00000,0.00000,35.00000,10.00000,9.00000,11.00000
2006,Second Stage of Tertiary Education,3176,11.01908,10.67065,11.36751,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,64,10.37840,7.24988,13.50692,1.00000,4.87180,13.00000,0.00000,31.00000,5.00000,2.00000,11.00000
2007,Lower Secondary Level,792,7.75826,7.11687,8.39965,1.00000,3.00000,11.00000,0.00000,26.00000,3.00000,3.00000,4.00000
2007,Upper Secondary Level,5680,11.32535,11.05398,11.59672,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2007,Post-secondary Non-tertiary Level,817,8.48778,7.94566,9.02989,3.00000,6.00000,12.00000,0.00000,25.50000,6.00000,5.00000,7.00000
2007,First Stage of Tertiary Education,996,12.91343,12.26706,13.55980,4.00000,11.00000,18.00000,0.00000,39.00000,11.00000,10.00000,12.00000
2007,Second Stage of Tertiary Education,3052,10.80034,10.45483,11.14585,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,7.00000,8.00000
2008,Pre-primary Level,32,1.91718,1.45798,2.37637,1.00000,1.13022,2.87704,0.00000,5.00000,1.00000,1.00000,2.00000
2008,Primary Level,67,8.15515,5.55357,10.75673,1.00000,3.00000,11.37425,0.00000,26.93562,3.00000,2.00000,6.00000
2008,Lower Secondary Level,756,7.87228,7.21350,8.53107,1.00000,3.00000,11.97277,0.00000,28.43192,3.00000,3.00000,5.00000
2008,Upper Secondary Level,5421,11.48089,11.19727,11.76451,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,8.00000,8.00000
2008,Post-secondary Non-tertiary Level,791,8.44840,7.88092,9.01588,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,7.00000
2008,First Stage of Tertiary Education,916,12.72223,12.04128,13.40318,4.00000,11.00000,18.00000,0.00000,39.00000,11.00000,10.00000,12.00000
2008,Second Stage of Tertiary Education,2890,10.95669,10.59613,11.31725,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,9.00000
2009,Pre-primary Level,37,1.76223,1.39481,2.12965,1.00000,2.00000,3.00000,0.00000,4.00000,2.00000,1.00000,3.00000
2009,Primary Level,58,7.29068,4.80824,9.77312,1.00000,3.00000,9.00000,0.00000,21.00000,3.00000,2.00000,6.00000
2009,Lower Secondary Level,665,8.25350,7.51559,8.99142,1.00000,3.00000,12.00000,0.00000,28.50000,3.00000,3.00000,5.00000
2009,Upper Secondary Level,5037,11.64817,11.35118,11.94517,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,8.00000,9.00000
2009,Post-secondary Non-tertiary Level,709,8.75943,8.14552,9.37334,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,5.00000,7.02500
2009,First Stage of Tertiary Education,853,13.39207,12.66364,14.12049,4.00000,12.00000,20.00000,0.00000,44.00000,12.00000,10.00000,13.00000
2009,Second Stage of Tertiary Education,2767,10.71102,10.33507,11.08697,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,7.00000,8.00000
2010,Pre-primary Level,45,1.77838,1.34557,2.21119,1.00000,1.92030,3.00000,0.00000,5.00000,2.00000,1.00000,2.00000
2010,Primary Level,106,9.00988,6.95622,11.06354,2.00000,6.00000,10.00000,0.00000,22.00000,6.00000,2.00000,7.00000
2010,Lower Secondary Level,969,8.25122,7.63732,8.86513,1.00000,3.00000,11.00000,0.00000,26.00000,3.00000,3.00000,4.00000
2010,Upper Secondary Level,6725,12.01313,11.75288,12.27339,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,8.00000,9.00000
2010,Post-secondary Non-tertiary Level,1156,9.19484,8.72212,9.66756,2.00000,7.00000,14.00000,0.00000,32.00000,7.00000,5.00000,8.00000
2010,First Stage of Tertiary Education,1080,13.03143,12.37117,13.69170,3.00000,11.00000,20.00000,0.00000,45.50000,11.00000,10.00000,13.00000
2010,Second Stage of Tertiary Education,3697,10.79456,10.47475,11.11437,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2011,Pre-primary Level,56,1.53749,1.26349,1.81150,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2011,Primary Level,140,6.84113,5.30262,8.37963,1.00000,3.00000,8.20587,0.00000,19.01467,3.00000,2.00000,5.00000
2011,Lower Secondary Level,1187,8.74766,8.16219,9.33313,2.00000,4.00000,13.00000,0.00000,29.50000,4.00000,3.00000,4.02500
2011,Upper Secondary Level,8022,11.71544,11.47662,11.95426,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,8.00000,9.00000
2011,Post-secondary Non-tertiary Level,1425,9.61180,9.16887,10.05473,3.00000,8.00000,15.00000,0.00000,33.00000,8.00000,6.00000,8.02500
2011,First Stage of Tertiary Education,1252,13.08965,12.49116,13.68813,4.00000,12.00000,20.00000,0.00000,44.00000,12.00000,10.00000,13.00000
2011,Second Stage of Tertiary Education,4401,10.85708,10.55736,11.15681,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2012,Pre-primary Level,69,1.39708,1.11520,1.67896,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2012,Primary Level,153,7.78796,6.34917,9.22676,1.00000,4.00000,9.54535,0.00000,22.36337,4.00000,2.00000,8.00000
2012,Lower Secondary Level,1228,8.56226,8.01298,9.11153,2.00000,4.00000,13.00000,0.00000,29.50000,4.00000,3.00000,5.00000
2012,Upper Secondary Level,7937,11.80288,11.56199,12.04378,2.00000,8.00000,19.00000,0.00000,44.50000,8.00000,8.00000,9.00000
2012,Post-secondary Non-tertiary Level,1466,9.25019,8.81902,9.68136,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,5.97500,8.00000
2012,First Stage of Tertiary Education,1220,13.61209,12.98805,14.23614,4.00000,12.00000,20.00000,0.00000,44.00000,12.00000,10.00000,13.00000
2012,Second Stage of Tertiary Education,4319,10.80755,10.51201,11.10310,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2013,Pre-primary Level,100,1.47390,1.18386,1.76394,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,2.00000
2013,Primary Level,259,7.35911,6.29295,8.42527,1.00000,4.00000,10.00000,0.00000,23.50000,4.00000,2.00000,5.00000
2013,Lower Secondary Level,1791,8.10747,7.66097,8.55396,1.00000,3.00000,12.00000,0.00000,28.50000,3.00000,3.00000,4.00000
2013,Upper Secondary Level,8582,11.54760,11.31442,11.78078,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,7.00000,8.00000
