"year","hhtyp","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","Sonstige","Staedtischer Raum","3.8","3.5","330","2","3","5","5","8","3.6","4","2","9","4","4"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","1.5","3218","2","2","2","2","2","2","2","1","2","2","2"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5530","2","2","2","2","2","2","2","2","2","2","2"
"2011","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","Alleinerziehende","Staedtischer Raum","2.7","2","3806","2","2","3","4","6","2.67","2.73","2","8","3","3"
"2011","Paar mit Kind(ern)","Laendlicher Raum","3.86","3.5","9063","3","3","4","5","7","3.84","3.88","3","12","4","4"
"2011","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","Sonstige","Laendlicher Raum","3.75","2.5","340","2","3","5","6","7","3.59","3.91","2","7","4","4"
"2011","Sonstige","Staedtischer Raum","3.89","3.5","442","2","3","5","6","8","3.71","4.07","2","10","4","4"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3360","2","2","2","2","2","2","2","2","2","2","2"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5540","2","2","2","2","2","2","2","2","2","2","2"
"2012","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","Alleinerziehende","Staedtischer Raum","2.66","2","3573","2","2","3","4","5","2.63","2.69","2","8","3","3"
"2012","Paar mit Kind(ern)","Laendlicher Raum","3.87","3.5","8493","3","3","4","5","7","3.85","3.89","3","12","4","4"
"2012","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","Sonstige","Laendlicher Raum","3.88","2.5","363","2","3","5","6","7","3.72","4.04","2","7","4","4"
"2012","Sonstige","Staedtischer Raum","4.08","3.5","403","2","3","5","6","9","3.88","4.28","2","10","3","4"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3354","2","2","2","2","2","2","2","2","2","2","2"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5924","2","2","2","2","2","2","2","2","3","2","2"
"2013","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","Alleinerziehende","Staedtischer Raum","2.72","2","3832","2","2","3","4","6","2.69","2.75","2","8","3","3"
"2013","Paar mit Kind(ern)","Laendlicher Raum","3.86","3.5","8993","3","3","4","5","7","3.83","3.89","3","12","4","4"
"2013","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","Sonstige","Laendlicher Raum","3.93","2.5","615","2","3","5","6","9","3.78","4.08","2","9","4","4"
"2013","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3240","2","2","2","2","2","2","2","2","2","2","2"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5486","2","2","2","2","2","2","2","2","2","2","2"
"2014","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","Alleinerziehende","Staedtischer Raum","2.69","2","3041","2","2","3","4","6","2.65","2.73","2","8","3","3"
"2014","Paar mit Kind(ern)","Laendlicher Raum","3.87","3.5","7847","3","3","4","5","7","3.84","3.9","3","12","4","4"
"2014","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","Sonstige","Laendlicher Raum","4.08","3.5","486","2","3","5","6","9","3.9","4.26","2","9","4","5"
"2014","Sonstige","Staedtischer Raum","4.03","3.5","935","2","3","5","7","10","3.9","4.16","2","11","4","4"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3198","2","2","2","2","2","2","2","2","2","2","2"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5554","2","2","2","2","2","2","2","2","2","2","2"
"2015","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","Paar mit Kind(ern)","Laendlicher Raum","3.86","3.5","7753","3","3","4","5","8","3.83","3.89","3","11","4","4"
"2015","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","Sonstige","Laendlicher Raum","4","2.5","467","2","3","5","6","10","3.84","4.16","2","10","4","4"
"2015","Sonstige","Staedtischer Raum","4.14","3.5","995","2","3","5","6","10","4.02","4.26","2","11","4","4"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3098","2","2","2","2","2","2","2","2","3","2","2"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5220","2","2","2","2","2","2","2","2","2","2","2"
"2016","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Staedtischer Raum","2.75","2","3009","2","2","3","4","7","2.7","2.8","2","9","3","3"
"2016","Paar mit Kind(ern)","Laendlicher Raum","3.88","3.5","8844","3","3","4","5","7","3.85","3.91","3","12","4","4"
"2016","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","Sonstige","Laendlicher Raum","3.48","2.5","646","2","3","4","5","9","3.3","3.66","2","12","4","4"
"2016","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3502","2","2","2","2","2","2","2","2","2","2","2"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5922","2","2","2","2","2","2","2","2","2","2","2"
"2017","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","Alleinerziehende","Staedtischer Raum","2.79","2","3135","2","2","3","4","8","2.74","2.84","2","10","3","3"
"2017","Paar mit Kind(ern)","Laendlicher Raum","3.89","3.5","9789","3","3","4","5","7","3.86","3.92","3","12","4","4"
"2017","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","Sonstige","Laendlicher Raum","3.44","2.5","861","2","2","4","5","8","3.27","3.61","2","13","4","5"
"2017","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3427","2","2","2","2","2","2","2","2","3","2","2"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","5850","2","2","2","2","2","2","2","2","2","2","2"
"2018","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","1-Pers.- Haushalt","Staedtischer Raum","1","1","3073","1","1","1","1","1","1","1","1","1","1","1"
"2018","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","Alleinerziehende","Staedtischer Raum","2.71","2","3181","2","2","3","4","7","2.67","2.75","2","9","3","3"
"2018","Paar mit Kind(ern)","Laendlicher Raum","3.86","3.5","9040","3","3","4","5","7","3.83","3.89","3","13","4","4"
"2018","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","Sonstige","Laendlicher Raum","3.35","2.5","620","2","2","4","5","11","3.14","3.56","2","13","4","5"
"2018","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3679","2","2","2","2","2","2","2","2","3","2","2"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","6410","2","2","2","2","2","2","2","2","2","2","2"
"2019","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","Staedtischer Raum","1","1","3018","1","1","1","1","1","1","1","1","1","1","1"
"2019","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","Laendlicher Raum","3.9","3.5","8951","3","3","4","5","8","3.87","3.93","3","13","4","4"
"2019","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","Sonstige","Laendlicher Raum","3.28","2.5","527","2","2","3","5","8","3.1","3.46","2","10","3","4"
"2019","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","2","2","3561","2","2","2","2","2","2","2","2","3","2","2"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2","2","6832","2","2","2","2","2","2","2","2","2","2","2"
"2020","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","1-Pers.- Haushalt","Staedtischer Raum","1","1","3915","1","1","1","1","1","1","1","1","1","1","1"
"2020","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","Paar mit Kind(ern)","Laendlicher Raum","3.93","3.5","8585","3","3","4","5","8","3.9","3.96","3","13","4","4"
"2020","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","Sonstige","Laendlicher Raum","3.67","2.5","684","2","2","4","7","10","3.51","3.83","2","10","4","4"
"2020","Sonstige","Staedtischer Raum","","","","","","","","","","","","","",""
