year,age_gr,pgisced97,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,No answer / don't know,Daily,0.79056,168,168,0.72885,0.85228
1998,17-29 y.,Pre-primary Level,Daily,0.82292,283,322,0.78116,0.86468
1998,17-29 y.,Pre-primary Level,At least once per week,0.15298,39,322,0.11360,0.19236
1998,17-29 y.,Primary Level,Daily,0.85199,50,50,0.75256,0.95142
1998,17-29 y.,Lower Secondary Level,Daily,0.87416,647,705,0.84966,0.89866
1998,17-29 y.,Lower Secondary Level,At least once per week,0.08695,58,705,0.06613,0.10776
1998,17-29 y.,Upper Secondary Level,Daily,0.80040,1156,1385,0.77934,0.82146
1998,17-29 y.,Upper Secondary Level,At least once per week,0.15178,196,1385,0.13288,0.17068
1998,17-29 y.,Upper Secondary Level,Seldom,0.02208,33,1385,0.01433,0.02982
1998,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.67397,118,118,0.58903,0.75891
1998,17-29 y.,First Stage of Tertiary Education,Daily,0.70697,85,85,0.60964,0.80431
1998,17-29 y.,Second Stage of Tertiary Education,Daily,0.60036,98,143,0.51980,0.68093
1998,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.33108,45,143,0.25367,0.40848
1998,30-45 y.,No answer / don't know,Daily,0.74386,121,121,0.66576,0.82196
1998,30-45 y.,Primary Level,Daily,0.95176,105,105,0.91057,0.99294
1998,30-45 y.,Lower Secondary Level,Daily,0.88709,421,459,0.85811,0.91608
1998,30-45 y.,Lower Secondary Level,At least once per week,0.07699,38,459,0.05258,0.10141
1998,30-45 y.,Upper Secondary Level,Daily,0.81855,2115,2481,0.80338,0.83372
1998,30-45 y.,Upper Secondary Level,At least once per week,0.11561,276,2481,0.10303,0.12820
1998,30-45 y.,Upper Secondary Level,Seldom,0.04273,90,2481,0.03477,0.05069
1998,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.72279,176,231,0.66495,0.78064
1998,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.21637,55,231,0.16315,0.26958
1998,30-45 y.,First Stage of Tertiary Education,Daily,0.75340,278,335,0.70718,0.79963
1998,30-45 y.,First Stage of Tertiary Education,At least once per week,0.16178,57,335,0.12229,0.20128
1998,30-45 y.,Second Stage of Tertiary Education,Daily,0.66547,648,894,0.63452,0.69642
1998,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.25336,210,894,0.22483,0.28188
1998,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03774,36,894,0.02524,0.05024
1998,46-65 y.,No answer / don't know,Daily,0.80155,138,138,0.73476,0.86834
1998,46-65 y.,Primary Level,Daily,0.94627,213,213,0.91591,0.97662
1998,46-65 y.,Lower Secondary Level,Daily,0.91239,688,728,0.89184,0.93294
1998,46-65 y.,Lower Secondary Level,At least once per week,0.05443,40,728,0.03794,0.07092
1998,46-65 y.,Upper Secondary Level,Daily,0.89644,1977,2154,0.88357,0.90931
1998,46-65 y.,Upper Secondary Level,At least once per week,0.06839,138,2154,0.05772,0.07905
1998,46-65 y.,Upper Secondary Level,Seldom,0.02665,39,2154,0.01985,0.03346
1998,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.84669,64,64,0.75773,0.93566
1998,46-65 y.,First Stage of Tertiary Education,Daily,0.84317,229,229,0.79597,0.89037
1998,46-65 y.,Second Stage of Tertiary Education,Daily,0.80779,576,666,0.77784,0.83774
1998,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13709,90,666,0.11095,0.16323
1998,66 and older,No answer / don't know,Daily,0.88481,71,71,0.81003,0.95960
1998,66 and older,Primary Level,Daily,0.89398,46,46,0.80402,0.98393
1998,66 and older,Lower Secondary Level,Daily,0.93412,515,515,0.91268,0.95557
1998,66 and older,Upper Secondary Level,Daily,0.95855,832,832,0.94499,0.97210
1998,66 and older,First Stage of Tertiary Education,Daily,0.93794,74,74,0.88259,0.99329
1998,66 and older,Second Stage of Tertiary Education,Daily,0.93412,172,172,0.89694,0.97130
2003,17-29 y.,No answer / don't know,Daily,0.86823,176,176,0.81812,0.91835
2003,17-29 y.,Pre-primary Level,Daily,0.82962,512,591,0.79929,0.85996
2003,17-29 y.,Pre-primary Level,At least once per week,0.12011,79,591,0.09388,0.14634
2003,17-29 y.,Primary Level,Daily,0.85573,36,36,0.73933,0.97214
2003,17-29 y.,Lower Secondary Level,Daily,0.87326,702,784,0.84996,0.89656
2003,17-29 y.,Lower Secondary Level,At least once per week,0.08701,82,784,0.06726,0.10675
2003,17-29 y.,Upper Secondary Level,Daily,0.80299,1403,1731,0.78425,0.82173
2003,17-29 y.,Upper Secondary Level,At least once per week,0.14636,251,1731,0.12970,0.16301
2003,17-29 y.,Upper Secondary Level,At least once per month,0.01849,33,1731,0.01214,0.02484
2003,17-29 y.,Upper Secondary Level,Seldom,0.02366,44,1731,0.01650,0.03082
2003,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.78204,210,261,0.73185,0.83222
2003,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.16158,51,261,0.11684,0.20632
2003,17-29 y.,First Stage of Tertiary Education,Daily,0.66726,68,68,0.55444,0.78009
2003,17-29 y.,Second Stage of Tertiary Education,Daily,0.68809,149,196,0.62306,0.75311
2003,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.25789,47,196,0.19648,0.31929
2003,30-45 y.,Primary Level,Daily,0.90348,70,70,0.83381,0.97316
2003,30-45 y.,Lower Secondary Level,Daily,0.92508,393,393,0.89901,0.95114
2003,30-45 y.,Upper Secondary Level,Daily,0.86079,3092,3542,0.84939,0.87219
2003,30-45 y.,Upper Secondary Level,At least once per week,0.10210,361,3542,0.09212,0.11207
2003,30-45 y.,Upper Secondary Level,At least once per month,0.01085,31,3542,0.00743,0.01426
2003,30-45 y.,Upper Secondary Level,Seldom,0.01843,58,3542,0.01400,0.02286
2003,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.80109,433,517,0.76665,0.83554
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.14655,84,517,0.11604,0.17707
2003,30-45 y.,First Stage of Tertiary Education,Daily,0.81172,564,660,0.78187,0.84157
2003,30-45 y.,First Stage of Tertiary Education,At least once per week,0.13082,96,660,0.10508,0.15657
2003,30-45 y.,Second Stage of Tertiary Education,Daily,0.71561,1127,1520,0.69293,0.73830
2003,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.21745,346,1520,0.19670,0.23819
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03038,47,1520,0.02175,0.03901
2003,46-65 y.,Primary Level,Daily,0.88586,89,89,0.81942,0.95230
2003,46-65 y.,Lower Secondary Level,Daily,0.93437,646,646,0.91526,0.95348
2003,46-65 y.,Upper Secondary Level,Daily,0.91108,3535,3849,0.90209,0.92007
2003,46-65 y.,Upper Secondary Level,At least once per week,0.05641,222,3849,0.04912,0.06370
2003,46-65 y.,Upper Secondary Level,Seldom,0.01250,58,3849,0.00899,0.01601
2003,46-65 y.,Upper Secondary Level,Never,0.01249,34,3849,0.00898,0.01600
2003,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.82582,196,196,0.77259,0.87905
2003,46-65 y.,First Stage of Tertiary Education,Daily,0.85405,551,614,0.82611,0.88200
2003,46-65 y.,First Stage of Tertiary Education,At least once per week,0.09062,63,614,0.06789,0.11334
2003,46-65 y.,Second Stage of Tertiary Education,Daily,0.80571,1622,1947,0.78813,0.82329
2003,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13587,271,1947,0.12065,0.15110
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.02772,54,1947,0.02043,0.03502
2003,66 and older,Primary Level,Daily,0.91986,49,49,0.84305,0.99667
2003,66 and older,Lower Secondary Level,Daily,0.94616,743,743,0.92992,0.96240
2003,66 and older,Upper Secondary Level,Daily,0.94769,1788,1866,0.93758,0.95779
2003,66 and older,Upper Secondary Level,At least once per week,0.01931,39,1866,0.01306,0.02556
2003,66 and older,Upper Secondary Level,Never,0.02420,39,1866,0.01722,0.03117
2003,66 and older,Post-secondary Non-tertiary Level,Daily,0.94241,94,94,0.89507,0.98976
2003,66 and older,First Stage of Tertiary Education,Daily,0.95490,236,236,0.92837,0.98144
2003,66 and older,Second Stage of Tertiary Education,Daily,0.93985,530,530,0.91959,0.96011
2008,17-29 y.,No answer / don't know,Daily,0.76943,244,298,0.72152,0.81733
2008,17-29 y.,No answer / don't know,At least once per week,0.20015,54,298,0.15464,0.24565
2008,17-29 y.,Pre-primary Level,Daily,0.80322,280,340,0.76090,0.84554
2008,17-29 y.,Pre-primary Level,At least once per week,0.15750,60,340,0.11872,0.19628
2008,17-29 y.,Lower Secondary Level,Daily,0.85267,442,511,0.82191,0.88343
2008,17-29 y.,Lower Secondary Level,At least once per week,0.10598,69,511,0.07927,0.13270
2008,17-29 y.,Upper Secondary Level,Daily,0.75208,1042,1387,0.72935,0.77481
2008,17-29 y.,Upper Secondary Level,At least once per week,0.19638,271,1387,0.17546,0.21729
2008,17-29 y.,Upper Secondary Level,At least once per month,0.02236,41,1387,0.01457,0.03014
2008,17-29 y.,Upper Secondary Level,Seldom,0.01474,33,1387,0.00840,0.02108
2008,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.78305,167,215,0.72782,0.83827
2008,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.17778,48,215,0.12656,0.22901
2008,17-29 y.,First Stage of Tertiary Education,Daily,0.78053,33,33,0.63712,0.92393
2008,17-29 y.,Second Stage of Tertiary Education,Daily,0.61138,146,209,0.54513,0.67762
2008,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.27269,63,209,0.21217,0.33322
2008,30-45 y.,Primary Level,Daily,0.78695,43,43,0.66312,0.91079
2008,30-45 y.,Lower Secondary Level,Daily,0.88337,278,278,0.84557,0.92117
2008,30-45 y.,Upper Secondary Level,Daily,0.82779,2187,2586,0.81324,0.84235
2008,30-45 y.,Upper Secondary Level,At least once per week,0.12153,308,2586,0.10894,0.13413
2008,30-45 y.,Upper Secondary Level,At least once per month,0.01635,33,2586,0.01146,0.02124
2008,30-45 y.,Upper Secondary Level,Seldom,0.02697,58,2586,0.02072,0.03321
2008,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.75368,355,450,0.71382,0.79353
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.19807,95,450,0.16120,0.23493
2008,30-45 y.,First Stage of Tertiary Education,Daily,0.78706,370,455,0.74940,0.82472
2008,30-45 y.,First Stage of Tertiary Education,At least once per week,0.17143,85,455,0.13676,0.20609
2008,30-45 y.,Second Stage of Tertiary Education,Daily,0.63420,798,1175,0.60665,0.66175
2008,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.28005,333,1175,0.25437,0.30574
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03193,44,1175,0.02188,0.04199
2008,46-65 y.,Primary Level,Daily,0.88524,56,56,0.80100,0.96948
2008,46-65 y.,Lower Secondary Level,Daily,0.92237,406,406,0.89631,0.94843
2008,46-65 y.,Upper Secondary Level,Daily,0.87638,3058,3460,0.86541,0.88735
2008,46-65 y.,Upper Secondary Level,At least once per week,0.07980,255,3460,0.07077,0.08883
2008,46-65 y.,Upper Secondary Level,At least once per month,0.01149,41,3460,0.00794,0.01505
2008,46-65 y.,Upper Secondary Level,Seldom,0.02094,75,3460,0.01617,0.02571
2008,46-65 y.,Upper Secondary Level,Never,0.01139,31,3460,0.00785,0.01493
2008,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.81749,220,261,0.77053,0.86444
2008,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.13369,41,261,0.09233,0.17506
2008,46-65 y.,First Stage of Tertiary Education,Daily,0.83737,484,552,0.80656,0.86818
2008,46-65 y.,First Stage of Tertiary Education,At least once per week,0.11884,68,552,0.09182,0.14586
2008,46-65 y.,Second Stage of Tertiary Education,Daily,0.76367,1420,1824,0.74417,0.78317
2008,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.15761,306,1824,0.14088,0.17434
2008,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.02164,32,1824,0.01496,0.02832
2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.03745,66,1824,0.02873,0.04616
2008,66 and older,Primary Level,Daily,0.82761,37,37,0.70423,0.95100
2008,66 and older,Lower Secondary Level,Daily,0.93906,682,682,0.92110,0.95703
2008,66 and older,Upper Secondary Level,Daily,0.94116,2110,2190,0.93130,0.95102
2008,66 and older,Upper Secondary Level,At least once per week,0.02211,49,2190,0.01595,0.02827
2008,66 and older,Upper Secondary Level,Never,0.01508,31,2190,0.00997,0.02018
2008,66 and older,Post-secondary Non-tertiary Level,Daily,0.97840,102,102,0.95005,1.00675
2008,66 and older,First Stage of Tertiary Education,Daily,0.93277,296,296,0.90420,0.96135
2008,66 and older,Second Stage of Tertiary Education,Daily,0.90362,784,842,0.88368,0.92357
2008,66 and older,Second Stage of Tertiary Education,At least once per week,0.05064,58,842,0.03582,0.06546
2013,17-29 y.,No answer / don't know,Daily,0.70172,257,350,0.65373,0.74972
2013,17-29 y.,No answer / don't know,At least once per week,0.23673,93,350,0.19213,0.28132
2013,17-29 y.,Pre-primary Level,Daily,0.68254,284,406,0.63720,0.72787
2013,17-29 y.,Pre-primary Level,At least once per week,0.23728,122,406,0.19584,0.27871
2013,17-29 y.,Primary Level,Daily,0.84407,61,61,0.75227,0.93587
2013,17-29 y.,Lower Secondary Level,Daily,0.76438,535,648,0.73168,0.79709
2013,17-29 y.,Lower Secondary Level,At least once per week,0.15593,113,648,0.12797,0.18388
2013,17-29 y.,Upper Secondary Level,Daily,0.68051,976,1420,0.65625,0.70477
2013,17-29 y.,Upper Secondary Level,At least once per week,0.26009,345,1420,0.23726,0.28291
2013,17-29 y.,Upper Secondary Level,At least once per month,0.03327,53,1420,0.02394,0.04260
2013,17-29 y.,Upper Secondary Level,Seldom,0.02109,46,1420,0.01361,0.02857
2013,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.68133,129,178,0.61268,0.74998
2013,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.29819,49,178,0.23080,0.36559
2013,17-29 y.,First Stage of Tertiary Education,Daily,0.64074,33,33,0.47450,0.80697
2013,17-29 y.,Second Stage of Tertiary Education,Daily,0.64580,188,290,0.59065,0.70094
2013,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.30511,102,290,0.25202,0.35820
2013,30-45 y.,No answer / don't know,Daily,0.66044,38,38,0.50784,0.81303
2013,30-45 y.,Primary Level,Daily,0.77557,122,122,0.70123,0.84990
2013,30-45 y.,Lower Secondary Level,Daily,0.83777,491,557,0.80713,0.86841
2013,30-45 y.,Lower Secondary Level,At least once per week,0.09068,66,557,0.06681,0.11455
2013,30-45 y.,Upper Secondary Level,Daily,0.76433,2976,3794,0.75082,0.77784
2013,30-45 y.,Upper Secondary Level,At least once per week,0.16676,616,3794,0.15489,0.17862
2013,30-45 y.,Upper Secondary Level,At least once per month,0.02545,68,3794,0.02044,0.03046
2013,30-45 y.,Upper Secondary Level,Seldom,0.03458,134,3794,0.02876,0.04039
2013,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.71080,635,821,0.67976,0.74183
2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.25320,186,821,0.22344,0.28296
2013,30-45 y.,First Stage of Tertiary Education,Daily,0.73342,341,453,0.69266,0.77419
2013,30-45 y.,First Stage of Tertiary Education,At least once per week,0.19550,112,453,0.15894,0.23206
2013,30-45 y.,Second Stage of Tertiary Education,Daily,0.55053,1143,2026,0.52887,0.57220
2013,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.34746,665,2026,0.32672,0.36819
2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.04928,101,2026,0.03985,0.05871
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.03699,84,2026,0.02877,0.04521
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.01575,33,2026,0.01032,0.02117
2013,46-65 y.,Primary Level,Daily,0.94530,68,68,0.89085,0.99975
2013,46-65 y.,Lower Secondary Level,Daily,0.90380,512,552,0.87918,0.92842
2013,46-65 y.,Lower Secondary Level,At least once per week,0.06063,40,552,0.04070,0.08055
2013,46-65 y.,Upper Secondary Level,Daily,0.84181,3843,4598,0.83126,0.85236
2013,46-65 y.,Upper Secondary Level,At least once per week,0.09249,472,4598,0.08412,0.10087
2013,46-65 y.,Upper Secondary Level,At least once per month,0.01764,78,4598,0.01383,0.02144
2013,46-65 y.,Upper Secondary Level,Seldom,0.03838,165,4598,0.03282,0.04393
2013,46-65 y.,Upper Secondary Level,Never,0.00968,40,4598,0.00685,0.01251
2013,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.78736,442,562,0.75351,0.82122
2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.16685,120,562,0.13600,0.19770
2013,46-65 y.,First Stage of Tertiary Education,Daily,0.75736,592,748,0.72662,0.78810
2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.16562,125,748,0.13896,0.19228
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.03477,31,748,0.02164,0.04791
2013,46-65 y.,Second Stage of Tertiary Education,Daily,0.70995,1631,2307,0.69142,0.72847
2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.20172,498,2307,0.18534,0.21809
2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.03346,78,2307,0.02612,0.04080
2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.04317,100,2307,0.03488,0.05147
2013,66 and older,Primary Level,Daily,0.82641,40,40,0.70754,0.94529
2013,66 and older,Lower Secondary Level,Daily,0.93408,674,674,0.91533,0.95283
2013,66 and older,Upper Secondary Level,Daily,0.91548,2347,2513,0.90460,0.92636
2013,66 and older,Upper Secondary Level,At least once per week,0.04203,91,2513,0.03419,0.04988
2013,66 and older,Upper Secondary Level,Seldom,0.01542,33,2513,0.01060,0.02023
2013,66 and older,Upper Secondary Level,Never,0.01930,42,2513,0.01392,0.02468
2013,66 and older,Post-secondary Non-tertiary Level,Daily,0.95391,110,110,0.91454,0.99327
2013,66 and older,First Stage of Tertiary Education,Daily,0.86021,311,311,0.82161,0.89882
2013,66 and older,Second Stage of Tertiary Education,Daily,0.86321,1000,1109,0.84298,0.88344
2013,66 and older,Second Stage of Tertiary Education,At least once per week,0.06944,76,1109,0.05447,0.08441
2013,66 and older,Second Stage of Tertiary Education,Seldom,0.02343,33,1109,0.01453,0.03234
2019,17-29 y.,No answer / don't know,Daily,0.64286,273,361,0.59337,0.69236
2019,17-29 y.,No answer / don't know,At least once per week,0.27192,88,361,0.22596,0.31788
2019,17-29 y.,Pre-primary Level,Daily,0.72623,216,300,0.67569,0.77677
2019,17-29 y.,Pre-primary Level,At least once per week,0.21589,84,300,0.16925,0.26252
2019,17-29 y.,Primary Level,Daily,0.60978,55,55,0.47967,0.73988
2019,17-29 y.,Lower Secondary Level,Daily,0.75630,502,675,0.72389,0.78871
2019,17-29 y.,Lower Secondary Level,At least once per week,0.16989,126,675,0.14153,0.19824
2019,17-29 y.,Lower Secondary Level,Seldom,0.04962,47,675,0.03323,0.06601
2019,17-29 y.,Upper Secondary Level,Daily,0.67669,1099,1537,0.65330,0.70008
2019,17-29 y.,Upper Secondary Level,At least once per week,0.24543,340,1537,0.22391,0.26696
2019,17-29 y.,Upper Secondary Level,At least once per month,0.03070,41,1537,0.02207,0.03932
2019,17-29 y.,Upper Secondary Level,Seldom,0.03491,57,1537,0.02573,0.04409
2019,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.72167,203,269,0.66801,0.77533
2019,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.24713,66,269,0.19549,0.29878
2019,17-29 y.,First Stage of Tertiary Education,Daily,0.74446,46,46,0.61702,0.87190
2019,17-29 y.,Second Stage of Tertiary Education,Daily,0.64019,272,400,0.59309,0.68728
2019,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.24380,128,400,0.20167,0.28593
2019,30-45 y.,No answer / don't know,Daily,0.71809,48,48,0.58945,0.84672
2019,30-45 y.,Primary Level,Daily,0.86379,124,124,0.80317,0.92441
