year,pli0083,pgisced97,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1990,Seldom,vocational + Abi,4th Quintile,0.012422360248447204,18165,0.010811617984432543,0.014033102512461865
1990,Seldom,inadequately,3rd Quintile,0.012422360248447204,18165,0.010811617984432543,0.014033102512461865
1990,Seldom,inadequately,2nd Quintile,0.012422360248447204,18165,0.010811617984432543,0.014033102512461865
1990,Seldom,vocational + Abi,2nd Quintile,0.012422360248447204,18165,0.010811617984432543,0.014033102512461865
1990,Seldom,general elementary,4th Quintile,0.012422360248447204,18165,0.010811617984432543,0.014033102512461865
1990,Seldom,vocational + Abi,1st Quintile,0.009316770186335404,18165,0.007919634880606938,0.01071390549206387
1990,Seldom,higher vocational,4th Quintile,0.009316770186335404,18165,0.007919634880606938,0.01071390549206387
1990,Seldom,in school,1st Quintile,0.006211180124223602,18165,0.005068637303957145,0.007353722944490059
1990,Seldom,higher vocational,3rd Quintile,0.006211180124223602,18165,0.005068637303957145,0.007353722944490059
1990,Seldom,in school,3rd Quintile,0.003105590062111801,18165,0.0022964289273732143,0.003914751196850388
1990,Seldom,higher vocational,5th Quintile,0.003105590062111801,18165,0.0022964289273732143,0.003914751196850388
1990,Seldom,vocational + Abi,3rd Quintile,0.003105590062111801,18165,0.0022964289273732143,0.003914751196850388
1990,Seldom,vocational + Abi,5th Quintile,0.003105590062111801,18165,0.0022964289273732143,0.003914751196850388
1990,Never,general elementary,1st Quintile,0.16494845360824742,18165,0.159551245840186,0.17034566137630883
1990,Never,middle vocational,1st Quintile,0.14432989690721648,18165,0.13921932268528917,0.1494404711291438
1990,Never,general elementary,2nd Quintile,0.08247422680412371,18165,0.07847379719713658,0.08647465641111084
1990,Never,inadequately,1st Quintile,0.07216494845360824,18165,0.06840192512491143,0.07592797178230505
1990,Never,higher education,2nd Quintile,0.07216494845360824,18165,0.06840192512491143,0.07592797178230505
1990,Never,middle vocational,2nd Quintile,0.05154639175257732,18165,0.0483309136836842,0.05476186982147043
1990,Never,inadequately,2nd Quintile,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,Never,general elementary,3rd Quintile,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,Never,middle vocational,3rd Quintile,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,Never,higher vocational,1st Quintile,0.041237113402061855,18165,0.03834551413541172,0.04412871266871199
1990,Never,middle vocational,4th Quintile,0.030927835051546393,18165,0.02841020919542364,0.033445460907669144
1990,Never,inadequately,4th Quintile,0.030927835051546393,18165,0.02841020919542364,0.033445460907669144
1990,Never,vocational + Abi,3rd Quintile,0.030927835051546393,18165,0.02841020919542364,0.033445460907669144
1990,Never,higher education,3rd Quintile,0.030927835051546393,18165,0.02841020919542364,0.033445460907669144
1990,Never,higher education,4th Quintile,0.020618556701030927,18165,0.018552018506583196,0.02268509489547866
1990,Never,higher education,1st Quintile,0.020618556701030927,18165,0.018552018506583196,0.02268509489547866
1990,Never,general elementary,4th Quintile,0.020618556701030927,18165,0.018552018506583196,0.02268509489547866
1990,Never,higher education,5th Quintile,0.020618556701030927,18165,0.018552018506583196,0.02268509489547866
1990,Never,inadequately,3rd Quintile,0.020618556701030927,18165,0.018552018506583196,0.02268509489547866
1990,Never,higher vocational,2nd Quintile,0.010309278350515464,18165,0.008840344454122566,0.011778212246908362
1990,Never,vocational + Abi,1st Quintile,0.010309278350515464,18165,0.008840344454122566,0.011778212246908362
1995,Daily,middle vocational,2nd Quintile,0.16490053913366798,17246,0.15936204092091788,0.17043903734641808
1995,Daily,middle vocational,1st Quintile,0.13403978434653283,17246,0.12895493944399353,0.13912462924907212
1995,Daily,middle vocational,3rd Quintile,0.13032162111916712,17246,0.12529704472218095,0.1353461975161533
1995,Daily,middle vocational,4th Quintile,0.07919687674288901,17246,0.07516646607437473,0.0832272874114033
1995,Daily,general elementary,1st Quintile,0.07138873396542109,17246,0.06754597013185175,0.07523149779899042
1995,Daily,general elementary,2nd Quintile,0.06032719836400818,17246,0.05677369453944692,0.06388070218856945
1995,Daily,general elementary,3rd Quintile,0.03866889756460309,17246,0.035791305199312715,0.04154648992989346
1995,Daily,higher education,2nd Quintile,0.03151143335192415,17246,0.028904120120098145,0.03411874658375015
1995,Daily,higher education,4th Quintile,0.029001673173452314,17246,0.026497106206678608,0.031506240140226016
1995,Daily,higher education,3rd Quintile,0.028815765012084032,17246,0.02631899942734228,0.03131253059682579
1995,Daily,middle vocational,5th Quintile,0.027700316043874327,17246,0.025250946491950275,0.03014968559579838
1995,Daily,higher education,5th Quintile,0.02091466815393196,17246,0.018778931792561245,0.023050404515302672
1995,Daily,inadequately,1st Quintile,0.019799219185722253,17246,0.01772003274497033,0.021878405626474178
1995,Daily,general elementary,4th Quintile,0.019334448782301544,17246,0.01727932380369724,0.021389573760905847
1995,Daily,higher vocational,2nd Quintile,0.015709239635620004,17246,0.01385335418542945,0.017565125085810557
1995,Daily,higher vocational,3rd Quintile,0.014965606990146867,17246,0.013153496202721666,0.016777717777572067
1995,Daily,higher education,1st Quintile,0.014779698828778583,17246,0.012978708632378039,0.016580689025179125
1995,Daily,inadequately,2nd Quintile,0.013385387618516454,17246,0.011670241486574766,0.015100533750458141
1995,Daily,higher vocational,4th Quintile,0.011805168246886039,17246,0.010193152573455707,0.013417183920316371
1995,Daily,higher vocational,1st Quintile,0.00910949990704592,17246,0.007691513783922337,0.010527486030169501
1995,Daily,vocational + Abi,2nd Quintile,0.00864472950362521,17246,0.007263066131199659,0.01002639287605076
1995,Daily,vocational + Abi,1st Quintile,0.008551775422941067,17246,0.007177495999959154,0.00992605484592298
1995,Daily,vocational + Abi,3rd Quintile,0.00827291318088864,17246,0.006921036112015607,0.009624790249761674
1995,Daily,inadequately,3rd Quintile,0.00687860197062651,17246,0.005645033842089947,0.008112170099163074
1995,Daily,general elementary,5th Quintile,0.005391336679680238,17246,0.004298422083430089,0.006484251275930388
1995,Daily,higher vocational,5th Quintile,0.005298382598996096,17246,0.004214880017476541,0.0063818851805156505
1995,Daily,vocational + Abi,4th Quintile,0.00455474995352296,17246,0.003549780549900358,0.005559719357145561
1995,Daily,in school,2nd Quintile,0.003253392823944971,17246,0.0024034836526521447,0.004103301995237798
1995,Daily,in school,1st Quintile,0.003067484662576687,17246,0.0022421388335093686,0.003892830491644006
1995,Daily,inadequately,4th Quintile,0.002695668339840119,17246,0.0019218144639483491,0.003469522215731889
1995,Daily,in school,3rd Quintile,0.002602714259155977,17246,0.0018422843026816148,0.0033631442156303393
1995,Daily,vocational + Abi,5th Quintile,0.002416806097787693,17246,0.0016839691681039709,0.003149643027471415
1995,Daily,in school,4th Quintile,0.0014872652909462725,17246,0.0009121129313149662,0.0020624176505775788
1995,Daily,inadequately,5th Quintile,0.0007436326454731362,17246,0.0003367870991980618,0.0011504781917482108
1995,Daily,in school,5th Quintile,0.0004647704034207102,17246,0.00014308588106972628,0.0007864549257716941
1995,At least once per week,middle vocational,2nd Quintile,0.12597864768683273,17246,0.12102618316765143,0.13093111220601403
1995,At least once per week,middle vocational,3rd Quintile,0.1195729537366548,17246,0.11473039332948298,0.12441551414382662
1995,At least once per week,middle vocational,1st Quintile,0.08896797153024912,17246,0.08471888527180171,0.09321705778869652
1995,At least once per week,middle vocational,4th Quintile,0.07544483985765124,17246,0.07150305366056642,0.07938662605473606
1995,At least once per week,general elementary,1st Quintile,0.05765124555160142,17246,0.054172504852279965,0.06112998625092288
1995,At least once per week,higher education,5th Quintile,0.05124555160142349,17246,0.04795463498003498,0.054536468222811996
1995,At least once per week,general elementary,2nd Quintile,0.046263345195729534,17246,0.04312829402572909,0.04939839636572998
1995,At least once per week,higher education,3rd Quintile,0.04555160142348755,17246,0.042439598959700266,0.04866360388727483
1995,At least once per week,middle vocational,5th Quintile,0.044839857651245554,17246,0.04175111241303964,0.04792860288945147
1995,At least once per week,higher education,4th Quintile,0.04412811387900356,17246,0.04106283913205413,0.047193388625952994
1995,At least once per week,higher education,2nd Quintile,0.034875444839857654,17246,0.03213725571654545,0.03761363396316986
1995,At least once per week,higher education,1st Quintile,0.029181494661921707,17246,0.026669407698371436,0.03169358162547198
1995,At least once per week,general elementary,3rd Quintile,0.028469750889679714,17246,0.025987578859314638,0.03095192292004479
1995,At least once per week,higher vocational,3rd Quintile,0.024199288256227757,17246,0.021905814673217013,0.0264927618392385
1995,At least once per week,higher vocational,4th Quintile,0.022775800711743774,17246,0.02054918220712469,0.025002419216362856
1995,At least once per week,vocational + Abi,3rd Quintile,0.018505338078291814,17246,0.01649391067161403,0.0205167654849696
1995,At least once per week,general elementary,4th Quintile,0.017793594306049824,17246,0.015820512446219615,0.019766676165880032
1995,At least once per week,vocational + Abi,2nd Quintile,0.015658362989323844,17246,0.013805437367419878,0.01751128861122781
1995,At least once per week,vocational + Abi,1st Quintile,0.01494661921708185,17246,0.01313564090775202,0.01675759752641168
1995,At least once per week,higher vocational,2nd Quintile,0.014234875444839857,17246,0.012466903208281076,0.01600284768139864
1995,At least once per week,inadequately,1st Quintile,0.013523131672597865,17246,0.011799303509048262,0.015246959836147468
1995,At least once per week,vocational + Abi,4th Quintile,0.012099644128113879,17246,0.010467889887632528,0.01373139836859523
1995,At least once per week,higher vocational,5th Quintile,0.0099644128113879,17246,0.008482020550265184,0.011446805072510616
1995,At least once per week,general elementary,5th Quintile,0.007829181494661922,17246,0.006513764993029989,0.009144597996293856
1995,At least once per week,in school,2nd Quintile,0.006405693950177936,17246,0.005215001718809424,0.007596386181546448
1995,At least once per week,inadequately,2nd Quintile,0.006405693950177936,17246,0.005215001718809424,0.007596386181546448
1995,At least once per week,inadequately,3rd Quintile,0.0056939501779359435,17246,0.004570952772722512,0.0068169475831493746
1995,At least once per week,higher vocational,1st Quintile,0.004270462633451958,17246,0.0032972224348681474,0.005243702832035768
1995,At least once per week,in school,3rd Quintile,0.0035587188612099642,17246,0.002669958705775419,0.004447479016644509
1995,At least once per week,in school,1st Quintile,0.0028469750889679717,17246,0.0020517599863314447,0.0036421901916044988
1995,At least once per week,in school,4th Quintile,0.0028469750889679717,17246,0.0020517599863314447,0.0036421901916044988
1995,At least once per week,vocational + Abi,5th Quintile,0.0028469750889679717,17246,0.0020517599863314447,0.0036421901916044988
1995,At least once per week,in school,5th Quintile,0.0007117437722419929,17246,0.0003137107445566003,0.0011097767999273854
1995,At least once per week,inadequately,4th Quintile,0.0007117437722419929,17246,0.0003137107445566003,0.0011097767999273854
1995,At least once per month,middle vocational,1st Quintile,0.1388888888888889,17246,0.1337273972425199,0.1440503805352579
1995,At least once per month,middle vocational,2nd Quintile,0.125,17246,0.12006404816173287,0.12993595183826714
1995,At least once per month,middle vocational,3rd Quintile,0.11805555555555555,17246,0.11323967497092086,0.12287143614019025
1995,At least once per month,middle vocational,4th Quintile,0.10416666666666667,17246,0.09960745376372161,0.10872587956961173
1995,At least once per month,general elementary,1st Quintile,0.0763888888888889,17246,0.07242454289216431,0.08035323488561348
1995,At least once per month,higher education,5th Quintile,0.04861111111111111,17246,0.04540145360885102,0.051820768613371204
1995,At least once per month,middle vocational,5th Quintile,0.034722222222222224,17246,0.031989837862983546,0.0374546065814609
1995,At least once per month,higher education,4th Quintile,0.034722222222222224,17246,0.031989837862983546,0.0374546065814609
1995,At least once per month,higher education,1st Quintile,0.034722222222222224,17246,0.031989837862983546,0.0374546065814609
1995,At least once per month,general elementary,4th Quintile,0.034722222222222224,17246,0.031989837862983546,0.0374546065814609
1995,At least once per month,higher vocational,3rd Quintile,0.027777777777777776,17246,0.025325083590215475,0.030230471965340077
1995,At least once per month,general elementary,3rd Quintile,0.027777777777777776,17246,0.025325083590215475,0.030230471965340077
1995,At least once per month,higher education,3rd Quintile,0.027777777777777776,17246,0.025325083590215475,0.030230471965340077
1995,At least once per month,general elementary,2nd Quintile,0.027777777777777776,17246,0.025325083590215475,0.030230471965340077
1995,At least once per month,vocational + Abi,3rd Quintile,0.020833333333333332,17246,0.01870166530228686,0.022965001364379803
1995,At least once per month,vocational + Abi,5th Quintile,0.020833333333333332,17246,0.01870166530228686,0.022965001364379803
1995,At least once per month,higher vocational,4th Quintile,0.013888888888888888,17246,0.012142228149860526,0.01563554962791725
1995,At least once per month,vocational + Abi,1st Quintile,0.013888888888888888,17246,0.012142228149860526,0.01563554962791725
1995,At least once per month,higher vocational,5th Quintile,0.013888888888888888,17246,0.012142228149860526,0.01563554962791725
1995,At least once per month,vocational + Abi,2nd Quintile,0.013888888888888888,17246,0.012142228149860526,0.01563554962791725
1995,At least once per month,higher vocational,2nd Quintile,0.013888888888888888,17246,0.012142228149860526,0.01563554962791725
1995,At least once per month,inadequately,4th Quintile,0.006944444444444444,17246,0.005705027563110891,0.008183861325777997
1995,At least once per month,higher vocational,1st Quintile,0.006944444444444444,17246,0.005705027563110891,0.008183861325777997
1995,At least once per month,in school,4th Quintile,0.006944444444444444,17246,0.005705027563110891,0.008183861325777997
1995,At least once per month,higher education,2nd Quintile,0.006944444444444444,17246,0.005705027563110891,0.008183861325777997
1995,Seldom,middle vocational,2nd Quintile,0.1590909090909091,17246,0.15363195947396946,0.16454985870784872
1995,Seldom,middle vocational,1st Quintile,0.14935064935064934,17246,0.14403090544786784,0.15467039325343085
1995,Seldom,middle vocational,4th Quintile,0.1266233766233766,17246,0.12166008712435797,0.13158666612239525
1995,Seldom,general elementary,1st Quintile,0.07467532467532467,17246,0.07075206086680581,0.07859858848384353
1995,Seldom,higher education,4th Quintile,0.06818181818181818,17246,0.06441987909052205,0.0719437572731143
1995,Seldom,higher education,3rd Quintile,0.06168831168831169,17246,0.0580975474947509,0.06527907588187248
1995,Seldom,higher education,2nd Quintile,0.048701298701298704,17246,0.04548881743547382,0.05191377996712359
1995,Seldom,middle vocational,3rd Quintile,0.048701298701298704,17246,0.04548881743547382,0.05191377996712359
1995,Seldom,middle vocational,5th Quintile,0.03896103896103896,17246,0.03607303594446275,0.04184904197761517
1995,Seldom,general elementary,2nd Quintile,0.02922077922077922,17246,0.02670705278266698,0.031734505658891465
1995,Seldom,higher vocational,2nd Quintile,0.025974025974025976,17246,0.023600102117726243,0.028347949830325708
1995,Seldom,higher education,5th Quintile,0.025974025974025976,17246,0.023600102117726243,0.028347949830325708
1995,Seldom,higher vocational,1st Quintile,0.016233766233766232,17246,0.0143476542241907,0.018119878243341766
1995,Seldom,general elementary,4th Quintile,0.012987012987012988,17246,0.011297241601807909,0.014676784372218067
1995,Seldom,general elementary,3rd Quintile,0.012987012987012988,17246,0.011297241601807909,0.014676784372218067
1995,Seldom,vocational + Abi,1st Quintile,0.012987012987012988,17246,0.011297241601807909,0.014676784372218067
1995,Seldom,inadequately,1st Quintile,0.00974025974025974,17246,0.008274469887044824,0.011206049593474656
1995,Seldom,vocational + Abi,2nd Quintile,0.00974025974025974,17246,0.008274469887044824,0.011206049593474656
1995,Seldom,vocational + Abi,5th Quintile,0.00974025974025974,17246,0.008274469887044824,0.011206049593474656
1995,Seldom,higher vocational,5th Quintile,0.00974025974025974,17246,0.008274469887044824,0.011206049593474656
1995,Seldom,higher education,1st Quintile,0.00974025974025974,17246,0.008274469887044824,0.011206049593474656
1995,Seldom,inadequately,3rd Quintile,0.006493506493506494,17246,0.005294733708006759,0.0076922792790062285
1995,Seldom,higher vocational,3rd Quintile,0.006493506493506494,17246,0.005294733708006759,0.0076922792790062285
1995,Seldom,vocational + Abi,3rd Quintile,0.006493506493506494,17246,0.005294733708006759,0.0076922792790062285
1995,Seldom,vocational + Abi,4th Quintile,0.006493506493506494,17246,0.005294733708006759,0.0076922792790062285
1995,Seldom,higher vocational,4th Quintile,0.003246753246753247,17246,0.002397708944812024,0.00409579754869447
1995,Seldom,in school,4th Quintile,0.003246753246753247,17246,0.002397708944812024,0.00409579754869447
1995,Seldom,inadequately,2nd Quintile,0.003246753246753247,17246,0.002397708944812024,0.00409579754869447
1995,Seldom,in school,2nd Quintile,0.003246753246753247,17246,0.002397708944812024,0.00409579754869447
1995,Never,middle vocational,1st Quintile,0.1440677966101695,17246,0.13882678621918765,0.14930880700115134
1995,Never,middle vocational,3rd Quintile,0.09322033898305085,17246,0.08888105468759198,0.09755962327850971
