year,pli0083,pgisced97,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1990,Daily,middle vocational,1st Quintile,0.17979882648784576,18165,0.17421422754413582,0.1853834254315557
1990,Daily,middle vocational,2nd Quintile,0.16345347862531434,18165,0.15807597758704348,0.1688309796635852
1990,Daily,general elementary,1st Quintile,0.1437552388935457,18165,0.13865313645195304,0.14885734133513834
1990,Daily,middle vocational,3rd Quintile,0.10393964794635373,18165,0.09950154244672285,0.1083777534459846
1990,Daily,general elementary,2nd Quintile,0.07851355127130484,18165,0.07460194478625178,0.0824251577563579
1990,Daily,middle vocational,4th Quintile,0.046381670857781505,18165,0.0433232386393177,0.04944010307624531
1990,Daily,inadequately,1st Quintile,0.041911148365465216,18165,0.03899703767612942,0.04482525905480101
1990,Daily,general elementary,3rd Quintile,0.03450684548756636,18165,0.03185245018989395,0.03716124078523876
1990,Daily,inadequately,2nd Quintile,0.019139424420229114,18165,0.017146887183420716,0.021131961657037512
1990,Daily,higher education,3rd Quintile,0.017882089969265158,18165,0.01595487871319987,0.019809301225330447
1990,Daily,higher education,4th Quintile,0.01550712489522213,18165,0.013710281194918121,0.017303968595526138
1990,Daily,higher vocational,2nd Quintile,0.01522771723945236,18165,0.013446882248110076,0.017008552230794647
1990,Daily,higher vocational,1st Quintile,0.014249790444258172,18165,0.012526231866527585,0.01597334902198876
1990,Daily,higher education,2nd Quintile,0.014249790444258172,18165,0.012526231866527585,0.01597334902198876
1990,Daily,higher vocational,3rd Quintile,0.013271863649063985,18165,0.01160767298255127,0.0149360543155767
1990,Daily,middle vocational,5th Quintile,0.012713048337524449,18165,0.011083808885345325,0.014342287789703572
1990,Daily,vocational + Abi,1st Quintile,0.009220452640402346,18165,0.007830490383896244,0.010610414896908449
1990,Daily,general elementary,4th Quintile,0.009220452640402346,18165,0.007830490383896244,0.010610414896908449
1990,Daily,higher education,5th Quintile,0.008801341156747695,18165,0.0074430491316873435,0.010159633181808047
1990,Daily,vocational + Abi,2nd Quintile,0.008382229673093043,18165,0.007056392171699729,0.009708067174486357
1990,Daily,higher vocational,4th Quintile,0.00824252584520816,18165,0.006927690803039272,0.009557360887377046
1990,Daily,higher education,1st Quintile,0.00796311818943839,18165,0.006670578581230394,0.009255657797646387
1990,Daily,inadequately,3rd Quintile,0.006705783738474434,18165,0.005518916627797288,0.007892650849151582
1990,Daily,vocational + Abi,3rd Quintile,0.006146968426934898,18165,0.0050103100815960325,0.007283626772273764
1990,Daily,higher vocational,5th Quintile,0.0037720033528918693,18165,0.0028805394211234106,0.0046634672846603276
1990,Daily,in school,1st Quintile,0.003492595697122101,18165,0.0026346638439500645,0.004350527550294138
1990,Daily,vocational + Abi,4th Quintile,0.002933780385582565,18165,0.0021472524144695287,0.0037203083566956013
1990,Daily,general elementary,5th Quintile,0.002514668901927913,18165,0.001786332469306495,0.0032430053345493307
1990,Daily,in school,2nd Quintile,0.002514668901927913,18165,0.001786332469306495,0.0032430053345493307
1990,Daily,in school,3rd Quintile,0.0018161497625034926,18165,0.0011969661282445702,0.002435333396762415
1990,Daily,vocational + Abi,5th Quintile,0.0012573344509639564,18165,0.0007419983355315134,0.0017726705663963995
1990,Daily,inadequately,4th Quintile,0.0011176306230790724,18165,0.0006317330939592423,0.0016035281521989025
1990,Daily,in school,4th Quintile,0.0006985191394244202,18165,0.0003143028345948491,0.0010827354442539913
1990,Daily,in school,5th Quintile,0.00041911148365465214,18165,0.00012145720988103253,0.0007167657574282718
1990,Daily,inadequately,5th Quintile,0.0002794076557697681,18165,3.6356976041603364e-05,0.0005224583354979328
1990,At least once per week,middle vocational,2nd Quintile,0.16471449487554904,18165,0.15932036061138236,0.17010862913971572
1990,At least once per week,middle vocational,1st Quintile,0.15300146412884333,18165,0.1477663338541274,0.15823659440355925
1990,At least once per week,general elementary,1st Quintile,0.11054172767203514,18165,0.10598173354287327,0.11510172180119702
1990,At least once per week,middle vocational,3rd Quintile,0.10029282576866765,18165,0.09592441070586631,0.10466124083146898
1990,At least once per week,general elementary,2nd Quintile,0.07320644216691069,18165,0.06941848967272214,0.07699439466109924
1990,At least once per week,middle vocational,4th Quintile,0.04172767203513909,18165,0.038819668554356604,0.04463567551592158
1990,At least once per week,inadequately,1st Quintile,0.040995607613469986,18165,0.03811212503218522,0.04387909019475475
1990,At least once per week,general elementary,3rd Quintile,0.030014641288433383,18165,0.0275332940789078,0.03249598849795896
1990,At least once per week,higher education,4th Quintile,0.027818448023426062,18165,0.0254269033007398,0.030209992746112326
1990,At least once per week,higher education,3rd Quintile,0.02342606149341142,18165,0.021226477377210506,0.025625645609612335
1990,At least once per week,middle vocational,5th Quintile,0.02342606149341142,18165,0.021226477377210506,0.025625645609612335
1990,At least once per week,higher education,2nd Quintile,0.0212298682284041,18165,0.019133573348982302,0.023326163107825898
1990,At least once per week,higher education,5th Quintile,0.0212298682284041,18165,0.019133573348982302,0.023326163107825898
1990,At least once per week,higher vocational,3rd Quintile,0.019765739385065886,18165,0.017741509457368965,0.021789969312762808
1990,At least once per week,higher vocational,2nd Quintile,0.017569546120058566,18165,0.015658947104299714,0.019480145135817417
1990,At least once per week,vocational + Abi,1st Quintile,0.015373352855051245,18165,0.013584154622655978,0.017162551087446513
1990,At least once per week,higher education,1st Quintile,0.014641288433382138,18165,0.012894560768590824,0.01638801609817345
1990,At least once per week,vocational + Abi,2nd Quintile,0.014641288433382138,18165,0.012894560768590824,0.01638801609817345
1990,At least once per week,inadequately,2nd Quintile,0.013909224011713031,18165,0.012206092167376207,0.015612355856049856
1990,At least once per week,higher vocational,1st Quintile,0.013177159590043924,18165,0.011518837562346389,0.01483548161774146
1990,At least once per week,general elementary,4th Quintile,0.012445095168374817,18165,0.010832898176687557,0.014057292160062077
1990,At least once per week,vocational + Abi,3rd Quintile,0.01171303074670571,18165,0.010148390322656175,0.013277671170755246
1990,At least once per week,higher vocational,4th Quintile,0.008784773060029283,18165,0.007427748755204023,0.010141797364854542
1990,At least once per week,in school,1st Quintile,0.005124450951683748,18165,0.004086094610915161,0.006162807292452336
1990,At least once per week,vocational + Abi,4th Quintile,0.0036603221083455345,18165,0.0027821053186138727,0.004538538898077196
1990,At least once per week,higher vocational,5th Quintile,0.0036603221083455345,18165,0.0027821053186138727,0.004538538898077196
1990,At least once per week,in school,2nd Quintile,0.0036603221083455345,18165,0.0027821053186138727,0.004538538898077196
1990,At least once per week,vocational + Abi,5th Quintile,0.0029282576866764276,18165,0.0021424681883999985,0.0037140471849528567
1990,At least once per week,in school,3rd Quintile,0.0021961932650073207,18165,0.0015154298218478545,0.002876956708166787
1990,At least once per week,inadequately,3rd Quintile,0.0021961932650073207,18165,0.0015154298218478545,0.002876956708166787
1990,At least once per week,in school,4th Quintile,0.0014641288433382138,18165,0.0009080839534336173,0.0020201737332428103
1990,At least once per week,general elementary,5th Quintile,0.0007320644216691069,18165,0.00033873720707345905,0.0011253916362647548
1990,At least once per week,in school,5th Quintile,0.0007320644216691069,18165,0.00033873720707345905,0.0011253916362647548
1990,At least once per month,middle vocational,3rd Quintile,0.152317880794702,18165,0.14709235103040985,0.15754341055899412
1990,At least once per month,middle vocational,2nd Quintile,0.13245033112582782,18165,0.1275207267256684,0.13737993552598726
1990,At least once per month,middle vocational,1st Quintile,0.11920529801324503,18165,0.11449310038880259,0.12391749563768747
1990,At least once per month,general elementary,1st Quintile,0.11258278145695365,18165,0.10798616483875814,0.11717939807514915
1990,At least once per month,general elementary,2nd Quintile,0.07947019867549669,18165,0.07553687717464345,0.08340352017634993
1990,At least once per month,inadequately,1st Quintile,0.039735099337748346,18165,0.03689442760759823,0.04257577106789846
1990,At least once per month,middle vocational,4th Quintile,0.039735099337748346,18165,0.03689442760759823,0.04257577106789846
1990,At least once per month,higher education,4th Quintile,0.033112582781456956,18165,0.030510489549963077,0.035714676012950836
1990,At least once per month,general elementary,3rd Quintile,0.026490066225165563,18165,0.024154726397438413,0.028825406052892712
1990,At least once per month,higher education,5th Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,higher education,3rd Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,higher vocational,4th Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,higher education,1st Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,middle vocational,5th Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,higher vocational,1st Quintile,0.019867549668874173,18165,0.017838218583215347,0.021896880754533
1990,At least once per month,higher vocational,3rd Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,vocational + Abi,2nd Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,higher vocational,5th Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,higher vocational,2nd Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,vocational + Abi,4th Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,inadequately,2nd Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,higher education,2nd Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,general elementary,4th Quintile,0.013245033112582781,18165,0.011582502866799571,0.014907563358365992
1990,At least once per month,in school,2nd Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,At least once per month,in school,1st Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,At least once per month,vocational + Abi,3rd Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,At least once per month,in school,4th Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,At least once per month,vocational + Abi,1st Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,At least once per month,vocational + Abi,5th Quintile,0.006622516556291391,18165,0.00544299182160504,0.007802041290977741
1990,Seldom,middle vocational,1st Quintile,0.16770186335403728,18165,0.162268774902335,0.17313495180573957
1990,Seldom,general elementary,1st Quintile,0.12732919254658384,18165,0.12248158350454426,0.13217680158862344
1990,Seldom,middle vocational,2nd Quintile,0.11490683229813664,18165,0.11026909878079795,0.11954456581547533
1990,Seldom,general elementary,2nd Quintile,0.08074534161490683,18165,0.07678333653463337,0.08470734669518029
1990,Seldom,middle vocational,4th Quintile,0.062111801242236024,18165,0.05860185093527381,0.06562175154919825
1990,Seldom,middle vocational,3rd Quintile,0.059006211180124224,18165,0.05557947544715893,0.06243294691308952
1990,Seldom,higher education,3rd Quintile,0.040372670807453416,18165,0.03751025043350518,0.043235091181401654
1990,Seldom,general elementary,3rd Quintile,0.034161490683229816,18165,0.031519939466111105,0.036803041900348527
1990,Seldom,higher education,2nd Quintile,0.034161490683229816,18165,0.031519939466111105,0.036803041900348527
1990,Seldom,higher education,4th Quintile,0.031055900621118012,18165,0.028533234379084726,0.0335785668631513
1990,Seldom,higher education,1st Quintile,0.027950310559006212,18165,0.02555326702228709,0.030347354095725334
1990,Seldom,higher education,5th Quintile,0.027950310559006212,18165,0.02555326702228709,0.030347354095725334
1990,Seldom,inadequately,1st Quintile,0.027950310559006212,18165,0.02555326702228709,0.030347354095725334
1990,Seldom,higher vocational,2nd Quintile,0.021739130434782608,18165,0.01961839352276577,0.023859867346799447
1990,Seldom,higher vocational,1st Quintile,0.018633540372670808,18165,0.016667005441676205,0.02060007530366541
1990,Seldom,middle vocational,5th Quintile,0.018633540372670808,18165,0.016667005441676205,0.02060007530366541
