"ple0053","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1992","Realschule","2767","","",""
"Nein","1992","(Fach-)Abitur","799","0.881001650360391","0.859788977054213","0.902214323666568"
"Nein","1992","AkademikerIn","1497","","",""
"Ja","1993","(noch) kein Abschluss","","","",""
"Ja","1993","Hauptschule","","","",""
"Ja","1993","Realschule","","","",""
"Ja","1993","(Fach-)Abitur","","","",""
"Ja","1993","AkademikerIn","","","",""
"Nein","1993","(noch) kein Abschluss","","","",""
"Nein","1993","Hauptschule","","","",""
"Nein","1993","Realschule","","","",""
"Nein","1993","(Fach-)Abitur","","","",""
"Nein","1993","AkademikerIn","","","",""
"Ja","1994","(noch) kein Abschluss","92","0.107023538466528","0.0861672739542447","0.127879802978812"
"Ja","1994","Hauptschule","797","0.14744249267014","0.138527676704832","0.156357308635448"
"Ja","1994","Realschule","331","0.123234436245779","0.111561209411427","0.13490766308013"
"Ja","1994","(Fach-)Abitur","92","0.0994461634133148","0.0801085428591862","0.118783783967443"
"Ja","1994","AkademikerIn","150","","",""
"Nein","1994","(noch) kein Abschluss","752","0.892976461533472","0.872120197021188","0.913832726045755"
"Nein","1994","Hauptschule","5279","0.85255750732986","0.843642691364552","0.861472323295168"
"Nein","1994","Realschule","2715","","",""
"Nein","1994","(Fach-)Abitur","828","0.900553836586685","0.881216216032557","0.919891457140814"
"Nein","1994","AkademikerIn","1499","","",""
"Ja","1995","(noch) kein Abschluss","90","0.0939012660828001","0.0745741279649384","0.113228404200662"
"Ja","1995","Hauptschule","812","0.144267069383002","0.135441078053256","0.153093060712748"
"Ja","1995","Realschule","344","0.112917383454856","0.101779834353386","0.124054932556326"
"Ja","1995","(Fach-)Abitur","116","","",""
"Ja","1995","AkademikerIn","169","","",""
"Nein","1995","(noch) kein Abschluss","785","0.9060987339172","0.886771595799338","0.925425872035062"
"Nein","1995","Hauptschule","5276","0.855732930616998","0.846906939287252","0.864558921946744"
"Nein","1995","Realschule","2758","","",""
"Nein","1995","(Fach-)Abitur","944","0.884335827514697","0.865082615379448","0.903589039649947"
"Nein","1995","AkademikerIn","1576","","",""
"Ja","1996","(noch) kein Abschluss","95","0.108811101902342","0.0877524805392404","0.129869723265443"
"Ja","1996","Hauptschule","776","0.142087123273102","0.133191092832373","0.150983153713831"
"Ja","1996","Realschule","360","0.117309897795583","0.105996865092722","0.128622930498444"
"Ja","1996","(Fach-)Abitur","115","","",""
"Ja","1996","AkademikerIn","194","","",""
"Nein","1996","(noch) kein Abschluss","745","0.891188898097659","0.870130276734557","0.91224751946076"
"Nein","1996","Hauptschule","5141","0.857912876726898","0.849016846286169","0.866808907167627"
"Nein","1996","Realschule","2748","","",""
"Nein","1996","(Fach-)Abitur","911","0.892944643281221","0.874025961152939","0.911863325409504"
"Nein","1996","AkademikerIn","1567","","",""
"Ja","1997","(noch) kein Abschluss","86","0.11148830826036","0.0900505603914434","0.132926056129277"
"Ja","1997","Hauptschule","809","0.148402750246649","0.139207689625588","0.157597810867709"
"Ja","1997","Realschule","327","0.110641879101746","0.0995510268467704","0.121732731356721"
"Ja","1997","(Fach-)Abitur","116","","",""
"Ja","1997","AkademikerIn","164","","",""
"Nein","1997","(noch) kein Abschluss","742","0.88851169173964","0.867073943870723","0.909949439608557"
"Nein","1997","Hauptschule","4933","0.851597249753351","0.842402189132291","0.860792310374412"
"Nein","1997","Realschule","2746","","",""
"Nein","1997","(Fach-)Abitur","899","0.892348957304438","0.873281554094161","0.911416360514715"
"Nein","1997","AkademikerIn","1598","","",""
"Ja","1998","(noch) kein Abschluss","86","0.113970536681247","0.0922468984972674","0.135694174865226"
"Ja","1998","Hauptschule","842","0.140489069447626","0.131826121813117","0.149152017082135"
"Ja","1998","Realschule","381","0.119479012936982","0.108568532608044","0.130389493265921"
"Ja","1998","(Fach-)Abitur","123","","",""
"Ja","1998","AkademikerIn","214","","",""
"Nein","1998","(noch) kein Abschluss","736","0.886029463318753","0.864305825134774","0.907753101502733"
"Nein","1998","Hauptschule","5339","0.859510930552374","0.850847982917865","0.868173878186884"
"Nein","1998","Realschule","3014","0.880520987063018","0.869610506734079","0.891431467391956"
"Nein","1998","(Fach-)Abitur","1023","","",""
"Nein","1998","AkademikerIn","1753","","",""
"Ja","1999","(noch) kein Abschluss","84","0.113247219937172","0.0911353921395551","0.135359047734789"
"Ja","1999","Hauptschule","848","0.150053613970713","0.141027820852109","0.159079407089316"
"Ja","1999","Realschule","351","0.105894205699534","0.0955208255382063","0.116267585860861"
"Ja","1999","(Fach-)Abitur","121","","",""
"Ja","1999","AkademikerIn","221","","",""
"Nein","1999","(noch) kein Abschluss","705","0.886752780062828","0.864640952265211","0.908864607860445"
"Nein","1999","Hauptschule","5166","0.849946386029287","0.840920592910684","0.858972179147891"
"Nein","1999","Realschule","3029","0.894105794300466","0.883732414139139","0.904479174461794"
"Nein","1999","(Fach-)Abitur","1013","","",""
"Nein","1999","AkademikerIn","1736","","",""
"Ja","2000","(noch) kein Abschluss","75","0.0865302266724382","0.0683235212541327","0.104736932090744"
"Ja","2000","Hauptschule","1470","","",""
"Ja","2000","Realschule","683","0.107246289481481","0.0995909651833535","0.114901613779608"
"Ja","2000","(Fach-)Abitur","236","","",""
"Ja","2000","AkademikerIn","381","0.0999444905674517","0.0904234213666346","0.109465559768269"
"Nein","2000","(noch) kein Abschluss","841","0.913469773327562","0.895263067909256","0.931676478745867"
"Nein","2000","Hauptschule","9186","0.857307109493833","0.850666310034722","0.863947908952944"
"Nein","2000","Realschule","5593","0.892753710518519","0.885098386220391","0.900409034816647"
"Nein","2000","(Fach-)Abitur","2112","","",""
"Nein","2000","AkademikerIn","3431","0.900055509432548","0.890534440231731","0.909576578633365"
"Ja","2001","(noch) kein Abschluss","59","0.0633958342692238","0.047166617978583","0.0796250505598647"
"Ja","2001","Hauptschule","1332","","",""
"Ja","2001","Realschule","620","0.107804450730929","0.0997967130897302","0.115812188372128"
"Ja","2001","(Fach-)Abitur","238","","",""
"Ja","2001","AkademikerIn","360","0.105220948389651","0.0951074601736617","0.11533443660564"
"Nein","2001","(noch) kein Abschluss","807","0.936604165730776","0.920374949440135","0.952833382021417"
"Nein","2001","Hauptschule","8035","0.851718477780002","0.844521678614588","0.858915276945415"
"Nein","2001","Realschule","5142","0.892195549269071","0.884187811627872","0.90020328691027"
"Nein","2001","(Fach-)Abitur","1976","","",""
"Nein","2001","AkademikerIn","3176","0.894779051610349","0.88466556339436","0.904892539826338"
"Ja","2002","(noch) kein Abschluss","75","0.100247381904095","0.0806912899208979","0.119803473887292"
"Ja","2002","Hauptschule","1251","","",""
"Ja","2002","Realschule","641","0.113977427774263","0.105922426134338","0.122032429414188"
"Ja","2002","(Fach-)Abitur","247","","",""
"Ja","2002","AkademikerIn","473","0.110029345642542","0.100934821684213","0.119123869600872"
"Nein","2002","(noch) kein Abschluss","831","0.899752618095905","0.880196526112708","0.919308710079102"
"Nein","2002","Hauptschule","7651","0.855972314702543","0.848678459361488","0.863266170043597"
"Nein","2002","Realschule","5338","0.886022572225737","0.877967570585812","0.894077573865662"
"Nein","2002","(Fach-)Abitur","2204","","",""
"Nein","2002","AkademikerIn","4075","0.889970654357458","0.880876130399128","0.899065178315787"
"Ja","2003","(noch) kein Abschluss","71","0.101260188414123","0.0814408367637756","0.12107954006447"
"Ja","2003","Hauptschule","1184","","",""
"Ja","2003","Realschule","634","0.107253700730757","0.0992695200421362","0.115237881419378"
"Ja","2003","(Fach-)Abitur","221","","",""
"Ja","2003","AkademikerIn","476","0.108594813605575","0.099340476788421","0.117849150422728"
"Nein","2003","(noch) kein Abschluss","819","0.898739811585877","0.87892045993553","0.918559163236224"
"Nein","2003","Hauptschule","7234","0.854010590037863","0.846467731982962","0.861553448092763"
"Nein","2003","Realschule","5136","0.892746299269243","0.884762118580622","0.900730479957864"
"Nein","2003","(Fach-)Abitur","2181","","",""
"Nein","2003","AkademikerIn","3866","0.891405186394425","0.882150849577272","0.900659523211579"
"Ja","2004","(noch) kein Abschluss","70","0.0920074525809186","0.073176319756624","0.110838585405213"
"Ja","2004","Hauptschule","1166","","",""
"Ja","2004","Realschule","627","0.115555412441457","0.10719204784199","0.123918777040923"
"Ja","2004","(Fach-)Abitur","219","","",""
"Ja","2004","AkademikerIn","470","0.116171823117103","0.106577662123062","0.125765984111144"
"Nein","2004","(noch) kein Abschluss","835","0.907992547419081","0.889161414594787","0.926823680243376"
"Nein","2004","Hauptschule","6882","0.848967805023181","0.841144604093402","0.856791005952961"
"Nein","2004","Realschule","4986","0.884444587558543","0.876081222959077","0.89280795215801"
"Nein","2004","(Fach-)Abitur","2168","","",""
"Nein","2004","AkademikerIn","3815","0.883828176882897","0.874234015888856","0.893422337876938"
"Ja","2005","(noch) kein Abschluss","60","0.0786111941828685","0.0610380546184829","0.0961843337472541"
"Ja","2005","Hauptschule","985","0.135203211935917","0.127490179572029","0.142916244299806"
"Ja","2005","Realschule","569","0.114108305301084","0.105595843907289","0.122620766694878"
"Ja","2005","(Fach-)Abitur","197","","",""
"Ja","2005","AkademikerIn","445","0.107292664854492","0.0978812609414488","0.116704068767535"
"Nein","2005","(noch) kein Abschluss","841","0.921388805817132","0.903815666252746","0.938961945381517"
"Nein","2005","Hauptschule","6565","0.864796788064083","0.857083755700194","0.872509820427971"
"Nein","2005","Realschule","4790","0.885891694698916","0.877379233305122","0.894404156092711"
"Nein","2005","(Fach-)Abitur","2092","","",""
"Nein","2005","AkademikerIn","3709","0.892707335145508","0.883295931232466","0.902118739058551"
"Ja","2006","(noch) kein Abschluss","57","0.121677520723294","0.0965263666524328","0.146828674794155"
"Ja","2006","Hauptschule","1141","","",""
"Ja","2006","Realschule","588","0.107788327839004","0.0997657865232041","0.115810869154803"
"Ja","2006","(Fach-)Abitur","254","","",""
"Ja","2006","AkademikerIn","477","0.103698402621642","0.0948603700281083","0.112536435215176"
"Nein","2006","(noch) kein Abschluss","592","0.878322479276706","0.853171325205845","0.903473633347567"
"Nein","2006","Hauptschule","6953","0.851482595033126","0.843735425592705","0.859229764473547"
"Nein","2006","Realschule","5152","0.892211672160996","0.884189130845197","0.900234213476796"
"Nein","2006","(Fach-)Abitur","2195","","",""
"Nein","2006","AkademikerIn","4094","0.896301597378358","0.887463564784824","0.905139629971892"
"Ja","2007","(noch) kein Abschluss","52","0.106022514833109","0.0803398021386626","0.131705227527555"
"Ja","2007","Hauptschule","1047","","",""
"Ja","2007","Realschule","568","0.107047894520536","0.0987925073675811","0.115303281673491"
"Ja","2007","(Fach-)Abitur","227","","",""
"Ja","2007","AkademikerIn","507","0.117267718248367","0.107744866261111","0.126790570235623"
"Nein","2007","(noch) kein Abschluss","500","0.893977485166891","0.868294772472445","0.919660197861337"
"Nein","2007","Hauptschule","6271","0.853071897176396","0.844960472465269","0.861183321887523"
"Nein","2007","Realschule","4820","0.892952105479464","0.884696718326509","0.901207492632419"
"Nein","2007","(Fach-)Abitur","2124","","",""
"Nein","2007","AkademikerIn","3878","0.882732281751633","0.873209429764377","0.892255133738889"
"Ja","2008","(noch) kein Abschluss","38","0.0704470067151422","0.0489034801307006","0.0919905332995838"
"Ja","2008","Hauptschule","991","0.140657168447758","0.132388921925266","0.148925414970251"
"Ja","2008","Realschule","519","0.100360145385402","0.0921126787125895","0.108607612058215"
"Ja","2008","(Fach-)Abitur","197","","",""
"Ja","2008","AkademikerIn","468","0.117247107428109","0.107494278793371","0.126999936062847"
"Nein","2008","(noch) kein Abschluss","504","0.929552993284858","0.908009466700416","0.951096519869299"
"Nein","2008","Hauptschule","5801","0.859342831552242","0.851074585029749","0.867611078074734"
"Nein","2008","Realschule","4580","0.899639854614598","0.891392387941785","0.907887321287411"
"Nein","2008","(Fach-)Abitur","1970","","",""
"Nein","2008","AkademikerIn","3712","0.882752892571891","0.873000063937153","0.892505721206629"
"Ja","2009","(noch) kein Abschluss","37","0.0790523908716648","0.0549644576267515","0.103140324116578"
"Ja","2009","Hauptschule","981","0.151713795083131","0.142784113260767","0.160643476905495"
"Ja","2009","Realschule","572","0.120950608116492","0.111722361952226","0.130178854280758"
"Ja","2009","(Fach-)Abitur","191","","",""
"Ja","2009","AkademikerIn","466","0.114914439582681","0.105065640234004","0.124763238931359"
"Nein","2009","(noch) kein Abschluss","445","0.920947609128335","0.896859675883422","0.945035542373248"
"Nein","2009","Hauptschule","5219","0.848286204916869","0.839356523094505","0.857215886739233"
"Nein","2009","Realschule","4224","0.879049391883508","0.869821145719242","0.888277638047774"
"Nein","2009","(Fach-)Abitur","1812","","",""
"Nein","2009","AkademikerIn","3562","0.885085560417318","0.875236761068641","0.894934359765996"
"Ja","2010","(noch) kein Abschluss","92","0.0997045116232495","0.0785564365143223","0.120852586732177"
"Ja","2010","Hauptschule","1199","","",""
"Ja","2010","Realschule","887","0.11613409352446","0.108508489021883","0.123759698027036"
"Ja","2010","(Fach-)Abitur","358","0.0850868790557465","0.0751963027757023","0.0949774553357906"
"Ja","2010","AkademikerIn","679","0.111009042063578","0.102604575712787","0.11941350841437"
"Nein","2010","(noch) kein Abschluss","679","0.900295488376751","0.879147413267823","0.921443563485678"
"Nein","2010","Hauptschule","6283","0.840524079224877","0.832228210367233","0.848819948082521"
"Nein","2010","Realschule","5894","0.88386590647554","0.876240301972964","0.891491510978117"
"Nein","2010","(Fach-)Abitur","2699","","",""
"Nein","2010","AkademikerIn","4688","0.888990957936422","0.88058649158563","0.897395424287213"
"Ja","2011","(noch) kein Abschluss","118","","",""
"Ja","2011","Hauptschule","1415","","",""
"Ja","2011","Realschule","1084","","",""
"Ja","2011","(Fach-)Abitur","440","0.112854566372822","0.102561334468997","0.123147798276647"
"Ja","2011","AkademikerIn","765","0.117110780935144","0.109112000378645","0.125109561491643"
"Nein","2011","(noch) kein Abschluss","780","0.870603753203483","0.848651402611505","0.892556103795462"
"Nein","2011","Hauptschule","7505","0.838177386524205","0.83053457342822","0.845820199620191"
"Nein","2011","Realschule","6836","0.874268463635357","0.866966662211977","0.881570265058737"
"Nein","2011","(Fach-)Abitur","3190","0.887145433627178","0.876852201723353","0.897438665531003"
"Nein","2011","AkademikerIn","5443","0.882889219064856","0.874890438508357","0.890887999621355"
"Ja","2012","(noch) kein Abschluss","119","","",""
"Ja","2012","Hauptschule","1440","","",""
"Ja","2012","Realschule","1022","","",""
"Ja","2012","(Fach-)Abitur","363","0.0959847296391056","0.0862947498611414","0.10567470941707"
"Ja","2012","AkademikerIn","704","0.111959718831389","0.1040733737822","0.119846063880578"
"Nein","2012","(noch) kein Abschluss","773","0.858764181402241","0.835909506368154","0.881618856436328"
"Nein","2012","Hauptschule","7209","0.829981695757885","0.822064940122203","0.837898451393567"
"Nein","2012","Realschule","6708","0.856583077801581","0.848769619687964","0.864396535915197"
"Nein","2012","(Fach-)Abitur","3187","0.904015270360894","0.89432529058293","0.913705250138859"
"Nein","2012","AkademikerIn","5437","0.888040281168611","0.880153936119422","0.8959266262178"
"Ja","2013","(noch) kein Abschluss","107","","",""
"Ja","2013","Hauptschule","1335","","",""
"Ja","2013","Realschule","905","0.130213865812756","0.122459189412953","0.13796854221256"
"Ja","2013","(Fach-)Abitur","359","0.1128247308615","0.102027071264753","0.123622390458248"
"Ja","2013","AkademikerIn","663","0.116260956248401","0.108050569631532","0.124471342865269"
"Nein","2013","(noch) kein Abschluss","717","0.849734795443091","0.825336729554928","0.874132861331255"
"Nein","2013","Hauptschule","6447","0.815350342456801","0.806729516843784","0.823971168069819"
"Nein","2013","Realschule","6330","0.869786134187244","0.86203145778744","0.877540810587047"
"Nein","2013","(Fach-)Abitur","2939","","",""
"Nein","2013","AkademikerIn","5192","0.883739043751599","0.875528657134731","0.891949430368467"
"Ja","2014","(noch) kein Abschluss","139","","",""
"Ja","2014","Hauptschule","1331","","",""
"Ja","2014","Realschule","856","0.130768696768398","0.122797452964712","0.138739940572083"
"Ja","2014","(Fach-)Abitur","444","0.107854116439101","0.0981646093615902","0.117543623516613"
"Ja","2014","AkademikerIn","685","0.118311840267581","0.11028537172765","0.126338308807512"
"Nein","2014","(noch) kein Abschluss","858","0.868191256097665","0.847193140302653","0.889189371892678"
"Nein","2014","Hauptschule","6857","0.829345437748617","0.821196784162542","0.837494091334693"
"Nein","2014","Realschule","6016","0.869231303231602","0.861260059427917","0.877202547035288"
"Nein","2014","(Fach-)Abitur","3493","0.892145883560899","0.882456376483387","0.90183539063841"
"Nein","2014","AkademikerIn","5535","0.881688159732419","0.873661691192488","0.88971462827235"
"Ja","2015","(noch) kein Abschluss","107","","",""
"Ja","2015","Hauptschule","1212","","",""
"Ja","2015","Realschule","802","0.126592998061769","0.118500058854515","0.134685937269023"
"Ja","2015","(Fach-)Abitur","404","0.117342400043877","0.106893212531635","0.127791587556119"
"Ja","2015","AkademikerIn","699","0.118869771292209","0.110587111051679","0.127152431532738"
"Nein","2015","(noch) kein Abschluss","707","0.881396199832137","0.859185063509644","0.90360733615463"
"Nein","2015","Hauptschule","6145","0.82255497910499","0.813825022406364","0.831284935803616"
"Nein","2015","Realschule","5683","0.873407001938231","0.865314062730977","0.881499941145485"
"Nein","2015","(Fach-)Abitur","3240","0.882657599956123","0.872208412443881","0.893106787468365"
"Nein","2015","AkademikerIn","5166","0.881130228707791","0.872847568467262","0.88941288894832"
"Ja","2016","(noch) kein Abschluss","108","","",""
"Ja","2016","Hauptschule","1166","","",""
"Ja","2016","Realschule","727","0.120849596397909","0.112609564002624","0.129089628793195"
"Ja","2016","(Fach-)Abitur","393","0.106230447442799","0.0962532712495215","0.116207623636076"
"Ja","2016","AkademikerIn","676","0.115304071961099","0.10713566386479","0.123472480057408"
"Nein","2016","(noch) kein Abschluss","703","0.874081512495112","0.851248754138578","0.896914270851646"
"Nein","2016","Hauptschule","5786","0.827130674788225","0.818241954472364","0.836019395104087"
"Nein","2016","Realschule","5284","0.879150403602091","0.870910371206805","0.887390435997376"
"Nein","2016","(Fach-)Abitur","3271","0.893769552557201","0.883792376363924","0.903746728750478"
"Nein","2016","AkademikerIn","5197","0.884695928038901","0.876527519942592","0.892864336135211"
"Ja","2017","(noch) kein Abschluss","115","","",""
"Ja","2017","Hauptschule","1217","","",""
"Ja","2017","Realschule","904","0.130899196647666","0.122941348574017","0.138857044721315"
"Ja","2017","(Fach-)Abitur","446","0.116103666945507","0.106309876340632","0.125897457550381"
"Ja","2017","AkademikerIn","785","0.125554540495227","0.117495043001222","0.133614037989232"
"Nein","2017","(noch) kein Abschluss","794","0.874298228533694","0.852747267201885","0.895849189865502"
"Nein","2017","Hauptschule","5918","0.819946499076904","0.811031020817493","0.828861977336314"
"Nein","2017","Realschule","5997","0.869100803352334","0.861142955278685","0.877058651425983"
"Nein","2017","(Fach-)Abitur","3664","0.883896333054493","0.874102542449619","0.893690123659368"
"Nein","2017","AkademikerIn","5708","0.874445459504773","0.866385962010768","0.882504956998778"
"Ja","2018","(noch) kein Abschluss","127","","",""
"Ja","2018","Hauptschule","1156","","",""
"Ja","2018","Realschule","888","0.14487880442405","0.136414676332104","0.153342932515996"
"Ja","2018","(Fach-)Abitur","406","0.111581401588438","0.101847346160158","0.121315457016718"
"Ja","2018","AkademikerIn","737","0.121211688643397","0.113170333509732","0.129253043777063"
"Nein","2018","(noch) kein Abschluss","749","0.848285459039798","0.824529057738613","0.872041860340984"
"Nein","2018","Hauptschule","5613","0.832304528147866","0.823404576839897","0.841204479455835"
"Nein","2018","Realschule","5755","0.85512119557595","0.846657067484004","0.863585323667896"
"Nein","2018","(Fach-)Abitur","3613","0.888418598411562","0.878684542983282","0.898152653839842"
"Nein","2018","AkademikerIn","5591","0.878788311356603","0.870746956222937","0.886829666490268"
"Ja","2019","(noch) kein Abschluss","107","","",""
"Ja","2019","Hauptschule","1089","","",""
"Ja","2019","Realschule","874","0.131442186709211","0.123381071457147","0.139503301961274"
"Ja","2019","(Fach-)Abitur","444","0.113869510415273","0.104215534801404","0.123523486029142"
"Ja","2019","AkademikerIn","840","0.119587768161031","0.112006519704824","0.127169016617237"
"Nein","2019","(noch) kein Abschluss","669","0.834024282676298","0.807846741270486","0.860201824082111"
"Nein","2019","Hauptschule","5118","0.824876333760555","0.815421061025967","0.834331606495143"
"Nein","2019","Realschule","5875","0.868557813290789","0.860496698038725","0.876618928542853"
"Nein","2019","(Fach-)Abitur","3715","0.886130489584727","0.876476513970858","0.895784465198596"
"Nein","2019","AkademikerIn","6197","0.880412231838969","0.872830983382763","0.887993480295176"
"Ja","2020","(noch) kein Abschluss","249","","",""
"Ja","2020","Hauptschule","1117","","",""
"Ja","2020","Realschule","816","0.136247680467185","0.127727126525949","0.144768234408422"
"Ja","2020","(Fach-)Abitur","546","0.121362543390018","0.112234255146599","0.130490831633437"
"Ja","2020","AkademikerIn","834","0.12033135012809","0.113062520099837","0.127600180156344"
"Nein","2020","(noch) kein Abschluss","1660","","",""
"Nein","2020","Hauptschule","5422","0.819085348079648","0.809755085386828","0.828415610772468"
"Nein","2020","Realschule","5411","0.863752319532815","0.855231765591578","0.872272873474051"
"Nein","2020","(Fach-)Abitur","4370","0.878637456609982","0.869509168366563","0.887765744853401"
"Nein","2020","AkademikerIn","6862","0.87966864987191","0.872399819843656","0.886937479900163"
