year,bula_h,sex,ple0053,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,male,No,0.9337016574585635,16099,0.9298582890005378,0.9375450259165892
1984,Schleswig-Holstein,male,Yes,0.06629834254143646,16099,0.06245497408341079,0.07014171099946213
1984,Schleswig-Holstein,female,No,0.8564102564102564,16099,0.8509932511034362,0.8618272617170766
1984,Schleswig-Holstein,female,Yes,0.14358974358974358,16099,0.13817273828292337,0.1490067488965638
1984,Hamburg,male,No,0.8896551724137931,16099,0.8848151935463726,0.8944951512812136
1984,Hamburg,male,Yes,0.1103448275862069,16099,0.10550484871878643,0.11518480645362736
1984,Hamburg,female,No,0.8782051282051282,16099,0.8731530611426016,0.8832571952676548
1984,Hamburg,female,Yes,0.12179487179487179,16099,0.11674280473234523,0.12684693885739834
1984,Lower Saxony,male,No,0.9129692832764505,16099,0.9086149568403746,0.9173236097125265
1984,Lower Saxony,male,Yes,0.08703071672354949,16099,0.08267639028747359,0.0913850431596254
1984,Lower Saxony,female,No,0.8613376835236541,16099,0.8559991426672672,0.8666762243800411
1984,Lower Saxony,female,Yes,0.13866231647634583,16099,0.13332377561995887,0.1440008573327328
1984,Bremen,male,No,0.8412698412698413,16099,0.8356249704661364,0.8469147120735462
1984,Bremen,male,Yes,0.15873015873015872,16099,0.1530852879264538,0.16437502953386365
1984,Bremen,female,No,0.8840579710144928,16099,0.8791123886230872,0.8890035534058984
1984,Bremen,female,Yes,0.11594202898550725,16099,0.11099644659410164,0.12088761137691285
1984,North Rhine-Westphalia,male,No,0.9033290653008963,16099,0.8987642041501495,0.9078939264516431
1984,North Rhine-Westphalia,male,Yes,0.09667093469910372,16099,0.09210607354835691,0.10123579584985053
1984,North Rhine-Westphalia,female,No,0.8684538653366584,16099,0.8632326808004076,0.8736750498729091
1984,North Rhine-Westphalia,female,Yes,0.13154613466334164,16099,0.1263249501270909,0.13676731919959237
1984,Hesse,male,No,0.90625,16099,0.9017473699116071,0.9107526300883929
1984,Hesse,male,Yes,0.09375,16099,0.08924736991160706,0.09825263008839294
1984,Hesse,female,No,0.8604269293924466,16099,0.8550737174903473,0.8657801412945458
1984,Hesse,female,Yes,0.13957307060755336,16099,0.1342198587054541,0.14492628250965262
1984,"Rhineland-Palatinate, Saarland",male,No,0.8987654320987655,16099,0.8941058795047173,0.9034249846928136
1984,"Rhineland-Palatinate, Saarland",male,Yes,0.10123456790123457,16099,0.09657501530718642,0.10589412049528273
1984,"Rhineland-Palatinate, Saarland",female,No,0.8823529411764706,16099,0.8773759333103066,0.8873299490426345
1984,"Rhineland-Palatinate, Saarland",female,Yes,0.11764705882352941,16099,0.11267005095736543,0.12262406668969339
