"ple0053","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2018","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Ja","2018","Hauptschule","Westdeutschland","945","0.165184017386509","0.155551330155433","0.174816704617586"
"Ja","2018","Hauptschule","Ostdeutschland","211","","",""
"Ja","2018","Realschule","Westdeutschland","595","0.143064316531641","0.132811366046777","0.153317267016506"
"Ja","2018","Realschule","Ostdeutschland","293","","",""
"Ja","2018","(Fach-)Abitur","Westdeutschland","348","0.111560224326833","0.101027441303285","0.122093007350381"
"Ja","2018","(Fach-)Abitur","Ostdeutschland","58","0.111723420192379","0.0862389706485995","0.137207869736159"
"Ja","2018","AkademikerIn","Westdeutschland","535","0.11296671235251","0.104140266365856","0.121793158339164"
"Ja","2018","AkademikerIn","Ostdeutschland","202","","",""
"Nein","2018","(noch) kein Abschluss","Westdeutschland","644","0.846548401073279","0.820736571551996","0.872360230594562"
"Nein","2018","(noch) kein Abschluss","Ostdeutschland","105","","",""
"Nein","2018","Hauptschule","Westdeutschland","4764","0.834815982613491","0.825183295382415","0.844448669844567"
"Nein","2018","Hauptschule","Ostdeutschland","849","0.812906378947442","0.789429253833619","0.836383504061265"
"Nein","2018","Realschule","Westdeutschland","3885","0.856935683468359","0.846682732983494","0.867188633953223"
"Nein","2018","Realschule","Ostdeutschland","1870","","",""
"Nein","2018","(Fach-)Abitur","Westdeutschland","3084","0.888439775673167","0.877906992649619","0.898972558696714"
"Nein","2018","(Fach-)Abitur","Ostdeutschland","529","0.888276579807621","0.862792130263841","0.9137610293514"
"Nein","2018","AkademikerIn","Westdeutschland","4406","0.88703328764749","0.878206841660836","0.895859733634144"
"Nein","2018","AkademikerIn","Ostdeutschland","1185","","",""
"Ja","2019","(noch) kein Abschluss","Westdeutschland","95","0.171231846570152","0.142728514780965","0.199735178359339"
"Ja","2019","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Ja","2019","Hauptschule","Westdeutschland","924","0.172329661675525","0.162129281065205","0.182530042285845"
"Ja","2019","Hauptschule","Ostdeutschland","165","","",""
"Ja","2019","Realschule","Westdeutschland","578","0.130228617513815","0.120476289186871","0.139980945840759"
"Ja","2019","Realschule","Ostdeutschland","295","","",""
"Ja","2019","(Fach-)Abitur","Westdeutschland","390","0.112591007622692","0.102173967746232","0.123008047499152"
"Ja","2019","(Fach-)Abitur","Ostdeutschland","52","0.124510708993054","0.0981584283416305","0.150862989644478"
"Ja","2019","AkademikerIn","Westdeutschland","610","0.117217361721615","0.108646348070292","0.125788375372938"
"Ja","2019","AkademikerIn","Ostdeutschland","227","","",""
"Nein","2019","(noch) kein Abschluss","Westdeutschland","576","0.828768153429848","0.800264821640661","0.857271485219035"
"Nein","2019","(noch) kein Abschluss","Ostdeutschland","92","0.873896185116816","0.810095483362136","0.937696886871497"
"Nein","2019","Hauptschule","Westdeutschland","4342","0.827670338324475","0.817469957714155","0.837870718934794"
"Nein","2019","Hauptschule","Ostdeutschland","770","0.802397640792655","0.776874555615346","0.827920725969963"
"Nein","2019","Realschule","Westdeutschland","3997","0.869771382486185","0.860019054159241","0.879523710813129"
"Nein","2019","Realschule","Ostdeutschland","1862","","",""
"Nein","2019","(Fach-)Abitur","Westdeutschland","3147","0.887408992377308","0.876991952500848","0.897826032253768"
"Nein","2019","(Fach-)Abitur","Ostdeutschland","551","0.875489291006946","0.849137010355522","0.90184157165837"
"Nein","2019","AkademikerIn","Westdeutschland","4801","0.882782638278385","0.874211624627062","0.891353651929709"
"Nein","2019","AkademikerIn","Ostdeutschland","1366","","",""
"Ja","2020","(noch) kein Abschluss","Westdeutschland","224","","",""
"Ja","2020","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Ja","2020","Hauptschule","Westdeutschland","953","0.179469543130555","0.169381835524431","0.189557250736679"
"Ja","2020","Hauptschule","Ostdeutschland","164","","",""
"Ja","2020","Realschule","Westdeutschland","551","0.135273055928717","0.124992973206059","0.145553138651374"
"Ja","2020","Realschule","Ostdeutschland","265","","",""
"Ja","2020","(Fach-)Abitur","Westdeutschland","485","0.126234155258096","0.116219852765585","0.136248457750607"
"Ja","2020","(Fach-)Abitur","Ostdeutschland","61","0.0890667317611174","0.0678289033713334","0.110304560150901"
"Ja","2020","AkademikerIn","Westdeutschland","629","0.11739477546375","0.109283037174688","0.125506513752813"
"Ja","2020","AkademikerIn","Ostdeutschland","205","","",""
"Nein","2020","(noch) kein Abschluss","Westdeutschland","1428","","",""
"Nein","2020","(noch) kein Abschluss","Ostdeutschland","232","","",""
"Nein","2020","Hauptschule","Westdeutschland","4606","0.820530456869445","0.810442749263321","0.830618164475569"
"Nein","2020","Hauptschule","Ostdeutschland","816","0.807847368918778","0.783179997200462","0.832514740637095"
"Nein","2020","Realschule","Westdeutschland","3701","0.864726944071283","0.854446861348626","0.875007026793941"
"Nein","2020","Realschule","Ostdeutschland","1710","","",""
"Nein","2020","(Fach-)Abitur","Westdeutschland","3740","0.873765844741904","0.863751542249393","0.883780147234415"
"Nein","2020","(Fach-)Abitur","Ostdeutschland","630","0.910933268238883","0.889695439849099","0.932171096628667"
"Nein","2020","AkademikerIn","Westdeutschland","5420","0.88260522453625","0.874493486247187","0.890716962825312"
"Nein","2020","AkademikerIn","Ostdeutschland","1442","","",""
