year,ple0053,sampreg,sex,proportion,n,lower_confidence,upper_confidence
1984,Yes,West,female,0.5747973470891673,16099,0.5671605371644144,0.5824341570139202
1984,Yes,West,male,0.4252026529108327,16099,0.4175658429860798,0.4328394628355856
1984,No,West,female,0.5022374559649624,16099,0.49451381144647805,0.5099611004834468
1984,No,West,male,0.4977625440350376,16099,0.4900388995165533,0.505486188553522
1985,Yes,West,female,0.6056910569105691,14443,0.5977208194634858,0.6136612943576525
1985,Yes,West,male,0.3943089430894309,14443,0.38633870564234746,0.4022791805365143
1985,No,West,male,0.5015776188472865,14443,0.49342315881881904,0.5097320788757539
1985,No,West,female,0.4984223811527135,14443,0.49026792112424605,0.506576841181181
1986,Yes,West,female,0.5639810426540285,13742,0.5556898684839979,0.572272216824059
1986,Yes,West,male,0.43601895734597157,13742,0.427727783175941,0.4443101315160021
1986,No,West,male,0.50177304964539,13742,0.49341320180166615,0.510132897489114
1986,No,West,female,0.49822695035460995,13742,0.48986710251088605,0.5065867981983339
1987,Yes,West,female,0.613036303630363,13496,0.6048189543912765,0.6212536528694494
1987,Yes,West,male,0.38696369636963696,13496,0.3787463471305505,0.3951810456087234
1987,No,West,male,0.5101449275362319,13496,0.5017109172236656,0.5185789378487982
1987,No,West,female,0.48985507246376814,13496,0.4814210621512018,0.4982890827763345
1988,Yes,West,female,0.584250635055038,12817,0.5757180962315929,0.5927831738784832
1988,Yes,West,male,0.4157493649449619,12817,0.40721682612151666,0.42428190376840713
1988,No,West,male,0.5046816479400749,12817,0.4960257157585388,0.5133375801216109
1988,No,West,female,0.4953183520599251,12817,0.48666241987838904,0.5039742842414611
1989,Yes,West,female,0.6072374227714034,12393,0.5986391313360521,0.6158357142067546
1989,Yes,West,male,0.39276257722859664,12393,0.38416428579324535,0.40136086866394793
1989,No,West,male,0.5072150072150072,12393,0.4984127788728138,0.5160172355572006
1989,No,West,female,0.49278499278499277,12393,0.48398276444279936,0.5015872211271861
1991,Yes,West,female,0.6010362694300518,17756,0.5938334827731578,0.6082390560869458
1991,Yes,West,male,0.39896373056994816,17756,0.3917609439130542,0.4061665172268421
1991,No,West,male,0.5055789734688817,17756,0.4982249252849976,0.5129330216527658
1991,No,West,female,0.4944210265311183,17756,0.4870669783472342,0.5017750747150024
1992,Yes,West,female,0.4381408065618592,17350,0.43075790752791443,0.445523705595804
1992,Yes,West,male,0.31715652768284347,17350,0.3102317834053463,0.32408127196034064
