"ple0053","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1985","(noch) kein Abschluss","Staedtischer Raum","112","0.108906544081483","0.0890024738754157","0.128810614287551"
"Ja","1985","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Ja","1985","Hauptschule","Staedtischer Raum","561","0.114790709252585","0.105829602896745","0.123751815608425"
"Ja","1985","Hauptschule","Laendlicher Raum","194","0.127220670962132","0.110701065578321","0.143740276345942"
"Ja","1985","Realschule","Staedtischer Raum","150","0.107383924442964","0.0912009846464343","0.123566864239493"
"Ja","1985","Realschule","Laendlicher Raum","47","0.121897609732123","0.0901516702512203","0.153643549213026"
"Ja","1985","(Fach-)Abitur","Staedtischer Raum","73","0.0978220635564016","0.0754110903932888","0.120233036719514"
"Ja","1985","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Ja","1985","AkademikerIn","Staedtischer Raum","61","0.0983393003161965","0.0751239800576738","0.121554620574719"
"Ja","1985","AkademikerIn","Laendlicher Raum","11","","",""
"Nein","1985","(noch) kein Abschluss","Staedtischer Raum","829","0.891093455918517","0.871189385712449","0.910997526124584"
"Nein","1985","(noch) kein Abschluss","Laendlicher Raum","124","0.874103793794741","0.820108996629458","0.928098590960025"
"Nein","1985","Hauptschule","Staedtischer Raum","4300","0.885209290747415","0.876248184391575","0.894170397103255"
"Nein","1985","Hauptschule","Laendlicher Raum","1369","0.872779329037868","0.856259723654058","0.889298934421679"
"Nein","1985","Realschule","Staedtischer Raum","1256","0.892616075557036","0.876433135760507","0.908799015353566"
"Nein","1985","Realschule","Laendlicher Raum","361","0.878102390267877","0.846356450786974","0.90984832974878"
"Nein","1985","(Fach-)Abitur","Staedtischer Raum","602","0.902177936443598","0.879766963280486","0.924588909606711"
"Nein","1985","(Fach-)Abitur","Laendlicher Raum","100","0.914434352747014","0.862397312361529","0.966471393132499"
"Nein","1985","AkademikerIn","Staedtischer Raum","571","0.901660699683803","0.878445379425281","0.924876019942326"
"Nein","1985","AkademikerIn","Laendlicher Raum","111","0.898779112048039","0.845257432623859","0.952300791472219"
"Ja","1986","(noch) kein Abschluss","Staedtischer Raum","117","0.124440872275621","0.102863800390644","0.146017944160598"
"Ja","1986","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Ja","1986","Hauptschule","Staedtischer Raum","582","0.129613183371096","0.119912238991775","0.139314127750416"
"Ja","1986","Hauptschule","Laendlicher Raum","181","0.118931566289653","0.102366757608018","0.135496374971287"
"Ja","1986","Realschule","Staedtischer Raum","165","0.12570973842802","0.108186715719301","0.143232761136739"
"Ja","1986","Realschule","Laendlicher Raum","48","0.14479501962801","0.109959926152042","0.179630113103978"
"Ja","1986","(Fach-)Abitur","Staedtischer Raum","82","0.100780822375766","0.0782371567371916","0.12332448801434"
"Ja","1986","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Ja","1986","AkademikerIn","Staedtischer Raum","63","0.106538661022396","0.0823118881795464","0.130765433865246"
"Ja","1986","AkademikerIn","Laendlicher Raum","11","","",""
"Nein","1986","(noch) kein Abschluss","Staedtischer Raum","782","0.875559127724379","0.853982055839402","0.897136199609356"
"Nein","1986","(noch) kein Abschluss","Laendlicher Raum","106","0.884847770388966","0.829331959633524","0.940363581144409"
"Nein","1986","Hauptschule","Staedtischer Raum","4023","0.870386816628904","0.860685872249584","0.880087761008225"
"Nein","1986","Hauptschule","Laendlicher Raum","1286","0.881068433710347","0.864503625028713","0.897633242391982"
"Nein","1986","Realschule","Staedtischer Raum","1210","0.87429026157198","0.856767238863261","0.891813284280699"
"Nein","1986","Realschule","Laendlicher Raum","344","0.85520498037199","0.820369886896022","0.890040073847958"
"Nein","1986","(Fach-)Abitur","Staedtischer Raum","603","0.899219177624234","0.87667551198566","0.921762843262808"
"Nein","1986","(Fach-)Abitur","Laendlicher Raum","115","0.956171550454189","0.919696040824945","0.992647060083433"
"Nein","1986","AkademikerIn","Staedtischer Raum","560","0.893461338977604","0.869234566134754","0.917688111820454"
"Nein","1986","AkademikerIn","Laendlicher Raum","114","0.887650009915681","0.832289448605214","0.943010571226148"
"Ja","1987","(noch) kein Abschluss","Staedtischer Raum","93","0.096456169324881","0.0769289479094185","0.115983390740344"
"Ja","1987","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Ja","1987","Hauptschule","Staedtischer Raum","568","0.135163568638349","0.125230315889367","0.145096821387331"
"Ja","1987","Hauptschule","Laendlicher Raum","188","0.133334406606064","0.115807266373279","0.150861546838849"
"Ja","1987","Realschule","Staedtischer Raum","147","0.108811557531901","0.0922248172255864","0.125398297838216"
"Ja","1987","Realschule","Laendlicher Raum","45","0.118221603387902","0.0864615672812884","0.149981639494515"
"Ja","1987","(Fach-)Abitur","Staedtischer Raum","64","0.090879911360637","0.0691150821164303","0.112644740604844"
"Ja","1987","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Ja","1987","AkademikerIn","Staedtischer Raum","70","0.127362389275458","0.101057100642132","0.153667677908783"
"Ja","1987","AkademikerIn","Laendlicher Raum","9","","",""
"Nein","1987","(noch) kein Abschluss","Staedtischer Raum","785","0.903543830675119","0.884016609259656","0.923071052090581"
"Nein","1987","(noch) kein Abschluss","Laendlicher Raum","104","0.843693548381579","0.779776300870661","0.907610795892497"
"Nein","1987","Hauptschule","Staedtischer Raum","3983","0.864836431361651","0.854903178612669","0.874769684110633"
"Nein","1987","Hauptschule","Laendlicher Raum","1257","0.866665593393936","0.849138453161151","0.884192733626721"
"Nein","1987","Realschule","Staedtischer Raum","1207","0.891188442468099","0.874601702161784","0.907775182774414"
"Nein","1987","Realschule","Laendlicher Raum","352","0.881778396612098","0.850018360505485","0.913538432718711"
"Nein","1987","(Fach-)Abitur","Staedtischer Raum","606","0.909120088639363","0.887355259395156","0.93088491788357"
"Nein","1987","(Fach-)Abitur","Laendlicher Raum","98","0.905138217424703","0.850128687481361","0.960147747368046"
"Nein","1987","AkademikerIn","Staedtischer Raum","547","0.872637610724542","0.846332322091217","0.898942899357868"
"Nein","1987","AkademikerIn","Laendlicher Raum","115","0.910931095777644","0.860795859399413","0.961066332155875"
"Ja","1988","(noch) kein Abschluss","Staedtischer Raum","94","0.10987845316435","0.0879311220841056","0.131825784244595"
"Ja","1988","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Ja","1988","Hauptschule","Staedtischer Raum","584","0.146228203460427","0.135754639513209","0.156701767407644"
"Ja","1988","Hauptschule","Laendlicher Raum","154","0.122811363051608","0.105296453837909","0.140326272265306"
"Ja","1988","Realschule","Staedtischer Raum","148","0.106316329435357","0.0897066952592939","0.122925963611421"
"Ja","1988","Realschule","Laendlicher Raum","42","0.109751337524681","0.0781566005444848","0.141346074504877"
"Ja","1988","(Fach-)Abitur","Staedtischer Raum","59","0.0784762988155978","0.0576256212307199","0.0993269764004756"
"Ja","1988","(Fach-)Abitur","Laendlicher Raum","15","","",""
"Ja","1988","AkademikerIn","Staedtischer Raum","58","0.108302917676535","0.083141909773595","0.133463925579475"
"Ja","1988","AkademikerIn","Laendlicher Raum","9","","",""
"Nein","1988","(noch) kein Abschluss","Staedtischer Raum","686","0.89012154683565","0.868174215755405","0.912068877915894"
"Nein","1988","(noch) kein Abschluss","Laendlicher Raum","104","0.822631161744563","0.755126032292164","0.890136291196961"
"Nein","1988","Hauptschule","Staedtischer Raum","3788","0.853771796539573","0.843298232592355","0.86424536048679"
"Nein","1988","Hauptschule","Laendlicher Raum","1195","0.877188636948392","0.859673727734694","0.894703546162091"
"Nein","1988","Realschule","Staedtischer Raum","1175","0.893683670564643","0.877074036388579","0.910293304740706"
"Nein","1988","Realschule","Laendlicher Raum","334","0.890248662475319","0.858653925495123","0.921843399455515"
"Nein","1988","(Fach-)Abitur","Staedtischer Raum","580","0.921523701184402","0.900673023599525","0.94237437876928"
"Nein","1988","(Fach-)Abitur","Laendlicher Raum","82","0.877629860939138","0.812413637429422","0.942846084448854"
"Nein","1988","AkademikerIn","Staedtischer Raum","528","0.891697082323465","0.866536074420525","0.916858090226405"
"Nein","1988","AkademikerIn","Laendlicher Raum","106","0.912002158729108","0.860225608225463","0.963778709232752"
"Ja","1989","(noch) kein Abschluss","Staedtischer Raum","97","0.100123605609888","0.0788947222336817","0.121352488986095"
"Ja","1989","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Ja","1989","Hauptschule","Staedtischer Raum","523","0.1316206791146","0.12140108759148","0.141840270637719"
"Ja","1989","Hauptschule","Laendlicher Raum","168","0.139697244905971","0.12063847384844","0.158756015963502"
"Ja","1989","Realschule","Staedtischer Raum","147","0.113149799640216","0.0958901100135277","0.130409489266904"
"Ja","1989","Realschule","Laendlicher Raum","52","0.151688799965621","0.114425831387936","0.188951768543306"
"Ja","1989","(Fach-)Abitur","Staedtischer Raum","63","0.094220488139773","0.0718310529300148","0.116609923349531"
"Ja","1989","(Fach-)Abitur","Laendlicher Raum","9","","",""
"Ja","1989","AkademikerIn","Staedtischer Raum","40","0.0813178728007208","0.05911228687921","0.103523458722232"
"Ja","1989","AkademikerIn","Laendlicher Raum","11","","",""
"Nein","1989","(noch) kein Abschluss","Staedtischer Raum","671","0.899876394390112","0.878647511013905","0.921105277766318"
"Nein","1989","(noch) kein Abschluss","Laendlicher Raum","102","0.930120106806088","0.883113976306741","0.977126237305436"
"Nein","1989","Hauptschule","Staedtischer Raum","3681","0.8683793208854","0.858159729362281","0.87859891240852"
"Nein","1989","Hauptschule","Laendlicher Raum","1103","0.860302755094029","0.841243984036498","0.87936152615156"
"Nein","1989","Realschule","Staedtischer Raum","1147","0.886850200359784","0.869590510733096","0.904109889986472"
"Nein","1989","Realschule","Laendlicher Raum","304","0.848311200034379","0.811048231456694","0.885574168612064"
"Nein","1989","(Fach-)Abitur","Staedtischer Raum","591","0.905779511860227","0.883390076650469","0.928168947069985"
"Nein","1989","(Fach-)Abitur","Laendlicher Raum","88","0.893450060362043","0.832049268917566","0.954850851806521"
"Nein","1989","AkademikerIn","Staedtischer Raum","542","0.918682127199279","0.896476541277768","0.94088771312079"
"Nein","1989","AkademikerIn","Laendlicher Raum","103","0.875521428156219","0.814920907742951","0.936121948569487"
"Ja","1990","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Ja","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Ja","1990","Hauptschule","Staedtischer Raum","","","",""
"Ja","1990","Hauptschule","Laendlicher Raum","","","",""
"Ja","1990","Realschule","Staedtischer Raum","","","",""
"Ja","1990","Realschule","Laendlicher Raum","","","",""
"Ja","1990","(Fach-)Abitur","Staedtischer Raum","","","",""
"Ja","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"Ja","1990","AkademikerIn","Staedtischer Raum","","","",""
"Ja","1990","AkademikerIn","Laendlicher Raum","","","",""
"Nein","1990","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nein","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nein","1990","Hauptschule","Staedtischer Raum","","","",""
"Nein","1990","Hauptschule","Laendlicher Raum","","","",""
"Nein","1990","Realschule","Staedtischer Raum","","","",""
"Nein","1990","Realschule","Laendlicher Raum","","","",""
"Nein","1990","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nein","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
