year,age_gr,quintil_oecd,ple0053,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,18-29 y.,1st Quintile,No,0.8917855386128873,16099,0.8869867735870379,0.8965843036387368
1984,18-29 y.,1st Quintile,Yes,0.10821446138711265,16099,0.10341569636126326,0.11301322641296203
1984,18-29 y.,2nd Quintile,No,0.9033505154639175,16099,0.8987861065946988,0.9079149243331363
1984,18-29 y.,2nd Quintile,Yes,0.09664948453608248,16099,0.0920850756668638,0.10121389340530115
1984,18-29 y.,3rd Quintile,No,0.9049429657794676,16099,0.9004123278598171,0.9094736036991182
1984,18-29 y.,3rd Quintile,Yes,0.09505703422053231,16099,0.09052639630088177,0.09958767214018285
1984,18-29 y.,4th Quintile,No,0.8775510204081632,16099,0.8724872921193558,0.8826147486969707
1984,18-29 y.,4th Quintile,Yes,0.12244897959183673,16099,0.11738525130302932,0.12751270788064414
1984,18-29 y.,5th Quintile,No,0.8846153846153846,16099,0.8796801498271987,0.8895506194035705
1984,18-29 y.,5th Quintile,Yes,0.11538461538461539,16099,0.1104493805964295,0.12031985017280128
1984,30-45 y.,1st Quintile,No,0.8893933140734627,16099,0.8845483089427575,0.8942383192041679
1984,30-45 y.,1st Quintile,Yes,0.11060668592653736,16099,0.1057616807958322,0.11545169105724251
1984,30-45 y.,2nd Quintile,No,0.8966267682263329,16099,0.8919238598443963,0.9013296766082696
1984,30-45 y.,2nd Quintile,Yes,0.10337323177366703,16099,0.09867032339173033,0.10807614015560373
1984,30-45 y.,3rd Quintile,No,0.8932584269662921,16099,0.8884884972321465,0.8980283567004377
1984,30-45 y.,3rd Quintile,Yes,0.10674157303370786,16099,0.10197164329956225,0.11151150276785347
1984,30-45 y.,4th Quintile,No,0.9305555555555556,16099,0.9266286855178469,0.9344824255932642
1984,30-45 y.,4th Quintile,Yes,0.06944444444444445,16099,0.06551757440673579,0.0733713144821531
1984,30-45 y.,5th Quintile,No,0.8947368421052632,16099,0.8899961420454512,0.8994775421650751
