year,ple0053,bula_h,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,Yes,North Rhine-Westphalia,middle vocational,0.1242603550295858,16099,0.11916457794334816,0.12935613211582345
1984,Yes,Baden-Wuerttemberg,middle vocational,0.08653846153846154,16099,0.0821952964345378,0.09088162664238528
1984,Yes,Bavaria,middle vocational,0.08505917159763314,16099,0.08074980243519972,0.08936854076006656
1984,Yes,North Rhine-Westphalia,general elementary,0.07248520710059171,16099,0.06847984544713429,0.07649056875404914
1984,Yes,Baden-Wuerttemberg,general elementary,0.057692307692307696,16099,0.054090571126983344,0.06129404425763205
1984,Yes,Hesse,middle vocational,0.047337278106508875,16099,0.044056870214406865,0.050617685998610884
1984,Yes,Bavaria,general elementary,0.045118343195266274,16099,0.0419120150433374,0.04832467134719515
1984,Yes,Lower Saxony,middle vocational,0.042899408284023666,16099,0.03976928772896308,0.046029528839084254
1984,Yes,Lower Saxony,general elementary,0.034023668639053255,16099,0.031223201803790752,0.03682413547431576
1984,Yes,Hesse,general elementary,0.03254437869822485,16099,0.029803371728819028,0.035285385667630675
1984,Yes,"Rhineland-Palatinate, Saarland",middle vocational,0.031804733727810654,16099,0.029094017968617127,0.034515449487004184
1984,Yes,North Rhine-Westphalia,inadequately,0.028846153846153848,16099,0.026260653524614354,0.03143165416769334
1984,Yes,Baden-Wuerttemberg,inadequately,0.028106508875739646,16099,0.025553399558722,0.030659618192757292
1984,Yes,"Rhineland-Palatinate, Saarland",general elementary,0.02440828402366864,16099,0.022024541756159907,0.02679202629117737
1984,Yes,North Rhine-Westphalia,higher education,0.016272189349112426,16099,0.014317772984215245,0.01822660571400961
1984,Yes,Schleswig-Holstein,middle vocational,0.016272189349112426,16099,0.014317772984215245,0.01822660571400961
1984,Yes,North Rhine-Westphalia,higher vocational,0.016272189349112426,16099,0.014317772984215245,0.01822660571400961
1984,Yes,Hesse,inadequately,0.015532544378698224,16099,0.013622345417003821,0.017442743340392627
1984,Yes,Bavaria,higher vocational,0.014792899408284023,16099,0.012928035946963231,0.016657762869604815
1984,Yes,Berlin,middle vocational,0.011834319526627219,16099,0.010163832335380724,0.013504806717873713
1984,Yes,Hamburg,middle vocational,0.011834319526627219,16099,0.010163832335380724,0.013504806717873713
1984,Yes,Schleswig-Holstein,general elementary,0.010355029585798817,16099,0.008791262729494341,0.011918796442103294
1984,Yes,Baden-Wuerttemberg,higher vocational,0.010355029585798817,16099,0.008791262729494341,0.011918796442103294
1984,Yes,Bavaria,higher education,0.009615384615384616,16099,0.008107938162404918,0.011122831068364314
1984,Yes,Bavaria,inadequately,0.009615384615384616,16099,0.008107938162404918,0.011122831068364314
1984,Yes,Berlin,general elementary,0.008875739644970414,16099,0.007426891224135342,0.010324588065805487
1984,Yes,Bavaria,vocational + Abi,0.008136094674556213,16099,0.006748410418415061,0.009523778930697365
