year,ple0053,age_gr,proportion,n,lower_confidence,upper_confidence
1984,Yes,46-65 y.,0.3087693441414886,16099,0.30163284522520145,0.31590584305777575
1984,Yes,30-45 y.,0.3072955047899779,16099,0.3001684724776529,0.31442253710230295
1984,Yes,18-29 y.,0.24244657332350775,16099,0.23582637073377857,0.24906677591323692
1984,Yes,66 and older,0.1414885777450258,16099,0.13610475998797286,0.14687239550207873
1984,No,30-45 y.,0.3315243263829382,16099,0.3242522718734352,0.33879638089244124
1984,No,46-65 y.,0.2980100923545654,16099,0.2909446795444036,0.30507550516472715
1984,No,18-29 y.,0.2683042940112349,16099,0.2614598892302787,0.2751486987921911
1984,No,66 and older,0.10216128725126154,16099,0.09748286988511858,0.10683970461740451
1985,Yes,46-65 y.,0.3048780487804878,14443,0.29737010614862003,0.31238599141235557
1985,Yes,30-45 y.,0.2967479674796748,14443,0.28929761636651063,0.30419831859283897
1985,Yes,18-29 y.,0.25853658536585367,14443,0.25139600957030117,0.26567716116140616
1985,Yes,66 and older,0.13983739837398373,14443,0.13418113906120216,0.1454936576867653
1985,No,30-45 y.,0.3261464030290282,14443,0.318500717385643,0.3337920886724134
1985,No,46-65 y.,0.30763567522086666,14443,0.30010882878734885,0.31516252165438446
1985,No,18-29 y.,0.2684055532183425,14443,0.26117854889758907,0.2756325575390959
1985,No,66 and older,0.09781236853176273,14443,0.0929676038454538,0.10265713321807166
1986,Yes,46-65 y.,0.31200631911532384,13742,0.3042598281465947,0.319752810084053
1986,Yes,30-45 y.,0.2772511848341232,13742,0.2697667071324926,0.2847356625357538
1986,Yes,18-29 y.,0.2669826224328594,13742,0.2595860633308206,0.2743791815348982
1986,Yes,66 and older,0.14375987361769352,13742,0.13789379703241125,0.14962595020297578
1986,No,30-45 y.,0.3223625886524823,13742,0.3145480723068807,0.3301771049980839
1986,No,46-65 y.,0.31316489361702127,13742,0.3054105707939236,0.32091921644011895
1986,No,18-29 y.,0.27149822695035464,13742,0.26406238920423497,0.2789340646964743
1986,No,66 and older,0.09297429078014184,13742,0.08811892073209651,0.09782966082818717
1987,Yes,46-65 y.,0.28795379537953797,13496,0.2803142233836745,0.29559336737540143
1987,Yes,18-29 y.,0.2755775577557756,13496,0.2680392926250039,0.28311582288654724
1987,Yes,30-45 y.,0.2698019801980198,13496,0.2623134527078006,0.27729050768823904
1987,Yes,66 and older,0.16666666666666666,13496,0.16037903216507277,0.17295430116826055
1987,No,46-65 y.,0.31750278706800444,13496,0.3096490248448707,0.32535654929113816
1987,No,30-45 y.,0.3157190635451505,13496,0.307877166069335,0.323560961020966
1987,No,18-29 y.,0.2706800445930881,13496,0.26318385254114723,0.27817623664502894
1987,No,66 and older,0.09609810479375697,13496,0.09112564137913612,0.10107056820837781
1988,Yes,46-65 y.,0.3090601185436071,12817,0.3010598513250983,0.31706038576211587
1988,Yes,30-45 y.,0.270956816257409,12817,0.2632621542760817,0.27865147823873626
1988,Yes,18-29 y.,0.26164267569856053,12817,0.2540332748278383,0.2692520765692828
1988,Yes,66 and older,0.15834038950042337,12817,0.15202024544854417,0.16466053355230256
1988,No,46-65 y.,0.3194054307116105,12817,0.3113334843584373,0.3274773770647837
1988,No,30-45 y.,0.30723314606741575,12817,0.29924602139669965,0.31522027073813186
1988,No,18-29 y.,0.27457865168539325,12817,0.2668519983186517,0.2823053050521348
1988,No,66 and older,0.09878277153558053,12817,0.09361720184181671,0.10394834122934435
1989,Yes,46-65 y.,0.29567519858781993,12393,0.2876406443684055,0.3037097528072344
1989,Yes,18-29 y.,0.2780229479258605,12393,0.2701348941012938,0.2859110017504272
1989,Yes,30-45 y.,0.263901147396293,12393,0.256141239686637,0.271661055105949
1989,Yes,66 and older,0.1624007060900265,12393,0.1559071895010247,0.1688942226790283
1989,No,46-65 y.,0.31673881673881676,12393,0.3085482893701305,0.324929344107503
1989,No,30-45 y.,0.30507455507455505,12393,0.29696793263171867,0.31318117751739144
1989,No,18-29 y.,0.27946127946127947,12393,0.27156072938625675,0.2873618295363022
1989,No,66 and older,0.09872534872534873,12393,0.09347351747586687,0.1039771799748306
1991,Yes,18-29 y.,0.2927461139896373,17756,0.28605317688605353,0.29943905109322105
1991,Yes,46-65 y.,0.2858376511226252,17756,0.2791919363868639,0.2924833658583865
1991,Yes,30-45 y.,0.2392055267702936,17756,0.2329306849475049,0.2454803685930823
1991,Yes,66 and older,0.18221070811744386,17756,0.17653276338458435,0.18788865285030337
1991,No,30-45 y.,0.31403421770394246,17756,0.30720732282645313,0.3208611125814318
1991,No,46-65 y.,0.3113067195636003,17756,0.30449603645727297,0.3181174026699276
1991,No,18-29 y.,0.27126208777584926,17756,0.2647222987946646,0.27780187675703394
1991,No,66 and older,0.10339697495660799,17756,0.09891842400399123,0.10787552590922475
1992,Yes,46-65 y.,0.27956254272043746,17350,0.27288458038713925,0.28624050505373566
1992,Yes,30-45 y.,0.27409432672590567,17350,0.26745695027184146,0.28073170317996987
1992,Yes,18-29 y.,0.2563226247436774,17350,0.24982593559617464,0.26281931389118013
1992,Yes,66 and older,0.1900205058099795,17350,0.18418278153387233,0.1958582300860867
1992,No,30-45 y.,0.33197960770759527,17350,0.3249722079214399,0.33898700749375066
1992,No,46-65 y.,0.3117601313401884,17350,0.3048674764671681,0.31865278621320864
