year,ple0053,regtyp,sex,proportion,n,lower_confidence,upper_confidence
1991,Yes,Rural regions,female,0.13471502590673576,17756,0.1296930907160992,0.13973696109737233
1991,Yes,Rural regions,male,0.08894645941278066,17756,0.08475929720045372,0.0931336216251076
1991,No,Urban regions,male,0.3993305231837342,17756,0.39212662545582894,0.40653442091163944
1991,No,Urban regions,female,0.3910240515745103,17756,0.38384635146678053,0.3982017516822401
1991,No,Rural regions,male,0.10624845028514754,17756,0.10171578959761132,0.11078111097268376
1991,No,Rural regions,female,0.10339697495660799,17756,0.09891842400399123,0.10787552590922475
1992,Yes,Urban regions,female,0.3962655601659751,17350,0.38898738553623546,0.4035437347957147
1992,Yes,Urban regions,male,0.2717842323651452,17350,0.2651643770180384,0.278404087712252
1992,Yes,Rural regions,female,0.19778699861687413,17350,0.19185979222641156,0.2037142050073367
1992,Yes,Rural regions,male,0.13416320885200553,17350,0.1290916546863409,0.13923476301767015
1992,No,Urban regions,female,0.3290631808278867,17350,0.32207141635274844,0.336054945303025
1992,No,Urban regions,male,0.32496732026143793,17350,0.3179980296321978,0.33193661089067805
1992,No,Rural regions,female,0.1753376906318083,17350,0.1696794417558504,0.18099593950776618
1992,No,Rural regions,male,0.1706318082788671,17350,0.16503410316760186,0.17622951339013232
1994,Yes,Urban regions,female,0.41307277628032346,16642,0.40559179227265596,0.42055376028799096
1994,Yes,Urban regions,male,0.25336927223719674,16642,0.2467610716952508,0.2599774727791427
1994,Yes,Rural regions,female,0.20619946091644206,16642,0.20005260872589328,0.21234631310699084
1994,Yes,Rural regions,male,0.12735849056603774,16642,0.12229342352696077,0.1324235576051147
1994,No,Urban regions,female,0.3290935148692225,16642,0.3219544065807581,0.3362326231576869
1994,No,Urban regions,male,0.32649587961304194,16642,0.31937124997093486,0.333620509255149
1994,No,Rural regions,female,0.1731458258688642,16642,0.16739707104241056,0.17889458069531786
1994,No,Rural regions,male,0.17126477964887138,16642,0.1655408374345045,0.17698872186323825
1995,Yes,Urban regions,female,0.3879922530664945,17246,0.3807194493383023,0.39526505679468665
1995,Yes,Urban regions,male,0.25112976113621693,17246,0.24465737739895926,0.2576021448734746
1995,Yes,Rural regions,female,0.2182052937378954,17246,0.21204089270664958,0.22436969476914123
1995,Yes,Rural regions,male,0.14267269205939315,17246,0.13745287073727916,0.14789251338150713
1995,No,Urban regions,female,0.3339157784378822,17246,0.32687703842600346,0.340954518449761
1995,No,Urban regions,male,0.32561593569806047,17246,0.3186220528111011,0.3326098185850198
1995,No,Rural regions,female,0.1717630613314695,17246,0.16613376560421145,0.17739235705872758
1995,No,Rural regions,male,0.1687052245325878,17246,0.16311597277437417,0.17429447629080141
1996,Yes,Urban regions,female,0.38666666666666666,16862,0.37931614469185215,0.39401718864148116
1996,Yes,Urban regions,male,0.2546031746031746,16862,0.24802769847370246,0.2611786507326468
1996,Yes,Rural regions,female,0.22158730158730158,16862,0.21531858090401593,0.22785602227058724
1996,Yes,Rural regions,male,0.13714285714285715,16862,0.13195058347446603,0.14233513081124827
1996,No,Urban regions,female,0.3331251672762958,16862,0.3260109452476217,0.34023938930496994
1996,No,Urban regions,male,0.322597912391828,16862,0.31554196115835453,0.32965386362530147
1996,No,Rural regions,male,0.17262913730038362,16862,0.16692475412668836,0.17833352047407888
1996,No,Rural regions,female,0.17164778303149256,16862,0.16595626458710255,0.17733930147588256
1997,Yes,Urban regions,female,0.39660795825179385,16487,0.38914062121548354,0.40407529528810415
1997,Yes,Urban regions,male,0.24853228962818003,16487,0.24193551229941027,0.25512906695694976
1997,Yes,Rural regions,female,0.20808871493803,16487,0.20189219598444727,0.21428523389161272
1997,Yes,Rural regions,male,0.14677103718199608,16487,0.14136924056448014,0.15217283379951202
1997,No,Urban regions,female,0.3300318037255793,16487,0.3228540220833819,0.3372095853677767
1997,No,Urban regions,male,0.3237619263970922,16487,0.3166194642156952,0.33090438857848925
1997,No,Rural regions,female,0.17564743298500682,16487,0.16983895091233384,0.1814559150576798
1997,No,Rural regions,male,0.17055883689232168,16487,0.16481747189169474,0.17630020189294862
1998,Yes,Urban regions,female,0.38439138031450204,18147,0.3773136694345513,0.3914690911944528
1998,Yes,Urban regions,male,0.24111822947000583,18147,0.23489442794062532,0.24734203099938634
1998,Yes,Rural regions,female,0.21956901572510193,18147,0.21354610493064574,0.22559192651955812
1998,Yes,Rural regions,male,0.15492137449039023,18147,0.14965686538565154,0.16018588359512892
1998,No,Urban regions,female,0.33148495474190653,18147,0.3246357341225956,0.33833417536121746
1998,No,Urban regions,male,0.3239827122237625,18147,0.3171735532893198,0.33079187115820524
1998,No,Rural regions,female,0.1727962162602952,18147,0.1672954014777484,0.178297031042842
1998,No,Rural regions,male,0.17173611677403572,18147,0.16624868879705298,0.17722354475101845
1999,Yes,Urban regions,female,0.391146149181322,17396,0.383894155284332,0.398398143078312
1999,Yes,Urban regions,male,0.24681625227410553,17396,0.2404090458108593,0.25322345873735175
1999,Yes,Rural regions,female,0.20072771376591875,17396,0.19477544657169432,0.20667998096014317
1999,Yes,Rural regions,male,0.16130988477865374,17396,0.15584397291433144,0.16677579664297604
1999,No,Urban regions,female,0.328468392023759,17396,0.32148909962390004,0.33544768442361794
1999,No,Urban regions,male,0.32278319898175645,17396,0.31583534480910674,0.32973105315440615
1999,No,Rural regions,female,0.17776834959694526,17396,0.1720869454075889,0.18344975378630163
1999,No,Rural regions,male,0.17098005939753924,17396,0.1653852332989596,0.17657488549611888
2000,Yes,Urban regions,female,0.3721751412429379,30607,0.36675964044290466,0.3775906420429711
2000,Yes,Urban regions,male,0.2563559322033898,30607,0.25146434348897007,0.26124752091780956
2000,Yes,Rural regions,female,0.2108050847457627,30607,0.20623548280855628,0.21537468668296914
2000,Yes,Rural regions,male,0.1606638418079096,30607,0.15654976183360056,0.16477792178221864
2000,No,Urban regions,female,0.3367723979077691,30607,0.3314776506956296,0.34206714511990854
2000,No,Urban regions,male,0.31901722731417054,30607,0.3137954202630524,0.32423903436528867
2000,No,Rural regions,female,0.17496041076827104,30607,0.17070390742663585,0.17921691410990623
2000,No,Rural regions,male,0.16924996400978934,30607,0.16504903670354698,0.1734508913160317
2001,Yes,Urban regions,female,0.3795088257866462,27798,0.3738041884448026,0.38521346312848975
2001,Yes,Urban regions,male,0.2521105141980046,27798,0.24700589335985618,0.25721513503615306
2001,Yes,Rural regions,female,0.20990023023791252,27798,0.2051128632450922,0.21468759723073283
2001,Yes,Rural regions,male,0.15848042977743668,27798,0.15418734735677897,0.16277351219809438
2001,No,Urban regions,female,0.33572748877739633,27798,0.3301759179171869,0.34127905963760574
2001,No,Urban regions,male,0.3202534988117243,27798,0.31476858600429414,0.3257384116191545
2001,No,Rural regions,female,0.17433324531291258,27798,0.1698731740020667,0.17879331662375847
2001,No,Rural regions,male,0.16968576709796673,27798,0.1652731804619073,0.17409835373402616
2002,Yes,Urban regions,female,0.3615988046320508,28961,0.35606518079628896,0.36713242846781263
2002,Yes,Urban regions,male,0.2827792304818827,28961,0.2775924307770316,0.2879660301867338
2002,Yes,Rural regions,female,0.1942472917444901,28961,0.18969083063593178,0.1988037528530484
2002,Yes,Rural regions,male,0.16137467314157639,28961,0.15713774625832527,0.1656116000248275
2002,No,Urban regions,female,0.3414095811387008,28961,0.3359482960119482,0.3468708662654534
2002,No,Urban regions,male,0.32470529219964883,28961,0.3193121651527329,0.33009841924656474
2002,No,Rural regions,female,0.16980185603210435,28961,0.1654776000975087,0.1741261119667
2002,No,Rural regions,male,0.16408327062954603,28961,0.15981783929442808,0.16834870196466398
2003,Yes,Urban regions,female,0.36482838411106827,27727,0.35916215043160626,0.3704946177905303
2003,Yes,Urban regions,male,0.28654068646355574,27727,0.2812185943805207,0.29186277854659076
2003,Yes,Rural regions,female,0.20516775935210183,27727,0.2004144407438817,0.20992107796032194
2003,Yes,Rural regions,male,0.1434631700732742,27727,0.13933699299070565,0.14758934715584274
2003,No,Urban regions,female,0.3435050684502038,27727,0.3379153891235358,0.34909474777687177
2003,No,Urban regions,male,0.3230222593792455,27727,0.317517883919846,0.328526634838645
2003,No,Rural regions,female,0.16825164594001463,27727,0.16384832575663216,0.1726549661233971
2003,No,Rural regions,male,0.1652210262305361,27727,0.1608496011602871,0.16959245130078512
2004,Yes,Urban regions,female,0.3772994129158513,26790,0.37149507862618164,0.38310374720552093
2004,Yes,Urban regions,male,0.27749510763209395,26790,0.27213321916428135,0.28285699609990655
2004,Yes,Rural regions,female,0.2,26790,0.1952100640530887,0.20478993594691133
2004,Yes,Rural regions,male,0.14520547945205478,26790,0.14098664890516074,0.14942430999894882
2004,No,Urban regions,female,0.34243855318235483,26790,0.3367561870598572,0.34812091930485245
2004,No,Urban regions,male,0.3235483524739723,26790,0.3179461643267316,0.32915054062121296
2004,No,Rural regions,female,0.16990447568959965,26790,0.16540733825135306,0.17440161312784624
2004,No,Rural regions,male,0.1641086186540732,26790,0.15967344801880543,0.16854378928934097
2005,Yes,Urban regions,female,0.3691423519009726,25520,0.3632215795920048,0.3750631242099404
2005,Yes,Urban regions,male,0.27099911582670205,25520,0.26554576169671223,0.27645246995669187
2005,Yes,Rural regions,female,0.19672855879752432,25520,0.19185124604805553,0.2016058715469931
2005,Yes,Rural regions,male,0.16312997347480107,25520,0.15859670306201967,0.16766324388758247
2005,No,Urban regions,female,0.34600865993116464,25520,0.340172257638794,0.3518450622235353
2005,No,Urban regions,male,0.32252692350394135,25520,0.3167917739996531,0.3282620730082296
2005,No,Rural regions,female,0.17042300432996557,25520,0.16580974153324446,0.17503626712668668
2005,No,Rural regions,male,0.16104141223492838,25520,0.15653163818260135,0.1655511862872554
2006,Yes,Urban regions,female,0.3652412710867007,27321,0.359531718998588,0.37095082317481337
2006,Yes,Urban regions,male,0.27736367202824636,27321,0.27205491975375945,0.28267242430273326
2006,Yes,Rural regions,female,0.20557081208316988,27321,0.20077881993797897,0.2103628042283608
2006,Yes,Rural regions,male,0.15182424480188308,27321,0.14756903216009495,0.15607945744367122
2006,No,Urban regions,female,0.3421542278271656,27321,0.3365284733428653,0.3477799823114659
2006,No,Urban regions,male,0.31750051684928676,27321,0.3119806175175897,0.3230204161809838
2006,No,Rural regions,female,0.17526359313624149,27321,0.17075530967892208,0.1797718765935609
2006,No,Rural regions,male,0.1650816621873062,27321,0.16067936667355712,0.16948395770105526
2007,Yes,Urban regions,female,0.35523613963039014,25385,0.3493487008817863,0.36112357837899395
2007,Yes,Urban regions,male,0.28213552361396305,25385,0.27659924924897966,0.28767179797894643
2007,Yes,Rural regions,female,0.20369609856262832,25385,0.19874161645089708,0.20865058067435957
2007,Yes,Rural regions,male,0.1589322381930185,25385,0.1544345537657904,0.16342992262024658
2007,No,Urban regions,female,0.3436754176610978,25385,0.33783288622951957,0.3495179490926761
2007,No,Urban regions,male,0.3140367430759838,25385,0.30832711069692725,0.3197463754550403
2007,No,Rural regions,female,0.1752234001221069,25385,0.17054678419285144,0.17990001605136238
2007,No,Rural regions,male,0.16706443914081145,25385,0.16247546935778612,0.1716534089238368
2008,Yes,Urban regions,female,0.3518930957683742,23673,0.3458095312358359,0.35797666030091246
2008,Yes,Urban regions,male,0.27216035634743874,23673,0.26649066119807796,0.2778300514967995
2008,Yes,Rural regions,female,0.2017817371937639,23673,0.19666926239017918,0.20689421199734864
2008,Yes,Rural regions,male,0.17416481069042317,23673,0.16933359618473467,0.17899602519611166
2008,No,Urban regions,female,0.3443693031461335,23673,0.338316294729531,0.350422311562736
2008,No,Urban regions,male,0.31531902381652455,23673,0.30940001973302533,0.32123802790002376
2008,No,Rural regions,female,0.17530138194648634,23673,0.17045776571831547,0.1801449981746572
2008,No,Rural regions,male,0.16501029109085563,23673,0.16028176816545442,0.16973881401625684
2009,Yes,Urban regions,female,0.34496293065852596,21983,0.33867899478114594,0.351246866535906
2009,Yes,Urban regions,male,0.27780200610553857,21983,0.27188082398523766,0.2837231882258395
2009,Yes,Rural regions,female,0.20715220235499346,21983,0.20179482446599012,0.2125095802439968
2009,Yes,Rural regions,male,0.170082860880942,21983,0.16511624887157894,0.17504947289030504
2009,No,Urban regions,female,0.3406873684881719,21983,0.334422148779715,0.3469525881966288
2009,No,Urban regions,male,0.3114200089268635,21983,0.30529843572485593,0.31754158212887107
2009,No,Rural regions,female,0.1779633998597207,21983,0.17290720834340195,0.18301959137603946
2009,No,Rural regions,male,0.16992922272524388,21983,0.16496439493437917,0.1748940505161086
2010,Yes,Urban regions,female,0.416997859981657,35837,0.41189290125052797,0.42210281871278604
2010,Yes,Urban regions,male,0.22959339651482727,35837,0.225238980257344,0.23394781277231053
2010,Yes,Rural regions,female,0.2182818709874656,35837,0.21400501946033326,0.22255872251459793
2010,Yes,Rural regions,male,0.13512687251605013,35837,0.1315874100415255,0.13866633499057476
2010,No,Urban regions,female,0.34723029246562076,35837,0.3423010628715226,0.3521595220597189
2010,No,Urban regions,male,0.3051520433856285,35837,0.30038451506482583,0.3099195717064312
2010,No,Rural regions,female,0.18342049196203758,35837,0.17941354666410453,0.18742743725997063
2010,No,Rural regions,male,0.16419717218671315,35837,0.160361645553101,0.1680326988203253
2011,Yes,Urban regions,female,0.3902564102564103,41903,0.3855857082789982,0.3949271122338224
2011,Yes,Urban regions,male,0.23461538461538461,41903,0.23055794915324285,0.23867282007752638
2011,Yes,Rural regions,female,0.22897435897435897,41903,0.22495125414216022,0.23299746380655773
2011,Yes,Rural regions,male,0.14615384615384616,41903,0.1427714190129594,0.14953627329473293
2011,No,Urban regions,female,0.34638036809815953,41903,0.3418244837425796,0.35093625245373944
2011,No,Urban regions,male,0.2961554192229039,41903,0.2917839065627446,0.3005269318830632
2011,No,Rural regions,female,0.18916155419222905,41903,0.18541167638635903,0.19291143199809907
2011,No,Rural regions,male,0.16830265848670756,41903,0.16472036092400966,0.17188495604940546
2012,Yes,Urban regions,female,0.3558002148227712,40229,0.351121787970817,0.3604786416747254
2012,Yes,Urban regions,male,0.25510204081632654,40229,0.2508422152917057,0.2593618663409474
2012,Yes,Rural regions,female,0.22019334049409237,40229,0.21614402129439714,0.2242426596937876
2012,Yes,Rural regions,male,0.16890440386680988,40229,0.16524312819478235,0.17256567953883742
2012,No,Urban regions,female,0.3463005659190945,40229,0.3416511102854685,0.35095002155272054
2012,No,Urban regions,male,0.29016977572835884,40229,0.2857348149483912,0.29460473650832647
2012,No,Rural regions,female,0.1948857681827709,40229,0.19101492776400525,0.19875660860153654
2012,No,Rural regions,male,0.16864389016977574,40229,0.16498486577408703,0.17230291456546445
2013,Yes,Urban regions,female,0.35732946298984036,44486,0.35287625477958345,0.36178267120009727
2013,Yes,Urban regions,male,0.25834542815674894,44486,0.2542777590046543,0.26241309730884355
2013,Yes,Rural regions,female,0.21915820029027577,44486,0.21531401084316104,0.2230023897373905
2013,Yes,Rural regions,male,0.16516690856313498,44486,0.16171622019097115,0.16861759693529882
2013,No,Urban regions,female,0.34796901738268937,44486,0.3435426363391085,0.35239539842627027
2013,No,Urban regions,male,0.28942628118526526,44486,0.2852120539919714,0.2936405083785591
2013,No,Rural regions,female,0.1948572457894263,44486,0.19117647209128838,0.1985380194875642
2013,No,Rural regions,male,0.16774745564261911,44486,0.16427529404710012,0.1712196172381381
2014,Yes,Urban regions,female,0.38073782033230075,38694,0.37589961221373985,0.38557602845086164
2014,Yes,Urban regions,male,0.25401295409743735,38694,0.24967557049461117,0.2583503377002635
2014,Yes,Rural regions,female,0.20332300760349198,38694,0.19931278336226904,0.20733323184471492
2014,Yes,Rural regions,male,0.16192621796676993,38694,0.15825564407530546,0.1655967918582344
2014,No,Urban regions,female,0.3494909911828598,38694,0.34474005815771014,0.3542419242080095
2014,No,Urban regions,male,0.30399965924095923,38694,0.29941638829146516,0.3085829301904533
2014,No,Rural regions,female,0.18469140009370874,38694,0.18082489482654357,0.1885579053608739
2014,No,Rural regions,male,0.16181794948247222,38694,0.15814836591253484,0.1654875330524096
2015,Yes,Urban regions,female,0.34900542495479203,38036,0.34421511709098934,0.3537957328185947
2015,Yes,Urban regions,male,0.2667269439421338,38036,0.26228242296697485,0.27117146491729277
2015,Yes,Rural regions,female,0.22031344183242918,38036,0.21614821005416945,0.2244786736106889
2015,Yes,Rural regions,male,0.16395418927064498,38036,0.16023340107641912,0.16767497746487084
2015,No,Urban regions,female,0.35168181608452914,38036,0.3468830706702427,0.3564805614988156
2015,No,Urban regions,male,0.2986204032667374,38036,0.2940210692035272,0.30321973732994756
2015,No,Rural regions,female,0.18663775204171087,38036,0.1827221332427582,0.19055337084066354
2015,No,Rural regions,male,0.16306002860702257,38036,0.15934741660776,0.16677264060628513
2016,Yes,Urban regions,female,0.373429648241206,41132,0.3687549296099907,0.3781043668724213
2016,Yes,Urban regions,male,0.24811557788944724,41132,0.24394142148999193,0.25228973428890256
2016,Yes,Rural regions,female,0.21513819095477388,41132,0.21116699321594995,0.2191093886935978
2016,Yes,Rural regions,male,0.16331658291457288,41132,0.15974416810738706,0.1668889977217587
2016,No,Urban regions,female,0.3503056935422239,41132,0.3456952332475572,0.3549161538368906
2016,No,Urban regions,male,0.3022544898739014,41132,0.2978163492027348,0.306692630545068
2016,No,Rural regions,female,0.18484906381352695,41132,0.18109766012306244,0.18860046750399145
2016,No,Rural regions,male,0.16259075277034774,41132,0.1590247395011833,0.16615676603951218
2017,Yes,Urban regions,female,0.3604160809671071,45410,0.35600005957732844,0.36483210235688573
2017,Yes,Urban regions,male,0.27326398650548217,45410,0.26916515692848314,0.2773628160824812
2017,Yes,Rural regions,female,0.2052291256676975,45410,0.20151445095379586,0.20894380038159913
2017,Yes,Rural regions,male,0.16109080685971325,45410,0.15770958883389063,0.16447202488553586
2017,No,Urban regions,female,0.3475575027382256,45410,0.34317759688761607,0.35193740858883515
2017,No,Urban regions,male,0.29993428258488497,45410,0.295719620309288,0.30414894486048194
2017,No,Rural regions,female,0.18593647316538883,45410,0.18235804944924164,0.18951489688153603
2017,No,Rural regions,male,0.16657174151150056,45410,0.1631447336995383,0.16999874932346282
2018,Yes,Urban regions,female,0.3656039777712782,43121,0.3610583136650258,0.3701496418775306
2018,Yes,Urban regions,male,0.2661596958174905,43121,0.26198827902156807,0.2703311126134129
2018,Yes,Rural regions,female,0.20415326118748173,43121,0.20034870028258242,0.20795782209238103
2018,Yes,Rural regions,male,0.16408306522374963,43121,0.16058743809213955,0.16757869235535972
2018,No,Urban regions,female,0.3502262443438914,43121,0.34572360578614936,0.3547288829016334
2018,No,Urban regions,male,0.30208144796380093,43121,0.2977475761866908,0.3064153197409111
2018,No,Rural regions,female,0.1851131221719457,43121,0.1814472364319739,0.18877900791191748
2018,No,Rural regions,male,0.162579185520362,43121,0.15909648599407847,0.1660618850466455
2019,Yes,Urban regions,female,0.34755369928400953,42417,0.34302191278754984,0.3520854857804692
2019,Yes,Urban regions,male,0.2935560859188544,42417,0.2892222697549725,0.2978899020827363
2019,Yes,Rural regions,female,0.2019689737470167,42417,0.1981483144269028,0.20578963306713058
2019,Yes,Rural regions,male,0.15692124105011934,42417,0.15345976733890823,0.16038271476133045
2019,No,Urban regions,female,0.3412953605879651,42417,0.33678307425817583,0.3458076469177544
2019,No,Urban regions,male,0.31024345429490124,42417,0.30584109660744757,0.3146458119823549
2019,No,Rural regions,female,0.17914561322921452,42417,0.17549620667677918,0.18279501978164986
2019,No,Rural regions,male,0.16931557188791915,42417,0.16574652229746134,0.17288462147837697
2020,Yes,Urban regions,female,0.3559553011719815,42741,0.3514159950743595,0.3604946072696035
2020,Yes,Urban regions,male,0.29599345870809485,42741,0.29166569903449485,0.30032121838169484
2020,Yes,Rural regions,female,0.19106023439629327,42741,0.18733308348667113,0.1947873853059154
2020,Yes,Rural regions,male,0.15699100572363042,42741,0.1535420531551167,0.16043995829214414
2020,No,Urban regions,female,0.33783071998703457,42741,0.33334669715219817,0.34231474282187097
2020,No,Urban regions,male,0.3345893602366193,42741,0.33011599183686197,0.3390627286363766
2020,No,Rural regions,female,0.16490417730237836,42741,0.16138600005133025,0.16842235455342647
2020,No,Rural regions,male,0.16267574247396782,42741,0.15917675838865417,0.16617472655928148
2021,Yes,Urban regions,female,0.3437801350048216,27598,0.3381763386850149,0.34938393132462825
2021,Yes,Urban regions,male,0.2974927675988428,27598,0.29209914106047496,0.30288639413721063
2021,Yes,Rural regions,female,0.1885245901639344,27598,0.18390993821451254,0.19313924211335629
2021,Yes,Rural regions,male,0.17020250723240116,27598,0.1657686030671425,0.1746364113976598
2021,No,Urban regions,female,0.3530464761652191,27598,0.3474078961453877,0.35868505618505053
2021,No,Urban regions,male,0.3119405953722734,27598,0.3064746387324131,0.31740655201213375
2021,No,Rural regions,female,0.17642378837101372,27598,0.1719265310765206,0.18092104566550685
2021,No,Rural regions,male,0.15858914009149375,27598,0.15427933088181095,0.16289894930117654
