year,ple0053,bula_h,regtyp,proportion,n,lower_confidence,upper_confidence
1985,Yes,North Rhine-Westphalia,Urban regions,0.26991869918699185,14443,0.26267885091756266,0.27715854745642104
1985,Yes,Baden-Wuerttemberg,Urban regions,0.15691056910569107,14443,0.15097871737655652,0.1628424208348256
1985,Yes,Bavaria,Rural regions,0.0943089430894309,14443,0.08954250623010979,0.09907537994875201
1985,Yes,Bavaria,Urban regions,0.091869918699187,14443,0.08715919033006364,0.09658064706831035
1985,Yes,Hesse,Urban regions,0.07804878048780488,14443,0.0736739180864973,0.08242364288911246
1985,Yes,"Rhineland-Palatinate, Saarland",Urban regions,0.06097560975609756,14443,0.057073101072454974,0.06487811843974015
1985,Yes,Lower Saxony,Rural regions,0.05772357723577236,14443,0.05391999205527314,0.061527162416271576
1985,Yes,Lower Saxony,Urban regions,0.03739837398373984,14443,0.03430396993008184,0.040492778037397835
1985,Yes,Baden-Wuerttemberg,Rural regions,0.03008130081300813,14443,0.027295543122284,0.03286705850373226
1985,Yes,Berlin,Urban regions,0.026829268292682926,14443,0.024193991123994018,0.029464545461371835
1985,Yes,Hamburg,Urban regions,0.025203252032520326,14443,0.02264694689551793,0.027759557169522723
1985,Yes,Schleswig-Holstein,Rural regions,0.02032520325203252,14443,0.018023836777900527,0.022626569726164513
1985,Yes,Schleswig-Holstein,Urban regions,0.014634146341463415,14443,0.012675708388803102,0.01659258429412373
1985,Yes,Hesse,Rural regions,0.013008130081300813,14443,0.011160174240548605,0.01485608592205302
1985,Yes,"Rhineland-Palatinate, Saarland",Rural regions,0.00975609756097561,14443,0.008153086491085825,0.011359108630865394
1985,Yes,Bremen,Urban regions,0.0065040650406504065,14443,0.005193064560520636,0.007815065520780177
1985,Yes,North Rhine-Westphalia,Rural regions,0.0065040650406504065,14443,0.005193064560520636,0.007815065520780177
1985,No,North Rhine-Westphalia,Urban regions,0.2610433319310055,14443,0.2538803615724643,0.26820630228954667
1985,No,Baden-Wuerttemberg,Urban regions,0.15786705931846864,14443,0.15192053152528462,0.16381358711165267
1985,No,Hesse,Urban regions,0.09097602019352125,14443,0.08628595906798726,0.09566608131905523
1985,No,Bavaria,Urban regions,0.08876735380732015,14443,0.08412894911025577,0.09340575850438453
1985,No,Bavaria,Rural regions,0.08151030710980227,14443,0.07704788371254617,0.08597273050705836
1985,No,"Rhineland-Palatinate, Saarland",Urban regions,0.05658392932267564,14443,0.052815802146433326,0.06035205649891796
1985,No,Lower Saxony,Rural regions,0.05353386621792175,14443,0.049862783166218665,0.057204949269624834
1985,No,Lower Saxony,Urban regions,0.04753891459823307,14443,0.04406854590373383,0.051009283292732306
1985,No,Berlin,Urban regions,0.033866217921750104,14443,0.030916168110410713,0.03681626773308949
1985,No,Baden-Wuerttemberg,Rural regions,0.026398822044594025,14443,0.02378419237355851,0.02901345171562954
1985,No,Hamburg,Urban regions,0.02482120319730753,14443,0.022283850112151074,0.02735855628246399
1985,No,Schleswig-Holstein,Rural regions,0.016407236011779555,14443,0.014335412578029479,0.018479059445529633
1985,No,Schleswig-Holstein,Urban regions,0.015460664703407657,14443,0.01344852568543753,0.017472803721377786
1985,No,Hesse,Rural regions,0.013883045856121162,14443,0.011974801627234752,0.01579129008500757
1985,No,"Rhineland-Palatinate, Saarland",Rural regions,0.013041649137568364,14443,0.011191345362846055,0.014891952912290672
1985,No,Bremen,Urban regions,0.011148506520824568,14443,0.009436122175936234,0.012860890865712902
1985,No,North Rhine-Westphalia,Rural regions,0.006520824568784182,14443,0.005208147169191616,0.007833501968376747
1985,No,Hamburg,Rural regions,0.0006310475389145982,14443,0.00022148395854309003,0.0010406111192861065
1986,Yes,North Rhine-Westphalia,Urban regions,0.25908372827804105,13742,0.2517582542215399,0.2664092023345422
1986,Yes,Baden-Wuerttemberg,Urban regions,0.16587677725118483,13742,0.159657513142713,0.17209604135965664
1986,Yes,Bavaria,Urban regions,0.09873617693522907,13742,0.09374853552218228,0.10372381834827586
1986,Yes,Hesse,Urban regions,0.09162717219589257,13742,0.08680352752572758,0.09645081686605757
1986,Yes,Bavaria,Rural regions,0.07661927330173776,13742,0.07217203382352116,0.08106651277995436
1986,Yes,"Rhineland-Palatinate, Saarland",Urban regions,0.061611374407582936,13742,0.05759112575324471,0.06563162306192116
1986,Yes,Lower Saxony,Rural regions,0.04739336492890995,13742,0.04384076197422587,0.050945967883594026
1986,Yes,Lower Saxony,Urban regions,0.037914691943127965,13742,0.03472137771226025,0.04110800617399568
1986,Yes,Berlin,Urban regions,0.03317535545023697,13742,0.0301809352236115,0.036169775676862435
