"ple0053","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nein","1995","17-34","(noch) kein Abschluss","382","0.91304348319712","0.88599911365928","0.94008785273496"
"Nein","1995","17-34","Hauptschule","1310","0.881548902309565","0.865141202331824","0.897956602287305"
"Nein","1995","17-34","Realschule","1448","0.884366792244859","0.868861513971093","0.899872070518625"
"Nein","1995","17-34","(Fach-)Abitur","627","0.886327843187909","0.8627634669411","0.909892219434718"
"Nein","1995","17-34","AkademikerIn","394","0.932465772200742","0.908635900161756","0.956295644239727"
"Nein","1995","35-65","(noch) kein Abschluss","373","0.8976421537174","0.868687442868432","0.926596864566369"
"Nein","1995","35-65","Hauptschule","3095","0.877298005306903","0.86644544872813","0.888150561885677"
"Nein","1995","35-65","Realschule","1161","0.926055412786733","0.911703019578557","0.940407805994908"
"Nein","1995","35-65","(Fach-)Abitur","284","0.878523223049886","0.842951996603063","0.91409444949671"
"Nein","1995","35-65","AkademikerIn","1055","0.897272988787651","0.879861684999705","0.914684292575597"
"Nein","1995","66 +","(noch) kein Abschluss","30","0.874492375413156","0.767744240060632","0.98124051076568"
"Nein","1995","66 +","Hauptschule","871","0.792772355960396","0.768677107291771","0.816867604629021"
"Nein","1995","66 +","Realschule","149","0.767045516754004","0.70709712843489","0.826993905073118"
"Nein","1995","66 +","(Fach-)Abitur","33","0.894943424556868","0.798710164561414","0.991176684552322"
"Nein","1995","66 +","AkademikerIn","127","0.84709017713543","0.789686180168306","0.904494174102554"
"Ja","1996","17-34","(noch) kein Abschluss","36","0.0736948419817378","0.0484661304986257","0.0989235534648499"
"Ja","1996","17-34","Hauptschule","149","0.107167083526402","0.0911123119536592","0.123221855099146"
"Ja","1996","17-34","Realschule","169","0.101594822429876","0.0865932675463313","0.116596377313421"
"Ja","1996","17-34","(Fach-)Abitur","67","0.0922026956734784","0.0702467863919473","0.114158604955009"
"Ja","1996","17-34","AkademikerIn","41","0.101394506541516","0.0726630984783899","0.130125914604642"
"Ja","1996","35-65","(noch) kein Abschluss","50","0.144114745799127","0.108895634611261","0.179333856986994"
"Ja","1996","35-65","Hauptschule","409","0.121695839722529","0.110691993008329","0.132699686436729"
"Ja","1996","35-65","Realschule","145","0.0980883590636794","0.0823211594978553","0.113855558629503"
"Ja","1996","35-65","(Fach-)Abitur","42","0.12962871573671","0.0927107793376181","0.166546652135803"
"Ja","1996","35-65","AkademikerIn","118","0.0940147473891865","0.077362776487905","0.110666718290468"
"Ja","1996","66 +","(noch) kein Abschluss","9","","",""
"Ja","1996","66 +","Hauptschule","218","0.205648857049491","0.181764081697162","0.22953363240182"
"Ja","1996","66 +","Realschule","46","0.241663854755613","0.179639925762117","0.30368778374911"
"Ja","1996","66 +","(Fach-)Abitur","6","","",""
"Ja","1996","66 +","AkademikerIn","35","0.24180404143481","0.174827799565061","0.30878028330456"
"Nein","1996","17-34","(noch) kein Abschluss","376","0.926305158018262","0.90107644653515","0.951533869501374"
"Nein","1996","17-34","Hauptschule","1277","0.892832916473598","0.876778144900854","0.908887688046341"
"Nein","1996","17-34","Realschule","1389","0.898405177570124","0.883403622686579","0.913406732453669"
"Nein","1996","17-34","(Fach-)Abitur","600","0.907797304326522","0.885841395044991","0.929753213608053"
"Nein","1996","17-34","AkademikerIn","383","0.898605493458484","0.869874085395358","0.92733690152161"
"Nein","1996","35-65","(noch) kein Abschluss","332","0.855885254200873","0.820666143013006","0.891104365388739"
"Nein","1996","35-65","Hauptschule","2982","0.878304160277471","0.867300313563271","0.889308006991671"
"Nein","1996","35-65","Realschule","1222","0.901911640936321","0.886144441370497","0.917678840502145"
"Nein","1996","35-65","(Fach-)Abitur","276","0.87037128426329","0.833453347864197","0.907289220662382"
"Nein","1996","35-65","AkademikerIn","1062","0.905985252610814","0.889333281709532","0.922637223512095"
"Nein","1996","66 +","(noch) kein Abschluss","37","0.721134461681703","0.591543496514642","0.850725426848765"
"Nein","1996","66 +","Hauptschule","882","0.794351142950509","0.77046636759818","0.818235918302838"
"Nein","1996","66 +","Realschule","137","0.758336145244387","0.69631221625089","0.820360074237883"
"Nein","1996","66 +","(Fach-)Abitur","35","0.872018561346646","0.769761685230253","0.974275437463039"
"Nein","1996","66 +","AkademikerIn","122","0.75819595856519","0.69121971669544","0.825172200434939"
"Ja","1997","17-34","(noch) kein Abschluss","34","0.095271709669956","0.0669910858371272","0.123552333502785"
"Ja","1997","17-34","Hauptschule","168","0.117880216673349","0.100614685830778","0.135145747515921"
"Ja","1997","17-34","Realschule","162","0.108891373153436","0.0931116546277976","0.124671091679074"
"Ja","1997","17-34","(Fach-)Abitur","74","0.113806378669239","0.0895780344465174","0.13803472289196"
"Ja","1997","17-34","AkademikerIn","23","","",""
"Ja","1997","35-65","(noch) kein Abschluss","40","0.112662653695319","0.0802260012579764","0.145099306132661"
"Ja","1997","35-65","Hauptschule","411","0.123426179607574","0.112160942680621","0.134691416534527"
"Ja","1997","35-65","Realschule","136","0.101979071837923","0.0861101052995317","0.117848038376314"
"Ja","1997","35-65","(Fach-)Abitur","33","0.0916074881356902","0.0595469980521364","0.123667978219244"
"Ja","1997","35-65","AkademikerIn","114","0.0961729748955654","0.0794639276217373","0.112882022169394"
"Ja","1997","66 +","(noch) kein Abschluss","12","","",""
"Ja","1997","66 +","Hauptschule","230","0.21575459153671","0.191739063017704","0.239770120055715"
"Ja","1997","66 +","Realschule","29","","",""
"Ja","1997","66 +","(Fach-)Abitur","9","","",""
"Ja","1997","66 +","AkademikerIn","27","","",""
"Nein","1997","17-34","(noch) kein Abschluss","380","0.904728290330044","0.876447666497215","0.933008914162873"
"Nein","1997","17-34","Hauptschule","1172","0.882119783326651","0.864854252484079","0.899385314169222"
"Nein","1997","17-34","Realschule","1335","0.891108626846564","0.875328908320926","0.906888345372203"
"Nein","1997","17-34","(Fach-)Abitur","586","0.886193621330761","0.86196527710804","0.910421965553483"
"Nein","1997","17-34","AkademikerIn","380","0.92699258319965","0.901593549824676","0.952391616574624"
"Nein","1997","35-65","(noch) kein Abschluss","325","0.887337346304681","0.854900693867339","0.919773998742023"
"Nein","1997","35-65","Hauptschule","2864","0.876573820392426","0.865308583465473","0.887839057319379"
"Nein","1997","35-65","Realschule","1261","0.898020928162077","0.882151961623686","0.913889894700468"
"Nein","1997","35-65","(Fach-)Abitur","278","0.90839251186431","0.876332021780756","0.940453001947864"
"Nein","1997","35-65","AkademikerIn","1082","0.903827025104435","0.887117977830606","0.920536072378263"
"Nein","1997","66 +","(noch) kein Abschluss","37","0.743744510823586","0.621508680691502","0.865980340955669"
"Nein","1997","66 +","Hauptschule","897","0.78424540846329","0.760229879944285","0.808260936982296"
"Nein","1997","66 +","Realschule","150","0.849269081237766","0.796855310423835","0.901682852051698"
"Nein","1997","66 +","(Fach-)Abitur","35","0.865802553860239","0.765085431333945","0.966519676386533"
"Nein","1997","66 +","AkademikerIn","136","0.83305008213388","0.775799098931277","0.890301065336484"
"Ja","1998","17-34","(noch) kein Abschluss","31","0.0966535570461986","0.0684614227380377","0.124845691354359"
"Ja","1998","17-34","Hauptschule","163","0.126541538404877","0.108654010973086","0.144429065836667"
"Ja","1998","17-34","Realschule","183","0.115906612625723","0.100147323049326","0.13166590220212"
"Ja","1998","17-34","(Fach-)Abitur","68","0.0911990076980483","0.0703434406138602","0.112054574782236"
"Ja","1998","17-34","AkademikerIn","43","0.10263555189825","0.0743110594062029","0.130960044390297"
"Ja","1998","35-65","(noch) kein Abschluss","40","0.104143401084868","0.0720054281646357","0.1362813740051"
"Ja","1998","35-65","Hauptschule","440","0.119988124199671","0.109348210989602","0.13062803740974"
"Ja","1998","35-65","Realschule","155","0.100307049729031","0.0856056462724493","0.115008453185613"
"Ja","1998","35-65","(Fach-)Abitur","47","0.1307965793847","0.0961583004030558","0.165434858366345"
"Ja","1998","35-65","AkademikerIn","134","0.10185982989644","0.0856773391665604","0.118042320626319"
"Ja","1998","66 +","(noch) kein Abschluss","15","","",""
"Ja","1998","66 +","Hauptschule","239","0.188271338880867","0.166779535358822","0.209763142402912"
"Ja","1998","66 +","Realschule","43","0.214467355230706","0.158417151190793","0.270517559270619"
"Ja","1998","66 +","(Fach-)Abitur","8","","",""
"Ja","1998","66 +","AkademikerIn","37","0.193554856035679","0.13646898514945","0.250640726921909"
"Nein","1998","17-34","(noch) kein Abschluss","391","0.903346442953801","0.87515430864564","0.931538577261962"
"Nein","1998","17-34","Hauptschule","1164","0.873458461595123","0.855570934163333","0.891345989026914"
"Nein","1998","17-34","Realschule","1402","0.884093387374277","0.86833409779788","0.899852676950674"
"Nein","1998","17-34","(Fach-)Abitur","664","0.908800992301952","0.887945425217764","0.92965655938614"
"Nein","1998","17-34","AkademikerIn","398","0.89736444810175","0.869039955609703","0.925688940593797"
"Nein","1998","35-65","(noch) kein Abschluss","307","0.895856598915132","0.8637186259949","0.927994571835364"
"Nein","1998","35-65","Hauptschule","3143","0.880011875800329","0.86937196259026","0.890651789010398"
"Nein","1998","35-65","Realschule","1449","0.899692950270969","0.884991546814387","0.914394353727551"
"Nein","1998","35-65","(Fach-)Abitur","317","0.8692034206153","0.834565141633655","0.903841699596944"
"Nein","1998","35-65","AkademikerIn","1208","0.89814017010356","0.881957679373681","0.91432266083344"
"Nein","1998","66 +","(noch) kein Abschluss","38","0.689733474015066","0.565190776075719","0.814276171954414"
"Nein","1998","66 +","Hauptschule","1032","0.811728661119133","0.790236857597088","0.833220464641178"
"Nein","1998","66 +","Realschule","163","0.785532644769294","0.729482440729381","0.841582848809207"
"Nein","1998","66 +","(Fach-)Abitur","42","0.880269406906452","0.790283715061173","0.970255098751731"
"Nein","1998","66 +","AkademikerIn","147","0.806445143964321","0.749359273078091","0.86353101485055"
"Ja","1999","17-34","(noch) kein Abschluss","35","0.110703374261328","0.0801076202936526","0.141299128229003"
"Ja","1999","17-34","Hauptschule","152","0.11874021101748","0.100949343903034","0.136531078131926"
"Ja","1999","17-34","Realschule","155","0.102711620258954","0.0874499484936458","0.117973292024261"
"Ja","1999","17-34","(Fach-)Abitur","61","0.0902048627870527","0.0691031239907473","0.111306601583358"
"Ja","1999","17-34","AkademikerIn","33","0.0731380422983632","0.0480883014670179","0.0981877831297085"
"Ja","1999","35-65","(noch) kein Abschluss","38","0.120162582670904","0.0846480588530745","0.155677106488734"
"Ja","1999","35-65","Hauptschule","441","0.129738333849896","0.118553481503757","0.140923186196035"
"Ja","1999","35-65","Realschule","167","0.098863027430393","0.0845390896809915","0.113186965179795"
"Ja","1999","35-65","(Fach-)Abitur","49","0.147884204669493","0.111859213918612","0.183909195420374"
"Ja","1999","35-65","AkademikerIn","142","0.0985006246447486","0.0825811853044971","0.114420063985"
"Ja","1999","66 +","(noch) kein Abschluss","11","","",""
"Ja","1999","66 +","Hauptschule","255","0.205141656219805","0.182994170013877","0.227289142425733"
"Ja","1999","66 +","Realschule","29","","",""
"Ja","1999","66 +","(Fach-)Abitur","11","","",""
"Ja","1999","66 +","AkademikerIn","46","0.25777014401307","0.196534319147632","0.319005968878508"
"Nein","1999","17-34","(noch) kein Abschluss","369","0.889296625738672","0.858700871770997","0.919892379706347"
"Nein","1999","17-34","Hauptschule","1118","0.88125978898252","0.863468921868074","0.899050656096966"
"Nein","1999","17-34","Realschule","1365","0.897288379741046","0.882026707975739","0.912550051506354"
"Nein","1999","17-34","(Fach-)Abitur","647","0.909795137212947","0.888693398416642","0.930896876009253"
"Nein","1999","17-34","AkademikerIn","382","0.926861957701637","0.901812216870292","0.951911698532982"
"Nein","1999","35-65","(noch) kein Abschluss","284","0.879837417329096","0.844322893511266","0.915351941146926"
"Nein","1999","35-65","Hauptschule","3026","0.870261666150104","0.859076813803965","0.881446518496243"
"Nein","1999","35-65","Realschule","1501","0.901136972569607","0.886813034820205","0.915460910319009"
"Nein","1999","35-65","(Fach-)Abitur","324","0.852115795330507","0.816090804579626","0.888140786081388"
"Nein","1999","35-65","AkademikerIn","1204","0.901499375355251","0.885579936015","0.917418814695503"
"Nein","1999","66 +","(noch) kein Abschluss","52","0.898098048312784","0.82339626947674","0.972799827148829"
"Nein","1999","66 +","Hauptschule","1022","0.794858343780195","0.772710857574267","0.817005829986124"
"Nein","1999","66 +","Realschule","163","0.849542685233019","0.798972245222948","0.900113125243089"
"Nein","1999","66 +","(Fach-)Abitur","42","0.774506865121221","0.661997297878865","0.887016432363577"
"Nein","1999","66 +","AkademikerIn","150","0.74222985598693","0.680994031121492","0.803465680852368"
"Ja","2000","17-34","(noch) kein Abschluss","29","","",""
"Ja","2000","17-34","Hauptschule","219","0.116378294613884","0.101905698950155","0.130850890277614"
"Ja","2000","17-34","Realschule","304","0.108776461798026","0.0966631451406077","0.120889778455444"
"Ja","2000","17-34","(Fach-)Abitur","120","0.088730779957892","0.073320706135359","0.104140853780425"
"Ja","2000","17-34","AkademikerIn","65","0.0826137382030927","0.062911311867402","0.102316164538783"
"Ja","2000","35-65","(noch) kein Abschluss","34","0.130572030616841","0.0909654293873073","0.170178631846375"
"Ja","2000","35-65","Hauptschule","746","0.118621620425519","0.110598307685087","0.126644933165951"
"Ja","2000","35-65","Realschule","307","0.0924909944896617","0.0826626556410845","0.102319333338239"
"Ja","2000","35-65","(Fach-)Abitur","88","0.09843663870074","0.0788318215593368","0.118041455842143"
"Ja","2000","35-65","AkademikerIn","244","0.0901347425758519","0.0792190318500434","0.10105045330166"
"Ja","2000","66 +","(noch) kein Abschluss","12","","",""
"Ja","2000","66 +","Hauptschule","505","0.201062818562631","0.185448457482162","0.2166771796431"
"Ja","2000","66 +","Realschule","72","0.178423226697646","0.140902791564548","0.215943661830745"
"Ja","2000","66 +","(Fach-)Abitur","28","","",""
"Ja","2000","66 +","AkademikerIn","72","0.170244092350621","0.134127012656173","0.206361172045068"
"Nein","2000","17-34","(noch) kein Abschluss","530","0.952355919567205","0.93469772472954","0.970014114404869"
"Nein","2000","17-34","Hauptschule","1667","0.883621705386116","0.869149109722386","0.898094301049845"
"Nein","2000","17-34","Realschule","2234","0.891223538201974","0.879110221544556","0.903336854859392"
"Nein","2000","17-34","(Fach-)Abitur","1188","0.911269220042108","0.895859146219575","0.926679293864641"
"Nein","2000","17-34","AkademikerIn","685","0.917386261796907","0.897683835461217","0.937088688132598"
"Nein","2000","35-65","(noch) kein Abschluss","244","0.869427969383159","0.829821368153625","0.909034570612693"
"Nein","2000","35-65","Hauptschule","5493","0.881378379574481","0.873355066834049","0.889401692314913"
"Nein","2000","35-65","Realschule","3031","0.907509005510338","0.897680666661761","0.917337344358916"
"Nein","2000","35-65","(Fach-)Abitur","799","0.90156336129926","0.881958544157857","0.921168178440663"
"Nein","2000","35-65","AkademikerIn","2400","0.909865257424148","0.89894954669834","0.920780968149957"
"Nein","2000","66 +","(noch) kein Abschluss","67","0.827653353440954","0.744369616513792","0.910937090368117"
"Nein","2000","66 +","Hauptschule","2026","0.798937181437369","0.7833228203569","0.814551542517838"
"Nein","2000","66 +","Realschule","328","0.821576773302354","0.784056338169255","0.859097208435452"
"Nein","2000","66 +","(Fach-)Abitur","125","0.833691890894622","0.774690550632005","0.892693231157239"
"Nein","2000","66 +","AkademikerIn","344","0.829755907649379","0.793638827954932","0.865872987343827"
"Ja","2001","17-34","(noch) kein Abschluss","28","","",""
"Ja","2001","17-34","Hauptschule","197","0.127605335176089","0.111037899956204","0.144172770395973"
"Ja","2001","17-34","Realschule","235","0.0924144577207684","0.080282274666246","0.104546640775291"
"Ja","2001","17-34","(Fach-)Abitur","116","0.0939754054793689","0.0773476811272385","0.110603129831499"
"Ja","2001","17-34","AkademikerIn","55","0.0832386204037966","0.0616161698741836","0.10486107093341"
"Ja","2001","35-65","(noch) kein Abschluss","25","","",""
"Ja","2001","35-65","Hauptschule","667","0.122150782252925","0.113471337810167","0.130830226695682"
"Ja","2001","35-65","Realschule","307","0.101462221866906","0.0909678877780813","0.111956555955731"
"Ja","2001","35-65","(Fach-)Abitur","91","0.108140550602948","0.0875985219643399","0.128682579241557"
"Ja","2001","35-65","AkademikerIn","232","0.0947765143770815","0.0832694666217152","0.106283562132448"
"Ja","2001","66 +","(noch) kein Abschluss","6","","",""
"Ja","2001","66 +","Hauptschule","468","0.205538870255064","0.189169548190353","0.221908192319775"
"Ja","2001","66 +","Realschule","78","0.192581106581487","0.15359515774066","0.231567055422315"
"Ja","2001","66 +","(Fach-)Abitur","31","0.173242979659605","0.11327503782331","0.233210921495901"
"Ja","2001","66 +","AkademikerIn","73","0.179432057037453","0.142735042238837","0.216129071836069"
"Nein","2001","17-34","(noch) kein Abschluss","574","0.957042992172801","0.940846066820755","0.973239917524847"
"Nein","2001","17-34","Hauptschule","1361","0.872394664823911","0.855827229604027","0.888962100043796"
"Nein","2001","17-34","Realschule","1954","0.907585542279231","0.895453359224709","0.919717725333754"
"Nein","2001","17-34","(Fach-)Abitur","1067","0.906024594520631","0.889396870168501","0.922652318872762"
"Nein","2001","17-34","AkademikerIn","572","0.916761379596203","0.89513892906659","0.938383830125816"
"Nein","2001","35-65","(noch) kein Abschluss","173","0.889744252439977","0.846117919379379","0.933370585500575"
"Nein","2001","35-65","Hauptschule","4801","0.877849217747075","0.869169773304318","0.886528662189833"
"Nein","2001","35-65","Realschule","2873","0.898537778133094","0.888043444044269","0.909032112221919"
"Nein","2001","35-65","(Fach-)Abitur","787","0.891859449397052","0.871317420758443","0.91240147803566"
"Nein","2001","35-65","AkademikerIn","2257","0.905223485622918","0.893716437867552","0.916730533378285"
"Nein","2001","66 +","(noch) kein Abschluss","60","0.905000963229679","0.834261746797192","0.975740179662166"
"Nein","2001","66 +","Hauptschule","1873","0.794461129744936","0.778091807680225","0.810830451809648"
"Nein","2001","66 +","Realschule","315","0.807418893418513","0.768432944577685","0.84640484225934"
"Nein","2001","66 +","(Fach-)Abitur","122","0.826757020340395","0.766789078504099","0.886724962176691"
"Nein","2001","66 +","AkademikerIn","347","0.820567942962547","0.783870928163931","0.857264957761163"
"Ja","2002","17-34","(noch) kein Abschluss","45","0.0770267235384525","0.0567461922917226","0.0973072547851824"
"Ja","2002","17-34","Hauptschule","143","0.0967903593964228","0.0809771355697953","0.11260358322305"
"Ja","2002","17-34","Realschule","208","0.101926984033217","0.0888902664817004","0.114963701584734"
"Ja","2002","17-34","(Fach-)Abitur","110","0.0825734276994844","0.0674419574032731","0.0977048979956956"
"Ja","2002","17-34","AkademikerIn","50","0.0928897979217668","0.0700592504623601","0.115720345381174"
"Ja","2002","35-65","(noch) kein Abschluss","20","","",""
"Ja","2002","35-65","Hauptschule","605","0.115442732276496","0.106732954023815","0.124152510529176"
"Ja","2002","35-65","Realschule","347","0.100912062846943","0.0909101827164757","0.11091394297741"
"Ja","2002","35-65","(Fach-)Abitur","98","0.0999691085820561","0.0816771778575298","0.118261039306582"
"Ja","2002","35-65","AkademikerIn","324","0.0960992682054724","0.0861721081651076","0.106026428245837"
"Ja","2002","66 +","(noch) kein Abschluss","10","","",""
"Ja","2002","66 +","Hauptschule","503","0.213683495040669","0.197242991504999","0.230123998576339"
"Ja","2002","66 +","Realschule","86","0.217038908221061","0.177893377993431","0.256184438448691"
"Ja","2002","66 +","(Fach-)Abitur","39","0.264051426331975","0.192789523201883","0.335313329462068"
"Ja","2002","66 +","AkademikerIn","99","0.187123835811622","0.154259397912559","0.219988273710685"
"Nein","2002","17-34","(noch) kein Abschluss","619","0.922973276461547","0.902692745214818","0.943253807708277"
"Nein","2002","17-34","Hauptschule","1200","0.903209640603577","0.88739641677695","0.919022864430205"
"Nein","2002","17-34","Realschule","1861","0.898073015966783","0.885036298415266","0.9111097335183"
"Nein","2002","17-34","(Fach-)Abitur","1161","0.917426572300516","0.902295102004305","0.932558042596727"
"Nein","2002","17-34","AkademikerIn","571","0.907110202078233","0.884279654618827","0.92994074953764"
"Nein","2002","35-65","(noch) kein Abschluss","156","0.869330590811065","0.819537257294926","0.919123924327205"
"Nein","2002","35-65","Hauptschule","4566","0.884557267723504","0.875847489470824","0.893267045976185"
"Nein","2002","35-65","Realschule","3137","0.899087937153057","0.88908605702259","0.909089817283524"
"Nein","2002","35-65","(Fach-)Abitur","935","0.900030891417944","0.881738960693417","0.91832282214247"
"Nein","2002","35-65","AkademikerIn","3062","0.903900731794528","0.893973571754163","0.913827891834892"
"Nein","2002","66 +","(noch) kein Abschluss","56","0.817711846740822","0.724567716719391","0.910855976762254"
"Nein","2002","66 +","Hauptschule","1885","0.786316504959331","0.769876001423661","0.802757008495001"
"Nein","2002","66 +","Realschule","340","0.782961091778939","0.743815561551309","0.822106622006569"
"Nein","2002","66 +","(Fach-)Abitur","108","0.735948573668025","0.664686670537932","0.807210476798117"
"Nein","2002","66 +","AkademikerIn","442","0.812876164188378","0.780011726289315","0.845740602087441"
"Ja","2003","17-34","(noch) kein Abschluss","41","0.0686713267368082","0.0494358365824402","0.0879068168911763"
"Ja","2003","17-34","Hauptschule","145","0.122246817344118","0.104094819837801","0.140398814850434"
"Ja","2003","17-34","Realschule","226","0.11643683385952","0.101953396779237","0.130920270939802"
"Ja","2003","17-34","(Fach-)Abitur","89","0.0749446187077921","0.0602835195179736","0.0896057178976105"
"Ja","2003","17-34","AkademikerIn","50","0.0681127665040867","0.0473019157468929","0.0889236172612806"
"Ja","2003","35-65","(noch) kein Abschluss","21","","",""
"Ja","2003","35-65","Hauptschule","573","0.119295677178707","0.110074934709476","0.128516419647938"
"Ja","2003","35-65","Realschule","337","0.0905287657100092","0.0809747873169362","0.100082744103082"
"Ja","2003","35-65","(Fach-)Abitur","101","0.112080517204097","0.0926347819318534","0.131526252476341"
"Ja","2003","35-65","AkademikerIn","324","0.104119900713711","0.0935528193873346","0.114686982040088"
"Ja","2003","66 +","(noch) kein Abschluss","9","","",""
"Ja","2003","66 +","Hauptschule","466","0.198724834237715","0.182826291411711","0.214623377063719"
"Ja","2003","66 +","Realschule","71","0.168857926651075","0.13307256562799","0.204643287674159"
"Ja","2003","66 +","(Fach-)Abitur","31","0.20060900832779","0.136946882369336","0.264271134286243"
"Ja","2003","66 +","AkademikerIn","102","0.165848306848496","0.135313955252345","0.196382658444648"
"Nein","2003","17-34","(noch) kein Abschluss","623","0.931328673263192","0.912093183108824","0.95056416341756"
"Nein","2003","17-34","Hauptschule","1106","0.877753182655882","0.859601185149566","0.895905180162199"
"Nein","2003","17-34","Realschule","1658","0.88356316614048","0.869079729060198","0.898046603220763"
"Nein","2003","17-34","(Fach-)Abitur","1150","0.925055381292208","0.910394282102389","0.939716480482026"
"Nein","2003","17-34","AkademikerIn","513","0.931887233495913","0.911076382738719","0.952698084253107"
"Nein","2003","35-65","(noch) kein Abschluss","141","0.851247286731656","0.79645102869527","0.906043544768041"
"Nein","2003","35-65","Hauptschule","4174","0.880704322821293","0.871483580352062","0.889925065290524"
"Nein","2003","35-65","Realschule","3128","0.909471234289991","0.899917255896918","0.919025212683064"
"Nein","2003","35-65","(Fach-)Abitur","910","0.887919482795903","0.868473747523659","0.907365218068147"
"Nein","2003","35-65","AkademikerIn","2885","0.895880099286289","0.885313017959912","0.906447180612665"
"Nein","2003","66 +","(noch) kein Abschluss","55","0.801037400538291","0.703230336131456","0.898844464945127"
"Nein","2003","66 +","Hauptschule","1954","0.801275165762285","0.785376622936282","0.817173708588289"
"Nein","2003","66 +","Realschule","350","0.831142073348925","0.795356712325841","0.866927434372009"
"Nein","2003","66 +","(Fach-)Abitur","121","0.79939099167221","0.735728865713757","0.863053117630664"
"Nein","2003","66 +","AkademikerIn","468","0.834151693151504","0.803617341555352","0.864686044747655"
"Ja","2004","17-34","(noch) kein Abschluss","42","0.063493878662978","0.0451927808254519","0.081794976500504"
"Ja","2004","17-34","Hauptschule","119","0.0993247828766739","0.0819318891255208","0.116717676627827"
"Ja","2004","17-34","Realschule","191","0.103155459761479","0.0888433701997194","0.117467549323239"
"Ja","2004","17-34","(Fach-)Abitur","80","0.0567815325676638","0.043806089668637","0.0697569754666906"
"Ja","2004","17-34","AkademikerIn","45","0.0645887663539709","0.0438572534428689","0.085320279265073"
"Ja","2004","35-65","(noch) kein Abschluss","16","","",""
"Ja","2004","35-65","Hauptschule","541","0.124002996618927","0.114324862477249","0.133681130760605"
"Ja","2004","35-65","Realschule","351","0.10268264911845","0.0925376136869964","0.112827684549904"
"Ja","2004","35-65","(Fach-)Abitur","103","0.0972911766957991","0.0789781692337589","0.115604184157839"
"Ja","2004","35-65","AkademikerIn","296","0.0923800570678553","0.0822261377900721","0.102533976345639"
"Ja","2004","66 +","(noch) kein Abschluss","12","","",""
"Ja","2004","66 +","Hauptschule","506","0.212546898887132","0.19637037333618","0.228723424438085"
"Ja","2004","66 +","Realschule","85","0.217108163616265","0.178542146460921","0.255674180771609"
"Ja","2004","66 +","(Fach-)Abitur","36","0.268416504848624","0.199537623236276","0.337295386460972"
"Ja","2004","66 +","AkademikerIn","129","0.244692094000607","0.210879828149023","0.278504359852192"
"Nein","2004","17-34","(noch) kein Abschluss","640","0.936506121337022","0.918205023499496","0.954807219174548"
"Nein","2004","17-34","Hauptschule","1017","0.900675217123326","0.883282323372173","0.918068110874479"
"Nein","2004","17-34","Realschule","1544","0.896844540238521","0.882532450676761","0.911156629800281"
"Nein","2004","17-34","(Fach-)Abitur","1142","0.943218467432336","0.930243024533309","0.956193910331363"
"Nein","2004","17-34","AkademikerIn","495","0.935411233646029","0.914679720734927","0.956142746557131"
"Nein","2004","35-65","(noch) kein Abschluss","141","0.879314616910002","0.82835833310876","0.930270900711243"
"Nein","2004","35-65","Hauptschule","3914","0.875997003381073","0.866318869239395","0.885675137522751"
"Nein","2004","35-65","Realschule","3088","0.89731735088155","0.887172315450096","0.907462386313004"
"Nein","2004","35-65","(Fach-)Abitur","903","0.902708823304201","0.884395815842161","0.921021830766241"
"Nein","2004","35-65","AkademikerIn","2828","0.907619942932145","0.897466023654362","0.917773862209928"
"Nein","2004","66 +","(noch) kein Abschluss","54","0.798310317434878","0.701503969703008","0.895116665166748"
"Nein","2004","66 +","Hauptschule","1951","0.787453101112868","0.771276575561915","0.80362962666382"
"Nein","2004","66 +","Realschule","354","0.782891836383735","0.744325819228391","0.821457853539079"
"Nein","2004","66 +","(Fach-)Abitur","123","0.731583495151376","0.662704613539028","0.800462376763724"
"Nein","2004","66 +","AkademikerIn","492","0.755307905999393","0.721495640147808","0.789120171850977"
"Ja","2005","17-34","(noch) kein Abschluss","28","","",""
"Ja","2005","17-34","Hauptschule","100","0.106663915719991","0.0877757140772495","0.125552117362732"
"Ja","2005","17-34","Realschule","159","0.105663830731703","0.0905109317013739","0.120816729762032"
"Ja","2005","17-34","(Fach-)Abitur","81","0.0617163609513619","0.0477474389520106","0.0756852829507131"
"Ja","2005","17-34","AkademikerIn","40","0.0654629887684265","0.044224412664757","0.0867015648720961"
"Ja","2005","35-65","(noch) kein Abschluss","16","","",""
"Ja","2005","35-65","Hauptschule","420","0.103670273847058","0.0943406479602218","0.112999899733894"
"Ja","2005","35-65","Realschule","325","0.104990932478972","0.0945965314771304","0.115385333480814"
"Ja","2005","35-65","(Fach-)Abitur","89","0.102724115755932","0.0837837344367136","0.121664497075151"
"Ja","2005","35-65","AkademikerIn","290","0.0945024862050073","0.0839855573332647","0.10501941507675"
"Ja","2005","66 +","(noch) kein Abschluss","16","","",""
"Ja","2005","66 +","Hauptschule","465","0.194259951222089","0.178507051919268","0.210012850524911"
"Ja","2005","66 +","Realschule","85","0.187465016667705","0.150872816400278","0.224057216935131"
"Ja","2005","66 +","(Fach-)Abitur","27","","",""
"Ja","2005","66 +","AkademikerIn","115","0.186442012525284","0.156751786141118","0.21613223890945"
"Nein","2005","17-34","(noch) kein Abschluss","665","0.947203345059627","0.93055364979691","0.963853040322343"
