year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,,,,,,,,,,,,
1984,Schleswig-Holstein,Tenant,95,252.67463,228.03526,277.31400,165.66643,221.21077,306.00000,46.00000,516.50035,,,
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,143,230.22363,214.90157,245.54569,163.00000,218.67878,272.12794,94.00000,435.81985,,,
1984,Lower Saxony,Owner,,,,,,,,,,,,
1984,Lower Saxony,Tenant,322,199.81448,191.46893,208.16002,148.00000,191.90268,239.12252,12.00000,375.80631,,,
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,58,191.99051,180.28067,203.70035,161.00000,192.60324,231.72899,74.00000,306.00000,,,
1984,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1984,North Rhine-Westphalia,Tenant,1123,211.60335,205.97513,217.23156,143.00000,197.40099,262.00324,40.00000,440.50810,,,
1984,Hesse,Owner,,,,,,,,,,,,
1984,Hesse,Tenant,395,221.99734,212.36405,231.63063,153.00000,204.00000,281.00000,25.00000,473.00000,,,
1984,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Tenant,186,188.19127,176.09012,200.29243,127.00000,178.00000,232.10289,51.00000,389.75722,,,
1984,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Tenant,657,207.97074,200.47055,215.47092,140.00000,199.00000,255.00000,10.00000,427.50000,,,
1984,Bavaria,Owner,,,,,,,,,,,,
1984,Bavaria,Tenant,559,227.31358,216.74234,237.88482,140.88369,204.00000,295.92951,10.00000,528.49824,,,
1984,Berlin,Owner,,,,,,,,,,,,
1984,Berlin,Tenant,202,213.35755,197.80500,228.91011,144.56625,188.88840,257.00000,43.00000,425.65063,,,
1985,Schleswig-Holstein,Owner,,,,,,,,,,,,
1985,Schleswig-Holstein,Tenant,87,246.04523,222.98516,269.10531,163.00000,238.42814,306.00000,71.00000,520.50000,,,
1985,Hamburg,Owner,,,,,,,,,,,,
1985,Hamburg,Tenant,138,236.17628,219.75683,252.59573,161.71822,218.59698,306.00000,92.00000,522.42266,,,
1985,Lower Saxony,Owner,,,,,,,,,,,,
1985,Lower Saxony,Tenant,277,209.80220,200.74937,218.85503,153.00000,199.00000,247.82379,25.00000,390.05947,,,
1985,Bremen,Owner,,,,,,,,,,,,
1985,Bremen,Tenant,48,199.13125,187.06618,211.19631,170.00000,203.23871,230.93864,86.00000,299.00000,,,
1985,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1985,North Rhine-Westphalia,Tenant,990,217.52374,211.15405,223.89342,147.00000,204.00000,265.00000,15.00000,442.00000,,,
1985,Hesse,Owner,,,,,,,,,,,,
1985,Hesse,Tenant,352,233.14616,221.80413,244.48819,153.00000,209.84420,283.23861,1.00000,478.59653,,,
1985,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Tenant,159,196.31359,183.59029,209.03689,139.50740,194.00000,241.57452,35.00000,394.67522,,,
1985,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Tenant,578,213.65334,205.24019,222.06649,148.00000,204.00000,265.00000,10.00000,440.50000,,,
1985,Bavaria,Owner,,,,,,,,,,,,
1985,Bavaria,Tenant,491,228.20139,216.52667,239.87611,138.00000,196.68348,301.69781,25.00000,547.24452,,,
1985,Berlin,Owner,,,,,,,,,,,,
1985,Berlin,Tenant,183,215.51868,199.26999,231.76737,148.76419,181.94365,260.59324,51.00000,428.33681,,,
1986,Schleswig-Holstein,Owner,,,,,,,,,,,,
1986,Schleswig-Holstein,Tenant,75,245.57429,219.57345,271.57513,167.75995,218.69172,322.00352,15.00000,553.36887,,,
1986,Hamburg,Owner,,,,,,,,,,,,
1986,Hamburg,Tenant,123,244.00570,226.64006,261.37135,166.08554,230.00000,294.69280,98.00000,487.60370,,,
1986,Lower Saxony,Owner,,,,,,,,,,,,
1986,Lower Saxony,Tenant,269,213.51540,204.16211,222.86868,161.00000,204.00000,255.00000,56.00000,396.00000,,,
1986,Bremen,Owner,,,,,,,,,,,,
1986,Bremen,Tenant,46,198.05889,182.45056,213.66721,168.00000,204.00000,223.76956,84.34566,307.42390,,,
1986,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1986,North Rhine-Westphalia,Tenant,926,221.95204,215.58459,228.31950,153.00000,204.00000,280.00000,20.00000,470.50000,,,
1986,Hesse,Owner,,,,,,,,,,,,
1986,Hesse,Tenant,334,232.03241,221.03076,243.03406,158.00000,220.65944,285.13743,25.00000,475.84358,,,
1986,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Tenant,157,206.99627,191.74713,222.24541,153.00000,204.00000,253.41328,25.00000,404.03320,,,
1986,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Tenant,541,221.51401,212.02844,230.99959,153.00000,204.00000,281.00000,10.00000,473.00000,,,
1986,Bavaria,Owner,,,,,,,,,,,,
1986,Bavaria,Tenant,448,235.00670,222.44699,247.56642,139.99565,204.00000,306.00000,25.00000,555.00652,,,
1986,Berlin,Owner,,,,,,,,,,,,
1986,Berlin,Tenant,179,220.03043,204.02261,236.03824,142.94015,191.05215,274.32490,61.00000,471.40203,,,
1987,Schleswig-Holstein,Owner,,,,,,,,,,,,
1987,Schleswig-Holstein,Tenant,72,269.82173,242.44412,297.19935,175.92624,255.00000,325.83726,106.00000,550.70379,,,
1987,Hamburg,Owner,,,,,,,,,,,,
1987,Hamburg,Tenant,104,242.77198,224.24790,261.29606,174.23838,230.00000,303.13763,76.00000,496.48651,,,
1987,Lower Saxony,Owner,,,,,,,,,,,,
1987,Lower Saxony,Tenant,272,219.16305,209.59732,228.72877,164.87724,207.00000,265.00000,34.00000,415.18414,,,
1987,Bremen,Owner,,,,,,,,,,,,
1987,Bremen,Tenant,43,213.94390,197.21925,230.66854,186.95983,219.56501,240.00000,107.39959,319.56025,,,
1987,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1987,North Rhine-Westphalia,Tenant,910,229.41212,222.05032,236.77392,155.00000,214.00000,277.30846,20.00000,460.77115,,,
1987,Hesse,Owner,,,,,,,,,,,,
1987,Hesse,Tenant,321,241.05663,229.05623,253.05702,160.93573,230.00000,297.96258,30.00000,503.50286,,,
1987,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Tenant,153,217.65127,202.18643,233.11612,153.00000,204.00000,255.00000,46.00000,408.00000,,,
1987,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Tenant,535,228.18399,218.21799,238.14999,153.00000,214.00000,281.00000,10.00000,473.00000,,,
1987,Bavaria,Owner,,,,,,,,,,,,
1987,Bavaria,Tenant,454,230.56731,219.56613,241.56848,143.00000,204.00000,306.00000,25.00000,550.50000,,,
1987,Berlin,Owner,,,,,,,,,,,,
1987,Berlin,Tenant,178,222.76663,205.92028,239.61298,149.87204,189.00000,261.00938,35.00000,427.71540,,,
1988,Schleswig-Holstein,Owner,,,,,,,,,,,,
1988,Schleswig-Holstein,Tenant,72,271.30661,244.66552,297.94770,192.36404,255.00000,328.55629,51.00000,532.84466,,,
1988,Hamburg,Owner,,,,,,,,,,,,
1988,Hamburg,Tenant,93,267.38835,241.25367,293.52302,178.00000,245.00000,322.00000,51.00000,538.00000,,,
1988,Lower Saxony,Owner,,,,,,,,,,,,
1988,Lower Saxony,Tenant,266,232.29878,221.67883,242.91874,178.00000,227.00000,281.00000,23.50000,435.50000,,,
1988,Bremen,Owner,,,,,,,,,,,,
1988,Bremen,Tenant,43,221.28014,199.59348,242.96681,165.86398,216.32244,250.00000,82.00000,376.20402,,,
1988,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1988,North Rhine-Westphalia,Tenant,855,233.06598,226.18053,239.95143,161.00000,222.70919,286.00000,10.00000,473.50000,,,
1988,Hesse,Owner,,,,,,,,,,,,
1988,Hesse,Tenant,303,243.88525,231.78209,255.98841,160.13235,230.00000,306.00000,0.00000,524.80148,,,
1988,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Tenant,151,221.30135,204.99921,237.60349,163.80477,204.00000,265.00000,28.00000,416.79285,,,
1988,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1988,Baden-Wuerttemberg,Tenant,507,230.51581,221.02334,240.00829,153.00000,214.00000,290.76167,5.00000,497.40417,,,
1988,Bavaria,Owner,,,,,,,,,,,,
1988,Bavaria,Tenant,431,252.98822,240.08011,265.89632,153.00000,212.38389,332.00000,25.00000,600.50000,,,
1988,Berlin,Owner,,,,,,,,,,,,
1988,Berlin,Tenant,171,235.29658,217.90388,252.68927,165.30731,202.33978,281.29730,38.00000,455.28228,,,
1989,Schleswig-Holstein,Owner,,,,,,,,,,,,
1989,Schleswig-Holstein,Tenant,75,285.63044,258.92004,312.34084,184.00000,275.83881,335.57964,109.00000,562.94910,,,
1989,Hamburg,Owner,,,,,,,,,,,,
1989,Hamburg,Tenant,94,261.61238,240.02804,283.19671,194.00000,252.81199,319.15922,98.00000,506.89805,,,
1989,Lower Saxony,Owner,,,,,,,,,,,,
1989,Lower Saxony,Tenant,270,234.85469,224.73222,244.97715,172.39899,214.00000,299.79812,46.00000,490.89682,,,
1989,Bremen,Owner,,,,,,,,,,,,
1989,Bremen,Tenant,48,245.26270,212.72541,277.79998,178.00000,228.02652,279.74604,85.00000,432.36511,,,
1989,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1989,North Rhine-Westphalia,Tenant,819,242.02704,235.00414,249.04994,171.00000,230.00000,300.62573,25.00000,495.06433,,,
1989,Hesse,Owner,,,,,,,,,,,,
1989,Hesse,Tenant,310,263.02973,250.72424,275.33521,184.00000,253.83927,332.00000,0.00000,554.00000,,,
1989,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1989,"Rhineland-Palatinate, Saarland",Tenant,136,229.12841,210.38547,247.87135,169.55692,224.91493,282.03261,35.00000,450.74614,,,
1989,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1989,Baden-Wuerttemberg,Tenant,479,233.13997,222.98754,243.29240,155.42244,219.00000,281.00000,10.00000,469.36634,,,
1989,Bavaria,Owner,,,,,,,,,,,,
1989,Bavaria,Tenant,431,264.11870,250.91854,277.31886,163.00000,230.00000,332.00000,25.00000,585.50000,,,
1989,Berlin,Owner,,,,,,,,,,,,
1989,Berlin,Tenant,171,242.86124,224.16984,261.55264,155.69307,204.00000,282.98650,40.00000,473.92665,,,
1990,Schleswig-Holstein,Owner,,,,,,,,,,,,
1990,Schleswig-Holstein,Tenant,74,272.03952,246.65687,297.42218,204.00000,255.00000,327.31913,102.00000,512.29784,,,
1990,Hamburg,Owner,,,,,,,,,,,,
1990,Hamburg,Tenant,90,267.23857,244.59906,289.87808,200.68717,255.00000,328.26005,93.00000,519.61937,,,
1990,Lower Saxony,Owner,,,,,,,,,,,,
1990,Lower Saxony,Tenant,260,241.50934,230.38026,252.63841,183.06168,230.00000,291.45634,20.46969,454.04833,,,
1990,Bremen,Owner,,,,,,,,,,,,
1990,Bremen,Tenant,43,246.54500,216.20603,276.88398,194.77500,230.00000,269.28803,92.00000,381.05759,,,
1990,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1990,North Rhine-Westphalia,Tenant,789,248.56104,241.38911,255.73297,178.00000,239.00000,306.00000,0.00000,498.00000,,,
1990,Hesse,Owner,,,,,,,,,,,,
1990,Hesse,Tenant,299,271.56726,256.81775,286.31677,194.00000,255.00000,342.57353,25.00000,565.43383,,,
1990,"Rhineland-Palatinate, Saarland",Owner,,,,,,,,,,,,
1990,"Rhineland-Palatinate, Saarland",Tenant,141,233.46556,215.11787,251.81325,178.00000,234.34291,279.29251,35.00000,431.23126,,,
1990,Baden-Wuerttemberg,Owner,,,,,,,,,,,,
1990,Baden-Wuerttemberg,Tenant,465,260.40957,248.67775,272.14138,178.00000,242.00000,322.00000,10.00000,538.00000,,,
1990,Bavaria,Owner,,,,,,,,,,,,
1990,Bavaria,Tenant,431,267.81811,254.11044,281.52579,163.00000,230.15985,332.00000,15.00000,585.50000,,,
1990,Berlin,Owner,,,,,,,,,,,,
1990,Berlin,Tenant,319,172.64535,157.12321,188.16748,40.00000,165.82743,230.00000,0.00000,515.00000,,,
1990,Brandenburg,Owner,,,,,,,,,,,,
1990,Brandenburg,Tenant,215,24.41811,23.10533,25.73090,19.00000,25.00000,29.00000,4.00000,44.00000,,,
1990,Mecklenburg-Western Pomerania,Owner,,,,,,,,,,,,
1990,Mecklenburg-Western Pomerania,Tenant,165,20.30921,18.73495,21.88347,13.00000,18.00000,25.00000,4.00000,43.00000,,,
1990,Saxony,Owner,,,,,,,,,,,,
1990,Saxony,Tenant,489,21.35957,20.47009,22.24905,15.00000,21.00000,26.00000,0.00000,42.50000,,,
1990,Saxony-Anhalt,Owner,,,,,,,,,,,,
1990,Saxony-Anhalt,Tenant,251,23.00204,21.78351,24.22056,16.00000,21.00000,30.00000,5.00000,51.00000,,,
1990,Thuringa,Owner,,,,,,,,,,,,
1990,Thuringa,Tenant,198,23.88231,22.47358,25.29105,16.00000,24.00000,31.00000,0.00000,53.00000,,,
1991,Schleswig-Holstein,Owner,,,,,,,,,,,,
1991,Schleswig-Holstein,Tenant,78,284.70193,248.44953,320.95432,199.00000,253.09633,326.68065,87.00000,518.20163,,,
1991,Hamburg,Owner,,,,,,,,,,,,
1991,Hamburg,Tenant,87,267.49983,243.89375,291.10590,189.28458,243.21346,332.00000,66.00000,546.07313,,,
1991,Lower Saxony,Owner,,,,,,,,,,,,
1991,Lower Saxony,Tenant,257,244.72702,232.17618,257.27785,184.00000,230.00000,291.22360,23.16460,452.05899,,,
1991,Bremen,Owner,,,,,,,,,,,,
1991,Bremen,Tenant,41,234.61390,214.17858,255.04922,190.69564,211.63137,266.28883,117.00000,379.67861,,,
1991,North Rhine-Westphalia,Owner,,,,,,,,,,,,
1991,North Rhine-Westphalia,Tenant,805,252.24163,244.51407,259.96920,178.00000,231.72975,304.00000,5.00000,493.00000,,,
1991,Hesse,Owner,,,,,,,,,,,,
