year,quintil_oecd_hh,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,1st Quintile,Urban regions,690,182.15633,176.03653,188.27613,127.00000,171.75140,230.00000,25.00000,384.50000,,,
1985,1st Quintile,Rural regions,129,162.99581,149.17897,176.81266,108.46996,155.00000,214.00000,1.00000,372.29506,,,
1985,2nd Quintile,Urban regions,609,204.17150,197.13242,211.21058,143.00000,189.00000,254.07128,15.00000,420.67820,,,
1985,2nd Quintile,Rural regions,113,183.40431,168.42377,198.38486,127.00000,171.42016,221.91159,15.00000,364.27897,,,
1985,3rd Quintile,Urban regions,592,224.43708,216.08032,232.79384,153.00000,204.00000,271.60974,30.00000,449.52435,,,
1985,3rd Quintile,Rural regions,92,208.02917,192.04826,224.01009,153.00000,198.37098,255.00000,17.00000,408.00000,,,
1985,4th Quintile,Urban regions,524,243.84281,234.52119,253.16443,173.00000,226.24543,296.00000,15.00000,480.50000,,,
1985,4th Quintile,Rural regions,78,235.08725,214.76199,255.41250,178.00000,222.00000,281.00000,50.00000,435.50000,,,
1985,5th Quintile,Urban regions,403,288.23653,275.55873,300.91433,204.00000,260.10503,357.00000,10.00000,586.50000,,,
1985,5th Quintile,Rural regions,68,238.66967,213.00036,264.33898,163.24277,229.35699,276.81951,40.00000,447.18461,,,
1986,1st Quintile,Urban regions,637,191.45045,184.66485,198.23604,132.00000,178.00000,237.68627,25.00000,396.21567,,,
1986,1st Quintile,Rural regions,116,149.19430,135.56445,162.82414,101.15188,143.00000,185.10737,25.00000,311.04061,,,
1986,2nd Quintile,Urban regions,549,211.72679,204.52733,218.92626,148.62016,204.00000,255.81479,17.00000,416.60673,,,
1986,2nd Quintile,Rural regions,113,203.86861,189.32866,218.40857,165.38452,184.51364,237.00000,57.96131,344.42322,,,
1986,3rd Quintile,Urban regions,581,223.34646,215.12553,231.56739,153.00000,204.00000,276.55673,20.00000,461.89183,,,
1986,3rd Quintile,Rural regions,84,209.78426,191.26655,228.30196,143.67323,204.00000,255.00000,30.00000,421.99016,,,
1986,4th Quintile,Urban regions,518,240.62715,231.79516,249.45915,166.26845,220.00000,302.50406,10.00000,506.85746,,,
1986,4th Quintile,Rural regions,78,195.46316,176.95066,213.97565,138.46070,178.00000,254.69734,35.00000,429.05229,,,
1986,5th Quintile,Urban regions,364,315.74828,301.81522,329.68134,226.30236,286.66982,379.63772,35.00000,609.64077,,,
1986,5th Quintile,Rural regions,53,240.93544,217.05032,264.82056,178.00000,228.72516,306.00000,81.00000,498.00000,,,
1987,1st Quintile,Urban regions,586,192.17228,185.42894,198.91562,136.00000,180.97096,239.00000,25.00000,393.50000,,,
1987,1st Quintile,Rural regions,121,166.71520,152.60041,180.82999,114.01768,153.00000,201.38826,25.00000,332.44413,,,
1987,2nd Quintile,Urban regions,570,216.83321,209.43325,224.23317,153.00000,204.00000,260.00000,51.00000,420.50000,,,
1987,2nd Quintile,Rural regions,110,209.52111,194.30179,224.74044,153.00000,204.00000,255.00000,51.00000,408.00000,,,
1987,3rd Quintile,Urban regions,542,229.90398,220.81822,238.98975,160.52720,214.00000,273.00000,30.00000,441.70920,,,
1987,3rd Quintile,Rural regions,91,216.19276,199.74715,232.63838,156.92222,204.00000,265.00000,34.00000,427.11667,,,
1987,4th Quintile,Urban regions,515,250.60358,241.73343,259.47372,178.00000,241.81506,306.00000,25.00000,498.00000,,,
1987,4th Quintile,Rural regions,75,233.56113,203.72342,263.39885,149.17352,209.14072,290.47210,40.00000,502.41997,,,
1987,5th Quintile,Urban regions,378,306.63257,291.93974,321.32539,216.76649,276.00000,375.00000,10.00000,612.35026,,,
1987,5th Quintile,Rural regions,51,236.02976,210.79926,261.26026,184.00000,226.23606,265.89249,76.00000,388.73124,,,
1988,1st Quintile,Urban regions,584,202.33362,195.44307,209.22417,139.00000,189.00000,255.00000,25.00000,429.00000,,,
1988,1st Quintile,Rural regions,121,176.83110,162.68890,190.97330,127.00000,163.00000,214.00000,5.00000,344.50000,,,
1988,2nd Quintile,Urban regions,540,225.55942,217.58936,233.52948,158.00000,214.00000,281.00000,10.00000,465.50000,,,
1988,2nd Quintile,Rural regions,97,221.48695,205.53071,237.44319,175.28482,204.00000,255.00000,55.71204,374.57278,,,
1988,3rd Quintile,Urban regions,523,233.73410,225.10513,242.36306,164.33030,217.50943,291.00000,20.00000,481.00454,,,
1988,3rd Quintile,Rural regions,82,232.03614,209.07816,254.99411,153.00000,209.60474,305.31997,15.00000,533.79994,,,
1988,4th Quintile,Urban regions,472,264.56169,253.93167,275.19171,186.00000,246.69942,308.37287,10.00000,491.93217,,,
1988,4th Quintile,Rural regions,76,216.33420,196.53971,236.12869,158.63155,209.20943,255.00000,35.00000,399.55268,,,
1988,5th Quintile,Urban regions,347,312.64900,298.15941,327.13858,219.62721,288.11613,375.61675,0.00000,609.60105,,,
1988,5th Quintile,Rural regions,48,288.39362,244.51479,332.27245,184.94250,255.00000,344.72969,51.00000,584.41048,,,
1989,1st Quintile,Urban regions,576,209.42700,201.98419,216.86982,151.20619,190.00000,255.00000,0.00000,410.69072,,,
