year,sampreg,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,Very concerned,0.43760,6266,12032,0.42873,0.44646
1984,West,Somewhat concerned,0.30333,4409,12032,0.29512,0.31155
1984,West,Not concerned at all,0.07849,1357,12032,0.07368,0.08329
1985,West,Very concerned,0.40598,5294,10891,0.39676,0.41521
1985,West,Somewhat concerned,0.33501,4318,10891,0.32615,0.34388
1985,West,Not concerned at all,0.08760,1279,10891,0.08229,0.09291
1986,West,Very concerned,0.37653,4775,10486,0.36725,0.38580
1986,West,Somewhat concerned,0.35247,4360,10486,0.34333,0.36162
1986,West,Not concerned at all,0.10089,1351,10486,0.09513,0.10666
1987,West,Very concerned,0.38131,4585,10338,0.37195,0.39068
1987,West,Somewhat concerned,0.35085,4475,10338,0.34165,0.36005
1987,West,Not concerned at all,0.09313,1278,10338,0.08752,0.09873
1988,West,Very concerned,0.33660,3979,9876,0.32728,0.34592
1988,West,Somewhat concerned,0.38535,4628,9876,0.37575,0.39495
1988,West,Not concerned at all,0.10452,1269,9876,0.09848,0.11055
1989,West,Very concerned,0.28054,3271,9552,0.27153,0.28955
1989,West,Somewhat concerned,0.39465,4526,9552,0.38484,0.40445
1989,West,Not concerned at all,0.15189,1755,9552,0.14469,0.15909
1990,West,Very concerned,0.21322,2527,9366,0.20493,0.22152
1990,West,Somewhat concerned,0.39511,4459,9366,0.38521,0.40501
1990,West,Not concerned at all,0.21690,2380,9366,0.20855,0.22525
1990,East,Very concerned,0.31946,1774,4407,0.30569,0.33323
1990,East,Somewhat concerned,0.31494,1818,4407,0.30122,0.32865
1990,East,Not concerned at all,0.14338,815,4407,0.13303,0.15373
1991,West,Very concerned,0.34816,3966,9370,0.33852,0.35781
1991,West,Somewhat concerned,0.37783,4256,9370,0.36801,0.38765
1991,West,Not concerned at all,0.09475,1148,9370,0.08881,0.10068
1991,East,Very concerned,0.38420,1872,4113,0.36933,0.39906
1991,East,Somewhat concerned,0.34749,1869,4113,0.33294,0.36205
1991,East,Not concerned at all,0.07085,372,4113,0.06301,0.07869
1992,West,Very concerned,0.32370,3828,9278,0.31418,0.33322
1992,West,Somewhat concerned,0.38734,4207,9278,0.37742,0.39725
1992,West,Not concerned at all,0.10996,1243,9278,0.10359,0.11632
1992,East,Very concerned,0.40743,1940,3946,0.39210,0.42276
1992,East,Somewhat concerned,0.33917,1701,3946,0.32440,0.35394
1992,East,Not concerned at all,0.05954,305,3946,0.05215,0.06692
1993,West,Very concerned,0.37014,4319,9207,0.36028,0.38000
1993,West,Somewhat concerned,0.36753,4010,9207,0.35768,0.37738
1993,West,Not concerned at all,0.08176,878,9207,0.07617,0.08736
1993,East,Very concerned,0.43265,1996,3808,0.41691,0.44839
1993,East,Somewhat concerned,0.32470,1563,3808,0.30983,0.33958
1993,East,Not concerned at all,0.05140,249,3808,0.04439,0.05842
1994,West,Very concerned,0.35379,3985,9039,0.34394,0.36365
1994,West,Somewhat concerned,0.38082,4137,9039,0.37081,0.39083
1994,West,Not concerned at all,0.08367,917,9039,0.07796,0.08938
1994,East,Very concerned,0.44772,2001,3764,0.43184,0.46361
1994,East,Somewhat concerned,0.31510,1518,3764,0.30026,0.32995
1994,East,Not concerned at all,0.05239,245,3764,0.04527,0.05951
1995,West,Very concerned,0.35869,4392,9494,0.34905,0.36834
1995,West,Somewhat concerned,0.36484,4122,9494,0.35516,0.37452
1995,West,Not concerned at all,0.08786,980,9494,0.08217,0.09356
1995,East,Very concerned,0.43057,1861,3664,0.41454,0.44661
1995,East,Somewhat concerned,0.33244,1543,3664,0.31718,0.34769
1995,East,Not concerned at all,0.05511,260,3664,0.04772,0.06250
1996,West,Very concerned,0.29341,3449,9318,0.28416,0.30265
1996,West,Somewhat concerned,0.40687,4576,9318,0.39690,0.41685
1996,West,Not concerned at all,0.11476,1293,9318,0.10829,0.12123
1996,East,Very concerned,0.41499,1776,3676,0.39905,0.43092
1996,East,Somewhat concerned,0.34381,1578,3676,0.32845,0.35917
1996,East,Not concerned at all,0.06820,322,3676,0.06005,0.07635
1997,West,Very concerned,0.24796,2781,9139,0.23911,0.25682
1997,West,Somewhat concerned,0.39330,4422,9139,0.38328,0.40332
1997,West,Not concerned at all,0.17364,1936,9139,0.16588,0.18141
1997,East,Very concerned,0.35487,1445,3618,0.33928,0.37046
1997,East,Somewhat concerned,0.37354,1690,3618,0.35777,0.38930
1997,East,Not concerned at all,0.10387,483,3618,0.09393,0.11381
1998,West,Very concerned,0.30151,3753,10313,0.29266,0.31037
1998,West,Somewhat concerned,0.38474,4942,10313,0.37535,0.39413
1998,West,Not concerned at all,0.13164,1618,10313,0.12512,0.13817
1998,East,Very concerned,0.37020,1606,3853,0.35496,0.38545
1998,East,Somewhat concerned,0.37440,1807,3853,0.35912,0.38968
1998,East,Not concerned at all,0.08975,440,3853,0.08072,0.09878
1999,West,Very concerned,0.32164,3706,9854,0.31242,0.33086
1999,West,Somewhat concerned,0.38255,4685,9854,0.37295,0.39214
1999,West,Not concerned at all,0.11531,1463,9854,0.10900,0.12161
1999,East,Very concerned,0.36433,1497,3780,0.34898,0.37967
1999,East,Somewhat concerned,0.38581,1812,3780,0.37029,0.40133
1999,East,Not concerned at all,0.09540,471,3780,0.08603,0.10477
2000,West,Very concerned,0.24889,5440,18097,0.24259,0.25519
2000,West,Somewhat concerned,0.39799,8935,18097,0.39086,0.40512
2000,West,Not concerned at all,0.16763,3722,18097,0.16219,0.17308
2000,East,Very concerned,0.35440,2337,5799,0.34208,0.36671
2000,East,Somewhat concerned,0.38892,2744,5799,0.37637,0.40147
2000,East,Not concerned at all,0.09795,718,5799,0.09030,0.10560
2001,West,Very concerned,0.22783,4455,16343,0.22140,0.23426
2001,West,Somewhat concerned,0.40661,8221,16343,0.39908,0.41414
2001,West,Not concerned at all,0.17936,3667,16343,0.17348,0.18524
2001,East,Very concerned,0.31582,1883,5400,0.30342,0.32822
2001,East,Somewhat concerned,0.40755,2699,5400,0.39444,0.42066
2001,East,Not concerned at all,0.12794,818,5400,0.11903,0.13685
2002,West,Very concerned,0.34925,7233,17495,0.34218,0.35631
2002,West,Somewhat concerned,0.36328,7953,17495,0.35615,0.37040
2002,West,Not concerned at all,0.10544,2309,17495,0.10089,0.10999
2002,East,Very concerned,0.45215,2740,5400,0.43888,0.46543
2002,East,Somewhat concerned,0.33746,2220,5400,0.32485,0.35008
2002,East,Not concerned at all,0.06946,440,5400,0.06268,0.07624
2003,West,Very concerned,0.50712,9865,16730,0.49954,0.51469
2003,West,Somewhat concerned,0.25949,5716,16730,0.25285,0.26613
2003,West,Not concerned at all,0.05359,1149,16730,0.05018,0.05700
2003,East,Very concerned,0.61105,3682,5328,0.59796,0.62414
2003,East,Somewhat concerned,0.21702,1420,5328,0.20595,0.22808
2003,East,Not concerned at all,0.03797,226,5328,0.03283,0.04310
2004,West,Very concerned,0.32903,6293,16248,0.32180,0.33625
2004,West,Somewhat concerned,0.37345,7523,16248,0.36601,0.38089
2004,West,Not concerned at all,0.11811,2432,16248,0.11314,0.12307
2004,East,Very concerned,0.39997,2262,5196,0.38665,0.41329
2004,East,Somewhat concerned,0.38210,2423,5196,0.36889,0.39532
2004,East,Not concerned at all,0.08505,511,5196,0.07747,0.09264
2005,West,Very concerned,0.31593,5693,15569,0.30863,0.32324
2005,West,Somewhat concerned,0.38808,7445,15569,0.38042,0.39573
2005,West,Not concerned at all,0.12412,2431,15569,0.11894,0.12930
2005,East,Very concerned,0.42087,2316,5018,0.40720,0.43453
2005,East,Somewhat concerned,0.36789,2239,5018,0.35455,0.38124
2005,East,Not concerned at all,0.08192,463,5018,0.07433,0.08951
2006,West,Very concerned,0.34506,6909,16574,0.33782,0.35230
2006,West,Somewhat concerned,0.37688,7693,16574,0.36950,0.38426
2006,West,Not concerned at all,0.09630,1972,16574,0.09181,0.10080
2006,East,Very concerned,0.38979,2413,5252,0.37660,0.40298
2006,East,Somewhat concerned,0.38201,2329,5252,0.36887,0.39516
2006,East,Not concerned at all,0.08848,510,5252,0.08080,0.09616
2007,West,Very concerned,0.29667,5411,15390,0.28946,0.30389
2007,West,Somewhat concerned,0.40086,7682,15390,0.39311,0.40860
2007,West,Not concerned at all,0.12055,2297,15390,0.11541,0.12569
2007,East,Very concerned,0.34648,1954,4981,0.33326,0.35970
2007,East,Somewhat concerned,0.41248,2420,4981,0.39881,0.42615
2007,East,Not concerned at all,0.10988,607,4981,0.10119,0.11857
2008,West,Very concerned,0.26707,4518,14484,0.25986,0.27427
2008,West,Somewhat concerned,0.42044,7489,14484,0.41240,0.42848
2008,West,Not concerned at all,0.13942,2477,14484,0.13378,0.14506
2008,East,Very concerned,0.30887,1607,4759,0.29574,0.32200
2008,East,Somewhat concerned,0.44431,2495,4759,0.43019,0.45843
2008,East,Not concerned at all,0.12096,657,4759,0.11169,0.13022
2009,West,Very concerned,0.25541,3942,13419,0.24803,0.26279
2009,West,Somewhat concerned,0.43730,7203,13419,0.42891,0.44570
2009,West,Not concerned at all,0.14055,2274,13419,0.13467,0.14643
2009,East,Very concerned,0.30663,1515,4533,0.29320,0.32005
2009,East,Somewhat concerned,0.44244,2378,4533,0.42798,0.45690
2009,East,Not concerned at all,0.11807,640,4533,0.10867,0.12746
2010,West,Very concerned,0.26088,5631,18416,0.25454,0.26723
2010,West,Somewhat concerned,0.42926,9680,18416,0.42211,0.43641
2010,West,Not concerned at all,0.14359,3105,18416,0.13853,0.14866
2010,East,Very concerned,0.30846,1808,5451,0.29620,0.32073
2010,East,Somewhat concerned,0.43974,2856,5451,0.42657,0.45292
2010,East,Not concerned at all,0.12623,787,5451,0.11741,0.13504
2011,West,Very concerned,0.25143,5195,15638,0.24463,0.25823
2011,West,Somewhat concerned,0.37747,7968,15638,0.36987,0.38506
2011,West,Not concerned at all,0.11974,2475,15638,0.11466,0.12483
2011,East,Very concerned,0.28444,1655,4838,0.27173,0.29716
2011,East,Somewhat concerned,0.39084,2446,4838,0.37709,0.40459
2011,East,Not concerned at all,0.10997,737,4838,0.10115,0.11878
2012,West,Very concerned,0.23694,4925,15552,0.23025,0.24362
2012,West,Somewhat concerned,0.38741,7918,15552,0.37976,0.39507
2012,West,Not concerned at all,0.13428,2709,15552,0.12892,0.13964
2012,East,Very concerned,0.27449,1673,4828,0.26190,0.28708
2012,East,Somewhat concerned,0.39395,2381,4828,0.38017,0.40774
2012,East,Not concerned at all,0.12753,774,4828,0.11812,0.13694
2013,West,Very concerned,0.19931,4191,14321,0.19277,0.20585
2013,West,Somewhat concerned,0.36340,7562,14321,0.35552,0.37128
2013,West,Not concerned at all,0.12849,2568,14321,0.12300,0.13397
2013,East,Very concerned,0.26771,1479,4442,0.25469,0.28073
2013,East,Somewhat concerned,0.38468,2228,4442,0.37037,0.39899
2013,East,Not concerned at all,0.12601,735,4442,0.11625,0.13577
2014,West,Very concerned,0.31413,8464,21381,0.30791,0.32035
2014,West,Somewhat concerned,0.40055,10078,21381,0.39399,0.40712
2014,West,Not concerned at all,0.11960,2839,21381,0.11525,0.12395
2014,East,Very concerned,0.31417,2067,5562,0.30197,0.32637
2014,East,Somewhat concerned,0.42184,2678,5562,0.40886,0.43482
2014,East,Not concerned at all,0.11927,817,5562,0.11075,0.12779
2015,West,Very concerned,0.38931,9369,19661,0.38250,0.39613
2015,West,Somewhat concerned,0.35766,8624,19661,0.35096,0.36436
2015,West,Not concerned at all,0.06817,1668,19661,0.06465,0.07170
2015,East,Very concerned,0.39683,2464,5217,0.38356,0.41011
2015,East,Somewhat concerned,0.36631,2222,5217,0.35323,0.37939
2015,East,Not concerned at all,0.07445,531,5217,0.06733,0.08157
2016,West,Very concerned,0.45558,10524,19059,0.44851,0.46265
2016,West,Somewhat concerned,0.31697,7327,19059,0.31036,0.32357
2016,West,Not concerned at all,0.05478,1208,19059,0.05155,0.05801
2016,East,Very concerned,0.48627,2869,5009,0.47242,0.50011
2016,East,Somewhat concerned,0.30659,1794,5009,0.29382,0.31936
2016,East,Not concerned at all,0.05028,346,5009,0.04422,0.05633
2017,West,Very concerned,0.47109,11818,20852,0.46431,0.47786
2017,West,Somewhat concerned,0.30276,7680,20852,0.29653,0.30900
2017,West,Not concerned at all,0.05394,1354,20852,0.05088,0.05701
2017,East,Very concerned,0.49266,3268,5562,0.47952,0.50580
2017,East,Somewhat concerned,0.28985,1911,5562,0.27792,0.30177
2017,East,Not concerned at all,0.05599,383,5562,0.04995,0.06204
2018,West,Very concerned,0.38127,9122,20082,0.37456,0.38799
2018,West,Somewhat concerned,0.37963,9156,20082,0.37292,0.38634
2018,West,Not concerned at all,0.07308,1804,20082,0.06948,0.07668
2018,East,Very concerned,0.40198,2595,5473,0.38899,0.41497
2018,East,Somewhat concerned,0.35220,2299,5473,0.33954,0.36485
2018,East,Not concerned at all,0.08091,579,5473,0.07369,0.08814
2019,West,Very concerned,0.40197,9838,20006,0.39517,0.40876
2019,West,Somewhat concerned,0.35729,8623,20006,0.35065,0.36393
2019,West,Not concerned at all,0.06624,1545,20006,0.06279,0.06969
2019,East,Very concerned,0.44064,2893,5526,0.42754,0.45373
2019,East,Somewhat concerned,0.34132,2244,5526,0.32882,0.35382
2019,East,Not concerned at all,0.05822,389,5526,0.05204,0.06439
2020,West,Very concerned,0.31378,7455,20226,0.30738,0.32017
2020,West,Somewhat concerned,0.41576,10155,20226,0.40897,0.42256
2020,West,Not concerned at all,0.09314,2616,20226,0.08914,0.09715
