year,migback,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Very concerned,0.44797,4621,8601,0.43746,0.45848
1984,No migration background,Somewhat concerned,0.31197,3224,8601,0.30218,0.32176
1984,No migration background,Not concerned at all,0.07526,756,8601,0.06969,0.08084
1984,Direct migration background,Very concerned,0.44434,1576,3309,0.42741,0.46128
1984,Direct migration background,Somewhat concerned,0.29517,1146,3309,0.27962,0.31071
1984,Direct migration background,Not concerned at all,0.13224,587,3309,0.12069,0.14378
1984,Indirect migration background,Very concerned,0.06807,69,108,0.02035,0.11579
1984,Indirect migration background,Somewhat concerned,0.04140,39,108,0.00365,0.07915
1985,No migration background,Very concerned,0.41337,3862,7897,0.40251,0.42423
1985,No migration background,Somewhat concerned,0.34473,3243,7897,0.33424,0.35521
1985,No migration background,Not concerned at all,0.08666,792,7897,0.08045,0.09286
1985,Direct migration background,Very concerned,0.43943,1364,2855,0.42122,0.45764
1985,Direct migration background,Somewhat concerned,0.32944,1028,2855,0.31220,0.34668
1985,Direct migration background,Not concerned at all,0.12169,463,2855,0.10970,0.13369
1985,Indirect migration background,Very concerned,0.07771,68,115,0.02856,0.12685
1985,Indirect migration background,Somewhat concerned,0.05231,47,115,0.01144,0.09319
1986,No migration background,Very concerned,0.38548,3437,7541,0.37449,0.39646
1986,No migration background,Somewhat concerned,0.36002,3216,7541,0.34918,0.37085
1986,No migration background,Not concerned at all,0.10094,888,7541,0.09414,0.10774
1986,Direct migration background,Very concerned,0.39244,1256,2792,0.37432,0.41055
1986,Direct migration background,Somewhat concerned,0.38177,1095,2792,0.36375,0.39980
1986,Direct migration background,Not concerned at all,0.13116,441,2792,0.11864,0.14369
1986,Indirect migration background,Very concerned,0.07897,82,131,0.03261,0.12533
1986,Indirect migration background,Somewhat concerned,0.05570,49,131,0.01627,0.09512
1987,No migration background,Very concerned,0.39198,3410,7387,0.38084,0.40311
1987,No migration background,Somewhat concerned,0.35837,3189,7387,0.34743,0.36930
1987,No migration background,Not concerned at all,0.09167,788,7387,0.08509,0.09825
1987,Direct migration background,Very concerned,0.39435,1103,2779,0.37618,0.41253
1987,Direct migration background,Somewhat concerned,0.38696,1207,2779,0.36885,0.40507
1987,Direct migration background,Not concerned at all,0.13882,469,2779,0.12596,0.15168
1987,Indirect migration background,Very concerned,0.07554,72,151,0.03325,0.11783
1987,Indirect migration background,Somewhat concerned,0.06257,79,151,0.02381,0.10133
1988,No migration background,Very concerned,0.34104,2816,7019,0.32995,0.35213
1988,No migration background,Somewhat concerned,0.39657,3361,7019,0.38513,0.40802
1988,No migration background,Not concerned at all,0.10573,842,7019,0.09854,0.11292
1988,Direct migration background,Very concerned,0.39064,1064,2638,0.37202,0.40927
1988,Direct migration background,Somewhat concerned,0.40693,1180,2638,0.38818,0.42568
1988,Direct migration background,Not concerned at all,0.12526,394,2638,0.11262,0.13789
1988,Indirect migration background,Very concerned,0.09088,99,219,0.05273,0.12904
1988,Indirect migration background,Somewhat concerned,0.05556,87,219,0.02515,0.08597
1988,Indirect migration background,Not concerned at all,0.02230,33,219,0.00270,0.04191
1989,No migration background,Very concerned,0.28248,2214,6754,0.27174,0.29322
1989,No migration background,Somewhat concerned,0.40767,3329,6754,0.39595,0.41939
1989,No migration background,Not concerned at all,0.15454,1211,6754,0.14592,0.16316
1989,Direct migration background,Very concerned,0.34817,962,2545,0.32966,0.36668
1989,Direct migration background,Somewhat concerned,0.40287,1083,2545,0.38381,0.42193
1989,Direct migration background,Not concerned at all,0.17519,500,2545,0.16042,0.18996
1989,Indirect migration background,Very concerned,0.07008,95,253,0.03856,0.10159
1989,Indirect migration background,Somewhat concerned,0.08270,114,253,0.04869,0.11671
1989,Indirect migration background,Not concerned at all,0.03513,44,253,0.01240,0.05786
1990,No migration background,Very concerned,0.23480,3344,10842,0.22682,0.24278
1990,No migration background,Somewhat concerned,0.38600,4958,10842,0.37684,0.39516
1990,No migration background,Not concerned at all,0.20723,2540,10842,0.19960,0.21486
1990,Direct migration background,Very concerned,0.31253,867,2641,0.29485,0.33021
1990,Direct migration background,Somewhat concerned,0.42246,1193,2641,0.40362,0.44130
1990,Direct migration background,Not concerned at all,0.20630,581,2641,0.19087,0.22174
1990,Indirect migration background,Very concerned,0.05703,90,290,0.03030,0.08377
1990,Indirect migration background,Somewhat concerned,0.08067,126,290,0.04927,0.11207
1990,Indirect migration background,Not concerned at all,0.04940,74,290,0.02441,0.07438
1991,No migration background,Very concerned,0.35832,4520,10539,0.34916,0.36747
1991,No migration background,Somewhat concerned,0.38101,4917,10539,0.37173,0.39028
1991,No migration background,Not concerned at all,0.09030,1102,10539,0.08483,0.09577
1991,Direct migration background,Very concerned,0.43645,1158,2599,0.41738,0.45552
1991,Direct migration background,Somewhat concerned,0.40868,1076,2599,0.38978,0.42758
1991,Direct migration background,Not concerned at all,0.11296,365,2599,0.10078,0.12513
1991,Indirect migration background,Very concerned,0.10926,160,345,0.07629,0.14222
1991,Indirect migration background,Somewhat concerned,0.07251,132,345,0.04511,0.09992
1991,Indirect migration background,Not concerned at all,0.02473,53,345,0.00832,0.04114
1992,No migration background,Very concerned,0.33400,4289,10295,0.32488,0.34311
1992,No migration background,Somewhat concerned,0.39113,4814,10295,0.38171,0.40056
1992,No migration background,Not concerned at all,0.10371,1192,10295,0.09782,0.10960
1992,Direct migration background,Very concerned,0.49702,1276,2527,0.47752,0.51652
1992,Direct migration background,Somewhat concerned,0.37580,943,2527,0.35692,0.39469
1992,Direct migration background,Not concerned at all,0.09433,308,2527,0.08293,0.10573
1992,Indirect migration background,Very concerned,0.13243,203,402,0.09925,0.16560
1992,Indirect migration background,Somewhat concerned,0.09425,151,402,0.06565,0.12284
1992,Indirect migration background,Not concerned at all,0.02643,48,402,0.01073,0.04213
1993,No migration background,Very concerned,0.37377,4638,10104,0.36434,0.38321
1993,No migration background,Somewhat concerned,0.37392,4559,10104,0.36448,0.38335
1993,No migration background,Not concerned at all,0.07915,907,10104,0.07388,0.08441
1993,Direct migration background,Very concerned,0.56545,1435,2450,0.54582,0.58508
1993,Direct migration background,Somewhat concerned,0.33566,825,2450,0.31695,0.35436
1993,Direct migration background,Not concerned at all,0.07340,190,2450,0.06307,0.08373
1993,Indirect migration background,Very concerned,0.16449,242,431,0.12945,0.19954
1993,Indirect migration background,Somewhat concerned,0.12406,189,431,0.09290,0.15522
1994,No migration background,Very concerned,0.36582,4489,9981,0.35637,0.37527
1994,No migration background,Somewhat concerned,0.37884,4565,9981,0.36932,0.38836
1994,No migration background,Not concerned at all,0.08206,927,9981,0.07667,0.08744
1994,Direct migration background,Very concerned,0.52384,1243,2337,0.50358,0.54409
1994,Direct migration background,Somewhat concerned,0.39140,902,2337,0.37161,0.41119
1994,Direct migration background,Not concerned at all,0.06608,192,2337,0.05600,0.07615
1994,Indirect migration background,Very concerned,0.17806,254,485,0.14397,0.21214
1994,Indirect migration background,Somewhat concerned,0.12220,188,485,0.09303,0.15138
1994,Indirect migration background,Not concerned at all,0.01913,43,485,0.00692,0.03133
1995,No migration background,Very concerned,0.36088,4407,9910,0.35143,0.37034
1995,No migration background,Somewhat concerned,0.37562,4498,9910,0.36608,0.38515
1995,No migration background,Not concerned at all,0.08647,1005,9910,0.08093,0.09200
1995,Direct migration background,Very concerned,0.52657,1577,2748,0.50790,0.54524
1995,Direct migration background,Somewhat concerned,0.33074,978,2748,0.31315,0.34834
1995,Direct migration background,Not concerned at all,0.06964,193,2748,0.06013,0.07916
1995,Indirect migration background,Very concerned,0.17043,269,500,0.13744,0.20342
1995,Indirect migration background,Somewhat concerned,0.12391,189,500,0.09500,0.15282
1995,Indirect migration background,Not concerned at all,0.02403,42,500,0.01060,0.03747
1996,No migration background,Very concerned,0.30752,3768,9873,0.29842,0.31663
1996,No migration background,Somewhat concerned,0.41176,4866,9873,0.40205,0.42147
1996,No migration background,Not concerned at all,0.11082,1239,9873,0.10463,0.11702
1996,Direct migration background,Very concerned,0.44663,1222,2579,0.42744,0.46582
1996,Direct migration background,Somewhat concerned,0.38303,1062,2579,0.36426,0.40179
1996,Direct migration background,Not concerned at all,0.09877,295,2579,0.08726,0.11029
1996,Indirect migration background,Very concerned,0.14364,235,542,0.11409,0.17319
1996,Indirect migration background,Somewhat concerned,0.14044,226,542,0.11116,0.16972
1996,Indirect migration background,Not concerned at all,0.04133,81,542,0.02456,0.05811
1997,No migration background,Very concerned,0.26304,3107,9737,0.25430,0.27179
1997,No migration background,Somewhat concerned,0.40050,4755,9737,0.39077,0.41024
1997,No migration background,Not concerned at all,0.16534,1875,9737,0.15796,0.17272
1997,Direct migration background,Very concerned,0.36573,935,2457,0.34668,0.38478
1997,Direct migration background,Somewhat concerned,0.40475,1095,2457,0.38534,0.42416
1997,Direct migration background,Not concerned at all,0.16830,427,2457,0.15350,0.18310
1997,Indirect migration background,Very concerned,0.11891,184,563,0.09215,0.14568
1997,Indirect migration background,Somewhat concerned,0.17888,262,563,0.14720,0.21057
1997,Indirect migration background,Not concerned at all,0.06536,117,563,0.04492,0.08579
1998,No migration background,Very concerned,0.31199,4126,11189,0.30341,0.32058
1998,No migration background,Somewhat concerned,0.39393,5421,11189,0.38488,0.40299
1998,No migration background,Not concerned at all,0.12750,1642,11189,0.12131,0.13368
1998,Direct migration background,Very concerned,0.40549,997,2384,0.38578,0.42521
1998,Direct migration background,Somewhat concerned,0.39968,1055,2384,0.38002,0.41935
1998,Direct migration background,Not concerned at all,0.13384,332,2384,0.12017,0.14751
1998,Indirect migration background,Very concerned,0.16034,236,593,0.13078,0.18989
1998,Indirect migration background,Somewhat concerned,0.18127,273,593,0.15024,0.21231
1998,Indirect migration background,Not concerned at all,0.04595,84,593,0.02908,0.06281
1999,No migration background,Very concerned,0.32741,4025,10832,0.31857,0.33625
1999,No migration background,Somewhat concerned,0.39764,5287,10832,0.38842,0.40686
1999,No migration background,Not concerned at all,0.11334,1520,10832,0.10737,0.11931
1999,Direct migration background,Very concerned,0.43167,936,2200,0.41097,0.45237
1999,Direct migration background,Somewhat concerned,0.38419,948,2200,0.36386,0.40452
1999,Direct migration background,Not concerned at all,0.12933,316,2200,0.11531,0.14336
1999,Indirect migration background,Very concerned,0.16108,242,602,0.13169,0.19047
1999,Indirect migration background,Somewhat concerned,0.17945,262,602,0.14877,0.21013
1999,Indirect migration background,Not concerned at all,0.05331,98,602,0.03535,0.07127
2000,No migration background,Very concerned,0.27321,6408,19821,0.26700,0.27941
2000,No migration background,Somewhat concerned,0.40827,9810,19821,0.40142,0.41511
2000,No migration background,Not concerned at all,0.15589,3603,19821,0.15084,0.16094
2000,Direct migration background,Very concerned,0.30739,1115,3269,0.29157,0.32321
2000,Direct migration background,Somewhat concerned,0.42159,1512,3269,0.40466,0.43852
2000,Direct migration background,Not concerned at all,0.17808,642,3269,0.16496,0.19119
2000,Indirect migration background,Very concerned,0.12283,254,806,0.10016,0.14551
2000,Indirect migration background,Somewhat concerned,0.17234,357,806,0.14625,0.19843
2000,Indirect migration background,Not concerned at all,0.08913,195,806,0.06944,0.10881
2001,No migration background,Very concerned,0.24735,5216,18096,0.24106,0.25364
2001,No migration background,Somewhat concerned,0.41993,9204,18096,0.41274,0.42713
2001,No migration background,Not concerned at all,0.17264,3676,18096,0.16713,0.17815
2001,Direct migration background,Very concerned,0.29163,894,2893,0.27507,0.30820
2001,Direct migration background,Somewhat concerned,0.44199,1391,2893,0.42389,0.46009
2001,Direct migration background,Not concerned at all,0.19181,608,2893,0.17746,0.20616
2001,Indirect migration background,Very concerned,0.11045,228,754,0.08806,0.13284
2001,Indirect migration background,Somewhat concerned,0.16427,325,754,0.13780,0.19073
2001,Indirect migration background,Not concerned at all,0.09339,201,754,0.07260,0.11417
2002,No migration background,Very concerned,0.37987,8550,19362,0.37303,0.38670
2002,No migration background,Somewhat concerned,0.36565,8548,19362,0.35887,0.37243
2002,No migration background,Not concerned at all,0.09846,2264,19362,0.09426,0.10266
2002,Direct migration background,Very concerned,0.40010,1132,2771,0.38186,0.41835
2002,Direct migration background,Somewhat concerned,0.41047,1274,2771,0.39215,0.42879
2002,Direct migration background,Not concerned at all,0.12440,365,2771,0.11211,0.13669
2002,Indirect migration background,Very concerned,0.14862,291,762,0.12335,0.17389
