year,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Very concerned,0.39640,2850,5885,0.38390,0.40890
1984,male,Somewhat concerned,0.31133,2233,5885,0.29950,0.32316
1984,male,Not concerned at all,0.09720,802,5885,0.08963,0.10477
1984,female,Very concerned,0.47527,3416,6147,0.46279,0.48776
1984,female,Somewhat concerned,0.29601,2176,6147,0.28460,0.30743
1984,female,Not concerned at all,0.06137,555,6147,0.05537,0.06737
1985,male,Very concerned,0.36662,2415,5367,0.35372,0.37951
1985,male,Somewhat concerned,0.34936,2218,5367,0.33660,0.36212
1985,male,Not concerned at all,0.10507,734,5367,0.09687,0.11328
1985,female,Very concerned,0.44188,2879,5524,0.42879,0.45498
1985,female,Somewhat concerned,0.32193,2100,5524,0.30961,0.33425
1985,female,Not concerned at all,0.07167,545,5524,0.06487,0.07847
1986,male,Very concerned,0.33744,2200,5184,0.32457,0.35031
1986,male,Somewhat concerned,0.36205,2214,5184,0.34896,0.37513
1986,male,Not concerned at all,0.12140,770,5184,0.11251,0.13029
1986,female,Very concerned,0.41230,2575,5302,0.39905,0.42556
1986,female,Somewhat concerned,0.34371,2146,5302,0.33093,0.35650
1986,female,Not concerned at all,0.08212,581,5302,0.07473,0.08951
1987,male,Very concerned,0.33240,2036,5119,0.31949,0.34530
1987,male,Somewhat concerned,0.36860,2326,5119,0.35539,0.38182
1987,male,Not concerned at all,0.11276,757,5119,0.10410,0.12143
1987,female,Very concerned,0.42642,2549,5219,0.41300,0.43984
1987,female,Somewhat concerned,0.33448,2149,5219,0.32168,0.34728
1987,female,Not concerned at all,0.07502,521,5219,0.06787,0.08217
1988,male,Very concerned,0.28266,1728,4892,0.27004,0.29528
1988,male,Somewhat concerned,0.40420,2403,4892,0.39045,0.41796
1988,male,Not concerned at all,0.13108,761,4892,0.12163,0.14054
1988,female,Very concerned,0.38673,2251,4984,0.37321,0.40025
1988,female,Somewhat concerned,0.36782,2225,4984,0.35443,0.38121
1988,female,Not concerned at all,0.07982,508,4984,0.07230,0.08735
1989,male,Very concerned,0.23095,1391,4711,0.21891,0.24298
1989,male,Somewhat concerned,0.39517,2259,4711,0.38121,0.40913
1989,male,Not concerned at all,0.19107,1061,4711,0.17985,0.20230
1989,female,Very concerned,0.32677,1880,4841,0.31356,0.33999
1989,female,Somewhat concerned,0.39416,2267,4841,0.38039,0.40793
1989,female,Not concerned at all,0.11536,694,4841,0.10636,0.12436
1990,male,Very concerned,0.19990,1864,6729,0.19035,0.20946
1990,male,Somewhat concerned,0.36477,3017,6729,0.35327,0.37628
1990,male,Not concerned at all,0.24192,1848,6729,0.23169,0.25215
1990,female,Very concerned,0.26854,2437,7044,0.25819,0.27890
1990,female,Somewhat concerned,0.39157,3260,7044,0.38018,0.40297
1990,female,Not concerned at all,0.16400,1347,7044,0.15535,0.17265
1991,male,Very concerned,0.29679,2469,6588,0.28576,0.30783
1991,male,Somewhat concerned,0.39002,3150,6588,0.37824,0.40180
1991,male,Not concerned at all,0.11931,969,6588,0.11148,0.12713
1991,female,Very concerned,0.41090,3369,6895,0.39929,0.42252
1991,female,Somewhat concerned,0.35417,2975,6895,0.34288,0.36546
1991,female,Not concerned at all,0.06207,551,6895,0.05637,0.06776
1992,male,Very concerned,0.28808,2470,6424,0.27700,0.29916
1992,male,Somewhat concerned,0.39164,3007,6424,0.37970,0.40358
1992,male,Not concerned at all,0.12923,947,6424,0.12102,0.13743
1992,female,Very concerned,0.39053,3298,6800,0.37893,0.40212
1992,female,Somewhat concerned,0.36418,2901,6800,0.35274,0.37561
1992,female,Not concerned at all,0.07177,601,6800,0.06564,0.07791
1993,male,Very concerned,0.32244,2667,6327,0.31092,0.33395
1993,male,Somewhat concerned,0.38517,2930,6327,0.37317,0.39716
1993,male,Not concerned at all,0.10152,730,6327,0.09408,0.10896
1993,female,Very concerned,0.44007,3648,6688,0.42817,0.45197
1993,female,Somewhat concerned,0.33390,2643,6688,0.32260,0.34521
1993,female,Not concerned at all,0.05104,397,6688,0.04576,0.05631
1994,male,Very concerned,0.31414,2521,6178,0.30256,0.32571
1994,male,Somewhat concerned,0.38792,2914,6178,0.37577,0.40007
1994,male,Not concerned at all,0.10412,743,6178,0.09650,0.11173
1994,female,Very concerned,0.42792,3465,6625,0.41601,0.43984
1994,female,Somewhat concerned,0.34857,2741,6625,0.33710,0.36005
1994,female,Not concerned at all,0.05210,419,6625,0.04675,0.05745
1995,male,Very concerned,0.31969,2682,6349,0.30822,0.33116
1995,male,Somewhat concerned,0.37320,2881,6349,0.36130,0.38509
1995,male,Not concerned at all,0.10826,786,6349,0.10061,0.11590
1995,female,Very concerned,0.42288,3571,6809,0.41114,0.43461
1995,female,Somewhat concerned,0.34469,2784,6809,0.33340,0.35598
1995,female,Not concerned at all,0.05612,454,6809,0.05066,0.06159
1996,male,Very concerned,0.25723,2157,6269,0.24641,0.26805
